OBJECTID,BEHEERCODE,VERHARDINGSGROEP,ONDERDEELTYPE,VERHARDINGSSOORT,OPPERVLAKTE,BEHEEROBJECTTYPE,WEGTYPE,GEBRUIKSFUNCTIE,BEHEERDER,GEBIED,WIJK,STRAAT,AANLEGJAAR,SHAPESTArea,SHAPESTLength
825,00339/40/516,Betonsteen,Parkeervak,Betonsteen dikformaat,33.74,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-West,Klingelbeek e.o.,Heijenoordseweg,2016,33.7369943,40.0714406295776
826,01814/20/508,Gebakken steen,In- uitrit,Klinker dikformaat,9.33,in- uitrit rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (RVK),Rijkerswoerd,Frida Heilstraat,2007,9.3332935,12.3800702086072
827,00454/20/519,Betonsteen,Voetpad,Betonsteen dikformaat,49.65,voetpad,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kinderkamp,2010,49.6535695,48.8673207426387
828,01245/10/510,Asfalt,Hoofdrijbaan,Asfalt,215.04,hoofdrijbaan,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Leeuwardenweg,2015,215.0441535,87.7041302598461
829,01245/10/511,Betonsteen,Drempel,Betonsteen keiformaat,28.32,drempel,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Leeuwardenweg,2015,28.3237415,21.3796473910958
830,01757/20/511,Betontegels,Voetpad,Betontegels,109.7,voetpad,Gemiddeld belaste weg,industrieweg,Gemeente Arnhem,CSA,Arnhemse Broek,Mercatorweg,2005,109.70400571,105.404306495044
831,01997/10/20,Gebakken steen,Parkeervak,Klinker keiformaat,27.52,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,27.515659,20.9911312306625
832,01997/10/21,Gebakken steen,In- uitrit,Klinker keiformaat,22.76,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,22.75781,23.2796787931674
833,01997/10/22,Gebakken steen,In- uitrit,Klinker keiformaat,21.87,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,21.8666715,22.9457504429978
834,01997/10/23,Gebakken steen,Parkeervak,Klinker keiformaat,27.19,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,27.1852615,20.8687148103879
835,01932/20/512,Betonsteen,Parkeervak,Betonstraatstenen,33.72,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeevaart,2009,33.71689615,25.2169109011182
836,01932/20/511,Betonsteen,Parkeervak,Betonstraatstenen,22.48,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeevaart,2009,22.4843156,20.0807879362784
837,01932/20/510,Betonsteen,Parkeervak,Betonstraatstenen,22.28,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeevaart,2009,22.27948555,20.0708460358138
838,01932/20/509,Betonsteen,Parkeervak,Betonstraatstenen,56.58,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeevaart,2009,56.58382175,35.2299745214894
839,01997/10/24,Gebakken steen,In- uitrit,Klinker keiformaat,21.29,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,21.289728,22.5906180154951
840,01997/10/25,Gebakken steen,In- uitrit,Klinker keiformaat,19.73,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,19.727925,22.1887419113503
841,01997/10/26,Gebakken steen,Parkeervak,Klinker keiformaat,52.94,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,52.94178,30.9706288482994
842,01997/10/27,Gebakken steen,Parkeervak,Klinker keiformaat,53.55,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,53.551386,31.0620840022451
843,01997/10/28,Gebakken steen,In- uitrit,Klinker keiformaat,21.79,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,21.793382,22.9868306778543
844,01997/10/29,Gebakken steen,In- uitrit,Klinker keiformaat,22.11,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,22.106079,23.0483527601289
845,01998/10/1,Gebakken steen,Hoofdrijbaan,Klinker keiformaat,644.68,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,644.675917765,295.659009462331
846,01998/10/2,Gebakken steen,Hoofdrijbaan,Klinker keiformaat,491.45,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,491.45102152,234.404502171872
847,01998/10/3,Betontegels,Trottoir,Betontegels,168.81,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,168.80654403,227.647897886928
848,01998/10/4,Betontegels,Trottoir,Betontegels,189.73,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,189.726344885,267.418176624018
849,01932/20/508,Betonsteen,Parkeervak,Betonstraatstenen,22.25,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeevaart,2009,22.25021745,20.0351988508421
850,01932/20/521,Betonsteen,Molgoot,Betonstraatstenen,42.71,molgoot,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeevaart,2009,42.7078815,119.272257864731
851,01932/20/520,Betonsteen,Molgoot,Betonstraatstenen,43.11,molgoot,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Zeevaart,2009,43.114366,120.302939758639
852,01926/10/513,Betonsteen,Parkeervak,Betonstraatstenen,58.81,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Kustvaart,2009,58.8099359,36.3299882659269
853,01926/10/512,Betonsteen,Parkeervak,Betonstraatstenen,22.26,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Kustvaart,2009,22.2569544,20.1188923598641
854,01998/10/5,Gebakken steen,Drempel,Klinker keiformaat,16.86,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,16.8627685,16.5047464321273
855,01994/10/8,Betontegels,Voetpad,Betontegels,55.41,voetpad,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Laan van Saksen Weimar,2016,55.41395891,100.115019290015
856,01998/10/6,Gebakken steen,Parkeervak,Klinker keiformaat,48.72,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,48.7158115,28.1899489602204
857,01998/10/7,Gebakken steen,Parkeervak,Klinker keiformaat,48.27,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,48.271295,28.0555315258937
858,01998/10/8,Gebakken steen,Parkeervak,Klinker keiformaat,48.39,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,48.3929445,28.0989216989437
859,01998/10/9,Gebakken steen,Parkeervak,Klinker keiformaat,48.45,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,48.4467165,28.1402166153874
860,01998/10/10,Gebakken steen,Parkeervak,Klinker keiformaat,45.37,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,45.36951,27.3778182200173
861,01998/10/11,Gebakken steen,Parkeervak,Klinker keiformaat,46.31,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Grenadiers,2014,46.309999,27.6039202362954
862,01997/10/30,Cementbeton,Trap,Beton,2.53,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Garde Jagers,2014,2.5349135,6.38269671851625
863,01994/20/1,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,208.22,hoofdrijbaan,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Laan van Saksen Weimar,2016,208.221746,87.4562249760069
864,01994/20/5,Betonsteen,Hoofdrijbaan,Betonsteen keiformaat,639.33,hoofdrijbaan,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Laan van Saksen Weimar,2016,639.33237522,236.653578238364
865,01994/20/4,Betonsteen,Drempel,Betonsteen keiformaat,23,drempel,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Laan van Saksen Weimar,2016,22.9988065,19.3712629741621
866,01926/10/511,Betonsteen,Parkeervak,Betonstraatstenen,66.69,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Kustvaart,2009,66.6853116,39.9974814001786
867,01926/10/510,Betonsteen,Parkeervak,Betonstraatstenen,22.39,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Kustvaart,2009,22.3856335,20.0197115633586
868,01926/10/508,Betonsteen,Parkeervak,Betonstraatstenen,22.39,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Kustvaart,2009,22.3886123,20.1192056982689
869,01926/10/507,Betonsteen,Parkeervak,Betonstraatstenen,22.81,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Kustvaart,2009,22.8105047,20.1996350638618
870,02017/10/1,Gebakken steen,Hoofdrijbaan,Klinker keiformaat,556.85,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Infanteriestraat,2013,556.85159884,222.411544648773
871,01994/20/3,Betontegels,Trottoir,Betontegels,65.1,trottoir links,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Laan van Saksen Weimar,2016,65.1015525,93.129182963806
872,01994/20/2,Betontegels,Voetpad,Betontegels,17.18,voetpad,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Laan van Saksen Weimar,2016,17.1795075,23.6284384370329
873,00230/10/516,Betontegels,Trap,Betontegels,7.41,Trap,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Eusebiusplein,2017,7.4070655,13.5004185181493
874,00570/50/3,Sierbestrating,Trap,Sierbestrating,3.99,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Centrum,Markt,2017,3.993316,8.44680150867988
875,00570/20/2,Betontegels,Trap,Betontegels,285.96,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Centrum,Markt,2017,285.9558795,177.48414871087
876,00023/40/532,Betontegels,Trap,Betontegels,10.92,Trap,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Amsterdamseweg,2014,10.919784,14.1841656403135
877,01688/10/18,Betonsteen,Fietspad ,Dubbelklinker 20x20,1022.55,fietspad links,Fietspad,woonstraat/erf (verblijfsgeb.),Particulier,Noord-Oost (Presikhaaf),Presikhaaf Oost,Meander,2017,1022.5542005,654.140249942876
878,01688/10/19,Betonsteen,In- uitrit,Betonsteen keiformaat,33.24,in- uitrit links,Zwaar belaste weg,woonstraat/erf (verblijfsgeb.),Particulier,Noord-Oost (Presikhaaf),Presikhaaf Oost,Meander,2017,33.23668136,38.5929517196088
879,01688/10/20,Betonsteen,In- uitrit,Betonsteen keiformaat,43.96,in- uitrit links,Zwaar belaste weg,woonstraat/erf (verblijfsgeb.),Particulier,Noord-Oost (Presikhaaf),Presikhaaf Oost,Meander,2017,43.9635365,28.1117955526437
880,01688/10/21,Betonsteen,In- uitrit,Betonsteen keiformaat,33.63,in- uitrit links,Zwaar belaste weg,woonstraat/erf (verblijfsgeb.),Particulier,Noord-Oost (Presikhaaf),Presikhaaf Oost,Meander,2017,33.627836955,40.5447414143613
881,01688/10/22,Betonsteen,In- uitrit,Betonsteen keiformaat,46.92,in- uitrit links,Zwaar belaste weg,woonstraat/erf (verblijfsgeb.),Particulier,Noord-Oost (Presikhaaf),Presikhaaf Oost,Meander,2017,46.915163,28.9621741431666
882,00691/20/506,Betontegels,Trottoir,Betontegels,151.77,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen West,Paardebloemstraat,2012,151.766060265,160.245481334504
883,00691/20/505,Betontegels,Trottoir,Betontegels,145.88,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen West,Paardebloemstraat,2012,145.88129096,140.118070574397
884,00374/20/501,Rood asfalt,Hoofdrijbaan,Rood asfalt,789.66,hoofdrijbaan,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-West,Klingelbeek e.o.,Hulkesteinseweg,2018,789.6647155,708.327435532299
885,00374/10/505,Gebakken steen,Parkeervak,Klinker keiformaat,272.64,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-West,Klingelbeek e.o.,Hulkesteinseweg,2018,272.6350384,245.074904001504
886,00344/20/503,Asfalt,Hoofdrijbaan,Asfalt,2240.04,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,2240.04025248,769.656778535524
887,00344/20/504,Overig,Parkeervak,Halfverhard,90.58,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,90.5752135,46.0224878110937
888,00344/20/505,Overig,Parkeervak,Halfverhard,72.32,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,72.3241025,42.2477565951339
889,00344/20/506,Overig,Parkeervak,Halfverhard,185.45,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,185.4504,56.671012262548
890,00344/20/507,Overig,Parkeervak,Halfverhard,186.56,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,186.5566725,56.9048056081075
891,00344/20/508,Overig,Parkeervak,Halfverhard,183.05,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,183.0547495,56.6261097341089
892,00344/20/509,Overig,Parkeervak,Halfverhard,191.24,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,191.239581,57.6000345108713
893,00344/20/510,Overig,Parkeervak,Halfverhard,168.22,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,168.223406,53.616443053324
894,00344/20/511,Overig,Parkeervak,Halfverhard,299.35,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,299.346109,81.2561317902381
895,00845/10/506,Betontegels,Trottoir,Betontegels,157.38,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Sonsbeekweg,2013,157.38222805,153.973230877064
896,00845/10/505,Betontegels,Trottoir,Betontegels,64.54,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Sonsbeekweg,2013,64.5439495,63.436547809133
897,00845/10/510,Betonsteen,Parkeervak,Betonsteen keiformaat,22.19,parkeervak rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Sonsbeekweg,2013,22.193423,31.6077944990724
898,00845/10/509,Betonsteen,Parkeervak,Betonsteen keiformaat,10.65,parkeervak rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Sonsbeekweg,2013,10.647971,18.3150377559798
899,00845/10/508,Betonsteen,Parkeervak,Betonsteen keiformaat,38.55,parkeervak rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Sonsbeekweg,2013,38.5480035,49.8489493733871
900,01029/10/503,Gebakken steen,Hoofdrijbaan,Klinker lingeformaat,203.82,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Wikkestraat,2011,203.82348633,78.1732031562604
901,00344/20/512,Overig,Parkeervak,Halfverhard,213.27,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,213.272772,63.3654859107151
902,00344/20/513,Overig,Parkeervak,Halfverhard,142.69,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,142.6923935,49.2487940381509
903,00344/20/514,Gebakken steen,Voetpad,Klinker dikformaat,67.43,voetpad,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,67.4301595,36.973437977298
904,00344/20/515,Gebakken steen,Voetpad,Klinker dikformaat,180.76,voetpad,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Particulier,Bossen en Parken,Schaarsbergen e.o.,Hoeferlaan,1980,180.7590985,197.362452761182
905,01077/90/511,Asfalt,Hoofdrijbaan,Asfalt,1066,hoofdrijbaan,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Zijpendaalseweg,2012,1065.994755875,369.785335890275
906,00136/10/518,Betonsteen,Parkeervak,Betonsteen keiformaat,174.19,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Carstenszstraat,1970,174.1938655,75.5235191785833
907,00136/10/517,Betonsteen,Parkeervak,Betonsteen keiformaat,139.16,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Carstenszstraat,1970,139.156957,73.1534785914727
908,00136/10/516,Betonsteen,Parkeervak,Betonsteen keiformaat,157.35,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Carstenszstraat,1970,157.352686,74.5137927137239
909,00136/10/521,Betonsteen,Parkeervak,Betonsteen keiformaat,157.86,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Carstenszstraat,1970,157.855802,74.5836669550632
910,00136/10/520,Betonsteen,Parkeervak,Betonsteen keiformaat,159.26,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Carstenszstraat,1970,159.2562145,74.2408045516652
911,00624/40/520,Betonsteen,Verkeersdruppel,Elementen verharding,11.98,verkeersdruppel,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Spijkerkwartier,Ir. J.P. v. Muijlwijkstr,2018,11.982204935,23.7699859191906
912,00624/40/519,Betonsteen,Verkeersdruppel,Elementen verharding,13.58,verkeersdruppel,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Spijkerkwartier,Ir. J.P. v. Muijlwijkstr,2018,13.57599185,16.4017952826525
913,02030/20/13,Gebakken steen,Voetpad,Klinker keiformaat,13.81,voetpad,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Regiment Pontonniers,2016,13.811895,41.3817548946372
914,00940/10/517,Cementbeton,Verkeersdruppel,Beton,22.17,verkeersdruppel,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Spijkerkwartier,Velperbuitensingel,2011,22.1684818,45.1310701789782
915,01584/10/540,Betonsteen,Hoofdrijbaan,Betonstraatstenen,118.31,rabatstrook  rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (RVK),Rijkerswoerd,Martensbongerd,1990,118.313051,121.611712916272
916,01077/90/517,Gebakken steen,Hoofdrijbaan,Klinker waalformaat,44.95,rabatstrook  links,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Zijpendaalseweg,2012,44.951949,129.917566757797
917,00454/30/521,Betonsteen,Parkeervak,Betonsteen keiformaat,55.12,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kinderkamp,2011,55.1156725,61.1664981604627
918,00454/30/520,Betonsteen,Parkeervak,Betonsteen keiformaat,58.56,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kinderkamp,2011,58.5586815,65.2775407089722
919,00436/10/519,Gebakken steen,Parkeervak,Klinker waalformaat,118.59,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Kazernestraat,2011,118.594037,126.388579666557
920,00454/30/519,Betonsteen,Parkeervak,Betonsteen keiformaat,51.03,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kinderkamp,2011,51.034734,57.82841628314
921,00454/30/518,Betonsteen,Parkeervak,Betonsteen keiformaat,28.65,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kinderkamp,2011,28.6539285,35.7160519540788
922,00447/10/523,Betonsteen,Parkeervak,Betonsteen keiformaat,16.54,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,16.54343,22.9002838390342
923,00447/10/522,Betonsteen,Parkeervak,Betonsteen keiformaat,18.26,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,18.258599,25.5168435359474
924,00447/10/521,Betonsteen,Parkeervak,Betonsteen keiformaat,58.99,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,58.9881025,74.2270623151404
925,00447/10/520,Betonsteen,Parkeervak,Betonsteen keiformaat,60.26,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,60.26258,74.4003670483867
926,00447/10/519,Betonsteen,Parkeervak,Betonsteen keiformaat,49.92,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,49.9217975,64.4261837081849
927,00447/10/529,Betonsteen,In- uitrit,Betonsteen keiformaat,18.88,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,18.8803561,18.579236661746
928,00447/10/528,Betonsteen,In- uitrit,Betonsteen dikformaat,22.15,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,22.1505044,20.0938945482269
929,00447/10/517,Betonsteen,Parkeervak,Betonsteen keiformaat,23.86,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,23.8588955,31.8791963616147
930,00447/10/516,Betonsteen,Parkeervak,Betonsteen dikformaat,47.68,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Kermisland,1965,47.680283,57.4171665733966
