Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Learn it B.V.;;;;;1;;;;1
LearnCare Academy B.V.;;;;;1;;;;1
Learning Vision;;;;;1;;;;1
Leefstijl Training & Coaching;;;;;2;;;;2
Leenders Bike Totaal;;;1;;;;;;1
Leerwerk;;1;;;;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;4;;;;4
Leijser Fruit;;;1;;;;;;1
Lemapa B.V.;;;1;;;;;;1
Leo Ringelberg Touringcars;;;1;;;;;1;1
Leo van de Wouw Regisseur/Programmamaker;;;;;1;;;;1
Leopold Koffieschool;;;;;1;;;;1
Les Ombrelles;;;1;;;;;;1
Lexlumen Opleidingen B.V.;;;;;1;;;;1
L'Hirondelle Horeca B.V.;;;1;;;;;;1
Lia Breg Consultancy;;;;1;;;;;1
Liander N.V.;;;;;1;;;;1
Licht op de Zaak;;;;;1;;;;1
LiDRS B.V.;;;;;1;;;;1
Lies Pol B.V.;;;;;1;;;;1
Liesbeth Wolfkamp;;;;;1;;;;1
Liesveld Advocaten B.V.;;;1;;;;;;1
Liftinstituut B.V.;;;;;1;;;;1
Lijm & Cultuur B.V.;;;;;;;;1;1
Lilian Bakker acting in dialogue;;;;;1;;;;1
Limburgia Erik's;;;1;;;;;;1
Linguarama Nederland B.V.;;;;;1;;;;1
Linia B.V.;;1;;;;;;;1
LinQue Consult B.V.;;;;;2;;;;2
Linthorst op locatie B.V.;;;1;;;;;;1
Liuwherne;;;1;;;;;;1
Livegigs Music and Events;;;2;;;;;;2
Livit Orthopedie B.V.;;1;;;;;;;1
Lloyd's Register Nederland B.V.;;;;;1;;;1;1
Lobbes Speelgoed B.V.;;;1;;;;;;1
Lobo Groningen B.V.;;;1;;;;;;1
Lock4safe B.V.;;;1;;;;;;1
Lodewieck;;;1;;;;;;1
Loes van Bree Individuele Begeleiding;;;;;1;;;;1
LOFFELIJK cuisine biologique;;;;;;1;;;1
Logeion;;;;;1;;1;;1
Logistic Force Academy B.V.;;;;;1;;;;1
Lokaal 58 B.V.;;;;;4;;;;4
Lokaal De Revolutie B.V.;;;1;;;;;;1
Longmen B.V.;;;1;;;1;;;1
Looyint B.V.;;;;;2;;;;2
Lotus Studiekring 073 Oploo;;;;;1;;;;1
Lotus Studiekring Apeldoorn;;;;;2;;;;2
Lounge Bar Club XL;;;1;;;;;;1
Löwik Installatietechniek;;;;;1;;;;1
Loyens & Loeff N.V.;;;;;1;;;;1
LS Sound & Light Productions;;;1;;;;;;1
Luden Utrecht;;;1;;;;;;1
Lukassen Food Group B.V.;;;1;;;;;;1
Lumidee B.V.;;;;;1;;;;1
Lumina Learning Nederland B.V.;;;;;1;;;;1
Lumineux;;;1;;;;;;1
Lunchroom Heren de Wit;;;1;;;;;;1
Lytton Arbeid & Gezondheid B.V.;;1;;;;;;;1
M & H Exploitatie B.V.;;;1;;;;;;1
M. Peters Sekino Conference Interpreter AIIC;;;;;1;;;;1
M. Ringelberg Touringcars B.V.;;;1;;;;;;1
M. Tromp;;;;;1;;;;1
M.D. de la Mar;;;1;;;;;;1
M.M. Projects B.V.;;;;;1;;;;1
M.P.M. Crouzen;;1;;;;;;;1
M.T. Diagnostics Nederland B.V.;;;1;;;;;;1
Ma Guise Holding B.V.;;;2;;;;;;2
Maas groep Zuid-Nederland B.V.;;1;;;;;;;1
Maassen's Banketbakkerij B.V.;;;1;;;;;;1
Maatschap Metris Groep;;;;;4;;;;4
Machteld van den Heuvel;;1;;;;;;;1
Mad Multimedia;;;;;4;;;;4
Madeleine Schuurmans Verpl.kund. Overg.cons.;;;;;1;;;;1
Mainpress B.V.;;;;;1;;;;1
MAKE ME FITness;;1;;;;;;;1
Mala's Foodservice;;;1;;;;;;1
ManagementReset B.V.;;;;;1;;;;1
Manaia Tech B.V.;;;;;1;;;;1
Mansveld Projecten & Services B.V.;;;;;1;;;;1
Marcel van Hoorn Fotografie;;;;;1;;;;1
Marco's Bloemen;;;1;;;;;;1
Marcus Evans (Holland) Limited Linguarama;;;;;2;;1;;2
Mare Holland B.V.;;;;;2;;;;2
Margolin B.V.;;2;;;;;;;2
Maritime Corporate Communications B.V.;;;;;;;;1;1
Marker Management Consultancy B.V.;;1;;;;;;;1
MarktOnderzoekAssociatie.nl;;;;;1;;;;1
Marnick Groningen B.V.;;;1;;;;;;1
Maroen B.V.;;;1;;;;;;1
Marqit B.V.;;;1;;;;;;1
Martijn Beekman Fotografie;;;;1;;;;;1
Martins Brasserie;;;1;;;;;;1
Masterkey-Plus B.V.;;;;;1;;;;1
Matkan B.V.;;1;;;;;;;1
MatriXmethode Instituut;;;;;1;;;;1
Mavim B.V.;;;;;1;;;;1
Max Kookt;;;;;;1;;;1
Maxgiving;;;1;;;;;;1
Maxi-Me Empower Your (inner) Self;;1;;;;;;;1
Maximum Alliances B.V.;;;;;4;;;;4
MDO Mantelzorgmakelaar Haaglanden;;1;;;;;;;1
MECC Maastricht B.V.;;;1;;;;;;1
Mechanisatiebedrijf van Bergen B.V.;;1;;;;;;;1
Mediat. & Train. Network The Lime Tree B.V.;;;;;1;;;;1
MedicalCheck;;3;;;;;;;3
Medi-Fit Bolnes;;1;;;;;;;1
Meeting Plaza Utrecht B.V.;;;;;1;;;;1
Meezun2en Drive In Show;;;1;;;;;;1
Mei-Ho Wong;;;1;;;;;;1
Memo2 B.V.;;;;;2;;;;2
Mennorode B.V.;;;1;;;;;;1
Merlijn Groep;;;;;1;;;;1
Merlin Entertainments Holdings Nederland B.V.;;;1;;;;;;1
Metos B.V.;;;1;;;;;;1
Meurs HRM;;;;;3;;;;3
MFC Leunen Horeca B.V.;;;1;;;;;;1
Mijn Eigen B.V.;;;;1;;;;;1
Mijnie Oosterom;;;;;1;;;;1
Miksang Fotografie;;;;;1;;;;1
Millie's Indische Keuken;;;1;;;;;;1
Minang Kabau Baru;;;1;;;;;;1
Mind Academy B.V.;;;;;1;;;;1
Mind Productions Webdesign FotoSnap;;;;;;1;;;1
Misset;;;;;2;;;;2
MMC INTERNAT. TIME INVESTIGATION;;;;;1;;;;1
Mobilee Consultancy B.V.;;;;;1;;;;1
Mobility Mixx B.V.;;;;;;;;10;10
Moduli Print B.V.;;;;;3;;;;3
Moeke Vaatstra;;;1;;;;;;1
Mokum Events B.V.;;;1;;;;;;1
Molen & Molen;;;;;1;;;;1
Molenaar Welzijnsproducten B.V.;;1;;;;;;;1
Molly Malone Pub & Hospitality B.V.;;;1;;;;;;1
Momo Consultancy en Interimmanagement B.V.;;;;1;;;;;1
Moneypenny Consulting & Training B.V.;;;;;1;;;;1
Monique van 't Erve;;;;1;;;;;1
Monsterevents;;;;;;1;;;1
Monumentale Vormgeving Hanshan Roebers;;;;;1;;;;1
Mood B.V.;;;1;;;;;;1
Moodfactory B.V.;;;1;;1;;;;1
Moon Horeca Exploitatie B.V.;;;1;;;;;;1
Moovs Academy B.V.;;;;;1;;;;1
Mors Smitt B.V.;;;;;1;;;;1
Mos Events B.V.;;;;;;;1;;1
Mostert Consult. Creativity/Innov. Management;;;;;1;;;;1
Motion Training;;;;;2;;;;2
Motostore Barendrecht B.V.;;;;;1;;;;1
Motus B.V.;;;;;1;;;;1
Move a Mountain Bewustzijnstrainingen B.V.;;;;;2;;;;2
Mr G.W.B. van Westen;;;;;1;;;;1
Mr. Wok Breda;;;1;;;;;;1
MTB;;;;1;;;;;1
Mts. J.C.M. van Veen en C.J.C.M. v. Veen Berg;;;1;;;;;;1
Muller & Co B.V.;;;1;;;;;;1
Multicopy Utr. Centr. Hoog Catharijne B.V.;;;;;1;;;;1
MultiCopy Utrecht West B.V.;;;1;;;;;;1
Multifunctioneel Centrum De Dreef;;;1;;;;;;1
Museum Beelden aan Zee;;;;;;1;;;1
Museum Catering B.V.;;;1;;;;;;1
Muziek Café Paraplu;;;1;;;;;;1
MVGM BHV Service B.V.;;;;;1;;;;1
MWM2 B.V.;;;;;2;;;;2
MYbusinessmedia B.V.;;;;;1;;;;1
MyCom Zwolle;;;;;1;;;;1
N. van Leeuwen Holding B.V.;;;;;1;;;;1
N.B.C. Exploitatie B.V.;;;;;1;;;;1
N.E.D. Faber;;;1;;;;;;1
N.V. Luchthaven Schiphol;;;;;;;;1;1
N.V. Nederlandse Spoorwegen;;;;;;;;7;7
Nakopy B.V.;;;1;;;;;;1
Nascholingscentrum Maatschappelijk Werk (NMW);;;;;2;;;;2
Nationaal Gevangenismuseum;;;1;;;;;;1
NATIONAAL MUSEUM VAN WERELDCULTUREN;;;;;;;;1;1
Nawijn & Polak;;;;;1;;;;1
NCOI Opleidingsgroep B.V.;;;;;5;;;;5
NDC mediagroep B.V.;;;1;;;;;;1
Ned. Gen.schap van Funct. Gegevensbescherming;;;;;;;1;;1
Ned. Software Metrieken Gebruikers Associatie;;;;;1;;;;1
Ned. Trainingsinst. v Neurolinguist. Progr.;;;;;1;;;;1
Ned. Verenig. voor Intern. Belastingr.;;;;;;;1;;1
Ned. Vereniging voor Informatica en Recht;;;;;;;1;;1
Nederl. Ver. van Maatschappelijk Werkers;;1;;;1;;;;1
Nederlands Architectuur Forum;;;;;;;1;;1
Nederlands Debat Instituut Holding B.V.;;;;;1;;;;1
Nederlands Genootschap voor Sociale Zekerheid;;;;;;;1;;1
Nederlands Instituut van Psychologen (N.I.P.);;;;;1;;1;;1
Nederlandse Associatie Van Duikondernemingen;;;;;;;1;;1
Nederlandse Associatie voor Examinering B.V.;;;;;1;;;;1
Nederlandse Mediatorsvereniging;;;;;;;1;;1
Nederlandse Orde van Register EDP-Auditors;;;;;2;;2;;3
Nederlandse Stg. v. Corporate Universities;;;;;1;;1;;1
Nederlandse Vereniging Bedrijfshulpverlening;;1;;;1;;;;1
Nederlandse Vereniging van Arbeidsdeskundigen;;;;;;;1;;1
Nederlandse Vereniging voor Arbeidshygiene;;;;;1;;;;1
Nederlandse Vereniging voor Stralingshygiene;;;;;;;1;;1
Nederlandse Vereniging voor Veiligheidskunde;;;;;;;1;;1
NEDFAC B.V.;;;;;3;;;;3
Nefkens Oost;;;1;;;;;;1
Neomai Psychologenpraktijk;;;;1;;;;;1
Network Music Europe B.V.;;;;;1;;;;1
NEVERREST;;;1;;;;;;1
NEVI-Purspective B.V.;;;;;4;;;;4
New Babylon Meeting Center B.V.;;;;;;;;1;1
New Century Thai Oriental Restaurant B.V.;;;1;;;;;;1
New Energy Movers Academy;;1;;;;;;;1
New Kampong Kita;;;1;;;;;;1
New King's Wereld Wok;;;1;;;;;;1
NewMade productions;;;;;1;;;;1
Newomij VvE Beheer B.V.;;;1;;;;;;1
NewTeam B.V.;;;;;2;;;;2
NextNovelty B.V.;;;;;1;;;;1
Nextyle Productions;;;1;;;;;;1
NH Grand Hotel Krasnapolsky;;;3;;;;;;3
NHL Hogeschool;;;;;1;;;;1
Ni Hao Stadsparkpaviljoen B.V.;;;1;;;;;;1
Nice thingZ;;;1;;;;;;1
Nieuwenhuis Beeld en Geluid B.V.;;;2;;;;;;2
Nijhuis Dienstverlening B.V.;;;;;1;;;;1
NIMA-Nederlands Instituut voor Marketing;;;1;;1;;;;1
Niow;;;;;2;;;;2
Nipak Verpakkingen;;;1;;;;;;1
NIVE Opleidingen B.V.;;;;;1;;;;1
NLJUG B.V.;;;;;;;1;;1
Nobbe/Mieras Trainingen;;;;;1;;;;1
Noloc;;;;;;;1;;1
Nolot;;;;;1;;;;1
Non Employees;;;;;1;;;;1
Noordeinde Horeca B.V.;;;1;;;;;;1
Noorderpoort;;;;;1;;;;1
Noordhof en Houtkoop Amsterdam B.V.;;;1;;;;;;1
Noppe Mediation;;;1;;;;;;1
Norisk Keymanagement B.V.;;;;;1;;;;1
Novak;;;;;;;1;;1
Novar Nederland B.V.;;;;;1;;;;1
Novotel Den Haag;;;1;;1;;;1;1
NS Reizigers B.V.;;;;;;;;5;5
NTI Zakelijk B.V.;;;;;1;;;;1
NV EXPLOITATIEMIJ DE WITTENBURG kasteel de wittenburg;;;;;1;;;;1
Nwe Yume, sushi & Chin. Special.restaur. B.V.;;;1;;;;;;1
NXTLVLLABS B.V.;;;;;1;;;;1
O&i management consultants B.V.;;;;;2;;;;2
OCA Operations B.V.;;;;1;;;;;1
oCaro B.V.;;;;2;2;;;;3
Odyssee B.V.;;;;;4;;;;4
oefenther.-Mensendieck & Psychomat. oef.ther.;;;;1;;;;;1
Oenema Fiscale Educatie;;;;;1;;;;1
O'Leve;;;;;1;;;;1
Olga Vocal Ensemble;;;1;;;;;;1
Olympia Charters/P. Kerkvliet;;;;;1;;;;1
Omnivore.nl;;;;;4;;;;4
Onderz.- en Opleidingsbureau Warmerdam B.V.;;;;;1;;;;1
Onderzoeksbureau Soffos;;;;;1;;;;1
Online Seminar B.V.;;;;;2;;;;2
Onlyhuman B.V.;;;;;2;;;;2
Ons Huis Café Zaal Restaurant;;;1;;;;;;1
Onwijz B.V.;;;1;;;;;;1
Ooms Heftruckopleidingen;;;;;1;;;;1
Open Ateliers B.V.;;;;;1;;;;1
oPEn Campus B.V.;;;;;1;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;1;;;;1
Opleidingscentrum Permanente Educatie (OCPE);;;;;1;;;;1
Oradus IT Services;;;;;1;;;;1
Orchard Finance Consultants;;;;;1;;;;1
Orde van Organisatiekundigen en- Adviseurs;;;;;1;;;;1
Ordina Nederland B.V.;;;;;1;;;;1
Organisatie Groep Zuid (O.G.Z.) B.V.;;;;;1;;;;1
Organisatieburo In!;;;;;1;;;;1
ORMIT B.V.;;;;;7;;;;7
OSAGE communicatie en ontwerp;;;;;1;;;;1
Oscar David Consultancy B.V.;;;;;1;;;;1
Oscar's Catering;;;1;;;;;;1
OSP du Monde Food B.V.;;;;;;;;1;1
Otten's Brood en Banketbakkerij B.V.;;;1;;;;;;1
Otto's Boekhandel-Kantoorinrichting B.V.;;1;;;;;;;1
Oud Ammerveld Interpersonal Communication;;;;;2;;;;2
Oudaen B.V.;;;;;;1;;;1
Oude Post;;;1;;;;;;1
Oudshoorn bloemen en woondecoraties;;;1;;;;;;1
Over de Tong;;;1;;;;;;1
Oxhill7 B.V.;;;;1;;;;;1
P. Wijnker;;;1;;;;;;1
P.P. Wammes;;;1;;;;;;1
P.V. Reval.centr. Rijndam Adriaansticht.;;;;1;;;;;1
P1 Parking Hooghuis B.V.;;;;;1;;;;1
PA Consulting Services B.V.;;;;;1;;;;1
Paddy's;;;1;;;;;;1
Pageshuis B.V.;;;;;1;;;1;1
Paintball World;;;1;;;;;;1
Palatium Amstelodamum N.V.;;;2;;;;;;2
Pan Support;;;;;4;;;;4
Pandahallen;;;1;;;;;;1
Pandora Tactical;;;;;1;;;;1
Pantem B.V.;;;1;;;;;;1
Paramedics Valkenstijn;;1;;1;;;;;1
PARAVANI bewust leven & werken;;1;;1;2;;;;2
Park Cultuur B.V.;;;1;;;;;;1
Party & Bowling De Worp B.V.;;;1;;;;;;1
Party Rental Company B.V.;;;1;;;;;;1
Party Service Apeldoorn;;;;;;1;;;1
Party Service Fons Dekkers;;;1;;;;;;1
Partycentrum De Mona;;;1;;;;;;1
Partycentrum Lasersensation;;;1;;;;;;1
Partycentrum 't Hoefslag;;;1;;;;;;1
Partycentrum-Restaurant 'Boerderij Mereveld';;;1;;;;;;1
Partyservice Slump B.V.;;;;;1;;;;1
Passieprojecten;;;;;1;;;;1
Patisserie A.C. de Boer;;;1;;;;;;1
Patissier en Broodspecialist Van Otten;;;1;;;;;;1
Patrick Schriel Coaching & Training;;;;;1;;;;1
Paul Loven Coaching en Bestuursadvies B.V.;;;;;1;;;;1
Pauwstraat B.V.;;;1;;;;;;1
Pauzesoftware Nederland B.V.;;2;;;1;;;;2
Paviljoen Sterrebos B.V.;;;1;;1;;;;1
Paviljoen Vlietland B.V.;;;1;;;;;;1
PCC Health Promotion B.V.;;;;1;;;;;1
PEEM B.V.;;;1;;;;;;1
Pen Shop;;1;1;;;;;;1
Pensioenfederatie;;;;;1;;;;1
PEOPLE Unlimited B.V.;;;;;1;;;;1
Peoplewise B.V.;;;;;1;;;;1
Performa Uitgeverij B.V.;;;;;1;;;;1
Personeelsvereniging 'Futura';;;;;2;;;;2
Peter Schulz Inspiration & Motivation;;;;;1;;;;1
Peter van Aart;;;;;1;;;;1
Ph.A. Steggerda t.h.o.d.n. Multi-Vlaai;;;1;;;;;;1
Phaos Advies B.V.;;;;;1;;;;1
Phil Nijhuis Fotografie;;;;;1;;;;1
Phoenix Opleidingen;;;;;2;;;;2
Phonsawan B.V.;;;1;;;;;;1
Physical Solutions;;2;;2;2;;;;2
PIBIA;;;1;;;;;;1
Piccalilly Catering;;;1;;;;;;1
Pieter Verstraeten Consulting;;;;;1;;;;1
Pigs & Dragons B.V.;;1;;;;;;;1
PIMM Solutions B.V.;;;2;;;;;;2
Pink Pepper Utrecht B.V.;;;1;;;;;;1
Pinkcube B.V.;;;1;1;;;;;1
Pino Evenementen & Congressen B.V.;;;;;1;;;;1
Pitch & Putt Diepenheim B.V.;;;2;;;;;;2
Pitch & Putt Golf Molenhoek;;;1;;;;;;1
Pizza Cantina;;;1;;;;;;1
Pizza Steak Shoarma 'Hollywood';;;1;;;;;;1
Pizzeria Made in Italy;;;1;;;;;;1
Pizzeria Mangia E. Bevi;;;1;;;;;;1
Pizzeria Verlengde Hereweg B.V.;;;1;;;;;;1
Planboard B.V.;;;;;1;;;;1
Planmen Customer Care B.V.;;;;;2;;;;2
Plastic-Industrie J.L. Hooymayers;;;1;;;;;;1
Platform Content;;;;;1;;;;1
Platform Outsourcing Nederland;;;;;;;1;;1
Plein 9 A B.V.;;;1;;;;;1;1
PLLEK - NDSM BV;;;;;;1;;;1
Plok B.V.;;;1;;;;;;1
Pluc B.V.;;;;;1;;;;1
Plus Delta B.V.;;;;;1;;;;1
PlusPulse B.V.;;;1;;;;;;1
Poeliersbedrijf Ten Velde;;;1;;;;;;1
Poelstra Psychologische Expertise;;;;1;;;;;1
Poka Yoke Solutions;;;;;1;;;;1
Polderevents;;;;;1;;;;1
Pomweld Las- en Snijtechniek;;;1;;;;;;1
Pop-up Fun B.V.;;;1;;;;;;1
Portakabin B.V.;2;;;;;;;;2
POSG B.V.;;;;3;;;;;3
Postwagen Tolbert B.V.;;;1;;;;;;1
Pouw Vervoer B.V.;;;;;;1;;;1
PP Alphen B.V.;;;1;;;;;;1
PP Golf Bussloo;;;1;;;;;;1
PP in Taal;;;;;2;;;;2
Prachtig B.V.;;;1;;;;;;1
Praesence;;;;;1;;;;1
Prakt. voor Haptonomie & Ademtherapie Mannak;;1;;;;;;;1
Praktijk ConScientia;;;;1;;;;;1
Praktijk Dialogos;;;;1;;;;;1
Praktijk Huispsychologen Wijnberg;;;;1;;;;;1
Praktijk O.N. Markx;;;;;1;;;;1
Praktijk voor Bewustwording & Energiewerk;;;;;1;;;;1
Praktijk voor Bewustzijnstraining;;1;;;1;;;;1
Premium Cards B.V.;;;1;;;;;;1
Preston Palace B.V.;;;1;;;;;;1
Primera Westra Kerschoten;;;1;;;;;;1
PROCentrum Tactics B.V.;;;;;3;;;;3
Proeflokaal Almere B.V.;;;1;;;;;;1
Proeflokaal België B.V.;;;1;;1;;;;1
Proeflokaal Reijngoud;;;1;;;;;;1
Proeverij de Roode Laars;;;1;;;;;;1
Professional Development International B.V.;;;;;1;;;;1
Professional Rebel;;;;;1;;;;1
Profource B.V.;;;;;1;;;;1
Progressofie;;;;;1;;;;1
Promedia Europoint B.V.;;;;;1;;;;1
Promohouse B.V.;;;2;;;;;;2
Promopodium B.V.;;;;;;1;;;1
Propertynl B.V.;;;;;1;;;;1
Prospectory B.V.;;;;;1;;;;1
Protestantse Kerk in Nederland;;;1;;;;;;1
Prowareness Academy B.V.;;;;;1;;;;1
Prowareness Offshoring B.V.;;;;;1;;;;1
Psychologen Centrum Wageningen;;1;;;;;;;1
Psychologen Praktijk Mobilé;;;;1;;;;;1
Psychologen praktijk 'Van den Elshout';;;;;1;;;;1
Psychologenprakt. De Eerste Lijn- J.P. Heres;;;;1;;;;;1
Psychologenpraktijk Mercurius;;1;;;;;;;1
Psychologisch Adviesbureau Libertijn B.V.;;1;;;1;;;;1
Psychologisch Bureau de Belt;;;;1;1;;;;1
Psyon B.V.;;2;1;1;;;;;2
Publicimage.nl;;;;;3;;;;3
Puur Amsterdam;;;;;;1;;;1
PUUR Vedana;;1;;;;;;;1
Puur Werk Uitzendbureau B.V.;;;1;;;;;;1
PVAA;;1;;;;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;1;;1;;1
PW Consulting B.V.;;;;;2;;;;2
QMandS;;;1;;;;;;1
Qpr Costcontrol B.V.;;;;;1;;;;1
'Quadia';;;;;1;;;;1
Que Pasa Tapasbar B.V.;;;1;;;;;;1
Quignon Utrecht B.V.;;;1;;;;;;1
QuoVadis Trustlink B.V.;;;;;;;1;;1
R.S. Autocleaning B.V.;;;;;;;;1;1
Raatwerk B.V.;;3;;;;;;;3
Radar Vertige Training & Opleiding B.V.;;2;;;4;;;;4
Raderstoomboot 'De Nederlander';;;2;;;;;;2
Raimke;;;1;;;;;;1
Rama Horeca B.V.;;;1;;;;;;1
Ramblas;;;1;;;;;;1
Randstad HR Solutions;;;;2;1;;;;2
Randy Sound Productions;;;;;1;;;;1
Rassin Rechtspsychologische Analyses;;;;;1;;;;1
Reaktie Safety Shops B.V.;;1;1;;;;;;1
REAL ADVENTURE de veluwe attractieverhuur;;;;;;1;;;1
Rechtnet B.V.;;;1;;;;;;1
Rederij Avifauna;;;2;;;;;;2
Rederij Dijkhuizen V.O.F.;;;;;;;;1;1
Rederij P. Kooy B.V.;;;1;;;;;;1
Rederij Schuttevaer V.O.F.;;;1;;;;;;1
Redivivus B.V.;;;1;;;;;;1
Redwoods People Services;;1;;;;;;;1
Re-Enter;;;;;;;1;;1
Refine-IT B.V.;;;;;1;;;;1
Reframe InTensis B.V.;;;;;4;;;;4
Refrisk B.V.;;;;1;;;;;1
Regina Bloemsierkunst;;;1;;;;;;1
Reginbald Psychologisch Adviesbureau;;;;2;;;;;2
Regioplan Beleidsonderzoek B.V.;;;;;2;;;;2
Register Belastingadviseurs;;;;;1;;1;;1
Regus Amsterdam B.V.;;;2;;;;;;2
Re-integratiebureau re-turn B.V.;;;;1;;;;;1
Reisaco B.V.;;;1;;;;;;1
Reisswolf Nederland B.V.;;;;1;;;;;1
Rekreatiepark Amigo;;;1;;;;;;1
Rena Beheer B.V.;;;1;;;;;;1
Rendement Uitgeverij B.V.;;;;;1;;;;1
Rendez-Vous De Bontekoe;;;1;;;;;;1
Renée Broekmeulen Tekst & Training;;;;;1;;;;1
Re-on B.V.;;7;;;;;;;7
Restaurant & Brasserie De Brabantse Biesbosch;;;1;;;;;;1
Restaurant BIS B.V.;;;1;;;;;;1
Restaurant Café De Eetkamer;;;1;;;;;;1
Restaurant Café De Vestibule;;;1;;;;;;1
Restaurant Chateau Neercanne;;;1;;;;;;1
Restaurant De Basiliek B.V.;;;1;;;1;;1;1
Restaurant de Brugwachter;;;1;;;;;;1
Restaurant De Grote Wielen B.V.;;;;;1;;;;1
Restaurant De Heerlijckheyt Het Loo B.V.;;;1;;;;;;1
Restaurant De Knip;;;1;;;;;;1
Restaurant De Piraat;;;1;;;;;;1
Restaurant De Rozeboom;;;1;;;;;;1
Restaurant De Smoezer V.O.F.;;;;;;1;;;1
Restaurant 'De Sniep' B.V.;;;1;;;;;;1
Restaurant Dubbel;;;1;;;;;;1
Restaurant d'Vijff Vlieghen B.V.;;;1;;;;;;1
Restaurant Eemlust V.O.F.;;;1;;;;;;1
Restaurant en Partycentrum De Theetuin B.V.;;;1;;;;;;1
Restaurant Fouquet;;;1;;;;;;1
Restaurant Herberg Stadt Stevenswaert;;;1;;;;;;1
Restaurant Het Hooihuis;;;1;;;;;;1
Restaurant Mejuffrouw Janssen;;;1;;;;;;1
Restaurant Pastis;;;1;;;;;;1
Restaurant Petit Bonheur B.V.;;;1;;;;;;1
Restaurant The Prince B.V.;;;1;;;;;;1
Restaurant Yang Ming;;;1;;;;;;1
Restaurant-Café 'in de Waag' B.V.;;;1;;;;;;1
ReulingSchutte;;1;;;;;;;1
Reuser's Information Services;;;;;1;;;;1
Revalidatiecentrum Blixembosch;;;;1;;;;;1
Ricas Inst. v. Risico-Adv. en Veiligheidsopl.;;;;;4;;;;4
Richard Huijting;;;1;;;;;;1
Rijksambtenarensportvereniging Enschede;;;;;1;;;;1
Rijn IJssel locatie Papendal;;;1;;;;;;1
Rijnmond Tours B.V.;;;1;;;;;;1
Rino Noord-Holland;;;;;1;;;;1
Ristorante en Pizzeria Pinoccio;;;1;;;;;;1
Ristorante Il Senso;;;1;;;;;;1
Ristorante Pizzeria Il Castello;;;1;;;;;;1
Ristorante Pizzeria Lanterna;;;1;;;;;;1
RN Project B.V.;;;;;2;;;;2
Rob van Hulst Evenementen;;;1;;;;;;1
Rob van Veen Centrum voor Regievoering;;;;;1;;;;1
Robitex B.V.;;;1;;1;;;;1
ROC Friese Poort Opleiding & Training;;;;;3;;;;3
ROC Leiden;;;;;2;;;;2
ROC van Twente;;;;;1;;;;1
Rockanje Events B.V.;;;1;;;;;;1
Roel Dijkstra Persfotografie;;;1;;;;;;1
Rogam Dordrecht;;;1;;1;;;;1
Roger Rouwette h.o.d.n. Speedheat;;1;;;;;;;1
ROI B.V.;;;;;3;;;;3
Rolfers Outdoor;;;;;3;;;;3
Rondvaartbedrijf Kool;;;1;;;;;;1
Rondvaartbedrijf Zilvermeeuw B.V.;;;1;;;;;;1
Ronin Beheer & Verhuur;;;1;;;;;;1
Roos Meijer;;;1;;;;;;1
Rosarium Wokrestaurant Westbroekpark;;;1;;;;;;1
Rotslab Coöperatie UA;;;;;1;;;;1
Rotterdam Business Events B.V.;;;;;1;;;;1
Rotterdamse Fiscal. Ver. Christiaanse-Taxat.;;;;;1;;;;1
RotterdamseUitjes.nl;;;2;;;;;;2
Rousseau Chocolade B.V.;;;1;;;;;;1
ROVC Certificeringen B.V.;;;1;;;;;;1
ROVC Technische Opleidingen B.V.;;;;;4;;;;4
Rozee B.V.;;;2;;;;;1;2
RPJ Haarlem B.V.;;;1;;;;;;1
RT Reptiles Paradise;;;1;;;;;;1
Ruhe Advies B.V.;;;;;1;;;;1
Safe Fitness B.V.;;1;;;;;;;1
Sales Guest;;;;;1;;;;1
Sallo's Catering & Organisatie;;;;;1;2;;;2
Sam Sam Café met eetgelegenheid;;;1;;;;;;1
Sandwich at Work;;;1;;;;;;1
Sas Institute B.V.;;;;1;4;;1;;4
Savant Learning Partners B.V.;;;;;3;;;;3
Savas Seating B.V.;;1;;;;;;;1
SB Catering B.V.;;;1;;;;;;1
SB Gaasterland;;;1;;;;;;1
SBI Training en Advies/FNV Formaat B.V.;;;1;;;;;;1
Scan Coin-Borsu Systema B.V.;;;;1;;;;;1
ScanCoaching Nederland B.V.;;;;1;;;;;1
Scania Production Zwolle B.V.;;;;;1;;;;1
Scenter B.V.;;;;;1;;;;1
Schakel Holding B.V.;;;;;;;2;;2
Schalen maatwerk;;;;1;;;;;1
Schapendonk-Keverkamp V.O.F.;;;1;;;;;;1
Scheel Nederland B.V.;;1;;;;;;;1
Scheidegger Opleidingen B.V.;;;;;1;;;;1
Schekman Elektrotechniek B.V.;;;;;1;;;;1
Scherp Training & Development;;;;;1;;;;1
Schiphol Nederland B.V.;;;;;2;;;;2
Schmidt Inter. management, Train. & Coaching;;;;;1;;;;1
Schmit Toegangssystemen B.V.;;;1;;;;;;1
