Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
VCK Travel B.V.;;;;;;;;;7;7
VdlC publishers/consultants B.V.;;;;;;1;;;;1
Vedas Quality B.V.;;;;;;2;;;;2
Veer Stichting;;;;;;1;;;;1
Veilingmeester B.V.;;;;;;;1;;1;1
Velon;;;;;;1;;;;1
Vennendal Exploitatie B.V.;;;;1;;;;;;1
Ver. voor Klachtrecht in de publieke sector;;;;;;1;;1;;1
Vereniging De Hollandsche Molen;;;;;;1;;;;1
Vereniging Faculty Club Leiden;;;;;;1;;;;1
Vereniging JuristenRijk;;;;;;;;1;;1
Vereniging Testnet;;;;;;1;;;;1
Vereniging voor Bestuurskunde;;;;;;1;;;;1
Verhuurbedrijf-Westerhuis B.V.;;;;1;;;;;;1
Vermaat Bedrijfshoreca B.V.;;;;1;;;;;1;1
Vermaat Leisure B.V.;;;;1;;;;;1;1
Vestal B.V.;;1;;;;;;;;1
Via Milia;;;;;;1;;;;1
Victor de Stuersstichting;;;;;;2;;;;2
Vier Kwartier;;;;;;1;;;;1
Vietnamees Chinees Restaurant 'Hock-Sieng';;;;1;;;;;;1
Vigor Transitions B.V.;;;;;;1;;;;1
Vijverberg Juristen B.V.;;;;;;1;;;;1
Villa Van Streek;;;;1;;;;;;1
Visio Het Loo Erf;;;1;;;;;;;1
Vital 2 Perform;;;;;;1;;;;1
Vitam;;;;;;1;;;1;1
Vjenne Tours B.V.;;;;;;;;;1;1
VNSG Diensten B.V.;;;;;;;;1;;1
Voorwaarde B.V.;;;;;;1;;;;1
VO-raad;;;;;;1;1;;1;1
Vriens Archeo Flex B.V.;;;;;;;;;1;1
VVV Nederland B.V.;;;;;;;1;;;1
VX Company IT Services B.V.;;;;;;2;;;;2
Waterloo Bar;;;;2;;;;;;2
Watersportbedrijf Anja;;;;1;;;;;;1
Webo Promotion B.V.;;;;1;;;;;;1
WEKA Business Media B.V.;;;;;;1;;;;1
Welcomeworks;;;;;;1;;;;1
Werkman Den Haag B.V.;;;;1;;;;;;1
Wesselskarikaturen;;;;1;;;;;;1
WestCord Hotel De Veluwe;;;;1;;;;;;1
Westkaap Groningen B.V.;;;;1;;;;;;1
Wet.-Gr. v. Aanbev. Bouwren. Ned.-Vlaanderen;;;;;;1;;;;1
Wibbens Arbeidskundig advies;;;1;;;1;;;;2
Wijnspijs B.V.;;;;1;;;;;;1
Wilfred Joel;;;;1;;;;;;1
Willem de Ridder Kunstjes;;;;;;1;;;;1
WIN B.V.;;;;;;1;;;;1
Winnock B.V.;;;1;;;1;;;;1
Winterhuis B.V.;;;;1;;;;;1;1
Wop.NL/Events B.V.;;;;;;1;;;;1
Work21 B.V.;;;;;;1;;;;1
Wortelboer, Loopbaan in Ontwikkeling;;;;;;1;;;;1
Woudagemaal;;;;1;;;;;;1
XebiaLabs B.V.;;;;;;2;;;;2
Xerox (Nederland) B.V.;;;;;;;1;;1;1
Yearth B.V.;;;;;;1;;;;1
YESGIFTS.NL B.V.;;;;;;1;;;;1
Ynnovate;;;;;;1;;;;1
Yoozie B.V.;;;;;;1;;;;1
Your Point;;;;;;1;;;;1
Zicht op Kleur;;;;;;1;;;;1
Ziggurat Taaltrainingen;;;;;;1;;;;1
Zilver Personal Touch;;;;;;1;;;;1
Zilverline B.V.;;;;;;1;;;;1
Zinnige Zaken;;;;;;;1;;;1
Zio Ciro;;;;;;;;;1;1
Zitacademie;;;1;;;;;;;1
Zorg voor werk! B.V.;;;;;;1;;;;1
ZoZilver;;;;;;;1;;;1
Zuiderstrandtheater;;;;1;;;;;;1
Zuiderzoet B.V.;;;;1;;;;;;1
Eindtotaal;1;2;6;6;4;8;3;2;8;9
