OBJECTID,SIGMA_ID,REF_FUNC_SPOORTAK_NAAM_LANG,KANTCODE,M_SIGMATRAJECT_BEGIN,M_SIGMATRAJECT_EIND,PUBLICATIEDATUM,DATUM_GOEDGEKEURD,ELEMENT_TYPE,ELEMENT_LENGTE,STRAAL,HELLING_BEGIN,HELLING_EIND,ARGUMENT_BEGIN,ARGUMENT_EIND,HOOGTE_BEGIN,HOOGTE_EIND,VOLGNUMMER,LENGTE_TOTAAL_SIGMATRAJECT,BEIDE_EINDEN_GELIJK,POSITIONELE_NAUWKEURIGHEID_MM,REF_FUNCTIONELE_SPOORTAK_PUIC,SIGMATRAJECT_GUID,REF_WISSEL_KRUISING_PUIC,Shape__Length
1661,1020240,011_297BV_70.0,V,7.44899994,11.34899989,2021/10/29 14:32:05+00,2019/09/20 02:00:00+00,Rechtstand,3.90000011,,-0.29138245,-0.29138245,6.28289392,6.28289392,3.0062503,3.00511391,3,11.349,Ja,10,07c302df-3d50-483b-b012-12ebd1c97c57,1a21777e-a5ba-4606-9eca-344a8652a912,fdb17bd7-3def-4cb1-8c29-f83f2ba908aa,3.90000471030425
1662,1020248,011_62R_69.0,R,0,9.25349999,2021/10/29 14:32:07+00,2016/07/27 08:54:06+00,Rechtstand,9.2535001,,-0.15363811,-0.15363811,6.28303167,6.28303167,2.98498678,2.98356509,0,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,9dfcb938-73c9-4254-85bf-014792b0293b,9.25348347337523
1663,1020249,011_62R_69.0,R,9.25349999,21.21659999,2021/10/29 14:32:07+00,2016/07/27 08:54:06+00,Rechtstand,11.96310014,,-0.15363718,-0.15363718,6.28303167,6.28303167,2.98356507,2.98172709,1,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,9dfcb938-73c9-4254-85bf-014792b0293b,11.9631653364408
1664,1020250,011_62R_69.0,R,21.21659999,25.95756999,2021/10/29 14:32:07+00,2016/07/27 08:54:06+00,Rechtstand,4.74097006,,-0.15270718,-0.15270718,6.2830326,6.2830326,2.98173387,2.98100989,2,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,9dfcb938-73c9-4254-85bf-014792b0293b,4.74099375447806
1665,1020251,011_62R_69.0,R,25.95756999,34.42257,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Rechtstand,8.4650001,,-0.15269718,-0.15269718,6.28303261,6.28303261,2.98101497,2.97972239,3,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,9dfcb938-73c9-4254-85bf-014792b0293b,8.46502103954857
1666,1020252,011_62R_69.0,,34.42257,36.02729388,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Rechtstand,1.6047239,,-0.15269718,-0.15269718,6.28303261,6.28303261,2.97972239,2.97947735,4,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,1.60464090998578
1667,1020253,011_62R_69.0,,36.02729388,54.58454338,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Topboog,18.557263,10000,-0.15269718,-2.00842618,6.28303261,6.28117688,2.97947732,2.95942508,5,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,18.5573069021343
1668,1020254,011_62R_69.0,,54.58454338,89.94664793,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Dalboog,35.362124,10000,-2.00842988,1.52778508,6.28117688,0.00152778,2.95942503,2.95092679,6,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,35.3620663456311
1669,1020255,011_62R_69.0,,89.94664793,111.84913937,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Rechtstand,21.902517,,1.52779119,1.52779119,0.00152779,0.00152779,2.95092679,2.98438922,7,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,21.9025283392123
1670,1020256,011_62R_69.0,,111.84913937,134.63346681,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Topboog,22.784343,30000,1.52779119,0.76831205,0.00152779,0.00076831,2.98438913,3.01054671,8,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,22.7842994261399
1671,1020257,011_62R_69.0,,134.63346681,237.52011944,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Rechtstand,102.886683,,0.76831015,0.76831015,0.00076831,0.00076831,3.01054662,3.08959548,9,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,102.886629075405
1672,1020258,011_62R_69.0,,237.52011944,260.56874418,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Topboog,23.048627,30000,0.76831015,2.243e-05,0.00076831,2e-08,3.08959525,3.09844975,10,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,23.0486307517388
1673,1020259,011_62R_69.0,,260.56874418,349.44278818,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Rechtstand,88.874044,,2e-05,2e-05,2e-08,2e-08,3.0984497,3.09845148,11,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,88.8740667297834
1674,1020260,011_62R_69.0,,349.44278818,382.90791318,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Topboog,33.465135,25000,2e-05,-1.3385862,2e-08,6.28184672,3.09845149,3.07605386,12,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,33.4651108058826
1675,1020261,011_62R_69.0,,382.90791318,485.04242468,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Rechtstand,102.134603,,-1.33858798,-1.33858798,6.28184672,6.28184672,3.07605387,2.93933784,13,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,102.134541940325
1676,1020262,011_62R_69.0,,485.04242468,528.28694631,2021/10/29 14:32:07+00,2016/07/27 09:00:40+00,Dalboog,43.24457,10000,-1.33858798,2.98587869,6.28184672,0.00298587,2.93933804,2.97495602,14,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,43.2445348062619
1677,1020263,011_62R_69.0,,528.28694631,530.03101227,2021/10/29 14:32:07+00,2019/11/12 12:40:34+00,Rechtstand,1.74407373,,2.98587887,2.98587887,0.00298587,0.00298587,2.97495602,2.98016359,15,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,1.7441135972178
1678,1020264,011_62R_69.0,,530.03101227,561.41224725,2021/10/29 14:32:07+00,2019/11/12 12:40:34+00,Topboog,31.38128161,10510,2.98587887,1.601e-05,0.00298587,2e-08,2.98016359,3.02701398,16,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,31.3811496282486
1679,1020265,011_62R_69.0,,561.41224725,575.33783766,2021/10/29 14:32:07+00,2019/11/12 12:40:34+00,Rechtstand,13.92559041,,2e-05,2e-05,2e-08,2e-08,3.02701408,3.02701436,17,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,,13.9256199122337
1680,1020266,011_62R_69.0,R,575.33783766,609.76043631,2021/10/29 14:32:07+00,2019/11/12 12:40:34+00,Rechtstand,34.42259865,,1.758e-05,1.758e-05,2e-08,2e-08,3.02701436,3.02701497,18,609.760436,Ja,10,10dac7f2-cd83-4fad-8efa-945fb4cf8489,1acfc1e9-2923-4a40-b069-7a45ce34a50d,a2f78f0c-8931-4cb8-aeb6-fe6a7a7a9544,34.4226651926258
1681,1020301,011_68BT_69.0,T,0,15.755,2021/10/29 14:32:09+00,2017/04/21 14:22:13+00,Rechtstand,15.75503892,,2.22266082,2.22266082,0.00222266,0.00222266,3.37943839,3.41445641,0,20.374615,Ja,10,f665ebea-cab6-474e-8416-35fbf6ce2cd7,21fa20f4-9fe9-47fa-800c-1ad046373325,e2fdce9a-ac5e-4530-8326-08281c6ae438,15.7549325465654
1682,1020302,011_68BT_69.0,S,15.755,20.374615,2021/10/29 14:32:09+00,2017/04/21 14:15:58+00,Rechtstand,4.61962641,,2.22266084,2.22266084,0.00222266,0.00222266,3.41445645,3.42472429,1,20.374615,Ja,10,f665ebea-cab6-474e-8416-35fbf6ce2cd7,21fa20f4-9fe9-47fa-800c-1ad046373325,2bf7ca75-be25-42ee-a381-bc22fe57902d,4.61958230362876
1683,1020303,011_11L_67.9,L,0,27.29154762,2021/10/29 14:32:10+00,2019/11/08 13:34:17+00,Rechtstand,27.29156348,,-1.07815401,-1.07815401,6.28210715,6.28210715,3.2618356,3.23241111,0,32.73657,Ja,10,c598b01c-6101-437c-9ca4-ee9c82abf596,25cd9015-ce67-4e39-93d2-d0d2f81384bb,04fd5930-1b23-4b13-9b90-708f58e97a27,27.2915427446006
1684,1020304,011_11L_67.9,L,27.29154762,30.64377167,2021/10/29 14:32:10+00,2017/07/04 09:34:08+00,Topboog,3.35222667,10000,-1.0781576,-1.41338079,6.28210715,6.28177193,3.23241111,3.22823501,1,32.73657,Ja,10,c598b01c-6101-437c-9ca4-ee9c82abf596,25cd9015-ce67-4e39-93d2-d0d2f81384bb,04fd5930-1b23-4b13-9b90-708f58e97a27,3.35223567339768
1685,1020305,011_11L_67.9,V,30.64377167,30.75783389,2021/10/29 14:32:10+00,2017/07/04 09:34:08+00,Topboog,0.11406233,10000,-1.41337812,-1.42478438,6.28177193,6.28176052,3.22823501,3.22807315,2,32.73657,Ja,10,c598b01c-6101-437c-9ca4-ee9c82abf596,25cd9015-ce67-4e39-93d2-d0d2f81384bb,dcb754c3-55ed-45af-97a7-a0d49d8dbfbc,0.114027540532978
1686,1020306,011_11L_67.9,V,30.75783389,32.73657479,2021/10/29 14:32:10+00,2017/07/04 09:34:08+00,Rechtstand,1.97874291,,-1.42478448,-1.42478448,6.28176052,6.28176052,3.22807316,3.22525388,3,32.73657,Ja,10,c598b01c-6101-437c-9ca4-ee9c82abf596,25cd9015-ce67-4e39-93d2-d0d2f81384bb,dcb754c3-55ed-45af-97a7-a0d49d8dbfbc,1.97877745215206
1687,1020310,011_804L_68.2,L,0,9.25349999,2021/10/29 14:32:12+00,2016/07/27 08:23:37+00,Rechtstand,9.25354852,,3.23872149,3.23872149,0.00323871,0.00323871,3.30275881,3.33272832,0,26.94935,Ja,10,38b45069-57ad-49fa-bb56-ec6ef1d43c42,2dac6afb-8ae1-4e1c-b84a-882ad018bc3d,4cb09603-c618-473b-be44-d4d0c8bb109f,9.25349143905721
1688,1020311,011_804L_68.2,L,9.25349999,21.21659953,2021/10/29 14:32:12+00,2016/07/27 08:23:37+00,Rechtstand,11.96316228,,3.23872132,3.23872132,0.00323871,0.00323871,3.3327283,3.37147345,1,26.94935,Ja,10,38b45069-57ad-49fa-bb56-ec6ef1d43c42,2dac6afb-8ae1-4e1c-b84a-882ad018bc3d,4cb09603-c618-473b-be44-d4d0c8bb109f,11.9630884251804
1689,1020312,011_804L_68.2,L,21.21659953,25.95756952,2021/10/29 14:32:12+00,2016/07/27 08:23:37+00,Rechtstand,4.74099456,,3.21907112,3.21907112,0.00321906,0.00321906,3.37133131,3.38659283,2,26.94935,Ja,10,38b45069-57ad-49fa-bb56-ec6ef1d43c42,2dac6afb-8ae1-4e1c-b84a-882ad018bc3d,4cb09603-c618-473b-be44-d4d0c8bb109f,4.740898735472
1690,1020313,011_804L_68.2,L,25.95756952,26.03065679,2021/10/29 14:32:12+00,2016/07/27 08:23:37+00,Rechtstand,0.07308765,,3.21907112,3.21907112,0.00321906,0.00321906,3.38658909,3.38682436,3,26.94935,Ja,10,38b45069-57ad-49fa-bb56-ec6ef1d43c42,2dac6afb-8ae1-4e1c-b84a-882ad018bc3d,4cb09603-c618-473b-be44-d4d0c8bb109f,0.0731114902050286
1691,1020314,011_804L_68.2,V,26.03065679,26.0396071,2021/10/29 14:32:12+00,2016/07/27 08:23:37+00,Rechtstand,0.00895035,,3.21907112,3.21907112,0.00321906,0.00321906,3.38682436,3.38685317,4,26.94935,Ja,10,38b45069-57ad-49fa-bb56-ec6ef1d43c42,2dac6afb-8ae1-4e1c-b84a-882ad018bc3d,228373e9-91ea-4478-8d59-a0a02af15481,0.00894427190999916
1692,1020315,011_804L_68.2,V,26.0396071,26.94934951,2021/10/29 14:32:12+00,2016/07/27 08:23:37+00,Topboog,0.90974692,6500,3.21907112,3.07910751,0.00321906,0.0030791,3.38685317,3.38971804,5,26.94935,Ja,10,38b45069-57ad-49fa-bb56-ec6ef1d43c42,2dac6afb-8ae1-4e1c-b84a-882ad018bc3d,228373e9-91ea-4478-8d59-a0a02af15481,0.909807222495474
1693,1020329,011_311L_69.8,L,0,34.44500243,2021/10/29 14:32:14+00,2017/06/14 10:38:18+00,Rechtstand,34.44500619,,0.46702382,0.46702382,0.00046702,0.00046702,2.95741971,2.97350635,0,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,f25453aa-ec81-4730-82dc-84217ab36dde,34.4449975033472
1694,1020330,011_311L_69.8,,34.44500243,49.34278952,2021/10/29 14:32:14+00,2017/06/14 10:38:18+00,Rechtstand,14.89778871,,0.46702627,0.46702627,0.00046703,0.00046703,2.97350635,2.98046401,1,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,,14.897797547981
1695,1020331,011_311L_69.8,,49.34278952,62.97674815,2021/10/29 14:32:14+00,2017/06/14 10:38:18+00,Topboog,13.633959,20000,0.46702592,-0.21467,0.00046703,6.28297064,2.980464,2.98218429,2,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,,13.6339814706315
1696,1020332,011_311L_69.8,,62.97674815,147.89131519,2021/10/29 14:32:14+00,2017/06/14 10:38:18+00,Rechtstand,84.914569,,-0.21467102,-0.21467102,6.28297064,6.28297064,2.98218421,2.96395551,3,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,,84.9145474218347
1697,1020333,011_311L_69.8,,147.89131519,163.30475281,2021/10/29 14:32:14+00,2021/10/21 11:26:11+00,Dalboog,15.41343796,24300,-0.21467,0.41962788,6.28297064,0.00041963,2.9639555,2.96553506,4,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,,15.4134710022502
1698,1020334,011_311L_69.8,,163.30475281,164.16247894,2021/10/29 14:32:14+00,2021/10/21 11:26:11+00,Rechtstand,0.85772621,,0.41962788,0.41962788,0.00041963,0.00041963,2.96553506,2.96589499,5,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,,0.857668006865127
1699,1020335,011_311L_69.8,,164.16247894,176.50715608,2021/10/29 14:32:14+00,2016/07/27 09:22:18+00,Dalboog,12.34467964,30000,0.41962788,0.83111737,0.00041963,0.00083112,2.96589499,2.97361501,6,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,,12.3447313393204
1700,1020336,011_311L_69.8,,176.50715608,202.03382895,2021/10/29 14:32:14+00,2016/07/27 09:22:18+00,Rechtstand,25.52668168,,0.83111822,0.83111822,0.00083112,0.00083112,2.97361506,2.99483074,7,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,,25.5266832149563
1701,1020337,011_311L_69.8,V,202.03382895,204.19931652,2021/10/29 14:32:14+00,2016/07/27 09:22:18+00,Rechtstand,2.16548832,,0.83112172,0.83112172,0.00083112,0.00083112,2.99483074,2.99663052,8,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,31f29a11-86fc-42d3-9337-7f0ee0f825b8,2.16496112037328
1702,1020338,011_311L_69.8,V,204.19931652,204.19980409,2021/10/29 14:32:14+00,2016/07/27 08:54:06+00,Rechtstand,0.00048757,,0.83111737,0.83111737,0.00083112,0.00083112,2.99663011,2.99663052,9,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,31f29a11-86fc-42d3-9337-7f0ee0f825b8,0.00053851648071345
1703,1020339,011_311L_69.8,V,204.19980409,205.09931652,2021/10/29 14:32:14+00,2016/07/27 08:54:06+00,Rechtstand,0.89951274,,0.83111737,0.83111737,0.00083112,0.00083112,2.99663055,2.99737815,10,205.09882651,Ja,10,bcc2c0af-2a60-46f4-9925-7759020ec032,2f51ad02-f1b8-42cf-8704-1e614fc91364,31f29a11-86fc-42d3-9337-7f0ee0f825b8,0.899525480461782
1704,1020340,011_13L_67.9,L,0,9.25350001,2021/10/29 14:32:14+00,2019/11/08 13:34:17+00,Rechtstand,9.2535108,,-1.52743919,-1.52743919,6.28165787,6.28165787,3.22064099,3.20650683,0,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,111fac33-b762-4799-af3b-f1dc7fd833dc,9.25349685895336
1705,1020341,011_13L_67.9,L,9.25350001,21.2165999,2021/10/29 14:32:14+00,2019/11/08 13:34:17+00,Rechtstand,11.96311385,,-1.52743837,-1.52743837,6.28165787,6.28165787,3.20650681,3.18823391,1,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,111fac33-b762-4799-af3b-f1dc7fd833dc,11.9630877316356
1706,1020342,011_13L_67.9,L,21.2165999,25.9575699,2021/10/29 14:32:14+00,2019/11/08 13:34:17+00,Rechtstand,4.74097546,,-1.51817835,-1.51817835,6.28166713,6.28166713,3.18830087,3.18110323,2,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,111fac33-b762-4799-af3b-f1dc7fd833dc,4.7408995770845
1707,1020343,011_13L_67.9,L,25.9575699,26.10407973,2021/10/29 14:32:14+00,2017/07/04 09:44:55+00,Rechtstand,0.14651,,-1.51809835,-1.51809835,6.28166721,6.28166721,3.1810895,3.18086708,3,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,111fac33-b762-4799-af3b-f1dc7fd833dc,0.14648293415958
1708,1020344,011_13L_67.9,L,26.10407973,34.42257103,2021/10/29 14:32:14+00,2017/07/04 09:44:55+00,Dalboog,8.31849907,27000,-1.51809835,-1.21001358,6.28166721,6.28197529,3.18086708,3.16952017,4,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,111fac33-b762-4799-af3b-f1dc7fd833dc,8.31851919525781
1709,1020345,011_13L_67.9,,34.42257103,37.04100019,2021/10/29 14:32:14+00,2017/07/04 09:44:55+00,Dalboog,2.61843093,27000,-1.21001777,-1.11303872,6.28197529,6.28207227,3.16952017,3.16647879,5,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,,2.61839449871982
1710,1020346,011_13L_67.9,,37.04100019,57.66402741,2021/10/29 14:32:14+00,2017/07/04 09:44:55+00,Rechtstand,20.62304,,-1.11302764,-1.11302764,6.28207228,6.28207228,3.16647884,3.14352484,6,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,,20.6230498570409
1711,1020347,011_13L_67.9,,57.66402741,64.37159932,2021/10/29 14:32:14+00,2017/07/04 09:44:55+00,Topboog,6.70759,3000,-1.11302764,-3.34890303,6.28207228,6.27983642,3.1435248,3.12856046,7,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,,6.70757901192716
1712,1020348,011_13L_67.9,,64.37159932,70.9165324,2021/10/29 14:32:14+00,2017/07/04 09:44:55+00,Dalboog,6.54495012,2800,-3.3489097,-1.01141534,6.27983641,6.28217389,3.12856044,3.11429144,8,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,,6.54500676570683
1713,1020349,011_13L_67.9,V,70.9165324,72.91524181,2021/10/29 14:32:14+00,2017/07/04 09:44:55+00,Dalboog,1.99870988,2800,-1.01141752,-0.29758686,6.28217389,6.28288772,3.11429144,3.11298332,9,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,ec4bcd62-537c-4bbb-b3b2-8d9c9ba89ce8,1.99862785888572
1714,1020350,011_13L_67.9,V,72.91524181,73.9814918,2021/10/29 14:32:14+00,2017/07/04 09:44:55+00,Rechtstand,1.06625004,,-0.29758356,-0.29758356,6.28288772,6.28288772,3.11298332,3.11266602,10,73.981564,Ja,10,b48595b8-0401-4c7d-a72d-8d012ef328d5,31c60a1c-8bb0-4cc3-9b58-b9a352e860f2,ec4bcd62-537c-4bbb-b3b2-8d9c9ba89ce8,1.06630356751619
1715,1020351,011_297AL_70.1,L,0,1.51489,2021/10/29 14:32:15+00,2019/08/30 02:00:00+00,Rechtstand,1.51489048,,0.79868854,0.79868854,0.00079869,0.00079869,2.98489095,2.98610088,0,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,e38c8b80-a841-444f-b55b-f47719a8e0e2,1.51490519835401
1716,1020352,011_297AL_70.1,L,1.51489,37.35489003,2021/10/29 14:32:15+00,2019/08/30 02:00:00+00,Rechtstand,35.84001146,,0.79868854,0.79868854,0.00079869,0.00079869,2.98610087,3.01472587,1,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,e38c8b80-a841-444f-b55b-f47719a8e0e2,35.840019057958
1717,1020353,011_297AL_70.1,L,37.35489003,37.40489003,2021/10/29 14:32:15+00,2019/08/30 02:00:00+00,Dalboog,0.05000002,3187.15146643,0.7909631,0.80665111,0.00079096,0.00080665,3.01472587,3.01476581,2,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,e38c8b80-a841-444f-b55b-f47719a8e0e2,0.050028891652724
1718,1020354,011_297AL_70.1,L,37.40489003,43.97692003,2021/10/29 14:32:15+00,2019/08/30 02:00:00+00,Topboog,6.57203135,20055.52582727,0.79814818,0.47045624,0.00079815,0.00047046,3.01476581,3.01893446,3,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,e38c8b80-a841-444f-b55b-f47719a8e0e2,6.57201396926799
1719,1020355,011_297AL_70.1,L,43.97692003,46.83957001,2021/10/29 14:32:15+00,2019/08/30 02:00:00+00,Topboog,2.86265021,20088.88515422,0.47050045,0.32800122,0.0004705,0.000328,3.01893444,3.02007736,4,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,e38c8b80-a841-444f-b55b-f47719a8e0e2,2.86266941507398
1720,1020356,011_297AL_70.1,L,46.83957001,50.54577488,2021/10/29 14:32:15+00,2021/10/21 10:50:33+00,Rechtstand,3.70620507,,0.32800126,0.32800126,0.000328,0.000328,3.02007736,3.021293,5,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,e38c8b80-a841-444f-b55b-f47719a8e0e2,3.70623486016316
1721,1020357,011_297AL_70.1,L,50.54577488,52.69766746,2021/10/29 14:32:15+00,2021/10/21 10:50:33+00,Rechtstand,2.1518927,,0.32800122,0.32800122,0.000328,0.000328,3.021293,3.02199882,6,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,c9334fe3-fe07-473e-ba18-53a613713442,2.15190112458728
1722,1020358,011_297AL_70.1,L,52.69766746,53.55154412,2021/10/29 14:32:15+00,2021/10/21 10:50:33+00,Topboog,0.85387667,1380,0.32800122,-0.29075001,0.000328,6.28289456,3.02199882,3.02201472,7,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,c9334fe3-fe07-473e-ba18-53a613713442,0.85387226796518
1723,1020359,011_297AL_70.1,L,53.55154412,70.36709854,2021/10/29 14:32:15+00,2021/10/21 10:50:33+00,Rechtstand,16.81555513,,-0.29075404,-0.29075404,6.28289455,6.28289455,3.02201472,3.01712553,8,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,c9334fe3-fe07-473e-ba18-53a613713442,16.8155317284285
1724,1020360,011_297AL_70.1,L,70.36709854,70.38594854,2021/10/29 14:32:15+00,2019/09/20 02:00:00+00,Topboog,0.01885,30000,-0.29075167,-0.29138001,6.28289456,6.28289393,3.01712554,3.01712005,9,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,c9334fe3-fe07-473e-ba18-53a613713442,0.0188957667216761
1725,1020361,011_297AL_70.1,L,70.38594854,100.31238727,2021/10/29 14:32:15+00,2019/09/20 02:00:00+00,Rechtstand,29.92644,,-0.29138028,-0.29138028,6.28289393,6.28289393,3.01711997,3.0084,10,100.31238726,Ja,10,73aeea2c-3a55-4a87-b5e7-fe7a1afc23c3,3292237c-1ef3-4efd-a43f-8eb83e84341e,c9334fe3-fe07-473e-ba18-53a613713442,29.9263953402066
1726,1020373,011_801L_68.0,L,0,25.95757,2021/10/29 14:32:17+00,2016/07/27 09:41:26+00,Rechtstand,25.95757,,-5.55e-06,-5.55e-06,6.2831853,6.2831853,3.22292682,3.22292668,0,139.323392,Ja,10,6e8b9730-9912-4da4-8964-942864ec897b,3a87ea50-230f-4b3a-b025-43d34c7c73cd,4a97188e-5ae7-4c94-b89e-82dfc42b5840,25.9575344281706
