FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_verkeerskundige_wegvakken.1618,202210,600980041,A,059-0020,N59 Zierikzee - De Oude Tol (N256) v.v.,059-0020-R,N59R5 Zierikzee - De Oude Tol (N256) (R),1,Zierikzee(Grachtweg) - De Oude Tol (N256),aw,hoofdrijbaan,,059,R,#,R,HR,14.994,15.01,Schouwen-Duiveland,ZD District Noord,RWS Zee en Delta,21,RW59,N59,1,1,1,0,14937,16660,N59 Zierikzee - Hellegatsplein,N59R,2022-12-01T08:38:20,,059-0020-R_001,059-0020_001,,"LINESTRING (53531.53849999979 408343.9517999999, 53533.33249999955 408344.96269999817, 53546.99410000071 408352.6554999985, 53549.73840000108 408354.27519999817)"
hwn_verkeerskundige_wegvakken.1619,202210,600136402,B,006-0030,A6 Almere buiten-West - Almere Oostvaarders v.v.,006-0030-R-par,paralelbaan Almere Buiten - Almere Oostvaarders,101,parallelbaan start parallel Buiten-West(6) - Almere Buiten-West(6),asw,parallelbaan,,006,R,b,R,OPR,56.049,56.415,Almere,MN District Noord,RWS Midden-Nederland,370,RW6,A6,1,0,1,0,55394,56524,A6 Muiden - Lelystad,A6R,2022-12-01T08:38:20,,006-0030-R-par_101,006-0030_101,,"LINESTRING (148456.74799999967 487336.77600000054, 148449.80700000003 487317.23900000006, 148410.99500000104 487216.8429999985, 148402 487195, 148395.98900000006 487182.65300000086, 148383.62200000137 487166.6579999998, 148367.2589999996 487153.16000000015, 148351.72300000116 487145.77699999884, 148341.5850000009 487144.2349999994, 148328.5700000003 487144.0249999985, 148311.39400000125 487147.65100000054, 148297.2899999991 487155.47399999946, 148286.05000000075 487165.1710000001, 148277.125 487176.8509999998, 148274.53599999845 487182.4149999991, 148269.35700000077 487197.1799999997, 148269.08100000024 487211.7800000012, 148269.30200000107 487222.90900000185, 148272.03299999982 487233.70899999887)"
hwn_verkeerskundige_wegvakken.1620,202210,368159003,C,067-0025,A67 KP Leenderheide - KP Zaarderheiken v.v.,067-0025-R,KP Leenderheide - KP Zaarderheiken,402,verzorgingsplaats Het Gevlocht,vpl,verzorgingsplaats,Het Gevlocht (Texaco),067,R,m,R,PKB,45.685,45.95,Asten,ZN District Midden,RWS Zuid-Nederland,267,RW67,A67,0,0,0,0,45600,46068,A67 Eindhoven - Venlo,A67R,2022-12-01T08:38:20,,067-0025-R_402,067-0025_402,,"LINESTRING (184468.63199999928 379595.19000000134, 184515 379572, 184591.01199999824 379541.41000000015, 184653 379508, 184709.1860000007 379480.97199999914)"
hwn_verkeerskundige_wegvakken.1621,202210,326526050,A,007-1010,A7 KP Zurich - KP Joure v.v.,007-1010-R,Beheergrens Midden-Nederland (A7) - Bushalte Folsgare,3,Witmarsum(16) - Bolsward(17),asw,hoofdrijbaan,,007,R,b,R,OPR,110.649,110.665,Súdwest-Fryslân,NN District West,RWS Noord-Nederland,16,RW7,A7,0,0,0,0,105600,111070,A7 Zurich - Heerenveen,A7R,2022-12-01T08:38:20,,007-1010-R_003,007-1010_003,,"LINESTRING (163162.41070000082 563445.5832999982, 163178 563445.186999999)"
hwn_verkeerskundige_wegvakken.1622,202210,600113118,A,059-0080,A59 KP Sabina - KP Noordhoek v.v.,059-0080-L,KP Noordhoek - KP Sabina,3,KP Noordhoek - Fijnaart(24),asw,hoofdrijbaan,,059,R,#,L,HR,63.414,62.055,Moerdijk,ZN District West,RWS Zuid-Nederland,1376,RW59,A59,0,0,1,0,65535,60473,A59 Noordhoek - Sabina,A59L,2022-12-01T08:38:20,,059-0080-L_003,059-0080_003,,"LINESTRING (93789.9085999988 405681.6671000011, 93761.20010000095 405682.99810000136, 93740.47060000151 405684.15839999914, 93707.89669999853 405686.2452000007, 93668.02089999989 405689.41369999945, 93628.20059999824 405693.2036000006, 93584.41519999877 405698.1273000017, 93564.57440000027 405700.6453000009, 93532.27199999988 405705.06700000167, 93497.67509999871 405710.25879999995, 93477.93409999833 405713.4670000002, 93459.16090000048 405716.71599999815, 93412.25279999897 405725.3033999987, 93373.03200000152 405733.16050000116, 93331.21269999817 405742.28819999844, 93292.28449999914 405751.4963000007, 93267.66420000046 405757.6468000002, 93248.30519999936 405762.66970000044, 93209.69990000129 405773.14020000026, 93173.81030000001 405783.53290000185, 93135.57009999827 405795.2707999982, 93099.94590000063 405806.7674999982, 93068.40089999884 405817.4257000014, 93030.69970000163 405830.7905000001, 93011.93090000004 405837.70329999924, 92988.45259999856 405846.6281999983, 92951.2333999984 405861.28290000185, 92918.03170000017 405874.9081999995, 92881.3126000017 405890.78770000115, 92844.81960000098 405907.1667000018, 92808.96840000153 405923.9378999993, 92790.9561999999 405932.6336000003, 92755.13340000063 405950.430399999, 92737.32719999924 405959.5406999998, 92689.18050000072 405984.84589999914, 92671.77409999818 405994.70800000057, 92653.93430000171 406003.7591999993, 92596.53350000083 406034.5927999988, 92561.17300000042 406053.3669000007, 92525.74439999834 406071.90769999847, 92490.61459999904 406089.87959999964)"
hwn_verkeerskundige_wegvakken.1623,202210,403405038,C,028-0063,A28 KP Hattemerbroek - Ommen / N340 (v.v.),028-0063-R,KP Hattemerbroek - Ommen / N340 (R),3,Zwolle-zuid(18) - Zwolle-centrum(19),asw,hoofdrijbaan,,028,R,b,R,PST,92.441,92.612,Zwolle,ON District Noord,RWS Oost-Nederland,171,RW28,A28,0,0,0,0,91398,94200,A28 Amersfoort - Zwolle,A28R,2022-12-01T08:38:20,,028-0063-R_003,028-0063_003,,"LINESTRING (201512.8999999985 502647.96709999815, 201518.96599999815 502655.96819999814, 201545.70949999988 502692.1598000005, 201560.76410000026 502712.12209999934, 201566.56859999895 502719.3905000016, 201572.9908999987 502727.05579999834, 201593.73270000145 502751.0588000007, 201617.16279999912 502783.9893000014)"
hwn_verkeerskundige_wegvakken.1624,202210,600101222,A,057-0010,N57 Brielle - Ted Janssen Plein,057-0010-R,Brielle - Ted Janssen Plein,1,verbindingsboog KP N57 - N15 (Harmsenbrug),aw,verbindingsboog,,015,R,q,L,PST,36.025,35.591,Rotterdam,WNZ District Zuid,RWS West-Nederland Zuid,434,RW15,A15,0,0,0,1,35591,35358,N57 Rotterdam - Ouddorp,N15L,2022-12-01T08:38:20,,057-0010-R_001,057-0010_001,,"LINESTRING (74295.15179999918 435519.45749999955, 74258.35489999875 435547.24219999835, 74214.88540000096 435580.93780000135, 74200.29190000147 435592.0471000001, 74063.99680000171 435693.4904999994, 74024.06590000167 435723.58260000125, 74015.23600000143 435730.69860000163, 74006.16860000044 435738.58210000023, 74002.60949999839 435742.0656000003, 73999.09019999951 435747.33210000023, 73998.08029999956 435752.3903999999, 73998.94440000132 435757.8242999986, 74001.32669999823 435762.2366999984, 74003.92660000175 435764.92870000005, 74008.57730000094 435767.46829999983, 74014.42850000039 435768.19040000066, 74020.88060000166 435766.4145999998, 74031.4059999995 435761.8112999983, 74042.77580000088 435759.84739999846)"
hwn_verkeerskundige_wegvakken.1625,202210,361045007,B,002-0175,A2 KP Kerensheide - KP Kruisdonk v.v.,002-0175-L,KP Kruisdonk - KP Kerensheide,405,verzorgingsplaats Kruisberg,vpl,verzorgingsplaats,Kruisberg,002,R,q,L,PKP,250.101,249.939,Meerssen,ZN District Zuid-Oost,RWS Zuid-Nederland,162,RW2,A2,0,0,0,0,250112,249900,A2 Maastricht - Eindhoven,A2L,2022-12-01T08:38:20,,002-0175-L_405,002-0175_405,,"LINESTRING (180525.7991000004 322934.9180999994, 180548.90309999883 322945.76900000125, 180567.10720000044 322953.8643000014, 180587 322967, 180599.46939999983 322980.71350000054, 180608.20069999993 322996.8531000018, 180618.38720000163 323036.6728999987, 180622.97659999877 323050.19839999825)"
hwn_verkeerskundige_wegvakken.1626,202210,600128404,C,002-0050,A2 KP Deil - KP Everdingen v.v,002-0050-L,Beheersgrens MNZ - KP Everdingen,5,KP Deil (beheergrens) - Geldermalsen(15),asw,hoofdrijbaan,,002,R,#,L,HR,89.145,88.145,West Betuwe,MN District Zuid,RWS Midden-Nederland,997,RW2,A2,1,0,1,0,89315,88151,A2 s-Hertogenbosch - Utrecht,A2L,2022-12-01T08:38:20,,002-0050-L_005,002-0050_005,,"LINESTRING (143451.2613000013 431034.6272, 143356.81689999998 431215.04459999874, 143327.40459999815 431267.36100000143, 143318.01260000095 431285.0185999982, 143298.9189000018 431320.1693000011, 143276.8456000015 431359.7399000004, 143256.99870000035 431394.46880000085, 143240.72890000045 431422.3671000004, 143220.28500000015 431456.756000001, 143206.30669999868 431479.73409999907, 143195.8211000003 431496.7773000002, 143174.58359999955 431530.67500000075, 143153.05959999934 431564.39020000026, 143130.5973000005 431598.75189999864, 143108.37079999968 431632.02050000057, 143085.80040000007 431665.0445000008, 143058.83529999852 431703.6501000002, 143047.2300999984 431719.93890000135, 143003.12860000134 431780.94519999996, 142979.98889999837 431813.56870000064, 142957.20540000126 431846.44590000063, 142931.38340000063 431883.3016999997)"
hwn_verkeerskundige_wegvakken.1627,202210,600153347,A,033-1030,N33 KP Zuidbroek - Beheergrens Groningen v.v.,033-1040-L,Beheergrens Groningen - Haven Delfzijl,3,Fivelweg Holwierde - Delfzijl (N360),aw,hoofdrijbaan,,033,R,d,L,PST,63.413,63.393,Eemsdelta,NN District Oost,RWS Noord-Nederland,20,RW33,N33,0,0,0,0,66420,63129,N33 Delfzijl - Zuidbroek,N33L,2022-12-01T08:38:20,,033-1040-L_003,033-1030_003,,"LINESTRING (254244.37799999863 594249.001600001, 254259.85649999976 594235.9908999987)"
hwn_verkeerskundige_wegvakken.1628,202210,600143499,A,031-1050,N31 KP Werpsterhoek - KP Drachten v.v.,031-1050-L,Leeuwarden-Oost - KP Werpsterhoek,2,Leeuwarden-Zuid(25) - KP Werpsterhoek-oost,aw,hoofdrijbaan,,031,R,h,L,PST,50.426,50.363,Leeuwarden,NN District West,RWS Noord-Nederland,64,RW31,N31,0,0,0,0,50894,50415,N31 Drachten - Leeuwarden,N31L,2022-12-01T08:38:20,,031-1050-L_002,031-1050_002,,"LINESTRING (182345.40260000154 574823.7866000012, 182310.89020000026 574817.4442999996, 182283.2602000013 574809.3484999985)"
hwn_verkeerskundige_wegvakken.1629,202210,600114091,C,016-0046,A16 KP Klaverpolder - KP Zonzeel v.v.,016-0046-L,KP Zonzeel - KP Klaverpolder,1,KP Klaverpolder,asw,hoofdrijbaan,,016,R,#,L,HR,46.85,46.189,Moerdijk,ZN District West,RWS Zuid-Nederland,664,RW16,A16,0,1,0,1,46847,46190,A16 Breda - Rotterdam,A16L,2022-12-01T08:38:20,,016-0046-L_001,016-0046_001,,"LINESTRING (103974.41360000148 412730.9930000007, 103957.11259999871 412777.0036999993, 103949.70389999822 412795.6169000007, 103934.36309999973 412832.5669, 103918.12209999934 412869.1218000017, 103909.70450000092 412887.26889999956, 103901.07899999991 412905.32459999993, 103889.85399999842 412928.22520000115, 103880.86679999903 412946.0945999995, 103862.53350000083 412981.65630000085, 103834.34430000186 413034.624400001, 103693.22590000182 413294.92599999905, 103677.19799999893 413324.10550000146)"
hwn_verkeerskundige_wegvakken.1630,202210,388548004,A,031-1050,N31 KP Werpsterhoek - KP Drachten v.v.,031-1060-R,Leeuwarden-Oost - KP Drachten,2,Garyp(27) - Nijega/ N356 Sintrale As,aw,hoofdrijbaan,,031,R,#,R,HR,62.933,64.476,Tytsjerksteradiel,NN District West,RWS Noord-Nederland,1534,RW31,N31,0,0,0,0,60870,67271,N31 Leeuwarden - Drachten,N31R,2022-12-01T08:38:20,,031-1060-R_002,031-1050_002,,"LINESTRING (194233.14649999887 574171.5995000005, 195463.54899999872 573435.7600999996, 195498.0764000006 573415.563099999, 195515.5177000016 573405.7639999986, 195538.50030000135 573393.3817999996, 195551.1218000017 573386.8242000006)"
hwn_verkeerskundige_wegvakken.1631,202210,388496024,A,032-1010,A32 Beheergrens Oost-Nederland - KP Heerenveen v.v.,032-1010-L,KP Heerenveen - Beheergrens Oost-Nederland (A32),403,verzorgingsplaats Dorpshellen,vpl,verzorgingsplaats,Dorpshellen (Gulf),032,R,n,L,PKB,40.983,40.731,Weststellingwerf,NN District West,RWS Noord-Nederland,264,RW32,A32,0,0,0,0,41329,40427,A32 Heerenveen - Meppel,A32L,2022-12-01T08:38:20,,032-1010-L_403,032-1010_403,,"LINESTRING (194236.17599999905 548153.6240000017, 194257.37299999967 548149.4239999987, 194270 548144, 194329 548091, 194367 548059, 194423.26999999955 548013.6530000009, 194444.54300000146 547995.6490000002)"
hwn_verkeerskundige_wegvakken.1632,202210,173288021,C,013-0020,A13 Delft-Zuid - KP Kleinpolderplein,013-0020-L,KP Kleinpolderplein - Delft-Zuid,401,verzorgingsplaats Ruyven,vpl,verzorgingsplaats,Ruyven(Esso),013,R,n,L,PKB,12.784,12.779,Pijnacker-Nootdorp,WNZ District Noord,RWS West-Nederland Zuid,5,RW13,A13,0,0,0,0,12850,12313,A13 Rotterdam - Rijswijk,A13L,2022-12-01T08:38:20,,013-0020-L_401,013-0020_401,,"LINESTRING (86875.12000000104 444251.28500000015, 86876 444256)"
hwn_verkeerskundige_wegvakken.1633,202210,212197011,B,058-0050,A58 KP Princeville - KP De Stok v.v.,058-0050-L,KP De Stok - KP Princeville,402,verzorgingsplaats Liesbosch,vpl,verzorgingsplaats,Liesbosch (Shell),058,R,n,L,BST,74.387,74.265,Etten-Leur,ZN District West,RWS Zuid-Nederland,152,RW58,A58,0,0,0,0,74485,74234,A58 Bergen op Zoom - Breda,A58L,2022-12-01T08:38:20,,058-0050-L_402,058-0050_402,,"LINESTRING (106216.50800000131 398529.38500000164, 106235 398526, 106245 398520, 106251 398513, 106258 398506, 106262 398502, 106266 398500, 106272 398499, 106279 398498, 106290 398500, 106301 398502, 106309 398506, 106316 398511, 106319.12099999934 398520.3189999983, 106329.02800000086 398534.88800000027, 106339.51799999923 398540.4239999987)"
hwn_verkeerskundige_wegvakken.1634,202210,600122884,B,059-0090,A59 KP Zonzeel - KP Hooipolder v.v.,059-0090-L,KP Hooipolder - KP Zonzeel,404,verzorgingsplaats Steelhoven,vpl,verzorgingsplaats,Steelhoven (Texaco),059,R,q,L,PKB,98.623,98.342,Oosterhout,ZN District West,RWS Zuid-Nederland,286,RW59,A59,0,0,0,0,98954,98074,A59 s-Hertogenbosch - Zonzeel,A59L,2022-12-01T08:38:20,,059-0090-L_404,059-0090_404,,"LINESTRING (116191 409838, 116169 409829, 116065 409787, 115951 409735, 115936.72199999914 409724.0689999983, 115930 409721.37099999934)"
hwn_verkeerskundige_wegvakken.1635,202210,600199974,B,006-0020,A6 Hollandse Brug - Almere Buiten-West v.v.,006-0020-R-par,parallelbaan Beheergrens WNN/MN - Almere Stad,105,parallelbaan Almere-Stedenwijk(3) - Almere-Haven(4),asw,parallelbaan,,006,R,a,R,PST,49.903,49.976,Almere,MN District Noord,RWS Midden-Nederland,75,RW6,A6,0,0,0,0,49235,52074,A6 Muiden - Lelystad,A6R,2022-12-01T08:38:20,,006-0020-R-par_105,006-0020_105,,"LINESTRING (142681.94619999826 485016.1959999986, 142705.7489 485017.9433999993, 142754.59629999846 485032.004900001)"
hwn_verkeerskundige_wegvakken.1636,202210,335228014,B,050-0025,A50 KP Ekkersrijt - KP Paalgraven v.v.,050-0025-R,KP Ekkersrijt - KP Paalgraven,9,Nistelrode(15) - KP Paalgraven,asw,hoofdrijbaan,,050,R,#,R,HR,128.311,129.469,Bernheze,ZN District Midden,RWS Zuid-Nederland,1126,RW50,A50,0,1,0,0,128312,129469,A50 Eindhoven - Oss,A50R,2022-12-01T08:38:20,,050-0025-R_009,050-0025_009,,"LINESTRING (167556.5551000014 414100.2666000016, 167554.1763000004 414140.3687000014, 167553.2939000018 414160.3638000004, 167552.20069999993 414196.25290000066, 167551.6673000008 414236.2162999995, 167551.67210000008 414256.2201000005, 167551.91530000046 414276.2285999991, 167552.60940000042 414305.44469999894, 167554.2259999998 414345.41970000044, 167556.54940000176 414385.37999999896, 167558.53570000082 414411.819600001, 167562.13430000097 414451.65790000185, 167565.14330000058 414479.55530000106, 167570.0870999992 414519.3027999997, 167575.71169999987 414558.91209999844, 167578.83929999918 414578.6660999991, 167582.1537999995 414598.3900000006, 167585.68389999866 414618.07939999923, 167591.33139999956 414647.8531000018, 167599.43919999897 414687.0315999985, 167603.78779999912 414706.5535000004, 167613.01419999823 414745.4761000015, 167617.71460000053 414764.1851999983, 167622.82440000027 414783.6270999983, 167628.1083999984 414802.91899999976, 167639.16490000114 414841.36080000177, 167645.00620000064 414860.49060000107, 167657.01639999822 414898.122299999, 167663.38340000063 414917.1680999994, 167676.59059999883 414954.9248000011, 167690.27109999955 414992.5155999996, 167697.28680000082 415011.249499999, 167708.84230000153 415041.6110999994, 167723.28119999915 415078.91530000046, 167768.5133999996 415194.4684000015)"
hwn_verkeerskundige_wegvakken.1637,202210,600105088,B,044-0040,A44 Aansluiting N44 Deijlerweg - Aansluiting N14,044-0040-R,Aansluiting N44 Deijlerweg - Aansluiting N14,1,Wassenaar N44 Deijlerweg - Wassenaar N448 / Lange Kerkdam,aw,hoofdrijbaan,,044,R,#,R,HR,21.645,21.726,Wassenaar,WNZ District Noord,RWS West-Nederland Zuid,82,RW44,N44,1,0,1,0,21642,22370,A44 Wassenaar - Den Haag,N44R,2022-12-01T08:38:20,,044-0040-R_001,044-0040_001,,"LINESTRING (88448.43879999965 461961.0373999998, 88413.26990000159 461936.9699999988, 88381.68699999899 461913.0179999992)"
hwn_verkeerskundige_wegvakken.1638,202210,600106467,C,020-0020,A20 Maassluis - KP Kethelplein,020-0020-L,KP Kethelplein - Maassluis,1,Vlaardingen-West(8) - Maassluis(7),asw,hoofdrijbaan,,020,R,d,L,PST,20.709,20.653,Vlaardingen,WNZ District Noord,RWS West-Nederland Zuid,53,RW20,A20,0,1,0,0,21363,17196,A20 Gouda - Hoek van Holland,A20L,2022-12-01T08:38:20,,020-0020-L_001,020-0020_001,,"LINESTRING (82030.32090000063 437100.6581999995, 81978.71999999881 437090.13699999824)"
hwn_verkeerskundige_wegvakken.1649,202210,223360156,C,004-0020,A4 KP De Hoek - KP Badhoevedorp,004-0020-L,KP De Hoek - KP Badhoevedorp (L),103,parallelbaan Schipholtunnel (DVK s en f),asw,parallelbaan,Schipholtunnel (f-buis),004,R,d,L,OPR,8.143,7.989,Haarlemmermeer,WNN District Zuid,RWS West-Nederland Noord,153,RW4,A4,0,0,0,0,8233,6131,A4 Den Haag - Amsterdam,A4L,2022-12-01T08:38:20,,004-0020-L_103,004-0020_103,,"LINESTRING (111600.22800000012 480260.8759999983, 111568.77939999849 480272.250599999, 111554.49190000072 480279.26199999824, 111539.6752000004 480289.44849999994, 111519.43459999934 480312.46730000153, 111514.53979999945 480321.33089999855, 111509.16539999843 480338.0672999993, 111505.5439000018 480353.3454999998, 111503.80460000038 480364.3911000006)"
hwn_verkeerskundige_wegvakken.1639,202210,600135916,C,002-0080,A2 Martinus Nijhofbrug - KP Empel v.v.,002-0080-L,KP Empel - Martinus Nijhoffbrug,2,Kerkdriel(19) - Zaltbommel(17),asw,hoofdrijbaan,,002,R,d,L,OPR,107.463,107.006,Maasdriel,ZN District Midden,RWS Zuid-Nederland,489,RW2,A2,0,0,1,0,107414,102567,A2 s-Hertogenbosch - Utrecht,A2L,2022-12-01T08:38:20,,002-0080-L_002,002-0080_002,,"LINESTRING (148013.9910000004 418776.66899999976, 147994.38969999924 418825.1237999983, 147962.24399999902 418888.8553000018, 147957.30860000104 418897.5527999997, 147954.63179999962 418901.7811000012, 147952.00239999965 418905.6581000015, 147949.02739999816 418909.67650000006, 147945.85440000147 418913.5516999997, 147942.49379999936 418917.2540999986, 147937.17300000042 418922.36129999906, 147933.2789000012 418925.59519999847, 147929.24540000036 418928.5716999993, 147925.0896999985 418931.3550999984, 147920.7773000002 418933.89079999924, 147916.1752000004 418936.25389999896, 147911.51419999823 418938.32360000163, 147906.83729999885 418940.1009000018, 147902.0810999982 418941.64460000023, 147897.24870000035 418942.96400000155, 147893.0714999996 418943.9043999985, 147883.1425999999 418945.56909999996, 147873.20930000022 418946.72309999913, 147846.316300001 418949.05640000105, 147836.38210000098 418950.17760000005, 147826.48800000176 418951.6336000003, 147812.9813000001 418954.2027999982, 147798.52219999954 418957.92550000176, 147788.19830000028 418961.2265999988, 147774.20960000157 418966.61410000175, 147769.62999999896 418968.62779999897, 147760.46950000152 418973.0223999992, 147756.03339999914 418975.33139999956, 147747.32600000128 418980.250599999, 147743.05689999834 418982.8647999987, 147734.79320000112 418988.27959999815, 147730.6906999983 418991.1497000009, 147722.68730000034 418997.14820000157, 147716.90689999983 419001.80409999937, 147709.30959999934 419008.3178999983, 147697.80270000175 419019.02639999986, 147687.26330000162 419029.7303000018, 147673.76669999957 419044.4935000017, 147658.36609999835 419062.49980000034)"
hwn_verkeerskundige_wegvakken.1640,202210,600138369,D,002-0130,A2 KP De Hogt - KP Leenderheide v.v.,002-0130-L,KP Leenderheide - KP De Hogt,1,KP De Hogt,asw,hoofdrijbaan,,002,R,#,L,HR,165.631,165.375,Waalre,ZN District Midden,RWS Zuid-Nederland,253,RW2,A2,0,1,0,1,166028,164574,A2 Maastricht - Eindhoven,A2L,2022-12-01T08:38:20,,002-0130-L_001,002-0130_001,,"LINESTRING (158660.2210999988 379554.67969999835, 158620.5465000011 379549.5767999999, 158599.3099000007 379547.0698999986, 158559.54679999873 379542.7283000015, 158519.74460000172 379538.74749999866, 158502.3264000006 379537.2364999987, 158482.37409999967 379535.93939999864, 158462.38069999963 379535.4072000012, 158438.44289999828 379535.9307000004, 158418.5225000009 379537.5047999993, 158408.63309999928 379538.50869999826)"
hwn_verkeerskundige_wegvakken.1641,202210,600114822,C,004-0040,A4 Beheergrens WNN - KP Burgerveen,004-0040-R,KP Burgerveen - Beheergrens WNN (R),2,Nieuw Vennep(4) - Ringvaart Aquaduct (beheergrens WNN WNZ) (R),asw,hoofdrijbaan,Ringvaart Aquaduct,004,R,#,R,HR,21.417,21.623,Kaag en Braassem,WNN District Zuid,RWS West-Nederland Noord,206,RW4,A4,0,1,0,0,19400,21800,A4 Amsterdam - Den Haag,A4R,2022-12-01T08:38:20,,004-0040-R_002,004-0040_002,,"LINESTRING (103034.08460000157 469976.8033000007, 103027.27100000158 469958.6977000013, 102965.0373999998 469783.03929999843)"
hwn_verkeerskundige_wegvakken.1642,202210,600138442,D,002-0130,A2 KP De Hogt - KP Leenderheide v.v.,002-0130-L,KP Leenderheide - KP De Hogt,3,KP Leenderheide,asw,hoofdrijbaan,,002,R,#,L,HR,170.359,170.164,Eindhoven,ZN District Midden,RWS Zuid-Nederland,199,RW2,A2,1,0,0,1,170566,169267,A2 Maastricht - Eindhoven,A2L,2022-12-01T08:38:20,,002-0130-L_003,002-0130_003,,"LINESTRING (163170.6710000001 378998.80999999866, 163162.67920000106 379017.03240000084, 163154.2397999987 379035.17009999976, 163145.37750000134 379053.0995000005, 163138.8178000003 379065.7716999985, 163129.2804000005 379083.36250000075, 163119.37519999966 379100.73750000075, 163109.09219999984 379117.8957999982, 163100.3968999982 379131.7030000016, 163089.41640000045 379148.4056000002, 163072.95549999923 379172.25180000067)"
hwn_verkeerskundige_wegvakken.1643,202210,600135694,B,027-0090,A27 KP Eemnes - KP Almere  v.v.,027-0090-L,Stichtse Brug - KP Eemnes,2,Huizen(35) - Eemnes(34),asw,hoofdrijbaan,,027,R,d,L,OPR,103.826,103.235,Eemnes,MN District Zuid,RWS Midden-Nederland,559,RW27,A27,0,0,0,0,103886,100371,A27 Almere - Utrecht,A27L,2022-12-01T08:38:20,,027-0090-L_002,027-0090_002,,"LINESTRING (146755 477056, 146749.7617000006 477040.8676000014, 146717.49749999866 476959.36250000075, 146708.1468999982 476934.3495000005, 146703.63340000063 476919.9681000002, 146701.10159999877 476910.2939000018, 146699.97720000148 476905.4195000008, 146698.56120000035 476898.1009000018, 146697.76729999855 476893.0626000017, 146696.6713999994 476883.1191999987, 146696.02180000022 476873.13870000094, 146695.8462000005 476864.60269999877, 146696.0709999986 476854.52699999884, 146697.03200000152 476839.55779999867, 146701.50609999895 476794.8090999983, 146702.71159999818 476779.85759999976, 146703.67669999972 476760.7773000002, 146703.8515000008 476750.77490000054, 146703.7762000002 476740.7751000002, 146703.4301000014 476730.7782000005, 146702.44909999892 476715.7879000008, 146701.47410000116 476705.48429999873, 146700.30559999868 476695.5395999998, 146698.08089999855 476680.70259999856, 146695.74700000137 476668.2734000012, 146693.69040000066 476658.5040999986, 146692.59070000052 476653.62409999967, 146690.06870000064 476643.94729999825, 146686.72830000147 476632.11740000173, 146682.26810000092 476617.8046000004, 146680.69689999893 476613.05790000036, 146678.89200000092 476608.38899999857, 146669.54190000147 476585.10550000146, 146659.58289999887 476561.8999999985, 146649.28299999982 476539.1328999996, 146639.35339999944 476518.9147000015)"
hwn_verkeerskundige_wegvakken.1644,202210,600148372,C,067-0035,A67 KP Zaarderheiken - Duitse grens v.v.,067-0035-L,Duitse grens - KP Zaarderheiken,2,Venlo(41) - Velden(40),asw,hoofdrijbaan,,067,R,#,L,HR,72.274,71.761,Venlo,ZN District Zuid-Oost,RWS Zuid-Nederland,514,RW67,A67,0,0,0,0,73800,72000,A67 Duisburg - Venlo,A67L,2022-12-01T08:38:20,,067-0035-L_002,067-0035_002,,"LINESTRING (210131.0124000013 378729.1374000013, 210073.22899999842 378745.19480000064, 210034.50450000167 378755.2179000005, 210000.1458999999 378763.61930000037, 209961.1339999996 378772.50979999825, 209922.0276999995 378780.91910000145, 209902.42220000178 378784.8836000003, 209864.50039999932 378792.21649999917, 209806.54890000075 378802.15469999984, 209767.03130000085 378808.27430000156, 209747.2248999998 378811.05900000036, 209706.5775000006 378816.48889999837, 209686.70690000057 378818.8264000006, 209666.83720000088 378821.1116999984, 209627.28860000148 378825.10709999874)"
hwn_verkeerskundige_wegvakken.1645,202210,600134721,C,001-0040,A1 KP Eemnes -  KP Hoevelaken v.v,001-0050-L,KP Hoevelaken - Bunschoten,1,Amersfoort-Noord(13) - Bunschoten/Amersfoort-West(12),asw,hoofdrijbaan,,001,R,#,L,HR,39.615,39.192,Amersfoort,MN District Zuid,RWS Midden-Nederland,420,RW1,A1,0,1,0,0,42450,39188,A1 Amersfoort - Amsterdam,A1L,2022-12-01T08:38:20,,001-0050-L_001,001-0040_001,,"LINESTRING (154314.80799999833 468760.37900000066, 154273.43820000067 468772.06219999865, 154234.84059999883 468782.27059999853, 154190.95039999858 468793.2078999989, 154171.50140000135 468797.82840000093, 154132.48669999838 468806.65359999985, 154112.93710000068 468810.88269999996, 154074.76419999823 468818.751600001, 154015.90839999914 468830.4136000015, 153962.37420000136 468840.5661999993, 153904.8027999997 468851.1812000014)"
