OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,OP_TALUD,Shape__Area,Shape__Length
1060,9461789638a95f19e05392ac720a61d6,2019/11/14 10:37:49+00,G0114,Emmen,bestaand,1,gesloten verharding,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,72.394619,"72,394619",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,256901.4795,531879.564152,52.76464831,6.89698863,78.980509,283,,Nee,78.9805085,94.7682570471609
1061,9461789638aa5f19e05392ac720a61d6,2019/11/14 10:37:49+00,G0114,Emmen,bestaand,1,gesloten verharding,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,72.37431,"72,374310",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,256897.954,531859.403541,52.76446785,6.89693017,161.678304,283,,Nee,161.678304,100.8021314194
1062,9461789638ab5f19e05392ac720a61d6,2019/11/14 10:37:49+00,G0114,Emmen,bestaand,1,gesloten verharding,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,72.41555,"72,415550",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,256905.021,531899.889078,52.76483025,6.89704737,160.622403,283,,Nee,160.622403,99.9226747707015
1063,93d173fe5c0e4ad88a9981338109497d,2023/01/05 13:25:59+00,G0420,Medemblik,bestaand,0,groenvoorziening,435,,435,435__,Hoorn - Medemblik,Hn-Mbk,Hoorn - Medemblik ,14.931335,"14,931335",Randstad Noord,RN,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,133812.6885,527932.985745,52.73833847,5.07349599,10.058604,283,,Nee,10.058604,17.8945961150285
1064,36e0f54939164930be5ae9815cab0145,2021/11/11 15:08:21+00,G0784,Gilze en Rijen,bestaand,0,groenvoorziening: gras- en kruidachtigen,123,,123,123__,Breda - Tilburg,Bd-Ehv,Breda - Eindhoven ,11.420851,"11,420851",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,123502.888566,399440.578,51.58299917,4.9327602,132.99733,283,,Nee,132.9973305,116.403118089531
1065,f64a4afcba3d43db8e158bb5bb2fb844,2021/10/04 11:18:18+00,G0213,Brummen,bestaand,0,groenvoorziening: gras- en kruidachtigen,033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,19.935976,"19,935976",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,206962.44171,455744.819,52.08752277,6.14536922,25.681833,283,,Nee,25.6818335,46.4678716110368
1066,ac9c31b61e4847f887de7c7010f0f795,2018/10/31 14:46:22+00,G1507,Horst aan de Maas,bestaand,0,groenvoorziening: gras- en kruidachtigen,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,70.317945,"70,317945",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,206907.403,382091.147053,51.42554508,6.13353973,944.476244,283,,Nee,944.600263565,761.876709369505
1067,fd1d6086edfe48c2e04014ac0e2861a4,2014/11/12 10:50:01+00,P0025,Gelderland,bestaand,0,gesloten verharding: cementbeton,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,80.42391,"80,423910",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,178183.4665,436499.539232,51.91650001,5.72417308,0.345394,283,,Nee,0.345394,2.64005658590201
1068,fd1d608350f048c2e04014ac0e2861a4,2015/02/07 10:29:58+00,P0025,Gelderland,bestaand,1,gesloten verharding: asfalt,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,10.526768,"10,526768",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,238348.075,437892.54605,51.92325674,6.59888067,37.85897,283,,Nee,37.8589695,35.797213205404
1069,7e5da09069f642dfa34bd5f3e1a33b54,2014/12/05 11:48:29+00,G0935,Maastricht,bestaand,0,groenvoorziening: gras- en kruidachtigen,072,a,72,072_a,Maastricht - Maastricht Grens,Mt-Glk,Maastricht - Lanaken (B) ,40.015146,"40,015146",Zuid,Z,Maastricht,26,BAAN,Limburg,BAAN,Zuid,Z,ProRail,175124.624,320843.693596,50.87704133,5.67311936,22.082357,283,,Nee,22.0823565,66.1885154711562
1070,12b9835133ce42a6a8f6f1ec98c67978,2019/10/22 11:59:40+00,L0004,Prorail,bestaand,0,groenvoorziening,036,,36,036__,Ede=Wageningen - Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,89.215377,"89,215377",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,187630.32925,444470.0715,51.98766472,5.86223658,911.267958,283,,Nee,911.2679575,623.246592367078
1071,05fa5c88407e47f1a3ab197b8ef8aa48,2021/02/23 12:31:34+00,G0984,Venray,bestaand,0,groenvoorziening: gras- en kruidachtigen,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,59.004218,"59,004218",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,200883.3805,391270.030511,51.5085687,6.04812738,235.529995,283,,Nee,235.529995,163.123405727789
1072,274c364ebce944469120662e2bf2297b,2015/05/07 12:59:00+00,G0405,,bestaand,0,groenvoorziening,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,30.916354,"30,916354",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,130993.3615,517210.850391,52.64186381,5.03253088,115.186901,283,,Nee,115.1869005,90.1968417136308
1073,72a81a9e50e5448188b8ff65981fa6f2,2021/01/15 13:48:01+00,G0405,,bestaand,0,groenvoorziening,079,,79,079__,Zaandam - Hoorn,Zd-Ekz,Zaandam - Enkhuizen ,30.904685,"30,904685",Randstad Noord,RN,Heerhugowaard,6,BAAN,Hollands Noorderkwartier,BAAN,Randstad Noord,RN,ProRail,130953.4655,517288.25037,52.64255764,5.03193585,158.726587,283,,Nee,158.715098285,195.995277640593
1074,c77c3e091e43400abbf597017a958832,2022/11/28 11:31:23+00,G0213,Brummen,bestaand,0,groenvoorziening: gras- en kruidachtigen,033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,18.375091,"18,375091",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,206425.406431,454288.939,52.07448834,6.13731463,11.283467,283,,Nee,11.2834675,21.5159445685304
1075,f514f12d8bd549268ed9137401770a74,2022/01/25 10:36:47+00,G0160,Hardenberg,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,35.061726,"35,061726",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,236320.782258,503951.196,52.51717506,6.58528005,1392.373799,283,,Nee,1392.390656495,1049.02378805535
1076,9711c4813c5c4230ac0f25d07d55ad86,2018/11/13 12:25:27+00,G0047,Veendam,bestaand,0,groenvoorziening: gras- en kruidachtigen,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,13.964393,"13,964393",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,254959.313,568816.63198,53.09684698,6.87953756,489.487923,283,,Nee,489.487923,437.532561451241
1077,fd1d6082da3748c2e04014ac0e2861a4,2014/10/08 07:48:56+00,P0025,Gelderland,bestaand,1,gesloten verharding: asfalt,152,b,152,152_b,Kijfhoek - Meteren Aansl.,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,34.157181,"34,157181",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,134434.2265,428197.032369,51.84197926,5.08877483,13.278054,283,,Nee,13.278054,22.0489594817065
1078,fc2dae0bf65c4a3aba13a185283e83c0,2019/11/05 09:30:09+00,G0654,Borsele,bestaand,0,groenvoorziening: gras- en kruidachtigen,817,h,817,817_h,Vlissingen Sloehaven,Frkw-Qh,Frankrijkweg - Quarleshaven ,310.068693,"310,068693",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,39321.147495,387074.9535,51.46086144,3.72256925,57.078079,283,,Nee,57.078079,33.8787429038533
1079,fd1d6086469b48c2e04014ac0e2861a4,2022/11/30 19:21:28+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,69.811752,"69,811752",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,167689.594367,436913.095,51.92055572,5.57166155,22.189554,283,,Ja,22.189554,27.2660764316274
1080,fd1d606c8b3848c2e04014ac0e2861a4,2020/11/18 11:23:52+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,042,,42,042__,Vork - Kesteren,Est-Gdm,Elst - Geldermalsen ,5.73201,"5,732010",Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,183399.836398,436234.462,51.91387552,5.79996914,93.670228,283,,Nee,93.6702285,78.4484823105599
1081,b9168af2a48c4efd9cd69dcc74f50b11,2021/07/29 09:46:06+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,0,groenvoorziening,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,8.285106,"8,285106",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,252947.676534,563470.877,53.04919344,6.84789795,2488.110466,283,,Nee,2488.110466,835.825699938794
1082,fbb16733122c4e3fb52a6167b2d2cc95,2016/10/06 06:55:39+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,0.420399,"0,420399",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,182164.1945,435254.703168,51.90513109,5.78193322,1395.283732,283,,Nee,1395.3528325,346.067823016399
1083,fd1d606c8b3548c2e04014ac0e2861a4,2022/02/17 15:30:48+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,042,,42,042__,Vork - Kesteren,Est-Gdm,Elst - Geldermalsen ,5.729514,"5,729514",Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,183406.253416,436242.61,51.91394843,5.80006307,8.530083,283,,Nee,8.530083,26.4271611943986
1084,7fe4df5b58ff4e67a855e20a85a10ecb,2016/08/11 07:15:20+00,G0935,Maastricht,bestaand,0,groenvoorziening: gras- en kruidachtigen,072,a,72,072_a,Maastricht - Maastricht Grens,Mt-Glk,Maastricht - Lanaken (B) ,40.014346,"40,014346",Zuid,Z,Maastricht,26,BAAN,Limburg,BAAN,Zuid,Z,ProRail,175119.7285,320836.482437,50.87697668,5.6730494,180.869935,283,,Nee,180.8699345,101.572407416587
1085,7818d76b4146499ea90db8af343373a9,2021/09/28 10:59:11+00,G0935,Maastricht,bestaand,0,groenvoorziening: gras- en kruidachtigen,072,a,72,072_a,Maastricht - Maastricht Grens,Mt-Glk,Maastricht - Lanaken (B) ,40.185403,"40,185403",Zuid,Z,Maastricht,26,BAAN,Limburg,BAAN,Zuid,Z,ProRail,175002.124,320961.934906,50.87810845,5.67138548,69.261997,283,,Nee,69.46924302,126.323219804277
1086,fd1d6088a83148c2e04014ac0e2861a4,2017/01/23 07:35:26+00,P0025,Gelderland,bestaand,0,gesloten verharding: cementbeton,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,56.043631,"56,043631",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,154641.334238,433777.6415,51.89251834,5.38199215,149.42063,283,,Nee,149.42063,70.0859522802787
1087,cdd4ddeb93c84743bb2dd4178d872a35,2021/09/02 11:47:44+00,G1711,Echt-Susteren,bestaand,0,groenvoorziening,062,,62,062__,Sittard - Roermond,Mt-Vl,Maastricht - Venlo ,32.144325,"32,144325",Zuid,Z,Roermond,25,BAAN,Limburg,BAAN,Zuid,Z,ProRail,189171.1415,344935.692803,51.09292727,5.87496327,593.430088,283,,,593.4300885,318.783077634816
1088,51f7402c46794e5faa7c8ab94b1bc745,2021/10/11 11:51:57+00,G0984,Venray,bestaand,0,groenvoorziening: gras- en kruidachtigen,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,58.45958,"58,459580",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,200462.798837,391618.8185,51.5117378,6.04211466,107.791159,283,,Nee,107.7911595,177.341951680501
1089,061b5674f49f49e98e63730236277fc2,2021/10/19 16:11:15+00,G0213,Brummen,bestaand,0,groenvoorziening: gras- en kruidachtigen,033,,33,033__,Dieren - Zutphen,Ah-Zl,Arnhem - Zwolle ,18.651707,"18,651707",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,206494.844044,454576.854,52.0770695,6.13837086,145.194511,283,,Nee,145.194511,343.10343926417
1090,fd1d608958f748c2e04014ac0e2861a4,2021/03/25 20:25:02+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,12.65806,"12,658060",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,219584.41477,457802.024,52.10468191,6.32990042,174.324474,283,,Nee,174.3244735,210.582799726269
1091,fd1d6088a82d48c2e04014ac0e2861a4,2018/09/03 08:59:13+00,P0025,Gelderland,bestaand,0,open verharding: tegels,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,56.058938,"56,058938",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,154651.922,433789.060297,51.89262098,5.38214595,13.83953,283,,Nee,13.8395305,23.9822595747942
1092,fd1d608949c348c2e04014ac0e2861a4,2021/06/07 18:31:12+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,12.524791,"12,524791",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,219443.052971,457802.1965,52.10469995,6.32783735,278.982273,283,,Nee,278.982273,166.735573978498
1093,fd1d6086412948c2e04014ac0e2861a4,2022/05/30 13:11:12+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,152,b,152,152_b,Kijfhoek - Meteren Aansl.,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,34.155287,"34,155287",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,134436.022,428187.00565,51.8418892,5.08880148,16.694581,283,,Nee,16.6945815,33.9749033603533
1094,a7de4c39a1af4ff9bf4d24c9c6e032be,2018/10/03 09:37:17+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,,,,,,,,,,Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,182225.062771,435367.419894,51.90614122,5.78282661,3687.657937,283,,Ja,3687.651900515,888.990475927421
1095,09f7635f8b6e4b579242e77b7f681aaf,2018/11/26 10:20:10+00,L0004,Prorail,bestaand,0,groenvoorziening,155,a,155,155_a,Meteren Aansl. - Ressen = Bemmel,Brgnd-Brech,Betuweroute Giessendam - Betuweroute Echteld ,49.630445,"49,630445",Randstad Zuid,RZ,A15trace,71,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,149466.397783,430327.336,51.8614787,5.30687034,1250.97133,283,,Nee,1250.9713305,980.184018005829
1096,67bf483186ad42de89ee171272fb6fc1,2022/06/30 11:11:57+00,G1507,Horst aan de Maas,bestaand,0,groenvoorziening,055,,55,055__,Blerick - Eindhoven,Vl-Ehv,Venlo - Eindhoven ,23.116576,"23,116576",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,188937.126,384287.369581,51.44665315,5.87538094,1140.595325,283,,Nee,1141.05195108,626.848930953314
1097,2fe85207f5944dd29f7f00ee2a528856,2018/11/10 10:46:35+00,G0244,Hattem,bestaand,0,groenvoorziening: gras- en kruidachtigen,604,b,604,604_b,Hattemerbroek,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,83.990877,"83,990877",Noord-Oost,NO,Gelderland,33,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,200292.731392,500108.7255,52.48681675,6.05401606,1323.55859,283,,Nee,1323.55859,665.389511240387
1098,d393e9300eff113be0530b29a8c0e8e6,2022/01/04 18:16:39+00,L0004,Prorail,bestaand,0,gesloten verharding,080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,7.444914,"7,444914",Randstad Noord,RN,Duivendrecht,10,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,125792.244306,479114.406,52.29923079,4.95901875,62.892609,283,,Nee,62.892609,38.6702155594433
1099,e13f09953c3c41108fb696d8e1407d61,2022/03/24 15:25:39+00,P0025,Gelderland,bestaand,0,groenvoorziening: gras- en kruidachtigen,209,,209,209__,Dieren - Apeldoorn,Dr-Apd,Dieren - Apeldoorn ,3.293967,"3,293967",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,203231.106,453772.095062,52.07013071,6.0906517,5007.588296,283,,Nee,5007.40187251,2308.21182269344
1100,33f0685704a4488a84f461dc3f8ab293,2022/12/07 16:36:56+00,G0984,Venray,bestaand,0,groenvoorziening: gras- en kruidachtigen,052,,52,052__,Beugen - Blerick,Ah-Vl,Arnhem - Venlo ,60.597322,"60,597322",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,202018.164005,390121.4935,51.49815183,6.06431853,1187.685384,283,,Nee,1188.35608229,1084.26972940218
1101,f8041faf761a4cc389dfaebd3c33fb51,2021/09/07 09:03:21+00,P0025,Gelderland,bestaand,0,onverhard,210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,42.41518,"42,415180",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,245414.9435,443759.994275,51.97487931,6.70313576,3.049395,283,,Nee,3.049395,20.6671768250184
1102,1e2df9ddf7f54e599ef5f86dcc8e5ed7,2021/12/09 09:44:55+00,G0758,Breda,bestaand,0,groenvoorziening,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,4.566786,"4,566786",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,108916.676,401949.276309,51.60454047,4.72199077,909.245103,283,,Nee,909.2451025,235.989073371714
1103,bcd96edd7c2248edba8187cc63c67341,2022/04/21 06:58:54+00,G0160,Hardenberg,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,47.301527,"47,301527",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,242132.979455,513834.7915,52.60508708,6.67347801,75.262039,283,,Nee,75.2620385,40.4588813044719
1104,9807656f8cbd46c8ad6423f0736c184c,2020/10/19 08:58:12+00,G0160,Hardenberg,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,45.427145,"45,427145",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,241403.180779,512176.7285,52.59030502,6.66227572,91.018297,283,,Nee,91.018297,118.407858740181
1105,27d6cfdd6a254730af8734de46c4ecf4,2021/03/22 15:04:23+00,G0160,Hardenberg,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,45.910668,"45,910668",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,241699.940574,512531.512,52.59344577,6.66674663,362.826111,283,,Nee,362.8261105,352.791819293072
1106,1950aad50a0c46cfaa1ad17b0e7ad607,2022/05/12 10:44:23+00,G0160,Hardenberg,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,47.288976,"47,288976",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,242167.031674,513812.7705,52.60488377,6.67397479,91.264151,283,,Nee,91.34637161,53.4480234146938
1107,87fc26fe98fa423f90652d951330db7d,2022/04/21 06:58:54+00,G0160,Hardenberg,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,47.343746,"47,343746",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,242095.917,513888.103431,52.60557202,6.67294501,734.200238,283,,Nee,734.2002385,334.110691007807
1108,16fd016cce905cac9e050210a7e24119,2017/09/06 12:21:59+00,G0599,Rotterdam,bestaand,1,gesloten verharding,478,b,478,478_b,Rotterdam Europoort 4,Mvt-Ecta,"Rotterdam, Emplacement Maasvlakte - Rotterdam Waalhaven Racc. ECT Aansl. ",602.647678,"602,647678",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,61296.0715,440921.307496,51.94882904,4.02418841,86.03708,283,,,86.0370805,104.015921224192
1109,bc535a07d9f74493b9962bf017bbf8be,2019/07/04 09:44:21+00,W0661,Waterschap Scheldestromen,bestaand,0,groenvoorziening: gras- en kruidachtigen,131,,131,131__,Sas van Gent Grens - Terneuzen Aansl.,Fsz-Tnz,Zelzate (B) - Terneuzen ,19.384637,"19,384637",Zuid,Z,Goes,18,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,44117.515634,362815.974,51.24383625,3.79916054,114.392993,283,,Nee,114.3929925,103.597670646686
1110,3b3a58e7a0574725984eb2eb1c7f14a1,2017/11/29 14:05:33+00,G0971,Stein,bestaand,0,groenvoorziening: bodembedekkers,063,,63,063__,Maastricht - Sittard,Mt-Vl,Maastricht - Venlo ,14.042233,"14,042233",Zuid,Z,Maastricht,26,BAAN,Limburg,BAAN,Zuid,Z,ProRail,183145.2015,328814.608645,50.94835082,5.78768947,198.755458,283,,Nee,198.7554575,166.87859001938
1111,0501de0a414c49138acf6baa8e44c57b,2021/08/23 11:01:38+00,G0758,Breda,bestaand,0,groenvoorziening,121,a,121,121_a,Breda - Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,4.662821,"4,662821",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,108876.9905,402037.91842,51.60533393,4.72140625,352.403259,283,,Nee,352.4032595,97.9692058204371
1112,16fd016cce917cac9e050210a7e24119,2017/08/23 09:36:25+00,G0599,Rotterdam,bestaand,1,gesloten verharding,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,3.351301,"3,351301",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,61053.8055,441518.253422,51.95415238,4.02050208,23.582837,283,,,23.582837,44.8338166834267
1113,16fd016cce0b3cac9e050210a7e24119,2013/03/05 13:41:39+00,G0599,Rotterdam,bestaand,0,gesloten verharding,470,e,470,470_e,Botlek,Bot-Wplw,"Rotterdam, Botlek - Welplaatweg ",200.271053,"200,271053",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,78813.738398,431739.728482,51.86899228,4.28098155,272.079448,283,,,271.93152634,184.382513218598
1114,e7fa571eff934a38b3f3785412d25e11,2022/11/23 11:39:04+00,G0772,Eindhoven,bestaand,0,open verharding: betonstraatstenen,057,,57,057__,Eindhoven - Weert,Ehv-Wt,Eindhoven - Weert ,3.227762,"3,227762",Zuid,Z,Eindhoven,24,BAAN,De Peel,BAAN,Zuid,Z,ProRail,164500.516064,383435.3965,51.43993684,5.52384348,0.529088,283,,Nee,0.5290885,5.25371912582481
1115,09353b77dcf2408698ebb67fa0ef619b,2019/11/01 11:01:17+00,G1895,Oldambt,bestaand,0,groenvoorziening: gras- en kruidachtigen,005,,5,005__,Zuidbroek - Nieuweschans Grens,Hlg-Nscg,Harlingen - Nieuweschans Grens ,117.154261,"117,154261",Noord-Oost,NO,Drenthe,35,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,267620.663384,574460.3375,53.1450384,7.07045672,1246.664924,283,,Nee,1246.670755535,689.339246173574
1116,16fd016cce8bdcac9e050210a7e24119,2015/09/11 09:19:57+00,G0599,Rotterdam,bestaand,1,open verharding,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,0.315616,"0,315616",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,62024.041,438763.53423,51.92956111,4.0353584,159.502348,283,,,159.502348,156.626841398067
1117,16fd016cce39fcac9e050210a7e24119,2015/09/18 13:03:31+00,G0599,Rotterdam,bestaand,0,open verharding,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",31.251986,"31,251986",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,69960.0355,439351.022582,51.93611071,4.15057333,99.700902,283,,,99.700902,48.2603982426536
