objectid;waarnemingsnummer;onderzoeksmeldingsnummer;datumvondst;toponiem;vondstverwerving;vondstnummer;complextype;cultuur;aantal;materiaal;algemenegebruiksfunctie;specifiekegebruiksfunctie;beginperiode;eindeperiode;toelichtingvondst;geo_shape;geo_point_2d
33;32842;839;01-09-1995;GROTE BERG 54;Archeologisch: opgraving;167553;Onbekend;Niet van toepassing;9999;Vuursteen;Afslag;Niet van toepassing;Mesolithicum;Mesolithicum;aan de oppervlakte gevonden;"{""coordinates"": [5.475631012386186, 51.42860884585056], ""type"": ""Point""}";51.42860884585056, 5.475631012386186
34;33328;-1;9999;ROOYAKKER;Onbekend;113978;Nederzetting, onbepaald;Inheems-romeins;2;Keramiek;Aardewerk, handgevormd:2-ledig hoge vorm;Niet van toepassing;IJzertijd;Romeinse tijd;"'Twee grote voorraadspotten (dolia)'; M: min. 1x met oortjes op schouder.";"{""coordinates"": [5.4418433919492255, 51.431371169378984], ""type"": ""Point""}";51.431371169378984, 5.4418433919492255
90;52179;-1;07-07-1998;"'t Hofke; Tongelre";Archeologisch: inspectie;237777;Onbekend;Niet van toepassing;3;Keramiek;Roodbakkend geglazuurd aardewerk;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd B;1 fragment met ringeloor;"{""coordinates"": [5.515227268781949, 51.44771792151137], ""type"": ""Point""}";51.44771792151137, 5.515227268781949
91;52192;-1;01-01-1997;"Tongelre; 't Hofke";Archeologisch: inspectie;237857;Onbekend;Niet van toepassing;1;Keramiek;Brunssum-Schinveld geelwit aardewerk;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen A;randfragment;"{""coordinates"": [5.5162393165456605, 51.449514539067195], ""type"": ""Point""}";51.449514539067195, 5.5162393165456605
92;52194;-1;01-01-1999;"Tongelre; 't Hofke";Archeologisch: inspectie;237868;Onbekend;Niet van toepassing;3;Keramiek;Grijsbakkend gedraaid aardewerk;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;Drie randfragmenten;"{""coordinates"": [5.513501551940864, 51.44789957861074], ""type"": ""Point""}";51.44789957861074, 5.513501551940864
96;52216;-1;01-01-1999;Bergen op Zoomstraat;Niet-archeologisch: graafwerk;237896;Onbekend;Niet van toepassing;1;Keramiek;Steengoed geglazuurd:kan;Raerens;Nieuwe tijd A;Nieuwe tijd A;1e helft 16e eeuw;"{""coordinates"": [5.434085453879616, 51.43843066971131], ""type"": ""Point""}";51.43843066971131, 5.434085453879616
100;53176;-1;1968;de Bijenkorf;Niet-archeologisch: graafwerk;241491;Onbekend;Niet van toepassing;1;Bot, dierlijk;Speelgoed;Niet van toepassing;Late Middeleeuwen;Late Middeleeuwen;Onderkaak paard. Fragment priksleetje, lengte 283 mm.;"{""coordinates"": [5.477093187771337, 51.44092221162374], ""type"": ""Point""}";51.44092221162374, 5.477093187771337
122;200062;-1;10-1992;EMMASINGEL;Niet-archeologisch: graafwerk;197228;Onbekend;Niet van toepassing;1;Lood;Lakenlood/Lakenzegel;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;periode: vermoedelijk eind 16e begin 17e eeuw.;"{""coordinates"": [5.474933664416843, 51.43984521867042], ""type"": ""Point""}";51.43984521867042, 5.474933664416843
123;200065;-1;1982;WELSCHAP;Archeologisch: (veld)kartering;194173;Nederzetting, onbepaald;Onbekend;9999;Vuursteen;Kling;gekerfd;Mesolithicum;Mesolithicum;Totaal aantal werktuigen: 220.;"{""coordinates"": [5.387919032587908, 51.46261970962009], ""type"": ""Point""}";51.46261970962009, 5.387919032587908
130;52200;-1;15-01-2002;Piazza;Archeologisch: onbepaald;237880;Stad;Niet van toepassing;2;Hout/houtskool;Paal;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;;"{""coordinates"": [5.476662755491449, 51.44146186339271], ""type"": ""Point""}";51.44146186339271, 5.476662755491449
131;53178;-1;01-01-1860;Catharinakerk;Indirect: literatuur;241498;Onbekend;Niet van toepassing;1;Koper;Munt;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;Driemijtstukje uit 1556;"{""coordinates"": [5.479242473925258, 51.43687562919327], ""type"": ""Point""}";51.43687562919327, 5.479242473925258
132;53352;-1;01-01-2001;Dommel ten Oosten Nederwetten Kerkhoef;Archeologisch: (veld)kartering;241978;Nederzetting, onbepaald;Onbekend;1;Keramiek;Onbekend;Niet van toepassing;Romeinse tijd;Vroege Middeleeuwen D;1 randfragment romeins geelwitbakkend of Pingsdorf;"{""coordinates"": [5.514348736314819, 51.49374081245653], ""type"": ""Point""}";51.49374081245653, 5.514348736314819
174;430626;17591;2003;Oude Toren;Archeologisch: opgraving;444399;Kerkhof;Niet van toepassing;7;Keramiek;Aardewerk, gedraaid;Niet van toepassing;Vroege Middeleeuwen A;Vroege Middeleeuwen B;Ruwwandig Merovingisch aardewerk;"{""coordinates"": [5.481264401810759, 51.45494123526431], ""type"": ""Point""}";51.45494123526431, 5.481264401810759
175;430925;3915;2003;Putten;Archeologisch: opgraving;445577;Nederzetting, onbepaald;Onbekend;10;Niet van toepassing;Spieker/graanschuur (4/6/8/9 palig);Niet van toepassing;Bronstijd;IJzertijd;;"{""coordinates"": [5.516602998875239, 51.42560425218366], ""type"": ""Point""}";51.42560425218366, 5.516602998875239
177;432837;33412;02-09-2009;Eindhoven, Hoogstraat;Archeologisch: opgraving;460822;Akker/tuin;Niet van toepassing;2;Keramiek;Fayence;Niet van toepassing;Nieuwe tijd B;Nieuwe tijd B;;"{""coordinates"": [5.471197187270863, 51.43367275634497], ""type"": ""Point""}";51.43367275634497, 5.471197187270863
179;434682;47352;15-07-2011;Eindhoven 't Hofke 149-153;Archeologisch: opgraving;473518;Nederzetting, onbepaald;Niet van toepassing;2;Keramiek;Proto-steengoed;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen B;afkomstig uit een waterput;"{""coordinates"": [5.518149308148199, 51.44836185777445], ""type"": ""Point""}";51.44836185777445, 5.518149308148199
180;435742;21215;15-02-2007;Eckart;Archeologisch: proefputten/proefsleuven;481063;Nederzetting, onbepaald;Niet van toepassing;6;Keramiek;Badorf aardewerk;Niet van toepassing;Vroege Middeleeuwen C;Vroege Middeleeuwen C;;"{""coordinates"": [5.50198729341081, 51.46262593748267], ""type"": ""Point""}";51.46262593748267, 5.50198729341081
186;438596;47785;19-03-2012;Herrewiel;Archeologisch: begeleiding;502910;Niet van toepassing;Niet van toepassing;1;Zilver;Munt;Niet van toepassing;Late Middeleeuwen;Nieuwe tijd A;een Spaanse halve reaal uit de regeerperiode van Ferdinand en Isabella (1474-1516);"{""coordinates"": [5.508443703423663, 51.47710012458895], ""type"": ""Point""}";51.47710012458895, 5.508443703423663
140;414956;-1;2003;Landsaardse Weg (Kartbaan);Niet-archeologisch: kartering;346391;Nederzetting, onbepaald;Onbekend;1;Zandsteen/kwartsiet;Kling;gekerfd;Midden Mesolithicum;Laat Mesolithicum;1x Wommersomkwartsiet kling, met lateraal 1 kerf en retouche;"{""coordinates"": [5.378566004501417, 51.46091157385196], ""type"": ""Point""}";51.46091157385196, 5.378566004501417
145;419788;-1;1900;Frankrijkstraat;Indirect: literatuur;368503;Niet van toepassing;Niet van toepassing;1;Steen;Grafsteen/grafpijler;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;Jaartal 1588 op de grafsteen. Zie verder tabblad Beschrijving.;"{""coordinates"": [5.467770903790133, 51.456029994603945], ""type"": ""Point""}";51.456029994603945, 5.467770903790133
149;423892;26986;19-02-2008;Hoogstraat 421;Archeologisch: opgraving;395617;Akker/tuin;Niet van toepassing;6;Keramiek;Roodbakkend geglazuurd aardewerk;Niet van toepassing;Late Middeleeuwen B;Nieuwe tijd B;1 fragment Maaslands met groen koperglazuur (15e-16e eeuw). 4 scherven roodbakkend aardewerk met loodglazuur waarvan 1 randfragment van een bordje (16e-17e eeuw). 1 fragment Nederrijns aardewerk uit de eerste helft van de 18e eeuw. Onderdeel geweest;"{""coordinates"": [5.455101040019227, 51.421242927044794], ""type"": ""Point""}";51.421242927044794, 5.455101040019227
152;425877;21706;15-03-2007;Oude Torenstraat;Archeologisch: opgraving;406860;Nederzetting, onbepaald;Onbekend;2;Niet van toepassing;Greppel/sloot;Niet van toepassing;Late Middeleeuwen A;Late Middeleeuwen A;Greppel/sloot;"{""coordinates"": [5.480829918593596, 51.45354834273784], ""type"": ""Point""}";51.45354834273784, 5.480829918593596
155;428917;35685;09-07-2009;Jeroen Boschlaan 1;Archeologisch: proefputten/proefsleuven;428931;Landbouw;Niet van toepassing;22;Keramiek;Roodbakkend geglazuurd aardewerk;Niet van toepassing;Nieuwe tijd;Nieuwe tijd;;"{""coordinates"": [5.504737169477383, 51.44085264555318], ""type"": ""Point""}";51.44085264555318, 5.504737169477383
157;429786;3890;2003;Vijksteeg;Archeologisch: opgraving;436202;Stad;Niet van toepassing;1934;Bot, dierlijk;Bot;Niet van toepassing;Late Middeleeuwen B;Nieuwe tijd C;Van de 1934 fragmenten gaat het in 24 gevallen om verbrand bot. Onder de aangetroffen botfragmenten bevonden zich een zestal partiele skeletten. Van de overige, losse, botvondsten zijn er fragmenten afkomstig van runderen (41x), varkens (17x), schape;"{""coordinates"": [5.476384572348019, 51.43895423747837], ""type"": ""Point""}";51.43895423747837, 5.476384572348019
158;429788;47148;06-2011;Wal 2;Archeologisch: opgraving;436259;Stad;Niet van toepassing;1;Keramiek;Tegel;plavuis/vloertegel, geglazuurd;Vroege Romeinse tijd;Nieuwe tijd A;Het gaat om een plavuis met gesneden zijkanten. Datering waarschijnlijk nieuwe tijd.;"{""coordinates"": [5.478133326036367, 51.43599561082119], ""type"": ""Point""}";51.43599561082119, 5.478133326036367
160;429916;45467;21-03-2011;Castilielaan-zuidwest;Archeologisch: proefputten/proefsleuven;437408;Nederzetting, onbepaald;Niet van toepassing;4;Niet van toepassing;Greppel/sloot;Niet van toepassing;IJzertijd;Romeinse tijd;Deze greppels bevinden zich verspreid over het terrein.;"{""coordinates"": [5.454026319564193, 51.49236183686207], ""type"": ""Point""}";51.49236183686207, 5.454026319564193
163;430311;36996;13-10-2009;Blixembosch-Noordoost;Archeologisch: proefputten/proefsleuven;441634;Nederzetting, onbepaald;Niet van toepassing;8;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;IJzertijd;onder deze wandscherven bevindt zich een scherf met duimnagelindrukken;"{""coordinates"": [5.475109962276821, 51.493974768910505], ""type"": ""Point""}";51.493974768910505, 5.475109962276821
169;430537;18886;11-09-2006;Stratumseind;Archeologisch: opgraving;443469;Stad;Niet van toepassing;39;Keramiek;Roodbakkend geglazuurd aardewerk;Niet van toepassing;Late Middeleeuwen A;Nieuwe tijd C;;"{""coordinates"": [5.481859273966477, 51.43654993845714], ""type"": ""Point""}";51.43654993845714, 5.481859273966477
170;430539;19538;04-10-2006;Kronehoef;Archeologisch: proefputten/proefsleuven;443541;Landbouw;Niet van toepassing;2;Keramiek;Pijp/pijpekop/pijpesteel;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd C;;"{""coordinates"": [5.467578430443356, 51.45294701724908], ""type"": ""Point""}";51.45294701724908, 5.467578430443356
172;430543;6233;17-04-2004;Castilielaan;Archeologisch: proefputten/proefsleuven;443682;Nederzetting, onbepaald;Niet van toepassing;115;Keramiek;Aardewerk, ondetermineerbaar;Niet van toepassing;IJzertijd;IJzertijd;;"{""coordinates"": [5.4563157850401875, 51.49235151053111], ""type"": ""Point""}";51.49235151053111, 5.4563157850401875
104;17874;-1;1982;CASTILIENLAAN;Niet-archeologisch: graafwerk;185208;Nederzetting, onbepaald;Niet van toepassing;17;Keramiek;Kogelpot;Niet van toepassing;Late Middeleeuwen B;Late Middeleeuwen B;;"{""coordinates"": [5.454584675199854, 51.49019525188476], ""type"": ""Point""}";51.49019525188476, 5.454584675199854
105;29863;-1;1930;RIJKS KRANKZINNIGENGESTICHT;Niet-archeologisch: graafwerk;107106;Onbekend;Onbekend;4;Vuursteen;Bijl;Flint-Ovalbeil;Vroeg Neolithicum B;Laat Neolithicum B;"""Een aantal steenen bijlen"". Zie beschrijving.";"{""coordinates"": [5.44476499966895, 51.467549134481196], ""type"": ""Point""}";51.467549134481196, 5.44476499966895
106;29920;-1;9999;;Onbekend;107177;Onbekend;Onbekend;1;Vuursteen;Bijl;Niet van toepassing;Vroeg Neolithicum B;Laat Neolithicum B;;"{""coordinates"": [5.444691330962557, 51.40912279220647], ""type"": ""Point""}";51.40912279220647, 5.444691330962557
110;33177;-1;09-1871;;Onbekend;113863;Urnenveld;Nederrijnse grafheuvel-cultuur;9999;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;IJzertijd;"""urnen gevuld met asch"".";"{""coordinates"": [5.487135278694188, 51.429048972353], ""type"": ""Point""}";51.429048972353, 5.487135278694188
112;33643;-1;1990;KASTEEL VAN EINDHOVEN-RAVENSDONCK;Archeologisch: opgraving;137631;Onbekend;Niet van toepassing;1;Keramiek;Aardewerk, handgevormd;Niet van toepassing;IJzertijd;IJzertijd;;"{""coordinates"": [5.481546708514279, 51.43840185909131], ""type"": ""Point""}";51.43840185909131, 5.481546708514279
113;33647;-1;10-1989;HEUVELTERREIN;Archeologisch: opgraving;137782;Onbekend;Niet van toepassing;9999;Vuursteen;Afval;Niet van toepassing;Mesolithicum;Mesolithicum;;"{""coordinates"": [5.480253044522658, 51.43876244728394], ""type"": ""Point""}";51.43876244728394, 5.480253044522658
114;37305;-1;08-1993;BEEKSTRAAT-EHV/BE/93;Archeologisch: opgraving;170708;Onbekend;Niet van toepassing;9999;Vuursteen;Afslag;Niet van toepassing;Mesolithicum;Mesolithicum;enkele;"{""coordinates"": [5.476424318163033, 51.46663030047526], ""type"": ""Point""}";51.46663030047526, 5.476424318163033
116;44563;-1;20-09-1984;MARIENHAGE;Archeologisch: opgraving;184053;Stad;Niet van toepassing;9999;Keramiek;Steengoed;Niet van toepassing;Nieuwe tijd A;Nieuwe tijd A;;"{""coordinates"": [5.4846390723321, 51.43848919879401], ""type"": ""Point""}";51.43848919879401, 5.4846390723321
