FID,omschr,doorrijhgt,invent_oms,beginwdl,beginkm,eindwdl,eindkm,kantcode,wegnummer,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
kunstinweg_kenmerk.1282,Viaduct,0,VIAD.O/D GIESSENWEG,R,27.65399933,R,27.92000008,,020,LTK0000482197,M,I,,"LINESTRING (88647.44819999859 437783.6239, 88742.7890000008 437844.8460999988, 88751.09259999916 437850.2446999997, 88759.30299999937 437855.95600000024, 88795.77199999988 437882.36780000106, 88856.42000000179 437929.8495000005)"
kunstinweg_kenmerk.1283,Viaduct,0,VIAD.,R,32.64099884,R,32.69200134,,020,LTK0000482207,M,I,,"LINESTRING (92995.78579999879 439561.2501000017, 92995.68400000036 439582.2679999992, 92999.44099999964 439597.0489999987, 93006.37310000136 439610.04679999873)"
kunstinweg_kenmerk.1284,Viaduct,0,VIAD.OVER RW.020,R,35.24200058,R,35.66899872,,020,LTK0000482212,M,I,,"LINESTRING (96003.13450000063 440747.4521000013, 96002.7965000011 440747.37139999866, 95992.20589999855 440744.1629000008, 95982.82490000129 440740.66149999946, 95974.64900000021 440737.0333000012, 95970.19049999863 440734.7789000012, 95962.5177000016 440730.55849999934, 95958.25800000131 440727.9415999986, 95949.89699999988 440722.34329999983, 95941.97419999912 440716.32119999826, 95938.14779999852 440713.10119999945, 95929.90520000085 440705.49069999903, 95923.0223999992 440698.2357000001, 95916.61870000139 440690.6884999983, 95913.62189999968 440686.7234000005, 95909.30790000036 440680.5989000015, 95903.94170000032 440672.1671999991, 95899.10979999974 440663.34490000084, 95896.2237999998 440657.3183000013, 95894.23189999908 440652.73959999904, 95892.36470000073 440648.0993999988, 95890.0278000012 440641.4770999998, 95888.47190000117 440636.7210999988, 95887.16279999912 440631.8938000016, 95885.18769999966 440623.5817999989, 95884.24010000005 440618.69729999825, 95883.35979999974 440613.7749999985, 95882.6101000011 440607.9783000015, 95881.78770000115 440598.03119999915, 95881.59800000116 440591.46620000154, 95881.78750000149 440586.49870000035, 95882.03170000017 440581.50279999897, 95882.77650000155 440573.56610000134, 95884.15819999948 440563.67159999907, 95885.50649999827 440556.26619999856, 95886.59039999917 440551.39559999853, 95889.24379999936 440541.74909999967, 95892.44359999895 440532.40399999917, 95896.21730000153 440523.1361999996, 95900.51839999855 440514.1059000008, 95903.69310000166 440508.09970000014, 95908.67819999903 440499.48270000145, 95916.98380000144 440486.9780000001, 95925.52580000088 440475.3132000007, 95931.81010000035 440467.5331000015, 95940.1779000014 440457.68400000036, 95946.78130000085 440450.27710000053, 95962.04830000177 440434.0861000009)"
kunstinweg_kenmerk.1285,Viaduct,0,BRUG O/D HOOGEVEENSEVAART (VAST),R,9.10400009,R,9.16600037,,032,LTK0000483904,M,I,,"LINESTRING (210464.58460000157 523132.8071999997, 210473.03449999914 523177.71189999953, 210470.87680000067 523193.87579999864)"
kunstinweg_kenmerk.1286,Viaduct,0,VIAD.O/D VBW. g (=KP.WATERBERG),R,128.08500671,R,128.14399719,,012,LTK0000488037,M,I,,"LINESTRING (191573.25930000097 447713.77710000053, 191612.35080000013 447705.7170000002, 191630.11939999834 447702.34219999984, 191631.37460000068 447702.17269999906, 191633.68450000137 447701.79470000044)"
kunstinweg_kenmerk.1287,Viaduct,0,VIAD.O/D VBW. w (=KP.WATERBERG),R,128.2440033,R,128.30499268,,012,LTK0000488038,M,I,,"LINESTRING (191784.98889999837 447740.38430000097, 191780.29349999875 447736.61879999936, 191772.78280000016 447731.0850000009, 191766.77120000124 447727.0131999999, 191760.6939000003 447723.2470000014, 191756.01040000096 447720.6206, 191751.01429999992 447718.0265999995, 191744.62929999828 447715.0346999988, 191738.6651000008 447712.56540000066, 191732.3436000012 447710.2384000011)"
kunstinweg_kenmerk.1288,Viaduct,0,VIAD.'DIUNT' O/D HSL SPOORLIJN,R,67.77700043,R,67.80200195,,016,LTK0000488324,M,I,,"LINESTRING (110311.25180000067 393161.48999999836, 110311.59380000085 393161.3537000008, 110319.41930000111 393158.5293000005, 110320.940200001 393157.98039999977, 110324.46310000122 393156.86499999836)"
kunstinweg_kenmerk.1289,Viaduct,0,VIAD.O/D RW 16,R,67.84899902,R,67.90000153,,016,LTK0000488325,M,I,,"LINESTRING (110370.04500000179 393145.63329999894, 110379.8748999983 393144.1640999988, 110394.82360000163 393142.6457999982, 110396.47060000151 393142.5507999994, 110404.80810000002 393142.06980000064, 110414.80759999901 393141.8429000005, 110417.21330000088 393141.89719999954, 110418.90810000151 393141.9354000017, 110421.58960000053 393141.9959000014)"
kunstinweg_kenmerk.1290,Viaduct,0,VIAD.OVER RW. 16 (L.RIJB.) ='KP.KLAVERPOLDER',R,30.42900085,R,0.028,,017,LTK0000488353,M,I,,"LINESTRING (104013.52210000157 412496.66750000045, 104035.68809999898 412517.2349999994, 104049.83269999921 412530.72679999843, 104064.1948999986 412545.0346000008, 104075.20459999889 412556.8909999989)"
kunstinweg_kenmerk.1291,Viaduct,0,VIAD.O/D CORSICA,R,110.3809967,R,110.42199707,,050,LTK0000488691,M,I,,"LINESTRING (163627.32290000096 401479.9605999999, 163626.97709999979 401482.45419999957, 163623.65179999918 401504.6365999989, 163615.67559999973 401518.18250000104)"
kunstinweg_kenmerk.1292,Brug,0,JULIAN J. EWELLBRUG' O/D ZUID-WILLEMSVAARD(VAST),R,112.88800049,R,113,,050,LTK0000488694,M,I,,"LINESTRING (163030.84650000185 403814.6169999987, 163041.27919999883 403825.12629999965, 163050.91000000015 403847.563000001, 163060.80550000072 403869.9070999995, 163080.91050000116 403912.67159999907, 163081.83190000057 403914.5399999991)"
kunstinweg_kenmerk.1293,Brug,0,JULIAN J. EWELLBRUG' O/D ZUID-WILLEMSVAARD(VAST),R,112.89900208,R,113.01200104,,050,LTK0000488696,M,I,,"LINESTRING (163062.0073999986 403949.6462999992, 163045.0560999997 403909.3498999998, 163028.14919999987 403865.3761, 163024.18050000072 403854.8986000009, 163021.19110000134 403828.7360999994)"
kunstinweg_kenmerk.1294,Viaduct,0,VIAD.O/D RW.013(R.RIJB.),R,5.55600023,R,5.62599993,,013,LTK0000478524,M,I,,"LINESTRING (83901.04839999974 450709.08850000054, 83900.2239000015 450703.1988000013, 83896 450668, 83895 450662, 83893 450642, 83892.94379999861 450639.5815999992)"
kunstinweg_kenmerk.1295,Viaduct,0,VIAD.O/D FIETSTUNNEL,R,10.77799988,R,10.78800011,,013,LTK0000478533,M,I,,"LINESTRING (86385.27939999849 446184.86950000003, 86382.22509999946 446194.3916000016)"
kunstinweg_kenmerk.1296,Brug,0,BRUG O/D ZUIDVLIET,R,16.4810009,R,16.55699921,,020,LTK0000478560,M,I,,"LINESTRING (78001.30820000172 438022.40940000117, 77995.07730000094 438025.67980000004, 77978.08579999954 438035.07129999995, 77956.41699999943 438047.3878999986, 77933.72659999877 438053.8398000002)"
kunstinweg_kenmerk.1297,Brug,0,BRUG O/D ZUIDVLIET,R,16.52199936,R,16.5359993,,020,LTK0000478562,M,I,,"LINESTRING (77960.56049999967 438021.57339999825, 77968.53590000048 438010.06720000133)"
kunstinweg_kenmerk.1298,Viaduct,0,VIAD.O/D RW. 50,R,147.53999329,R,147.60400391,,050,LTK0000478667,M,I,,"LINESTRING (177177.27230000123 429848.2371999994, 177178.44220000133 429846.91039999947, 177185.31720000133 429839.70589999855, 177192.5212999992 429832.76590000093, 177196.9365000017 429828.7738999985, 177204.5287999995 429822.4045000002, 177212.4017000012 429816.23409999907, 177222.557599999 429809.1123000011)"
kunstinweg_kenmerk.1299,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,90.29299927,R,90.2990036,,073,LTK0000478896,M,I,,"LINESTRING (186733.41120000184 416256.4754000008, 186732.41299999878 416258.1314999983, 186730.41860000044 416261.6750999987)"
kunstinweg_kenmerk.1300,Viaduct,0,VIAD.'DE MATEN'OVER RW. 50 ='KP.BEEKBERGEN',R,87.46299744,R,87.57700348,,001,LTK0000479017,M,I,,"LINESTRING (198416.44460000098 466773.1330000013, 198422.42969999835 466776.9167000018, 198435.08179999888 466784.9589000009, 198447.71819999814 466793.0650999993, 198460.3396999985 466801.1684000008, 198474.98479999974 466810.5764000006, 198487.51509999856 466818.7648999989, 198499.88919999823 466826.8381999992, 198511.9257999994 466834.751600001, 198513.06179999933 466835.5003999993)"
kunstinweg_kenmerk.1301,Viaduct,0,VIAD.O/D BRINKENWEG,R,88.15499878,R,88.16500092,,001,LTK0000479018,M,I,,"LINESTRING (198989.18470000103 467154.7853000015, 198997.44849999994 467160.4164999984)"
kunstinweg_kenmerk.1302,Viaduct,0,VIAD.O/H WATER,R,250.66799927,R,250.68800354,,050,LTK0000482372,M,I,,"LINESTRING (188827.20199999958 507140.3770000003, 188838.59409999847 507123.9386)"
kunstinweg_kenmerk.1303,Viaduct,0,VIAD.,R,248.11799622,R,248.13000488,,050,LTK0000482471,M,I,,"LINESTRING (190489.49909999967 505209.68239999935, 190495.99909999967 505200.8082999997)"
kunstinweg_kenmerk.1304,Brug,0,ALBLASSERDAMSEBRUG (VAST),R,24.0170002,R,24.65099907,,915,LTK0000482485,M,I,,"LINESTRING (104634.02849999815 430060.2485000007, 104668.27329999954 430074.26419999823, 104692.92720000073 430084.2030000016, 104711.7602000013 430091.01199999824, 104730.83480000123 430097.02529999986, 104746.87449999899 430101.4448999986, 104766.37339999899 430105.9684000015, 104783.13109999895 430109.31379999965, 104798.0346999988 430111.7126000002, 104817.86879999936 430114.29190000147, 104835.00789999962 430115.8531999998, 104855 430116.9008000009, 104875 430117.1453000009, 104895 430116.57939999923, 104902.01060000062 430116.18780000135, 104921.96110000089 430114.52809999883, 104941.81650000066 430112.1218999997, 104955.01110000163 430110.07649999857, 104974.66409999877 430106.34739999846, 104982.90179999918 430104.52490000054, 105004.99689999968 430098.99159999937, 105024.16010000184 430093.23479999974, 105043.0821999982 430086.75560000166, 105050.05849999934 430084.15210000053, 105068.60339999944 430076.62409999967, 105082.25499999896 430070.53610000014, 105100.24670000002 430061.7478, 105115.34439999983 430053.6394000016, 105131.24720000103 430044.40300000086, 105148.11070000008 430033.6105000004, 105164.34310000017 430022.4849999994, 105223.16640000045 429980.91380000114)"
kunstinweg_kenmerk.1305,Viaduct,0,VIAD.O/D SNELTRAM UTRECHT - IJSSELSTEIN,R,68.96600342,R,68.98500061,,002,LTK0000482533,M,I,,"LINESTRING (132948.29430000111 447948.9354999997, 132954.40689999983 447929.8924999982)"
kunstinweg_kenmerk.1306,Brug,0,BRUG O/D IJSSEL,R,69.02899933,R,69.05899811,,002,LTK0000482534,M,I,,"LINESTRING (132970.69319999963 447888.1449000016, 132983.76029999927 447864.6889999993)"
kunstinweg_kenmerk.1307,Onderdoorgang (voetgangers/fietsers/eco),0,FIETS-VOETG.TUNNEL'HOFWEG',R,35.84500122,R,35.85599899,,004,LTK0000482786,M,I,,"LINESTRING (93036.27259999886 460050.8900000006, 93042.95100000128 460056.57140000165, 93044.65729999915 460058.0100999996)"
kunstinweg_kenmerk.1308,Viaduct,0,VIAD. O/H FIETSPAD,R,129.54100037,R,129.55299377,,050,LTK0000484061,M,I,,"LINESTRING (167800.99219999835 415248.93019999936, 167805.96350000054 415258.74269999936)"
kunstinweg_kenmerk.1309,Viaduct,0,VIAD. O/D VAN HEEMSTRAWEG,R,150.20500183,R,150.26199341,,050,LTK0000484072,M,I,,"LINESTRING (178675.94519999996 431782.5254999995, 178687.33150000125 431797.78440000117, 178710.38259999827 431829.19469999894)"
kunstinweg_kenmerk.1310,Brug,0,EWIJK BRUG O/D WAAL (VAST),R,150.96000671,R,152.0039978,,050,LTK0000484073,M,I,,"LINESTRING (178999.45340000093 432463.5309999995, 179010.75600000098 432506.4015999995, 179035.61059999838 432600.6748000011, 179042.74720000103 432627.7435999997, 179086.81159999967 432794.8792999983, 179091.90019999817 432814.18030000106, 179148.14319999889 433027.5091999993, 179148.70960000157 433029.64869999886, 179164.2813999988 433088.46990000084, 179167.07770000026 433099.0331000015, 179183.87330000103 433162.4770999998, 179193.91330000013 433201.19680000097, 179204.8905000016 433242.81280000135, 179209.39770000055 433259.9001000002, 179250.61459999904 433416.15790000185, 179254.62200000137 433431.3504000008, 179265.98959999904 433474.44640000165)"
kunstinweg_kenmerk.1311,Viaduct,0,VIAD.I/D GRAAFSEBAAN =N329,R,156.26400757,R,156.27099609,,059,LTK0000484283,M,I,,"LINESTRING (167751.07290000096 416108.69000000134, 167748.70259999856 416105.6118000001)"
kunstinweg_kenmerk.1312,Viaduct,0,VIAD.O/D WEG,R,1.505,R,1.54499996,,027,LTK0000484791,M,I,,"LINESTRING (115934.4998999983 395887.5368999988, 115934.94330000132 395881.2355000004, 115935.16200000048 395866.27980000153, 115934.88170000166 395851.4829000011, 115934.68329999968 395847.56170000136)"
kunstinweg_kenmerk.1313,Brug,0,BRUG O/D ZIJTAK V/H ZUIDERDIEP (VAST),R,25.08799934,R,25.20299911,,057,LTK0000484908,M,I,,"LINESTRING (56814.81390000135 426039.95169999823, 56889.19610000029 426037.96510000154, 56923.77749999985 426037.1367000006, 56928.47230000049 426037.02369999886)"
kunstinweg_kenmerk.1314,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,25.68000031,R,25.70100021,,057,LTK0000484909,M,I,,"LINESTRING (56339.16220000014 426030.5698999986, 56325.680500000715 426027.8691999987, 56318.4963000007 426026.4299999997, 56317.59549999982 426026.2263999991)"
kunstinweg_kenmerk.1315,Viaduct,0,VIAD.O/D PAR.WEG,R,36.71699905,R,36.72499847,,057,LTK0000484911,M,I,,"LINESTRING (50575.732400000095 423183.2228000015, 50581.033100001514 423189.2146999985)"
kunstinweg_kenmerk.1316,Viaduct,0,VIAD.O/D KUIJERDAMSEWEG =N652,R,44.03900146,R,44.09999847,,057,LTK0000484913,M,I,,"LINESTRING (47045.5577000007 417276.10500000045, 47047.147700000554 417300.6468999982, 47049.802999999374 417336.17540000007, 47049.83269999921 417336.54670000076)"
kunstinweg_kenmerk.1317,Brug,0,BRUG O/D WATERGANG (VAST),R,46.50899887,R,46.54499817,,057,LTK0000484914,M,I,,"LINESTRING (46297.88639999926 414954.5753999986, 46301.015299998224 414961.06819999963, 46310 414981, 46313.06760000065 414987.2133000009)"
kunstinweg_kenmerk.1318,Onderdoorgang (voetgangers/fietsers/eco),0,FIETS-VOETG.TUNNEL,R,53.55400085,R,53.56200027,,057,LTK0000484918,M,I,,"LINESTRING (41197.41560000181 412473.3049999997, 41190.85220000148 412468.73099999875)"
kunstinweg_kenmerk.1319,Viaduct,0,PIJLERDAM O/D ROOMPOT (VAST),R,63.39199829,R,64.96399689,,057,LTK0000484924,M,I,,"LINESTRING (36889.57869999856 402732.0625, 36895.80739999935 402788.68180000037, 37059.373500000685 404286.8498999998, 37060.14110000059 404294.74219999835)"
kunstinweg_kenmerk.1320,Viaduct,0,VIAD.O/D VEEWEG,R,70.26200104,R,70.26699829,,057,LTK0000484927,M,I,,"LINESTRING (32820.89799999818 400737.315200001, 32818.819899998605 400732.7674999982)"
kunstinweg_kenmerk.1321,Viaduct,0,VIAD.,R,72.30200195,R,72.31099701,,057,LTK0000484928,M,I,,"LINESTRING (31828.693900000304 398974.5566000007, 31823.29830000177 398967.3533000015)"
kunstinweg_kenmerk.1322,Viaduct,0,VIAD.'BREEBROEKEN' O/D HSL,R,62.84600067,R,62.85900116,,058,LTK0000488815,M,I,,"LINESTRING (110317.50659999996 393263.9178000018, 110304.52380000055 393264.58630000055)"
kunstinweg_kenmerk.1323,Viaduct,0,VIAD.'KAARSCHOT' O/D HSL,R,63.20500183,R,63.22399902,,058,LTK0000488816,M,I,,"LINESTRING (110296.76280000061 393427.79560000077, 110297.41950000077 393427.429299999, 110299.98099999875 393425.83740000054, 110302.64249999821 393424.17650000006, 110306.06030000001 393421.7408999987, 110308.27710000053 393420.0351999998, 110311.82939999923 393416.9875999987, 110312.13830000162 393416.70219999924)"
kunstinweg_kenmerk.1324,Viaduct,0,VIAD.O/D ENKWEG,R,94.70500183,R,94.72399902,,001,LTK0000479029,M,I,,"LINESTRING (204846.90300000086 470042.6330000013, 204842.85090000182 470041.6013999991, 204842.76350000128 470041.5804999992, 204828.4642000012 470038.04949999973)"
kunstinweg_kenmerk.1325,Brug,0,BRUG O/H WATER,R,95.24299622,R,95.2539978,,001,LTK0000479032,M,I,,"LINESTRING (205371.20490000024 470078.1198000014, 205377.25679999962 470078.1928999983, 205382.2041000016 470078.24969999865)"
kunstinweg_kenmerk.1326,Onderdoorgang (voetgangers/fietsers/eco),0,FIETSTUNNEL,R,104.53500366,R,104.55400085,,001,LTK0000479036,M,I,,"LINESTRING (209139.7813999988 472186.81529999897, 209138.14319999889 472185.563000001, 209128.67480000108 472178.3850999996, 209128.58639999852 472178.31810000166, 209125.88809999824 472176.27259999886, 209124.64539999887 472175.3304999992)"
kunstinweg_kenmerk.1327,Viaduct,0,VIAD. O/D WEG,R,123.3789978,R,123.38400269,,001,LTK0000479054,M,I,,"LINESTRING (227981.5406000018 475334.8280999996, 227976.64869999886 475331.3539999984)"
kunstinweg_kenmerk.1328,Viaduct,0,VIAD.OVER RW. 11,R,33.32799911,R,33.38199997,,004,LTK0000479411,M,I,,"LINESTRING (94894.46790000051 461638.5833999999, 94918.80160000175 461674.65740000084, 94922.7248999998 461680.4545999989)"
kunstinweg_kenmerk.1329,Brug,0,BRUG.O/D ZUIDBUURTSEVAART,R,35.01599884,R,35.05799866,,004,LTK0000482794,M,I,,"LINESTRING (93688.03570000082 460483.3341999985, 93688.32939999923 460483.2866999991, 93689.09439999983 460483.1592000015, 93689.85880000144 460483.0278999992, 93690.62249999866 460482.89290000126, 93691.38560000062 460482.7542000003, 93692.14799999818 460482.61190000176, 93692.9096999988 460482.4657999985, 93693.67069999874 460482.31610000134, 93694.43090000004 460482.16259999946, 93695.19040000066 460482.00549999997, 93695.94920000061 460481.8447000012, 93696.70710000023 460481.68030000106, 93697.46420000121 460481.5122000016, 93698.22060000151 460481.3403999992, 93698.97599999979 460481.16490000114, 93699.73059999943 460480.98580000177, 93700.48440000042 460480.80310000107, 93701.23719999939 460480.61670000106, 93701.98919999972 460480.42660000175, 93711.55779999867 460477.9384999983, 93712.62810000032 460477.6031000018, 93713.69729999825 460477.2642999999, 93714.76529999822 460476.9219999984, 93715.83229999989 460476.5762999989, 93716.89820000157 460476.2270999998, 93717.96290000156 460475.874499999, 93719.02650000155 460475.51850000024, 93720.08889999986 460475.15900000185, 93721.15019999817 460474.7961000018, 93722.21029999852 460474.42969999835, 93723.26920000091 460474.05999999866, 93724.32690000162 460473.6867999993, 93725.38329999894 460473.3103, 93726.4386 460472.93030000106, 93727.4926000014 460472.5469000004, 93728.54540000111 460472.16010000184, 93728.59650000185 460472.1411000006)"
kunstinweg_kenmerk.1330,Viaduct,0,VIAD.'ABTSRECHT',R,56.50400162,R,56.57500076,,004,LTK0000482831,M,I,,"LINESTRING (82338.502700001 444438.6308000013, 82311.31799999997 444431.7289999984, 82269.56540000066 444421.6460000016)"
kunstinweg_kenmerk.1331,Viaduct,0,VIAD.'ABTSRECHT',R,57.39300156,R,57.46300125,,004,LTK0000482835,M,I,,"LINESTRING (82249.32620000094 444410.2846000008, 82330.13540000096 444429.2285999991)"
kunstinweg_kenmerk.1332,Viaduct,0,VIAD. O/D GAPINGSEWEG,R,75.13999939,R,75.15000153,,057,LTK0000484931,M,I,,"LINESTRING (31391.300299998373 396517.93719999865, 31392.53299999982 396508.0135000013)"
kunstinweg_kenmerk.1333,Viaduct,0,VIAD. O/D VAN 'T HOFFWEG,R,76.72000122,R,76.73799896,,057,LTK0000484932,M,I,,"LINESTRING (31822.777600001544 394989.2184000015, 31827.256000000983 394971.78440000117)"
kunstinweg_kenmerk.1334,Viaduct,0,"VIAD,O/D RAMPDIJK",R,43.70399857,R,43.7179985,,057,LTK0000484957,M,I,,"LINESTRING (47041.0410999991 417698.8812999986, 47032.898099999875 417674.6097000018, 47028.354899998754 417662.00459999964)"
kunstinweg_kenmerk.1335,Viaduct,0,VIAD.O/D KUIJERDAMSEWEG =N652,R,44.0719986,R,44.08000183,,057,LTK0000484959,M,I,,"LINESTRING (47048.10080000013 417296.10179999843, 47047.147700000554 417300.6468999982)"
kunstinweg_kenmerk.1336,Viaduct,0,VIAD. O/D KROONEVELDWEG,R,79.88400269,R,79.89600372,,057,LTK0000484968,M,I,,"LINESTRING (33244.148499999195 392283.44469999894, 33250.05930000171 392297.23099999875)"
kunstinweg_kenmerk.1337,Brug,0,BRUG O/D POMMELSLUIS (VAST),R,4.70100021,R,4.66800022,,059,LTK0000488911,M,I,,"LINESTRING (49756.17980000004 410862.3960000016, 49760.59310000017 410852.6876000017, 49765.76619999856 410841.25189999864, 49769.79879999906 410832.33740000054)"
kunstinweg_kenmerk.1338,Viaduct,0,VIAD.O/D KON.GUSTAAFWEG,R,15.42000008,R,15.42500019,,059,LTK0000488915,M,I,,"LINESTRING (53914.71409999952 408200.09519999847, 53919.25499999896 408198.0023000017)"
kunstinweg_kenmerk.1339,Viaduct,0,VIAD.O/D SCHOUWSEDIJK,R,16.04400063,R,16.05400085,,059,LTK0000488916,M,I,,"LINESTRING (54492.36490000039 407970.3354999982, 54493.34769999981 407969.9989, 54501.86679999903 407967.21920000017)"
kunstinweg_kenmerk.1340,Onderdoorgang (voetgangers/fietsers/eco),0,UITWATERINGSTUW O/D WEG,R,16.24300003,R,16.25,,059,LTK0000488917,M,I,,"LINESTRING (54682.14880000055 407910.4998999983, 54688.84950000048 407908.4750000015)"
kunstinweg_kenmerk.1341,Brug,0,BRUG O/D ZIJTAK V/D GEULE (VAST),R,23.0510006,R,23.05900002,,059,LTK0000488919,M,I,,"LINESTRING (61131.27129999921 408113.1944000013, 61138.91809999943 408115.54520000145)"
kunstinweg_kenmerk.1342,Viaduct,0,VIAD.'SCHAPENTUNNEL'O/D J.FRANKENWEG,R,33.54700089,R,33.55099869,,059,LTK0000488923,M,I,,"LINESTRING (70472.73319999874 411743.29399999976, 70475.92669999972 411745.70270000026)"
kunstinweg_kenmerk.1343,Brug,0,BRUG O/D VROUWENVAART (VAST),R,34.50099945,R,34.51699829,,004,LTK0000479412,M,I,,"LINESTRING (94085.34750000015 460840.8104000017, 94085.36989999935 460840.8284999989, 94087.07730000094 460842.2078999989, 94094.82880000025 460848.48900000006, 94094.90590000153 460848.5513000004, 94097.78310000151 460850.8779999986)"
kunstinweg_kenmerk.1344,Brug,0,BRUG O/D VROUWENVAART (VAST),R,34.50500107,R,34.51800156,,004,LTK0000479416,M,I,,"LINESTRING (94052.34120000154 460892.3746000007, 94052.23160000145 460892.2857000008, 94048.5410999991 460889.2837000005, 94046.81199999899 460887.88049999997, 94046.73429999873 460887.817400001, 94044.77690000087 460886.2287000008, 94042.24740000069 460884.1821999997)"
kunstinweg_kenmerk.1345,Onderdoorgang (voetgangers/fietsers/eco),0,FIETS-VOETG.TUNNEL'HOFWEG',R,35.85400009,R,35.86000061,,004,LTK0000479417,M,I,,"LINESTRING (93003.33269999921 460100.4261999987, 93001.24159999937 460098.6689000018, 92998.76300000027 460096.53819999844)"
kunstinweg_kenmerk.1346,Brug,0,BRUG,R,37.05400085,R,37.06499863,,004,LTK0000479418,M,I,,"LINESTRING (92139.39710000157 459259.0278000012, 92138.68569999933 459258.23699999973, 92132.04019999877 459250.8500000015)"
kunstinweg_kenmerk.1347,Viaduct,0,VIAD.O/D NIEUWSTRAAT,R,43.31800079,R,43.33499908,,004,LTK0000479428,M,I,,"LINESTRING (87692.19649999961 454857.9259000011, 87700.39050000161 454867.0064999983, 87703.55180000141 454870.5769999996)"
kunstinweg_kenmerk.1348,Viaduct,0,VIAD. O/D RW004 VBW. U,R,47.14300156,R,47.29399872,,004,LTK0000479438,M,I,,"LINESTRING (84940.9422999993 452298.4294999987, 84938.23099999875 452296.18389999866, 84889.29520000145 452256.6420999989, 84870.1136999987 452240.58740000054, 84858.8216000013 452230.71229999885, 84844.11980000138 452217.1495999992, 84828.80959999934 452202.0482000001, 84826.02329999954 452199.1185000017)"
kunstinweg_kenmerk.1349,Viaduct,0,VIAD.,R,232.86799622,R,232.88800049,,004,LTK0000479494,M,I,,"LINESTRING (80151.96330000088 392046.5753999986, 80149.61679999903 392026.71350000054)"
kunstinweg_kenmerk.1350,Viaduct,0,VIAD.,R,232.8480072,R,232.86700439,,004,LTK0000479497,M,I,,"LINESTRING (80181.90830000117 392044.79949999973, 80182.02639999986 392047.59120000154, 80182.13549999893 392050.17119999975, 80180.55920000002 392054.32129999995, 80180.23389999941 392055.17749999836, 80177.35550000146 392062.75549999997)"
kunstinweg_kenmerk.1351,Viaduct,0,VIAD.'MOLENVLIET'OVER RW. 17,R,66.12200165,R,66.20500183,,059,LTK0000488926,M,I,,"MULTILINESTRING ((96513.44940000027 405492.8332999982, 96469.89490000159 405499.07880000025), (96469.48449999839 405492.7642999999, 96505.8136 405487.5254999995, 96551.9712000005 405480.8317999989, 96558.56030000001 405479.8997000009))"
kunstinweg_kenmerk.1352,Viaduct,0,VIAD.O/D RAADHUISLAAN,R,78.71199799,R,78.72100067,,012,LTK0000430884,M,I,,"MULTILINESTRING ((153908.76150000095 452825.25400000066, 153900.3748999983 452828.5196999982), (153895.27100000158 452810.52749999985, 153903.6581000015 452807.26309999824))"
kunstinweg_kenmerk.1353,Viaduct,0,VIAD. O/D GROENE ZOOM,R,17.93799973,R,17.95700073,,010,LTK0000440318,M,I,,"MULTILINESTRING ((121062.96029999852 483487.0496999994, 121062.2239000015 483487.61769999936, 121052.8863000013 483494.55160000175, 121047.6427000016 483498.28929999843), (120970.41490000114 483409.44370000064, 120973.55350000039 483407.55260000005, 120984.89139999822 483400.3641999997, 120986.48200000077 483399.30490000173))"
kunstinweg_kenmerk.1354,Viaduct,0,VIAD.'GEFFELHOEK'O/D HANKSE BUITENKADE,R,26.48399925,R,26.51499939,,027,LTK0000458651,M,I,,"MULTILINESTRING ((123075.29129999876 418577.57009999827, 123084.40729999915 418607.1994000003), (123072.83839999884 418610.1462999992, 123063.72349999845 418580.5166000016))"
kunstinweg_kenmerk.1355,Brug,0,HARMSENBRUG O/H HARTELKANAAL (BEW.),R,3.17499995,R,3.2019999,,057,LTK0000485965,M,I,,"MULTILINESTRING ((74036.67069999874 435438.3275000006, 74048.31010000035 435452.8696999997, 74052.36699999869 435457.7851999998), (74044.20899999887 435435.3610999994, 74058.99489999935 435452.9785999991))"
kunstinweg_kenmerk.1356,Viaduct,0,VIAD.O/D SPOORWEG NIJMEGEN VENLO & VENLOSEWEG,R,69.56600189,R,69.62799835,,067,LTK0000453220,M,I,,"MULTILINESTRING ((207502.76819999889 378655.5870999992, 207448.1165000014 378649.4065999985), (207444.4844999984 378638.3465999998, 207505.10110000148 378645.1750999987))"
kunstinweg_kenmerk.1357,Viaduct,0,VIAD.O/D BAR.VAN NAGELSTRAAT =N303,R,56.52399826,R,56.5719986,,001,LTK0000495222,M,I,,"MULTILINESTRING ((169352.22709999979 464527.7672000006, 169400.11769999936 464531.0053000003), (169401.5080000013 464544.17060000077, 169396.3563000001 464543.80319999903, 169354.6468999982 464540.5617999993))"
kunstinweg_kenmerk.1358,Viaduct,0,VIAD.'MOLENCATEN'O/D ZUIDERZEESTRAATWEG,R,237.66999817,R,237.72000122,,050,LTK0000484020,M,I,,"MULTILINESTRING ((198706.92529999837 499510.2677000016, 198713.24590000138 499502.6319999993, 198737.92029999942 499472.3165999986), (198679.31179999933 499501.5155999996, 198685.3339000009 499491.13859999925, 198704.10209999979 499468.8093000017, 198704.24720000103 499468.6341000013, 198707.3537000008 499464.88369999826, 198710.0348000005 499461.6468999982, 198711.01099999994 499460.46819999814))"
