Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;9303 - Laboratoriuminstrumenten;Eindtotaal
Besselink Electro Import B.V.;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;1
Besselink Licht Import B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Best Environmental & Safety Technology B.V.;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
BEST Instruments;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bestdeal Factors BV;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;1
Besthoma Trading International B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bestolux B.V.;;;;;;;;;;;5;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;5
BestSales promotions;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bestuursacademie Nederland Opleidingen B.V.;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Betalight B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Betam Truck & Carw;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Betam Truck & Carwash;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Betam Truck & Carwash Schiphol;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Betanco;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Beter Horen B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bethlehem Tekst & Onderzoek;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
'Betonvereniging';;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Betuwe Biljarts;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Between BV;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;3
Beuk Horeca B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beun- de Ronde B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Beveiligingsbedrijf De Sleutelspecialist;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bever B.V.;;;1;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bevlogen Advies;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bewegen Werkt B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bewonersvereniging Merkesstraat;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
BGA-Nederland B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BHV Centrale B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bia B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Biblionet B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Biblionet Drenthe;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BID B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Biemond & Van Wijk;;;;;;;;;;;1;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;4
Bierbrouwerij De Koningshoeven B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bierbrouwerij Sint Servattumus;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bierens Incasso Advocaten B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Biesheuvel Groep B.V.;;;;;;;;;;;1;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;1
Big Fish Media;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Big Score Sportprijzen & Relatiegeschenken;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BIGA Groep B.V.;;;;;;;;;;;5;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;5
Bijboom;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bijvang Holding B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bike and Outdoor;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bike Brothers;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BIKE-ZONE;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bilderberg Hotel De Bovenste Molen;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bilderberg Hotel De Buunderkamp;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bilderberg Hotel De Klepperman;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bilderberg Hotel 't Speulderbos;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bilderberg Hotel Wolfheze;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bilderberg Parkhotel Rotterdam;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Billink B.V.;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BIM Media B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bin Sound & Vision;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Binnen Breda B.V.;;;;1;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BinQ;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BioControl Systems B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bioMérieux Benelux B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Biomet 3i Netherlands B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Biomet Nederland B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Birdland International B.V.;;;;;;;;;;;1;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;3
BIS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
BIS Bedrijfs Informatie Systemen B.V.;;;2;1;;;;;;;4;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;5
Bistro D'Ouwe Leeuw;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistro 't Kannetje B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistro Velvet;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bite Dental;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bitmove B.V.;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Bizzdesign;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Björn & Marieke's Bloembinderij;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BK Webwinkels;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BKS Service B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
BKS Verkoop en Advies B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BKV Artsen Intermediair B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
BKV Groep B.V.;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Blaauw Advocaten B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Black Box Datacom B.V.;;;;;;;;;;;2;;;;;;;;;;2;;;;;2;;;;;;;;;;;;;;3
Blammo Events B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Blanchard International B.V.;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Blanchard Nederland B.V.;;;;;;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Blanks & Centralfab;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blauw Research B.V.;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2
Blauwe Donau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Blazerspartijen.nl;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BLEACH-coaching;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blickle Wielen B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blik-Opener;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BlinkLane Consulting B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Blinq Carwash B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bliss Hotel B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloem- & Groenbinderij Mimosa;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bloem & styling aan de zeven alleetjes;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloem- en Tuincentrum Van der Maat B.V.;;;;1;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij Bij Elma;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij De Kelk;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij de Korenschoof;;;;1;;;1;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloembinderij de N;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij De Nobel;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij de Vuurdoorn;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij Kimsey;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij Koningskruid;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Bloemboetiek Dille;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemen Atelier Van der Heijden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemen Dronten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemen- en Plantenhandel Van Belzen B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemenboetiek 'De Vlijtige Lies';;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemenboetiek Panhuis;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemenboutique Nicole V.O.F.;;;;1;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemencentrum Van Deursen V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemendéco;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemenhuis Duivenvoorden;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemenhuis Terweijden V.O.F.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemenhuis Vink;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemenkas Eindhoven;;;;1;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;1;;1;;1
Bloemisterij Gaal;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemisterij Labberton;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemisterij Pasmans;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Bloemisterij Semperflorens;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst Anneke Kapteyn;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemsierkunst Arts V.O.F.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst Beimer;;;;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemsierkunst De Carlton Marjoke Koene;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst De Klerk B.V.;;;;1;;1;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;1
Bloemsierkunst De Roozelaar;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst Edelweiss;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst Halfman V.O.F.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst HE-AS;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst ''t Toefje';;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst van Well;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bloemsierkunst Violet;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemtasia;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blok Filters B.V.;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2
Bloks Auto en Autoschade;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Blom Beroepsopleidingen B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Blom Opleidingen;;;;;1;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Blom Verkeersveiligheidstrainingen B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blommetje van Blom;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blooming Art;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
blooming hotel en conferentielandgoed B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BLOSSOM bloemisterij;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bluekens Truck en Bus B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bluelife Aviation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Blygold Nederland B.V.;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Blygold Schiphol B.V.;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
BMC Software Distribution B.V.;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;5
BMPARTS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BNAD van der Poel;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;1
Bob van der Houven Produkties V.O.F.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;1
Bobbe International B.V.;;;;;;;3;;;;4;;;;;;;1;;;;;;;;2;;;;;;;;4;;1;;;;5
Bob's Bloemen en Zo;;;;1;1;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;1;;;;1
Boca Kaarsen B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bochane Auto I Zeist;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Böcker Nederland B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BodemenergieNL;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bodybow HealthCare B.V.;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bodycare Margot;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bodycote Hardingscentrum B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Boek- en Kantoorboekhandel Plukker B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boek- en kantoorvakhandel Sikkers;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boek en Service;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boek/Design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boekbinderij Mulder;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boekenkunst;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boeketcadeau.nl;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boeketterie Binnenweg;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boekhandel Daan Nijman;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Boekhandel Jansen & De Feijter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boekhandel Kettenis;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boekhandel voorheen W.J. van Hoogstraten B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boekhandel Vugs;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boekhandel Wever;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur;;;;;;1;;;;;4;1;;;;;;1;;1;;;;;;;;1;;;;;;;;;2;;;4
Boels Verhuur B.V.;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3
Boels Verhuur Breda;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur Den Bosch;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur Eindhoven Hurksestraat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Boels Verhuur Haarlem;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur Heerlen;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur Hoorn;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur Nieuwegein;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur Nijmegen;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur Venlo;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels Verhuur Venray;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boels-Port-o-Let;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
BoerCroon Consulting B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BoerCroon Management B.V.;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Boerenbond Gilze;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boerhof Projectinrichters;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Boersen Bliksembeveiliging B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bofloor B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bogra B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bohn Stafleu Van Loghum;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bokhorst Opleidingen;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bokstijn Feestartikelen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
bol.com B.V.;;;1;2;;1;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4
Bold Thinking B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bolidt Kunststoftoepassing B.V.;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Bombeeck Digital B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bomefa B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bonbonnerie Borrel;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bond v. Ned. Mil. Oorl.- en Dienstslachtoff.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bondewel Oliën en Gassen (Terneuzen) B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bontekoe Produkties V.O.F.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boogh Arbeidsre-integratie;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Books-with-a-mission;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boom B.V.;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Boom Kantoorprojecten;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Boom uitgevers Amsterdam B.V.;;;1;;;1;1;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;2;;;;2
Boon Trading Netherlands B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;1
Boonoonoonoos;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boonstra Retail B.V.;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;2
Boot onderzoek en beleid;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2
Bootje Varen;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boots Sportprijzen en Relatiegeschenken;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
BootServiceCuijk;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bootsma Technologies B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Borduur Tekst Apeldoorn;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Borduurstudio Budel;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Borduurstudio Ricky's Fashion;;;;1;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bo-Rent;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
Borgesius Brood, Beleg & Bezorging B.V.;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Borgondo Vastgoedmanagement B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;4
Bos & Bos Catering TT B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bos Elektro B.V.;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4
Bos Incasso B.V.;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2
Bos Tuingereedschappen;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bos Unique Sales;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bos Vlaggen B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;1;;;;1
Bosan B.V.;;;2;;;2;;;;;4;;;;;;;2;;;;;;;;;;;3;;;;;;;;;;;5
Bosch Engineering B.V.;;;;;;;;;;;1;;;;;;;;;;;;;1;;3;;;;;;;;;;;;;;4
Bosch Rexroth B.V.;;;;;;;;;;;4;;;;;;;1;1;;;;;;;;;;2;;;;;;;;;;;4
BOSCH Scharnieren Metaal B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bosman;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bosman Wijnkopers;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boso B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bosta B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
