Leverancier;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Careca Verhuur;;;;;;1;;1
Career Crafters;;;;;1;;;1
Carlton Hotel Collection;;;;;1;;;1
Carnavalsland;;;1;;;;;1
Carochange;;;;;2;;;2
Carola Linschooten;;;;;1;;;1
Caroline Bun Coaching;;;;;1;;;1
Caron Entertainment;;;1;;;;;1
Caroni;;;;;;;1;1
Carriere Switch B.V.;;;;;1;;;1
Carrières in Goede Banen;;1;;;;;;1
Casa d'Italia V.O.F.;;;;;;;1;1
Caspar;;;;;;;1;1
Casteleijn Brood B.V.;;;1;;;;;1
Catering Company;;;;;;;1;1
Catering De Steiger V.O.F.;;;1;;;;;1
Catering De Vijf Sterren;;;;;;;1;1
Catering Groep Nederland B.V.;;;;;;;1;1
Catering Lokaal B.V.;;;2;;;;;2
Catering Witteveen B.V.;;;;;;;1;1
Cateringservice 't Ankertje;;;1;;1;;;1
Cateringspecialist Bertus Voortman;;;1;;;;;1
Cava Andalusië;;;;;;;1;1
Cavari Clinics Groningen B.V.;;;1;;;;;1
CCB Opleidingen B.V.;;;;;1;;;1
Cedere B.V.;;;;;1;;;1
CEDRUS Training Coaching en Advies;;1;;;;;;1
Cees Advocaten N.V.;;;1;;;;1;1
Cees van der Horst Org. en Evenementen B.V.;;;1;;;;;1
Cello;;;;;;;1;1
Celonis B.V.;;;;;1;;;1
Centennium Advies en Opleidingen B.V.;;;;;1;;;1
Centrale RINO B.V.;;;;;4;;;4
Centrale Wapenhandel Dorhout Mees B.V.;;;1;;;;1;1
Centralpoint Nijmegen B.V.;;1;1;;3;;;3
Centre Court Hotel Stadskanaal B.V.;;;;;;;1;1
Centric Netherlands B.V.;;;;;1;;;1
Centrum Permanente Educatie;;;;;1;;;1
Centrum v. klin. Psycho-Neuro-Immun. Tilburg;;;;;;;1;1
Centrum v. Mindfulness Centrum v. Mindfulness;;;;;1;;;1
Centrum Vertrouwenspersonen Plus;;;;;1;;;1
Centrum voor Conflicthantering B.V.;;;;;2;;;2
Centrum voor Excellent Leiderschap V.O.F.;;;;;1;;;1
Centrum voor Keteninformatisering B.V.;;;;;1;;;1
Centrum voor Mindfulness Breda;;;1;;1;;;1
Centrum voor Paardencoaching;;;1;;;;1;1
centrum voor zelfvertrouwen;;;;;;;1;1
CEO baas van het vlees B.V.;;;;;;;1;1
Certa Advocaten B.V.;;;;;;;1;1
Certified Secure B.V.;;;;;3;;;3
CFOLab B.V.;;;;;1;;;1
CG Beheer B.V.;;;;;1;;;1
Chameleon Associates B.V.;;;;;4;;1;4
Change Creators B.V.;;;1;;;;;1
Charelli B.V.;;;;;;;1;1
Charity Service;;;1;;;;;1
Charles Begheyn Coaching & Training;;;;;1;;;1
Charoso B.V.;;;1;;;;1;1
Charts Financial & Governance B.V.;;;;;;;1;1
Chassé Theater N.V.;;;1;;;;;1
Chat.hot.-Rest. Havesathe De Havixhorst B.V.;;;;;1;;;1
CHCH Exploitatie B.V.;;;1;;;;;1
Chekiang Garden';;;;;;;1;1
Chin. Ind. Spec. Rest. De Chinese Muur;;;;;;;1;1
Chin. Indisch Restaurant International Almelo;;;;;;;1;1
China Palace;;;;;1;;1;1
Chin-A-Fat De Voort Familierecht Adv./Mediat.;;;;;;;1;1
Chinees Indisch Restaurant 'Hong Fong';;;;;;;1;1
Chinees Indisch Restaurant Ko Sing;;;;;;;1;1
Chinees Indisch Restaurant Long Sing;;;;;1;;;1
Chinees Indisch Restaurant 'Lucky Garden';;;;;;;1;1
Chinees Indisch Restaurant Man Wah;;;;;;;1;1
Chinees Indisch Restaurant Nieuw China;;;;;;;1;1
Chinees Indisch Restaurant 'Po on';;;;;;;1;1
Chinees Indisch Restaurant Sin Jah;;;1;;;;;1
Chinees Indisch Restaurant Tai Soen;;;;;1;;1;1
Chinees Indisch Restaurant Walong;;;;;;;1;1
Chinees Restaurant China;;;1;;;;;1
Chinees Restaurant Panda;;;1;;;;;1
Chinees Restaurant 't Paradijs B.V.;;;;;;;1;1
Chinees Specialiteitenrestaurant Ah Tim;;;;;;;;
Chinees/Japans Restaurant Momiji;;;;;;;1;1
Chinees-Indisch Restaurant 'Alexander';;;;;;;1;1
Chinees-Indisch Restaurant 'de Nieuwe Pauw';;;1;;;;;1
Chinees-Indisch Restaurant Kota Radja;;;1;;;;1;1
Chinees-Indisch Restaurant Malakka;;;1;;;;1;1
Chinees-Indisch Special.restaur. 'China Tuin';;;;;;;1;1
Chinese Kitchen;;;;;;;1;1
Chirali Wali Tolk- en vertaaldiensten;;;;;;;1;1
Chiropractie Blaauw B.V.;;;1;;;;;1
Chiropractie Rugcentrum Groningen II B.V.;;;1;;;;;1
Chocolade Atelier van Noppen B.V.;;;2;;;;;2
Chocoladebezorgd;;;1;;;;;1
Chocolaterie Burger;;;1;;;;;1
Chocolaterie Gelaterie De Lelie;;;1;;;;;1
Chocolaterie Puur Gelukkig;;;1;;;;;1
Chris Piguillet;;;1;;;;;1
ChristelClear coaching & training;;;;;1;;;1
Christian Dol;;;;;1;;;1
Christian Jansen;;;;;1;;;1
Christian Lukes;;;1;;;;;1
Christianne Nagel Coaching;;;;;1;;;1
Christianne Wagemakers;;;;;1;;;1
Christina Völker;;1;;;;;;1
Christine Brons Beheer;;;;;;;1;1
Ciao Catering;;;1;;;;;1
Ciao! Ciao! B.V.;;;1;;;;1;1
Cigo de Kethelaar;;;1;;;;;1
Ciliara Trading Limited;;;;;;;1;1
CIMUS;;;;;1;;;1
Cineworld B.V.;;;1;;;;;1
CINOP B.V.;;;;;1;;;1
Cinq B.V.;;;1;;;;;1
Cintea;;;;;1;;;1
CIO Platform Nederland;;;;;1;;;1
Circulair Training en Advies;;;;;1;;1;1
Circulair Training en Advies B.V.;;;;;1;;;1
Circus Luijten en Kornuiten;;;;;1;;;1
Circusschool de Hoogte;;;;;1;;;1
CIRFOOD Netherlands B.V.;;;;;;;1;1
Cisca Ansem Management Services B.V.;;;;;1;;;1
City Resort;;;1;;2;;1;2
City Rotterdam;;;1;;;;;1
City Skydive Centres B.V.;;;;;;;;
Citykist;;;1;;;;;1
Clafis Engineering International B.V.;;;;;;;1;1
Claire Werkt!;;;;;1;;;1
Clarified Security;;;;;1;;;1
Class by Jofel B.V.;;;;;;;1;1
Clavis Consulting;;;;;1;;;1
Cleerdin & Hamer Advocaten;;;;;1;;1;1
Cleerdin & Hamer Advocaten Rotterdam;;;;;1;;;1
Clevr B.V.;;;;;1;;;1
Cloose;;;1;;;;1;1
CLS Computertrainingen;;;;;1;;;1
CLTR - Culture in Control;;;;;2;;;2
Club Aqua Asia;;;;;;;1;1
Club Cuisine;;;;;;;1;1
Clubgebouw JST Waalsdorp;;;1;;;;;1
CM Partners B.V.;;;;;1;;;1
CMS Derks Star Busmann;;;;;;;1;1
CNV Connectief;;;1;;1;;1;1
CNV Jongeren;;;;;1;;;1
Coach to coach B.V.;;;;;2;;;2
Coaching in Change;;;;;1;;;1
Coaching Rotterdam - Marco Tieleman;;;;;1;;;1
Coachingsbureau Luiken Open !;;;1;;;;;1
Coazy B.V.;;;1;;;;;1
Code & Coffee B.V.;;;;;1;;;1
Coffee & Cream;;;;;;;1;1
Coffee Corazon B.V.;;;;;;;1;1
Coffee-star In-store B.V.;;;;;;;1;1
Colins B.V.;;;1;;;;;1
College of Multimedia;;;;;1;;;1
Collot D'Escury col kids;;;;;1;;;1
Colombo B.V.;;;;;2;;;2
Colonie Breda;;;;;;;1;1
Colorado Charlie;;;;;;;1;1
Colorworks B.V.;;;1;;;;;1
Comenius Consult;;;;;2;;;2
Comm B.V.;;;;;2;;;2
Comment B.V.;;;;;1;;;1
COMMITT3D;;;1;;;;;1
Common Eye B.V.;;;;;1;;;1
Communicatie Kring Arnhem;;;;;1;;;1
Communicatiebureau De Walvis;;;1;;1;;;1
COMNOW;;;;;1;;;1
Compacon & Partners B.V.;;;1;;;;;1
Compacon B.V.;;;1;;;;;1
Compagnon B.V.;;;;2;;;;2
Company Webcast B.V.;;;;;1;;;1
COMPAREX Nederland B.V.;;;2;;4;;;4
Compass Group Nederland B.V.;;;1;;;;2;2
Competence Factory;;;;;1;;;1
Competent Coaching;;;;;1;;;1
Complement;;;;;;;1;1
Compliment.nl;;;1;;;;;1
CompuAct Opleidingen Nederland B.V.;;;;;1;;;1
Compuniversity;;;;;1;;;1
Compu'Train;;;;;1;;;1
Computrain Opleidingen;;;;;2;;;2
Con Amore B.V.;;;1;;;;;1
Condor Training & Coaching;;;;;1;;1;1
Conducto B.V.;;;;;;;;
Conducto Opleidingen B.V.;;;;;1;;;1
Confederation of European Probation;;;;;1;;;1
Confer.- en Opleid.centrum De Ruwenberg B.V.;;;2;;2;;;2
Conferentie en evenementenlocatie Lommerrijk;;;1;;1;;1;1
Conferentie-hotel Villa Heidebad B.V.;;;;;1;;;1
Confidence Twende Combinatie;;;;;;;1;1
Confident Limburg B.V.;;;;;1;;;1
ConflictSolutions;;;;;1;;;1
Congruent Managementsupport;;;;;1;;;1
CONNECT Zorg voor verbinding;;;;;2;;;2
Connected Group Nederland B.V.;;;1;;;;;1
connecteddatagroup;;;;;1;;;1
Connexxion;;;2;;1;;2;3
Connexxion Taxi Services B.V.;;;1;;1;;2;2
Conqreet;;;;;;;1;1
ConQuaestor Interim Professionals B.V.;;;1;;;;;1
Conrad Electronic Benelux B.V.;;;;;1;;;1
Conseil de LUnion Europeenne;;;1;;;;;1
Considerati B.V.;;;;2;2;;;2
Construction Media B.V.;;;;;2;;;2
Consulting Public;;;;;1;;;1
contracoaching;;;;;1;;;1
Contrast Advies B.V.;;;;;1;;;1
Coolblue B.V.;;1;1;;;;;1
Coöp. Reg. Ambulancevoorziening Haaglanden UA;;;1;;;;;1
Coöperatie Academic Transfer UA;;;;1;;;;1
Coöperatie ACS partners UA;;;;;2;;;2
Coöperatie Het Zuiderlicht UA;;;;;1;;;1
Coöperatie Schoonderwoerd & Partners UA;;;;;1;;;1
Coöperatief Congrestolkensecretariaat UA;;;;;1;;;1
Coöperatief Rekreatie-Oord Klein Vaarwater BA;;;1;;;;1;1
Copgroep B.V.;;;;;3;;;3
Copla Opleiding & Training B.V.;;;;;2;;;2
Copy Right Roden;;;1;;;;;1
Cor Hoffer Training & Advies;;;;;1;;;1
Coreness B.V.;;;;;1;;;1
CORE-Vision B.V.;;;;;1;;;1
Corinne Keijzer;;;;;1;;;1
Corinor Organisatieontwikkeling B.V.;;;;;1;;;1
Corn.-Stone Marketing & Sales Programmes B.V.;;;;;1;;;1
Cornelese Technical Systems B.V.;;;;;1;;;1
Corporate Communication Centre B.V.;;;;;1;;;1
Corpus Consultancy;;;;;;;1;1
Corpus Exploitatie B.V.;;;1;;;;;1
Correctbook Europe B.V.;;;2;;;;;2
Correctworks;;;1;;;;;1
Cortenaer B.V.;;;;;;;1;1
COT Inst. v. Veiligh. & Crisismanagement B.V.;;;;;;;;
COTRAE Traffic & Automotive Education;;;;;1;;;1
Council of Bars and Law Societies of Europe;;;;;;;1;1
Countus Accountants + Adviseurs B.V.;;;;;;;1;1
Covey Beheer B.V.;;;;;;;1;1
CQT Zorg & Gezondheid B.V.;;;;;2;;;2
CR 2.0 B.V.;;;;;;;1;1
Crazy Entertainment;;;1;;;;;1
Crazy Holding;;;1;;;;1;1
Creatability;;;;;;;1;1
Create Studios;;;1;;;;;1
Creatief aan den IJssel;;;1;;1;;;2
Creativiteitscentrum Hoeve ten Bosch;;;1;;;;;1
Creja Ontwerpen B.V.;;;;;1;;;1
Cremers Pa&R;;;;;;;1;1
Crisicom B.V.;;;;;1;;;1
Croissanterie 'de Snor' Beheer B.V.;;;1;;;;;1
Croissanterie Dikke Mik;;;1;;;;;1
Cross Media Nederland B.V.;;;;1;;;;1
Crosstree;;;1;;;;;1
Crystal Specials;;;1;;;;;1
CS Opleidingen B.V.;;;;;2;;;2
CS Trainingen en Opleidingen B.V.;;;;;1;;;1
CSR Centrum B.V.;;;1;;;;;1
CSU B.V.;;;1;;1;;;1
CTG Aesus B.V.;;;;;2;;;2
CTG Group B.V.;;;1;;;;;1
CU Training;;;1;;;;;1
CUBO B.V.;;;1;;;;;1
Cues & Darts;;;1;;;;;1
Cuisine Copines;;;1;;;;;1
Culinair Centrum Sjefwaardig;;;;;;;1;1
Culpepper B.V.;;;;;;;1;1
Cultura-Horeca;;;;;;;1;1
Cure & Care Development B.V.;;;;;1;;;1
Curilion B.V.;;;1;;;;;1
CURLconcepts B.V.;;;1;1;;;;1
Curltalk;;;;;1;;;1
Currents Facilitation;;;;;1;;;1
Cursor voor Ondernemingsraden B.V.;;;;;2;;;2
CUSTOBO B.V.;;;;1;1;;;1
CyBerg;;;;;;;1;1
CyberPsychology;;;;;1;;;1
Cybersafety4u B.V.;;;;;2;;;2
Cycle Center;;;1;;;;;1
Cylin Onderwijsgroep B.V.;;;;;1;;;1
CZ Groep Zorgverzekeraar;;;5;;;;;5
CZECH-IN s.r.o.;;;;;1;;;1
D & I Ondersteuning in opleiding en adv. B.V.;;;;;;;1;1
D&F Consulting B.V.;;;;;2;;;2
D. Allewijn Mediator;;;;;1;;1;1
D. Bakker;;;1;;;;;1
D. Bolten;;;1;;;;1;1
D. Braun B.V.;;;1;;2;;;2
D. de Nobel;;;;;;;1;1
D. van den Berg B.V.;;;;;;;1;1
D.A. Hofland;;;;;;;1;1
D.J. Ploem;;;;;;;1;1
D.P. Hilversum B.V.;;;;;;;1;1
Da Lina Lunchroom;;;1;;;;1;1
Da Mauro;;;;;;;1;1
Daamen Party Design;;;;;;;1;1
Dacota B.V.;;;;;2;;;2
Dado Nederland;;;;;;;1;1
Dagelijks Lekker B.V.;;;;;1;;1;1
Dagjevissenopzee B.V.;;;1;;;;;1
Dagvoorzitter.nl;;;;;1;;;1
Dakina;;;;;1;;;1
Dalhuisen Training & Coaching;;;1;;;;;1
Dalstra Reizen;;;1;;1;;;1
Dames & Heren Culinair Café;;;;;;;1;1
Damtours Events B.V.;;;1;;;;;1
Dania Tax;;;;;;;1;1
Dani's Corner;;;;;;;1;1
Danny on tour;;;1;;;;;1
Danny's Eeterij;;;;;;;1;1
DansJeFit;;;;;1;;;1
Dapp Frietfiets B.V.;;;1;;;;;1
Dariuz B.V.;;;;;1;;;1
DarkPark Delft;;;1;;;;;1
DarkPark Zoetermeer;;;1;;;;;1
Daroni;;;;;;;1;1
DAS Legal Services B.V.;;;1;;;;;1
DAS Nederl. Rechtsbijstand Verzeker.mij. N.V.;;;2;;;;;2
Das Weinhaus;;;;;;;1;1
DASMO-TPAST B.V.;;;;;1;;1;1
Dassen Bouw B.V.;;;;;;;;
Database Fulfilment B.V.;;;1;;;;;1
DataExpert B.V.;;;;;2;;;2
David Bernstein Forensic Consulting;;;;;2;;;2
Davids Gelato B.V.;;;1;;;;;1
DBC Reïntegratie B.V.;;1;1;;;;;1
dB-shows, light & sounds;;;1;;;;;1
DC De Kroon;;;1;;;;;1
DC Engineers B.V.;;;;2;;;;2
D-Creator;;;1;;;;;1
DDACT Training & Advies;;;;;;;1;1
De 4 Azen' 's-Hertogenbosch B.V.;;;;;;;1;1
De 5 ringen;;;;;1;;;1
de Aanblazer;;;;;1;;1;1
De Academy B.V.;;;;;2;;;2
De agressietrainers Nederland;;;;;2;;;2
De Akkerdistel,Prakt. v. opl., superv.&(l)th.;;;;;1;;;1
De Ambachtelijke Bakker Theo Engelen;;;1;;;;;1
De Apostelhoeve;;;1;;;;;1
De Appel B.V.;;;;;;;1;1
De Appelboom;;;1;;1;;;1
de azijnmakerij B.V.;;;;;;;1;1
De Baak Administratie;;;1;;5;;1;5
De Baak B.V.;;;1;;4;;2;4
De Baak Noordwijk B.V.;;;;;1;;1;
De Bakkerswinkel Oud-Zuid;;;1;;;;;1
De Ballentent;;;1;;;;1;1
De Ballonnenwinkel;;;1;;;;;1
De Barbecue en Buffettenboer;;;1;;;;1;1
De Bazar Amsterdam B.V.;;;;;;;1;1
De Bazar B.V.;;;1;;;;1;1
De Belgische Keizer B.V.;;;1;;;;1;1
De Beren Arnhem;;;1;;;;1;1
De Beren Rotterdam-Zuid B.V.;;;;;;;1;1
De Berenkuil B.V.;;;;;;;1;1
De Bergse Bossen;;;;;1;;1;1
De Beweging;;;;;1;;;1
De Bierelier B.V.;;;1;;1;;1;1
De Bierkelder Utrecht;;;1;;;;1;1
De Biertuin Prinsengracht B.V.;;;;;;;1;1
De Bijenstichting;;;1;;;;;1
De Bijlesmeester;;;;;1;;;1
De Bisschopsmolen;;;1;;;;;1
De Bloemenschuur;;;1;;;;;1
De Boer Arbeidskundig Advies;;;1;;;;;1
De Boer Structures B.V.;;;;;2;;;2
De Boerinn B.V.;;;1;;1;;;1
De Boom In B.V.;;;1;;;;;1
De Bootsmannen B.V.;;;2;;;;;2
De Bossche Kelders;;;;;;;1;1
De Boterkapel;;;;;;;1;1
de bouwduif;;;1;;;;;1
De Bouwvaart;;;;;;;1;1
De Branding Utrecht B.V.;;;;;;;1;1
De Brasserie Maria Louise;;;1;;;;;1
De Bree Forensics;;;;;;;1;1
De Broadtsje Bakker;;;1;;1;;1;1
De Bruggemeester Anders;;;;;;;1;1
De Bruin Mediation;;1;;;1;;;2
De Budde;;;;;;;1;1
De Buren B.V.;;;;;;;1;1
De Burg;;;;;;;1;1
De Burgemeester van Napels;;;;;;;1;1
De Clercq Advocaten Notariaat;;;1;;;;;1
De Componeerfabriek;;;;;1;;;1
de connectie;;;;;1;;;1
De Corporatiestrateeg;;;;;1;;;1
De Cursusmakelaar;;;;;1;;;1
De Dames IJssalon & Chocolaterie;;;1;;;;;1
De Drie Graefjes B.V.;;;;;;;1;1
De Driesprong Yacht Charters B.V.;;;1;;;;;1
De Dwarsdenkerij;;;1;;;;;1
De Eersteling B.V.;;;1;;;;;1
De Effectieve Financial B.V.;;;;;1;;;1
De Efteling B.V.;;;1;;;;;1
De Elstar B.V.;;;;;;;1;1
De Engel;;;1;;;;;1
De Fabriek Dalfsen B.V.;;;1;;;;1;1
De Familiezaak Deventer;;;;;1;;;1
De Fanfare B.V.;;;1;;;;;1
De Fleurist;;;1;;;;;1
De Franse Stap Culinair;;;1;;;;1;1
De Galan Groep B.V.;;;2;;2;;;2
De Gebroeders Kroon;;;1;;;;;1
De Gelaarsde Kat;;;;;;;1;1
De Gereghthof B.V.;;;2;;;;1;2
De Gevangentoren B.V.;;;1;;;;;1
De Gezonde Zaak B.V.;;1;;;;;;1
De Gilde Bakker;;;1;;;;;1
De Gouden Bock;;;;;;;1;1
De Gouden Ton;;;1;;;;;1
De Gouden Wok Zuiderpark;;;;;;;1;1
De Gouverneur Maastricht B.V.;;;;;;;1;1
De Graaff Loopbaanadvisering, Train. & Coach.;;;;;;;1;1
De GrootMeister Horeca B.V.;;;;;;;1;1
De Grote Dobber;;;1;;;;;1
De Harmonie;;;1;;;;;1
De Haselderhof;;;1;;;;;1
De Heer Training en Coaching;;;;;;;1;1
De Heere van Meijel B.V.;;;1;;;;;1
De Heeren Hofsteenge;;;;;;;1;1
De Heeren van Ambacht B.V.;;;;;;;1;1
De Heische Hoeve B.V.;;;1;;;;1;1
De Helden van Kien;;;1;;;;;1
De Hesselle;;;;;;;;
De Hiemel B.V.;;;;;;;1;1
De Hofnar Scheveningen B.V.;;;;;;;1;1
De Hofstad Taxicentrale B.V.;;1;;;;;;1
De Hoop ggz;;;;;1;;1;1
De Horeca Academie Zakelijk B.V.;;;1;;1;;;1
De Hullen;;;;;;;1;1
De Ibis Illustraties;;;1;;;;;1
De Inktpot Pennenspeciaalzaak;;;1;;;;;1
de Jans Bar;;;;;;;1;1
De Japanse Watertuin B.V.;;;1;;;;1;1
De joepie academie;;;;;1;;;1
De Jong de Echte Bakker;;;;;;;1;1
De Jong Psycholoog voor Arbeid en Vitaliteit;;1;;;;;;1
De Jonge Balie bij de Hoge Raad der Nederl.;;;;;1;;;1
De Jonge Balie Zwolle-Lelystad;;;;;1;;;1
De Jongens uit Schoorl;;;1;;;;;1
De Jongens van Lucht;;;;;1;;;1
De Jufferen Lunsingh V.O.F.;;;;;;;1;1
De Kabath Vastgoedbeheer B.V.;;;;;1;;;1
De Kabouterhut B.V.;;;;;;;1;1
De Kale Pater B.V.;;;;;;;1;1
De Kapitein Breda B.V.;;;1;;;;;1
De Kempenaer Advocaten N.V.;;;;;;;1;1
De Kemper;;;;;;;1;1
De Kentering Horeca B.V.;;;1;;;;;1
De Kersenbloesem;;;1;;;;;1
de Keuken van Alex;;;;;;;1;1
De Keuken van Max B.V.;;;;;;;1;1
De keuken van Thijs;;;;;;;1;1
de Kinder- en JeugdPsycholoog;;;1;;1;;;1
De Kleine Griek;;;1;;;;;1
De Kleine Parade B.V.;;;;;;;1;1
De Kleyne Sint Jacob;;;1;;;;;1
De Kloveniersdoelen B.V.;;;1;;;;;1
De Kluis Eten & Drinken B.V.;;;;;;;1;1
De Knegt & Leeflang B.V.;;;2;;;;;2
de Kok en de Walvis;;;1;;;;;1
De Koning Consultancy;;;1;;;;;1
De Koning Mediation;;;;;1;;;1
De Koning Organisat.-Creativit./Ontwikk. B.V.;;;1;;;;;1
De kookstudio van Zwolle;;;1;;;;;1
De Koperen Kees;;;1;;;;;1
De Koperen Tuin B.V.;;;1;;;;1;1
De Korenvlinder;;;;;;;1;1
de Kwaak;;;;;;;1;1
De Lachende Koe;;;1;;;;;1
De Lachende Koe IV B.V.;;;1;;;;;1
De Lachende Koe Leeuwarden;;;;;;;1;1
De Landerij;;;;;;;1;1
De Lindenhof;;;;;;;;
De Locomotief;;;;;;;1;1
De Loef Training, Lezingen en Coaching;;;;;1;;;1
De Loopbaancharmeur;;;1;;;;;1
De Loopbaanstudio;;;;;1;;;1
De Maaspoort;;;1;;;;1;1
De Matroos en het Meisje;;;;;;;1;1
De Meerpaal Beheer B.V.;;;;;;;1;1
De Mindsetpsycholoog;;;;;1;;;1
De Mobiliteitsregisseur;;;;;1;;;1
De Mol EU Law;;;;;1;;1;1
De Nieuwe Karmeliet;;;;;1;;;1
De Nieuwe Kleren van de Wolf;;;;;1;;;1
De Nieuwe Kracht B.V.;;;1;;;;;1
De Nieuwe Liefde B.V.;;;;;;;;
De Nieuwe Pelgrim;;;;;1;;;1
De Nonnen in Vught;;;;;3;;1;3
De Ontmanager;;;;;1;;;1
De Oringer Marke B.V.;;;;;;;1;1
De Overbuurvrouw;;;;;;;1;1
De Peer Horeca B.V.;;;;;;;1;1
De Pomp Utrecht;;;;;;;1;1
De Pompoenwinkel.nl;;;;;;;1;1
De Pont B.V.;;;1;;;;;1
De Poort;;;;;;;1;1
De Poort van Kleef Utrecht B.V.;;;;;;;1;1
De Poort van Lunetten B.V.;;;1;;;;2;2
De Prael Holding B.V.;;;1;;;;;1
De Presentatie Groep B.V.;;;;;1;;;1
De Pretfabriek Woerden B.V.;;;1;;;;;1
De PreventieCoach;;;;;1;;;1
De Prins B.V.;;;;;;;1;1
De Processpecialisten B.V.;;;;;1;;;1
De Rede van Batavia Haven B.V.;;;1;;1;;1;1
De Reehorst' B.V.;;;;;;;1;1
De Regenboog Groep;;;1;;;;;1
De Ridder B.V.;;1;1;;1;;;2
De Rijk Van de Westerlo Advocaten B.V.;;;;;1;;;1
De Rolwissel;;1;;;;;;1
De Roo Taxi B.V.;;;;;;;1;1
De Rooij Fotografie B.V.;;;;;1;;;1
De Rosier Vught B.V.;;;1;;;;1;1
De Rotterdam B.V.;;;1;;;;1;1
De Ruggestee B.V.;;;;;;;1;1
De Ruif B.V.;;;1;;;;;1
De Ruijter Strategie B.V.;;;;;1;;;1
De Rustende Jager;;;;;;;1;1
De Schenker B.V.;;;1;;;;;1
De Schrobbelèr B.V.;;;1;;;;1;1
De Secretaresse Trainer;;;;;1;;;1
De Secretarisvogel;;;;;1;;;1
De Sleutel Culinair B.V.;;;;;;;1;1
De Sleutelmeesters;;;1;;;;;1
De Smockelaer B.V.;;;1;;;;;1
De Soete Suickerbol;;;1;;;;;1
De Sparrenhorst;;;;;2;;2;2
De Sprokkelaar;;;1;;;;;1
De Staat Arnhem;;;1;;;;1;1
De Stad B.V.;;;1;;;;1;1
De Stadsherberg Kampen V.O.F.;;;1;;;;1;1
De Staffing Groep Nederland B.V.;;;;;;;1;1
De Stee;;;1;;1;;1;1
De Steiger B.V.;;;;;;;1;1
De Stokte;;;1;;;;;1
De Swaan;;;1;;;;;1
De Tandartsassistente;;;;;;;1;1
De Teamtrainers;;;;;1;;;1
De Theaterloods Radio Kootwijk B.V.;;;1;;;;;1
De Tombe Consultancy B.V.;;;;;1;;;1
De Tuinderij;;;1;;;;;1
De Turkse Tafel;;;1;;;;;1
De Tuynkamer B.V.;;;;;;;1;1
De Twirre;;;1;;;;1;1
De Uitdaging;;;1;;;;1;1
De Utrechtse Haven B.V.;;;1;;;;1;1
De Utrechtse Stadsvrijheid B.V.;;;;;1;;;1
De Utrechtse Watertoren B.V.;;;;;;;1;1
De Uurwerker;;;;;;;1;1
De Vang - eten & drinken;;;;;;;1;1
De Veestallen;;;1;;;;1;2
De Veldkeuken Restaurant B.V.;;;1;;;;1;1
De Veranderzaak;;;2;;3;;1;3
De Verbeeldingh B.V.;;;;;1;;;1
De Verbinders;;;;;;;1;1
De Vereniging De Jonge Balie te Arnhem;;;1;;;;;1
De Vergulde Kruik;;;1;;;;;1
De Vesting;;;1;;;;;1
De Vier Jaargetijden;;;;;;;1;1
de Viersprong;;;;;1;;;1
de voedingsacademie Business & Sports;;;1;;;;;1
De Vogel Horecabeheer B.V.;;;;;;;1;1
De Voort Advocaten - Mediators;;;;;2;;;2
De Vries Indoor Karting BV;;;1;;;;;1
De Vuurvlieg;;1;;;;;;1
De Waterburcht Eelde B.V.;;;;;;;1;1
De Waterreus;;;;;;;2;2
De Watertuin Hendrik-Ido-Ambacht B.V.;;;;;;;1;1
De Watertuin Schiedam B.V.;;;;;;;1;1
De Watertuin Spijkenisse B.V.;;;;;;;1;1
De Wegwijzer;;;;;1;;;1
De Werkmaatschappij Outplacement & Reïntegr.;;;1;;;;;1
De werktuin;;;;;1;;;1
De Werkwijze;;;1;;;;;1
De Wevert;;;1;;;;;1
De Wijnhuistoren B.V.;;;;;;;1;1
De Wilgenweard;;;1;;;;;1
De Winkel van Sinkel B.V.;;;1;;;;1;1
De Witte Brug;;;;;;;1;1
De Witterbrug B.V.;;;;;;;1;1
De Wolf Lezingen;;;;;1;;;1
De Wolf Training & Advies;;;;;;;1;1
De Wolfsberg B.V.;;;1;;;;;1
De Zandkamer;;;1;;;;;1
De Zeeger B.V.;;;;;;;1;1
De Zelf Coach;;;;;1;;;1
de Zeute Inval;;;;;;;1;1
De Zoete Inval B.V.;;;1;;;;1;1
De Zwarte Ruiter op 't Witte Paart;;;;;;;1;1
De Zwarte Vosch B.V.;;;;;;;1;1
De Zwolsche Bol B.V.;;;;;;;1;1
De Zwolse Stadsbrouwerij Hettinga Bier;;;1;;;;;1
Debat.NL B.V.;;;;;1;;;1
Debatrix;;;1;;2;;;2
DeDAKKAS B.V.;;;;;;;1;1
Defabrique Evenementen B.V.;;;;;;;1;
Defence Academy;;;;;;;1;1
Defensivetactics;;;;;1;;;1
Defibrion;;1;1;;1;;;1
Degros;;1;;;;;;1
Dehliz Döner Kebab House/Pizzeria;;;1;;;;1;1
Déhora Consultancy Group B.V.;;;;;2;;;2
Deinum's Catering & Party-Service;;;;;;;;
deJonge coaching;;;;;1;;;1
Dekker Organisatie Advies;;;1;;1;;;1
Dekker Zoetermeer;;;1;;;;;1
