Referentiecode RDW,Code mogelijk gevaar,Mogelijk gevaar
MGP160248,ONG,Een (verkeers)ongeval met letselschade
MGP160249,TEL,Verhoogde kans op letsel bij een ongeval
MGP160250,ONG,Een (verkeers)ongeval met letselschade
MGP160252,ONG,Een (verkeers)ongeval met letselschade
MGP160253,ONG,Een (verkeers)ongeval met letselschade
MGP160254,ONG,Een (verkeers)ongeval met letselschade
MGP160255,ONG,Een (verkeers)ongeval met letselschade
MGP160256,BRA,Brand met letselschade
MGP160256,MIL,Het belasten van het milieu
MGP160257,BRA,Brand met letselschade
MGP160257,TEL,Verhoogde kans op letsel bij een ongeval
MGP160259,ONG,Een (verkeers)ongeval met letselschade
MGP160261,ONG,Een (verkeers)ongeval met letselschade
MGP160264,ONG,Een (verkeers)ongeval met letselschade
MGP160265,ONG,Een (verkeers)ongeval met letselschade
MGP160268,ONG,Een (verkeers)ongeval met letselschade
MGP160269,BRA,Brand met letselschade
MGP160269,ONG,Een (verkeers)ongeval met letselschade
MGP160270,ONG,Een (verkeers)ongeval met letselschade
MGP160272,ONG,Een (verkeers)ongeval met letselschade
MGP160273,BRA,Brand met letselschade
MGP160273,MIL,Het belasten van het milieu
MGP160273,ONG,Een (verkeers)ongeval met letselschade
MGP160274,ONG,Een (verkeers)ongeval met letselschade
MGP160275,MIL,Het belasten van het milieu
MGP160279,BRA,Brand met letselschade
MGP160279,MIL,Het belasten van het milieu
MGP160279,ONG,Een (verkeers)ongeval met letselschade
MGP160280,ONG,Een (verkeers)ongeval met letselschade
MGP160282,TEL,Verhoogde kans op letsel bij een ongeval
MGP160283,TEL,Verhoogde kans op letsel bij een ongeval
MGP160284,BRA,Brand met letselschade
MGP160285,BRA,Brand met letselschade
MGP160286,TEL,Verhoogde kans op letsel bij een ongeval
MGP160287,ONG,Een (verkeers)ongeval met letselschade
MGP160288,ONG,Een (verkeers)ongeval met letselschade
MGP160289,ONG,Een (verkeers)ongeval met letselschade
MGP160290,ONG,Een (verkeers)ongeval met letselschade
MGP160293,ONG,Een (verkeers)ongeval met letselschade
MGP160295,NNB,(Nog) niet bekend
MGP160296,NNB,(Nog) niet bekend
MGP160297,MIL,Het belasten van het milieu
MGP160297,ONG,Een (verkeers)ongeval met letselschade
MGP160298,BRA,Brand met letselschade
MGP160301,ONG,Een (verkeers)ongeval met letselschade
MGP160302,TEL,Verhoogde kans op letsel bij een ongeval
MGP160303,TEL,Verhoogde kans op letsel bij een ongeval
MGP160304,ONG,Een (verkeers)ongeval met letselschade
MGP160308,ONG,Een (verkeers)ongeval met letselschade
MGP160313,ONG,Een (verkeers)ongeval met letselschade
MGP160314,TEL,Verhoogde kans op letsel bij een ongeval
MGP160315,TEL,Verhoogde kans op letsel bij een ongeval
MGP160316,TEL,Verhoogde kans op letsel bij een ongeval
MGP160317,ONG,Een (verkeers)ongeval met letselschade
MGP160319,ONG,Een (verkeers)ongeval met letselschade
MGP160321,ONG,Een (verkeers)ongeval met letselschade
MGP160322,ONG,Een (verkeers)ongeval met letselschade
MGP160326,ONG,Een (verkeers)ongeval met letselschade
MGP160327,BRA,Brand met letselschade
MGP160330,NNB,(Nog) niet bekend
MGP160332,BRA,Brand met letselschade
MGP160335,ONG,Een (verkeers)ongeval met letselschade
MGP160336,ONG,Een (verkeers)ongeval met letselschade
MGP160342,ONG,Een (verkeers)ongeval met letselschade
MGP160345,ONG,Een (verkeers)ongeval met letselschade
MGP160349,ONG,Een (verkeers)ongeval met letselschade
MGP160353,TEL,Verhoogde kans op letsel bij een ongeval
MGP160354,BRA,Brand met letselschade
MGP160354,ONG,Een (verkeers)ongeval met letselschade
MGP160358,ONG,Een (verkeers)ongeval met letselschade
MGP160358,TEL,Verhoogde kans op letsel bij een ongeval
MGP160359,TEL,Verhoogde kans op letsel bij een ongeval
MGP160360,NNB,(Nog) niet bekend
MGP160361,ONG,Een (verkeers)ongeval met letselschade
MGP160362,BRA,Brand met letselschade
MGP160364,BRA,Brand met letselschade
MGP160365,ONG,Een (verkeers)ongeval met letselschade
MGP160366,ONG,Een (verkeers)ongeval met letselschade
MGP160367,TEL,Verhoogde kans op letsel bij een ongeval
MGP160370,ONG,Een (verkeers)ongeval met letselschade
MGP160371,ONG,Een (verkeers)ongeval met letselschade
MGP160372,NNB,(Nog) niet bekend
MGP160375,ONG,Een (verkeers)ongeval met letselschade
MGP160377,NNB,(Nog) niet bekend
MGP160379,ONG,Een (verkeers)ongeval met letselschade
MGP160380,TEL,Verhoogde kans op letsel bij een ongeval
MGP160381,ONG,Een (verkeers)ongeval met letselschade
MGP160382,ONG,Een (verkeers)ongeval met letselschade
MGP160383,ONG,Een (verkeers)ongeval met letselschade
MGP160383,TEL,Verhoogde kans op letsel bij een ongeval
MGP160384,ONG,Een (verkeers)ongeval met letselschade
MGP160385,ONG,Een (verkeers)ongeval met letselschade
MGP160385,TEL,Verhoogde kans op letsel bij een ongeval
MGP160388,ONG,Een (verkeers)ongeval met letselschade
MGP160389,ONG,Een (verkeers)ongeval met letselschade
MGP160390,ONG,Een (verkeers)ongeval met letselschade
MGP160392,ONG,Een (verkeers)ongeval met letselschade
MGP160393,ONG,Een (verkeers)ongeval met letselschade
MGP160393,TEL,Verhoogde kans op letsel bij een ongeval
MGP160396,ONG,Een (verkeers)ongeval met letselschade
MGP160397,ONG,Een (verkeers)ongeval met letselschade
MGP160402,NNB,(Nog) niet bekend
MGP160407,ONG,Een (verkeers)ongeval met letselschade
MGP160408,TEL,Verhoogde kans op letsel bij een ongeval
MGP160410,ONG,Een (verkeers)ongeval met letselschade
MGP160411,ONG,Een (verkeers)ongeval met letselschade
MGP160412,ONG,Een (verkeers)ongeval met letselschade
MGP160413,ONG,Een (verkeers)ongeval met letselschade
MGP160414,ONG,Een (verkeers)ongeval met letselschade
MGP160416,ONG,Een (verkeers)ongeval met letselschade
MGP160417,ONG,Een (verkeers)ongeval met letselschade
MGP160418,ONG,Een (verkeers)ongeval met letselschade
MGP160419,ONG,Een (verkeers)ongeval met letselschade
MGP160420,ONG,Een (verkeers)ongeval met letselschade
MGP160421,ONG,Een (verkeers)ongeval met letselschade
MGP160422,ONG,Een (verkeers)ongeval met letselschade
MGP160423,ONG,Een (verkeers)ongeval met letselschade
MGP160424,NNB,(Nog) niet bekend
MGP160426,TEL,Verhoogde kans op letsel bij een ongeval
MGP160427,NNB,(Nog) niet bekend
MGP160431,BRA,Brand met letselschade
MGP160431,ONG,Een (verkeers)ongeval met letselschade
MGP160432,TEL,Verhoogde kans op letsel bij een ongeval
MGP160435,ONG,Een (verkeers)ongeval met letselschade
MGP160436,ONG,Een (verkeers)ongeval met letselschade
MGP160437,ONG,Een (verkeers)ongeval met letselschade
MGP160438,TEL,Verhoogde kans op letsel bij een ongeval
MGP160439,ONG,Een (verkeers)ongeval met letselschade
MGP160443,ONG,Een (verkeers)ongeval met letselschade
MGP160445,BRA,Brand met letselschade
MGP160446,ONG,Een (verkeers)ongeval met letselschade
MGP160447,ONG,Een (verkeers)ongeval met letselschade
MGP160448,TEL,Verhoogde kans op letsel bij een ongeval
MGP160449,ONG,Een (verkeers)ongeval met letselschade
MGP160451,ONG,Een (verkeers)ongeval met letselschade
MGP160454,ONG,Een (verkeers)ongeval met letselschade
MGP160456,ONG,Een (verkeers)ongeval met letselschade
MGP160457,TEL,Verhoogde kans op letsel bij een ongeval
MGP160458,ONG,Een (verkeers)ongeval met letselschade
MGP160459,ONG,Een (verkeers)ongeval met letselschade
MGP160460,TEL,Verhoogde kans op letsel bij een ongeval
MGP160462,NNB,(Nog) niet bekend
MGP160463,ONG,Een (verkeers)ongeval met letselschade
MGP160464,ONG,Een (verkeers)ongeval met letselschade
MGP160467,TEL,Verhoogde kans op letsel bij een ongeval
MGP160468,BRA,Brand met letselschade
MGP160469,ONG,Een (verkeers)ongeval met letselschade
MGP160471,MIL,Het belasten van het milieu
MGP160472,TEL,Verhoogde kans op letsel bij een ongeval
MGP160473,ONG,Een (verkeers)ongeval met letselschade
MGP160478,ONG,Een (verkeers)ongeval met letselschade
MGP160479,BRA,Brand met letselschade
MGP160479,MIL,Het belasten van het milieu
MGP160480,ONG,Een (verkeers)ongeval met letselschade
MGP160481,TEL,Verhoogde kans op letsel bij een ongeval
MGP160482,TEL,Verhoogde kans op letsel bij een ongeval
MGP160483,TEL,Verhoogde kans op letsel bij een ongeval
MGP160485,TEL,Verhoogde kans op letsel bij een ongeval
MGP160488,ONG,Een (verkeers)ongeval met letselschade
MGP160489,ONG,Een (verkeers)ongeval met letselschade
MGP160491,ONG,Een (verkeers)ongeval met letselschade
MGP160493,TEL,Verhoogde kans op letsel bij een ongeval
MGP160495,ONG,Een (verkeers)ongeval met letselschade
MGP160497,NNB,(Nog) niet bekend
MGP160498,ONG,Een (verkeers)ongeval met letselschade
MGP160499,BRA,Brand met letselschade
MGP160499,ONG,Een (verkeers)ongeval met letselschade
MGP160500,ONG,Een (verkeers)ongeval met letselschade
MGP160501,ONG,Een (verkeers)ongeval met letselschade
MGP160502,ONG,Een (verkeers)ongeval met letselschade
MGP160503,ONG,Een (verkeers)ongeval met letselschade
MGP160505,ONG,Een (verkeers)ongeval met letselschade
MGP160506,TEL,Verhoogde kans op letsel bij een ongeval
MGP160507,ONG,Een (verkeers)ongeval met letselschade
MGP160508,ONG,Een (verkeers)ongeval met letselschade
MGP160510,ONG,Een (verkeers)ongeval met letselschade
MGP160511,NNB,(Nog) niet bekend
MGP160512,TEL,Verhoogde kans op letsel bij een ongeval
MGP160513,TEL,Verhoogde kans op letsel bij een ongeval
MGP160514,ONG,Een (verkeers)ongeval met letselschade
MGP160515,ONG,Een (verkeers)ongeval met letselschade
MGP160517,ONG,Een (verkeers)ongeval met letselschade
MGP160518,TEL,Verhoogde kans op letsel bij een ongeval
MGP160520,TEL,Verhoogde kans op letsel bij een ongeval
MGP160521,ONG,Een (verkeers)ongeval met letselschade
MGP160521,TEL,Verhoogde kans op letsel bij een ongeval
MGP160524,TEL,Verhoogde kans op letsel bij een ongeval
MGP160525,TEL,Verhoogde kans op letsel bij een ongeval
MGP170001,ONG,Een (verkeers)ongeval met letselschade
MGP170003,ONG,Een (verkeers)ongeval met letselschade
MGP170004,BRA,Brand met letselschade
MGP170004,MIL,Het belasten van het milieu
MGP170004,ONG,Een (verkeers)ongeval met letselschade
MGP170006,TEL,Verhoogde kans op letsel bij een ongeval
MGP170007,ONG,Een (verkeers)ongeval met letselschade
MGP170008,ONG,Een (verkeers)ongeval met letselschade
MGP170016,ONG,Een (verkeers)ongeval met letselschade
MGP170017,ONG,Een (verkeers)ongeval met letselschade
MGP170021,BRA,Brand met letselschade
MGP170021,ONG,Een (verkeers)ongeval met letselschade
MGP170024,TEL,Verhoogde kans op letsel bij een ongeval
MGP170025,ONG,Een (verkeers)ongeval met letselschade
MGP170026,TEL,Verhoogde kans op letsel bij een ongeval
MGP170027,TEL,Verhoogde kans op letsel bij een ongeval
MGP170028,TEL,Verhoogde kans op letsel bij een ongeval
MGP170032,ONG,Een (verkeers)ongeval met letselschade
MGP170033,ONG,Een (verkeers)ongeval met letselschade
MGP170034,BRA,Brand met letselschade
MGP170034,MIL,Het belasten van het milieu
MGP170036,ONG,Een (verkeers)ongeval met letselschade
MGP170037,TEL,Verhoogde kans op letsel bij een ongeval
MGP170040,TEL,Verhoogde kans op letsel bij een ongeval
MGP170041,BRA,Brand met letselschade
MGP170041,ONG,Een (verkeers)ongeval met letselschade
MGP170042,NNB,(Nog) niet bekend
MGP170043,TEL,Verhoogde kans op letsel bij een ongeval
MGP170045,ONG,Een (verkeers)ongeval met letselschade
MGP170046,ONG,Een (verkeers)ongeval met letselschade
MGP170048,BRA,Brand met letselschade
MGP170048,ONG,Een (verkeers)ongeval met letselschade
MGP170050,BRA,Brand met letselschade
MGP170050,MIL,Het belasten van het milieu
MGP170051,TEL,Verhoogde kans op letsel bij een ongeval
MGP170052,ONG,Een (verkeers)ongeval met letselschade
MGP170057,BRA,Brand met letselschade
MGP170057,ONG,Een (verkeers)ongeval met letselschade
MGP170058,ONG,Een (verkeers)ongeval met letselschade
MGP170059,TEL,Verhoogde kans op letsel bij een ongeval
MGP170062,ONG,Een (verkeers)ongeval met letselschade
MGP170064,ONG,Een (verkeers)ongeval met letselschade
MGP170065,BRA,Brand met letselschade
MGP170067,BRA,Brand met letselschade
MGP170067,MIL,Het belasten van het milieu
MGP170067,ONG,Een (verkeers)ongeval met letselschade
MGP170078,ONG,Een (verkeers)ongeval met letselschade
MGP170079,BRA,Brand met letselschade
MGP170079,MIL,Het belasten van het milieu
MGP170079,ONG,Een (verkeers)ongeval met letselschade
MGP170080,TEL,Verhoogde kans op letsel bij een ongeval
MGP170081,ONG,Een (verkeers)ongeval met letselschade
MGP170082,ONG,Een (verkeers)ongeval met letselschade
MGP170084,BRA,Brand met letselschade
MGP170085,TEL,Verhoogde kans op letsel bij een ongeval
MGP170086,TEL,Verhoogde kans op letsel bij een ongeval
MGP170087,ONG,Een (verkeers)ongeval met letselschade
MGP170089,ONG,Een (verkeers)ongeval met letselschade
MGP170090,ONG,Een (verkeers)ongeval met letselschade
MGP170092,BRA,Brand met letselschade
MGP170092,MIL,Het belasten van het milieu
MGP170093,ONG,Een (verkeers)ongeval met letselschade
MGP170095,ONG,Een (verkeers)ongeval met letselschade
MGP170096,TEL,Verhoogde kans op letsel bij een ongeval
MGP170097,ONG,Een (verkeers)ongeval met letselschade
MGP170098,ONG,Een (verkeers)ongeval met letselschade
MGP170099,BRA,Brand met letselschade
MGP170099,MIL,Het belasten van het milieu
MGP170100,ONG,Een (verkeers)ongeval met letselschade
MGP170101,ONG,Een (verkeers)ongeval met letselschade
MGP170102,ONG,Een (verkeers)ongeval met letselschade
MGP170103,TEL,Verhoogde kans op letsel bij een ongeval
MGP170104,ONG,Een (verkeers)ongeval met letselschade
MGP170105,ONG,Een (verkeers)ongeval met letselschade
MGP170106,ONG,Een (verkeers)ongeval met letselschade
MGP170107,ONG,Een (verkeers)ongeval met letselschade
MGP170108,ONG,Een (verkeers)ongeval met letselschade
MGP170109,ONG,Een (verkeers)ongeval met letselschade
MGP170110,BRA,Brand met letselschade
MGP170110,MIL,Het belasten van het milieu
MGP170111,ONG,Een (verkeers)ongeval met letselschade
MGP170113,BRA,Brand met letselschade
MGP170113,ONG,Een (verkeers)ongeval met letselschade
MGP170114,ONG,Een (verkeers)ongeval met letselschade
MGP170115,TEL,Verhoogde kans op letsel bij een ongeval
MGP170121,TEL,Verhoogde kans op letsel bij een ongeval
MGP170126,ONG,Een (verkeers)ongeval met letselschade
MGP170127,ONG,Een (verkeers)ongeval met letselschade
MGP170128,MIL,Het belasten van het milieu
MGP170132,MIL,Het belasten van het milieu
MGP170134,NNB,(Nog) niet bekend
MGP170135,NNB,(Nog) niet bekend
MGP170136,BRA,Brand met letselschade
MGP170136,MIL,Het belasten van het milieu
MGP170137,TEL,Verhoogde kans op letsel bij een ongeval
MGP170138,TEL,Verhoogde kans op letsel bij een ongeval
MGP170139,BRA,Brand met letselschade
MGP170146,ONG,Een (verkeers)ongeval met letselschade
MGP170150,TEL,Verhoogde kans op letsel bij een ongeval
MGP170151,TEL,Verhoogde kans op letsel bij een ongeval
MGP170153,ONG,Een (verkeers)ongeval met letselschade
MGP170155,TEL,Verhoogde kans op letsel bij een ongeval
MGP170156,TEL,Verhoogde kans op letsel bij een ongeval
MGP170157,TEL,Verhoogde kans op letsel bij een ongeval
MGP170158,TEL,Verhoogde kans op letsel bij een ongeval
MGP170159,ONG,Een (verkeers)ongeval met letselschade
MGP170159,TEL,Verhoogde kans op letsel bij een ongeval
MGP170160,TEL,Verhoogde kans op letsel bij een ongeval
MGP170162,BRA,Brand met letselschade
MGP170162,MIL,Het belasten van het milieu
MGP170162,ONG,Een (verkeers)ongeval met letselschade
MGP170163,TEL,Verhoogde kans op letsel bij een ongeval
MGP170165,ONG,Een (verkeers)ongeval met letselschade
MGP170166,TEL,Verhoogde kans op letsel bij een ongeval
MGP170168,MIL,Het belasten van het milieu
MGP170168,ONG,Een (verkeers)ongeval met letselschade
MGP170170,ONG,Een (verkeers)ongeval met letselschade
MGP170172,TEL,Verhoogde kans op letsel bij een ongeval
MGP170174,ONG,Een (verkeers)ongeval met letselschade
MGP170175,ONG,Een (verkeers)ongeval met letselschade
MGP170179,ONG,Een (verkeers)ongeval met letselschade
MGP170180,ONG,Een (verkeers)ongeval met letselschade
MGP170181,ONG,Een (verkeers)ongeval met letselschade
MGP170183,BRA,Brand met letselschade
MGP170183,MIL,Het belasten van het milieu
MGP170183,ONG,Een (verkeers)ongeval met letselschade
MGP170184,NNB,(Nog) niet bekend
MGP170186,ONG,Een (verkeers)ongeval met letselschade
MGP170187,ONG,Een (verkeers)ongeval met letselschade
MGP170188,ONG,Een (verkeers)ongeval met letselschade
MGP170191,ONG,Een (verkeers)ongeval met letselschade
MGP170192,ONG,Een (verkeers)ongeval met letselschade
MGP170193,TEL,Verhoogde kans op letsel bij een ongeval
MGP170194,BRA,Brand met letselschade
MGP170194,MIL,Het belasten van het milieu
MGP170195,ONG,Een (verkeers)ongeval met letselschade
MGP170197,NNB,(Nog) niet bekend
MGP170198,ONG,Een (verkeers)ongeval met letselschade
MGP170199,ONG,Een (verkeers)ongeval met letselschade
MGP170200,ONG,Een (verkeers)ongeval met letselschade
MGP170203,ONG,Een (verkeers)ongeval met letselschade
MGP170204,ONG,Een (verkeers)ongeval met letselschade
MGP170205,ONG,Een (verkeers)ongeval met letselschade
MGP170206,ONG,Een (verkeers)ongeval met letselschade
MGP170207,ONG,Een (verkeers)ongeval met letselschade
MGP170208,ONG,Een (verkeers)ongeval met letselschade
MGP170209,ONG,Een (verkeers)ongeval met letselschade
MGP170210,ONG,Een (verkeers)ongeval met letselschade
MGP170211,BRA,Brand met letselschade
MGP170211,MIL,Het belasten van het milieu
MGP170212,MIL,Het belasten van het milieu
MGP170213,TEL,Verhoogde kans op letsel bij een ongeval
MGP170214,ONG,Een (verkeers)ongeval met letselschade
MGP170216,BRA,Brand met letselschade
MGP170217,BRA,Brand met letselschade
MGP170217,ONG,Een (verkeers)ongeval met letselschade
MGP170218,BRA,Brand met letselschade
MGP170218,ONG,Een (verkeers)ongeval met letselschade
MGP170220,ONG,Een (verkeers)ongeval met letselschade
MGP170221,ONG,Een (verkeers)ongeval met letselschade
MGP170222,ONG,Een (verkeers)ongeval met letselschade
MGP170223,ONG,Een (verkeers)ongeval met letselschade
MGP170226,BRA,Brand met letselschade
MGP170226,MIL,Het belasten van het milieu
MGP170230,ONG,Een (verkeers)ongeval met letselschade
MGP170232,ONG,Een (verkeers)ongeval met letselschade
MGP170235,ONG,Een (verkeers)ongeval met letselschade
MGP170239,TEL,Verhoogde kans op letsel bij een ongeval
MGP170242,ONG,Een (verkeers)ongeval met letselschade
MGP170245,NNB,(Nog) niet bekend
MGP170248,ONG,Een (verkeers)ongeval met letselschade
MGP170250,TEL,Verhoogde kans op letsel bij een ongeval
MGP170255,TEL,Verhoogde kans op letsel bij een ongeval
MGP170257,TEL,Verhoogde kans op letsel bij een ongeval
MGP170260,ONG,Een (verkeers)ongeval met letselschade
MGP170261,ONG,Een (verkeers)ongeval met letselschade
MGP170263,TEL,Verhoogde kans op letsel bij een ongeval
MGP170265,ONG,Een (verkeers)ongeval met letselschade
MGP170265,TEL,Verhoogde kans op letsel bij een ongeval
MGP170266,BRA,Brand met letselschade
MGP170266,MIL,Het belasten van het milieu
MGP170266,ONG,Een (verkeers)ongeval met letselschade
MGP170270,BRA,Brand met letselschade
MGP170270,MIL,Het belasten van het milieu
MGP170270,ONG,Een (verkeers)ongeval met letselschade
MGP170271,TEL,Verhoogde kans op letsel bij een ongeval
MGP170272,TEL,Verhoogde kans op letsel bij een ongeval
MGP170274,BRA,Brand met letselschade
MGP170274,MIL,Het belasten van het milieu
MGP170276,ONG,Een (verkeers)ongeval met letselschade
MGP170279,TEL,Verhoogde kans op letsel bij een ongeval
MGP170281,BRA,Brand met letselschade
MGP170281,MIL,Het belasten van het milieu
MGP170288,ONG,Een (verkeers)ongeval met letselschade
MGP170289,ONG,Een (verkeers)ongeval met letselschade
MGP170291,TEL,Verhoogde kans op letsel bij een ongeval
MGP170292,TEL,Verhoogde kans op letsel bij een ongeval
MGP170296,TEL,Verhoogde kans op letsel bij een ongeval
MGP170297,ONG,Een (verkeers)ongeval met letselschade
MGP170298,ONG,Een (verkeers)ongeval met letselschade
MGP170301,ONG,Een (verkeers)ongeval met letselschade
MGP170302,ONG,Een (verkeers)ongeval met letselschade
MGP170314,BRA,Brand met letselschade
MGP170314,MIL,Het belasten van het milieu
MGP170315,ONG,Een (verkeers)ongeval met letselschade
MGP170317,ONG,Een (verkeers)ongeval met letselschade
MGP170320,TEL,Verhoogde kans op letsel bij een ongeval
MGP170321,TEL,Verhoogde kans op letsel bij een ongeval
MGP170325,ONG,Een (verkeers)ongeval met letselschade
MGP170326,ONG,Een (verkeers)ongeval met letselschade
MGP170328,ONG,Een (verkeers)ongeval met letselschade
MGP170331,ONG,Een (verkeers)ongeval met letselschade
MGP170332,ONG,Een (verkeers)ongeval met letselschade
MGP170333,ONG,Een (verkeers)ongeval met letselschade
MGP170338,TEL,Verhoogde kans op letsel bij een ongeval
MGP170339,BRA,Brand met letselschade
MGP170339,MIL,Het belasten van het milieu
MGP170339,ONG,Een (verkeers)ongeval met letselschade
MGP170340,ONG,Een (verkeers)ongeval met letselschade
MGP170341,TEL,Verhoogde kans op letsel bij een ongeval
MGP170342,ONG,Een (verkeers)ongeval met letselschade
MGP170344,ONG,Een (verkeers)ongeval met letselschade
MGP170346,BRA,Brand met letselschade
MGP170346,ONG,Een (verkeers)ongeval met letselschade
MGP170348,ONG,Een (verkeers)ongeval met letselschade
MGP170349,ONG,Een (verkeers)ongeval met letselschade
MGP170350,TEL,Verhoogde kans op letsel bij een ongeval
MGP170351,ONG,Een (verkeers)ongeval met letselschade
MGP170353,ONG,Een (verkeers)ongeval met letselschade
MGP170354,TEL,Verhoogde kans op letsel bij een ongeval
MGP170355,ONG,Een (verkeers)ongeval met letselschade
MGP170357,ONG,Een (verkeers)ongeval met letselschade
MGP170358,TEL,Verhoogde kans op letsel bij een ongeval
MGP170359,NNB,(Nog) niet bekend
MGP170360,BRA,Brand met letselschade
MGP170362,ONG,Een (verkeers)ongeval met letselschade
MGP170363,ONG,Een (verkeers)ongeval met letselschade
MGP170366,TEL,Verhoogde kans op letsel bij een ongeval
MGP170367,TEL,Verhoogde kans op letsel bij een ongeval
MGP170370,BRA,Brand met letselschade
MGP170370,ONG,Een (verkeers)ongeval met letselschade
MGP170371,BRA,Brand met letselschade
MGP170371,MIL,Het belasten van het milieu
MGP170372,BRA,Brand met letselschade
MGP170374,BRA,Brand met letselschade
MGP170375,BRA,Brand met letselschade
MGP170376,BRA,Brand met letselschade
MGP170376,MIL,Het belasten van het milieu
MGP170376,ONG,Een (verkeers)ongeval met letselschade
MGP170377,ONG,Een (verkeers)ongeval met letselschade
MGP170378,MIL,Het belasten van het milieu
MGP170378,ONG,Een (verkeers)ongeval met letselschade
MGP170382,TEL,Verhoogde kans op letsel bij een ongeval
MGP170383,TEL,Verhoogde kans op letsel bij een ongeval
MGP170384,ONG,Een (verkeers)ongeval met letselschade
MGP170385,ONG,Een (verkeers)ongeval met letselschade
MGP170386,BRA,Brand met letselschade
MGP170386,ONG,Een (verkeers)ongeval met letselschade
MGP170387,BRA,Brand met letselschade
MGP170387,ONG,Een (verkeers)ongeval met letselschade
MGP170388,ONG,Een (verkeers)ongeval met letselschade
MGP170389,TEL,Verhoogde kans op letsel bij een ongeval
MGP170391,ONG,Een (verkeers)ongeval met letselschade
MGP170392,ONG,Een (verkeers)ongeval met letselschade
MGP170393,TEL,Verhoogde kans op letsel bij een ongeval
MGP170394,ONG,Een (verkeers)ongeval met letselschade
MGP170395,ONG,Een (verkeers)ongeval met letselschade
MGP170398,BRA,Brand met letselschade
MGP170398,ONG,Een (verkeers)ongeval met letselschade
MGP170402,TEL,Verhoogde kans op letsel bij een ongeval
MGP170404,NNB,(Nog) niet bekend
MGP170405,ONG,Een (verkeers)ongeval met letselschade
MGP170406,TEL,Verhoogde kans op letsel bij een ongeval
MGP170407,BRA,Brand met letselschade
MGP170407,ONG,Een (verkeers)ongeval met letselschade
MGP170408,TEL,Verhoogde kans op letsel bij een ongeval
MGP170410,TEL,Verhoogde kans op letsel bij een ongeval
MGP170415,ONG,Een (verkeers)ongeval met letselschade
MGP170416,BRA,Brand met letselschade
MGP170418,ONG,Een (verkeers)ongeval met letselschade
MGP170420,ONG,Een (verkeers)ongeval met letselschade
MGP170421,ONG,Een (verkeers)ongeval met letselschade
MGP170422,ONG,Een (verkeers)ongeval met letselschade
MGP170427,NNB,(Nog) niet bekend
MGP170428,NNB,(Nog) niet bekend
MGP170429,NNB,(Nog) niet bekend
MGP170430,ONG,Een (verkeers)ongeval met letselschade
MGP170431,MIL,Het belasten van het milieu
MGP170435,ONG,Een (verkeers)ongeval met letselschade
MGP170441,NNB,(Nog) niet bekend
MGP170442,TEL,Verhoogde kans op letsel bij een ongeval
MGP170445,ONG,Een (verkeers)ongeval met letselschade
MGP170448,BRA,Brand met letselschade
MGP170449,TEL,Verhoogde kans op letsel bij een ongeval
MGP170450,NNB,(Nog) niet bekend
MGP170452,MIL,Het belasten van het milieu
MGP170452,ONG,Een (verkeers)ongeval met letselschade
MGP170457,ONG,Een (verkeers)ongeval met letselschade
MGP170460,NNB,(Nog) niet bekend
MGP170463,ONG,Een (verkeers)ongeval met letselschade
MGP170467,ONG,Een (verkeers)ongeval met letselschade
MGP170469,TEL,Verhoogde kans op letsel bij een ongeval
MGP170470,ONG,Een (verkeers)ongeval met letselschade
MGP170472,TEL,Verhoogde kans op letsel bij een ongeval
MGP170474,TEL,Verhoogde kans op letsel bij een ongeval
MGP170476,BRA,Brand met letselschade
MGP170476,ONG,Een (verkeers)ongeval met letselschade
MGP170477,TEL,Verhoogde kans op letsel bij een ongeval
MGP170479,TEL,Verhoogde kans op letsel bij een ongeval
MGP170480,NNB,(Nog) niet bekend
MGP170481,BRA,Brand met letselschade
MGP170482,TEL,Verhoogde kans op letsel bij een ongeval
MGP170483,ONG,Een (verkeers)ongeval met letselschade
MGP170484,BRA,Brand met letselschade
MGP170485,BRA,Brand met letselschade
MGP170486,ONG,Een (verkeers)ongeval met letselschade
MGP170486,TEL,Verhoogde kans op letsel bij een ongeval
MGP170487,BRA,Brand met letselschade
MGP170488,BRA,Brand met letselschade
MGP170490,BRA,Brand met letselschade
MGP170491,ONG,Een (verkeers)ongeval met letselschade
MGP170493,ONG,Een (verkeers)ongeval met letselschade
MGP170496,ONG,Een (verkeers)ongeval met letselschade
MGP170503,ONG,Een (verkeers)ongeval met letselschade
MGP170504,ONG,Een (verkeers)ongeval met letselschade
MGP170505,ONG,Een (verkeers)ongeval met letselschade
MGP170506,ONG,Een (verkeers)ongeval met letselschade
MGP170507,ONG,Een (verkeers)ongeval met letselschade
MGP170509,ONG,Een (verkeers)ongeval met letselschade
MGP170510,ONG,Een (verkeers)ongeval met letselschade
MGP170511,MIL,Het belasten van het milieu
MGP170514,ONG,Een (verkeers)ongeval met letselschade
MGP170515,TEL,Verhoogde kans op letsel bij een ongeval
MGP170516,ONG,Een (verkeers)ongeval met letselschade
MGP170519,ONG,Een (verkeers)ongeval met letselschade
MGP170520,ONG,Een (verkeers)ongeval met letselschade
MGP170526,BRA,Brand met letselschade
MGP170527,TEL,Verhoogde kans op letsel bij een ongeval
MGP170529,BRA,Brand met letselschade
MGP170529,MIL,Het belasten van het milieu
MGP170531,ONG,Een (verkeers)ongeval met letselschade
MGP170532,ONG,Een (verkeers)ongeval met letselschade
