Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Holtrop & Jansma B.V.;;;;;;;1;;;1
Hondelhoeve;;;;;1;;;;;1
Honeywell Security Nederland;;1;;;;;;;;1
Hong Kong City;1;;;;;;;;;1
Hoogeboom Partyservice;1;;;;;;;;;1
Hoogenboom B.V.;;;;;1;;;;;1
Hooghiemstra Hardegarijp B.V.;;;;;;;1;;;1
Hoogvliet;1;;;;;;;;;1
Horeca Adviescentrum HTC;1;;;;;;;1;;1
Horeca Exploitatie Maatschappij Berlage B.V.;;;;;1;;;;;1
Horeca Exploitatie Maatschappij Zalmhuis B.V.;;;;;1;;;;;1
Horeca Exploitatie WWZ V. B.V.;;;;;1;;;;;1
Horeca Meubilair Den Haag B.V.;;;;;;;2;;;2
Horecadokters;1;;;;;;;;;1
Hornbach Bouwmarkt (Nederland) B.V.;;;;;;;1;;;1
Horticoop B.V.;;;;;;;;1;;1
Hosecam B.V.;;;;;1;;;;;1
Hospitality Design B.V.;1;;;;;;;;;1
Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;;;;;;;1
Hotel & Restaurant 'De Zon' B.V.;1;;;;;;;;;1
Hotel Boschhuis;;;;;1;;;;;1
Hotel Breukelen;1;;;;;;;;;1
Hotel Contact B.V.;1;;;;1;;;;;1
Hotel De Ville B.V.;;;;;1;;;;;1
Hotel Drachten B.V.;;;;;1;;;;;1
Hotel New York B.V.;1;;;;2;;;;;2
Hotel Papendal;1;;;;2;;;;;2
Hotel Restaurant Bitter en Zoet B.V.;1;;;;;;;;;1
Hotel Restaurant 'De Zandhorst' B.V.;1;;;;;;;;;1
Hotel Vianen B.V.;1;;;;;;;;;1
Hotel Zuiderduin B.V.;;;;;1;;;;;1
Hotel-CafÃ©-Restaurant Haarhuis;;;;;1;;;;;1
Hotel-CafÃ©-Restaurant 'Zwolle' B.V.;;;;;1;;;;;1
Hotel-Congrescentrum De Zeeuwse Stromen;;;;;1;;;;;1
Hotellerie De Holtweijde;;;;;1;;;;;1
House of Lords B.V.;;;;;2;;;;;2
Houx Digiprint;;;;;1;;;;;1
Hoveniersbedrijf Luijendijk V.O.F.;;;;;;;1;;;1
Hovo B.V.;;;;1;;;;;;1
Hr Telecom;;1;;;;;;;;1
Hugo Schipper B.V.;;;;;;;;1;;1
Huisartsenpraktijken Medi-Mere;;;;;;;;;1;1
Huize Bergen B.V.;;;;;1;;;;;1
Huize Molenaar B.V.;;;;;2;;;;;2
Human Office B.V.;;;;;;;1;;;1
Humor werkt producties;;;;;1;;;;;1
Humphrey Daniels;;;;;1;;;;;1
Humphrey's Utrecht B.V.;;;;;1;;;;;1
Hutten Business Catering Inclusiviteit B.V.;;;;;1;;;;;1
Hutten Catering B.V.;;;;;1;;;;;1
HW Communication;;;;;1;;;;;1
Hydroscope B.V.;;;;;;;1;;;1
Hygiene Consult Nederland;1;;2;;;;1;;;2
I.Q. Kunstuitleen B.V.;;;;;;;;1;;1
I.T.S. International Technical Service;;1;;;;;;;;1
i3 groep;;;;;;;;4;;4
IBG Advies;;;;;1;;;;;1
ICE Alarm B.V.;;1;;;;;;;;1
ICON Protect B.V.;;1;;;;;;;;1
ICU NL;;;;;1;;;;;1
ID Systemen Nederland B.V.;;;;;1;;1;1;;1
Ideeaanzee B.V.;;;;;2;;;;;2
IDEMIA The Netherlands B.V.;;;;;;;1;;;1
IFM Ecom;;;;;;;;1;;1
IJspaleis B.V.;;;;;1;;;;;1
IJsselfoort B.V.;;;;;;;;1;;1
IJsselhotel B.V.;;;;;1;;;;;1
illumina Netherlands B.V.;;;;;;;;2;;2
Imago Prints;;;;;1;;;;;1
Impero Romano Holding B.V.;;;;;1;;;;;1
Impresso;;;;;;;;1;;1
Impromex Technics B.V.;;;;;;;1;1;;1
Improvement-IT B.V.;;;;;;;;1;;1
IMV Nederland B.V.;;;;;;;;1;;1
In alle st(r)aten;;;;;1;;;;;1
In de Driehoek, congres- en vergadercentrum;;;;;3;;;;;3
In de Steigers B.V.;;;;;1;;;;;1
In2Content B.V.;;;;;;;1;;;1
Inbraakpreventie 'M.I.B.' B.V.;;2;;;;;;;;2
Incassobureau Plaggemars;;;;;;;;;1;1
Independent Forensic Services B.V.;;;;;;;;;1;1
Indisch Restaurant 'Bali' B.V.;;;;;1;;;;;1
Indisch Restaurant Garoeda;;;;;1;;;;;1
Indonesisch Restaurant Soeboer;1;;;;;;;;;1
Indoor Plant Services B.V.;;;;;;;1;;;1
Infratel B.V.;;;;;;;1;;;1
Inimini Catering;1;;;;;;;;;1
Innocom Bureau voor Bedrijfscommunicatie B.V.;;1;;;;;;1;;1
Inntel Hotels Rotterdam Centre;;;;;1;;;;;1
Inotec Barcode Security B.V.;;;;;;;;1;;1
Inscope B.V.;;;;;;;;1;;1
Insight Enterprises Netherlands B.V.;;;;1;;;;;;1
Installerende Partners Commun.techn. B.V.;;;;;;;1;1;;1
Instant Apeldoorn B.V.;;;;;;;;1;;1
Instituut van Internal Auditors Nederland;;;;;1;;;;;1
Instituut voor Veiligheid en Milieu B.V.;;1;;;;;;;;1
Instrument Solutions Benelux B.V.;;;;;;;;1;;1
Inter Zwolle B.V.;;;;;;;;1;;1
Intergarde B.V.;;1;;;;;;;;1
International Card Services B.V.;;;;;2;;;;;2
International Cleaning Service Nederland B.V.;;;7;;;;;;;7
Internet Verhuurshop B.V.;;;;;1;;;;;1
Internorm Roestvaststaal B.V.;;;;;;;;1;;1
Internova Professional Lighting B.V.;;;;;;;;1;;1
Interscience B.V.;;;;;;;;1;;1
Intertoys;;;;;1;;;;;1
Interwabo B.V.;;;;;;;1;1;;1
Intexso Adviesbureau B.V.;;;1;;;;;;;1
Intimus International Netherlands B.V.;;;;2;;;;1;;2
Intos B.V.;;;;;;;;1;;1
Intrum Justitia Nederland B.V.;;;;;;;1;;1;1
Investico E-Commerce;;;;;1;;;;;1
Invorderingskantoor Nederland B.V.;;;;;;;;;1;1
Iolan B.V.;;2;;;;;2;4;;4
IPD Research & Development B.V.;;;;;;;1;;;1
Iretail.Solutions B.V.;;;;;1;;;;;1
Iris, Stg. voor Christ. Voortgezet Onderwijs;;;;;1;;;;;1
Isolatiebedrijf Zirkzee B.V.;;;;1;;;;1;;1
ISS Catering Services B.V.;4;;;;1;;;;;4
ISS Integrated Facility Services B.V.;;;1;;;;;;;1
Istana Indonesisch Restaurant;;;;;1;;;;;1
Italiaans Afhaalcentrum Spiekeria;1;;;;;;;;;1
ITS Hendrion B.V.;;;;;;;;1;;1
Ivo Broekhuizen Communicatie;;;;;;;;2;;2
J&J world business group;;;;;1;;;;;1
J&Y t.h.o.d.n. Delifrance Zwolle;1;;;;1;;;;;1
J. Bergsma;;;;;;;;1;;1
J. de Groot;;;;;;;;1;;1
J. van Erp;;;;;;;;1;;1
J.H. Aalders V.O.F.;;;;;1;;;;;1
J.M. Abbenhuis;;;;;;;;1;;1
J.P. van Eesteren B.V.;;;;;;;2;;;2
Jaarbeurs B.V.;;;;;3;;;;;3
Jacobs & Jacobs B.V.;;;;;;;1;1;;1
Ja-maarÂ® B.V.;;;;;1;;;;;1
Jamak B.V.;;;;1;;;;1;;1
James Watt Leisure B.V.;;1;;;;;;;;1
Jan van Tuijn;;;;;1;;;;;1
Jan Voskamp Import en Export B.V.;;;;;;;1;;;1
Jan Zeeman;;;;;1;;;;;1
Jane flowers;;;;;1;;;;;1
Janssen Aanhangwagens;;;;;;;1;;;1
Janssen-Fritsen B.V.;;;;;;;;1;;1
Jaski Automaten B.V.;1;;;;;;1;;;1
Jasmijn-rondvaart;;;;;1;;;;;1
Jati;;;;;1;;;;;1
JC Products;;;;;;;2;;;2
Jeannette Heerschop Opleiding & Training;;1;;;;;;;;1
Jecor Professioneel B.V.;;1;;;;;;;;1
JeMaGo B.V.;;;;;;;1;1;;1
Jeol (Europe) B.V.;;;;;;;;2;;2
JFK projectinrichting;;;;;;;1;1;;1
Jiu-Jiu B.V.;1;;;;;;;;;1
Jobo Keuringen B.V.;;;;;;;;1;;1
Johnson Health Tech. Netherlands B.V.;;;;1;;;1;1;;2
Jonathan Vos photography;;;;;;;1;;;1
Jong Europe B.V.;;;;;;;;2;;2
Jongeneel B.V.;;;;;;;1;;;1
Jongh's Verhuurservice;;;;;1;;;;;1
Joop Harmans Scooters XL;;;;;;;1;;;1
Joost Broers Glas- en Schilderwerken;1;;;;;;;;;1
Jos Janssen Koel- en Elektrotechniek;;;;;;;;1;;1
Jos ten Berg's Handelmaatschappij B.V.;1;;1;1;;;;1;;2
Joulz Infradiensten B.V.;;;;;;;;;1;1
Joulz Meetbedrijf B.V.;;;;;;;;1;;1
JOUWÂ® bureau B.V.;;;;;1;;;;;1
Jukematics;;;;;;;;1;;1
Jumbo Entertainment;;;;;1;;;;;1
Jump Legal B.V.;;;;;;;1;;;1
Just Grapes;;;;;1;;;;;1
JZ Bedrijfshulpverlening;;2;;;;;;;;2
K&G Partyservice;1;;;;;;;;;1
K.L. Hartog B.V.;;;;;2;;;;;2
Kaap Doorn B.V.;;;;;1;;;;;1
Kaapse Brouwers B.V.;;;;;1;;;;;1
Kaartje2go;;;;;1;;;;;1
Kalibra International B.V.;;;;;;;;1;;1
Kalshoven Specialistische Reinigingen B.V.;;;1;;;;;;;1
Kamera Express;;;;;;;;1;;1
Kamper Sportprijzen en Graveerbedrijf;;;;;;;;1;;1
Kantoormeubelen Goeree;;;;;;;;1;;1
Kaphingst Online GmbH;;1;;;;;;;;1
Kapitein Anna Exploitatie B.V.;;;;;1;;;;;1
Karcher B.V.;;;1;;;;;1;;1
Kardex Systemen B.V.;;;;;;;;1;;1
Kassa Noord;;;;;;;;1;;1
Kassing-de Raaphof B.V.;;;;;1;;;;;1
Kasteel de Vanenburg B.V.;;;;;1;;;;;1
Kasteel de Wittenburg B.V.;;;;;1;;;;;1
Katja Visser Grafisch Ontwerp;;;;;1;;;;;1
KCC Nisbets B.V.;;;;1;;;;;;1
KDB expl.;1;;;;1;;;;;1
Kees Dijkman Containers B.V.;;;;1;;;;;;1
Kees Knaap Zeefdruk Twee V.O.F.;;;;;1;;;;;1
Keiretsu Europe B.V.;;;;;2;;;2;;3
Kemper en van Twist Diesel B.V.;;;;;;;1;;;1
Kemps Bike Totaal B.V.;;;;;;;;1;;1
Kennelbouw Exclusief V.O.F.;;1;;;;;;;;1
Kentie Nederland B.V.;;;;;;;;1;;1
Kerkcentrum Open Hof;;;;;1;;;;;1
Keukenhof B.V.;;;;;1;;;;;1
Keurslagerij Bon V.O.F.;1;;;;;;;;;1
Keurslagerij Nik Burger;1;;;;;;;;;1
Keurslagerij Pouw;;;;;1;;;;;1
Kevin Kaos Productions;1;;;;;;;;;1
Key Music Nederland B.V.;;;;;;;;1;;1
Keyprocessor B.V.;;;;;;;;1;;1
Key-Quality B.V.;;;1;;;;;;;1
KidsInbetween;;;;;1;;;;;1
KIES-Coaching Assen;;;;;1;;;;;1
KikoBeer;1;;;;;;;;;1
KIM Vormgeving B.V.;;;;;;;;1;;1
Kinderspel;;;;;;;1;;;1
King Nederland B.V.;5;;7;;;;1;2;;7
King Wall;;;;;;;1;;;1
Kinket Hattem B.V.;;;;;;;1;;;1
Kinsley HG. Europe;;1;;;;;;;;1
KJ Hekwerk B.V.;;;;;;;1;;;1
Klant & Zo;;;;;1;;;;;1
Kleurkeuze;;;;;1;;;;;1
Klikklak.nu;;;;;1;;;;;1
Klok Bouwmaterialen V.O.F.;;;;;;;1;;;1
Klok Glascentrale B.V.;;1;;;;;1;;;1
KMT Ter Apel B.V.;1;;;;;;;;;1
Knapzak Benelux B.V.;;;;;;;;1;;1
Koekkelkoren Dranken B.V.;1;;;;;;;;;1
Koffer- en Lederwarenfabriek Lejan B.V.;;2;;;;;;;;2
Koffie en Broodjes Iris;1;;;;;;;;;1
Koffiebranderij G. Peeze B.V.;1;;;;;;;;;1
Koi & vijvercentrum Noord-Holland;;;;;;;1;;;1
Kompas Vlaggen en masten;;;;1;;;;;;1
Kon. Ned. Veren. van Informatieprofessionals;;;;;1;;1;;;1
Koning & Hartman B.V.;;1;;;;;;;;1
Koning Willem I College;;;;;1;;;;;1
Koninklijk Instituut van Ingenieurs;;;;;1;;;;;1
Koninklijke Fabrieken Posthumus B.V.;;;;1;1;;;2;;2
Koninklijke PostNL B.V.;;;;1;;;;;;1
Koninklijke van der Most B.V.;;;;1;6;;;3;;6
Kookaparte;;;;;1;;;;;1
Kooning Schiphol B.V.;;;;;;;1;;;1
KOOZIE.EU;;;;;1;;;;;1
Kop Beveiliging B.V.;;3;;;;;;;;3
Korbeld Verhuur B.V.;;;;;;;1;;;1
Kors Hoogwerksystemen B.V.;;;;;;;1;1;;1
Kota Radja;1;;;;;;;;;1
KPN B.V.;;2;;;1;;;;1;2
Kraakman Perfors B.V.;;;;;;;;1;;1
Kraam- en evenementenverhuur Zutphen;;;;;1;;;;;1
Krabbendam Kadoverpakking B.V.;;;;;;;;1;;1
Kramer Fietsservice;;;;;;;;1;;1
Kramer Gieten B.V.;1;;;;;;1;1;;2
Kreeft V.O.F.;;;;;;;1;;;1
Kreko B.V.;1;;;;;;;;;1
Kris Kras context, content and design;;;;;2;;;;;2
Kris Kras Design B.V.;;;;;2;;;;;2
Kronenburg Promotie & Begeleiding B.V.;;;;;1;;;;;1
Kruidenier Fresh Food and Drinks B.V.;1;;;;;;;;;1
Kruizinga B.V.;;;;;;;;1;;1
KSB Repro;;;;;2;;;;;2
KTK Service;;;;;;;1;;;1
Kuipers Supermarkten B.V.;1;;;;1;;;;;1
KuiterGroningen;;;;;;;;1;;1
Kumpulan ReÃ¼nie- en Congrescentrum;;;;;1;;;;;1
Kunst.nl B.V.;;;;;;;2;;;2
Kunststofplaatverw. Ind. van Schagen B.V.;;;;;;;1;;;1
KVS Kantoorinrichtingen B.V.;;;;;;;1;;;1
Kwaliteitsslagerij VAN Loo;1;;;;;;;;;1
Kwaliteitsstichting Mediators;;;;;;;1;;;1
Kwintessens Produkties;;;;;1;;;;;1
L en S;;;;;;;1;;;1
L&S Specials B.V.;;;;;;;1;;;1
L. van Vliet Vorkheftrucks B.V.;;;;;;;;1;;1
La Cocotte;1;;;;;;;;;1
La Cour;1;;;;1;;;;;1
La Stanza B.V.;;;;;1;;;;;1
La Vina B.V.;;;;;1;;;;;1
LabMakelaar Benelux B.V.;;;;;;;;1;;1
LAHBAB;1;;;;;;;;;1
Lakwijk Kunststoffen B.V.;;;;;;;;1;;1
Lamboo Repair B.V.;;;;;;;;1;;1
Landbouwmechanisatiebedrijf Van den Berg B.V.;;;;;;;1;;;1
Landgoed Swaenenvecht B.V.;;;;;1;;;;;1
Lasaulec B.V.;;;;;;;;1;;1
Lavista Relatiegeschenken B.V.;;;;;1;;;;;1
Lazeron Plaagd.bestr. & Dienstverl. L.P.D.;;;1;;;;;;;1
Le Bistroquet B.V.;;;;;1;;;;;1
Le Strasbourg;;;;;2;;;;;2
Leaseplan Nederland N.V.;;;;;;;;;1;1
Leba 'Bakker' Sport B.V.;;1;;1;;;1;1;;1
Lederonline.nl;;;;;;;;1;;1
Lederverwerkende Industrie 'De Buffel';;1;;;;;;;;1
Leen Bakker;;;;;1;;;1;;1
Leeuwenhorst Beauty;2;;;;;;;;;2
Leica Geosystems B.V.;;;;;;;;1;;1
Leica Microsystems B.V.;;;;;;;;1;;1
Leidsch Dagblad;;;;;;;;;1;1
Lek Textiel Groothandel B.V.;;;;;1;;;;;1
Lekker Beleg;1;;;;;;;;;1
Lemar B.V.;1;;;;;;;;;1
Lemion B.V.;;;;;1;;;;;1
Lemon Grass Gastronomie B.V.;;;;;1;;;;;1
Lenting Project Loodgieters;;;;;;;;1;;1
Leonidas;;;;;1;;;;;1
Leonie Slingeland Filmpjes;;;;;1;;;;;1
Leontien Kuijpers Bloemen;;;;;1;;;;;1
Letro Lichtreclame B.V.;;;;1;;;;1;;1
Leylines B.V.;1;;;;;;;;;1
Leza Efficiency B.V.;;;;;;;1;;;1
Liander N.V.;;;;;;;1;;1;1
Life Fitness (Atlantic) B.V.;;;;;;;;1;;1
Light International B.V.;;;;;;;1;1;;1
Ligtenberg;;;;;1;;;;;1
Lijn43;;;;;4;;;;;4
Linde Gas Benelux B.V.;;;;;;;;1;;1
Linde Gas Therapeutics Benelux B.V.;;;;;;;1;1;;1
Linia B.V.;;;;;;;1;;;1
Linssen Elektrotechniek B.V.;;;;;;;1;;;1
Lips Brood- en Banketbakkerij;1;;;;;;;;;1
lizacompany;;1;;;1;;1;;;1
Lloyd's Register Nederland B.V.;;;;;;;1;;;1
LMB Den Haag B.V.;;;;;1;;;;;1
LMB Nieuwegein B.V.;;;;;1;;;;;1
Lodge Service (Nederland) B.V.;;1;;;;;;1;;1
Loetje aan 't IJ B.V.;;;;;1;;;;;1
Loggere Metaalwerken B.V.;;;;;;;1;;;1
Logic Medical B.V.;;;;;;;1;2;;2
logistiekconcurrent.nl;;1;;;;;;1;;1
LogoChoc B.V.;;;;;1;;;;;1
Lola's Arnhem B.V.;1;;;;;;;;;1
Lomitel Zuid B.V.;;;;;;;;1;;1
Loodg.- en Installatiebedrijf Van Kooten B.V.;;;;;;;;2;;2
Loodgiet.- & Inst.bedr. M. Schroevers B.V.;;;;;;;1;;;1
Loodgietersbedrijf Lantsink & Koning B.V.;;;;;;;1;;;1
Lorje's Goedkope Kantoorboekhandel;;;;;;;;1;;1
Lotuskring Assen;;1;;;;;;;;1
Lotuskring IJsselstein;;1;;;;;;;;1
Lourens van Vliet h.o.d.n. Bakkerij Bart;;;;;;;1;;;1
Lowie Kopie B.V.;;;;;1;;;;;1
Loyalty Queen B.V.;;;;;1;;;;;1
LTC Schaijk;;;;;;;;1;;1
Lubreda B.V.;;;;;1;;;;;1
Lubron Waterbehandeling B.V.;1;;;;;;1;;;1
Lucky Photobooth;;;;;1;;;;;1
Luden Utrecht;;;;;1;;;;;1
Lumineux;1;;;;;;;;;1
Lunchcaf� Zin In!;1;;;;;;;;;1
Lunchroom Delifrance;1;;;;;;;;;1
Lunchroom Figaro;1;;;;;;;;;1
Lunchroom Stout;1;;;;;;;;;1
Luxigo;;;;;1;;;;;1
Lyreco Nederland B.V.;;;;;;;;1;;1
M M S-Magneetservice B.V.;;;;;;;;1;;1
M&R Micro-Imaging;;;;;;;2;;;2
M. Blekendaal Polderwachter;;;;;1;;;;;1
M. Ex. T. Netherlands B.V.;;1;;;;;;;;1
M. Kooiman;;;;;;;;1;;1
M. Ringelberg Touringcars B.V.;;;;;1;;;;;1
M. van Beek;1;;;;;;;1;;1
M.A. Dam-Management Support;;1;;;;;;;;1
M.E. Design & Safety V.O.F.;;1;;1;;;1;;;1
M.J. Bakker t.h.o.d.n. CB Coffee-on-Wheels;1;;;;;;;;;1
M.J. de Baat Hoveniersbedrijf;;1;;;;;;;;1
M.M.C. International B.V.;;1;;;;;;;;1
Maarten Slooves Grafische Vormgeving B.V.;;;;;1;;;;;1
Maarten van der Weijden;;;;;1;;;;;1
Maas Communicatie B.V.;;;;;1;;;;;1
Maas International B.V.;7;;;;;;3;;;7
Maasdam Groep B.V.;;;;;;;3;;;3
Maasstad BHV;;2;;;;;;;;2
Maastricht Marketing;;;;;1;;;;;1
Machinehandel-Slijpservice van Nuland V.O.F.;;;;;;;;1;;1
MacTwin Security B.V.;;;;;;;1;;;1
Maessen Plastics B.V.;;;;;;;;1;;1
Magic Moves;;;;;1;;;;;1
Maguise Partycatering;2;;;;1;;;;;2
Mainpress B.V.;;1;1;;1;;1;2;;2
Maison Blanche Dael;;;;;1;;;;;1
Maison van den Boer B.V.;;;;;2;;;;;2
Malvern Panalytical B.V.;;;;;;;;1;;1
Mansier Tuinmachines V.O.F.;;;;;;;1;1;;1
Manutan B.V.;1;1;1;1;;1;2;3;;4
Maradona Creative Agency;;;;;1;;;;;1
Marca Projects Engineering;;;;;1;;;;;1
Marcel de Greef Schilderwerken;;;;;;;1;;;1
Marco Somer;;;;;1;;;;;1
Mari Frunt Woning-/Projectinr. Rosmalen B.V.;;;;;;;1;;;1
MariÃ«nhof Amersfoort B.V.;;;;;1;;;;;1
MARIA'S Biologische Catering en Eetwinkel;1;;;;;;;;;1
Mark Mieras Journalistiek;;;;;1;;;;;1
Markey Allround Sleutelservice;;;;;;;;1;;1
Marlies Dijkstra Communicatie;;;;;;;;1;;1
Martens EMA Support;;;;;;;1;2;;2
Martens Logistiek B.V.;;;1;1;;;;;;1
Masco Kantoor Installaties B.V.;;;;;;;;1;;1
Maskerade;;;;;1;;;;;1
Massagepraktijk Esfarona;;;;;1;;;;;1
Mastermate Brinkman B.V.;;;;;;;1;1;;1
Mastermate Van Ree;;;;;;;;1;;1
Matkan B.V.;;;;1;;;;;;1
Maurice Kikken Catering B.V.;1;;;;;;;;;1
Mauritshuis;;;;;1;;;;;1
MAX Company Amsterdam B.V.;1;;;;;;;;;1
MaxiAxi B.V.;;1;;;;;;;;1
Maxilia B.V.;;;;;1;;;;;1
Mayur Restaurant;;;;;1;;;;;1
MECC Maastricht B.V.;;;;;1;;;;;1
mecca V.O.F. candyonline;;;;;1;;;;;1
Medi Totaal B.V.;;1;;;;;;;;1
Media Groep Limburg B.V.;;;;;1;;;;;1
Media Markt Arena B.V.;;;;;;;;1;;1
Medicas Beheer B.V.;;;;;;;;;1;1
Medicsafe B.V.;;;;;;;;1;;1
Medifix B.V.;;;;;;;1;1;;1
Medipreventiecentrum B.V.;;;;;;;1;;;1
MediReva B.V.;;;;1;;;;;;1
Medisol B.V.;;1;;;;;1;;;1
Medizon B.V.;;1;;;;;;1;;1
Medo Clean V.O.F.;;;1;;;;;;;1
Med-Pac Incassopartners B.V.;;;;;;;;;1;1
Medutec B.V.;;2;;;;;;;;2
Meerweg Exploitatie Haren B.V.;;;;;1;;;;;1
Meeting Plaza Utrecht B.V.;;;;;1;;;;;1
Meetingselect B.V.;2;1;;;4;;;2;;4
Mega Cleaning Products B.V.;;;1;;;;;;;1
MEIBORG producties;;;;;1;;;;;1
Melger's Dranken B.V.;1;;;;;;;;;1
Meram Rotterdam West B.V.;1;;;;;;;;;1
Mercer (Nederland) B.V.;;1;;;;;;;;1
Merconet;;;;;;;;1;;1
Merkelbach Beheer en Management B.V.;;;;;;;1;;;1
Metos B.V.;1;;;;;;1;2;;3
Mettler-Toledo B.V.;;;;;;;;1;;1
Meulenbroek Machinebouw B.V.;;;;;;;;1;;1
Meulenkamp Tweewielers V.O.F.;;;;1;;;;;;1
Mevr. G.J.M. van Kaathoven van den Hoogen;;;;;1;;;;;1
Meyer Specialistische Reiniging B.V.;;;1;;;;;;;1
MF Services B.V.;1;;;;;;;;;1
Miedema Bouwmaterialen B.V.;;;;;;;1;;;1
Miele Nederland B.V.;;;;;;;;2;;2
Mierij Meteo Nederland;;;;;;;;1;;1
Miez;;;;;;;1;;;1
MijnPartyservice B.V.;;;;;1;;;;;1
Millers;;;;;1;;;;;1
Milvum B.V.;;;;;;;;2;;2
Mina Tuana Food Center;;;;1;;;;;;1
Mindcampus B.V.;;;;;;;1;;;1
Misco Solutions B.V.;;;;1;;;1;1;;1
Mister Aqua B.V.;1;;;;;;1;;;1
Mister Rotterdam;;;;;1;;;;;1
MIXACT;;;;;;;1;1;;1
Mmax Interieurbouw/ Between Projectstoelen;;;;;;;1;;;1
Mobile Containing B.V.;;;;;;;;1;;1
Moduli Print B.V.;;;;1;6;;1;1;;6
Mol Dordrecht Verhuur B.V.;;;;;;;1;;;1
Momice B.V.;;;;;1;;;;;1
Monega;;;;;1;;;;;1
Monuta Sol;;;;;1;;;;;1
Monuta Uitvaartverzorging N.V.;;;;;1;;;;;1
Mooie Boule;;1;;;;;;;;1
Mooirivier Congreshotel B.V.;;;;;2;;;;;2
Moon Horeca Exploitatie B.V.;;;;;1;;;;;1
Motel Haarlemmermeer B.V.;;;;;1;;;;;1
Motus B.V.;;;;;1;;;;;1
Move to Live International B.V.;;;;;;;1;;;1
Mr. Carrie;;;;;1;;;;;1
M-Ring Coating B.V.;;;;1;;;;;;1
MTR Reklame B.V.;;;;;;;1;;;1
Mullerwenskaarten;;;;;1;;;1;;1
Multi Project Services Facilities B.V.;;;2;;;;;;;2
Multicard Nederland B.V.;1;;;;;;;;;1
Multicopy Hoogeveen;;;;;1;;;;;1
Multicopy Lelystad B.V.;;;;;1;;;;;1
Multicopy Utr. Centr. Hoog Catharijne B.V.;;;;;1;;;;;1
MultiCopy Utrecht Centrum B.V.;;;;;1;;;;;1
Multigift Relatiegeschenken B.V.;;;;;1;;;;;1
Multi-Made B.V.;;;;;;;1;;;1
Multi-Post Services B.V.;;;;;;;;1;;1
MultiVlaai Retail B.V.;1;;;;1;;;;;1
Museum Catering B.V.;;;;;1;;;;;1
Museum Catering Den Haag B.V.;;;;;2;;;;;2
Museumkwartier B.V.;;;;;1;;;;;1
Muziekhuis Westerhaven;;;;;;;;1;;1
MyMicro Group B.V.;;;;;;;1;1;;1
MZ Beveiliging;;2;;;;;;;;2
N.G. de Hoog;;;;;1;;;;;1
N.I.B. Nationaal Incasso Bureau B.V.;;;;;;;;;1;1
N.V. Deventer Schouwburg;;;;;1;;;;;1
N.V. Empatec;;;;;;;;1;;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;;;;;;;;1;1
N.Y.P. Utrecht Centrum/New York Pizza Deliv.;1;;;;;;;;;1
Nabben Klokkenservice;;;;;;;1;;;1
Nachtveiligheidsdienst Haarlem B.V.;;2;;;;;;;;2
Nannings & Partners V.O.F. Dordrecht;1;;;;;;;;;1
Nationaal Bureau voor Communicatie B.V.;;;;;1;;;;;1
Nationaal Gevangenismuseum;1;;;;1;;1;;;1
Nationale Beeldbank B.V.;;;;;1;;;;;1
Nationale Dinerbon B.V.;;;;;1;;;;;1
Nauta B.V.;;1;;;;;;;;1
Nbd|biblion B.V.;;;;;;;;1;;1
NDC mediagroep B.V.;;;;;1;;;;;1
NEBO Foto-Video-Digitaal;;;;;1;;;;;1
Ned Cleaning Services B.V.;;;1;;;;;;;1
Ned. Ver. van Bedr.telecomm. Grootgebruikers;;;;;;;1;;;1
Ned. Ver. van Grooth. in de Tandheelkund. Br.;;;;;;;;1;;1
Nederland Veilig B.V.;;1;;;;;;;;1
Nederlands Dagblad B.V.;;;;;1;;;;;1
Nederlands Edelsteen Laboratorium;;;;;1;;;;;1
Nederlandse Tafeltennisbond;;;;;;;1;;;1
Nederlandse Vereniging Bedrijfshulpverlening;;1;;;;;;;;1
Nederlandse Vereniging voor Procesrecht;;;;;;;1;;;1
Nederlandse Vereniging voor Stralingshygiene;;;;;;;1;;;1
Neopost Finance B.V.;;;;1;;;;;;1
Neschen Benelux B.V.;;;;;;;;1;;1
Nespresso Nederland B.V.;2;;;;;;;1;;2
Netwerk;;;1;;;;;;;1
NetwerkShop;;1;;;;;;1;;1
Neuland Nederland;;;;;;;;1;;1
NEVERREST;;;;;1;;;;;1
NEVI-Purspective B.V.;;;;;;;1;;;1
New Babylon Meeting Center B.V.;;;;;2;;;;;2
New Kampong Kita;;;;;1;;;;;1
NFGD Zoetermeer B.V.;;;;;;;1;1;;1
NGO t.h.o.d.n. Spare Rib Express Drechtsteden;1;;;;;;;;;1
NH Den Haag;;;;;1;;;;;1
NHG Uitgeverij B.V.;;;;;1;;;;;1
nhow Rotterdam;;;;;1;;;;;1
Nian Uitgevers B.V.;;;;;;;;1;;1
NIBHV B.V.;;4;;;;;;;;4
NIC Best Deal B.V.;;;;;;;1;;;1
Niek Boes Productions;;;;;1;;;;;1
Niels Voogt;;;;;1;;;;;1
