FID,omschr,afst_obst,pos_omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegbermen_wegvak.1323,Berm met geleideconstructie,8 -> 8,Buitenberm,H,600150957,2021-11-01T00:00:00,1308,1330,060015095720211101,KLK0008111726,R,I,,"LINESTRING (234618.79419999942 577835.6499000005, 234613.87159999833 577842.1319000013, 234605.46240000054 577853.1501999982)"
wegbermen_wegvak.1324,Berm met geleideconstructie,8 -> 4.5,Buitenberm,H,600150957,2021-11-01T00:00:00,409,436,060015095720211101,KLK0008111723,R,I,,"LINESTRING (235162.50549999997 577119.7036000006, 235146.17599999905 577141.2058999985)"
wegbermen_wegvak.1325,Berm met geleideconstructie,8 -> 8,Buitenberm,H,600150957,2021-11-01T00:00:00,389,409,060015095720211101,KLK0008111722,R,I,,"LINESTRING (235174.6013999991 577103.7760000005, 235162.50549999997 577119.7036000006)"
wegbermen_wegvak.1326,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,600150957,2021-11-01T00:00:00,0,361,060015095720211101,KLK0008643926,R,I,,"LINESTRING (235401.17749999836 576787.989599999, 235381.0901999995 576822.5205000006, 235370.6079000011 576839.2655000016, 235356.13309999928 576861.4054000005, 235344.84230000153 576877.9133000001, 235334.30420000106 576892.6607000008, 235322.44170000032 576908.7589000016, 235252.3077000007 577001.7690000013, 235230.40480000153 577030.2952999994, 235191.53559999913 577081.4772999994)"
wegbermen_wegvak.1327,Berm met geleideconstructie,8 -> 4.5,Buitenberm,H,600150957,2021-11-01T00:00:00,1330,1357,060015095720211101,KLK0008643930,R,I,,"LINESTRING (234605.46240000054 577853.1501999982, 234589.08159999922 577874.6134000011)"
wegbermen_wegvak.1328,Berm met geleideconstructie,4.5 -> 8,Buitenberm,H,600150957,2021-11-01T00:00:00,1277,1308,060015095720211101,KLK0008643929,R,I,,"LINESTRING (234637.54289999977 577810.9620999992, 234618.79419999942 577835.6499000005)"
wegbermen_wegvak.1329,Berm met geleideconstructie,4.5 -> 8,Buitenberm,H,600150957,2021-11-01T00:00:00,361,389,060015095720211101,KLK0008643927,R,I,,"LINESTRING (235191.53559999913 577081.4772999994, 235174.6013999991 577103.7760000005)"
wegbermen_wegvak.1330,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,600150957,2021-11-01T00:00:00,436,1277,060015095720211101,KLK0008643928,R,I,,"LINESTRING (235146.17599999905 577141.2058999985, 234637.54289999977 577810.9620999992)"
wegbermen_wegvak.1379,Berm met geleideconstructie,1.5 -> 1.5,Buitenberm,T,600469462,2021-11-01T00:00:00,0,52,060046946220211101,KLK0008224524,L,I,,"LINESTRING (198858.0362999998 316276.9666999988, 198854.54289999977 316282.0566999987, 198830.5951000005 316321.1281000003)"
wegbermen_wegvak.1331,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,600150957,2021-11-01T00:00:00,1357,1530,060015095720211101,KLK0010045224,R,I,,"LINESTRING (234589.08159999922 577874.6134000011, 234577.46930000186 577889.8284999989, 234560.0436999984 577912.2424000017, 234546.7375999987 577928.7809999995, 234533.97960000113 577944.1812000014, 234521.00389999896 577959.4008000009, 234507.6570999995 577974.3022000007, 234491.8914999999 577990.9512000009, 234476.99109999835 578005.9886999987)"
wegbermen_wegvak.1332,Geleide barriers,1 -> 1,Middenberm,T,600150957,2021-11-01T00:00:00,0,1530,060015095720211101,KLK0010045225,R,I,,"LINESTRING (235401.17749999836 576787.989599999, 235381.0901999995 576822.5205000006, 235370.6079000011 576839.2655000016, 235356.13309999928 576861.4054000005, 235344.84230000153 576877.9133000001, 235334.30420000106 576892.6607000008, 235322.44170000032 576908.7589000016, 235252.3077000007 577001.7690000013, 235230.40480000153 577030.2952999994, 234613.87159999833 577842.1319000013, 234577.46930000186 577889.8284999989, 234560.0436999984 577912.2424000017, 234546.7375999987 577928.7809999995, 234533.97960000113 577944.1812000014, 234521.00389999896 577959.4008000009, 234507.6570999995 577974.3022000007, 234491.8914999999 577990.9512000009, 234476.99109999835 578005.9886999987)"
wegbermen_wegvak.1333,Vecu-Sec,3.5 -> 3.5,Middenberm,T,600150228,2021-11-01T00:00:00,63,101,060015022820211101,KLK0008218418,L,I,,"LINESTRING (227451.58300000057 537009.178199999, 227451.28660000116 537008.5304000005, 227439.3189000003 536981.7544, 227436.2052000016 536974.4299999997)"
wegbermen_wegvak.1334,Berm met geleideconstructie,3.5 -> 3.5,Middenberm,T,600150228,2021-11-01T00:00:00,101,192,060015022820211101,KLK0008110992,L,I,,"LINESTRING (227436.2052000016 536974.4299999997, 227423.6719999984 536944.9483000003, 227408.75499999896 536907.8337000012, 227401.94999999925 536890.1319000013)"
wegbermen_wegvak.1335,Obstakelvrije berm,,Buitenberm,H,600150228,2021-11-01T00:00:00,131,175,060015022820211101,KLK0008643509,L,I,,"LINESTRING (227424.46819999814 536946.8211999983, 227423.6719999984 536944.9483000003, 227408.75499999896 536907.8337000012, 227408.05000000075 536905.9998000003)"
wegbermen_wegvak.1336,Berm met geleideconstructie,.5 -> .5,Buitenberm,T,600470834,2021-11-01T00:00:00,182,357,060047083420211101,KLK0008210339,R,I,,"LINESTRING (119193.57930000126 483637.0507999994, 119169.0113000013 483635.501600001, 119024.1149000004 483625.40300000086, 119019.16530000046 483624.98000000045, 119019.0009999983 483624.94640000165)"
wegbermen_wegvak.1337,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600470834,2021-11-01T00:00:00,59,112,060047083420211101,KLK0008250580,R,I,,"LINESTRING (119311.22049999982 483608.1779999994, 119309.76979999989 483608.7324000001, 119300.63670000061 483612.8088000007, 119278.07429999858 483623.40839999914, 119271.1037000008 483626.3698000014, 119262.71180000156 483629.4626000002)"
wegbermen_wegvak.1338,Berm met geleideconstructie,1 -> .5,Buitenberm,T,600470834,2021-11-01T00:00:00,49,182,060047083420211101,KLK0008250585,R,I,,"LINESTRING (119320.59230000153 483604.6959999986, 119319.10680000111 483605.1645000018, 119309.76979999989 483608.7324000001, 119300.63670000061 483612.8088000007, 119278.07429999858 483623.40839999914, 119271.1037000008 483626.3698000014, 119261.71339999884 483629.8304999992, 119252.18560000136 483632.6517999992, 119247.31019999832 483633.805399999, 119240.91519999877 483635.0192999989, 119231.00200000033 483636.36100000143, 119225.65879999846 483636.92020000145, 119220.6922999993 483637.2371000014, 119210.6875 483637.5469999984, 119196.9908999987 483637.26590000093, 119193.57930000126 483637.0507999994)"
wegbermen_wegvak.1339,RIMOB,1.75 -> 1.75,Buitenberm,T,600470834,2021-11-01T00:00:00,9,16,060047083420211101,KLK0008250583,R,I,,"LINESTRING (119359.77589999884 483597.2316999994, 119358.77039999887 483597.28510000184, 119353.78830000013 483597.7087999992, 119352.80260000005 483597.82919999957)"
wegbermen_wegvak.1340,Berm met geleideconstructie,1.25 -> .5,Buitenberm,H,600470834,2021-11-01T00:00:00,140,415,060047083420211101,KLK0008250582,R,I,,"LINESTRING (119235.48470000178 483635.7542999983, 119231.00200000033 483636.36100000143, 119225.65879999846 483636.92020000145, 119220.6922999993 483637.2371000014, 119210.6875 483637.5469999984, 119196.9908999987 483637.26590000093, 119169.0113000013 483635.501600001, 119024.1149000004 483625.40300000086, 119019.16530000046 483624.98000000045, 119004.3198999986 483621.9483000003, 118962.24450000003 483613.00279999897)"
wegbermen_wegvak.1341,Berm met geleideconstructie,3.5 -> 1.25,Buitenberm,H,600470834,2021-11-01T00:00:00,112,140,060047083420211101,KLK0008250581,R,I,,"LINESTRING (119262.71180000156 483629.4626000002, 119261.71339999884 483629.8304999992, 119252.18560000136 483632.6517999992, 119247.31019999832 483633.805399999, 119240.91519999877 483635.0192999989, 119235.48470000178 483635.7542999983)"
wegbermen_wegvak.1342,Berm met geleideconstructie,1.75 -> 1,Buitenberm,T,600470834,2021-11-01T00:00:00,16,49,060047083420211101,KLK0008531544,R,I,,"LINESTRING (119352.80260000005 483597.82919999957, 119346.01979999989 483598.65780000016, 119336.19009999931 483600.4221000001, 119326.48600000143 483602.83740000054, 119320.59230000153 483604.6959999986)"
wegbermen_wegvak.1343,Berm met geleideconstructie,1 -> 3.5,Buitenberm,H,600470834,2021-11-01T00:00:00,15,59,060047083420211101,KLK0008531543,R,I,,"LINESTRING (119353.79520000145 483597.7082000002, 119353.78830000013 483597.7087999992, 119346.01979999989 483598.65780000016, 119336.19009999931 483600.4221000001, 119326.48600000143 483602.83740000054, 119319.10680000111 483605.1645000018, 119311.22049999982 483608.1779999994)"
wegbermen_wegvak.1344,Berm met geleideconstructie,1 -> 1,Buitenberm,H,600470834,2021-11-01T00:00:00,0,15,060047083420211101,KLK0008531542,R,I,,"LINESTRING (119368.76319999993 483596.75459999964, 119358.77039999887 483597.28510000184, 119353.79520000145 483597.7082000002)"
wegbermen_wegvak.1345,Berm met geleideconstructie,.5 -> .5,Buitenberm,T,600470834,2021-11-01T00:00:00,388,431,060047083420211101,KLK0008798755,R,I,,"LINESTRING (118988.65419999883 483618.6176000014, 118946.63280000165 483609.68360000104)"
wegbermen_wegvak.1346,Berm met geleideconstructie,3.5 -> 4,Buitenberm,H,600468667,2021-11-01T00:00:00,1756,1786,060046866720211101,KLK0008218134,R,I,,"LINESTRING (206713.44029999897 505066.17819999903, 206717.0423000008 505068.0998999998, 206739.92130000144 505080.74430000037)"
wegbermen_wegvak.1347,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600468667,2021-11-01T00:00:00,1290,1756,060046866720211101,KLK0008218133,R,I,,"LINESTRING (206285.09919999912 504884.28500000015, 206315.7168999985 504894.3247999996, 206334.6420999989 504900.7930999994, 206360.73600000143 504909.999400001, 206398.30160000175 504923.74109999835, 206426.5304000005 504934.54560000077, 206463.78559999913 504949.1185000017, 206505.74720000103 504966.4343000017, 206524.1405000016 504974.2936999984, 206560.66939999908 504990.64070000127, 206609.3916000016 505013.36080000177, 206626.26779999956 505021.40579999983, 206644.2063000016 505030.21079999954, 206662.10550000146 505039.13760000095, 206681.77980000153 505049.2873999998, 206713.44029999897 505066.17819999903)"
wegbermen_wegvak.1348,Berm met geleideconstructie,3 -> 3.5,Buitenberm,H,600468667,2021-11-01T00:00:00,605,1290,060046866720211101,KLK0008218128,R,I,,"LINESTRING (205617.99549999833 504730.16959999874, 205876.39719999954 504784.6607000008, 206048.36960000172 504821.08210000023, 206084.753800001 504829.13219999894, 206123.66930000111 504838.34899999946, 206137.5566000007 504841.8288999982, 206156.90949999914 504846.76099999994, 206176.21939999983 504851.97360000014, 206214.5326000005 504862.7228000015, 206252.87920000032 504874.1270000003, 206277.7146999985 504881.86349999905, 206285.09919999912 504884.28500000015)"
wegbermen_wegvak.1349,Vecu-Sec,3 -> 3,Buitenberm,H,600468667,2021-11-01T00:00:00,599,605,060046866720211101,KLK0008218127,R,I,,"LINESTRING (205612.12460000068 504728.9316000007, 205617.99549999833 504730.16959999874)"
wegbermen_wegvak.1350,Berm met geleideconstructie,3 -> 3,Buitenberm,H,600468667,2021-11-01T00:00:00,0,599,060046866720211101,KLK0008218125,R,I,,"LINESTRING (205025.99769999832 504605.4158000015, 205362.566300001 504676.4763999991, 205541.0137999989 504713.935899999, 205612.12460000068 504728.9316000007)"
wegbermen_wegvak.1351,Berm met geleideconstructie,.5 -> .5,Middenberm,T,600468667,2021-11-01T00:00:00,0,1786,060046866720211101,KLK0009773526,R,I,,"LINESTRING (205025.99769999832 504605.4158000015, 205362.566300001 504676.4763999991, 205541.0137999989 504713.935899999, 205876.39719999954 504784.6607000008, 206048.36960000172 504821.08210000023, 206084.753800001 504829.13219999894, 206123.66930000111 504838.34899999946, 206137.5566000007 504841.8288999982, 206156.90949999914 504846.76099999994, 206176.21939999983 504851.97360000014, 206214.5326000005 504862.7228000015, 206252.87920000032 504874.1270000003, 206277.7146999985 504881.86349999905, 206315.7168999985 504894.3247999996, 206334.6420999989 504900.7930999994, 206360.73600000143 504909.999400001, 206398.30160000175 504923.74109999835, 206426.5304000005 504934.54560000077, 206463.78559999913 504949.1185000017, 206505.74720000103 504966.4343000017, 206524.1405000016 504974.2936999984, 206560.66939999908 504990.64070000127, 206609.3916000016 505013.36080000177, 206626.26779999956 505021.40579999983, 206644.2063000016 505030.21079999954, 206662.10550000146 505039.13760000095, 206681.77980000153 505049.2873999998, 206717.0423000008 505068.0998999998, 206739.92130000144 505080.74430000037)"
wegbermen_wegvak.1352,Uitgebogen,4 -> 5,Buitenberm,H,600144616,2021-11-01T00:00:00,0,39,060014461620211101,KLK0008225300,L,I,,"LINESTRING (188516.05750000104 321531.30860000104, 188478.89350000024 321519.48319999874)"
wegbermen_wegvak.1353,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600144616,2021-11-01T00:00:00,39,79,060014461620211101,KLK0008225299,L,I,,"LINESTRING (188478.89350000024 321519.48319999874, 188463.95439999923 321514.7296000011, 188442.50070000067 321504.0727000013)"
wegbermen_wegvak.1354,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,600141944,2021-11-01T00:00:00,519,772,060014194420211101,KLK0008224840,L,I,,"LINESTRING (181445.07499999925 320917.94200000167, 181194.61250000075 320953.6849000007)"
wegbermen_wegvak.1355,Berm met geleideconstructie,2.5 -> 2.5,Middenberm,T,600141944,2021-11-01T00:00:00,138,1082,060014194420211101,KLK0008224827,L,I,,"LINESTRING (181822.4593999982 320865.6532999985, 181805.16059999913 320867.62959999964, 181765.46669999883 320872.5967999995, 181678.5450000018 320884.62409999967, 181124.71269999817 320963.66010000184, 180969.59450000152 320985.6372999996, 180929.96299999952 320991.1009999998, 180900.5097000003 320994.8953000009, 180887.58060000092 320996.44469999894)"
wegbermen_wegvak.1380,Ondergronds,1.5 -> 1.5,Buitenberm,T,600469443,2021-11-01T00:00:00,79,80,060046944320211101,KLK0008224535,L,I,,"LINESTRING (198891.21840000153 316231.1948999986, 198890.6240000017 316231.99909999967)"
wegbermen_wegvak.1381,Berm met geleideconstructie,1.5 -> 1.5,Buitenberm,T,600469443,2021-11-01T00:00:00,80,119,060046944320211101,KLK0008224534,L,I,,"LINESTRING (198890.6240000017 316231.99909999967, 198867.7049999982 316263.0080000013)"
wegbermen_wegvak.1356,Berm met geleideconstructie,8 -> 8,Middenberm,T,600141944,2021-11-01T00:00:00,1082,1566,060014194420211101,KLK0008224824,L,I,,"LINESTRING (180887.58060000092 320996.44469999894, 180880.64990000054 320997.27519999817, 180860.7688000016 320999.4534999989, 180821.3310999982 321003.25840000063, 180801.3936999999 321004.84050000086, 180782.54100000113 321006.0982999988, 180762.5725999996 321007.11400000006, 180748.25510000065 321007.65619999915, 180728.26590000093 321008.15579999983, 180710.4699999988 321008.24130000174, 180690.47480000183 321008.02259999886, 180670.48319999874 321007.443500001, 180653.01720000058 321006.65769999847, 180633.063000001 321005.4098000005, 180613.1248999983 321003.83370000124, 180595.74439999834 321002.1411000006, 180575.88489999995 320999.88120000064, 180556.05590000004 320997.25560000166, 180535.95560000092 320994.2580000013, 180516.23189999908 320990.868999999, 180496.57239999995 320987.1887000017, 180476.98580000177 320983.1394999996, 180450.01630000025 320976.92709999904, 180430.61719999835 320972.06920000166, 180414.10550000146 320967.6182000004, 180408.0009999983 320965.8605000004)"
wegbermen_wegvak.1357,Berm met geleideconstructie,2.5 -> 8,Middenberm,T,600141944,2021-11-01T00:00:00,1566,1743,060014194420211101,KLK0008224823,L,I,,"LINESTRING (180408.0009999983 320965.8605000004, 180394.89389999956 320962.0865000002, 180381.04309999943 320957.85979999974, 180349.20230000094 320947.4070000015, 180330.375 320940.70270000026, 180322.11879999936 320937.6853, 180296.1875 320927.53350000083, 180277.7034999989 320919.9138999991, 180265.21189999953 320914.5225000009, 180246.98559999838 320906.3090999983, 180242.32690000162 320904.10610000044)"
wegbermen_wegvak.1358,Berm met geleideconstructie,2.5 -> 2.5,Middenberm,T,600141944,2021-11-01T00:00:00,1743,1797,060014194420211101,KLK0008224822,L,I,,"LINESTRING (180242.32690000162 320904.10610000044, 180233.12000000104 320899.7522, 180215.1772999987 320890.9239999987, 180203.16910000145 320884.6713999994, 180194.1457999982 320879.74599999934)"
wegbermen_wegvak.1359,Berm met geleideconstructie,2.5 -> 5,Middenberm,T,600141944,2021-11-01T00:00:00,1797,1882,060014194420211101,KLK0008224812,L,I,,"LINESTRING (180194.1457999982 320879.74599999934, 180185.6163999997 320875.0903000012, 180169.5859999992 320865.9728000015, 180152.39939999953 320855.81219999865, 180138.4690000005 320847.2078000009, 180121.27679999918 320836.0384000018)"
wegbermen_wegvak.1360,Berm met geleideconstructie,1 -> 2.5,Middenberm,T,600141944,2021-11-01T00:00:00,1882,2081,060014194420211101,KLK0008224811,L,I,,"LINESTRING (180121.27679999918 320836.0384000018, 180114.9792000018 320831.9470000006, 180098.40929999948 320820.7404000014, 180078.8478000015 320806.8568999991, 180063.89620000124 320795.7985999994, 180047.96279999986 320783.7162999995, 180032.16950000077 320771.4653000012, 180001.70800000057 320746.9461000003, 179986.44220000133 320734.15459999815, 179963.84279999882 320714.5806999989)"
wegbermen_wegvak.1361,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600141944,2021-11-01T00:00:00,906,2217,060014194420211101,KLK0008224815,L,I,,"LINESTRING (181061.94750000164 320972.55270000175, 180969.59450000152 320985.6372999996, 180929.96299999952 320991.1009999998, 180900.5097000003 320994.8953000009, 180880.64990000054 320997.27519999817, 180860.7688000016 320999.4534999989, 180821.3310999982 321003.25840000063, 180801.3936999999 321004.84050000086, 180782.54100000113 321006.0982999988, 180762.5725999996 321007.11400000006, 180748.25510000065 321007.65619999915, 180728.26590000093 321008.15579999983, 180710.4699999988 321008.24130000174, 180690.47480000183 321008.02259999886, 180670.48319999874 321007.443500001, 180653.01720000058 321006.65769999847, 180633.063000001 321005.4098000005, 180613.1248999983 321003.83370000124, 180595.74439999834 321002.1411000006, 180575.88489999995 320999.88120000064, 180556.05590000004 320997.25560000166, 180535.95560000092 320994.2580000013, 180516.23189999908 320990.868999999, 180496.57239999995 320987.1887000017, 180476.98580000177 320983.1394999996, 180450.01630000025 320976.92709999904, 180430.61719999835 320972.06920000166, 180414.10550000146 320967.6182000004, 180394.89389999956 320962.0865000002, 180381.04309999943 320957.85979999974, 180349.20230000094 320947.4070000015, 180330.375 320940.70270000026, 180322.11879999936 320937.6853, 180296.1875 320927.53350000083, 180277.7034999989 320919.9138999991, 180265.21189999953 320914.5225000009, 180246.98559999838 320906.3090999983, 180233.12000000104 320899.7522, 180215.1772999987 320890.9239999987, 180203.16910000145 320884.6713999994, 180185.6163999997 320875.0903000012, 180169.5859999992 320865.9728000015, 180152.39939999953 320855.81219999865, 180138.4690000005 320847.2078000009, 180114.9792000018 320831.9470000006, 180098.40929999948 320820.7404000014, 180078.8478000015 320806.8568999991, 180063.89620000124 320795.7985999994, 180047.96279999986 320783.7162999995, 180032.16950000077 320771.4653000012, 180001.70800000057 320746.9461000003, 179986.44220000133 320734.15459999815, 179956.20320000127 320707.96379999816, 179935.7124999985 320689.7140999995, 179906.23279999942 320662.7012999989, 179891.57719999924 320649.08949999884, 179863.73200000077 320622.8103)"
wegbermen_wegvak.1362,Berm met geleideconstructie,.75 -> 1.5,Middenberm,T,600141944,2021-11-01T00:00:00,0,9,060014194420211101,KLK0008224858,L,I,,"LINESTRING (181960.05220000073 320855.61930000037, 181951.05909999833 320855.9732000008)"
wegbermen_wegvak.1363,Vecu-Sec,.75 -> .75,Middenberm,T,600141944,2021-11-01T00:00:00,9,47,060014194420211101,KLK0008224857,L,I,,"LINESTRING (181951.05909999833 320855.9732000008, 181924.2071999982 320857.02969999984, 181913.09899999946 320857.68019999936)"
wegbermen_wegvak.1364,Berm met geleideconstructie,3.5 -> 3.5,Buitenberm,H,600141944,2021-11-01T00:00:00,0,236,060014194420211101,KLK0008224844,L,I,,"LINESTRING (181960.05220000073 320855.61930000037, 181924.2071999982 320857.02969999984, 181904.23889999837 320858.19900000095, 181878.3225999996 320860.1403999999, 181858.4023000002 320861.93890000135, 181825.0315000005 320865.3594999984, 181805.16059999913 320867.62959999964, 181765.46669999883 320872.5967999995, 181725.26449999958 320878.1596000008)"
wegbermen_wegvak.1365,Berm met geleideconstructie,5 -> 3.5,Buitenberm,H,600141944,2021-11-01T00:00:00,236,314,060014194420211101,KLK0008224843,L,I,,"LINESTRING (181725.26449999958 320878.1596000008, 181678.5450000018 320884.62409999967, 181648.01889999956 320888.98039999977)"
wegbermen_wegvak.1366,Berm met geleideconstructie,5 -> 5,Buitenberm,H,600141944,2021-11-01T00:00:00,314,437,060014194420211101,KLK0008224842,L,I,,"LINESTRING (181648.01889999956 320888.98039999977, 181526.2525999993 320906.3574000001)"
wegbermen_wegvak.1367,Berm met geleideconstructie,4.5 -> 5,Buitenberm,H,600141944,2021-11-01T00:00:00,437,519,060014194420211101,KLK0008224841,L,I,,"LINESTRING (181526.2525999993 320906.3574000001, 181445.07499999925 320917.94200000167)"
wegbermen_wegvak.1368,Berm met geleideconstructie,4 -> 4.5,Buitenberm,H,600141944,2021-11-01T00:00:00,772,906,060014194420211101,KLK0008224839,L,I,,"LINESTRING (181194.61250000075 320953.6849000007, 181124.71269999817 320963.66010000184, 181061.94750000164 320972.55270000175)"
wegbermen_wegvak.1369,Berm met geleideconstructie,2.5 -> .75,Middenberm,T,600141944,2021-11-01T00:00:00,47,138,060014194420211101,KLK0008224838,L,I,,"LINESTRING (181913.09899999946 320857.68019999936, 181904.23889999837 320858.19900000095, 181878.3225999996 320860.1403999999, 181858.4023000002 320861.93890000135, 181825.0315000005 320865.3594999984, 181822.4593999982 320865.6532999985)"
wegbermen_wegvak.1370,Berm met geleideconstructie,1 -> 1,Middenberm,T,600141944,2021-11-01T00:00:00,2081,2217,060014194420211101,KLK0010052338,L,I,,"LINESTRING (179963.84279999882 320714.5806999989, 179956.20320000127 320707.96379999816, 179935.7124999985 320689.7140999995, 179906.23279999942 320662.7012999989, 179891.57719999924 320649.08949999884, 179863.73200000077 320622.8103)"
wegbermen_wegvak.1371,Terminal,1.25 -> 1.25,Buitenberm,T,600144865,2021-11-01T00:00:00,100,101,060014486520211101,KLK0008225298,L,I,,"LINESTRING (188630.9472000003 321598.87970000133, 188630.14200000092 321598.2866999991)"
wegbermen_wegvak.1372,Berm met geleideconstructie,1 -> 1.25,Buitenberm,T,600144865,2021-11-01T00:00:00,101,118,060014486520211101,KLK0008225297,L,I,,"LINESTRING (188630.14200000092 321598.2866999991, 188616.45320000127 321588.2061999999)"
wegbermen_wegvak.1373,Berm met geleideconstructie,1 -> 1,Buitenberm,T,600144865,2021-11-01T00:00:00,118,195,060014486520211101,KLK0008225296,L,I,,"LINESTRING (188616.45320000127 321588.2061999999, 188585.0645999983 321565.09149999917, 188552.2250000015 321546.3995000012)"
wegbermen_wegvak.1374,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,600142724,2021-11-01T00:00:00,0,107,060014272420211101,KLK0008825002,L,I,,"LINESTRING (182066.6442000009 320866.29190000147, 182052.41420000046 320863.2895000018, 182025.79289999977 320861.2639000006, 181994.5417000018 320859.81709999964, 181960.05220000073 320855.61930000037)"
wegbermen_wegvak.1375,Verhoogde/verlaagde berm,,Buitenberm,H,600460761,2021-09-01T00:00:00,0,24,060046076120210901,KLK0010138749,L,I,,"LINESTRING (40148.352699998766 411477.73860000074, 40148.625900000334 411477.7028999999, 40148.89950000122 411477.67119999975, 40149.1735999994 411477.64350000024, 40149.44810000062 411477.6196000017, 40149.72289999947 411477.59970000014, 40149.997900001705 411477.58370000124, 40150.27320000157 411477.5716999993, 40150.5485999994 411477.5636, 40150.824000000954 411477.5595000014, 40151.09950000048 411477.5593000017, 40151.375 411477.563099999, 40151.650400001556 411477.57079999894, 40151.92570000142 411477.58249999955, 40152.20069999993 411477.59809999913, 40152.47549999878 411477.61769999936, 40152.75 411477.64119999856, 40153.02419999987 411477.66860000044, 40153.297899998724 411477.69999999925, 40153.57110000029 411477.73530000076, 40153.84380000085 411477.7745000012, 40154.115899998695 411477.81760000065, 40154.38740000129 411477.86459999904, 40154.65819999948 411477.9155000001, 40154.928199999034 411477.97019999847, 40155.197399999946 411478.0287999995, 40155.465700000525 411478.0912999995, 40155.73310000077 411478.15769999847, 40155.99949999899 411478.22780000046, 40156.2648999989 411478.3018000014, 40156.529199998826 411478.37959999964, 40156.79230000079 411478.4611000009, 40157.05429999903 411478.5463999994, 40157.31500000134 411478.6354999989, 40157.574400000274 411478.7283000015, 40157.83249999955 411478.8247999996, 40158.08909999952 411478.92500000075, 40158.34430000186 411479.0287999995, 40158.59800000116 411479.1363000013, 40158.85009999946 411479.24749999866, 40159.10049999878 411479.3621999994, 40159.34930000082 411479.48050000146, 40159.596400000155 411479.60240000114, 40159.841699998826 411479.72780000046, 40160.085200000554 411479.8566999994, 40160.32679999992 411479.98910000175, 40160.566500000656 411480.1248999983, 40160.80420000106 411480.26419999823, 40161.03990000114 411480.40680000186, 40161.273499999195 411480.5529000014, 40161.50499999896 411480.70219999924, 40161.73440000042 411480.85489999875, 40161.96150000021 411481.0108000003, 40162.186400000006 411481.1700000018, 40162.408900000155 411481.3324000016, 40162.629200000316 411481.4979000017, 40162.846999999136 411481.6666000001, 40163.06230000034 411481.83839999884, 40163.27519999817 411482.0133000016, 40163.485599998385 411482.1911999993, 40163.69339999929 411482.37209999934, 40163.89860000089 411482.5560000017, 40164.101100001484 411482.74280000106, 40164.30090000108 411482.93239999935, 40164.49799999967 411483.125, 40164.69220000133 411483.32030000165, 40164.88369999826 411483.51839999855, 40165.07229999825 411483.71920000017, 40165.25800000131 411483.92269999906, 40165.44079999998 411484.128800001, 40165.620600000024 411484.3376000002, 40165.79740000144 411484.54890000075, 40165.971200000495 411484.7626999989, 40166.14180000126 411484.9789999984, 40166.30930000171 411485.1977000013, 40166.473700001836 411485.4188000001, 40166.634899999946 411485.6422000006, 40166.79289999977 411485.867899999, 40166.94759999961 411486.09589999914, 40167.099100001156 411486.3260000013, 40167.24720000103 411486.5582999997, 40167.392000000924 411486.7927000001, 40167.53339999914 411487.0291999988, 40167.67139999941 411487.2675999999, 40167.805900000036 411487.5080000013, 40167.93699999899 411487.75030000135, 40168.06469999999 411487.99450000003, 40168.188799999654 411488.2404999994, 40168.2023999989 411488.26850000024)"
wegbermen_wegvak.1376,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,600114685,2021-09-01T00:00:00,0,17,060011468520210901,KLK0008114405,R,I,,"LINESTRING (94939.97549999878 431540.8740000017, 94934.29100000113 431530.6649999991, 94933.74379999936 431525.18180000037)"
wegbermen_wegvak.1377,Berm met geleideconstructie,3.75 -> 3.75,Buitenberm,H,600114681,2021-09-01T00:00:00,0,36,060011468120210901,KLK0008114405,R,I,,"LINESTRING (94933.74379999936 431525.18180000037, 94928.33900000155 431490.0240000002)"
wegbermen_wegvak.1382,Berm met geleideconstructie,1.5 -> 1.5,Buitenberm,T,600469416,2021-11-01T00:00:00,41,243,060046941620211101,KLK0008224503,R,I,,"LINESTRING (198397.11439999938 316718.4849999994, 198452.25239999965 316660.2322999984, 198485.67830000073 316623.0463999994, 198495.56909999996 316611.7659999989, 198502.4686000012 316603.51419999823, 198511.6662000008 316591.66149999946, 198517.4833999984 316583.5251000002, 198523.04459999874 316575.19779999927, 198528.82690000162 316565.8253999986)"
wegbermen_wegvak.1383,Ondergronds,1.5 -> 1.5,Buitenberm,T,600469416,2021-11-01T00:00:00,40,41,060046941620211101,KLK0008224502,R,I,,"LINESTRING (198396.42700000107 316719.21130000055, 198397.11439999938 316718.4849999994)"
