FID,bevoegd_ge,vergunning,lozingsobj,x_coordina,y_coordina,vestiging,huisnummer,toevoeging,locatieoms,postcodege,postcodele,plaatsnaam,naam_1e_cp,telefoon_1,fax_1e_cp,email_1e_c,naam_2e_cp,telefoon_2,fax_2e_cp,email_2e_c,e_cp_bg,e_cp_bg_1,tno_nummer,ippc_plich,ippc_kerna,ind_actief,se_anno_cad_data,gdb_geomattr_data,shape
lozingsobjecten.177,ZHXXROTTERDAM,Hoogheemraadschap Delfland,AWZGRLUC,80350,435181,Maassluisedijk,175, , ,3133,KA,VLAARDINGEN,L.Bos (AWZGRLUC), , , ,P.A. van Rosmalen, , , ,ZHARWJVT, ,114735,J,22,J,,,POINT (80350 435181.0001000017)
lozingsobjecten.178,ZHXXROTTERDAM,Hoogheemraadschap van Rijnland,AWZGOUDA,108714,446244,Gouderaksedijk,125, , ,2808,ND,GOUDA,"Rijnland, Hoogheemraadschap van", , , , , , , ,ZHARWJVT, ,220236,N, ,J,,,POINT (108714 446244.0001000017)
lozingsobjecten.179,ZHXXROTTERDAM,Hunter Douglas B.V.,HUNTERD,94891,436037,Piekstraat,2, , ,3071,AL,ROTTERDAM,Dhr. P.F. Post,31104869600,31104869013,p.post@hde.nl,Dhr. W. Loven,31104869605,31104869013,w.loven@hde.nl,ZHARWEVE, ,10621,J,12,J,,,POINT (94890.9998999983 436037.0001000017)
lozingsobjecten.180,ZHXXROTTERDAM,IHC Beaver Dredgers  B.V.,IHCSLIED,111727,426098,Molendijk,94, , ,3361,EP,SLIEDRECHT,Dhr. W de Groot, , , ,Dhr. W Rietveld, , , ,ZHARWEVE, , ,N, ,J,,,POINT (111727 426098)
lozingsobjecten.181,ZHXXROTTERDAM,"IJsselmonde, Watersportvereniging",WSVYSSEL,97949,435216,Oostdijk,45, , ,3077,CP,ROTTERDAM,Dhr. J. Mastenbroek,010-4828333, , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (97948.9998999983 435216.0001000017)
lozingsobjecten.182,ZHXXROTTERDAM,Indorama Holdings Rotterdam B.V.,EASTCEUR,66340,442135,Markweg,201, ,Rotterdam Europoort,3198,NB,EUROPOORT ROTTERDAM,Dhr. H. Kome,31620445451,31181285406,hadde.kome@nl.indorama.net, , , , ,ZHARWMME, ,19070,J,19,J,,,POINT (66339.9998999983 442135)
lozingsobjecten.183,ZHXXROTTERDAM,Invista Rozenburg,DUPONTBRIT,77101,433575,Merseyweg,12, ,havennr. 5210,3197,KG,ROTTERDAM,W. van Wijk,0181-233770,0181-233941,Willem.van-Wijk@invista.com, , , , ,ZHARWEVE, ,12168,J,19,J,,,POINT (77100.9998999983 433575.0001000017)
lozingsobjecten.184,ZHXXROTTERDAM,JEWOMETAAL STAINLESS PROCESSING B.V.,JEWOBOT,78721,433766,QUEBECSTRAAT,7, ,"Op-en overslag schroot,bulk,slakk",3197,KL,BOTLEK RT,"Bruin, de P.",0181-242451, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (78721.0001000017 433766.0001000017)
lozingsobjecten.185,ZHXXROTTERDAM,"Joris, Watersportvereniging, St",WSVJORIS,102300,432050,Havenkade,30, , ,2984,AA,RIDDERKERK,S. Kruidhof, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (102300.0001000017 432050.0001000017)
lozingsobjecten.186,ZHXXROTTERDAM,KEPPEL VEROLME B.V.,VEROLBOT,79725,433971,PROFESSOR GERBRANDYWEG,25, , ,3197,KK,BOTLEK RT,dhr R.E. Tieman (milieu-coord),0181-234486, ,rtieman@keppelverolme.nl,Dhr. R. de Bie,0181-234480, ,rbie@keppelverolme.nl,ZHARWEVE, , ,N, ,J,,,POINT (79724.9998999983 433971)
lozingsobjecten.187,ZHXXROTTERDAM,KRAMER CONTAINER LOGISTICS B.V.,KRAMCONTMV,62105,440900,MISSOURIWEG,30, ,Maasvlakte,3199,LB,MAASVLAKTE RT,F.J. Dakkus, , , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (62104.99989999831 440900.0001000017)
lozingsobjecten.188,ZHXXROTTERDAM,Kemira Chemicals  B.V.,KEMIRA,72940,438220,Moezelweg,151, , ,3198,LS,EUROPOORT ROTTERDAM,Dhr. H. Boender,31181282247, , , , , , ,ZHARWMVO, , ,N, ,N,,,POINT (72939.9998999983 438220.0001000017)
lozingsobjecten.189,ZHXXROTTERDAM,Kemira Chemicals  B.V.,KEMROTCK,73075,438177,Moezelweg,151, ,WTC-fabriek op vmlg Kemira-terrei,3198,LS,EUROPOORT ROTTERDAM,"Branderhorst, B.",0181-282292, , , , , , ,ZHARWMVO, ,10066,J,19,J,,,POINT (73074.9998999983 438177.0001000017)
lozingsobjecten.190,ZHXXROTTERDAM,Kemira Polymers Manufacturing B.V.,CYANAMD,77892,434680,Botlekweg,175, , ,3197,KA,BOTLEK ROTTERDAM,R. de Krieger,31181295415, , , , , , ,ZHARWTFA, ,10042,J,19,J,,,POINT (77892 434680.0001000017)
lozingsobjecten.191,LBXXMAASTRICHT,Asfaltcentrale Heijmans Venlo (ACH),ACHVENLO,200789,377747,Parlevinkerweg,40, ,Industrieterrein Groot Boller Ven,5928,NV,VENLO,Dhr.ir. Sloos,077-3823840,077-3821885, ,Dhr. A. Derks / Dhr. T. Hurkens,073-5435540, , ,LBWVOREG, , ,N, ,J,,,POINT (200789 377746.9998999983)
lozingsobjecten.192,LBXXMAASTRICHT,BP Nederland B.V.,BPHSANERING,184699,428648,Nijverheidsweg,96, , ,6541,CN,NIJMEGEN,Tauw bv dhr Emil Marnette,570699911,570699666, , , , ,emile.marnette@tauw.nl,LBWVOJHE, , ,N, ,J,,,POINT (184698.9998999983 428648.0001000017)
lozingsobjecten.193,ZHXXROTTERDAM,VOPAK TERMINAL BOTLEK B.V.,PAKTNOM,85005,434459,Butaanweg,17, , ,3196,KC,VONDELINGENPLAAT RT,Dhr. J. Metselaar,010-4729660,010-4729670,jan.metselaar@vopak.com, , , , ,ZHARWMME, , ,N, ,J,,,POINT (85005.0001000017 434459.0001000017)
lozingsobjecten.194,ZHXXROTTERDAM,VOPAK TERMINAL CHEMIEHAVEN BV,PANOCEBT,78119,432384,Chemieweg,10, ,Chemiehaven-Zuid,3197,KC,BOTLEK ROTTERDAM,Dhr. J. Metselaar,010-4729660,010-4729670,jan.metselaar@vopak.com,Dhr. A. Lodder,010-4729666, ,arie.lodder@vopak.com,ZHARWMME, , ,N, ,J,,,POINT (78119.0001000017 432384)
lozingsobjecten.195,ZHXXROTTERDAM,VOPAK TERMINAL CHEMIEHAVEN BV,PANOCERB,78272,432791,CHEMIEWEG,15, ,Chemiehaven-Noord,3197,KC,BOTLEK RT,Dhr. A. Lodder, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (78272.0001000017 432790.9998999983)
lozingsobjecten.196,ZHXXROTTERDAM,VOPAK TERMINAL TTR B.V.,TTRBOT,78821,434161,TORONTOSTRAAT,19, ,havennr. 4530,3197,KN,BOTLEK RT,Dhr. R.J.P. Zandee,010-4729660,010-4729670,rob.zandee@vopak.com,Dhr. A. Lodder,010-4729666, ,arie.lodder@vopak.com,ZHARWMME, , ,N, ,J,,,POINT (78821 434160.9998999983)
lozingsobjecten.197,ZHXXROTTERDAM,VOPAK TERMINAL VLAARDINGEN B.V.,NIMAVL,84104,435357,WILHELMINAHAVEN KON ZOZ,1, , ,3134,KH,VLAARDINGEN,P. van der Zwaard,010-4608721, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (84104.0001000017 435356.9998999983)
lozingsobjecten.198,ZHXXROTTERDAM,Van Dalen Moerdijk B.V.,DALENMOE,100770,411080,GRAANWEG,18, ,Centrale Insteekhaven,4782,PP,MOERDIJK,Etten,0168-330130, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (100770 411080.0001000017)
lozingsobjecten.199,ZHXXROTTERDAM,Verenigde Scheepswerf Heusden B.V.,VEROLHEU,138209,416398,SCHEEPSWERF,1, , ,5256,PL,HEUSDEN GEM. HEUSDEN,Dhr. J. Kortenoeven,0-416-662911, , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (138209 416398.0001000017)
lozingsobjecten.200,ZHXXROTTERDAM,Vliet Bedrijfsafvalstoffen van B.V.,AFVLIEGO,105013,443361,Kattendijk 186,0, ,Op- en overslag,2831,AE,GOUDERAK,A.W. van Vliet,0182-353386, , , , , , ,ZHARWJVT, , ,N, ,N,,,POINT (105013 443361)
lozingsobjecten.201,ZHXXROTTERDAM,"Vlist B.V.,, T. v.d.",CLAYGOUD,107300,445519,Middelblok,136,-138, ,2831,BP,GOUDERAK,T. van der Vlist,0182-372166, , , , , , ,ZHARWSGA, , ,N, ,N,,,POINT (107300.0001000017 445519.0001000017)
lozingsobjecten.202,ZHXXROTTERDAM,Vopak Terminal Botlek Noord BV,BPBOTLEK,80415,433600,Welplaatweg,110, , ,3197,KD,BOTLEK ROTTERDAM,Dhr. S. van der Linde,0181-240268, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (80414.9998999983 433599.9998999983)
lozingsobjecten.203,ZHXXROTTERDAM,Vopak Terminal Europoort B.V.,EUROPAK,73821,436502,Moezelweg,75, , ,3198,LS,EUROPOORT ROTTERDAM,Dhr. G. Crucq, , , , , , , ,ZHARWMME, , ,N, ,N,,,POINT (73821 436502.0001000017)
lozingsobjecten.204,ZHXXROTTERDAM,Vopak Terminal Europoort B.V.,MATEUR,74490,436788,Moezelweg,75, , ,3198,LS,EUROPOORT ROTTERDAM,Dhr. M. van Gijzel,0181-240268, , , , , , ,ZHARWMME, , ,N, ,N,,,POINT (74490 436788.0001000017)
lozingsobjecten.205,ZHXXROTTERDAM,Vopak Terminal Europoort B.V.,VOPAKEUR,74490,436788, ,0, , ,0, , ,Crucq,31181240894,31181240216,gert.jan.crucq@vopak.com, , , , ,ZHARWMME, , ,N, ,J,,,POINT (74490 436788.0001000017)
lozingsobjecten.206,ZHXXROTTERDAM,WATERSPORTVERENIGING,IHCKRIMP,103039,434021,RIJSDIJK,64, ,Jachthaven,2931,AW,KRIMPEN AAN DE LEK,R.P.M van Houdt, , , ,H.M.van Maurik, , , ,ZHARWEVE, , ,N, ,J,,,POINT (103038.9998999983 434021)
lozingsobjecten.207,ZHXXROTTERDAM,WATERSPORTVERENIGING HOOGVLIET,WSVHOOGV,83016,430831,HERIKWEG,75, , ,3192,XB,HOOGVLIET RT,Mvr. C.C. de Man,0181-640148, , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (83016.0001000017 430831.0001000017)
lozingsobjecten.208,ZHXXROTTERDAM,WUPPERMANN STAAL NEDERLAND B.V.,WSNMOE,100204,411685,VLASWEG,19, , ,4782,PW,MOERDIJK,Dhr. H. Pagels,0168-357180,0168-357189,helmut.pagels@wuppermann.com, , , , ,ZHARWEVE, ,200719,J,7,J,,,POINT (100204 411685)
lozingsobjecten.209,ZHXXROTTERDAM,Waterschap Brabantse Delta,AWZHLZWA,108500,414470,Amerweg,6, ,Verlengde Niewstraat,4926,CZ,LAGE ZWALUWE,Dhr. F. Janssen,31765641705, , ,Dhr. S. Marijnissen,31765641387, , ,ZHARWJVT, , ,N, ,J,,,POINT (108500.0001000017 414470)
lozingsobjecten.210,ZHXXROTTERDAM,Waterschap Brabantse Delta,AWZWAALW,133081,413588,Hans Oyensesteeg,21, , ,5154,PX,WAALWIJK,Dhr. H. Schilders,31765641711, , ,Dhr. L. van Dixhoorn,31765641592, , ,ZHARWJVT, , ,N, ,J,,,POINT (133080.9998999983 413588)
lozingsobjecten.211,ZHXXROTTERDAM,Waterschap Brabantse Delta,AWZWILST,90579,411346, ,0, ,Oostdijk,0, ,WILLEMSTAD,Dhr. A. Voorbraak,31765641908, , ,Dhr. S. Marijnissen,31765641387, , ,ZHARWJVT, , ,N, ,J,,,POINT (90578.9998999983 411345.9998999983)
lozingsobjecten.212,ZHXXROTTERDAM,Waterschap Rivierenland,AWZALBLA,105772,429296,Staalindustrieweg,30, , ,2952,AT,ALBLASSERDAM,De heer J.A.A.C. Faasen,0344 649090, , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (105772 429296)
lozingsobjecten.213,ZHXXROTTERDAM,Waterschap Rivierenland,AWZDEPEU,117062,426079,Rivierdijk,831, , ,3371,EN,HARDINXVELD-GIESSENDAM,de Boon (AWZDEPEU), , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (117062.0001000017 426079)
lozingsobjecten.214,ZHXXROTTERDAM,Waterschap Rivierenland,AWZGELKE,118593,438697,Wilgenweg,2,b, ,2964,AM,GROOT AMMERS,J. Ravensberg, , , ,R. Faassen,06-22936241, , ,ZHARWJVT, , ,N, ,J,,,POINT (118593.0001000017 438696.9998999983)
lozingsobjecten.215,ZHXXROTTERDAM,Waterschap Rivierenland,AWZNWLEK,104807,433386, ,0, , ,0, ,NIEUW LEKKERLAND,de Boon (AWZNWLEK), , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (104806.9998999983 433386)
lozingsobjecten.216,ZHXXROTTERDAM,Waterschap Rivierenland,AWZPAPEN,107787,426562,Dr.W.Dreeslaan,10, , ,3354,AW,PAPENDRECHT,cps. AWZI Papendrecht, , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (107787 426562.0001000017)
lozingsobjecten.217,ZHXXROTTERDAM,Waterschap Rivierenland,AWZSCHEL,123867,428458,Langeweg,1, , ,4209,AB,SCHELLUINEN,"Ruyter, G. de",06-51543645, , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (123867 428457.9998999983)
lozingsobjecten.218,ZHXXROTTERDAM,Waterschap Rivierenland,AWZSLIED,114443,426974,Kweldamweg,51, , ,3364,BC,SLIEDRECHT,de Boon (AWZSLIED), , , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (114443 426973.9998999983)
lozingsobjecten.219,LBXXMAASTRICHT,Jachthaven De Maas Licentia B.V.,JHDEMAAS,151545,422480,Oude Maasarm,9999, , ,5335,LM,ALEM,J.J. Bosma,418661524,418661215, , , , , ,LBWVOATG, , ,N, ,J,,,POINT (151545 422480.0001000017)
lozingsobjecten.220,LBXXMAASTRICHT,KOOLE TANKSTORAGE NIJMEGEN B.V.,BPH,184699,428648,Nijverheidsweg,96, , ,6541,CN,NIJMEGEN,dhr Arnoldussen, , , , , , , , , , ,N, ,J,,,POINT (184698.9998999983 428648.0001000017)
lozingsobjecten.221,LBXXMAASTRICHT,SMURFIT KAPPA ROERMOND PAPIER B.V.,RMP,197955,357484,Mijnheerkensweg,18, , ,6041,TA,ROERMOND,M.P.M. Maessen,0475-384222,0475-332670,mat.maessen@smurfitkappa.nl,Mark Nabuurs,0475-384443, ,mark.nabuurs@smurfitkappa.nl,LBWVOBPO, ,4301,J,25,J,,,POINT (197954.9998999983 357484)
lozingsobjecten.222,LBXXMAASTRICHT,Sabic Limburg BV,SANERINGMTBE,180950,333100, ,0, ,Grensmaas Borgharen,0, , ,Maurice Palmen,464768199,464768690, , , , , ,LBWVOPRO, , ,N, ,J,,,POINT (180949.9998999983 333100.0001000017)
lozingsobjecten.223,LBXXMAASTRICHT,Sight adviseur v Milieu en Landschap BV,CASTERENHOEF,149430,416998, ,0, ,Maaskilometer 217,0, , ,F.H. Terwindt,024-03224960,024-3222768, , , , , ,LBWVOFTV, , ,N, ,J,,,POINT (149430.0001000017 416998.0001000017)
lozingsobjecten.224,LBXXMAASTRICHT,Staat der Nederlanden (Min. van V&W),BAGGERBESTEK2,199673,364301,Avenue Ceramique,125, , ,6221,KV,MAASTRICHT,Maaswerken, , , , , , , ,LBWVOFTV, , ,N, ,J,,,POINT (199672.9998999983 364301)
lozingsobjecten.225,LBXXMAASTRICHT,Staat der Nederlanden (Min. van V&W),RWSNVOLAGEWIJDTH,177940,420641,Wijchenseweg,2, , ,6537,TL,NIJMEGEN,Waterdistrict Nijmegen Maas, , , , , , , ,LBWVOFTV, , ,N, ,J,,,POINT (177940.0001000017 420641.0001000017)
lozingsobjecten.226,LBXXMAASTRICHT,Stein gemeente,STEINMS037.585,181810,333530,Raadhuisplein,1, ,zie memo,6171,JB,STEIN,F.Beumer, , , ,Verhoeven dhr. 046-4359393, , , ,LBWVOPME, , ,N, ,J,,,POINT (181810 333530.0001000017)
lozingsobjecten.227,LBXXMAASTRICHT,Zonnestrand- De Nieuwe Schans,JHZONNESTRAND,162458,427480,Nieuwe Schans,2, , ,6626,BC,ALPHEN GLD,de heer Ing. H. van der Linde,06-18701716, , , , , , ,LBWVOATG, , ,N, ,J,,,POINT (162458.0001000017 427480.0001000017)
lozingsobjecten.228,NBXXDENBOSCH,Essent Energie Productie B.V.,EPZNB,117670,411940,Centraleweg,16, ,Industrieterrein Centraleweg,4931,NB,GEERTRUIDENBERG,dhr.Andries Molenaar,31738538165,31738538108,andries.molenaar@essent.nl, , , , ,NBWVOLDJ, ,44005,J,1,J,,,POINT (117670.0001000017 411940.0001000017)
lozingsobjecten.229,NBXXDENBOSCH,Gemeente Someren,BRONLA,179263,377870,Lage Akker - Kanaaldijk,0, ,Kruising Lage Akker - Kanaaldijk,0, ,SOMEREN,R. Meertens,0493-494888, ,r.meertens@someren.nl, , , , ,NBWVOBPO, , ,N, ,J,,,POINT (179263.0001000017 377869.9998999983)
lozingsobjecten.230,NBXXDENBOSCH,Gemeente Someren,BRONWVW,178166,379015,Witvrouwenbergweg,0, ,kruising Witvrouwenbergweg Kanaal,0, ,SOMEREN,R. Meertens,0493-494888, ,r.meertens@someren.nl, , , , ,NBWVOAPB, , ,N, ,J,,,POINT (178166.0001000017 379015.0001000017)
lozingsobjecten.231,NBXXDENBOSCH,WATERSCHAP BRABANTSE DELTA,RWZIDO,117664,409709,Statendamweg,123, ,rioolwaterzuiveringsinstallatie,4905,BR,OOSTERHOUT,dhr. J. Weterings,076-5641000, , ,F. Schouwenaars,076-5641522, ,f.schouwenaars@brabantsedelta.nl,NBWVOLDJ, ,220200,J,22,J,,,POINT (117664.0001000017 409708.9998999983)
lozingsobjecten.232,ONXXARNHEM,BoWeGro VOF,NR.381,159000,445000,Amerongse Polder,0, , ,3958,ZZ,AMERONGEN,A.L. van de Wtering Cultuurtechniek,(0412)451368,(0412)452980, , , , , ,ONH, , ,N, ,J,,,POINT (159000.0001000017 444999.9998999983)
lozingsobjecten.233,ONXXARNHEM,Slachthuis Nijmegen B.V.,WL.084,186100,429980,Havenweg,2, , ,6541,AD,NIJMEGEN,mw. K. Hilckmann,(024)3775893,(024)3778961, ,De heer E. Kleinschiphorst,(024)3725347,(024)3725346,e.kleinschiphorst@slh-nijmegen.nl,ONH, ,62819,J,28,J,,,POINT (186100 429980)
lozingsobjecten.234,ZHXXROTTERDAM,ACR Asfaltcentrale Rotterdam,ASFALTCR,81846,431722,Plaatweg,17, ,fabriek en terrein,3197,KW,BOTLEK ROTTERDAM,Dhr. J.C. Grootendorst,31104162536,31102160290, , , , , ,ZHARWMME, , ,N, ,J,,,POINT (81846.0001000017 431722)
lozingsobjecten.235,ZHXXROTTERDAM,AIR PRODUCTS NEDERLAND B.V.,AIRAKZOBOT,78600,432405,welplaatweg,12, ,terrein akzo nobel,3179,KS,ROTTERDAM BOTLEK,Dhr. J.F. Koetse,010-2961339, ,koetsef@airproducts.com, , , , ,ZHARWTFA, ,10689,J,1,J,,,POINT (78599.9998999983 432405.0001000017)
lozingsobjecten.236,ZHXXROTTERDAM,AIR PRODUCTS NEDERLAND B.V.,AIRPROD,77261,432771,MERSEYWEG,8, ,havennr. 5082,3197,KG,BOTLEK RT,Dhr J.F. Koetse,31102961339, ,koetsef@airproducts.com, , , , ,ZHARWTFA, ,10689,J,37,J,,,POINT (77261.0001000017 432771)
lozingsobjecten.237,ZHXXROTTERDAM,AIR PRODUCTS NEDERLAND B.V.,AIRPRPER,82128,433794,VONDELINGENPLAAT,17, ,havennr. 3260,3196,KL,VONDELINGENPLAAT RT,dhr. J.F. Koetse,31102961339, ,koetsef@airproducts.com, , , , ,ZHARWTFA, ,12176,J,37,J,,,POINT (82128.0001000017 433794.0001000017)
lozingsobjecten.238,ZHXXROTTERDAM,AKZO NOBEL BASE CHEMICALS BV,ASBCNBOT,78515,432125,WELPLAATWEG,12, , ,3197,KS,BOTLEK RT,Mvr. M.H. Hampel-Merkelbach,010-4389397,010-4166217,marjan.hampel@bc.akzonobel.com, , , , ,ZHARWTFA, ,10001,J,37,J,,,POINT (78515.0001000017 432125.0001000017)
lozingsobjecten.239,ZHXXROTTERDAM,APM Terminals Rotterdam B.V.,MAERSKROT,62885,441660,Europaweg,875, ,Container overslag bedrijf,3199,LD,MAASVLAKTE ROTTERDAM,Mr. A. de Jonge,31181372222,31181372414, , , , , ,ZHARWABR, , ,N, ,J,,,POINT (62885 441659.9998999983)
lozingsobjecten.240,ZHXXROTTERDAM,AVR Afvalverwerking B.V.,AFRY4506R,78536,434864,Professor Gerbrandyweg,10, , ,3197,KK,BOTLEK ROTTERDAM,Dhr. P.R.F. de Vries,31181275275,31181275752, ,Dhr. E.T.J. Vermeulen,31181275629, , ,ZHARWJVT, ,10063,J,21,J,,,POINT (78536.0001000017 434864)
lozingsobjecten.241,ZHXXROTTERDAM,AVR Afvalverwerking B.V.,ROTEBKEIL,88817,435760, ,0, ,Keileweg 65,0, ,ROTTERDAM,Dhr. J. van Dijk, , , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (88817 435760.0001000017)
lozingsobjecten.242,ZHXXROTTERDAM,AVR Afvalverwerking B.V.,ROTEBKW,92200,434342,BRIELSELAAN,175, , ,3081,AC,ROTTERDAM,dhr J. Luteijn,31181275840, ,jean.luteijn@avr.nl, , , , ,ZHARWJVT, ,10815,J,21,N,,,POINT (92200 434341.9998999983)
lozingsobjecten.243,ZHXXROTTERDAM,Afvalstoffen Terminal Moerdijk B.V.,ATM,100398,412057,Vlasweg,12, , ,4782,PW,MOERDIJK,dhr. J. de Jong,0168-389200,0168-389270, , , , , ,ZHARWJVT, ,41521,J,20,J,,,POINT (100398 412057)
lozingsobjecten.244,ZHXXROTTERDAM,Welplaat B.V.,WELPLEUR,70212,440821,Rijndwarsweg,9, ,Europoort ?,3198,LK,EUROPOORT ROTTERDAM,dhr. M. Bakker,31651893914,31181280028, ,dhr.J van Gelder, , ,j.vgelder@welplaatbv.nl,ZHARWMIN, , ,N, ,J,,,POINT (70212 440821)
lozingsobjecten.245,ZHXXROTTERDAM,"Werkendam B.V., Betonmortelcentrale",BETONWER,120435,425195,Veerplateau,71,a, ,4250,DA,WERKENDAM,A. Cretier,0183-699899, , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (120434.9998999983 425195)
lozingsobjecten.246,ZHXXROTTERDAM,"Werkendam, gemeente",BIESBMUS,121300,424375,Hilweg,2, , ,4251,MT,WERKENDAM,Dhr. P. van Beek,31183504009,31183505727, , , , , ,ZHARWMIN, , ,N, ,J,,,POINT (121299.9998999983 424375.0001000017)
lozingsobjecten.247,ZHXXROTTERDAM,"Woudrichem, Watersportvereniging",WSVWOUDR,128718,425407,p/a Postweide,101, ,Jachthaven,4285,DV,WOUDRICHEM,I. de Joode-Sluijmers,183-309631, , ,hellingmeester F. van Deemter,0183-303525, , ,ZHARWEVE, , ,N, ,J,,,POINT (128718.0001000017 425407.0001000017)
lozingsobjecten.248,ZHXXROTTERDAM,"Zilvervloot, Watersportvereniging De",WSVZILVE,118941,439561,Buiten de Veerpoort,10, , ,2871,CC,SCHOONHOVEN,J. van de Bergh,0182-309484, , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (118941.0001000017 439560.9998999983)
lozingsobjecten.249,ZHXXROTTERDAM,"Zuid-Holland, Provincie",PROVKRIM,113528,437062, ,0, ,Stormpolder,0, ,KRIMPEN AAN DEN IJSSEL,?, , , , , , , ,ZHARWGKE, , ,N, ,J,,,POINT (113528.0001000017 437062)
lozingsobjecten.250,ZHXXROTTERDAM,"Zuid-Holland, RWS Dienst",HARTSLA,82102,431734, ,0, ,Dijk,0, ,ROTTERDAM,dhr. M. v Adrichem,010-4026991, , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (82102.0001000017 431734.0001000017)
lozingsobjecten.251,ZHXXROTTERDAM,"Zuid-Holland, RWS Dienst",HARTSLB2,82107,431623, ,0, ,Dijk,0, ,ROTTERDAM,Dhr. M. v Adrichem,010-4026991, , , , , , ,ZHARWJVT, , ,N, ,J,,,POINT (82107 431623)
lozingsobjecten.252,ZLXXMIDDELBURG,Evides Industriewater,PROEFJACO,37300,403000, ,0, , ,0, , ,H.A.M. Ketelaars, , , , , , , ,ZLWVOKK, , ,N, ,J,,,POINT (37300 403000.0001000017)
lozingsobjecten.253,ZLXXMIDDELBURG,Zeeland Seaports,AUTRHVN,45200,374600, ,0, , ,0, , ,dhr. J.J. de Meij,0115-647400,0115-647500,hans.demeij@zeeland-seaports.com, , , , ,ZLWVORM, , ,N, ,J,,,POINT (45200.00010000169 374600)
lozingsobjecten.254,ZHXXROTTERDAM,Afvalverbranding Zuid-Nederland N.V.,AZNMOERD,99159,410774,Middenweg,34, , ,4782,PM,MOERDIJK,Dhr. B. Nauts,31168385414, , , , , , ,ZHARWBVH, ,200692,J,21,J,,,POINT (99159 410773.9998999983)
lozingsobjecten.255,ZHXXROTTERDAM,Agro Delta B.V.,AGRODELT,101820,424797,Merwedeweg,8, , ,3336,LG,ZWIJNDRECHT,Dhr. van Welie,078-6100900, , ,Dhr. J. van Belle, , , ,ZHARWMME, , ,N, ,J,,,POINT (101819.9998999983 424797)
lozingsobjecten.256,ZHXXROTTERDAM,Akzo Nobel Salt  B.V.,KLZODOBEM,108785,425696,Baanhoekweg,6, ,Industrieterrein 'de Staart',3313,LA,DORDRECHT,Dhr. A. el Abbassi,078-6216235, , , , , , ,ZHARWMME, , ,N, ,J,,,POINT (108785 425696)
lozingsobjecten.257,ZHXXROTTERDAM,"Alblas  B.V., Scheepsbouw",ALBLAHIA,104347,429678,Nieuwe Bosweg,2, , ,3341,LH,HENDRIK IDO AMBACHT,dhr. den Ouden,078-6910859,078-6912040, , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (104346.9998999983 429678.0001000017)
lozingsobjecten.258,ZHXXROTTERDAM,Allison Transmission Europ B.V.,BOSKALSL,109856,426405,Baanhoek,188, , ,3361,GN,SLIEDRECHT,Dhr. G.J. Timmers,31786422785, , ,Dhr. K. van Kesteren,31653999811, , ,ZHARWMIN, , ,N, ,J,,,POINT (109856 426405.0001000017)
lozingsobjecten.259,ZHXXROTTERDAM,Almatis B.V.,ALCOACHE,75959,433530,Theemsweg,30, , ,3197,KM,BOTLEK ROTTERDAM,Peter Post, , , , , , , ,ZHARWABR, , ,N, ,J,,,POINT (75958.9998999983 433530.0001000017)
lozingsobjecten.260,ZHXXROTTERDAM,Aluminium & Chemie Rotterdam B.V.,ALUCHEMI,81085,432105,Oude Maasweg,80, , ,3197,KJ,BOTLEK ROTTERDAM,Dhr. B. Bultena,010-4727249,010-2313110, , , , , ,ZHARWBVH, ,10928,J,12,J,,,POINT (81085.0001000017 432104.9998999983)
lozingsobjecten.261,ZHXXROTTERDAM,Arbez B.V. Samenwerkende bedrijven,ARBHIA,104840,427753,Veersedijk,269, ,scheepssloopbedrijf,3341,LM,HENDRIK IDO AMBACHT,Mevr. E. Stapel, , , , , , , ,ZHARWEVE, , ,N, ,J,,,POINT (104840.0001000017 427753.0001000017)
lozingsobjecten.262,ZHXXROTTERDAM,Archer Daniels Midland Europoort B.V.,ADMEUR,68110,441560,Elbeweg,125, , ,3198,LC,EUROPOORT ROTTERDAM,Dhr. D. Klarenbeek,0181-257362,0181-257376,dave_klarenbeek@admworld.com, , , , ,ZHARWMVO, ,12134,J,29,J,,,POINT (68110.0001000017 441560.0001000017)
