ID openbaar;Dienst;Afdeling;Hoofdproces;Naam verwerking;Beschrijving;Toelichting (optioneel);Verwerkingsverantwoordelijke;Doeleinde;Grondslag AVG;Uitleg grondslag;Categorieën  Betrokkenen;Categorieën persoonsgegevens;Persoonsgegevens;Gevoelige persoonsgegevens;Bijzondere en strafrechtelijke persoonsgegevens;Categorieën  ontvangers;Doorgifte naar derde landen;Bewaartermijn;Technische en organisatorische maatregelen
48;OCW;WMO;Gezondheid en welzijn ;Recht Wmo verhuis/inrichtings-kosten;Melding burger mbt hulpvraag verhuis en inrichtingskosten. Ter uitvoering van de Wet Maatschappelijke Ondersteuning;In behandeling nemen, onderzoek, dossiervorming en besluit n.a.v. melding client met hulpvraag m.b.t verhuis en inrichtingskosten;College van B&W;Advies en/of verlenen van compenserende voorziening aan cliënten die financiele ondersteuning behoeven voor verhuizen op basis medische gronden;Wettelijke verplichting;Art. 5.1.1 Wmo;Cliënten en eventueel met toestemming behandelaars en/of  contactpersonen van betrokkene(n).;"Gewone persoonsgegevens:
- Persoonlijke gegevens
-  Contactgegevens 

Gevoelige persoonsgegevens:
-  BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;Burgers en met toestemming contactpersonen van betrokkene(n);;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
49;OCW;WMO;Gezondheid en welzijn ;Recht Wmo vervoersvoorziening;Melding burger mbt financiele ondersteuning bij vervoer. Ter uitvoering van de Wet Maatschappelijke Ondersteuning;In behandeling nemen, onderzoek, dossiervorming en besluit n.a.v. melding client met hulpvraag m.b.t vervoer binnen Regio Haaglanden;College van B&W;Advies en/of verlenen van compenserende voorziening aan cliënten die financiele ondersteuning behoeven op het gebied van vervoer binnen regio Haaglanden;Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten
Burgers
Familieleden
Behandelaars 
Overige contactpersonen 
Contactgegevens medewerkers Betrokken instanties";"Gewone persoonsgegevens:
- Persoonlijke gegevens
-  Contactgegevens 

Gevoelige persoonsgegevens:
-  BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten
Burgers
Familie of overige contactpersonen/vertegenwoordigers (met toestemming)
Zorgaanbieders Leveranciers";;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
50;OCW;Uitvoeringsorganisatie GGD Haaglanden;Gezondheidsbevordering;Relatiebeheer;Informatieverstrekking  door middel van het sturen van nieuwsbrieven en het organiseren van studiemiddagen.;;College van B&W;"De contactgegevens van ketenpartners
(huisartsen) worden verwerkt om ze informatie te kunnen verstrekken in het kader van de Wet publieke gezondheid.";"Publieke taak
";Artikel 26 Wet publieke gezondheid;Ketenpartners;"Gewone persoonsgegevens:
- Persoonsgegevens
- Contactgegevens 
";;;;Andere afdelingen binnen GGD;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
51;OCW;WMO;Gezondheid en welzijn ;Second opinion besluit Wmo;"Verzoek burger/cliënt.
Ter uitvoering van de Wet Maatschappelijke Ondersteuning";Op verzoek cliënt second opinion t.a.v.  besluit of advies Wmo;College van B&W;Heronderzoek en  besluit op verzoek cliënt;Wettelijke verplichting;Art. 5.1.1 Wmo;"Cliënten en burgers
Familieleden
Behandelaars en/of 
overige contactpersonen ";"Gewone persoonsgegevens:
- Persoonlijke gegevens
-  Contactgegevens 

Gevoelige persoonsgegevens:
-  BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten
Burgers
Familie of overige contactpersonen/vertegenwoordigers (met toestemming)
Zorgaanbieders Leveranciers";;Wmo 15 jaar na afhandeling aanvraag of langer indien nodig Art. 5.3.4 lid 1 Wmo;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
52;OCW;Uitvoeringsorganisatie GGD Haaglanden;Gezondheid en welzijn ;Testen COVID-19;Het testen van burgers  COVID-19 (SARS-CoV-2).;;College van B&W;Testen ten behoeve van het signaleren en bestrijden van COVID-19. Bij een positieve test zal een melding plaats vinden aan GGD Haaglanden om BCO (Bron- en contactonderzoek) te starten.;"Publieke Taak
Uitvoering overeenkomst";"Artikel 6 Wet Publieke Gezondheid; 
Artikel  7:446  e.v. Burgerlijk Wetboek (WGBO)
";"Burgers
Medewerkers
Hulpverleners";"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens";;;;"GGD GHOR Nederland (gezamenlijk verwerkingsverantwoordelijke)

Verwerkers en subverwerkers:
Huisartsen
GGD (BCO) 

Bij positieve test:
RIVM";;"Volgens artikel 29 Wet publieke gezondheid:
5 jaar:

WGBO
20 jaar (medisch dossier). ";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
53;OCW;Jmo;Gezondheid en welzijn;Uitvoering RMC-taken ;Registratie van leerlingen en toezicht op naleving van de leerplichtwet.;;College van B&W;Uitvoering RMC-taken: Schooluitval voorkomen van jongeren (tussen 18 jaar en 23 jaar zonder startkwalificatie) en bij uitval teruggeleiden naar onderwijsinstellingen voor regiogemeenten. ;Publieke taak;"Artikel 28 Wijziging wet op het voortgezetonderwijs 
Artikel 162 a, b en c Wet op de expertise centra
Artikel 8.3.2 en 8.3.3 Wet educatie en beroepsonderwijs ";Jongeren;"Gewone persoonsgegvens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens: 
- Financiële gegevens
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens  

Strafrechtelijke gegevens";;;;"Regiogemeenten
RMC
DUO
Onderwijsinstellingen";;2 jaar na kwalificatie of bereiken 23e levensjaar volgens Selectielijst 12.1.4 en Handreiking Selectieijst;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
54;OCW;WMO;Gezondheid en welzijn;Uitvoering Woningaanpassing;"Afhandelen toekenning woningaanpassing.

Plan van Eisen opstellen en communiceren Woningeigenaar (verhuurder/woningbouwvereniging).

Opdracht woning-aanpassing naar aannemer(s).";Beperkingen met betrekking tot het gebruik van een woning compenseren.;College van B&W;Beperkingen m.b.t gebruik maken woning zijn gecompenseerd.;Wettelijke verplichting en toestemming (onder meer voor de verwerking van gezondheidsgegevens en gegevensuitwiselling met zorgverzekeraars). ;"Artikel 5.1.1 Wmo
Artikel 5.1.5 Wmo
Artikel 5.2.1 Wmo
Artikel 5.2.5. lid 2 Wmo";"Clënten 
Burgers
Evt. behandelaars en/of contactpersonen ";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens 

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten 
Verwanten en contactpersonen met toestemming 
Direct betrokken hulpverleners 
";;"Wet maatschappelijke ondersteuning 2015 artikel 5.3.4 en 5.3.5:

Verstrekt: 15 jaar 
(of zoveel langer als noodzakelijk is).

Geweigerd: 5 jaar

Beëindigd: 15 jaar (of zoveel langer als noodzakelijk is).";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
55;OCW;Veilig thuis Haaglanden;Gezondheid en welzijn ;"Veilig Thuis Haaglanden -
Huiselijk geweld";Het in beeld brengen en voorkomen van huiselijk geweld. ; ;College van B&W;Voorkomen, in beeld krijgen en stoppen van huiselijk geweld;Publieke taak;Artikel 2 Wet tijdelijk huisverbod;"Slachtoffers
Hulpverleners
Verdachten
Getuigen";"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Strafrechtelijke gegevens";;;;Ketenpartners;;5 jaar: artikel 10 Wet tijdelijk huisverbod;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
56;OCW;Uitvoeringsorganisatie GGD Haaglanden;Leefomgeving ;Vergunning verlening tatoeëren en en piercen;"Het verlenen van vergunningen voor tatoeëren en piercen en het uitvoeren van inspecties daartoe. 

Elke vergunninghouder moet elke 3 aar een nieuwe vergunning aanvragen. ";"Infectieziekte-
bestrijding en Hygiëne/technische hygiene zorg";College van B&W;De gegevens worden gebruikt om contact te onderhouden met de vergunninghouder/aanvrager en om te controleren of wordt gehandeld conform de LCHV richtlijn Tatoeëren en Piercen waarna de vergunning kan worden verleend.;"Publieke taak

Wettelijke verplichting
";"Warenwetbesluit Tatoeëren en piercen

Warenwetbesluit tatoo en piercing, art. 3";"Aanvrager vergunning 
Vergunninghouder
Medewerker
";"Gewone persoonsgegevens:
- Persoonsgegevens
- Contactgegevens
- Identiteitsgegevens 

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens:
- Ras of etnische afkomst
";;;;"www.veiligtatoeeren
enpiercen.nl
tatoeus
Plato
G schijf";;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
57;OCW;Uitvoeringsorganisatie GGD Haaglanden;Epidemiologie;Verrijking;"Analyse van data die door
het CBS verrijkt is.";;College van B&W;De gegevens worden verwerkt om onderzoeken te doen ten behoeve van de publieke gezondheid. ;"Publieke taak
";"Wet publieke
gezondheid";Burgers ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:
- Financiële gegevens 

Bijzondere persoonsgegevens:
- Gezondheidsgegevens
- Seksueel gedrag/seksuele gerichtheid. 
- Ras of etnische afkomst
- Religieuze overtuiging
";;;;Onbekend ;;N.T.B;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
58;OCW;Uitvoeringsorganisatie GGD Haaglanden;A & C;"VIM Incidenten afhandeling
(A&C)";Het afhandelen en evaluareren van incidenten.;;College van B&W;De gegevens worden gebruikt om incidenten af te handelen en te evalueren.;Wettelijke verplichting;WKKGZ;"Medewerkers (melder)
Betrokken cliënt";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens

Bijzondere persoonsgegevens:
- Gezondheidsgegevens
";;;;"VIM-commissie
Prikpunt
DPG 
IGJ in geval van calamiteit Arbeidsinspectie";;10 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
59;OCW;Uitvoeringsorganisatie GGD Haaglanden;Leefomgeving ;Voorlichtingen;Het onderhouden van contact met vrijwilligers en het geven van voorlichtingen.;Leveren medische Milieukundige advies & zorg. Het geven van voorlichting gebeurt veel in projecten.;College van B&W;"De contactgegevens worden gebruikt om voorlichtingen te organiseren en contact te onderhouden met de vrijwilligers.

";Publieke taak;"Wet publieke
gezondheid";Ketenpartners en vrijwilligers;"Gewone persoonsgegevens:
- Persoonsgegevens
- Contactgegevens
";;;;N.v.t.;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
60;OCW;WMO;Gezondheid en welzijn;"Wmo Maatwerk-arrangement Individuele begeleiding
";In behandeling nemen, onderzoek, dossiervorming en besluit t.a.v. Maatwerkvoorziening dagbesteding en begeleiding.;Melding burger mbt hulpvraag zelfstandig functioneren en/of maatschappelijk te participeren. Betreft de uitvoering van de Wet Maatschappelijke Ondersteuning;College van B&W;"Maatwerkvoorziening.
Beperkingen m.b.t zelfstandig functioneren te verhelpen of te compenseren d.m.v advies of toekenning. ";Wettelijke verplichting en toestemming (onder meer voor de verwerking van gezondheidsgegevens en gegevensuitwiselling met zorgverzekeraars).  ;"Artikel 5.1.1 Wmo
Artikel 5.1.5 Wmo
Artikel 5.2.1 Wmo
Artikel 5.2.5. lid 2 Wmo";"Cliënten 
Burgers
Evt. behandelaars en/of contactpersonen ";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens 

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)

Bijzondere  persoonsgegevens:
- Gezondheidsgegevens";;;;"Cliënten
Verwanten en contactpersonen met toestemming
Direct betrokken hulpverleners";;"Wet maatschappelijke ondersteuning 2015 artikel 5.3.4 en 5.3.5:

Verstrekt: 15 jaar 
(of zoveel langer als noodzakelijk is).

Geweigerd: 5 jaar

Beëindigd: 15 jaar (of zoveel langer als noodzakelijk is).";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
61;DSO;Monumentenzorg en Welstand;Ruimte en bereikbaarheid;Administratie monumentenzorg en welstand en beoordelen van monumenten subsidies voor kerken en overig erfgoed.;Het ondersteunen van de monumentenadministratie en andere verplichtingen volgend uit de Monumentenwet.;Het ondersteunen van de monumentenadministratie en andere verplichtingen volgend uit de Monumentenwet. Hier onder valt in ieder geval het registreren of toegankelijk maken van gegevens van gemeentelijke, provinciale en rijksmonumenten, archeologische data of overige cultuurhistorische gegevens ten behoeve van het ontwikkelen van beleid op het gebied van het handhaven, conserveren of ontwikkelen van cultuurhistorische en monumentale objecten en gebieden.;College van B&W;Ondersteuning van de monumentenadministratie en andere verplichtingen uit de Monumentenwet. Het beoordelen van een aanvraag voor een gemeentelijke monumentensubsidie. ;Wettelijke verplichting;"Monumentenwet
Awb";Aanvragers;"Persoonsgegevems:
- Identiteitsgegevens
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige gegevens:
- Financiële gegevens";;;;Medewerkers;;5 jaar, in het geval van verlening van monumenten subsidie: 7 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
62;DSB;Groenbedrijf Den Haag / begraafplaatsen;Ruimte en bereikbaarheid;"Beheren van begraafplaatsen.


";"Het verzorgen van plechtigheden/samenkomst in verband met een begravenis en het feitelijk begraven. 
Onderhouden van opstallen, paden en het groen.
Bijhouden van grafadministratie wet op lijkbezorging (229 GmW).";"Verwerkingen met oog op: 

- Behandelen aanvraag ontheffing verbod as te verstrooien.

- Beoordelen aanvraag toestemming uitstel begraven of cremeren.

- Beoordelen aanvraag vergunning grafbedekking.

- Beoordelen aanvraag vergunning grafuitgifte of plaatsing asbus.

- Beoordelen aanvraag verlof tot begraven of cremeren.

- Beoordelen aanvraag voor op- en herbegraving stoffelijk overschot.

- Beoordelen verzoek toestemming aanleg of uitbreiding bijzondere begraafplaats.

- Uitvoeren begrafenis of crematie van gemeentewege.

- Uitvoeren beheer en onderhoud begraafplaats.

- Uitvoeren ruimen graf
Verwerken aanvraag grafonderhoud.

- Uitvoering Wet op de Lijkbezorging voor de gemeente ";College van B&W;Bijhouden van administratie van eigenaars van grafmonumenten & zorgen dat een dood lichaam geen schade aan de gezondheid van levenden kan toebrengen.;"Bijhouden administratie:
Wettelijke verplichting 

Voorkomen schade:
Publieke taak";Wet op de Lijkbezorging;"Aanvragers
Rechthebbenden
Verwanten";"Persoonsgegevens:
- Identiteitsgegevens, 
- Persoonlijke gegevens, 
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (nationaal identificatienummer)";;;;"Rechthebbenden
Belanghebbenden
Overledenen
Begrafenisondernemer
Familieleden";;"Bijhouden van administratie:
Blijvend te bewaren in archief. Gegevens van geldende grafrechten actueel houden.

Voorkomen van schade: 
Zo lang voor het doel noodzakelijk, 7 jaar  o.b.v. BW 2:10 lid 3";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
63;DSB;Handhavingsorganisatie;Ruimte en bereikbaarheid;Beoordelen aanvraag standplaatsvergunning;Het in behandeling nemen van de aanvraag voor een standplaatsvergunning.;;College van B&W;Behandelen van een verzoek voor een standplaats.;Uitvoering overeenkomst;;Aanvragers;"Persoonsgegevens:
- Identiteitsgegevens
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) ";;;;Medewerkers;;"Verleend: 1 jaar
Niet verleend: 5 jaar";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
64;DSO;Juridische Planvorming en Omgevingsrecht;Ruimte en bereikbaarheid;Bestemmingsplan opstellen;Het uitvoeren van het toezicht op de naleving van een bestemmingsplan en het  uitvoeren van de opstelling van een bestemmingsplan.;;College van B&W;"Het opstellen van een 
bestemmingsplan.";Wettelijke verplichting;Omgevingswet;"Belanghebbenden
";"Persoonsgegeveens:
- Identiteitsgegevens 
- Persoonlijke gegevens 
- Contactgegevens";;;;"Medewerkers
Raad van state";;"Afgebroken 1 jaar
Niet vastgesteld 5 jaar";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
65;DSB;;Veiligheid en openbare orde;Bestuurlijke aanpak ondermijning;Het in beeld brengen van potentiële veiligheidsrisico's ten aanzien van personen;;College van B&W;Gezamenlijk invulling geven aan bestuurlijke geïntegreerde aanpak van de georganiseerde criminaliteit door naast het strafrechtelijk laten vervolgen van individuele daders en het ontmantelen van criminele samenwerkingsverbanden, ook bestuursrechtelijke interventies en fiscale handhaving aan te wenden om de georganiseerde criminaliteit te bestrijden.;Publieke taak;Artikel 172 Gemeentewet;Verdachten;"Persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens 
- Beeldmateriaal 
- Arbeidsgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 

Bijzondere persoonsgegevens: 
- Gezondheidsgegevens

Strafrechtelijke gegevens";;;;"Politie
Wijkteams Woningcorporaties Ketenpartners Veiligheidshuis";;"Volgens artikel 8.6 Politiewet:

Maximaal 5 jaar na datum 1e verwerking.";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
66;DSB;Handhavingsorganisatie;Veiligheid en openbare orde;Bodycams handhaving ;Het verwerken van camerabeelden ten behoeve van de handhavers.;;College van B&W;Het bevorderen van het veiligheidsgevoel van de BOA's en bodycam's hebben een positief effect op het gedrag van mensen. Hiedoor dragen ze bij aan het verminderen van incidenten en agressie.;Gerechtvaardigd belang (Art. 6 lid 1 sub f AVG);Art. 7 : 611 BW en  Art. 3 lid 1 Arbowet (Goed werkgeverschap);"Burgers
Medewerkers";"Persoonsgegevens:
- Beeld- en geluidsmateriaal ";;;;"Politie
Openbaar Ministerie
Burger (omstander of passant)
De betrokken handhaver";;28 dagen ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
67;DSB;Handhavingsorganisatie;Toezicht en handhaving, openbare orde en BOA's.;Cameratoezicht op bijplaatsingen bij afvalcontainers;Er worden (naast twee dummies) drie werkende mobiele camera units geplaatst naast afvalcontainers waar recent veel bijplaatsingen zijn geconstateerd. Het idee is dat de camera’s mensen die de afvalregels willens en wetens overtreden op andere gedachten zullen brengen uit angst voor een waarschuwing of boete. De gemeente zet daarom maximaal in op communicatie gericht op het voorkomen van bijplaatsingen. Indien mogelijk zullen de camerabeelden worden gebruikt voor identificatie van bijplaatsers en het opleggen van sancties (waarschuwing, bestuursdwang, bestuurlijke boete).  ;;College van B&W;Vermindering van het aantal bijplaatsingen door een preventief effect op bijplaatsers;Algemeen belang;Artikel 151c lid 9 van de Gemeentewet, artikel 2:77 APV, artikel 8 Wet politiegegevens;Burgers;"Persoonsgegevens:
- Beeldmateriaal
- Overige gegevens";;;;;;De beelden worden niet langer dan 72 uur bewaard: dat is beduidend korter dan de maximale bewaartermijn van 28 dagen volgens de Gemeentewet. Mochten de beelden veiliggesteld worden ten behoeve van het opsporen van een strafbaar feit, dan gelden de wettelijke bewaartermijnen voor politiegegevens die uiteraard langer zijn, namelijk tot het incident is afgehandeld c.q. het opsporingsonderzoek is afgerond;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
68;DSB;Handhavingsorganisatie;Veiligheid en openbare orde;Cameratoezicht openbare orde en veiligheid;Het houden van toezicht in openbare ruimtes met behulp van camera's.;;College van B&W;Toezicht en handhaving via camerabeelden.;Publieke taak;Artikel 151c jo. 172 Gemeentewet;Alle mogelijke betrokkene(n);"Persoonsgegevens: 
- Identiteitsgegevens
- Arbeidsgegevens

Gevoelige persoonsgegevens: 
- Locatiegegevens";;;;"Toezichthouders
Politie";;De bewaartermijn is 4 weken, tenzij noodzakelijk voor andere doeleinden (opsporing).;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
69;DSB;Living Lab Scheveningen, in samenwerking met Dienst Stadsbeheer Handhavingsorganisatie;Veiligheid en openbare orde;Druktemeting;"Pilotontwerp voor detectie van druktemeting op de Noordboulevard, Scheveningen.
";"Er worden camerabeelden gemaakt die kunnen worden omgezet in cijfers en informatie. Beelden worden na 6 seconden verwijderd en kunnen niet bekeken worden.
De gemaakte camerabeelden leiden tot een anonieme telling van het aantal mensen en groepen op de boulevard. Als de telling laat zien dat er meer mensen of groepen zijn dan een vooraf gekozen drempelwaarde, gaat er een seintje (SMS) via een dashboard naar handhavers op straat. Niemand kijkt live mee of kan achteraf beelden van deze twee camera’s terugkijken. 
1.	Een algoritme detecteert mensen en telt het aantal.
2.	Een ander algoritme detecteert groepen
3.	 Het laatste algoritme maakt een totale druktemeting.";College van B&W;"Dienst handhaving wil onderzoeken of met behulp van signalen omtrent groepsvorming op de boulevard, handhaving preventief op de juiste plek aanwezig kan zijn.  

Hiermee wordt beoogd het toezicht en de handhaving op de Noordboulevard te verbeteren.";Publieke taak;"Artikel 6 lid 1 sub e AVG

Artikel 172 en artikel 151c Gemeentewet

";Burgers;"Persoonsgegevens:
- Beeldmateriaal



";;;;Geen;;De bewaartermijn is 6 seconden.;"Beeldmateriaal kan niet ingezien worden door medewerkers van de gemeente en derden. 

De beelden worden door de algoritmes omgezet tot numerieke data met metadata. 

De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken."
70;DSO;Erfpacht;Bedrijfsvoering / Huisvesting en eigendommen  ;Erfpacht;Het uitvoeren van de heffing van erfpacht en het behandelen van een verzoek voor het vestigen van erfpacht en het beheren van contracten erfpacht.;;College van B&W;Het vaststellen en innen van erfpachtbelastingen.;Publieke taak;Burgerlijk Wetboek Boek 5 Zakelijke rechten;Burgers;"Persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens
- Identiteitsgegevens (niet zijnde BSN)

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)";;;;Medewerkers;;De bewaartermijn is 7 jaar (10 jaar na einde overeenkomst archief wet).;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
