Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Gebrs. Stoop Waarland B.V.;;;;1;;;;1;;1
gefeliciTAART B.V.;;;;;1;;;;;1
Gehlen Zonwering B.V.;;;;;;;1;;;1
Gelan Detectiesystemen B.V.;;1;;;;;;;;1
Generatoren Nederland B.V.;;;;;;;;1;;1
Geometius B.V.;;;;;;;;1;;1
George Royal B.V.;;;;;1;;;;;1
Gerlok Zuidbroek B.V.;;;;;;;;1;;1
Gerrie van Zetten B.V.;;;;;1;;;;;1
Gerritse IJzerwaren Utrecht Savannahweg;;;1;;;;1;1;;1
Gerson Kantoorspecialisten;;;;;;;;1;;1
Geschenk met Verhaal;;;;;1;;;;;1
Geschenkbezorgen.nl B.V.;;;;;1;;;;;1
Getinge B.V.;;;;1;;;1;;;1
Geveke Werktuigbouw B.V.;;;;;;;;1;;1
Gevelmeesters;;;;;;;1;;;1
Gewoon Gouds;1;;;;;;;;;1
GGN van Mastrigt & Partners;;;;;;;;;1;1
Gifthouse Holding B.V.;;;;;1;;;;;1
GiftHouse International B.V.;;;;;1;;;;;1
Gifts At Work;;;;;;;;1;;1
Gijsbers Graphic Support;;;;;1;;;1;;1
Gispen Groningen;;;;;;;5;;;5
Gispen Kantoorinrichting;;;;1;;;6;1;;6
GITP Training & Opleiding B.V.;;;;;;;;1;;1
Glamox B.V.;;;;;;;;1;;1
Glas Compleet;;;;;;;1;;;1
Glasbedrijf Wim van Dijk;;;;;;;1;;;1
Glasbeek Finish B.V.;;;;;;;1;;;1
Glashandel Verloop B.V.;;;;;;;1;;;1
Glow Specialist;;;;;1;;;;;1
GLS Netherlands;;;;1;;;;;;1
GMB Civiel B.V.;;;;;;;2;;;2
Golden Elephant (/ Yami Yami?);1;;;;;;;;;1
Golden Garden;1;;;;;;;;;1
Golden Palace;1;;;;1;;;;;1
Golden Tulip Hotel Central;;;;;1;;;;;1
Golden Tulip Westduin;;;;;1;;;;;1
Gom Distributie- en Dienstencentrum B.V.;;;4;;;;;;;4
Gom Schoonhouden;;;6;;;;;;;6
Gonneke van Dijk fotografie;;;;;1;;;;;1
Goodstore Netherlands B.V.;;;;;;;;1;;1
Gorissen Bedrijfskeukens B.V.;;;;;;;;1;;1
Gouden Huis Lelystad;1;;;;;;;;;1
Gouweloos Elektrotechniek B.V.;;2;;;;;2;1;;3
Govers Water Services;1;;;;;;1;;;1
GrachtenAtelier;1;;;;1;;;;;1
Grafisch Buro van Erkelens B.V.;;;;;1;;;;;1
Grafisch Service Centrum Kik;;;;;;;;1;;1
Grand Café Carpe Diem;1;;;;;;;;;1
Grand Café Carras;1;;;;;;;;;1
Grand Café 'De Markt';1;;;;;;;;;1
Grand Cafe Lubeck;1;;;;;;;;;1
Grand Café Perronn;1;;;;;;;;;1
Grand Café Silva Ducis B.V.;;;;;1;;;;;1
Grand Café-Diner D'n Ingel;;;;;1;;;;;1
Grand Hotel Alkmaar B.V.;;;;;1;;;;;1
Grand Hôtel Amrâth Kurhaus B.V.;;;;;1;;;;;1
Grand-café Stefano's;;;;;1;;;;;1
Granny's Corner;;;;;1;;;;;1
GrapeDistrict B.V.;;;;1;1;;;;;1
Graydon Incasso B.V.;;;;;;;;;1;1
Green Village;;;;;1;;;;;1
Greengiving B.V.;;;;;1;;;;;1
Greenz B.V.;;;;;1;;;;;1
Gree's Feestwinkel;;1;;;;;;;;1
Grieks Restaurant Dionysos;1;;;;;;;;;1
Grieks Specialiteiten Restaurant Knossos;1;;;;;;;;;1
Grieks Specialiteitenrestaurant Parthenon;;;;;1;;;;;1
Groenboen Containerreiniging B.V.;;;1;;;1;;1;;1
Groenendijk Bedrijfskleding B.V.;;;;;;;1;;;1
Groenrijk Assen;;;;;1;;;;;1
Groningen Airport Eelde N.V.;;;;;1;;;;;1
Groninger Museum Enterprises B.V.;;;;;1;;;;;1
Grootkeukentechniek van Rijswijk;;;;;;;;1;;1
Groveko;;;1;;;;;1;;1
GSM Reparatie Centrum - Utrecht;;;;;;;;1;;1
Gullimex B.V.;1;;;;;;1;1;;1
Gunnebo Nederland B.V.;;;;;;;1;1;;1
Gusto Mangia e Bevi;1;;;;;;;;;1
H. de Vries Reinigingsapparatuur B.V.;;;1;;;;;1;;1
H. Erren B.V.;;1;;;;;;;;1
H.B. Montage en Onderhoud;;;;;1;;;;;1
H.J. Nieman t.h.o.d.n. Multicopy Drukwerksrv.;;;;;1;;;;;1
H.J. van Oort Transport Eck en Wiel B.V.;1;;;;;;;;;1
Haag Woninginrichting;;;;;;;1;;;1
Haagen Fire Training Products;;1;;1;;;;1;;1
Haags Historisch Museum;;;;;1;;;;;1
Haarlems Beleggingsconsortium Habelco B.V.;;;;;;;;;1;1
Habee Kantoormeubelen B.V.;;;;;;;1;;;1
Habru Medische Techniek B.V.;;;;;;;;1;;1
Hacotec Oss B.V.;;;;;1;;;;;1
Hacousto Security Systems;;;;1;;;;;;1
Haesje Claes B.V.;;;;;1;;;;;1
Hafkamp Gerechtsdeurwaarders B.V.;;;;;;;;;1;1
Hafo B.V.;;;;;1;;;;;1
Hakado Automatencatering;1;;;;;;;;;1
Haklander Interieurbouw B.V.;;;;;;;1;;;1
Hakvoort Professional Zeeland B.V.;1;;;;;;;1;;1
Hakvoort Professional Zuid B.V.;1;;;;;;1;1;;2
Hamag Magazijninrichting B.V.;;;;;;;;1;;1
Hamann Telecom Services;;1;;;;;;;;1
Handelsonderneming Jewa Gas B.V.;;;;;;;;1;;1
Handelsonderneming Laundry B.V.;;;;;;;;1;;1
Handelsonderneming Lemmen Tuin en Park;;;;;;;;1;;1
Handelsonderneming Mollee;;;;1;;;1;;;1
Hanos His B.V.;1;;1;;;;;1;;1
Hans Struijk Fietsen;;;;;;;1;;;1
Hansen Evenementen B.V.;1;;;;1;;;;;1
Happy Copy B.V.;;;;;1;;;;;1
Happy Meat B.V.;;;;;1;;;;;1
Happy Sandwich;;;;;1;;;;;1
Harbour Horeca B.V.;;;;;1;;;;;1
Harolds Grafik B.V.;;;;;;;;1;;1
Harreman Verhuizingen B.V.;;;;;;;1;;;1
Harting-Bank Den Haag;;;;;;;1;;;1
Hatek Lastechniek NH B.V.;;;;;;;1;;;1
Hattem Restaurant B.V.;;;;;1;;;;;1
Havenbedrijf Rotterdam N.V.;;;;;1;;;;;1
Hawinco B.V.;;;;;;;1;;;1
Hazet V.O.F.;;;1;;;;;;;1
HDworkx;;;;;1;;;;;1
Health2Work B.V.;;1;;1;;;3;2;;3
HeartMath BeNeLux B.V.;;;;1;;;;;;1
HEAT Hoofddorp B.V.;1;;;;;;;;;1
Heavy Decor Events & Teambuilding;;;;;1;;;;;1
Hedera Kantoorefficiency B.V.;;;;;;;;1;;1
Hedi International B.V.;;;;;1;;;1;;1
Heeman Doemere B.V.;;;;;;;1;;;1
Heemskerk Sport B.V.;;;;;;;;1;;1
Heeren Van Aemstel;;;;;1;;;;;1
Heering Office;;;;;1;;1;;;1
heerlijk & heerlijk banketbakkerij Jolink;1;;;;;;;;;1
Hega Offset B.V.;;;;;1;;;;;1
Heigo Nederland B.V.;;1;1;;;;;1;;1
Heijmans Utiliteit;;2;1;;;;2;1;;3
Heijmans Vastgoed B.V.;;1;;;;;;;;1
Hellema Chocolade B.V.;;;;;1;;;;;1
HEMA Bakkerijen B.V.;;;;;1;;;;;1
HemoCue Diagnostics B.V.;;;;1;;;;;;1
Hendriks Badkamers;;;1;1;;;;1;;1
Hennekens Glasbedrijf;;;;;;;1;;;1
Henri Bloem's Wijnkoperij;;;;;1;;;;;1
Henri Willig Kaas B.V.;;;;;1;;;;;1
Henry Schein Europe B.V.;;;1;;;;1;1;;1
Henry Schein Medical B.V.;;1;;1;;;1;1;;1
Hens Steigerhouten Meubels;;;;;;;1;;;1
Heras B.V.;;1;;;;;1;;;1
Herberg De Drie Linden 2 B.V.;;;;;1;;;;;1
Herberg Sellingen V.O.F.;1;;;;;;;;;1
Herman Roozen Tekst en Tekeningen;;;;;1;;;;;1
Herman Vaessen B.V.;;;1;;;;;;;1
Hermeta Projectbouw B.V.;;;;1;;;;;;1
Hermsen Beheer B.V.;;;;;1;;;;;1
Hero Gifts International B.V.;;;;;1;;;;;1
Hertek B.V.;;1;;;;;;;;1
Hertzinger Satelliet Ontvangst B.V.;;;;;;;1;1;;1
Hesbak 2 B.V.;1;;;;1;;;;;1
Het Bloemenatelier;;;;;1;;;;;1
Het Cleyne Huys;;;;;1;;;;;1
Het Drents Kwartiertje;;;;;1;;;;;1
Het Feestbeest B.V.;;;;;1;;;;;1
Het Gegeven Paard B.V.;1;;;;;;;;;1
Het Gerecht;;;;;1;;;;;1
Het Guardianenhof Eten & Drinken;1;;;;;;;;;1
Het Heden;;;;;1;;;;;1
Het Heerenhuis;;;;;1;;;;;1
Het Hoofdkantoor B.V.;1;;;;1;;;;;1
Het Kabinet, Eten en Drinken;1;;;;1;;;;;1
Het Koningsbed B.V.;;;;;1;;;;;1
Het Kookplein;;;;;1;;;;;1
Het Nederlandse Rode Kruis;;1;;1;1;;;1;;1
Het NIC B.V.;1;;;;;;;;;1
Het Notuleercentrum B.V.;;;;;;;1;;;1
Het Paleis Groningen B.V.;;;;;1;;;;;1
Het Pleidooi;1;;;;1;;;;;1
Het Postkantoor Delft;1;;;;;;;;;1
Het Savarijn;;;;;1;;;;;1
Het Wapen van Leeuwarden B.V.;;;;;1;;;;;1
Hettema Verhuurt Praktisch Alles!;;;;1;;;1;;;1
Heuvelman Sound & Vision B.V.;;;;;;;;2;;2
Hewi Slangen B.V.;;;;;;;;1;;1
Hexspoor Support Center B.V.;;;;;1;;;;;1
Hier & Nu Comfortfood;1;;;;;;;;;1
High Security International B.V.;;;;;;;1;;;1
Hildebrand Papier V.O.F.;;;;;;;;1;;1
His Wilms Textielgroep B.V.;2;;;;;;;;;2
Hobart Nederland B.V.;;;;;;;1;1;;1
Hobrand B.V.;;;;;;;;1;;1
Hodi Verpakkingsmaterialen;1;;;;;;;;;1
Hoekstra Ongediertebestrijding;;;1;;;;;;;1
Hoezo Proj.manag. & Congresorganisatie B.V.;;;;;1;;;;;1
HOeZO-fd;;;;;1;;;;;1
Hoffmann Bedrijfsuitrusting B.V.;;;;;;;1;1;;1
Hoffmann Quality Tools B.V.;;;;1;;;;;;1
Hofstee Brandbeveiliging V.O.F.;;1;;;;;;;;1
Hofvlietvilla B.V.;;;;;1;;;;;1
Hogeschool Domstad Facilitaire Zaken B.V.;1;;;;1;;;;;1
Hogrefe Uitgevers B.V.;;;;1;1;;;1;;1
Hoka Den Haag B.V.;1;;1;;1;;;;;1
Holding Beheermaatschappij Ropeni B.V.;;;;;1;;;;;1
Holland Mast B.V.;;;;;;;;1;;1
Holland Nautic Benelux B.V.;;1;;1;;;;1;;1
Hollander Techniek B.V.;;1;;;;;1;;;2
Hollandse Beveiligingscombinatie NVD-HB B.V.;;6;;;;;;;;6
Hollandse Hoogte B.V.;;;;;1;;;;;1
Hollandsouvenirshop;;;;;1;;;;;1
Holtkamp's Patisserie B.V.;1;;;;;;;;;1
Holtrop & Jansma B.V.;;;;;;;;1;;1
Honeywell Building Solutions;;2;;;;;;1;;2
Hoogeveen friet, broodjes en meer;1;;;;;;;;;1
Hooghiemstra Hardegarijp B.V.;;;;;;;;1;;1
Horeca en Zorg;;;1;;;;;;;1
Horeca Exploitatie Maatschappij Berlage B.V.;1;;;;;;;;;1
Horeca World B.V.;;;;;;;;1;;1
Horecabedrijf De Witte Raaf B.V.;1;;;;;;;;;1
Horeca-exploitatie VanKomen B.V.;1;;;;1;;;;;1
Horecapa B.V.;;;;;1;;;;;1
Horepa;1;;;;;;;;;1
Horequip B.V.;;;;;;;;1;;1
Hörmann Nederland B.V.;;;;;;;;1;;1
Hornbach Tuincentrum;;;;;;;1;;;1
HoRoLa;;;;;;;;1;;1
Horseshop De Bles;;;1;1;;;;;;1
Horticoop B.V.;;;;;;;;1;;1
Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;;;;;1;;;;;1
Hotel Arnhem Doorwerth B.V.;;;;;2;;;;;2
Hotel Boschhuis;1;;;;;;;;;1
Hotel Breukelen;;;;;1;;;;;1
Hotel Café Restaurant Boer Goossens B.V.;;;;;2;;;;;2
Hotel Contact B.V.;3;;;;3;;;;;4
Hotel De Ville B.V.;;;;;1;;;;;1
Hotel Derlon;;;;;1;;;;;1
Hotel DOM;;;;;1;;;;;1
Hotel Drachten BV;;;;;1;;;;;1
Hotel Exploit.maatsch. Grand Winston B.V.;;;;;1;;;;;1
Hotel Fidder;1;;;;;;;;;1
Hotel Heerlickheijd van Ermelo B.V.;;;;;2;;;;;2
Hotel Mitland;;;;;1;;;;;1
Hotel New York B.V.;1;;;;2;;;;;2
Hotel Ons Krijtland;1;;;;;;;;;1
Hotel Post Plaza B.V.;1;;;;1;;;;;1
Hotel Restaurant Bitter en Zoet B.V.;1;;;;1;;;;;1
Hotel Zaanstad B.V.;;;;;1;;;;;1
Hotel-Café-Restaurant Haarhuis;;;;;1;;;;;1
Hotel-Café-Restaurant 'Zwolle' B.V.;1;;;;1;;;;;1
Hotel-Conferentiecentrum Zonne;;;;;2;;;;;2
Hotel-Restaurant 'Oud London';;;;;1;;;;;1
Houben Souren Verhuur B.V.;;;;;;;1;1;;1
House of Lords B.V.;;;;;2;;;;;2
Houthandel Alblas B.V.;;;;;;;1;;;1
Houthandel Van Deuveren Dedemsvaart;;;;;;;;1;;1
Hoveniersbedrijf Luijendijk V.O.F.;;;;;;;1;;;1
Huber Installatietechniek B.V.;;;;;;;1;;;1
Huigen Projecten B.V.;;;;;;;1;;;1
Huigen Wonen;;;;;;;1;;;1
Huis ten Haghe;;;;;1;;;;;1
Huisson Tweewielers;;;;;;;;1;;1
Huize Bergen B.V.;;;;;1;;;;;1
Huize Molenaar B.V.;;;;;2;;;;;2
Hulskamp Audiovisueel Utrecht;;;;;1;;;1;;1
Human Office B.V.;;;;;;;1;2;;2
Humor werkt producties;;;;;;;1;;;1
Humphrey's Den Haag B.V.;;;;;1;;;;;1
Humphrey's Restaurant;;;;;1;;;;;1
Hutten Catering B.V.;1;;;;;;;;;1
Huyer Gelegenheidskleding;;;;;1;;;;;1
Hydroscope B.V.;;;;1;;1;1;;;1
Hygiene Consult Nederland;;;2;;;;1;;1;2
Hypocur Advies;1;;;;;;;;;1
I.P. de Jong thodn New York Pizza Delivery;1;;;;;;;;;1
I.T.B. Entertainment Group B.V.;;;;;2;;;;;2
i3 groep;;;;;1;;;;;1
I-Advise B.V.;;;;;1;;;;1;1
Ibis Den Haag City Centre;;;;;1;;;;;1
IBN Kader B.V.;;;;;1;;;;;1
IBW Research en Development B.V.;;;;;;;;1;;1
ICATT Interactive Media B.V.;;;;;;;1;;;1
ICE Alarm B.V.;;1;;;;;;;;1
Icova;;;1;;;;;;;1
ID Systemen Nederland B.V.;;;;;;;1;1;;1
Idols Rijswijk B.V.;1;;;;;;;;;1
Iedema Projectstoffering;;;;;;;1;;;1
Iedema Projectstoffering Zwolle B.V.;;;;;;;2;;;2
IFM Ecom;;;;;;;;1;;1
Igo-Post B.V.;;;;1;1;;1;1;;2
IJsatelier Bonvanie;;;;;1;;;;;1
IJzeren Man B.V.;;;;;1;;;;;1
IJzerhandel J.M. Raadsma Dokkum B.V.;;;;;;;;1;;1
IJzerhandel Van Rossum;;;;;;;;1;;1
Il Lago B.V.;1;;;;1;;;;;1
IM Events;;;;;1;;;;;1
Image;;;;;1;;1;1;;1
Image Building B.V.;;;;;;;1;;;1
Impero Romano Holding B.V.;;;;;1;;;;;1
Impromex Technics B.V.;;;;;;;1;;;1
Imtech Building Services;;1;;;1;;1;1;;2
In de Driehoek, congres- en vergadercentrum;;;;;3;;;;;3
In de Steigers B.V.;;;;;1;;;;;1
In Pace B.V.;;;;;1;;;;;1
In2Content B.V.;;;;;1;;;;;1
Inacom Instruments B.V.;;;;;;;1;;;1
Inbraakpreventie 'M.I.B.' B.V.;;3;;;;;;;;3
Incassobureau Plaggemars;;;;;;;;;1;1
Incassor;;;;3;;;;;;3
Independent Forensic Services B.V.;;;;;;;;;1;1
Indian Restaurant Maharani;;;;;1;;;;;1
Indisch Restaurant 'Bali' B.V.;;;;;1;;;;;1
Indisch Restaurant Garoeda;;;;;1;;;;;1
Indische Toko Kediri;1;;;;;;;;;1
Indonesisch Restaurant Poentjak;;;;;1;;;;;1
Indoor Plant Services B.V.;;;;;;;1;;;1
Infoland;;;;;1;;;;;1
Infotrading B.V.;;;;;;;;1;;1
ING Bank N.V.;;;;;1;;;;;1
Ingenieursburo van Ierssel B.V.;;;;;;;1;;;1
Inn Events Company B.V.;;;;;1;;;;;1
Inner-Piece;;;;;;;;;1;1
Innocom Bureau voor Bedrijfscommunicatie B.V.;;;;;;;;1;;1
innvire B.V.;;;;;;;2;;;2
Inotec Barcode Security B.V.;;;;1;;;;1;;1
Instant Apeldoorn B.V.;;;;;;;;1;;1
Instituut voor Psychotrauma Nederland B.V.;;1;;;;;;;;1
Instituut voor Veiligheid en Milieu B.V.;;3;;;;;;;;3
Interflon Holland B.V.;;;1;;;;;;;1
Interflow (Tank Container System) Ltd.;;;;;;;;1;;1
Interieur- en Meubelbedrijf Heerdink B.V.;;;;;;;1;;;1
Intermetzo Zorg;1;;;;;;;;;1
International Card Services B.V.;;;;;1;;;;;1
International Cleaning Service Nederland B.V.;;;7;;;;2;;;7
Internet Selling Service B.V.;;;;;;;;1;;1
Internoja B.V.;;;;;;;1;;;1
Intersafe Groeneveld B.V.;;1;;;;;1;;;1
Intertoys;;;;;1;;;;;1
Intertoys Zwolle, h.o.d.n. Intertoys;;;;;1;;;;;1
Intexso Adviesbureau B.V.;1;;2;;;;;;;2
Intimus International Netherlands B.V.;;1;;1;;;1;1;;2
Intos B.V.;;;;;;;1;1;;1
Intratuin Almelo;;;;;1;;;;;1
Intrum Justitia Nederland B.V.;;;;;;;;1;1;1
Inven Technology Benelux B.V.;;;;;;;;1;;1
Invorderingskantoor Nederland B.V.;;;;;;;1;;;1
in-zee V.O.F.;;;;;;;2;;;2
Iolan B.V.;;2;;1;;;1;1;;2
Iona Des Indes B.V.;;;;;1;;;;;1
IP Parking B.V.;;1;;;;;1;;;1
Ipanema;;;;;1;;;;;1
IPMA - NL;;;;;;;1;;;1
Iq Kunstuitleen B.V.;;;;;;;;1;;1
Isolectra B.V.;;1;;;;;;1;;1
ISS Catering Services B.V.;4;;;;1;;;;;4
ISS Integrated Facility Services B.V.;4;4;6;;;1;1;1;;6
Istana Indonesisch Restaurant;1;;;;;;;;;1
It Fits B.V.;;1;;1;;;;;;1
ITS Hendrion B.V.;;;;;;;;1;;1
IVA Groep B.V.;;;;;;;;1;;1
Ivart Creations;;;;;1;;;;;1
J & H Professioneel Licht en Geluid;;;;;;;;1;;1
J. op den Velde Staal B.V.;;;;;;;;1;;1
J. Verborg B.V.;;;;;1;;;;;1
Jaarbeurs B.V.;1;;;;2;;;;;2
Jacobs & Jacobs B.V.;;;;;;;2;;;2
Jacobs Douwe Egberts Nl B.V.;3;;;;;;;;;3
Ja-maar® B.V.;;;;;1;;;;;1
Jan Braam Beheer B.V.;;;;;1;;;;;1
Janssen-Fritsen B.V.;;;;1;;;1;1;;1
Jareno;;;;;;;;1;;1
Jaski Automaten B.V.;1;;;;;;;;;1
Jasper Lensselink Photography;1;;;;;;;;;1
JBM Koeriers B.V.;;;;1;;;;;;1
Jeannette Heerschop Opleiding & Training;;2;;;;;;;;2
Jeol (Europe) B.V.;;;;;;;;2;;2
Jeroen Bouman Photography;;;;;1;;;;;1
Jessy Snack & Roti Place;1;;;;;;;;;1
JG reclame & promotie;;;;;1;;;;;1
JKL Fotografie;;;;;1;;;;;1
Jobo Keuringen B.V.;;;;;;;1;;;1
Jochems Trade service;;;;;;;;1;;1
Joerns Healthcare B.V.;;;;;;;;1;;1
Joh. Vos Capelle B.V.;;;;;;;;1;;1
Johnny Corsie Music & Entertainment;;;;;1;;;;;1
Johnson Health Tech. Netherlands B.V.;;;;1;;;1;1;;1
Jong Europe B.V.;;;;;;;2;1;;2
Jongbloed Juridische Boekhandel;;;;;1;;1;1;;1
Jongeneel B.V.;;;;;;;1;;;1
Jongeneel Groningen;;;;;;;;1;;1
Joost Broers Glas- en Schilderwerken;1;;;;;;;;;1
Joris van Egmond Fotografie;;;;;1;;;;;1
Jos Groen Fotografie;;;;;1;;;;;1
Jos ten Berg's Handelmaatschappij B.V.;2;;;1;;;;1;;2
JOUW® bureau B.V.;;;;;2;;;;;2
JP Offset;;;;;1;;;;;1
JRM Medical B.V.;;1;;;;;;;;1
Jungheinrich Nederland B.V.;;;1;;;;1;;;1
JuRo Horeca;1;;;;;;;;;1
JZ Bedrijfshulpverlening;;2;;;;;;;;2
K.L.E-Communication;;;;;1;;;;;1
Kaap Doorn B.V.;1;;;;1;;;;;1
Kaapse Brouwers B.V.;;;;;1;;;;;1
Kaba Nederland B.V.;;1;;;;;;;;1
Kalibra International B.V.;;;;;;;;1;;1
Kamera Express;;;;;;;;1;;1
Kampri B.V.;;;;;;;;1;;1
Kantoorboekhandel Damen;;;;;;;;1;;1
Kantoorstempels.nl/De Stempelmakers;;;;;;;1;1;;1
Kantoorvakhandel Mettrop;;;;;;;;1;;1
Karcher B.V.;;;1;;;;;;;1
Kardex Systemen B.V.;;;;1;;;;;;1
Karmel Drachten;;;;;1;;;;;1
Karsten en Kuiper B.V.;1;;;;1;;;;;1
Kasper van Kooten B.V.;;;;;1;;;;;1
Kassa Noord;;;;;;;;1;;1
Kasteel Oud-Poelgeest Congreshotel B.V.;;;;;1;;;;;1
Kayo Packaging;;;;;;;;1;;1
KBKP B.V.;;;;;;;1;;;1
KDB expl.;;;;;1;;;;;1
Kees en Kim Horeca Exploitatie B.V.;;;;;1;;;;;1
Keesing Group B.V.;;1;;;;;;;;1
Kegelcentrum de Postkoets;;1;;;;;;;;1
Keizer Culinair B.V.;1;;;;;;;;;1
Kempenland Automaterialen;;;;;;;1;1;;1
Kemper en van Twist Diesel B.V.;;;;;;;;1;;1
Kentie Afterprint B.V.;;;;;1;;;;;1
Keramikos B.V.;;;;;;;;1;;1
Kerkhove C.V.;;;;;1;;;1;;1
Kersbergen Party Service;;;;;1;;;;;1
Keuren en Kalibreren B.V.;;;;;;;;1;;1
Keurmerkinstituut B.V.;;;;;;;1;;;1
Keurslagerij Pouw;;;;;1;;;;;1
Keurslagerij Slenders;1;;;;;;;;;1
Keurslagerij van Hest;;;;;1;;;;;1
Keyprocessor B.V.;;;;;;;;1;;1
Khonraad Software Engineering B.V.;;;;;;;1;;;1
Kinderspel;;;;;;;;1;;1
King Arthur B.V.;;;;;1;;;;;1
King Nederland B.V.;5;1;7;1;;;1;2;;7
King Wall;;;2;;;;;;;2
Kistler B.V.;;;;;;;;1;;1
Kite-Extreme;;;;;1;;;;;1
Klak;;;;;;;;1;;1
Klein Poelhuis Konstruktie B.V.;;1;;;;;;;;1
Kletsen & Proeven B.V.;1;;;;;;;;;1
Klinipath B.V.;;;;;;;;1;;1
Klinks Bakkerij;1;;;;1;;;;;1
Klompé en Rupp Totaal B.V.;;;;;;;;1;;1
Kluisspecialist B.V.;;1;;;;;;;;1
Klupp Sportswear B.V.;;;;;1;;;;;1
Kluwer Opleidingen;;1;;;;;;;;1
KMT Ter Apel B.V.;;;;;;;;1;;1
Knuvers Schoen & Voetcentrum B.V.;;;;;;;;1;;1
Kodak Personalized Imaging;;;;;;;;1;;1
Koekkelkoren Dranken B.V.;;;;;1;;;;;1
KoenS;;;;;;;1;;;1
Koffie en Broodjes Iris;1;;;;;;;;;1
Koffiebranderij G. Peeze B.V.;1;;;;;;1;;;1
Kogelvanger Eten & Drinken;1;;;;;;;;;1
Kompact Service;;;;;;;;1;;1
Kompas Koerier B.V. i.o.;;;;1;;;;;;1
Kon. Aannemingmaatschappij Van Waning B.V.;;;;;;;1;;;1
KONE Deursystemen B.V.;;1;;;;;;;;1
Koninklijk Instituut van Ingenieurs;;;;;1;;;;;1
Koninklijke Fabrieken Posthumus B.V.;;;;1;1;;1;2;;2
Koninklijke Luchtvaart Maatschappij N.V.;;;;;1;;;;;1
Koninklijke PostNL B.V.;;;;1;1;;;;;1
Koninklijke Saan B.V.;;;;;;;1;1;;1
Koninklijke van der Most B.V.;;;;1;6;;1;4;;7
Kooistra Detectors B.V.;;;;;;;;1;;1
Kookservice Erica Friedheim;1;;;;1;;;;;1
Koops Loon & Grondverzet;;;1;;;;;;;1
Kop Beveiliging B.V.;;3;;;;;;1;;3
Korbeld Verhuur B.V.;;;;;;;1;;;1
Kota Radja;1;;;;;;;;;1
Kovu B.V.;;;;;;;1;;;1
KPMG Advisory N.V.;;2;;;;;;;;2
KPN B.V.;;2;;;;;1;1;1;2
Krabbendam Kadoverpakking B.V.;;;;;1;;;;;1
Kragtwijk Catering B.V.;;;;;1;;;;;1
Kramer Gieten B.V.;1;;;;;;;1;;1
Kranenspecialist.nl;;;1;;;;;1;;1
Kreeft V.O.F.;;;;;;;2;;;2
Kreunen Bouw Lochem B.V.;;;;;;;1;;;1
Kris Kras context, content and design;;;;;2;;;;;2
Kris Kras Design B.V.;;;;1;1;;;;;2
Kruidenier Fresh Food and Drinks B.V.;1;;;;;;;;;1
Kruim Exploitatie Maatschappij (K.E.M.);;;;;1;;;;;1
Kruizinga B.V.;;;;;;;1;2;;2
KSB Groep BV;;;;;;;1;;;1
KSB Repro;;;;;1;;;;;1
KTK Service;;;;;;;1;;;1
Kunst & Zo;;;;;;;1;;;1
Kunststofplaatverw. Ind. van Schagen B.V.;;;;;;;;1;;1
Kunstuitleen Friesland;;;;;;;1;;;1
Kupan B.V.;;;;1;;;;1;;1
Kurf Cartoons;;;;;1;;;;;1
K-Vision B.V.;;;;;;;;1;;1
Kwintessens Produkties;;;;;1;;;;;1
KZAG 2 Beren;;;;;1;;;;;1
L&L Beheer B.V.;;;;;1;;;;;1
L. van Vliet Vorkheftrucks B.V.;;;;;;;;1;;1
L.M.B. de Nieuwstad Lelystad B.V.;;;;;;;;1;;1
La Cocotte;;;;;1;;;;;1
La Cour;1;;;;2;;;;;2
La Linia (grotehanglampen.nl);;;;;;;1;;;1
La Meridiana;;;;;1;;;;;1
La Puerta;;;;;1;;;;;1
La Stanza B.V.;;;;;1;;;;;1
Laco Cuijk B.V.;1;;;;;;;;;1
Laila Ontwerpt;;;;;1;;;;;1
Lamboo Repair B.V.;;;;;;;1;;;1
Landuwasco B.V.;;;;;;;;1;;1
Langenhuijsen Catering;1;1;;;;;;;;1
Langenhuizen Glasservice;;;;;;;;1;;1
Langerak-de Jong B.V.;1;;;;;;;;;1
Lasaulec;;;;;;;;1;;1
Lasaulec Zwolle;;;1;;;;;1;;1
Laurijsen Weegautomaten Dongen B.V.;1;;;;;;1;;;1
Lazeron Plaagd.bestr. & Dienstverl. L.P.D.;;;1;;;;;;;1
Le Bibelot;1;;;;1;;;;;1
Le Bistroquet B.V.;;;;;1;;;;;1
Le Casse Croute;1;;;;;;;;;1
Le Strasbourg;;;;;1;;;;;1
LE:EN Restaurant B.V.;;;;;1;;;;;1
Leba 'Bakker' Sport B.V.;1;1;;1;;;1;;;1
Lebkov;;;;;1;;;;;1
Led Style;;;;;;;1;1;;1
Ledo Building Service B.V.;;;1;;;;;1;;1
Leen Bakker;;;;1;;;1;1;;1
Leerkotte B.V.;;1;;;;;;;;1
LEF GROEP;;;;;1;;;;;1
Leica Microsystems B.V.;;;;;;;;1;;1
Lekker Beleg;2;;;;;;;;;2
