Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Ind. Specialiteiten Restaurant Sari Koering;;;;1;;;;;;1
Independent Regulators Group IRG;;;;;;2;;;;2
Indiaas Restaurant New Delhi;;;;;;;;;1;1
Indisch Restaurant Garoeda;;;;1;;;;;;1
Information Security Academy B.V.;;;;;;2;;;;2
Inforspect;2;;;;;;;;;2
Inge Meyer;;;;;;1;;;;1
Ingeborg Bosch PRI B.V.;;;;;;1;;;;1
INIS VITRIN B.V.;;;;;;1;;;;1
Inn Events Company B.V.;;;;1;;1;;;;1
InnovationQuarter;;;;1;;;;;;1
Inntel Hotels Rotterdam Centre;;;;;;;;;1;1
INSEAD;;;;;;1;;;;1
Inside-Out;;;;;;1;;;;1
InsideStory;;;;;;2;;;;2
InsightsWorld B.V.;;;;;;3;;;;3
INSOL Europe;;;;;;1;;;;1
Inspirae B.V.;;;;;;1;;;;1
Inspiration At Work;;;;;;1;;;;1
Inspiration Company Nederland B.V.;;;;;;2;;;;2
Institute for International Research;;;;;;1;;;;1
Institute for International Research(IIR BV);;;;;;2;;;;2
Institute for the Future;;;;;;1;;;;1
Instituut Internal Auditors;;;;;1;;;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;;1;1
Instituut voor Juridische Opleidingen B.V.;;;;;;;;;1;1
Instituut voor Psychotrauma Nederland B.V.;;;1;;;1;;;;1
Instituut voor vastgoed en duurzaamheid B.V.;;;;;;;;;1;1
Instituut Werk en Stress B.V.;;;2;;;2;;;;2
Int. Ass. for Organ. and Soc. Developm. B.V.;;;;;;1;;;;1
Int. Knowledge & Networking (IKN) B.V.;;;;;;2;;;;2
Integrative Management Institute BVBA;;;;;;1;;;;1
Intelligence Group B.V.;;;;;1;;;;;1
Intercase Commercieel Advies;;;;;1;;;;;1
InterCity Hotel Hamburg Hauptbahnhof;;;;;;;;;1;1
InterConnect Communications;;;;;;1;;;;1
InterConnect Communications Limited;;;;;;1;;;;1
Interlanguage B.V.;;;;;;1;;;;1
International Anti Crime Academy B.V.;;;;;;1;;;;1
International Card Services B.V.;;;;;;;;;1;1
International Iberian Nanotechnology Laboratory (INL);;;;;;;;;1;1
International Monetary Fund IMF;;;;;;;;;1;1
Intersafe Groeneveld B.V.;;;3;;;;;;;3
Intertoys Holland B.V.;;;;1;;;;;;1
into-ACT;;;;;;2;;;;2
Invasive Species Centre;;;;;;;;;1;1
Involve B.V.;;;;;;;;;1;1
Inzicht Bureau voor Coaching en Communicatie;;;;;;1;;;;1
IP Campus Groningen;;;;;;1;;;;1
IPC Groene Ruimte B.V.;;;;;;1;;;;1
IPMA;;;;;;1;;;;1
IPMA - NL;;;;;;1;;1;;1
IPMA Certificering B.V.;;;;;;1;;;;1
Ipol B.V.;;;;;;2;;;;2
Irina van der Sluijs;;;;;;2;;;;2
Iris de Veer, Ontplooiing en Consultatie;;;;;;1;;;;1
Iris Huys;;;1;;;;;;;1
Irish Tax Institute;;;;;;1;;;;1
Iro Evangelou;;;;;;1;;;;1
ISBW;;;;;;1;;;;1
ISES B.V.;;;;;;1;;;;1
Ises Computrain;;;;;;1;;;;1
ISPAIA;;;;;;;;;1;1
iSQI - Int. Software Quality Institute B.V.;;;;;;1;;;;1
Istana Indonesisch Restaurant;;;;1;;;;;;1
ISWB;;;;;;1;;;;1
IT Management Group;;;;;;2;;;;2
Italiaans specialiteitenrestaurant LoStivale;;;;1;;;;;;1
Itim (Institute for Training in Intercultural Management) B.V.;;;;;;1;;;;1
ITIP School voor Leven en Werk B.V.;;;;;;1;;;;1
IT-Staffing Nederland B.V.;5;;;;;;;;;5
IUCN, International Union for Conservation of Nature and Resources;;;;;;1;;;;1
Iventus;;;;;;;;;1;1
Iwinkta;;;;1;;;;;;1
J. Franken Psychotherapie;;;;;;1;;;;1
J. Jellema;;;;;1;;;;;1
J. van 't Spijker zelfstandig HR professional;;;;;;1;;;;1
J.E. van Groen;;;;;;1;;;;1
J.E. Verstraate t.h.o.d.n. CiEP Personal Quality & Results;;;;;1;;;;;1
J.P. van der Meer B.V.;;;;;;;;;1;1
J.P.F. Sprangers;;;;1;;;;;;1
Jaap Boonstra & Associat Strateg. Org.advies;;;;;;2;;;;2
Jaarbeurs B.V.;;;;1;;;;;;1
Jaarbeurs Catering Services B.V.;;;;1;;;;;;1
Jakajima;;;;;;1;;;;1
Ja-maar® B.V.;;;;2;;;;;;2
Jan Dijkstra Organisatie Advies;;;;;;;;;1;1
Jantje zag eens pruimen hangen;;;;1;;;;;;1
Jati;;;;1;;;;;;1
JeBesteZelfZijn;;;;;;1;;;;1
JeLi Wageningen B.V.;;;;1;;;;;;1
Jia;;;;1;;;;;;1
Jill B.V.;;;;1;;;;;;1
Jinc.;;;;;1;;;;;1
Jo Bos & Co;;;;1;;;;;;1
Job Boot Communicatie;;;;;;1;;;;1
Job Carousel B.V.;;;;;2;;;;;2
Joe's;;;;1;;;;;;1
Joh. Hogendoorn;;;;;;;;;1;1
John Brebner Ingredients Ltd;;;;;;;;;1;1
Joop Vos Coaching;;;;;;1;;;;1
Jopen Horeca Exploitatie B.V.;;;;1;;;;;;1
JRworks;;;;;;1;;;;1
Jurg & Wekking;;;;;;2;;;;2
Juridisch contractonderwijs;;;;;;1;;;;1
JWELU;;;;;;;;;1;1
K. Verberne;;;;;;;;;1;1
K.U.Leuven;;;;;;;;;1;1
Kaap Doorn B.V.;;;;;;1;;;1;1
Kader Bureau voor Kwaliteitszorg B.V.;;;;;;1;;;;1
Kamperman Advies;;;;;;2;;;;2
Kamstrup B.V.;;;;;;1;;;;1
Kanteff Speech Processing B.V.;;;1;;;;;;;1
Kantine Exploitatie H.S.V.-V.U.C.;;;;1;;;;;;1
Kantjil & De Tijger;;;;;;;1;;;1
Karsten en Kuiper B.V.;;;;1;;;;;;1
Kartbaan Duiven B.V.;;;;1;;;;;;1
Kasteel Oud-Poelgeest B.V.;;;;;;1;;;;1
Keizer Culinair;;;;1;;;;;;1
KEMA Nederland B.V.;;;;;;1;;;;1
Kemeling Taaltraining en Tekstadvies;;;;;;1;;;;1
Kennis- en Adviescentrum Dierplagen;;;;;;2;;;;2
Kerkelijk Bureau Protestantse Gemeente Voorburg;;;;1;;;1;;;1
Kers & Partners B.V.;;;;;;1;;;;1
Kessels & Smit, the Learning Company B.V.;;;;;;2;;;;2
Keukenvuur;;;;1;;;;;;1
Keurmerkinstituut B.V.;;;;;;1;;;;1
Keurslagerij Crist Coppens;;;;;;;;;1;1
Keurslagerij Kees Jacobs;;;;1;;;;;;1
Khiri Travel;;;;;;;;;1;1
Khiri Travel Myanmar;;;;;;;;;1;1
King Arthur B.V.;;;;1;;;;;;1
Kings College London;;;;;;1;;;;1
KIT Intercultural Professionals;;;;;;1;;;;1
KITTY O'SHEA'S PUB AND RESTAURANT;;;;1;;;;;;1
Kiwa Training B.V.;;;;;;1;;;;1
Kleczewski B.V.;;;;;;3;;;;3
Kleinkunstig;;;;;;1;;;;1
Kleintje Pils;;;;1;;;1;;;1
Klimmuur Amsterdam B.V.;;;;;;;1;;;1
Klinks Bakkerij;;;;1;;;;;;1
Kloosterhof Neer B.V.;;;;;;1;;;;1
Kluwer;;;;;;1;;;;1
Knippenborg Subsidieadvies B.V.;;;;;;;;;1;1
Knowledge Transfer Network Limited;;;;;;1;;;;1
Koetshuis de Burcht;;;;2;;;;;;2
Koffie- en Eetsalon 't Achterommetje;;;;1;;;1;;;1
Koken-op-maat;;;;1;;;;;;1
Kon. Ned. Veren. van Informatieprofessionals;;;;;;1;;;;1
Kon. Ver. Agent Halverhout-Zwart-Zurmühlen BV;;;;;;;;;1;1
Koninklijk Nederlands Waternetwerk;;;;;;;;;1;1
Koninklijke Burgers' Zoo;;;;1;;;;;;1
Koninklijke Hondenbescherming;;;;;;;;;1;1
Koninklijke Nederl. Mij. voor Diergeneeskunde;;;;;;3;;;1;3
Kookexpeditie;;;;1;;;;;;1
Kookplaats B.V.;;;;;;;1;;;1
Kookplein het;;;;1;;;1;;;1
Kookstudio 'Koken bij mijn Tante';;;;1;;;;;;1
Koopman-works;;;;;;;;;2;2
Korte Poten 1-3 B.V.;;;;1;;;1;;;1
Krämer Bouw B.V.;;;1;;;;;;;1
Krauthammer International Netherlands B.V.;;;;;;2;;;;2
Kremer Communicatie;;;;;;1;;;;1
KSG B.V.;;;;;;6;;;;6
Kudding & Partners B.V.;;;;;;4;;;;4
Kunstgras Events B.V.;;;;1;;;;;;1
Kwatalent;;;;;;1;;;;1
L Andersen;;;;;;;;;1;1
L. Ensing;;;;;;1;;;;1
La Cantina di David B.V.;;;;1;;;;;;1
La Provence Kaas en Wijn;;;;1;;;;;;1
La Trattoria;;;;1;;;;;;1
La Vina B.V.;;;;2;;;1;;;2
Lab QAcademy;;;;;;2;;;;2
Labvantage Solutions Lmtd;;;;;;1;;;;1
Lafayette;;;;1;;;1;;;1
Lagerweij & Partner Consultants B.V.;;;;;;1;;;;1
Land- en Tuinbouw Organisatie Noord;;;;;;;;;1;1
Land van Kokanje B.V.;;;;;;;1;;;1
Land. Associat. Van Gerechtsdeurwaarders B.V.;1;;;;;;;;;1
Landgoed de Horst;;;;;;1;;;1;1
Landgoed Ekenstein B.V.;;;;1;;;;;;1
Landgoed Fraeylemaborg;;;;1;;;;;;1
Landwinkel De Heus;;;;;;;;;1;1
Language Partners;;;;;;1;;;;1
Lauwersoog Water Events B.V.;;;;1;;;;;;1
Le Bistroquet B.V.;;;;1;;;1;;;1
Le Connaisseur Den Haag B.V.;;;;1;;;;;;1
Le Connaisseur Utrecht B.V.;;;;1;;;;;;1
Le Plaza Brussels;;;;;;;1;;;1
Le Strasbourg;;;;2;;;;;;2
Lean Consultancy Group;;;;;;1;;;;1
Lean Consultancy Group B.V.;;;;;;1;;;;1
Learn it B.V.;;;;;;2;;;;2
Learn IT Training;;;;;;1;;;;1
Learnit;;;;;;1;;;;1
Leaseplan Nederland N.V.;1;;;;;;;;2;2
LECTRIC;;;;;;1;;;;1
Lectric Opleidingen B.V.;;;;;;1;;;;1
Lectric Trainingen B.V.;;;;;;1;;;;1
Leene Communicatie;;;;;;;;;1;1
Leeuwarden City Events;;;;1;;;;;;1
Leeuwendaal Advies B.V.;;;;;;1;;;;1
Leeuwendaal Org.psychol. en Assessments B.V.;;;;;;1;;;;1
Legaltree Ritsema van Eck;;;;;;1;;;;1
Leidsch Dagblad;;;;1;;;;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Leidse Rugby Club Doorzetten Is Onze Kracht;;;;;;1;;;;1
Leisure and City Projects;;;;1;;;;;;1
Lexxion Verlagsgesellschaft mbH;;;;;;1;;;;1
LGT Gomez;;;;;;;;;2;2
LIB Businessgames B.V.;;;;1;;;;;;1
Libereaux B.V.;;;;;;1;;;;1
Lidwien Kamp, Coaching Supervisie;;;;;;1;;;;1
LijnSpel Coöperatie UA;;;;;;;;;1;1
Lily Schuimer;;;;;;1;;;;1
Lime B.V.;;;;1;;;;;1;1
Linaro B.V.;;;;;;;;;1;1
Link 2 Learn;;;;;;1;;;;1
linkedHR;;;;;;;;;1;1
Linkeroever;;;;;;;;;1;1
Lisanne Bommer Den Haag B.V.;;;;1;;;;;;1
LKCT;;;;;;1;;;;1
Llanfarian Border Collies;;;;1;;;;;;1
Lloyd Hotel;1;;;;;;;;;1
Lloyd's Register Nederland B.V.;;;;;;2;;;;2
Lloyd's Register Quality AssuranceNederland;;;;;;1;;;;1
LMB Den Haag B.V.;;;;1;;;;;;1
Lobo Groningen B.V.;;;;;;;;;1;1
Loburg B.V.;;;;1;;;;;;1
Locatie Museumpark;;;;;;1;;;;1
Loft76;;;;1;;;;;;1
Logeion;;;;;;1;;;1;1
Logica-CMG;1;;;;;;;;;1
LOOF;;;;1;;;;;;1
Loopbaanonderhoudsgroep;;;;;1;1;;;;1
Lopend Stilstaan;;;;1;;;;;;1
Louk Grauwen Design;;;;;;;;;1;1
LS telcom AG;;;;;;3;;;;3
LSSA B.V.;;;;;;1;;;;1
Luc de Boer consulting & coaching;;;;;;1;;;;1
Luden B.V.;;;;;;;;;1;1
Luden Utrecht;1;;;;;;;;;1
Lunch- en Eetcafe Augustus;;;;1;;;;;;1
Lunchbus B.V.;;;;;;;1;;;1
Lysias Advies B.V.;;;;;;1;;;;1
Lytton Arbeid & Gezondheid B.V.;;;;;;1;;;;1
M. & B. Holding B.V.;;;;;;2;;;;2
M. van den Berg;;;;;;;;;1;1
M.E. van der Wal;;;;;;1;;;;1
M.van der Meer Coach. & Loopb. Begeleid.;;;;;;1;;;;1
Maakum B.V.;;;;;;1;;;;1
Maarsingh & Van Steijn Holding B.V.;;;;;;1;;;;1
Maas groep B.V.;;;2;;3;1;;;;3
Maas groep Noord-Nederland B.V.;;;;;4;;;;;4
Maas groep West-Nederland B.V.;;;;;;1;;;;1
Maas groep Zuid-Nederland B.V.;;;1;;;1;;;;1
Maastricht Excursies B.V.;;;;1;;;;;;1
Maatsch. B.F.L.&Z. ter Schure&R.J. ter Schure;;;;;;;;;1;1
Maatsch. Goertz-Grispen Opleidingen en Advies;;;;;;1;;;;1
Maatschap A. Baas & A.C. Baas Van Dijk;;;;;;;;;1;1
Maatschap G. de Baat en M.R. de Baat-Korevaar;;;;;;;;;1;1
Maatschap Laarman;;;;;;;;;1;1
Maatschap M. en G.J. Oosterhuis;;;;;;;;;1;1
Maatschap Nijenhuis Overgaauw;;;;;;;;;1;1
Maatschap Parre en Deden Consultancy;;;;;;1;;;;1
Maatschap Stuut-Meijer;;;;;;;;;1;1
Maatschap van Essen;;;;;;;;;1;1
Maatschap Xpand Nederland;;;;;;1;;;;1
MAD Delen;;;;;;;;;1;1
Madison Art Group;;;;;2;;;;;2
Madurodam B.V.;;;;;;;;;1;1
Magmaverandermanagement;;;;;;1;;;;1
Magneet Poortugaal B.V.;;;;1;;;;;;1
Maguise Partycatering;;;;;;;;;1;1
Mainpress B.V.;;;;;;1;;;1;1
Maison de la Foret;;;;1;;;;;1;1
MaJe 2015 B.V.;;;;1;;;;;;1
Make Me See;;;;;;1;;;;1
MaMa Kelly B.V.;;;;1;;;1;;;1
Manag. Training Centre Outdoor Europe B.V.;;;;;;1;;;;1
Management Producties B.V.;;;;;;1;;;1;1
Manpower Personeelplanning;4;;;;;;;;;4
Manpower Project Support;;;;;;;;;1;1
Margolin B.V.;;;2;;;1;;;;2
Maria Margarida Soares de Albergaria Ambar;;;;;;;;;1;1
Marienburg Groep;;;;;;1;;;;1
Marine Stewardship Council;;;;;;;;;1;1
Marketforce Business Media Limited;;;;;;1;;;;1
Marketing Groningen;2;;;1;;1;;;;2
Marko Kassenaar;;;;;;;;;1;1
Markthal Café B.V.;;;;;;;;;1;1
Marktzicht B.V.;;;;1;;;;;;1
Marosel B.V.;;;;;;5;;;;5
Marten Disberg;;;;;;1;;;;1
Martijn Beekman Fotografie;;;;1;;;;;;1
Martini Hotel Group B.V.;1;;;1;;;;;1;1
Master it Training B.V.;;;;;;2;;;;2
Masterclass Academy of Languages B.V.;;;;;;1;;;;1
Match-it;;;;;;1;;;;1
Maurits Burgers;;;;1;;;;;;1
Mauritshuis;;;;1;;;;;;1
Maverix;;;;;;;1;;;1
Mavim B.V.;;;;;;1;;;;1
Max Value;;;;;;1;;;;1
Max Verhuur;;;;1;;;;;;1
Maxilia B.V.;;;;1;;;;;;1
Maxxecure B.V.;;;;;;1;;;;1
MCI-Eurocongress V.O.F.;;;;;;;;;1;1
MCS-Arbo;;;1;;;;;;;1
MEC Training en Advies;;;;;;1;;;;1
Mediation Trainingsinstituut MTi B.V.;1;;;;;1;;;;1
Mediatorsvereniging;;;;;;1;;;;1
Mediavrouw;;;;;;2;;;;2
Mediterraneo;;;;1;;;;;;1
Medium Aysa;;;;;;1;;;;1
meereffect;;;;;;1;;;;1
Meeùs Assurantiën B.V.;;;;;;;;;1;1
Mekander;;;;;;1;;;;1
Melkveebedrijf Dijsselhof;;;;1;;;;;;1
Mercure Den Haag Central;1;;;;;;;;;1
Mercure Hotel Amersfoort Centre;1;;;;;;;;;1
Mercure Hotel Amsterdam City;;;;;;;;;1;1
Mercure hotel Hamburg Mitte;;;;;;;;;2;2
Mercure Hotel Tilburg Centrum;1;;;;;;;;;1
Mercure Hotel Zwolle;1;;;;;;;;;1
Metamorfase;;;;;;1;;;;1
Metro Cash & Carry Nederland BV;;;;1;;;;;;1
Metropolisfilm Post-Production B.V.;;;;;;;1;;;1
Michell Fransen Grondverzet;;;;1;;;;;;1
Michiel de Bruijn Chefs on Tour;;;;1;;;;;;1
Mikrocentrum;;;;;;1;;;;1
Millers;;;;1;;;;;1;1
mind@work;;;;;;1;;;;1
Mindfulness Utrecht;;;;;;1;;;;1
mindyourheart;;;;;;1;;;;1
Ministerium für Ländlichen Raum und Verbraucherschutz Baden-Württemberg;;;;;;;;;1;1
MINT;;;;;;;;;1;1
Missing Link B.V.;;;;;;1;;;;1
MIT Professional Education Short Programs;;;;;;1;;;;1
MIZU B.V.;;;;2;;;;;;2
MKB Cursus & Training B.V.;;;;;;1;;;;1
MKBA Onderzoek;;;;;;1;;;;1
MKPC B.V.;;;;;;1;;;;1
MKPC BV;;;;;;1;;;;1
Mobile World Congress;;;;;;1;;;;1
Mobility Mixx B.V.;7;;;;;;;;9;9
Modint B.V.;;;;;;;;;1;1
Moduli Print B.V.;;;;1;;;;;;1
mooiverteld;;;;;;1;;;;1
More Balls Than Most B.V.;;;;1;;;;;;1
Mos Events B.V.;;;;;;1;;2;;2
Moso International B.V.;;;;;;;;;1;1
Motel Assen B.V.;;;;1;;;;;;1
Motel Stein BV;1;;;;;;;;;1
Motex;;;1;;;;;;;1
Motion Training;;;;;;1;;;;1
Motus B.V.;;;;;;1;;;;1
Movenience B.V.;;;;;;;;;1;1
Mövenpick Hotel Amsterdam City Centre;;;;;;;;;1;1
Movich Buró 26;;;;;;;1;;;1
mts van der Goot-Feunekes;;;;1;;;;;;1
Mts. H.F. Robaard en J.M. Top;;;;;;;;;1;1
Mts. J.G. de Witte en C.E.M. de Witte-Koopman;;;;;;;;;1;1
Mts. WA v. Ittersum en W.B. v. Ittersum Stoel;;;;;;;;;1;1
Mulder Media B.V.;;;;1;;;;;;1
Multimediagroup;;;;1;;;;;;1
Multi-Vlaai;;;;1;;;;;;1
Munckhof;;;;1;;;;;;1
Munckhof Regie;;;;1;;1;;;4;4
Museum Catering B.V.;;;;;;;2;;1;2
Museumkwartier B.V.;;;;1;;;1;;1;1
MVO. De KETENORGANISATIE VOOR OLI+N EN VETTEN;;;;;;1;;;;1
MVP Trainingen B.V.;;;;;;1;;;;1
MW & V;;;;;;1;;;;1
MYbusinessmedia B.V.;;;;;;;;;1;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;;;1;;1;;;;1
Natasha van Dalen Organisatie Advies;;;;;;1;;;;1
Nationaal Gevangenismuseum;;;;1;;;;;;1
National Paying Agency;;;;;;;;;1;1
Nationale Beeldbank B.V.;;;;1;;;;;;1
Nationale Handelsacademie B.V.;;;;;;1;;;;1
Navingo B.V.;;;;;;;;;1;1
Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;4;;;;4
NCOI Trainingen B.V.;;;;;;2;;;;2
NDC mediagroep B.V.;;;;;1;;;;;1
Ned. Financ.-Mij. v. Ontwikkelingslanden N.V.;;;;;;1;;;;1
Ned. Gen.schap van Funct. Gegevensbescherming;;;;;;1;;;;1
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;;;;;1;1
Ned. Ver. van HRD-Prof. in Ontw. en Opleiden;;;;;;1;;;;1
Ned. Waterstof en Brandstofcellen Associatie;;;;;;1;;;;1
Nederl. Ver. Van Participatiemaatschappijen;;;;;;1;;;;1
Nederland Distributieland (Ndl);;;;;;;;;1;1
Nederland. Vereniging voor Aanbestedingsrecht;;;;;;1;;;;1
Nederlands Architectuur Forum;;;;;;1;;;;1
Nederlands Debat Instituut Holding B.V.;;;;;;1;;;;1
Nederlands Instituut voor de Bouw;;;;;;1;;;;1
Nederlandse Beroepsver. van Prof. Organizers;;;;;;1;;;;1
Nederlandse instituut voorinternationale betrekkingen Clingendael;;;;;;1;;;;1
Nederlandse Juristen-Vereniging;;;;;;1;;;;1
Nederlandse Orde van Register EDP-Auditors;;;;;;;;;1;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;;;4;;;2;4
Nederlandse Vereniging voor Burgerzaken;;;;;;2;;;;2
Nederlandse Vereniging voor Energierecht;;;;;;1;;;;1
Nederlandse Vereniging voor Inkoopmanagement;;;;;;1;;;;1
Nederlandse Vereniging voor Veiligheidskunde;;;;;;1;;;;1
Nederlandse Vereniging voorStralingshygiene;;;;;;;;1;;1
Nelen & Schuurmans B.V.;;;;;;;;;1;1
NeoMundo Management B.V.;;;;;;1;;;;1
Net2Legal Consultants;;;;;;1;;;;1
Netbeheer Nederland;;;;;;;;;1;1
NEVERREST;;;;2;;;;;;2
NEVI;;;;;;;;1;;1
NEVI-Purspective B.V.;;;;;;3;;;;3
New Babylon Meeting Center B.V.;;;;1;;;;;1;1
New West Inn B.V.;;;;;;;;;1;1
NextNovelty B.V.;;;;;;1;;;;1
NH Atlanta Rotterdam Hotel;1;;;;;;;;;1
NH Atlantic Den Haag;2;;;;;;;;;2
NH City Centre;1;;;;;;;;;1
NH Den Haag;1;;;;;;;;1;1
NH Groningen;1;;;;;;;;;1
NH Maastricht;1;;;;;;;;1;1
NH-Hotel Schiphol Airport;1;;;;;;;;;1
Ni Hao Groningen B.V.;;;;1;;;;;;1
Ni Hao Stadsparkpaviljoen B.V.;;;;1;;;;;;1
Nieuwe of Litteraire Sociëteit De Witte;;;;;;1;;;;1
Nieuwland Borduurstudio;;;;1;;;;;;1
NIMO Project Management Instituut;;;;;;1;;;;1
Niow;;;;;;1;;;;1
NIVE Opleidingen B.V.;;;;;;1;;;;1
Nive, Nederlandse Vereniging voor Management;;;;;;1;;;;1
NLUUG;;;;;;1;;;;1
Nobbe Mieras;;;;;;1;;;;1
Nom;;;;;;;;;1;1
Norea;;;;;;1;;;;1
Notuleerservice Dictum;;;;;;1;;;;1
Notuleren.nl;;;;;;1;;;;1
Nova - Institute for Ecology and Innovation;;;;;;;;;1;1
Nova-Institute for Ecology and Innovation;;;;;;1;;;;1
Novotel Den Haag;1;;;;;;;;;1
Novu, Nederlandse Orde van Uitvinders;;;;;;1;;;;1
NR Academy B.V.;;;;;;1;;;;1
NRC Handelsblad Weekeditie voor buitenland;;;;2;;1;;;;2
NS Reizigers B.V.;5;;;;;;;;7;7
NT Publishers B.V.;;;;;;;;;1;1
NTI B.V.;;;;;;1;;;;1
'NTTA' Nautic. Techn. Training Academy B.V.;;;;;;1;;;;1
nu ik nog;;;;;;1;;;;1
NUX Legal Services;;;;;;1;;;;1
NVP;;;;;;;;1;;1
Nyenrode Services B.V.;;;;;;1;;;;1
Nynke de Geus;;;;;;1;;;;1
Nysingh Advocaten-Notarissen N.V.;;;;;;1;;;;1
O&i management consultants B.V.;;;;;;2;;;;2
Oase Beach Exploitatie B.V.;;;;2;;;;;;2
Octas B.V.;;;;;;;;;1;1
Odin B.V.;;;;;;1;;;;1
Odissea;;;;;;1;;;;1
Odysea;;;;;1;;;;;1
Odyssee B.V.;;;;;;2;;;;2
OECD;;;;;;;;;1;1
Oesterkoning Partyservice B.V.;;;;1;;;;;;1
Offshore Consultancy Scheveningen (OCS);;;;;;1;;;;1
Offshore Network Ltd.;;;;;;1;;;;1
OIB Leerhotel B.V.;;;;1;;;;;;1
Old Dutch V.O.F.;;;;1;;;;;;1
Oliva B.V.;;;;1;;;;;;1
Olivier van Beemen;;;;;;1;;;;1
Ond.org. Glastuinbw. LTO-N Glaskracht (OGLNG);;;;;;1;;;;1
Ondernemen.in B.V.;;;;;;;;;1;1
Onderzoek Kamelenmelk Smits;;;;1;;;;;;1
One Sweet World;;;;;;;;;1;1
ONI B.V.;;;;1;;;;;;1
Online Seminar B.V.;;;;;;1;;;2;2
Ontwikkelingsmaatschappij Oost Nederland N.V.;;;;;;1;;;1;1
Onverwacht Zeilcharter;;;;1;;;;;;1
Onzenoort Performance Coaching;;;;;;1;;;;1
Oonkay;;;;;;;;;1;1
Oostduinhaghe Hotel B.V.;;;;1;;;;;;1
Op Drift Teamontwikkeling;;;;1;;1;;;;1
Op Hodenpijl;;;;;;;1;;;1
Open Ateliers B.V.;;;;;;1;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;2;;;;2
Opleidingsfonds Procesindustrie OVP;;;;;;1;;;;1
Oplondie Edres B.V.;;;;;;1;;;;1
Oppidum B.V.;;;;;;1;;;;1
Optima Forma B.V.;;;;;;1;;;;1
Oracle Benelux Usergroups;;;;;;1;;;;1
Oracle Gebruikersclub Holland;;;;;;1;;;;1
Oracle Nederland;;;;;;1;;;;1
Orde van organisatiekundigen en -adviseurs;;;;;;1;;;;1
Orgalime;;;;;;;;;1;1
Organamic Consult;;;;;;1;;;;1
Organic Services GmbH;;;;;;;;;1;1
Organisatie ID;;;;;;1;;;;1
Original Tours & Activities Nederland B.V.;;;;1;;;1;;;1
Oscar Wildschut Training en Coaching;;;;;;1;;;;1
OSR Juridische Opleidingen B.V.;;;;;;2;;;;2
Osteria Russo's B.V.;;;;1;;;;;;1
Oudaen B.V.;;;;1;;;1;;1;1
Oudshoorn Bloemen;;;;1;;;;;;1
Oudshoorn bloemen en woondecoraties;;;;1;;;;;;1
Outdoorcentrum Bussloo;;;;1;;;;;;1
Overstag;;;;1;;;;;;1
Oxera Consulting Limited;;;;;;2;;;;2
P Koorberg;;;;;;;;;3;3
P. Calia t.h.o.d.n. Luciano;;;;;;;1;;;1
P.C. Tamse t.h.o.d.n. New York Pizza Delivery;;;;;;;;;1;1
P.C. van der Heijde Management B.V.;;;;;;1;;;;1
P.H. Schouten Bestuursadviseurs B.V;;;;;;1;;;;1
P.H. Schouten, Bestuursadviseurs B.V.;;;;;;1;;;;1
P.R.O. Consult;;;;;;1;;;;1
P.T. Keestra Comm.-Advies en Realisatie;;;;;;;;;1;1
P/flex;;;;1;;;;;;1
P1 Off Street Management B.V.;;;;;;;;;2;2
P2 Ontwikkeling B.V.;;;;;;1;;;;1
Paagman Den Haag B.V.;;;;1;;;1;;;1
Paardekooper;;;;1;;;;;;1
Pablo Lighting & Decorations;;;;1;;;;;;1
Pact Eilander;;;;;;2;;;;2
PACT Public Affairs B.V.;;;;;;1;;;1;1
Paisan Hilversum B.V.;;;;1;;;;;;1
Pan;;;;1;;;;;;1
Pandahallen;;;;1;;;;;;1
Pannenkoekenhuis de Soete Suikerbol B.V.;;;;1;;;;;;1
Pannenkoekenrestaurant Onder de Molen B.V.;;;;1;;;;;;1
Panteia B.V.;;;;;;1;;;;1
PAO Post Academisch Onderwijs Utrecht;;;;;;1;;;;1
Park Plaza Utrecht;1;;;;;;;;1;1
Parkeerbedrijf VU-VUmc B.V.;;;;;;;;;1;1
Parkhotel Den Haag;1;;;;;;;;1;1
Park-line B.V.;1;;;;;;;;1;1
Parkmobile Benelux B.V.;;;;;;;;;1;1
Partner in Leiderschap;;;;;;2;;;;2
Party- en Zalencentrum 't Haske Joure;;;;1;;;;;;1
Party Ships & Trips;;;;1;;;;;;1
Partycentrum De Postwagen;;;;1;;;;;;1
Partycentrum De Weesboom B.V.;;;;1;;;;;;1
Partycentrum 'Open Huis';;;;1;;;;;;1
Partyschip de Berenboot;;;;1;;;;;;1
