ParkingAddressReferenceType,ParkingAddressReference,ParkingAddressType,StreetName,HouseNumber,ZipCode,Place,Province,Country,TelephoneNumber,EmailAddress,FaxNumber
GEB,90,P,Postbus,10000,9200HA,Drachten,Friesland,Nederland,0512-581234,gemeente@smallingerland.nl,
GEB,762,P,Postbus,3,5750AA,Deurne,Noord-Brabant,Nederland,0493-387711,info@deurne.nl,
GEB,90,A,Gauke Boelensstraat,2,9203RM,Drachten,Friesland,Nederland,0512-581234,gemeente@smallingerland.nl,
I-O,529,F,Stationsweg,124,6711PZ,Ede,Gelderland,Nederland,140318,info@ede.nl,
I-O,535,F,Sliffertsestraat,304,5657AS,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
GEB,772,P,Postbus,90150,5600RB,Eindhoven,Noord-Brabant,Nederland,14040,gemeente@eindhoven.nl,
I-O,532,F,Eemweg,76,3755LD,Eemnes,Utrecht,Nederland,14035,info@eemnes.nl,
GEB,317,P,Postbus,71,3755ZH,Eemnes,Utrecht,Nederland,14035,info@eemnes.nl,
GEB,317,A,Zuidersingel,1,3755AZ,Eemnes,Utrecht,Nederland,14035,info@eemnes.nl,
GEB,762,A,Markt,1,5751BE,Deurne,Noord-Brabant,Nederland,0493-387711,info@deurne.nl,
I-O,1904,F,Boschplein,0,,Sneek,Friesland,Nederland,,noreply@SĐĐ«dwest-FryslĐ?n.nl,
I-O,526,F,Doctor Hartogsweg,1,6717LR,Ede,Gelderland,Nederland,140318,info@ede.nl,
I-O,525,F,Maanderdijk,5,6721,Bennekom,Gelderland,Nederland,140318,info@ede.nl,
GEB,1891,A,Hynsteblom,4,9104BR,Damwoude,Friesland,Nederland,140511,post@dantumadiel.eu,
I-O,514,F,Helmondsingel,37,5751PA,Deurne,Noord-Brabant,Nederland,0493-387711,info@deurne.nl,
I-O,530,F,Stationsweg,124,6711PZ,Ede,Gelderland,Nederland,140318,info@ede.nl,
I-O,511,F,Waterkeringsweg,0,1785,Den Helder,Noord-Holland,Nederland,0223-671200,info@denhelder.nl,
I-O,506,F,Van Knobelsdorffplein,129,9203DH,Drachten,Friesland,Nederland,0512-581234,gemeente@smallingerland.nl,
GEB,1891,P,Postbus,22,9104ZG,Damwoude,Friesland,Nederland,140511,post@dantumadiel.eu,
I-O,542,F,Stationsplein,3,1601EN,Enkhuizen,Noord-Holland,Nederland,0228-360100,stadhuis@enkhuizen.nl,
GEB,1771,A,Hofstraat,4,5664HT,Geldrop,Noord-Brabant,Nederland,14040,gemeente@geldrop-mierlo.nl,
GEB,388,P,Postbus,11,1600AA,Enkhuizen,Noord-Holland,Nederland,0228-360100,stadhuis@enkhuizen.nl,
I-O,555,F,Baanweg,1,3844KS,Harderwijk,Gelderland,Nederland,0341-411911,gemeente@harderwijk.nl,
I-O,362,F,Ir J.P. van Muijlwijkstraat,175,6828BN,Arnhem,Gelderland,Nederland,,noreply@arnhem.nl,
I-O,554,F,Slingerbos,1,3844AC,Harderwijk,Gelderland,Nederland,0341-411911,gemeente@harderwijk.nl,
GEB,1771,P,Postbus,10101,5660GA,Geldrop,Noord-Brabant,Nederland,14040,gemeente@geldrop-mierlo.nl,
GEB,523,A,Raadhuisplein,1,3371AS,Hardinxveld-Giessendam,Zuid-Holland,Nederland,140184,info@gemhg.nl,
GEB,388,A,Hoogstraat,11,1601KT,Enkhuizen,Noord-Holland,Nederland,0228-360100,stadhuis@enkhuizen.nl,
I-O,561,F,Stationsplein,1,1703WD,Heerhugowaard,Noord-Holland,Nederland,14072,post@heerhugowaard.nl,
GEB,689,A,Groeneweg,33,4223ME,Hoornaar,Zuid-Holland,Nederland,0183-583838,gemeente@giessenlanden.nl,
GEB,236,P,Postbus,112,4190CC,Geldermalsen,Gelderland,Nederland,0345-586611,info@geldermalsen.nl,
GEB,396,A,Maerten van Heemskerckplein,1,1964EZ,Heemskerk,Noord-Holland,Nederland,140251,post@heemskerk.nl,
I-O,551,F,Hinder,0,3251,Stellendam,Zuid-Holland,Nederland,140187,info@goereeoverflakkee.nl,
I-O,560,F,Stationsweg,101,1704AD,Heerhugowaard,Noord-Holland,Nederland,14072,post@heerhugowaard.nl,
I-O,545,F,De Zegge,3,5664EZ,Geldrop,Noord-Brabant,Nederland,14040,gemeente@geldrop-mierlo.nl,
I-O,543,F,Stationsweg,2,4153RD,Beesd,Gelderland,Nederland,0345-586611,info@geldermalsen.nl,
I-O,550,F,Damweg,3,3251LB,Stellendam,Zuid-Holland,Nederland,140187,info@goereeoverflakkee.nl,
I-O,548,F,Langeweg,98,3257KD,Ooltgensplaat,Zuid-Holland,Nederland,140187,info@goereeoverflakkee.nl,
GEB,523,P,Postbus,175,3370AD,Hardinxveld-Giessendam,Zuid-Holland,Nederland,140184,info@gemhg.nl,
GEB,689,P,Postbus,1,4223ZG,Hoornaar,Zuid-Holland,Nederland,0183-583838,gemeente@giessenlanden.nl,
I-O,562,F,Umbriellaan,10,1702AJ,Heerhugowaard,Noord-Holland,Nederland,14072,post@heerhugowaard.nl,
I-O,556,F,Breedeway,2,3371CX,Hardinxveld-Giessendam,Zuid-Holland,Nederland,140184,info@gemhg.nl,
GEB,398,A,Parelhof,1,1703EZ,Heerhugowaard,Noord-Holland,Nederland,14072,post@heerhugowaard.nl,
GEB,1924,P,Postbus,1,3240AA,Middelharnis,Zuid-Holland,Nederland,140187,info@goereeoverflakkee.nl,
I-O,563,F,Oosttangent,4,1705,Heerhugowaard,Noord-Holland,Nederland,14072,post@heerhugowaard.nl,
I-O,557,F,Stationsstraat,25,3371AX,Hardinxveld-Giessendam,Zuid-Holland,Nederland,140184,info@gemhg.nl,
I-O,558,F,Euratomplein,5,1966SP,Heemskerk,Noord-Holland,Nederland,140251,post@heemskerk.nl,
GEB,396,P,Postbus,1,1960AA,Heemskerk,Noord-Holland,Nederland,140251,post@heemskerk.nl,
GEB,398,P,Postbus,390,1700AJ,Heerhugowaard,Noord-Holland,Nederland,14072,post@heerhugowaard.nl,
I-O,544,F,Deilseweg,9,4191NX,Geldermalsen,Gelderland,Nederland,0345-586611,info@geldermalsen.nl,
I-O,553,F,Boekhorstlaan,1,3847LP,Harderwijk,Gelderland,Nederland,0341-411911,gemeente@harderwijk.nl,
I-O,559,F,Stationsweg,101,1704AD,Heerhugowaard,Noord-Holland,Nederland,14072,post@heerhugowaard.nl,
I-O,549,F,Capelleweg,70,3255LB,Oude-Tonge,Zuid-Holland,Nederland,140187,info@goereeoverflakkee.nl,
I-O,552,F,Woudplein,4,2031CZ,Haarlem,Noord-Holland,Nederland,14023,antwoord@haarlem.nl,
GEB,1924,A,Koningin Julianaweg,45,3241XB,Middelharnis,Zuid-Holland,Nederland,140187,info@goereeoverflakkee.nl,
I-O,546,F,Energieweg,116,4231DJ,Meerkerk,Zuid-Holland,Nederland,0183-583838,gemeente@giessenlanden.nl,
GEB,236,A,Kuipershof,2,4191KH,Geldermalsen,Gelderland,Nederland,0345-586611,info@geldermalsen.nl,
GEB,399,A,Raadhuisplein,1,1851JL,Heiloo,Noord-Holland,Nederland,072-5356666,info@heiloo.nl,
I-O,564,F,Prins Clausstraat,114,6433JR,Hoensbroek,Limburg,Nederland,14045,gemeente@heerlen.nl,
I-O,571,F,Deltaweg,6,5709AC,Helmond,Noord-Brabant,Nederland,140492,gemeente@helmond.nl,
GEB,399,P,Postbus,1,1850AA,Heiloo,Noord-Holland,Nederland,072-5356666,info@heiloo.nl,
I-O,572,F,Dr. Dreeslaan,174,5707KE,Helmond,Noord-Brabant,Nederland,140492,gemeente@helmond.nl,
I-O,579,F,Echtenseweg,17,7963PC,Ruinen,Drenthe,Nederland,140528,gemeente@dewolden.nl,
GEB,917,A,Geleenstraat,25,6411HP,Heerlen,Limburg,Nederland,14045,gemeente@heerlen.nl,
GEB,534,A,Hoofdstraat,115,2181EC,Hillegom,Zuid-Holland,Nederland,140252,info@hillegom.nl,
GEB,1911,P,Postbus,8,1760AA,Anna Paulowna,Noord-Holland,Nederland,088-3215000,contact@hollandskroon.nl,
I-O,574,F,Hyacintenlaan,0,2182,Hillegom,Zuid-Holland,Nederland,140252,info@hillegom.nl,
GEB,1690,A,Raadhuisstraat,2,7921GD,Zuidwolde,Drenthe,Nederland,140528,gemeente@dewolden.nl,
GEB,917,P,Postbus,1,6400AA,Heerlen,Limburg,Nederland,14045,gemeente@heerlen.nl,
I-O,577,F,Kruiswijk,12,1761AR,Anna Paulowna,Noord-Holland,Nederland,088-3215000,contact@hollandskroon.nl,
I-O,570,F,Diepenbroeksingel,0,5707,Helmond,Noord-Brabant,Nederland,140492,gemeente@helmond.nl,
GEB,530,P,Postbus,13,3220AA,Hellevoetsluis,Zuid-Holland,Nederland,140181,gemeente@hellevoetsluis.nl,
I-O,1433,F,Vossenburchkade,19,2805PA,Gouda,Zuid-Holland,Nederland,140182,gemeente@gouda.nl,
I-O,568,F,Weg naar Bakel,3,5709JA,Helmond,Noord-Brabant,Nederland,140492,gemeente@helmond.nl,
GEB,1690,P,Postbus,20,7920AA,Zuidwolde,Drenthe,Nederland,140528,gemeente@dewolden.nl,
I-O,566,F,Hoog en Laag,131,1852AX,Heiloo,Noord-Holland,Nederland,072-5356666,info@heiloo.nl,
I-O,569,F,Europaweg,150,5707CL,Helmond,Noord-Brabant,Nederland,140492,gemeente@helmond.nl,
GEB,530,A,Oostzanddijk,26,3221AL,Hellevoetsluis,Zuid-Holland,Nederland,140181,gemeente@hellevoetsluis.nl,
I-O,576,F,Parallelweg,1,2182CP,Hillegom,Zuid-Holland,Nederland,140252,info@hillegom.nl,
I-O,580,F,Weerwille,25,7961LV,Ruinerwold,Drenthe,Nederland,140528,gemeente@dewolden.nl,
I-O,581,F,Nijverheidsweg,43,7921JH,Zuidwolde,Drenthe,Nederland,140528,gemeente@dewolden.nl,
I-O,567,F,Sliklandseweg,4,3222LH,Hellevoetsluis,Zuid-Holland,Nederland,140181,gemeente@hellevoetsluis.nl,
GEB,1911,A,De Verwachting,1,1761VM,Anna Paulowna,Noord-Holland,Nederland,088-3215000,contact@hollandskroon.nl,
GEB,534,P,Postbus,32,2180AA,Hillegom,Zuid-Holland,Nederland,140252,info@hillegom.nl,
I-O,573,F,Dr. Dreeslaan,174,5707KE,Helmond,Noord-Brabant,Nederland,140492,gemeente@helmond.nl,
I-O,578,F,Stationsweg,21,1761EB,Anna Paulowna,Noord-Holland,Nederland,088-3215000,contact@hollandskroon.nl,
I-O,575,F,1e Loosterweg,28,2182BM,Hillegom,Zuid-Holland,Nederland,140252,info@hillegom.nl,
I-O,1165,F,Stadhuisplein,10,5611EM,Eindhoven,Noord-Brabant,Nederland,,gemeente@eindhoven.nl,
GEB,828,A,Raadhuislaan,2,5341GM,Oss,Noord-Brabant,Nederland,0412-629911,gemeente@oss.nl,
I-O,1772,F,Piusstraat,1,5038WR,Tilburg,,,,gemeente@tilburg.nl,
I-O,1771,F,Professor Goossenslaan,16,5022DM,Tilburg,,,,gemeente@tilburg.nl,
I-O,1905,F,Scheldeplein,2,4381RZ,Vlissingen,Zeeland,Nederland,,gemeente@vlissingen.nl.,
GEB,542,P,Postbus,200,2920AE,Krimpen aan den IJssel,Zuid-Holland,Nederland,140180,gemeente@krimpenaandenijssel.nl,
I-O,596,F,Stationsstraat,49,7005AK,Doetinchem,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
I-O,199,F,Wagenmakerslaan,1,2012DJ,Haarlem,Noord-Holland,Nederland,,centrale1@spaarnelanden.nl,
I-O,593,F,Ettenseweg,1,7004GX,Doetinchem,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
I-O,597,F,Jan Willinkstraat,2,7006NA,Doetinchem,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
GEB,1884,A,Westeinde,1,2371AS,Roelofarendsveen,Zuid-Holland,Nederland,071-3327272,info@kaagenbraassem.nl,
GEB,1719,P,Postbus,19,4920AA,Made,Noord-Brabant,Nederland,0162-690190,gemeente@drimmelen.nl,
I-O,604,F,Burg. Van Tuinenplein,0,8265,Kampen,Overijssel,Nederland,038-3392999,info@kampen.nl,
I-O,610,F,Spoorhaven,84,2651AV,Berkel en Rodenrijs,Zuid-Holland,Nederland,14010,info@lansingerland.nl,
GEB,1621,P,Postbus,1,2650AA,Berkel en Rodenrijs,Zuid-Holland,Nederland,14010,info@lansingerland.nl,
GEB,166,A,Burg. Berghuisplein,1,8261DD,Kampen,Overijssel,Nederland,038-3392999,info@kampen.nl,
I-O,600,F,Stationsstraat,31,7031BN,Wehl,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
I-O,599,F,Stationsstraat,31,7031BN,Wehl,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
I-O,589,F,Pastoor van der Plaatstraat,127,2375AL,Rijpwetering,Zuid-Holland,Nederland,071-3327272,info@kaagenbraassem.nl,
I-O,595,F,Stationsstraat,49,7005AK,Doetinchem,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
I-O,587,F,Raaigras,2,3994MB,Houten,Utrecht,Nederland,030-6392611,gemeentehuis@houten.nl,
I-O,591,F,Herenweg,0,2481,Woubrugge,Zuid-Holland,Nederland,071-3327272,info@kaagenbraassem.nl,
GEB,10,A,Johan van den Kornputplein,10,9934EA,Delfzijl,Groningen,Nederland,140596,gemeente@delfzijl.nl,
I-O,598,F,Stationsstraat,31,7031BN,Wehl,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
I-O,2819,F,Bestevaer,2,1271XR,Huizen,,,,gemeente@huizen.nl,
I-O,602,F,Stationsplein,6,8267AB,Kampen,Overijssel,Nederland,038-3392999,info@kampen.nl,
GEB,416,P,Postbus,15,1723ZG,Noord-Scharwoude,Noord-Holland,Nederland,0226-334433,info@gemeentelangedijk.nl,
I-O,603,F,Stationsplein,6,8267AB,Kampen,Overijssel,Nederland,038-3392999,info@kampen.nl,
I-O,588,F,Raaigras,2,3994MB,Houten,Utrecht,Nederland,030-6392611,gemeentehuis@houten.nl,
I-O,594,F,Stationsstraat,49,7005AK,Doetinchem,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
I-O,607,F,Albert Schweitzerlaan,101,2922HC,Krimpen aan den IJssel,Zuid-Holland,Nederland,140180,gemeente@krimpenaandenijssel.nl,
I-O,608,F,Warmenhuizerweg,0,1724,Oudkarspel,Noord-Holland,Nederland,0226-334433,info@gemeentelangedijk.nl,
GEB,166,P,Postbus,5009,8260GA,Kampen,Overijssel,Nederland,038-3392999,info@kampen.nl,
GEB,1621,A,Tobias Asserlaan,1,2662SB,Bergschenhoek,Zuid-Holland,Nederland,14010,info@lansingerland.nl,
I-O,592,F,Doetinchemseweg,71,7007CB,Doetinchem,Gelderland,Nederland,0314-377377,gemeente@doetinchem.nl,
GEB,1598,A,Middenhof,2,1648JG,De Goorn,Noord-Holland,Nederland,0229-548400,info@koggenland.nl,
GEB,416,A,Vroedschap,1,1722GX,Zuid-Scharwoude,Noord-Holland,Nederland,0226-334433,info@gemeentelangedijk.nl,
I-O,605,F,Zesstedenweg,0,1634,Scharwoude,Noord-Holland,Nederland,0229-548400,info@koggenland.nl,
GEB,542,A,Raadhuisplein,2,2922AD,Krimpen aan den IJssel,Zuid-Holland,Nederland,140180,gemeente@krimpenaandenijssel.nl,
I-O,590,F,Ripselaan,20,2376BJ,Nieuwe Wetering,Zuid-Holland,Nederland,071-3327272,info@kaagenbraassem.nl,
I-O,611,F,Zeggelaan,200,4844SK,Terheijden,Noord-Brabant,Nederland,0162-690190,gemeente@drimmelen.nl,
I-O,1907,F,IJsselmeer,36,3331CE,Zwijndrecht,Zuid-Holland,Nederland,,gemeente@zwijndrecht.nl,
I-O,586,F,De Staart,5,3992LK,Houten,Utrecht,Nederland,030-6392611,gemeentehuis@houten.nl,
GEB,1719,A,Park,1,4921BV,Made,Noord-Brabant,Nederland,0162-690190,gemeente@drimmelen.nl,
I-O,601,F,Stationsplein,6,8267AB,Kampen,Overijssel,Nederland,038-3392999,info@kampen.nl,
GEB,10,P,Postbus,20000,9930PA,Delfzijl,Groningen,Nederland,140596,gemeente@delfzijl.nl,
GEB,1598,P,Postbus,21,1633ZG,Avenhorn,Noord-Holland,Nederland,0229-548400,info@koggenland.nl,
I-O,606,F,Kleine Wijzend,2,1647DT,Berkhout,Noord-Holland,Nederland,0229-548400,info@koggenland.nl,
GEB,1884,P,Postbus,1,2370AA,Roelofarendsveen,Zuid-Holland,Nederland,071-3327272,info@kaagenbraassem.nl,
I-O,615,F,Willem van der Madeweg,0,2314,Leiden,Zuid-Holland,Nederland,14071,,
GEB,361,A,,0,,,,,,info.alkmaar@parkeerservice.nl,
I-O,621,F,Zwartsluizerweg,0,8061,Hasselt,Overijssel,Nederland,038-3853000,info@zwartewaterland.nl,
I-O,622,F,Hanzeweg,45,8251PT,Dronten,Flevoland,Nederland,140321,gemeente@dronten.nl,
GEB,303,P,Postbus,100,8250AC,Dronten,Flevoland,Nederland,140321,gemeente@dronten.nl,
GEB,303,A,De Rede,1,8251ER,Dronten,Flevoland,Nederland,140321,gemeente@dronten.nl,
I-O,618,F,Lammenschansweg,122,2313DR,Leiden,Zuid-Holland,Nederland,14071,,
I-O,616,F,Haagweg,8,2311AA,Leiden,Zuid-Holland,Nederland,14071,,
GEB,1896,P,Postbus,23,8060AA,Hasselt,Overijssel,Nederland,038-3853000,info@zwartewaterland.nl,
I-O,620,F,Havendijk,0,8064,Zwartsluis,Overijssel,Nederland,038-3853000,info@zwartewaterland.nl,
GEB,1896,A,Telvorenstraat,2,8061CB,Hasselt,Overijssel,Nederland,038-3853000,info@zwartewaterland.nl,
I-O,619,F,Plesmanlaan,102,2332CB,Leiden,Zuid-Holland,Nederland,14071,,
GEB,1883,A,Hub Dassenplein,1,6131LB,Sittard,Limburg,Nederland,14046,info@sittard-geleen.nl,
I-O,1489,F,Rijssenseweg,42,7468AE,Enter,,,,info@wierden.nl,
GEB,1883,P,Postbus,18,6130AA,Sittard,Limburg,Nederland,14046,info@sittard-geleen.nl,
I-O,634,F,Visserlaan,0,6921,Duiven,Gelderland,Nederland,0316-279111,gemeente@duiven.nl,
I-O,635,F,Visserlaan,0,6921,Duiven,Gelderland,Nederland,0316-279111,gemeente@duiven.nl,
I-O,633,F,Oostsingel,15,6921RV,Duiven,Gelderland,Nederland,0316-279111,gemeente@duiven.nl,
I-O,629,F,Appelgaarde,125,2272TD,Voorburg,Zuid-Holland,Nederland,14070,info@leidschendam-voorburg.nl,
I-O,632,F,Sint Martinuslaan,211,2273AV,Voorburg,Zuid-Holland,Nederland,14070,info@leidschendam-voorburg.nl,
GEB,226,P,Postbus,6,6920AA,Duiven,Gelderland,Nederland,0316-279111,gemeente@duiven.nl,
GEB,226,A,Koning Willem Alexanderplein,1,6921ES,Duiven,Gelderland,Nederland,0316-279111,gemeente@duiven.nl,
I-O,628,F,Wilgendreef,13,2272EL,Voorburg,Zuid-Holland,Nederland,14070,info@leidschendam-voorburg.nl,
I-O,630,F,Appelgaarde,125,2272TD,Voorburg,Zuid-Holland,Nederland,14070,info@leidschendam-voorburg.nl,
I-O,631,F,Zwartelaan,1,2271BP,Voorburg,Zuid-Holland,Nederland,14070,info@leidschendam-voorburg.nl,
I-O,1434,F,Schouwburgplein,0,2806AL,Gouda,Zuid-Holland,Nederland,140182,gemeente@gouda.nl,
I-O,2083,F,Waardsedijk,0,3421CV,Oudewater,,,,stadskantoor@oudewater.nl,
I-O,1432,F,Klein Amerika,30,2806CA,Gouda,Zuid-Holland,Nederland,140182,gemeente@gouda.nl,
I-O,1431,F,Willensplein,1,2807PA,Gouda,Zuid-Holland,Nederland,140182,gemeente@gouda.nl,
I-O,360,F,Dr. Sacharovplaats,3,3131MH,Vlaardingen,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,355,F,Kornelis Speelmanstraat,4,3131BG,Vlaardingen,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
GEB,2461,A,Gever Deynootweg,970,2586BW,Den Haag,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,1760,F,Maassluissedijk,142,3131KB,Vlaardingen,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,1248,F,Gedempte Biersloot,7,3131HJ,Vlaardingen,Zuid-Holland,Nederland,,klantenservice@bksparking.nl,
I-O,1761,F,Badhuisstraat,410,2584HH,Den Haag,Zuid-Holland,Nederland,,klantenservice@bksparking.nl,
I-O,353,F,Nieuwe Parklaan,248,2587BZ,Den Haag,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
GEB,2461,P,Gever Deynootweg,970,2586BW,Den Haag,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,357,F,Van Riebeeckstraat,30,3131VV,Vlaardingen,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,352,F,Strandweg,1,2586JK,Den Haag,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,1247,F,Liesveldviaduct,0,3131,Vlaardingen,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,361,F,Zwarte Pad,1,2586HZ,Den Haag,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,1246,F,Strandweg,1,2586JK,Den Haag,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,351,F,Gevers Deynootplein,189,2586CS,Den Haag,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,359,F,Joubertstraat,30,3131WP,Vlaardingen,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,358,F,Schepenstraat,18,3131VW,Vlaardingen,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,350,F,Zwolsestraat,426,2587VK,Den Haag,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,356,F,Achterstraat,0,3131BG,Vlaardingen,Zuid-Holland,Nederland,070-3514811,klantenservice@bksparking.nl,
I-O,196,F,Damstraat,12,2011HA,Haarlem,Noord-Holland,Nederland,,centrale1@spaarnelanden.nl,
I-O,121,F,Westerdreef,41,2161EN,Lisse,Zuid-Holland,Nederland,,gemeente@lisse.nl,
I-O,1839,F,Aelbrechtskade,67,3022HP,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1848,F,Burg. van Walsumweg,718,3011MZ,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,636,F,Ermerweg,28,7812BG,Emmen,Drenthe,Nederland,0900-4466880,info@q-park.nl,
I-O,1613,F,Rotterdam Airportbaan,0,3045AN,Rotterdam,Zuid-Holland,Nederland,010-4463 455,parking@rtha.com,
I-O,1861,F,Zoomstraat,111,3036RE,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1842,F,Museumpark,32,3015CX,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1820,F,Terwenakker,18,3011XS,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1821,F,Terwenakker,18,3011XS,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1852,F,Schouwburgplein,22,3012CL,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,46,F,Plein 1953,35,3086ED,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1199,F,Beukenlaan,0,5651,Eindhoven,Noord-Brabant,Nederland,,noreply@pch-dienstengroep.nl,
I-O,1824,F,Polderstraat,10,3074XJ,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1200,F,Torenallee,30,5617,Eindhoven,Noord-Brabant,Nederland,,noreply@pch-dienstengroep.nl,
I-O,1829,F,Kipstraat,177,3011ZX,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1823,F,Polderstraat,10,3074XJ,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1243,F,Hanzeplein,1,9713GZ,Groningen,Groningen,Nederland,050-3616161,noreply@umcg.nl,
I-O,1575,F,Rotterdam Airportplein,0,3045AP,Rotterdam,Zuid-Holland,Nederland,010-4463 455,parking@rtha.com,
I-O,1197,F,Philitelaan,0,5617,Eindhoven,Noord-Brabant,Nederland,,noreply@pch-dienstengroep.nl,
I-O,1844,F,Museumpark,32,3015CX,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1859,F,Siem Heidenstraat,6,3077MS,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1851,F,Schouwburgplein,22,3012CL,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1570,F,Fairoaksbaan,0,3045AS,Rotterdam,Zuid-Holland,Nederland,010-4463 455,parking@rtha.com,
I-O,1846,F,Nieuwe Binnenweg,388,3023ET,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,2801,F,Noordersingel,4,3755EZ,Eemnes,,,,info@eemnes.nl,
I-O,1100,F,J.G. Sandbrinkstraat,53,3901EX,Veenendaal,Utrecht,Nederland,088-1261414,info@veenendaal.nl,
I-O,1914,F,Burcht,0,1501AA,Zaandam,Noord-Holland,Nederland,,noreply@zaanstad.nl,
GEB,2582,P,Rotterdam Airportplein,60,3045AP,Rotterdam,Zuid-Holland,Nederland,010-4463455,parking@rtha.com,
I-O,1909,F,Croeselaan,14,3521CA,Utrecht,Utrecht,Nederland,,info@p1.nl,
I-O,1234,F,Groene Balkon,1,6511VL,Nijmegen,Gelderland,Nederland,024-3816381,noreply@hollandcasino.nl,
I-O,1235,F,Vleeshouwerstraat,0,6511,Nijmegen,Gelderland,Nederland,024-3816381,noreply@hollandcasino.nl,
I-O,1236,F,Thorbeckestraat,0,2042JB,Zandvoort,Noord-Holland,Nederland,023-5740574,noreply@hollandcasino.nl,
I-O,624,F,Haspelsestraat,41,6131GD,Sittard,Limburg,Nederland,,noreply@interparking.nl,
I-O,1016,F,Bruchterweg,0,7772BE,Hardenberg,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1913,F,Baden Powellweg,103,3523CA,Utrecht,Utrecht,Nederland,,info@p1.nl,
GEB,2582,A,Rotterdam Airportplein,60,3045AP,Rotterdam,Zuid-Holland,Nederland,010-4463455,parking@rtha.com,
I-O,861,F,Bagijnenstraat,13,1811KA,Alkmaar,Noord-Holland,Nederland,,info@apcoa.nl,
I-O,860,F,Prinsengracht,927,1017HL,Amsterdam,Noord-Holland,Nederland,020-4222009,info@apcoa.nl,
I-O,1461,F,Ritsumastraat,2,8911KM,Leeuwarden,Friesland,Nederland,,gemeente@leeuwarden.nl,
I-O,1730,F,Nieuwe Doelenstraat,19,6901AR,Zevenaar,Gelderland,Nederland,,gemeente@zevenaar.nl,
I-O,1910,F,Vleutenseweg,44,3532HL,Utrecht,Utrecht,Nederland,,info@p1.nl,
I-O,1908,F,Wittevrouwensingel,96,3514AL,Utrecht,Utrecht,Nederland,,info@p1.nl,
I-O,1444,F,Boulevard 1945,105,7511AM,Enschede,Overijssel,Nederland,,postbus20@enschede.nl,
I-O,1915,F,Kruisstraat,2,3581GK,Utrecht,Utrecht,Nederland,,info@p1.nl,
I-O,1238,F,Magalhaesweg,4,5928LN,Venlo,Limburg,Nederland,077-7502600,noreply@hollandcasino.nl,
I-O,1101,F,Wolweg,197,3901TD,Veenendaal,Utrecht,Nederland,088-1261414,info@p1.nl,
I-O,1493,F,Gedempte Zuiderdiep,78,9711HL,Groningen,Groningen,Nederland,,,
