FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,max_snelh,gdb_geomattr_data,shape
kantstroken_wegvak.87,Vluchtstrook,H,208246099,2015-10-01T00:00:00,1,5,020824609920151001,KLK0005889308,R,I,4,,,"LINESTRING (104184.93510000035 423394.6123000011, 104188.79930000007 423395.64559999853)"
kantstroken_wegvak.88,Puntstuk,H,208246099,2015-10-01T00:00:00,5,24,020824609920151001,KLK0005889309,R,I,3,,,"LINESTRING (104188.79930000007 423395.64559999853, 104193.80099999905 423396.9829999991, 104203.75 423397.05799999833, 104207.58089999855 423397.6292000003)"
kantstroken_wegvak.89,Puntstuk,H,381409041,2015-10-01T00:00:00,0,10,038140904120151001,KLK0009695447,R,I,2,,,"LINESTRING (190906.10300000012 504911.61100000143, 190898.53599999845 504918.1486000009)"
kantstroken_wegvak.90,Puntstuk,H,176323056,2018-04-01T00:00:00,0,11,017632305620180401,KLK0006005325,L,I,4,,,"LINESTRING (88381.1559999995 461893.52800000086, 88386 461897, 88390.18360000104 461899.810899999)"
kantstroken_wegvak.91,Puntstuk,H,176323056,2018-04-01T00:00:00,32,38,017632305620180401,KLK0005425063,L,I,4,,,"LINESTRING (88407.61459999904 461911.5225000009, 88412.90199999884 461915.07499999925)"
kantstroken_wegvak.92,Vluchtstrook,H,262222063,2018-08-01T00:00:00,0,49,026222206320180801,KLK0008649611,R,I,2,,,"LINESTRING (131066.74100000039 411239.25499999896, 131068.78400000185 411246.063000001, 131069.91800000146 411274.88699999824, 131071.7340000011 411288.27800000086)"
kantstroken_wegvak.93,Strook zonder aanduiding,H,418398004,2018-06-01T00:00:00,0,13,041839800420180601,KLK0008825854,L,I,3,,,"LINESTRING (209212.9849999994 499499.9479999989, 209201.44200000167 499506.8370000012)"
kantstroken_wegvak.94,Vluchtstrook,H,284369011,2018-09-01T00:00:00,36,316,028436901120180901,KLK0008192991,R,I,2,,,"LINESTRING (142042.85350000113 484538.5824000016, 141998.8900000006 484513.3260000013, 141974.061999999 484501.3830000013, 141955.83300000057 484496.9829999991, 141938.86100000143 484496.9829999991, 141917.8040000014 484502.9549999982, 141903.03299999982 484512.6979999989, 141890.77600000054 484528.7259999998, 141884.8040000014 484547.26900000125, 141883.86100000143 484566.75499999896, 141888.26099999994 484582.4690000005, 141899.8900000006 484602.58399999887, 141920.31899999827 484619.868999999, 141921.50299999863 484620.5780000016)"
kantstroken_wegvak.95,Vluchtstrook,H,283368019,2018-09-01T00:00:00,0,68,028336801920180901,KLK0005705672,R,I,2,,,"LINESTRING (141583.01700000092 484433.8379999995, 141599.83700000122 484438.938000001, 141644.7969999984 484461.69000000134)"
kantstroken_wegvak.96,Vluchtstrook,T,283368022,2018-09-01T00:00:00,0,13,028336802220180901,KLK0008193456,R,I,1,,,"LINESTRING (141583.01700000092 484433.8379999995, 141594.19700000063 484440.4717999995)"
kantstroken_wegvak.97,Puntstuk,T,283368022,2018-09-01T00:00:00,13,183,028336802220180901,KLK0008192782,R,I,1,,,"LINESTRING (141594.19700000063 484440.4717999995, 141740.81599999964 484527.4699999988)"
kantstroken_wegvak.98,Puntstuk,H,283368022,2018-09-01T00:00:00,0,49,028336802220180901,KLK0008192781,R,I,4,,,"LINESTRING (141583.01700000092 484433.8379999995, 141625.1570999995 484458.84230000153)"
kantstroken_wegvak.99,Vluchtstrook,H,283368022,2018-09-01T00:00:00,49,183,028336802220180901,KLK0006321011,R,I,4,,,"LINESTRING (141625.1570999995 484458.84230000153, 141740.81599999964 484527.4699999988)"
kantstroken_wegvak.100,Vluchtstrook,H,283368017,2018-09-01T00:00:00,0,277,028336801720180901,KLK0005705672,R,I,2,,,"LINESTRING (141644.7969999984 484461.69000000134, 141683.32200000063 484479.58300000057, 141717.46499999985 484493.6409999989, 141747.40799999982 484501.8579999991, 141787.02800000086 484507.15199999884, 141824.82299999893 484506.4219999984, 141846.82400000095 484503.5920000002, 141876.40199999884 484497.2019999996, 141903.42399999872 484489.8990000002, 141911.53759999946 484487.96709999815)"
kantstroken_wegvak.101,Puntstuk,H,600105043,2019-02-01T00:00:00,0,6,060010504320190201,KLK0008477011,L,I,3,,,"LINESTRING (84077.89200000092 458429.34600000083, 84073.55370000005 458433.49069999903)"
kantstroken_wegvak.102,Vluchtstrook,H,600112638,2019-02-01T00:00:00,9,17,060011263820190201,KLK0008096731,L,I,3,,,"LINESTRING (102836.31549999863 430255.4096999988, 102834 430248)"
kantstroken_wegvak.103,Vluchtstrook,H,600129711,2019-02-01T00:00:00,205,391,060012971120190201,KLK0008192970,L,I,2,,,"LINESTRING (141774.9798000008 484699.7866999991, 141761.0610000007 484662.49500000104, 141755.6649999991 484653.2820000015, 141745.92399999872 484634.59099999815, 141729.4059999995 484611.3599999994, 141708.7410000004 484586.7470000014, 141690.18200000003 484570.29399999976, 141667.2800000012 484552.12999999896)"
kantstroken_wegvak.104,Vluchtstrook,H,600129711,2019-02-01T00:00:00,41,205,060012971120190201,KLK0008192973,L,I,3,,,"LINESTRING (141878.87909999862 484817.72129999846, 141849.83999999985 484801.81700000167, 141833.25600000098 484791.68200000003, 141820.35700000077 484782.3370000012, 141807.72100000083 484770.09600000083, 141797.71799999848 484755.48600000143, 141791.59699999914 484743.57499999925, 141781.98900000006 484718.56599999964, 141774.9798000008 484699.7866999991)"
kantstroken_wegvak.105,Vluchtstrook,H,600106561,2019-02-01T00:00:00,0,63,060010656120190201,KLK0008696658,R,I,2,,,"LINESTRING (88962.17700000107 394496.00400000066, 88925.99100000039 394444.92599999905)"
kantstroken_wegvak.107,Puntstuk,H,600115493,2019-02-01T00:00:00,0,30,060011549320190201,KLK0008483654,R,I,3,,,"LINESTRING (91455.25299999863 466336.7010000013, 91447.72529999912 466307.6607999988)"
kantstroken_wegvak.108,Vluchtstrook,H,600113530,2019-02-01T00:00:00,14,16,060011353020190201,KLK0009846146,R,I,2,,,"LINESTRING (99134.50169999897 397088.7019999996, 99136.89400000125 397089.3579999991)"
kantstroken_wegvak.109,Redresseerstrook,H,600114132,2019-02-01T00:00:00,0,77,060011413220190201,KLK0009690256,L,I,2,,,"LINESTRING (91081.57299999893 439178.9620000012, 91041 439151, 91018.1708999984 439135.26790000126)"
kantstroken_wegvak.110,Vluchtstrook,H,600114132,2019-02-01T00:00:00,77,171,060011413220190201,KLK0009690255,L,I,2,,,"LINESTRING (91018.1708999984 439135.26790000126, 90940.83799999952 439081.9759999998)"
kantstroken_wegvak.111,Redresseerstrook,H,600112345,2019-02-01T00:00:00,0,8,060011234520190201,KLK0008721618,L,I,5,,,"LINESTRING (96113 461024, 96106.00670000166 461027.8850999996)"
kantstroken_wegvak.112,Vluchtstrook,H,600142833,2019-02-01T00:00:00,0,57,060014283320190201,KLK0008788852,L,I,2,,,"LINESTRING (178529.6499999985 314202.26399999857, 178506.0789999999 314254.0709999986)"
kantstroken_wegvak.113,Redresseerstrook,H,205319064,2019-06-01T00:00:00,0,2,020531906420190601,KLK0008721746,R,I,5,,,"LINESTRING (102834.22410000116 459731.0850000009, 102835.85399999842 459729.9259000011)"
kantstroken_wegvak.114,Redresseerstrook,H,205319064,2019-06-01T00:00:00,2,12,020531906420190601,KLK0008691902,R,I,3,,,"LINESTRING (102835.85399999842 459729.9259000011, 102843.76190000027 459724.3018999994)"
kantstroken_wegvak.115,Redresseerstrook,H,600113485,2019-06-01T00:00:00,0,5,060011348520190601,KLK0008083554,L,I,4,,,"LINESTRING (102852.80939999968 459736.87310000136, 102848.70450000092 459739.7280000001)"
kantstroken_wegvak.116,Redresseerstrook,H,205319067,2019-06-01T00:00:00,0,13,020531906720190601,KLK0008721746,R,I,5,,,"LINESTRING (102823.66690000147 459738.1431000009, 102834.22410000116 459731.0850000009)"
kantstroken_wegvak.117,Puntstuk,H,219449043,2019-03-01T00:00:00,0,19,021944904320190301,KLK0008080704,R,I,2,,,"LINESTRING (109594.90199999884 524726.7789999992, 109596.2314000018 524707.8255999982)"
kantstroken_wegvak.118,Vluchtstrook,H,600120000,2019-07-01T00:00:00,0,31,060012000020190701,KLK0008096825,L,I,3,,,"LINESTRING (106513.82999999821 429113.2100000009, 106490.54500000179 429134.37900000066)"
kantstroken_wegvak.119,Puntstuk,T,600120000,2019-07-01T00:00:00,0,31,060012000020190701,KLK0008096821,L,I,1,,,"LINESTRING (106513.82999999821 429113.2100000009, 106490.54500000179 429134.37900000066)"
kantstroken_wegvak.120,Puntstuk,H,600147945,2019-02-01T00:00:00,17,48,060014794520190201,KLK0006860293,R,I,2,,,"LINESTRING (201669.80480000004 572213.9591000006, 201643.40700000152 572230.9560000002)"
kantstroken_wegvak.121,Puntstuk,H,600152253,2019-02-01T00:00:00,0,18,060015225320190201,KLK0007342805,R,I,3,,,"LINESTRING (232992.48000000045 554687.4959999993, 232988.27659999952 554704.998300001)"
kantstroken_wegvak.122,Puntstuk,H,266291009,2020-03-01T00:00:00,15,27,026629100920200301,KLK0008057328,R,I,2,,,"LINESTRING (133458.1116000004 445946.63369999826, 133454.26740000024 445957.6444000006)"
kantstroken_wegvak.123,Vluchtstrook,H,291370017,2019-10-01T00:00:00,0,83,029137001720191001,KLK0006321263,R,I,3,,,"LINESTRING (145716.75250000134 485047.3379999995, 145737.1169999987 485047.5700000003, 145755.375 485053.6950000003, 145781.61899999902 485060.7899999991, 145797.32299999893 485064.55799999833)"
kantstroken_wegvak.124,Puntstuk,H,476560005,2021-04-01T00:00:00,131,262,047656000520210401,KLK0009960729,R,I,3,,,"LINESTRING (238265.39039999992 580364.4908999987, 238275.7250000015 580353.9829999991, 238329.73999999836 580309.2520000003, 238367.49300000072 580282.4899999984)"
kantstroken_wegvak.125,Redresseerstrook,H,600151919,2021-04-01T00:00:00,50,179,060015191920210401,KLK0009962367,L,I,2,,,"LINESTRING (238202.75070000067 580596.7005999982, 238205.7960000001 580590.8590000011, 238209.0639999993 580582.8509999998, 238211.17799999937 580574.2650000006, 238211.72199999914 580564.0460000001, 238210.49300000072 580553.5830000006, 238204.48299999908 580540.6609999985, 238195.57699999958 580531.307, 238185.83799999952 580525.4120000005, 238175.90700000152 580522.3370000012, 238164.24700000137 580522.0799999982, 238154.92399999872 580523.9059999995, 238142.72630000114 580530.8627999984)"
kantstroken_wegvak.126,Vluchtstrook,H,297375005,2021-04-01T00:00:00,0,616,029737500520210401,KLK0008638072,R,I,3,,,"LINESTRING (148646.96400000155 487782.8599999994, 148661.38100000098 487795.0249999985, 148677.6000000015 487805.8370000012, 148698.09899999946 487816.875, 148715.89499999955 487824.08399999887, 148742.94299999997 487832.3200000003, 148758.71799999848 487834.7250000015, 148812.59099999815 487842.15399999917, 148884.4699999988 487848.03599999845, 148944.73699999973 487850.40399999917, 149005.3110000007 487850.48000000045, 149075.2030000016 487847.34800000116, 149124.16600000113 487843.4530000016, 149162.19799999893 487839.7529999986, 149191.05000000075 487835.4670000002, 149221.10700000077 487828.3660000004, 149246.25200000033 487820.7490000017)"
kantstroken_wegvak.127,Vluchtstrook,H,298375007,2021-04-01T00:00:00,0,356,029837500720210401,KLK0008641570,R,I,3,,,"LINESTRING (149326.91800000146 487980.43299999833, 149326.88899999857 488011.6420000009, 149328.16899999976 488035.3379999995, 149331.69799999893 488064.8779999986, 149336.00299999863 488083.9059999995, 149337.47700000182 488098.1629999988, 149336.37099999934 488123.6020000018, 149332.9299999997 488147.4439999983, 149327.76799999923 488167.1079999991, 149319.2890000008 488187.6319999993, 149307.98200000077 488210.73699999973, 149297.41299999878 488226.22199999914, 149281.06700000167 488246.9910000004, 149258.20899999887 488267.63800000027, 149233.62900000066 488283.86100000143, 149221.52299999818 488290.74500000104)"
kantstroken_wegvak.128,Vluchtstrook,H,298375009,2021-04-01T00:00:00,0,123,029837500920210401,KLK0008642536,R,I,3,,,"LINESTRING (149394.5150000006 487818.0689999983, 149387.6790000014 487831.3289999999, 149381.02100000158 487845.6979999989, 149372.78500000015 487866.19900000095, 149367.35300000012 487885.47300000116, 149362.7969999984 487904.7479999997, 149359.81899999827 487927.8770000003, 149359.35500000045 487934.43499999866)"
kantstroken_wegvak.129,Vluchtstrook,H,298376002,2021-04-01T00:00:00,0,493,029837600220210401,KLK0008642536,R,I,3,,,"LINESTRING (149359.35500000045 487934.43499999866, 149357.5469999984 487951.3449999988, 149356.64400000125 487985.9510000013, 149355.7410000004 488047.0399999991, 149355.44000000134 488083.4530000016, 149354.95899999887 488128.83300000057, 149356.64400000125 488202.2109999992, 149358.08799999952 488239.4780000001, 149360.20699999854 488264.90100000054, 149363.67399999872 488287.2419999987, 149370.89600000158 488315.8420000002, 149381.2960000001 488345.30900000036, 149396.4149999991 488374.48699999973, 149414.1330000013 488400.2950000018, 149422.58399999887 488411.80999999866)"
kantstroken_wegvak.130,Vluchtstrook,H,298376010,2021-04-01T00:00:00,0,60,029837601020210401,KLK0008642536,R,I,3,,,"LINESTRING (149422.58399999887 488411.80999999866, 149444.7190000005 488434.30799999833, 149466.54439999908 488452.11470000073)"
kantstroken_wegvak.131,Vluchtstrook,H,600145505,2021-04-01T00:00:00,0,199,060014550520210401,KLK0006019597,L,I,4,,,"LINESTRING (194740.17300000042 320752.93200000003, 194553.41200000048 320684.4609999992)"
kantstroken_wegvak.132,Puntstuk,H,600212246,2021-05-01T00:00:00,0,15,060021224620210501,KLK0008200934,L,I,3,,,"LINESTRING (189986.80029999837 326884.43730000034, 189973.55070000142 326889.48580000177, 189972.90359999985 326889.9913999997)"
kantstroken_wegvak.133,Vluchtstrook,H,253360059,2021-05-01T00:00:00,0,30,025336005920210501,KLK0007729125,L,I,2,,,"LINESTRING (126941.36400000006 480265.65520000085, 126967.41820000112 480280.5271999985)"
kantstroken_wegvak.134,Vluchtstrook,H,600448997,2021-05-01T00:00:00,114,325,060044899720210501,KLK0007729125,L,I,2,,,"LINESTRING (126756.43629999831 480163.3341999985, 126821.03400000185 480199.43299999833, 126941.36400000006 480265.65520000085)"
kantstroken_wegvak.135,Vluchtstrook,T,252359060,2021-05-01T00:00:00,70,137,025235906020210501,KLK0007729074,L,I,1,,,"LINESTRING (126281.57809999958 479893.76419999823, 126311.52829999849 479908.8515000008, 126335.63940000162 479921.8412999995, 126340.95839999989 479924.7798999995)"
kantstroken_wegvak.136,Vluchtstrook,T,252359060,2021-05-01T00:00:00,821,894,025235906020210501,KLK0007729073,L,I,1,,,"LINESTRING (126939.66250000149 480255.5507999994, 126949.73699999973 480261.118999999, 127001.98420000076 480293.54030000046)"
kantstroken_wegvak.137,Puntstuk,T,252359060,2021-05-01T00:00:00,894,991,025235906020210501,KLK0007729072,L,I,1,,,"LINESTRING (127001.98420000076 480293.54030000046, 127084.3434999995 480344.64730000123)"
kantstroken_wegvak.138,Puntstuk,T,252359060,2021-05-01T00:00:00,0,70,025235906020210501,KLK0007729075,L,I,1,,,"LINESTRING (126218.30860000104 479863.89090000093, 126232.60229999945 479869.66899999976, 126273.33469999954 479889.6116000004, 126281.57809999958 479893.76419999823)"
kantstroken_wegvak.139,Vluchtstrook,H,600443610,2021-04-01T00:00:00,0,107,060044361020210401,KLK0008695541,R,I,2,,,"LINESTRING (104069.40399999917 421012.82279999927, 104060.67060000077 420993.2109999992, 104053.05059999973 420960.8260000013, 104045.11309999973 420929.1552999988, 104043.2873999998 420921.05900000036, 104040.70670000091 420910.5229999982)"
kantstroken_wegvak.140,Vluchtstrook,H,600443611,2021-04-01T00:00:00,0,34,060044361120210401,KLK0008695541,R,I,2,,,"LINESTRING (104040.70670000091 420910.5229999982, 104038.15450000018 420900.1039999984, 104032.46599999815 420885.28730000183, 104029.08080000058 420878.7049999982)"
kantstroken_wegvak.141,Vluchtstrook,H,600443619,2021-04-01T00:00:00,98,108,060044361920210401,KLK0009656924,R,I,3,,,"LINESTRING (103961.62929999828 420715.78170000017, 103959.79069999978 420716.1022000015, 103951.87550000101 420716.9182000011)"
kantstroken_wegvak.142,Vluchtstrook,H,600443620,2021-04-01T00:00:00,0,295,060044362020210401,KLK0009656924,R,I,3,,,"LINESTRING (103951.87550000101 420716.9182000011, 103944.39189999923 420717.6897, 103928.79470000044 420719.2771999985, 103910.82229999825 420721.1812000014, 103903.08080000058 420722.83040000126, 103895.93439999968 420726.309799999, 103892.3654000014 420729.7934000008, 103889.36089999974 420734.96169999987, 103887.99210000038 420740.7811000012, 103888.04030000046 420748.813000001, 103888.6623999998 420756.1451999992, 103890.30090000108 420763.5584000014, 103892.92190000042 420770.683699999, 103897.29560000077 420778.6722000018, 103902.90019999817 420785.8509000018, 103909.58889999986 420792.0320999995, 103917.18670000136 420797.0538999997, 103926.93349999934 420801.2740000002, 103938.80950000137 420803.75780000165, 103949.43059999868 420803.7974999994, 103959.8702000007 420801.8418000005, 103968.39180000126 420798.6281000003, 103977.52299999818 420793.20329999924, 103985.47289999947 420786.16000000015, 103991.95859999955 420777.7489, 103996.17570000142 420769.6766999997, 103999.24870000035 420761.05220000073, 104001.8236999996 420746.442400001, 104002.11510000005 420732.78770000115, 104000.44280000031 420711.12640000135)"
kantstroken_wegvak.349,Puntstuk,H,600150691,2021-04-01T00:00:00,393,428,060015069120210401,KLK0010038182,L,I,5,,,"LINESTRING (234116.1587000005 580464.1259999983, 234114.5940000005 580463.6420000009, 234083.0300000012 580452.8889999986)"
kantstroken_wegvak.143,Vluchtstrook,H,248357007,2021-04-01T00:00:00,0,107,024835700720210401,KLK0007493183,R,I,2,,,"LINESTRING (124209.41019999981 479001.7126000002, 124205.76419999823 478987.2666000016, 124202.45690000057 478972.1191999987, 124200.07569999993 478955.5826999992, 124199.21579999849 478938.31859999895, 124199.14959999919 478922.7082000002, 124206.91739999875 478897.0711000003)"
kantstroken_wegvak.144,Vluchtstrook,H,248357008,2021-04-01T00:00:00,0,447,024835700820210401,KLK0007225501,R,I,4,,,"LINESTRING (124206.91739999875 478897.0711000003, 124209.25670000166 478874.80519999936, 124212.96090000123 478859.98860000074, 124218.31870000064 478844.84109999985, 124228.57129999995 478822.08689999953, 124241.07290000096 478801.5155000016, 124250.26720000058 478788.48479999974, 124266.6053000018 478770.4930999987, 124283.07559999824 478755.0810999982, 124305.565200001 478739.0736999996, 124329.17940000072 478725.9107000008, 124358.48200000077 478712.681499999, 124385.46959999949 478700.3783, 124399.42639999837 478693.76370000094, 124416.35970000178 478684.70169999823, 124435.01289999858 478672.26630000025, 124448.96970000118 478661.3522000015, 124466.69680000097 478646.07250000164, 124478.69570000097 478634.0075000003, 124493.08909999952 478617.65619999915, 124502.40239999816 478605.43239999935, 124509.50719999894 478594.99269999936)"
