Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
27-10-2017 12:10;Definitief afgesloten;Afgesloten;3-11-2017 11:10;Openbare verlichting;Lamp defect;Fornheselaan;;Den Dolder e.o.
27-10-2017 12:05;Definitief afgesloten;Afgesloten;3-11-2017 11:05;Groen;Overig (Groen);De Clomp;;Zeist West
27-10-2017 12:02;Definitief afgesloten;Afgesloten;27-10-2017 12:02;Wegen en fietspaden;Paaltjes;Van Tetslaan;;Zeist Centrum
27-10-2017 11:41;Definitief afgesloten;Afgesloten;27-10-2017 11:41;Handhaving;Handhaving;Graaf Adolflaan;graaf adolflaan, hoek met prinses marijkelaan;Zeist Oost
27-10-2017 10:48;Definitief afgesloten;Afgesloten;27-10-2017 10:48;Wegen en fietspaden;Paaltjes;Joubertlaan;;Zeist Centrum
27-10-2017 10:44;Definitief afgesloten;Afgesloten;27-10-2017 10:44;Bomen;Bomen;Wouter van Wijklaan;;Zeist Noord
27-10-2017 10:12;Definitief afgesloten;Afgesloten;3-11-2017 9:12;Wegen en fietspaden;Gebreken wegdek;Dijnselweg;;Zeist Noord
27-10-2017 9:42;Definitief afgesloten;Afgesloten;3-11-2017 8:42;Wegen en fietspaden;Gebreken wegdek;Korte Bergweg;;Den Dolder e.o.
27-10-2017 8:59;Definitief afgesloten;Afgesloten;3-11-2017 7:59;Groen;Bladoverlast;Noordweg;;Zeist West
27-10-2017 8:42;Definitief afgesloten;Afgesloten;3-11-2017 7:42;Riolering;Overig (Riolering);Platolaan;;Zeist Centrum
27-10-2017 8:37;Definitief afgesloten;Afgesloten;3-11-2017 7:37;Openbare verlichting;Lamp defect;Bergweg;0181-0015;Zeist Centrum
27-10-2017 0:00;Lopend;In behandeling;27-10-2017 0:00;;;;Locatie Nijenheim parallel aan de Griffensteinseweg in de wijk Nijenheim straat 31.  Mastnummer;
27-10-2017 0:00;Definitief afgesloten;Afgesloten;27-10-2017 0:00;Openbare verlichting;Lamp defect;Prof. Lorentzlaan;2002-0072;Zeist Centrum
27-10-2017 0:00;Definitief afgesloten;Afgesloten;27-10-2017 0:00;Openbare verlichting;Lamp defect;Reelaan;Locatie evenkant Reelaan tussen nummer 4 en 5 Mastnummer 2701 0016;Den Dolder e.o.
26-10-2017 21:08;Definitief afgesloten;Afgesloten;2-11-2017 20:08;Wegen en fietspaden;Gebreken fiets-/voetpaden;Steynlaan;;Zeist Centrum
26-10-2017 19:18;Definitief afgesloten;Afgesloten;2-11-2017 18:18;Groen;Bladoverlast;Meent;;Zeist West
26-10-2017 16:29;Definitief afgesloten;Afgesloten;26-10-2017 16:29;Bomen;Bomen;Laan van Cattenbroeck;;Zeist West
26-10-2017 16:24;Nieuw via KCC;Ontvangen;26-10-2017 16:24;;;;;
26-10-2017 15:51;Definitief afgesloten;Afgesloten;2-11-2017 14:51;Openbare verlichting;Lamp defect;Socrateslaan;3041-0009;Zeist Centrum
26-10-2017 15:11;Definitief afgesloten;Afgesloten;2-11-2017 14:11;Groen;Overig (Groen);Waterhoenlaan;Hoek koppelweg/waterhoenlaan;Zeist West
26-10-2017 15:05;Definitief afgesloten;Afgesloten;2-11-2017 14:05;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;Weilandweg;Zeist West
26-10-2017 14:55;Definitief afgesloten;Afgesloten;26-10-2017 14:55;Handhaving;;Laan van Vollenhove;;Zeist Noord
26-10-2017 14:18;Voorlopig afgesloten;Afgehandeld;26-10-2017 14:18;Wegen en fietspaden;;Griffensteijnselaan;;Zeist West
26-10-2017 11:39;Definitief afgesloten;Afgesloten;2-11-2017 10:39;Wegen en fietspaden;Gebreken fiets-/voetpaden;Bergweg;;Zeist Noord
26-10-2017 11:29;Definitief afgesloten;Afgesloten;26-10-2017 11:29;Handhaving;Handhaving;Kritzingerlaan;;Zeist Centrum
26-10-2017 11:26;Definitief afgesloten;Afgesloten;2-11-2017 10:26;Groen;Gras;De Clomp;;Zeist West
26-10-2017 10:39;Definitief afgesloten;Afgesloten;26-10-2017 10:39;Handhaving;Handhaving;Noordweg;;Zeist West
26-10-2017 0:00;Definitief afgesloten;Afgesloten;26-10-2017 0:00;Afvaldumping;;;Locatie bosrand Anna Paulownalaan ter hoogte van lantaarnpaal nummer 0051 0007 in Zeist Mastnummer;
26-10-2017 0:00;Definitief afgesloten;Afgesloten;26-10-2017 0:00;Openbare verlichting;;;Locatie Teststraat Mastnummer 9999-9999;
25-10-2017 16:56;Definitief afgesloten;Afgesloten;25-10-2017 16:56;Afvaldumping;Afvaldumping;De Clomp;;Zeist Oost
25-10-2017 16:12;Definitief afgesloten;Afgesloten;1-11-2017 15:12;Riolering;Verstopping straatkolk;Nijenheim;;Zeist West
25-10-2017 16:00;Definitief afgesloten;Afgesloten;1-11-2017 15:00;Groen;Overig (Groen);Platolaan;;Zeist Centrum
25-10-2017 13:52;Definitief afgesloten;Afgesloten;1-11-2017 12:52;Openbare verlichting;Lamp defect;Prof. Lorentzlaan;2002 0048;Zeist Centrum
25-10-2017 13:44;Definitief afgesloten;Afgesloten;25-10-2017 13:44;Wegen en fietspaden;Paaltjes;Korte Bergweg;;Den Dolder e.o.
25-10-2017 13:27;Definitief afgesloten;Afgesloten;25-10-2017 13:27;Bomen;Bomen;Prof. Lorentzlaan;voor de deur;Zeist Centrum
25-10-2017 13:10;Definitief afgesloten;Afgesloten;25-10-2017 13:10;Afvaldumping;Afvaldumping;Brugakker;;Zeist West
25-10-2017 11:54;Definitief afgesloten;Afgesloten;25-10-2017 11:54;Parkeren;Parkeren;Stuivingastraat;Stuivingastraat;Zeist Centrum
25-10-2017 11:11;Definitief afgesloten;Afgesloten;25-10-2017 11:11;Handhaving;Handhaving;Montaubanstraat;;Zeist Centrum
25-10-2017 10:11;Definitief afgesloten;Afgesloten;25-10-2017 10:11;Bomen;Bomen;Laan van Vollenhove;Montessoriflat;Zeist Noord
25-10-2017 9:29;Definitief afgesloten;Afgesloten;1-11-2017 8:29;Wegen en fietspaden;Gebreken fiets-/voetpaden;Eekhoornlaan;t.h.v. Eekhoornaaln 6 en 8 en bij 41-43;Den Dolder e.o.
25-10-2017 0:00;Definitief afgesloten;Afgesloten;25-10-2017 0:00;Openbare verlichting;;;Locatie 1e parkeerterrein rechts op de Bachlaan. Mastnummer 0125 0008 / 0125 0007;
24-10-2017 15:14;Lopend;In behandeling;24-10-2017 15:14;;;Oranje Nassauplein;;Zeist Oost
24-10-2017 14:43;Definitief afgesloten;Afgesloten;31-10-2017 13:43;Groen;Bladoverlast;Laan van Vollenhove;;Zeist Noord
24-10-2017 14:28;Definitief afgesloten;Afgesloten;31-10-2017 13:28;Groen;Bladoverlast;Heideweg;hoek van de Heideweg- Driebergseweg , net voor het stoplicht vanuit de Heideweg;Zeist Oost
24-10-2017 14:21;Nieuw via KCC;Ontvangen;24-10-2017 14:21;;;;;
24-10-2017 13:10;Definitief afgesloten;Afgesloten;24-10-2017 13:10;Wegen en fietspaden;Borden;Boulevard;;Zeist Centrum
24-10-2017 12:53;Definitief afgesloten;Afgesloten;24-10-2017 12:53;Wegen en fietspaden;Paaltjes;Van Reenenweg;;Zeist Centrum
24-10-2017 12:53;Lopend;In behandeling;24-10-2017 12:53;Parkeren;Parkeren;Hezer Enghweg;;Den Dolder e.o.
24-10-2017 12:50;Definitief afgesloten;Afgesloten;31-10-2017 11:50;Openbare verlichting;Lamp defect;Comeniuslaan;0551-0006, 0551-0007 en 0551-0008;Zeist Noord
24-10-2017 10:53;Definitief afgesloten;Afgesloten;24-10-2017 10:53;Overig;;Amersfoortseweg;In vijver Blookerpark;Den Dolder e.o.
24-10-2017 10:32;Definitief afgesloten;Afgesloten;24-10-2017 10:32;Overig;;Paduaweg;bij de textiel container bij AH;Den Dolder e.o.
24-10-2017 10:13;Definitief afgesloten;Afgesloten;24-10-2017 10:13;Klachten afvalinzameling;Klacht afvalimzameling;Dr Willem Dreeslaan;in het rozenperkje voor het huis;
24-10-2017 9:58;Definitief afgesloten;Afgesloten;31-10-2017 8:58;Wegen en fietspaden;Gebreken fiets-/voetpaden;Arnoldus Stramroodlaan;;Zeist Noord
24-10-2017 9:56;Definitief afgesloten;Afgesloten;31-10-2017 8:56;Wegen en fietspaden;Gebreken fiets-/voetpaden;Rozenstraat;;Zeist Centrum
24-10-2017 9:12;Nieuw via KCC;Ontvangen;24-10-2017 9:12;;;;;
24-10-2017 8:16;Definitief afgesloten;Afgesloten;24-10-2017 8:16;Handhaving;Handhaving;Prinses Marijkelaan;groenstrook/wandelpad;Zeist Oost
24-10-2017 0:21;Definitief afgesloten;Afgesloten;24-10-2017 0:21;Wegen en fietspaden;Borden;Laan van Dillenburg;;Zeist Oost
24-10-2017 0:00;Definitief afgesloten;Afgesloten;24-10-2017 0:00;Parkeren;;;Locatie Patrijzenlaan 15 Mastnummer;
24-10-2017 0:00;Definitief afgesloten;Afgesloten;24-10-2017 0:00;Openbare verlichting;;Jan Schoutenlaan;Locatie Jan Schoutenlaan tegenover nummer 5 of 7 Mastnummer 2981 0002;Zeist Noord
24-10-2017 0:00;Definitief afgesloten;Afgesloten;24-10-2017 0:00;Openbare verlichting;;Joost van den Vondellaan;3551-0010;Zeist Noord
24-10-2017 0:00;Definitief afgesloten;Afgesloten;24-10-2017 0:00;Openbare verlichting;;Sanatoriumlaan;Locatie Gehele Sanatoriumlaan m.n. eerste stuk vanaf Utrechtseweg. Mastnummer;Zeist Noord
23-10-2017 20:06;Definitief afgesloten;Afgesloten;30-10-2017 19:06;Groen;Bladoverlast;Arnhemse Bovenweg;;Zeist Oost
23-10-2017 16:40;In behandeling;In behandeling;23-10-2017 16:40;Milieu;Mileu;Albert Plesmanring;;Den Dolder e.o.
23-10-2017 14:47;Lopend;In behandeling;23-10-2017 14:47;;;Korte Bergweg;weet niet op welk nummer;Den Dolder e.o.
23-10-2017 14:23;Definitief afgesloten;Afgesloten;23-10-2017 14:23;Handhaving;Handhaving;Laan van Cattenbroeck;voor nummer 11;Zeist West
23-10-2017 14:03;Definitief afgesloten;Afgesloten;23-10-2017 14:03;Parkeren;Parkeren;Laan van Vollenhove;;Zeist Noord
23-10-2017 13:20;Definitief afgesloten;Afgesloten;30-10-2017 12:20;Groen;Overig (Groen);Eikenlaan;;Zeist Centrum
23-10-2017 13:11;Definitief afgesloten;Afgesloten;23-10-2017 13:11;Bomen;Bomen;Jozef Israëlslaan;;Den Dolder e.o.
23-10-2017 11:08;Definitief afgesloten;Afgesloten;23-10-2017 11:08;Bomen;Bomen;Zinzendorflaan;huisnummer 14 en 21;Zeist Centrum
23-10-2017 11:02;Definitief afgesloten;Afgesloten;23-10-2017 11:02;Wegen en fietspaden;Borden;Huis ter Heideweg;MacDonalds;Zeist Noord
23-10-2017 10:57;Definitief afgesloten;Afgesloten;30-10-2017 9:57;Groen;Overig (Groen);Spinozalaan;voor huisnummer 28 en 30;Zeist Centrum
23-10-2017 10:28;Definitief afgesloten;Afgesloten;23-10-2017 10:28;Overig;;Laan van Vollenhove;;Zeist Noord
23-10-2017 10:07;Definitief afgesloten;Afgesloten;30-10-2017 9:07;Wegen en fietspaden;Gebreken fiets-/voetpaden;Fornheselaan;;Den Dolder e.o.
23-10-2017 9:31;Nieuw via KCC;Ontvangen;23-10-2017 9:31;;;;;
23-10-2017 9:11;Definitief afgesloten;Afgesloten;23-10-2017 9:11;Afvaldumping;Afvaldumping;Filips van Bourgondiëln;;Zeist West
22-10-2017 19:57;Definitief afgesloten;Afgesloten;22-10-2017 19:57;Wegen en fietspaden;Borden;Oude Arnhemseweg;plein bij garages;Zeist Centrum
22-10-2017 19:24;Definitief afgesloten;Afgesloten;30-10-2017 18:24;Groen;Overig (Groen);Oude Arnhemseweg;;Zeist Centrum
22-10-2017 17:32;Definitief afgesloten;Afgesloten;30-10-2017 16:32;Groen;Bladoverlast;Driebergseweg;het voetpad even voorbij driebergseweg 2;Zeist Oost
22-10-2017 14:30;Definitief afgesloten;Afgesloten;22-10-2017 14:30;Overig;;Crosestein;;Zeist West
22-10-2017 13:54;Definitief afgesloten;Afgesloten;22-10-2017 13:54;Bomen;Bomen;Anna van Burenlaan;;Zeist Oost
22-10-2017 9:17;Definitief afgesloten;Afgesloten;22-10-2017 9:17;Klachten afvalinzameling;Klacht afvalimzameling;;;
22-10-2017 0:00;Definitief afgesloten;Afgesloten;22-10-2017 0:00;Openbare verlichting;Lamp defect;Driebergseweg;Locatie Driebergseweg 24 en 26, Landgoed De Breul Mastnummer;Zeist Oost
22-10-2017 0:00;Definitief afgesloten;Afgesloten;22-10-2017 0:00;Afvaldumping;;;Locatie Doodlopen de stuk helemaal aan het einde prins alexanderweg in huis ter heide. Mastnummer;
22-10-2017 0:00;Datum uitvoering wijzigen;In behandeling;22-10-2017 0:00;Handhaving;;;Locatie Laan van Bergen 13 Mastnummer;
22-10-2017 0:00;Definitief afgesloten;Afgesloten;22-10-2017 0:00;Parkeren;;;Locatie Voorheuvel ter hoogte van Krijco/de Punt Mastnummer;
22-10-2017 0:00;Definitief afgesloten;Afgesloten;22-10-2017 0:00;Openbare verlichting;;;Locatie Jacob van Lenneplaan 2 Mastnummer 1931-0003;
21-10-2017 16:26;Definitief afgesloten;Afgesloten;21-10-2017 16:26;Handhaving;Handhaving;;;
21-10-2017 16:26;Definitief afgesloten;Afgesloten;21-10-2017 16:26;Wegen en fietspaden;Paaltjes;Brugakker;tussen brugakker 3120 en 3122;Zeist West
21-10-2017 14:05;Definitief afgesloten;Afgesloten;30-10-2017 13:05;Wegen en fietspaden;Gebreken fiets-/voetpaden;Rozenstraat;32;Zeist Centrum
21-10-2017 14:03;Definitief afgesloten;Afgesloten;30-10-2017 13:03;Wegen en fietspaden;Gebreken fiets-/voetpaden;Rozenstraat;nr. 32;Zeist Centrum
21-10-2017 9:50;Definitief afgesloten;Afgesloten;30-10-2017 8:50;Openbare verlichting;Overig (verlichting);Dolderseweg;zie omschrijving;Den Dolder e.o.
21-10-2017 0:00;Definitief afgesloten;Afgesloten;21-10-2017 0:00;Openbare verlichting;;;Locatie De verlichting brandt niet. Mastnummer 0591 1103 en 0591 1105;
20-10-2017 21:50;Definitief afgesloten;Afgesloten;20-10-2017 21:50;Bomen;Bomen;Brugakker;;Zeist West
20-10-2017 12:04;Nieuw via KCC;Ontvangen;20-10-2017 12:04;;;;;
20-10-2017 11:50;Definitief afgesloten;Afgesloten;27-10-2017 11:50;Groen;Overig (Groen);Dolderseweg;Hoek Paduaweg;Den Dolder e.o.
20-10-2017 11:30;Definitief afgesloten;Afgesloten;20-10-2017 11:30;Bomen;Bomen;Crosestein;Pestersebosje;Zeist West
20-10-2017 11:20;Definitief afgesloten;Afgesloten;20-10-2017 11:20;Handhaving;Handhaving;Nijenheim;;Zeist West
20-10-2017 10:32;Definitief afgesloten;Afgesloten;20-10-2017 10:32;Handhaving;Handhaving;Harmonielaan;;Zeist Noord
20-10-2017 9:52;Lopend;In behandeling;20-10-2017 9:52;;;;;
20-10-2017 9:18;Definitief afgesloten;Afgesloten;20-10-2017 9:18;Bomen;Bomen;Couwenhoven;Vermoedelijk voor depot werkaamheden Weteringlaan;Zeist West
20-10-2017 9:06;Definitief afgesloten;Afgesloten;27-10-2017 9:06;Openbare verlichting;Lamp defect;Filips van Bourgondiëln;144 203;Zeist West
20-10-2017 7:48;Definitief afgesloten;Afgesloten;20-10-2017 7:48;Overig;;;;
20-10-2017 0:00;Lopend;In behandeling;20-10-2017 0:00;;;;Locatie Nijenheim straat 31 Bij woomcomplex Mastnummer;
20-10-2017 0:00;Definitief afgesloten;Afgesloten;20-10-2017 0:00;Openbare verlichting;;Aristoteleslaan;Locatie Naast huis Aristoteleslaan 6 in Zeist Mastnummer staat niets op;Zeist Centrum
20-10-2017 0:00;Definitief afgesloten;Afgesloten;20-10-2017 0:00;Parkeren;;;Locatie Krugerlaan Mastnummer;
19-10-2017 22:41;Definitief afgesloten;Afgesloten;19-10-2017 22:41;Klachten afvalinzameling;Klacht afvalimzameling;Slotlaan;Bruna;Zeist Centrum
19-10-2017 21:49;Definitief afgesloten;Afgesloten;26-10-2017 21:49;Openbare verlichting;Lamp defect;Paduaweg;2422 / 0028;Den Dolder e.o.
19-10-2017 19:11;Definitief afgesloten;Afgesloten;26-10-2017 19:11;Groen;Overig (Groen);Sophialaan;;Zeist Oost
19-10-2017 16:48;Definitief afgesloten;Afgesloten;26-10-2017 16:48;Wegen en fietspaden;Gebreken fiets-/voetpaden;Bergweg;Bergweg hoek Van Reenenweg;Zeist Centrum
19-10-2017 15:36;Definitief afgesloten;Afgesloten;26-10-2017 15:36;Openbare verlichting;Lamp defect;Oranjerie;0001;Zeist Centrum
19-10-2017 15:13;Definitief afgesloten;Afgesloten;19-10-2017 15:13;Bomen;Bomen;Korte Bergweg;;Den Dolder e.o.
19-10-2017 14:27;Definitief afgesloten;Afgesloten;26-10-2017 14:27;Wegen en fietspaden;Gebreken wegdek;Weteringlaan;;Zeist West
19-10-2017 13:26;Definitief afgesloten;Afgesloten;26-10-2017 13:26;Openbare verlichting;Lamp defect;Comeniuslaan;;Zeist Noord
19-10-2017 13:10;Definitief afgesloten;Afgesloten;26-10-2017 13:10;Groen;Overig (Groen);Brugakker;bij de parkeerplaats 41 serie;Zeist West
19-10-2017 12:58;Definitief afgesloten;Afgesloten;20-10-2017 12:58;Openbare verlichting;Netwerkstoring;Couwenhoven;;Zeist West
19-10-2017 12:41;Definitief afgesloten;Afgesloten;26-10-2017 12:41;Groen;Onkruid;Dwarsweg;hoek dwarsweg / schaerweijdelaan;Zeist Centrum
19-10-2017 11:51;Definitief afgesloten;Afgesloten;19-10-2017 11:51;Overig;;Molenweg;;Zeist Oost
19-10-2017 11:29;Definitief afgesloten;Afgesloten;19-10-2017 11:29;Afvaldumping;Afvaldumping;Antonlaan;;Zeist Centrum
19-10-2017 10:59;Definitief afgesloten;Afgesloten;26-10-2017 10:59;Groen;Gras;Griffensteijnselaan;;Zeist West
19-10-2017 10:54;Definitief afgesloten;Afgesloten;26-10-2017 10:54;Wegen en fietspaden;Gebreken fiets-/voetpaden;Lindenlaan;;Zeist Centrum
19-10-2017 10:37;Lopend;In behandeling;19-10-2017 10:37;;;;;
19-10-2017 9:54;Definitief afgesloten;Afgesloten;26-10-2017 9:54;Wegen en fietspaden;Gebreken fiets-/voetpaden;Waterigeweg;Waterigeweg en Weteringlaan;Zeist West
19-10-2017 9:49;Definitief afgesloten;Afgesloten;20-10-2017 9:49;Riolering;Gemalen;Tolakkerlaan;;Zeist West
19-10-2017 9:44;Definitief afgesloten;Afgesloten;19-10-2017 9:44;Handhaving;Handhaving;Voorheuvel;;Zeist Centrum
19-10-2017 9:40;Definitief afgesloten;Afgesloten;26-10-2017 9:40;Openbare verlichting;Lamp defect;Nijenheim;2311-2210;Zeist West
19-10-2017 0:00;Lopend;In behandeling;19-10-2017 0:00;Riolering;;;Locatie Oude Postweg voor 82 Mastnummer;
19-10-2017 0:00;Lopend;In behandeling;19-10-2017 0:00;;;;Locatie Nijenheim bij wooncomplex 31  Mastnummer;
19-10-2017 0:00;Definitief afgesloten;Afgesloten;19-10-2017 0:00;Openbare verlichting;;;Locatie Brugakker 5657 Mastnummer 04545603;
19-10-2017 0:00;Definitief afgesloten;Afgesloten;19-10-2017 0:00;Openbare verlichting;;;Locatie Bergweg/Steynlaan kruising Mastnummer 0181 0022;
18-10-2017 16:45;Definitief afgesloten;Afgesloten;18-10-2017 16:45;Overig;;De la Reylaan;;Zeist Centrum
18-10-2017 16:24;Definitief afgesloten;Afgesloten;18-10-2017 16:24;Afvaldumping;Afvaldumping;Jacob van Lennepplein;;Zeist Noord
18-10-2017 16:03;Definitief afgesloten;Afgesloten;18-10-2017 16:03;Overig;;Couwenhoven;;Zeist West
18-10-2017 15:59;Nieuw via KCC;Ontvangen;18-10-2017 15:59;;;;;
18-10-2017 15:54;Definitief afgesloten;Afgesloten;18-10-2017 15:54;Wegen en fietspaden;;Prins Alexanderweg;;Den Dolder e.o.
18-10-2017 15:46;Definitief afgesloten;Afgesloten;18-10-2017 15:46;Overig;;;;
18-10-2017 15:44;Definitief afgesloten;Afgesloten;25-10-2017 15:44;Openbare verlichting;Overig (verlichting);Amersfoortseweg;;Zeist Noord
18-10-2017 13:39;Nieuw via KCC;Ontvangen;18-10-2017 13:39;;;;;
18-10-2017 13:37;Definitief afgesloten;Afgesloten;25-10-2017 13:37;Groen;Bladoverlast;Jan Willem Frisolaan;;Zeist Oost
18-10-2017 12:15;Definitief afgesloten;Afgesloten;18-10-2017 12:15;Handhaving;Handhaving;Jupiterhof;;Den Dolder e.o.
18-10-2017 12:09;Definitief afgesloten;Afgesloten;18-10-2017 12:09;Overig;;Jupiterhof;;Den Dolder e.o.
18-10-2017 11:41;Definitief afgesloten;Afgesloten;18-10-2017 11:41;Handhaving;Handhaving;Couwenhoven;;Zeist West
18-10-2017 11:38;Definitief afgesloten;Afgesloten;25-10-2017 11:38;Groen;Onkruid;Couwenhoven;;Zeist West
18-10-2017 11:38;Definitief afgesloten;Afgesloten;18-10-2017 11:38;Overig;;Antonlaan;Ondergrondse containers 144;Zeist Centrum
18-10-2017 11:38;Definitief afgesloten;Afgesloten;18-10-2017 11:38;Afvaldumping;Afvaldumping;Emmaplein;;Zeist Centrum
18-10-2017 11:35;In behandeling;In behandeling;25-10-2017 11:35;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
18-10-2017 11:29;Nieuw via KCC;Ontvangen;18-10-2017 11:29;;;;;
18-10-2017 11:28;Nieuw via KCC;Ontvangen;18-10-2017 11:28;;;;;
18-10-2017 11:16;Definitief afgesloten;Afgesloten;25-10-2017 11:16;Openbare verlichting;Lamp defect;Jacob van Lenneplaan;1931/0006;Zeist Centrum
18-10-2017 10:44;Definitief afgesloten;Afgesloten;25-10-2017 10:44;Wegen en fietspaden;Gebreken wegdek;Burg. Patijnlaan;;Zeist Noord
18-10-2017 10:02;Definitief afgesloten;Afgesloten;25-10-2017 10:02;Groen;Overig (Groen);Nijenheim;;Zeist West
18-10-2017 9:39;Definitief afgesloten;Afgesloten;25-10-2017 9:39;Openbare verlichting;Lamp defect;Comeniuslaan;achterste gedeelte van de straat;Zeist Noord
18-10-2017 9:30;Definitief afgesloten;Afgesloten;25-10-2017 9:30;Groen;Overig (Groen);Couwenhoven;;Zeist West
18-10-2017 9:26;Definitief afgesloten;Afgesloten;25-10-2017 9:26;Openbare verlichting;Lamp defect;Prof. Lorentzlaan;2002/0001;Zeist Centrum
18-10-2017 9:10;Definitief afgesloten;Afgesloten;18-10-2017 9:10;Overig;;Kroostweg;Kinderboerderij;Zeist Noord
18-10-2017 0:00;Lopend;In behandeling;18-10-2017 0:00;;;;Locatie Bij de Markt, brievenbus bij voorheen rotonde leger des heils. Mastnummer;
18-10-2017 0:00;Definitief afgesloten;Afgesloten;18-10-2017 0:00;Parkeren;;;Locatie Dijnselweg 99-117 (enkel oneven zijde straat) Mastnummer;
18-10-2017 0:00;Definitief afgesloten;Afgesloten;18-10-2017 0:00;Openbare verlichting;Overig (verlichting);Krakelingweg;1711-0212;Zeist Oost
18-10-2017 0:00;Definitief afgesloten;Afgesloten;18-10-2017 0:00;Openbare verlichting;Netwerkstoring;;Locatie In de mgeving Couwenhoven, 61 serie is alle verlichting uit. Mastnummer;
18-10-2017 0:00;Definitief afgesloten;Afgesloten;18-10-2017 0:00;Openbare verlichting;;;Locatie Straatlantaarn doet het niet Mastnummer B 1704 28 18;
17-10-2017 21:50;Definitief afgesloten;Afgesloten;24-10-2017 21:50;Wegen en fietspaden;Gebreken fiets-/voetpaden;Antonlaan;;Zeist Centrum
17-10-2017 15:24;Definitief afgesloten;Afgesloten;17-10-2017 15:24;Bomen;Bomen;Fazantenlaan;;Zeist West
17-10-2017 14:54;Definitief afgesloten;Afgesloten;17-10-2017 14:54;Wegen en fietspaden;Paaltjes;Nijenheim;;Zeist West
17-10-2017 13:54;Definitief afgesloten;Afgesloten;17-10-2017 13:54;Wegen en fietspaden;Paaltjes;Nijenheim;;Zeist West
17-10-2017 13:34;Definitief afgesloten;Afgesloten;17-10-2017 13:34;Bomen;Bomen;Platolaan;;Zeist Centrum
17-10-2017 12:45;Nieuw via KCC;Ontvangen;17-10-2017 12:45;;;;;
17-10-2017 12:17;Lopend;In behandeling;17-10-2017 12:17;;;Waterlooweg;voor Waterlooweg 3;Zeist Oost
17-10-2017 12:15;In behandeling;In behandeling;24-10-2017 12:15;Wegen en fietspaden;Gebreken fiets-/voetpaden;Dokter J.C. Boswijklaan;;Den Dolder e.o.
17-10-2017 12:11;Definitief afgesloten;Afgesloten;17-10-2017 12:11;Handhaving;Handhaving;Godfried van Seijstlaan;;Zeist West
17-10-2017 11:59;Definitief afgesloten;Afgesloten;17-10-2017 11:59;Afvaldumping;Afvaldumping;Prinses Marijkelaan;;Zeist Oost
17-10-2017 11:38;Nieuw via KCC;Ontvangen;17-10-2017 11:38;;;;;
17-10-2017 11:09;Definitief afgesloten;Afgesloten;24-10-2017 11:09;Openbare verlichting;Lamp defect;Comeniuslaan;;Zeist Noord
17-10-2017 10:36;Definitief afgesloten;Afgesloten;17-10-2017 10:36;Bomen;Bomen;Waterlooweg;groenstrook;Zeist Oost
17-10-2017 10:14;Definitief afgesloten;Afgesloten;17-10-2017 10:14;Afvaldumping;Afvaldumping;Prinses Margrietlaan;ingang I en H;Zeist Oost
17-10-2017 9:48;Lopend;In behandeling;17-10-2017 9:48;;;Boulevard;scooterhok tegenover nr. 59;Zeist Centrum
17-10-2017 9:00;Definitief afgesloten;Afgesloten;17-10-2017 9:00;Afvaldumping;Afvaldumping;Korte Steynlaan;voor de jumbo;Zeist Centrum
17-10-2017 8:59;Nieuw via KCC;Ontvangen;17-10-2017 8:59;;;;;
17-10-2017 8:13;Definitief afgesloten;Afgesloten;17-10-2017 8:13;Overig;;Brugakker;Hakse wetering;Zeist West
17-10-2017 0:00;Definitief afgesloten;Afgesloten;17-10-2017 0:00;Handhaving;;;Locatie Hoek Rozenstraat café tante Greet !! Mastnummer;
17-10-2017 0:00;Definitief afgesloten;Afgesloten;17-10-2017 0:00;Openbare verlichting;;;Locatie Paduaweg 5-A Den Dolder Mastnummer 24220028;
17-10-2017 0:00;Lopend;In behandeling;17-10-2017 0:00;Riolering;;;Locatie Paltzerweg Den Dolder aan de boskant van het Okkersbos. Mastnummer;
17-10-2017 0:00;Definitief afgesloten;Afgesloten;17-10-2017 0:00;Parkeren;;;Locatie Waterhoenlaan in Zeist. Mastnummer;
17-10-2017 0:00;Definitief afgesloten;Afgesloten;17-10-2017 0:00;Openbare verlichting;;;Locatie voor huisnummers Couwenhoven 9019 en 9021. Mastnummer 0591 0002;
17-10-2017 0:00;Definitief afgesloten;Afgesloten;17-10-2017 0:00;Openbare verlichting;;;Locatie Couwenhoven serie 90 en de Weteringelaan van af de Waterigeweg. Mastnummer 0591- 9001/ 0591-9002;
16-10-2017 18:53;Definitief afgesloten;Afgesloten;16-10-2017 18:53;Klachten afvalinzameling;Klacht afvalimzameling;Emmaplein;;Zeist Centrum
16-10-2017 18:05;Definitief afgesloten;Afgesloten;23-10-2017 18:05;Wegen en fietspaden;Gebreken wegdek;Woudenbergseweg;op de hoek Krullelaan / Woudenbergseweg (aan de kant van Loborg?);Zeist Centrum
16-10-2017 16:44;In behandeling;In behandeling;16-10-2017 16:44;Parkeren;Parkeren;Jacob van Lenneplaan;;Zeist Centrum
16-10-2017 15:17;Definitief afgesloten;Afgesloten;16-10-2017 15:17;Overig;;Ruusbroeclaan;;Zeist Centrum
