Rijlabels;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Inntel Hotels Rotterdam Centre;;;;;1;;;;;1
Inscope B.V.;;;;;;;;1;;1
Inspiratie op Locatie B.V.;1;;;;;;;;;1
Installatiebedrijf De Eilanden B.V.;;;;;;;1;;;1
Installerende Partners Commun.techn. B.V.;;;;;;;;1;;1
Instant Apeldoorn B.V.;;;;;;;;1;;1
Instrument Solutions Benelux B.V.;;;;;;;;1;;1
Intalent;;1;;;;;;;;1
Inter (VCD) B.V.;;;;;;;;1;;1
Inter Zwolle B.V.;;;;;;;;1;;1
Intergarde B.V.;;1;;;;;;;;1
Intergrass B.V.;;;;;;;1;;;1
Interieur Partners B.V.;;;;;;;1;;;1
Interlabshop;;;;;;;;1;;1
International Centre for Migration Policy Development;;;;;1;;;;;1
International Pagerservices;;1;;;;;;;;1
Internoja B.V.;;;;;;;1;;;1
Internorm Roestvaststaal B.V.;;;;;;;;1;;1
Interoffice Kantoorinrichting B.V.;;;;;;;;1;;1
Interscience B.V.;;;;;;;;1;;1
Intertoys;;;;;1;;;;;1
Intertraining B.V.;;1;;;;;;;;1
Intexso Adviesbureau B.V.;;;1;;;;;;;1
Intimus International Netherlands B.V.;;;;;;;;1;;1
Intratuin Lelystad;;;;;1;;;;;1
Intrum Justitia Nederland B.V.;;;;;;;;;1;1
IPD Research & Development B.V.;;;;;;;;1;;1
Ironw@re;;;;;;;;1;;1
ISS Integrated Facility Services B.V.;;;;;1;;;;;1
Istana Indonesisch Restaurant;1;;;;;;;;;1
Ivas Barbecues & Partyverzorgingsapparatuur;;;;;;;;1;;1
J&S Webshops B.V.;;;;;;;;1;;1
J&Y t.h.o.d.n. Delifrance Zwolle;;;;;1;;;;;1
J. Ariaans;;;;;1;;;;;1
J. Cambie;;;;;1;;;;;1
J. Hill;;;;;;;1;;;1
J. op den Velde Staal B.V.;;;;1;;;;;;1
J. Tuin-Sluiter;;;;;;;;1;;1
J. van Steenbergen;;;;;;;;1;;1
J.J. Klik;;;;1;;;;;;1
Janssen & Janssen c.s. Gerechtsdeurwrd. B.V.;;;;;;;;;1;1
Janssen-Fritsen B.V.;;;;;;;;1;;1
Jaski Automaten B.V.;1;;;;;;1;;;1
Jasmijn catering;1;;;;;;;;;1
JBM Koeriers B.V.;;;;1;;;;;;1
JC Zaanstad;1;;;;;;;;;1
Jeroen Bouman Photography;;;;;1;;;;;1
Jeroen Busschers;;;;;1;;;;;1
Jeroen de Bakker freelance interactive producer & projectmanagement;;;;;1;;;;;1
Jessecartoons;;;;;1;;;;;1
JFK projectinrichting;;;;;;;1;1;;1
JFV Ouranos;;;;;1;;;;;1
Jimmy's Broodje;1;;;;;;;;;1
Jiu-Jiu B.V.;1;;;;;;;;;1
Jobmassage B.V.;;;;;1;;;;;1
Jobo Keuringen B.V.;;;;;;;;1;;1
Jobo Metaal;;;;1;;;;;;1
Johnson Controls Systems & Service B.V.;;;;;;;1;;;1
Johnson Health Tech. Netherlands B.V.;;;1;;;;1;;;1
Jongeneel B.V.;;;;;;;1;1;;1
JooSign;;;;;;;1;1;;1
Joost Broers Glas- en Schilderwerken;1;;;;;;;;;1
Joosten Interim;;;;;;;;1;;1
Joris Fiselier Infographics;;;;;1;;;;;1
Jos Beeres Wijnkoperij Dik van 1879;;;;;1;;;;;1
Jos Beukers;;1;;;;;;;;1
Jos Janssen Koel- en Elektrotechniek;;;;;;;;1;;1
Josje Deekens Fotografie;;;;;1;;;;;1
JRL Koerier & Bezorgservice;;;;1;;;;;;1
Jude catering Coöperatie U.A.;;;;;1;;;;;1
Juma International B.V.;1;;;;;;1;1;;1
Jump Legal B.V.;;;;;1;;;;;1
Jump -O- Lux B.V.;;;;;;;;1;;1
JuRo Horeca;1;;;;;;;;;1
Juro Unirek B.V.;;;;;;;1;;;1
JW Marriott Bucharest Grand Hotel;;;;;1;;;;;1
Kaaiman Ontwerpers;;;;;;;1;;;1
Kaartje2go;;;;;1;;;1;;1
Kabelshop B.V.;;;;;;;;1;;1
Kaleidon NIC Contractbeheer en Kwaliteitszorg B.V.;;;1;;;;;;;1
Kalkhoven B.V.;;;;;;;1;;;1
Kantoorstempels.nl/De Stempelmakers;;;;;;;;1;;1
Kantoorvakhandel De Boer;;;;;;;;1;;1
Karisma B.V.;;;;1;;;;;;1
Kassa Noord;;;;;;;;1;;1
Katja Visser Grafisch Ontwerp;;;;;1;;;;;1
Kayo Packaging;;;;;;;;1;;1
Kennelbouw Exclusief V.O.F.;;1;;;;;;;;1
Kennis- en Adviescentrum Dierplagen;;;1;;;;;;;1
Kenter;;;;;;;;;1;1
Kentie Nederland B.V.;;;;;;;;1;;1
Keukenvuur;;;;;1;;;;;1
Keurslagerij Kees van Hest V.O.F.;1;;;;;;;;;1
Keurslagerij van Hest;1;;;;;;;;;1
Keyprocessor B.V.;;1;;;;;;1;;1
Key-Quality B.V.;;;1;;;;;;;1
KidsInbetween;;;;;1;;;;;1
Kien Facility Management B.V.;;;;;1;;;;;1
KijkOpMedia;;;;;1;;;;;1
Kinsley HG. Europe;;1;;;;;;;;1
Kiran's Bakery B.V.;1;;;;;;;;;1
KJ Hekwerk B.V.;;;;;;;1;;;1
Klarna B.V.;;;;;1;;;;;1
Klok Glascentrale B.V.;;;;;;;1;;;1
Klomp Bizzprint B.V.;;;;;1;;;;;1
KMT Ter Apel B.V.;;;;;;;;1;;1
Knapzak Benelux B.V.;;;1;;;;;;;1
Knol Bouwgroep B.V.;;;;;;;;1;;1
Koekkelkoren Dranken B.V.;;;;;1;;;;;1
Koffer- en Lederwarenfabriek Lejan B.V.;;;;1;;;;;;1
Koffie en Broodjes Iris;1;;;;1;;;;;1
Koffie leed West 2;;;;;1;;;;;1
Koffiebranderij G. Peeze B.V.;1;;;;;;;;;1
Koffielust;1;;;;;;;;;1
Koggel Verhuur;1;;;;;;;;;1
Kon. Ned. Mij. tot Bevord. der Geneeskunst;;;;;;;1;;;1
Kon. Ned. Veren. van Informatieprofessionals;;;;;;;1;;;1
Konijnenburg B.V.;;;;;;;;1;;1
Koninklijk Instituut van Ingenieurs;;;;;1;;;;;1
Koninklijke Begeer B.V.;;;;;1;;;;;1
Koninklijke Burgers' Zoo;;;;;1;;;;;1
Koninklijke PostNL B.V.;;;;1;;;;;;1
Koninklijke Stichting Defensiemusea;;;;;1;;;;;1
Kooiker Bedrijfswagenspuiterij en Carr. B.V.;;;;;1;;;;;1
Kooistra Detectors B.V.;;1;;;;;;;;1
Kooning Schiphol B.V.;;;1;;;;;;;1
Kopu;;;;;1;;;;;1
Korbeld Verhuur B.V.;;;;;1;;;;;1
Kors Hoogwerksystemen B.V.;;;;;;;;1;;1
Kraam- en evenementenverhuur Zutphen;;;;;1;;;;;1
Krabbendam Kadoverpakking B.V.;;;;;1;;;;;1
Kramer Gieten B.V.;1;;;;;;;1;;1
Kranenspecialist.nl;;;;;;;;1;;1
Kreeft V.O.F.;;;;;;;1;;;1
Kris Kras Design B.V.;;;;;1;;;;;1
Kruidenier Fresh Food and Drinks B.V.;1;;;;;;;;;1
Kruizinga B.V.;;;;;;;;1;;1
KSB Repro;;;;;1;;;;;1
KSP Kunstgras B.V.;;;;;;;1;;;1
KS-Perslucht B.V.;;;;;;;1;;;1
KTK Service;;;;;;;1;;;1
Kuipers Supermarkten B.V.;1;;;;;;;;;1
KuiterGroningen;;;;;;;1;;;1
Kunst of Art;;;;;;;1;;;1
Kwaliteitsstichting Mediators;;;;;;;1;;;1
Kyda;;;;;1;;;;;1
L en S;;;;;;;1;;;1
L. Hieltjes;;;;;;;;1;;1
L. van Valkenburg;;;;;;;;1;;1
L.D. Wevers;;;;;1;;;;;1
L.M.B. de Nieuwstad Lelystad B.V.;;;;;;;;1;;1
L.M.B. Peijnenburg B.V.;;;1;;;;;;;1
La Carte Internet B.V.;;;;;1;;;;;1
La Cour;1;;;;1;;;;;1
La Stanza B.V.;;;;;1;;;;;1
La Vina B.V.;;;;;1;;;;;1
Laarhoven design International B.V.;;;;;1;;;;;1
Labellegendz;;;;;1;;;;;1
Labellord B.V.;;;;;;;;1;;1
LaLotta Pizza Utrecht B.V.;1;;;;;;;;;1
Land. Associat. Van Gerechtsdeurwaarders B.V.;;;;;;;;;1;1
Landgoed De Kalenberg B.V.;;;;;1;;;;;1
Landgoed de Uitkijk B.V.;1;;;;;;;;;1
Landuwasco B.V.;;;;;;;;1;;1
Langenhuijsen Catering;1;;;;;;;;;1
Langenhuizen Glasservice;;;;;;;;1;;1
Las Palmas;;;;;1;;;;;1
Lazeron Plaagd.bestr. & Dienstverl. L.P.D.;;;1;;;;;;;1
Le Bistroquet B.V.;;;;;1;;;;;1
Le Connaisseur Den Haag B.V.;;;;;1;;;;;1
Leaseplan Nederland N.V.;;;;;;;;;1;1
Ledstores Europe B.V.;;;;;;;;1;;1
Leen Bakker;;;;;;;;1;;1
Leger des Heils Welzijns- en Gezondheidszorg;1;;;;1;;;;;1
Leica Geosystems B.V.;;;;;;;;1;;1
Leica Microsystems B.V.;;;;;;;;1;;1
Lemon Grass Gastronomie B.V.;;;;;1;;;;;1
Leonidas;;;;;1;;;;;1
Letro Lichtreclame B.V.;;;;;;;;1;;1
Leylines B.V.;1;;;;;;;;;1
Leza Efficiency B.V.;;;;;;;1;1;;1
Liander N.V.;;;;;;;1;;1;1
Libertas Advocaten;;;;;1;;;;;1
Liftinstituut B.V.;;1;;;;;;;;1
Light International B.V.;;;;;;;;1;;1
Ligtenberg;;;;;1;;;;;1
Limburgia Almelo;1;;;;;;;;;1
Limburgia-Breda;;;;;1;;;;;1
Lime B.V.;1;;;;;;;;;1
LIMKO N.V.;;;;;;;;1;;1
Linde AG;;;;;;;;1;;1
Linguist Link Europe;;;;;;;;1;;1
Linia B.V.;;;;;;;1;;;1
Lips Brood- en Banketbakkerij;1;;;;;;;;;1
Lisanne Bommer Den Haag B.V.;;;;;1;;;;;1
Little Mountain 16 B.V.;1;;;;;;;;;1
Livewords;;;;;1;;;;;1
lizacompany;;1;;;;;;;;1
Lodge Service (Nederland) B.V.;;1;;;;;1;;;1
Loetje aan 't IJ B.V.;;;;;1;;;;;1
Loft to Meet;;;;;1;;;;;1
Logeion;;;;;;;1;;;1
LogoChoc B.V.;1;;;;;;;;;1
Lomans Capelle B.V.;;1;;;;;;;;1
Long Sing, Chinees Specialiteiten Restaurant;1;;;;;;;;;1
Loodg.- en Installatiebedrijf Van Kooten B.V.;;1;;;;;;;;1
Loodgietersbedrijf Ron van Uffelen B.V.;;;;;;;1;;;1
Loonbedrijf C. Wit & Zn. B.V.;;;1;;;;;;;1
Lorje's Goedkope Kantoorboekhandel;1;;;;;;;1;;1
LOS;;;;;1;;;;;1
Losjes Events;;;;;1;;;;;1
Lotus Sleutels Nederland;;;;;;;1;;;1
Lotus studiekring Uithoorn;;1;;;;;;;;1
Lotus Studiekringen;;1;;;;;;;;1
Lotuskring Assen;;1;;;;;;;;1
Lubreda B.V.;;;;;1;;;;;1
Luden Utrecht;;;;;1;;;;;1
Lukowitz Holdings B.V.;;;;;1;;;;;1
Lumineux;;;;;;;1;;;1
M M S-Magneetservice B.V.;;;;;;;;1;;1
M&R Micro-Imaging;;;;;;;1;;;1
M. de Koning;;;;;;;;1;;1
M. de Ruiter (1);;;;;;;1;;;1
M. Nieuwenhuis;;;;;1;;;;;1
M. Stapels-Wolfrat;;;;;1;;;;;1
M. Traousis - van Wingaarden;;;;;1;;;;;1
M. van Beek;1;;;;;;;1;;1
M. van der Heiden;;;;;;;;1;;1
M. Verweij-Prinsen;;;;;;;;1;;1
M. Zondervan;1;;;;;;;;;1
M.A. Dam-Management Support;;1;;;;;;;;1
M.A. Willems/R.I.S. de Goede;;;;;1;;;;;1
M.C. Stoové;1;;;;;;;;;1
M.C. TEC B.V.;;1;;;;;;;;1
M.H.J. Prince van der Aa;1;;;;;;;;;1
M.I.J. Martina;;;;;;;;1;;1
M.J. Bakker t.h.o.d.n. CB Coffee-on-Wheels;;;;;1;;;;;1
M.J. Blaisse;;;;;1;;;;;1
M.J.A. van Venrooij;;;;;;;;1;;1
M.J.N. Bruins;;;;;1;;;;;1
M.J.W. Nanne van Wingerden;;;;;1;;;;;1
M.M. Koevoets;;;;;1;;;;;1
M.M.C. International B.V.;;1;;;;;1;;;1
M.R. Weeda;;;;;;;;;1;1
Maaike Diks;1;;;;;;;;;1
Maarten Balyon Grafische Vormgeving;;;;;1;;;;;1
Maarten Brante Media;;;;;;;1;;;1
Maarten Slooves Grafische Vormgeving B.V.;;;;;1;;;;;1
Maarten Tromp Advocaten B.V.;;;;;;;;;1;1
Maas Communicatie B.V.;;;;;1;;;;;1
Maasmond B.V.;;;;;;;1;1;;1
Maasstroompjes;;;;;1;;;;;1
Maatschap J.W. de Voogd en A.J.G. Luijk;1;;;;;;;;;1
Madurodam B.V.;;;;;1;;;;;1
Maessen Tenten B.V.;1;;;;;;;;;1
MagazijnPlaza B.V.;;;;;;;;1;;1
Magic Balloon Art;;;;;1;;;;;1
Mainnovation B.V.;;;;;1;;;;;1
Mainpress B.V.;;1;;;;;1;1;;1
Maison Lion d'Or;;;;;1;;;;;1
Maison Sophie BVBA;;;;;1;;;;;1
Makelaars Associatie Verhuur B.V.;;1;;;;;;;;1
Makro Zelfbedieningsgroothandel;1;;;;;;;;;1
Malvern Panalytical B.V.;;;;;;;;1;;1
Manongs B.V.;;;;;1;;;;;1
Mansier Tuinmachines V.O.F.;;;;;;;1;1;;1
Mantel Headquarters;;;;;;;1;;;1
Manutan B.V. / Bestdeal Factors B.V.;;;;;;;;1;;1
Marc van Roon B.V.;;;;;1;;;;;1
Marc Woods;;;;;1;;;;;1
Marcel de Greef Schilderwerken;;;;;;;1;;;1
Marco Somer;;;;;1;;;;;1
MARIA'S Biologische Catering en Eetwinkel;1;;;;;;;;;1
Marie Cecile Thijs Fotografie;;;;;1;;;;;1
Marok. Islam. vereniging Centrum Imam Malik;1;;;;;;;;;1
Martens Logistiek B.V.;;;1;;;;;;;1
Martini Zknhs/C.B. Tandheelk. Martini Zknhs;;;;1;;;;;;1
Marzan Security;;;;;;;1;;;1
Massagepraktijk Esfarona;;;;;1;;;;;1
Mastbosch Hotel/Grand Café Heeren van Oranje;;;;;1;;;;;1
Mastermate Brinkman B.V.;;;;;;;1;;;1
Masterstitch B.V.;;;;;1;;;;;1
Maurice Kikken Catering B.V.;1;;;;;;;;;1
Mauritshuis;;;;;1;;;;;1
Max ICT B.V.;;;;;;;;1;;1
Maxilia B.V.;;;;;;;;1;;1
Maxximap International B.V.;;;;;1;;;;;1
Mazzeltoff;;;;;1;;;;;1
MCPR;;;;;1;;;;;1
Meander Medisch Centrum;;;;;;;;;1;1
Medi Totaal B.V.;;1;;;;;;;;1
Media Groep Limburg B.V.;;;;;1;;;;;1
Media Markt Arena B.V.;;;;;;;;1;;1
Medichem;;;;;;;;;1;1
Medicura B.V.;;;;;;;1;;;1
Medimpex Systems B.V.;;;;;;;;1;;1
Medior Comfort V.O.F.;;;;;;;;1;;1
Medipreventiecentrum B.V.;;;;;;;1;1;;1
Medirond EHBO-BHV Opleidingen;;1;;;;;;;;1
Medizon B.V.;;1;;;;;;1;;1
Medo Clean V.O.F.;;;1;;;;1;;;1
Medprevent B.V.;;1;;;;;;;;1
Meens Dranken;1;;;;;;;;;1
Meerweg Exploitatie Haren B.V.;;;;;1;;;;;1
Meesterbakker Roodenrijs;1;;;;;;;;;1
Meet & Connect 's-Hertogenbosch B.V.;;;;;1;;;;;1
Meet Berlage B.V.;;;;;1;;;;;1
Meeting Plaza Utrecht B.V.;;;;;1;;;;;1
MeetingLinq;;;;;1;;;;;1
Meetwinkel B.V.;;;;;;;;1;;1
MEGA Elektra Groep Amsterdam B.V.;;;;;;;;1;;1
MegaSnel B.V.;;1;;;;;;;;1
MEIBORG producties;;;;;1;;;;;1
Meinders Catering B.V.;1;;;;;;;;;1
Melger's Dranken B.V.;1;;;;1;;;;;1
Melger's Wijn en Dranken C.V.;1;;;;;;;;;1
Mercer (Nederland) B.V.;;1;;;;;;;;1
Merchandise.nl B.V.;;1;;;;;;;;1
MeRy Fotografie;;;;;1;;;;;1
Metaalgieterij Van Gilst V.O.F.;;;;;1;;;;;1
Metaalindustrie 'Josto' B.V.;1;;;;;;;;;1
Metaalwarenfabriek Neo-Metaal B.V.;;;1;;;;;;;1
Metrohm Nederland B.V.;;;;;;;;1;;1
Mevr. G.J.M. van Kaathoven van den Hoogen;;;;;1;;;;;1
MH Roadstyling B.V.;;;;;1;;;;;1
Mich?le;;;;;1;;;;;1
Midgroen;;;;;;;1;;;1
Miko Koffie Noord;1;;;;;;;;;1
Millers;;;;;1;;;;;1
Mina Tuana Food Center;;;;1;;;;;;1
Misco Solutions B.V.;;;;;;;1;;;1
Mix-Fix B.V.;1;;;;;;;;;1
MKD Koeriers;;;;1;;;;;;1
MM Art-Edu;;;;;1;;;;;1
Mobilart;;;;;;;;1;;1
Mobile Containing B.V.;1;;;;;;;;;1
Mobile Delicious;;;;;1;;;;;1
Moestuin Maarschalkerweerd B.V.;;;;;1;;;;;1
Mojo Magic;;;;;1;;;;;1
Molecular Devices;;;;;;;;1;;1
Mondial Movers B.V.;;;;;;;;1;;1
Montimar Boxtel B.V.;1;;;;;;;;;1
Monz Investments B.V.;;;;;1;;;;;1
Moodz eten & drinken;;;;;1;;;;;1
Mooirivier Congreshotel B.V.;1;;;;1;;;;;1
Motel Haarlemmermeer B.V.;;;;;1;;;;;1
MR Flowers;;;;;1;;;;;1
MTC-LumenEco B.V.;;;;1;;;;;;1
MTR Reklame B.V.;;;;;;;1;;;1
Mukano t.h.o.d.n. MultiCopy Noordwijk Klei-Oost;;;;;1;;;;;1
Mullerwenskaarten;;;;;1;;;1;;1
Multi Project Services B.V.;;;1;;;;;;;1
Multicard Nederland B.V.;1;;;;;;;;;1
Multicopy Haarlem;;;;;1;;;;;1
Multicopy Hoogeveen;;;;;1;;;;;1
MultiCopy Utrecht Centrum B.V.;;;;;1;;1;;;1
Multigift Relatiegeschenken B.V.;;;;1;1;;;1;;1
Multi-Post Card Systems B.V.;;1;;;;;;;;1
MultiVlaai Retail B.V.;;;;;1;;;;;1
Muopo Inventive Consultancy;;1;;;;;;;;1
Museum Beelden aan Zee;;;;;1;;;;;1
Museum Catering B.V.;;;;;1;;;;;1
Museum Catering Den Haag B.V.;;;;;1;;;;;1
Museumshop Den Haag;;;;;1;;;;;1
Museumshopdenhaag;;;;;1;;;;;1
Music & Friends B.V.;;;;;1;;;;;1
Music Marketing And More;;;;;1;;;;;1
Music Trends Events Holding B.V.;;;;;1;;;;;1
Muziekhuis Westerhaven;;;;;;;;1;;1
MVN Handelsonderneming;;;;;1;;;;;1
MWM2 B.V.;;;;;;;1;;;1
MXM Creatives;;;;;;;1;;;1
My HBM Health & Talent Brabant B.V.;;1;;;;;;;;1
MyMicro Group B.V.;;;;;;;1;1;;1
MZ Beveiliging B.V.;;1;;;;;;;;1
N. Aarnoudse B.V.;;;;;;;;1;;1
N. Soolsma-Vader;1;;;;;;;;;1
N. van Heusden;;;;;1;;;;;1
N. Verbeek;;;;;;;;1;;1
N.B.C. Exploitatie B.V.;1;;;;;;;;;1
N.V. Deventer Schouwburg;;;;;1;;;;;1
N.V. PWN Waterleidingbedrijf Noord-Holland;;;;;;;;;1;1
N.V.M. Gehlen;1;;;;;;;;;1
Nannings & Partners V.O.F. Dordrecht;1;;;;;;;;;1
Nationaal Bureau voor Communicatie B.V.;;;;;1;;;;;1
Nationaal Gevangenismuseum;1;;;;1;;;;;1
Nationale Beeldbank B.V.;;;;;1;;;;;1
Nbd biblion B.V.;;;;;;;;1;;1
NCI Management Agency;;;;;1;;;;;1
NDC mediagroep B.V.;;;;;1;;;;;1
NEBO Foto-Video-Digitaal;;;;;1;;;;;1
Ned. Ver. van Grooth. in de Tandheelkund. Br.;;;;;;;;1;;1
Nederland Veilig B.V.;;1;;;;;;;;1
Nederlandse Senioren Alarmering B.V.;;1;;;;;;;;1
Nederlandse Vereniging Bedrijfshulpverlening;;1;;;;;;;;1
Nederlandse Vereniging voor Stralingshygiene;;;;;;;1;;;1
Nederlandse Vereniging voor wetgeving;;;;;;;1;;;1
Neschen Benelux B.V.;;;;;;;1;1;;1
Netherlands Quality Agency B.V.;;;;;1;;;;;1
Netwerk;;;1;;;;;;;1
NetwerkShop;;1;;;;;;1;;1
Neuland Nederland;;;;;1;;;1;;1
NEVI-Purspective B.V.;;;;;;;1;;;1
New Babylon Meeting Center B.V.;;;;;1;;;;;1
New York Pizza Assendelft B.V.;1;;;;;;;;;1
NIC Best Deal B.V.;;;;;;;1;;;1
Nielz CafÃƒÂ© B.V.;1;;;;;;;;;1
Nieuwe of Litteraire Sociëteit De Witte;;;;;1;;;;;1
Nieuwenburg V.O.F.;;;;;1;;;;;1
Nivoo Beheer B.V.;;;;;1;;;;;1
NL Hosting Internet B.V.;;;;;;;1;;;1
NLO Shieldmark B.V.;;;;;;;1;;;1
Noinoloi;;;;;1;;;;;1
Noorderpoort;;;;;1;;;;;1
Noordman Wijnimport B.V.;;;;;1;;;;;1
Nootenboom Sport B.V.;;;;;;;1;;;1
Nooter Technische Installaties B.V.;;1;;;;;;;;1
Norah B.V.;;;;;;;;1;;1
Norisk Keymanagement B.V.;;1;;;;;;1;;1
Noviprint B.V.;;;;;;;;1;;1
NOVO;;;;;1;;;;;1
Novo Projectstoffering B.V.;;;;;;;1;;;1
Novon Benelux B.V.;;;;;;;;1;;1
Novum;;;;;1;;;;;1
Nozili Bloemisten;;;;;1;;;;;1
NR68 C.V.. t.h.o.d.n. WAAR Utrecht;;;;;;;;1;;1
NRC Handelsblad Weekeditie voor buitenland;;;;;1;;;;;1
NSD International NL B.V.;;;;;;;;1;;1
Nsecure B.V.;;1;;;;;;;;1
Nuclear Research and Consultancy Group;;1;;;;;;;;1
Nuts & Bolts Film Company;;;;;;;1;;;1
Nuus Kassasystemen B.V.;1;;;;;;;;;1
NVD Beveiligingsgroep B.V.;;1;;;;;;;;1
NVD Beveiligingstechniek B.V.;;1;;;;;;;;1
NVN Kaarsen;;;;1;;;;;;1
NWC Events B.V.;;;;;1;;;;;1
O Utrecht;;;;;1;;;;;1
O. Giersthove;;;;;;;;1;;1
Oasis Data & Archief;;;;;;;1;;;1
ODSecurity B.V.;;1;;;;;;;;1
Odyssey Hotel Breda B.V.;;;;;1;;;;;1
Oesterkoning Partyservice B.V.;;;;;1;;;;;1
Office Athletes B.V.;;;;;;;;1;;1
Office Depot B.V.;;;;;;;;1;;1
Oil Control Systems;;;;;;;;1;;1
Okaphone Elektronika B.V.;;;;;;;;1;;1
Oker B.V.;;;;;1;;;;;1
Oldelft Benelux B.V.;;;;;;;;1;;1
Oliecentrale Nederland;;;;1;;;1;;;1
Olpha International B.V.;;;;;1;;;;;1
Olympus Nederland B.V.;;;;;;;;1;;1
Onder de Luifel B.V.;1;;;;;;;;;1
onlinestempels.nl;;;;;;;;1;;1
Ontbijtjethuis.nl;1;;;;;;;;;1
Ontdek Tilburg;;;;;1;;;;;1
Oostwoud International;;;;;;;1;;;1
Opdelijn.nl;;;;;1;;;;;1
Operational Care';;1;;;;;;;;1
Optima Forma B.V.;;;;;1;;;;;1
Oracle Benelux Usergroups;;;;;;;1;;;1
Orangerie 21;;;;;1;;;;;1
OriÃ«nt. Jap. Rest. 'Gouden Huis Almere' B.V.;;;;;1;;;;;1
Orientaals Restaurant Tzong Don;1;;;;;;;;;1
Oriental Dynasty V.O.F.;1;;;;;;;;;1
Oriëntal Tower B.V.;1;;;;;;;;;1
Original Pizza Company;1;;;;;;;;;1
Orthocor.nl;;;;;;;;1;;1
Otos LMR Systems;;1;;;;;;;;1
Otto Wijnen;;;;;1;;;;;1
Oud personeel P.I. Limburg-Zuid;;;;;1;;;;;1
Oudmek Utrecht B.V.;;;;;;;;1;;1
OUTREX, Outdoor & Expedition;;;;;;;;;1;1
P & Projects B.V.;;;;;1;;;;;1
P. Huizenga;;;;;1;;;;;1
P. Palm & Zn.;;;;;;;1;;;1
P.A. Wiersma Bouwmaatschappij B.V.;;;1;;;;;;;1
P.M.F. Schreurs;;;;;1;;;;;1
P.M.J. van Ewijk;1;;;;;;;;;1
P.P. Wammes;1;;;;;;;;;1
P.P.P. VAN Esch t.h.o.d.n. Boterham Express;1;;;;;;;;;1
P.T.B. Transportmiddelen B.V.;;;;;;;1;1;;1
P.W. Akkerman B.V.;;;;;1;;;;;1
P.W.M. de Wolf;;;;;1;;;;;1
Paagman Den Haag B.V.;;;;;;;;1;;1
Paco Verpakkingen B.V.;;;;;;;;1;;1
Pactechno;;;;;1;;;1;;1
Papaya Groenendaal B.V.;1;;;;;;;;;1
Papaya To Go Zoetermeer;1;;;;;;;;;1
Paper for Paper B.V.;;;;;;;;1;;1
Paragon Customer Communications Netherl. B.V.;;;;1;;;;;;1
Paralith B.V.;;;;;1;;;;;1
Parkhotel Den Haag;;;;;1;;;;;1
Partnershops B.V.;;;;;;;1;;;1
Party Arts;;;;;1;;;;;1
"Partycentrum ""De Molen"" VOF";1;;;;;;;;;1
Partycentrum 'Open Huis';;;;;1;;;;;1
Partytent Verhuur Almere;;;;;1;;;;;1
PATboard B.V.;;;;;;;;1;;1
Patina Dakbedekkingen Beverwijk B.V.;;;;;;;1;;;1
Patisserie Chocolaterie Nijtmans;1;;;;;;;;;1
Patisserie Lemmens;1;;;;1;;;;;1
Patisserie Tout;;;;;1;;;;;1
Patrick Eppink Merchandise;;;;;;;;1;;1
Pauline Stroosnijder;;;;;1;;;;;1
Paul's Catering Service;1;;;;1;;;;;1
Pauluskerk Zalencentrum;;1;;;;;;;;1
PBLQ B.V.;;;;;1;;;;;1
PDAplus;;;;;;;;1;;1
Peak Analysis & Automation;;;;;;;;1;;1
Peinemann Heftrucks B.V.;;;;;;;;1;;1
Peinemann Kranen B.V.;;;;;;;;1;;1
Peleman Industries B.V.;;;;;;;;1;;1
Peleman Industries BV ( Unibind);;;;;;;;1;;1
Pelikaan, Waternet;;;;;;;;;1;1
Pels Rijcken & Droogleever Fortuijn N.V.;;;;;1;;;;1;1
Pelster's Handelsonderneming B.V.;;;;;;;;1;;1
Pen Tests Publisher B.V.;;;;;1;;;;;1
Pennenland.nl;;;;;1;;;;;1
People & Print Group;;1;;;1;;;1;;1
Perfekt Pak;;;;;;;;1;;1
Performis B.V.;;;;;;;;1;;1
PerkinElmer Nederland B.V.;;;;;;;;1;;1
Permanent Fire Protection Service B.V.;;1;;;;;;;;1
PERSONEELSVERENIGING FRODO;;;;;1;;;;;1
Personeelsvereniging inzake kantongerecht Enschede;1;;;;;;;;;1
Perticas;;;;;1;;;;;1
Petit Restaurant 'Jupiter';1;;;;1;;;;;1
Phil Nijhuis Fotografie;;;;;1;;;;;1
PHT Eten & Drinken B.V.;1;;;;;;;;;1
Piant Stanztechniek B.V.;;;;;;;;1;;1
Pickle de Winkel;;;;;1;;;;;1
Piet Hoevenaars Belettering;;;;;;;;1;;1
Pieterman Group International;;1;;;;;;;;1
PIM PRINT;;;;;;;;1;;1
Pincoffs 1879 B.V.;1;;;;1;;;;;1
PINE ICT B.V.;;;;;;;;1;;1
Pink Rebel B.V.;;;;;1;;;;;1
Pinkcube B.V.;;;;;1;;;1;;1
Pixum @ Diginet GmbH Et Co. KG;;;;;1;;;;;1
Pizza Service Alkmaar;1;;;;;;;;;1
pizzeria 4mori;1;;;;;;;;;1
Pizzeria Gepetto;1;;;;;;;;;1
