HONDENPOEP;BEHEERDER;STRAAT;OPPERVLAK;OMTREK;LENGTE;X;Y;LONGITUDE;LATITUDE
Verboden voor honden;Gemeente;Tjalk;50.456;31.943;11.635;108662.500;427219.433;4.71494822682326;51.8316431695642
Verboden voor honden;Gemeente;Duindoornhof;13.018;14.572;4.147;108372.426;427931.461;4.71064421890449;51.8380187196503
Verboden voor honden;Gemeente;Meelbeshof;106.538;36.909;9.227;107906.912;427822.937;4.7039048707634;51.837004258956
Verboden voor honden;Gemeente;J.J. Vorrinkstraat;21.090;19.060;6.036;107882.973;427004.112;4.70366901575622;51.8296426751314
Verboden voor honden;Gemeente;Watermolen;25.504;21.390;7.106;107246.375;428429.196;4.69423773418781;51.8423971984723
Verboden voor honden;Gemeente;Kazernestraat;26.271;20.503;5.177;106452.837;426430.284;4.68300362525612;51.824362713903
Verboden voor honden;Gemeente;Hoefbladlaan;87.331;38.725;12.210;107427.426;428109.525;4.696908798875;51.8395394664194
Verboden voor honden;Gemeente;Kievitsbloemstraat;30.691;22.160;5.554;107134.126;427154.647;4.6927852553261;51.8309320245074
Verboden voor honden;Gemeente;Duindoornhof;748.876;198.535;91.042;108373.689;427918.353;4.71066430996165;51.8379010108745
Verboden voor honden;Gemeente;Jacob Catslaan;2102.963;363.261;169.202;106296.682;427465.062;4.68059310332024;51.8336496386269
Verboden voor honden;Gemeente;Nicolaas Beetsstraat;58.535;34.184;12.354;105823.136;427338.057;4.67374119487479;51.8324666460737
Verboden voor honden;Gemeente;Stellingmolen;59.863;67.355;31.795;107150.715;428223.056;4.69287818620822;51.8405362397287
Verboden voor honden;Gemeente;Stellingmolen;294.226;78.449;29.121;107142.710;428163.382;4.69277028976635;51.8399992081332
Verboden voor honden;Gemeente;Graskarper;81.536;35.821;8.955;109603.191;427392.335;4.72857210748512;51.8332744416705
Verboden voor honden;Gemeente;Goudenregenstraat;116.069;43.835;12.965;107015.951;427028.492;4.69108842029641;51.8297880136483
Verboden voor honden;Gemeente;Meelbeshof;263.859;63.309;15.827;107899.797;427800.829;4.70380465099416;51.8368049534185
Verboden voor honden;Gemeente;Westkil;52.181;43.024;18.726;108383.928;427394.620;4.71088341316922;51.8331945711185
Verboden voor honden;Gemeente;Andoornlaan;57.898;94.590;46.037;108728.596;427781.703;4.71583190411986;51.8367023166751
Verboden voor honden;Gemeente;Andoornlaan;2173.095;195.877;63.965;108665.691;427792.631;4.71491778075327;51.8367953230181
Verboden voor honden;Gemeente;Campanulahof;11.495;13.714;3.938;108045.529;427929.431;4.70590156224823;51.8379730911068
Verboden voor honden;Gemeente;Campanulahof;13.812;15.135;4.493;108044.754;427925.259;4.70589088394497;51.8379355282144
Verboden voor honden;Gemeente;Kazernestraat;50.925;28.546;7.214;106459.058;426425.520;4.68309452558971;51.8243204357595
Verboden voor honden;Gemeente;Westkil;7595.444;355.905;106.901;108351.220;427298.701;4.71042183223296;51.8323297238798
Verboden voor honden;Gemeente;Standerdmolen;15.156;15.776;4.575;107073.985;428435.576;4.69173541612131;51.8424397756157
Verboden voor honden;Gemeente;Rietdreef;27.959;23.296;8.265;108066.849;428057.728;4.70619349109801;51.8391280103731
Verboden voor honden;Gemeente;Andoornlaan;57.385;94.320;45.910;108787.181;427722.144;4.71668984114226;51.8361718517254
Verboden voor honden;Gemeente;Andoornlaan;72.911;118.278;57.879;108780.190;427717.734;4.71658900204702;51.8361316363698
Verboden voor honden;Gemeente;Beatrixstraat;175.517;65.879;26.254;106328.347;426504.231;4.68118756611287;51.8250165161331
Verboden voor honden;Gemeente;Alfred Nobelstraat;180.307;119.131;56.367;108518.429;427055.791;4.7128801743269;51.830160391347
Verboden voor honden;Gemeente;Stellingmolen;96.423;72.315;33.258;107072.153;427940.261;4.69177744423643;51.8379877622096
Verboden voor honden;Gemeente;Vondellaan;15.997;15.999;4.029;106562.501;427138.007;4.68449523627085;51.8307332008966
