FID,LOCATIENAAM,STATUSONDERZOEK,RAPPORTAUTEUR,RAPPORTDATUM,RAPPORTNUMMER,CONCLUSIE,ONDERZOEKSNAAM,LOCATIE_ID,LOCATIECODE,ONDERZOEK_ID,NAZCACODE,GEOMETRIE
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35f3,Betuweroute (Wolfhoeksestraat Spoor),Verkennend onderzoek NVN 5740,Grontmij,20-08-1996,1243/5111Uadt-2606FWV,"Hypothese wordt verworpen.
  Zintuigelijke waarnemingen: Bij enkele boringen zijn in lichte mate puinresten aangetroffen.
  Resultaten:
  Bovengrond: In de verschillende mengmonsters in minerale olie en PAK aangetoond in een gehalte boven de streefwaarde.
  Ondergrond zijn geen analyses uitgevoerd.
  Grondwater: In het grondwater is ethylbenzeen, tolueen en xylenen boven de streefwaarde aangetroffen.
  Conclusies en aanbevelingen: Verhoogde concentraties van minerale olie in de grond komt door de aanwezigheid van humusverbindingen. In de grond en in het grondwater zijn lichte verontreinigingen aangetroffen en op basis hiervan wordt geconcludeerd dat de kwaliteit van de bodem vanuit milieuhygienisch oogpunt geen belemmeringen vormt voor het voorgenomen gebruik.",Verkennend Onderzoek 2,827,NZ026802071,1236,,"POLYGON ((186921.531 434408.632, 186887.724 434298.563, 187152.677 434278.514, 187169.973 434388.191, 186921.531 434408.632))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35f4,Betuweroute (Wolfhoeksestraat Spoor),Verkennend onderzoek NVN 5740,Grontmij,27-06-1996,1244/5111/UPBR-3649KAB,"Hypothese is bewezen.
  Zintuigelijke waarnemingen: Bij een boring zijn in lichte mate puinresten aangetroffen. Bij een andere boring zijn puin, asfaltbrokken, asresten en kolenresten aangetroffen.
  Resultaten:
  Bovengrond: In de bovengrond is nikkel en minerale olie aangetroffen in een gehalte dat boven de streefwaarde ligt.
  Ondergrond: Is niet geanalyseerd op verontreiniginen.
  Grondwater: Het grondwater is aangetroffen op 1.8m -mv. In de grondwatermonsters zijn geen verontreinigingen aangetroffen.
  Conclusies en aanbevelingen: De verhoogde concentratie minerale olie wordt veroorzaakt door de humusverbindingen in de grond. De kwaliteit van de bodem is vanuit milieuhygienisch oogpunt gezien van dien aard dat er geen belemmeringen zijn ten aanzien van het voorgenomen gebruik.",Verkennend Onderzoek 3,827,NZ026802071,1237,,"POLYGON ((187162.518 434334.972, 187159.192 434305.412, 187158.084 434298.022, 187220.898 434258.855, 187277.801 434163.895, 187306.991 434168.329, 187254.892 434288.785, 187189.121 434332.755, 187162.518 434334.972))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35f5,Kerkenbos c,Verkennend onderzoek NVN 5740,CSO Adviesbureau,19-08-1997,1267/NMG.A02.10,"De hypothese niet verdacht moet worden verworpen.
  Zintuigelijke waarnemingen: In het veld zijn in de boven en ondergrond op verschillende plaatsen puin en kooltjes waargenomen.
  Resultaten:
  Bovengrond: In de bovengrond zijn verschillende lichte verontreinigingen aangetroffen waarbij de streefwaarden worden overschreden. Deze stoffen zijn: nikkel, arseen, koper, PAK, minerale olie en de EOX is verhoogd.
  Ondergrond: Nikkel overschrijdt de streefwaarde en daarnaast is de EOX verhoogd.
  Grondwater: In het grondwater zijn de metalen chroom, nikkel, arseen en cadmium tot boven de streefwaarde aangetoond.
  Conclusies en aanbevelingen: De in een eerder onderzoek aangetoonde sterke verontreiniging met nikkel is niet bevestigd. Wel zijn de lichte verhogingen, gerelateerd aan opgehoogde puinhoudende materiaal, van olie en PAK uit eerdere onderzoeken bevestigd. Deze lichte verontreinigingen brengen geen risico's met zich mee. De bodem kan niet als multifunctioneel worden beschouwd.
De onderzoekers zijn echter van mening dat de kwaliteit van de bodem geen belemmering vormt voor het toekomstig gebruik van de locatie als bouwlocatie.
Er wordt geen nader onderzoek aanbevolen.",Verkennend Onderzoek 2,76,NZ026800609,1258,,"POLYGON ((181987.362 426614.539, 181909.406 426472.596, 181968.436 426428.436, 182001.781 426489.269, 182021.158 426502.787, 182031.071 426505.04, 182037.83 426507.744, 182207.711 426457.726, 182253.673 426531.626, 181987.362 426614.989, 181987.362 426614.539))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35f6,Mercuriuspark,Nader onderzoek,Willems milieutechniek,31-08-1997,1269/9707.24/VO1,"Hypothese wordt niet verworpen.
  Zintuigelijke waarnemingen: In de bovengrond is op de verschillende locaties puin en gravel aangetroffen.
  Bovengrond: niet geanalyseerd bij het nader onderzoek.
  Ondergrond: Er zijn geen verontreigingen aangetroffen.
  Grondwater: Er zijn geen concentraties boven de streefwaarde aangetroffen.
  Conclusies en aanbevelingen: De verkregen onderzoeksresultaten vormen geen bezwaar tegen de aanleg van een speelplaats op de onderzochte locatie, aangezien de eventuele risico's voor de volksgezondheid en het milieu verwaarloosbaar klein zijn  bij de gemeten gehalten voor de onderzochte verbindingen.",Nader Onderzoek 1,387,NZ026800904,1260,,"POLYGON ((186169.199 429372.491, 186170.523 429256.854, 186172.289 429257.295, 186228.783 429254.647, 186228.783 429370.285, 186169.199 429372.491))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35f7,Berg en Dalseweg 295,Sanerings onderzoek,Haskoning,13-02-1996,0641/14990.E0136.A0/R001/,"Conclusies en aanbevelingen: er zijn twee saneringsvarianten: multifunctioneel saneren en isoleren. Beide varianten worden beoordeeld op:

- milieuhygi?nisch rendement

- technische uitvoerbaarheid

- financi?le consequenties

- maatschappelijke acceptatie.

Milieuhygi?nisch rendement: bij multifunctioneel saneren moet 36000 m3 verontreinigde grond worden afgevoerd. Bij isoleren slechts 500 m3.

Technische uitvoerbaarheid: beide varianten zijn technisch goed uitvoerbaar.

Financi?le consequenties: bij multifunctioneel saneren bedragen de kosten circa f 9.300.000,--. Bij isoleren bedragen de kosten circa f 250.000,--.

Maatschappelijke acceptatie: multifunctioneel saneren zal leiden tot grote overlast voor het schoolprogramma. Door de sloop van de noodlokalen en het gymlokaal kunnen bepaalde lessen tijdelijk niet op de lokatie worden gegeven. Eveneens zal er bij de multifunctionele saneringsvariant sprake zijn van een grotere geluidsoverlast voor de lesprogramma's en omwonenden dan bij de isolatievariant. 

De isolatievariant scoort op milieuhygi?nisch rendement, financi?le consequenties en maatschappelijke acceptatie beter dan de multifunctionele saneringsvariant. De aangetroffen bodemverontreiniging geeft geen aanleiding tot actuele humane, ecologische en verspreidingsrisico's. Uitvoering van de isolatievariant is dan ook aan te bevelen.",Sanerings Onderzoek 1,692,NZ026800055,990,,"POLYGON ((189706.4 427679.447, 189667.591 427531.456, 189664.228 427523.436, 189703.036 427523.436, 189705.365 427526.799, 189718.301 427522.919, 189729.426 427539.736, 189745.726 427529.904, 189801.093 427619.681, 189756.592 427641.414, 189706.4 427679.447))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35f8,Berg en Dalseweg 295,Saneringsplan,Haskoning,13-02-1996,0642/14990.E0136.A0/R002/,"Conclusies en aanbevelingen: er is gekozen voor de IBC-variant (isoleren, beheren en controleren). Een gedeelte van de verontreinigde grond wordt ontgraven en de resterende verontreiniging wordt ge?soleerd. Ten behoeve van de fundering van de geplande nieuwbouw wordt tot maximaal 0.7 m-mv verontreinigde grond ontgraven. Over het resterende oppervlak van de nieuwbouw wordt circa 10 cm verontreinigde grond ontgraven. Ook ten behoeve van kabel- en leidingentraces wordt verontreinigde grond ontgraven. In totaal gaat het om maximaal 500 m3 verontreinigde grond die wordt ontgraven en op de lokatie in depot wordt gezet. Naar verwachting zal de grond daarna moeten worden afgevoerd naar een stortplaats. De ontgravingen worden aangevuld met schone grond en rondom de bebouwing wordt een minimaal 3 meter brede verhardingsstrook van betontegels aangebracht. Bij het oprichten van de definitieve bebouwing (over circa 10 jaar) wordt ten behoeve van de isolatievariant op de niet verharde delen een 60 cm dikke leeflaag van schone grond/teelaarde (in totaal circa 2500 m3) aangebracht. Verder wordt op de taluds een doornachtige beplanting aangebracht die het betreden ervan onaantrekkelijk maakt. Het terrein wordt middels een tweejaarlijkse visuele inspectie bewaakt en eventuele gebreken worden na constatering hersteld. Bij het huidige gebruik van de lokatie zijn er geen actuele humane, ecologische en verspreidingsrisico's. Indien in de toekomst het gebruik van de lokatie wijzigt, dienen de risico's opnieuw te worden beoordeeld.",Sanerings Plan 1,692,NZ026800055,991,,"POLYGON ((189668.109 427531.974, 189705.365 427526.799, 189718.301 427523.177, 189730.461 427539.736, 189744.691 427536.631, 189793.59 427617.094, 189702.001 427660.301, 189668.109 427531.974))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35f9,Beverweg,Verkennend onderzoek NVN 5740,MTI milieutechnologie,05-03-1997,1074/U970181/216M/brief,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: in boring 5 is een stukje kool en in boring 9 zijn kalksporen aangetroffen.

Resultaten:

  Bovengrond: -

  Ondergrond: -

  Grondwater: -

Conclusies en aanbevelingen: slechts een enkel analyseresultaat (van de zware metalen) is licht verhoogd ten opzichte van de S-waarde.",Verkennend Onderzoek 1,695,NZ026800069,1001,,"POLYGON ((186574.469 425904.386, 186573.145 425905.71, 186491.858 425825.217, 186488.681 425821.511, 186470.676 425779.94, 186472.529 425780.205, 186489.475 425818.333, 186492.123 425822.305, 186495.83 425826.277, 186574.469 425904.386))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35fa,De Biezen 1-3,Verkennend onderzoek NVN 5740,DIBEC B.V.,01-02-1993,0357/20.072,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: bij boring 6 zijn glassintels waargenomen.

Resultaten:

  Bovengrond: in mengmonster MM1 overschrijden de gehalten aan koper, zink en PAK(totaal) de A-waarde en het loodgehalte de B-waarde.

  Ondergrond: -

  Grondwater: de chroomconcentratie is licht verhoogd ten opzichte van de A-waarde.

Conclusies en aanbevelingen: de bovengrond is plaatselijk licht tot matig verontreinigd. Het grondwater is niet verontreinigd. Het verhoogde loodgehalte in de bovengrond hangt samen met de verhoogde achtergrondgehalten in het stedelijk gebied. De verhoogde PAK-gehalten zijn mogelijk veroorzaakt door de aanwezige glassintels. Aangezien het terrein niet toegankelijk is voor spelende kinderen bestaat er geen gevaar voor de volksgezondheid. Grond die van het bedrijfsterrein moet worden afgevoerd is echter niet multifunctioneel verwerkbaar. De van de reeds gerealiseerde uitbreiding afkomstige depotgrond bevat ten opzichte van de A-waarde licht verhoogde gehalten aan minerale olie, cadmium, koper, kwik, lood en zink. Het gehalte aan PAK(totaal) overschrijdt de B-waarde. De grond zal middels een ontheffing in het kader van de Verordening Bedrijfsafvalstoffen moeten worden gestort of worden afgevoerd naar een erkende reiniger.",Verkennend Onderzoek 1,696,NZ026800074,1002,,"POLYGON ((186168.225 429085.805, 186136.892 429102.233, 186069.054 429109.533, 186064.795 429109.229, 186062.361 429107.404, 186060.232 429106.187, 186058.407 429103.754, 186057.19 429101.016, 186052.018 429063.903, 186050.193 429062.382, 186048.064 429061.165, 186045.326 429060.252, 186041.067 429059.339, 186041.067 429016.751, 186125.332 429003.67, 186168.225 429085.805))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35fb,Bronsgeeststraat,Verkennend onderzoek NVN 5740,MTI milieutechnologie,12-01-1996,0584/216.M1132.A0/brief,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: baksteenpuin en slakken.

Resultaten:

  Bovengrond: de gehalten aan koper, kwik, lood, zink en PAK(som) overschrijden de S-waarde.

  Ondergrond: -

  Grondwater: -

Conclusies en aanbevelingen: er bestaat geen bezwaar tegen te wegreconstructie. Indien grond van de lokatie wordt afgevoerd, dient hiervoor een milieuhygi?nische bestemming te worden gevonden.",Verkennend Onderzoek 1,182,NZ026800158,1029,,"POLYGON ((186830.976 429114.776, 186776.251 428956.786, 186788.309 428955.549, 186842.415 429107.665, 186830.976 429114.776))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35fc,Coehoornstraat 71,Verkennend onderzoek NVN 5740,Haskoning,27-04-1996,0271/10914.B0756.A0/brief,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: -

Resultaten:

  Grond: het gehalte aan minerale olie overschrijdt de A-waarde nog licht.

  Grondwater: -

Conclusies en aanbevelingen: gezien de analyseresultaten is de grond voldoende gesaneerd met betrekking tot minerale olie. Derhalve is besloten tot het aanvullen van de ontgraving met zand. Op enkele tientallen meters ten zuidoosten van de verwijderde ondergrondse tanks heeft zich een bovengrondse HBO-tank bevonden. Ter plaatse wordt momenteel een grondsanering uitgevoerd aangezien daar sterk verhoogde gehalten aan minerale olie en PAK's zijn aangetroffen.",Verkennend Onderzoek 1,718,NZ026800166,1033,,"POLYGON ((188288.027 427659.778, 188302.896 427661.735, 188301.918 427670.93, 188286.657 427668.974, 188288.027 427659.778))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35fd,Coehoornstraat 71,Nader onderzoek,Haskoning,01-06-1993,0669/10914.B0756.A0/R001,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: puin, kolen, sintels en een lichte oliegeur.

Resultaten:

  Grond: de gehalten aan minerale olie en PAK's overschrijden beide de B- en C-waarde.

  Grondwater: bevindt zich op circa 23 m-mv.

Conclusies en aanbevelingen: de verontreiniging met PAK's in de bovengrond wordt gerelateerd aan de aanwezigheid van sintels en koolresten. Ter plaatse van de voormalige ondergrondse tanks is het gehalte aan minerale olie in de bodem lager dan 90 mg/kg droge stof. Ter plaatse van de voormalige bovengrondse HBO-tank is circa 24 m3 met PAK's en minerale olie tot boven de C-waarde verontreinigde grond ontgraven tot 1.5 m-mv. De puin- en teerresten (circa 9 m3) is afgevoerd naar een tijdelijk depot in Ledeacker. De verontreinigde grond (circa 15 m3) is afgevoerd naar de firma Heijmans te Rosmalen.",Nader Onderzoek 1,718,NZ026800166,1034,,"POLYGON ((188288.027 427659.778, 188302.7 427661.93, 188302.113 427674.256, 188280.397 427671.321, 188281.571 427664.669, 188287.244 427665.648, 188288.027 427659.778))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35fe,Couwenbergstraat,Verkennend onderzoek NVN 5740,Heidemij Advies,01-05-1996,0690/634/OA96/3599/18827/,"Hypothese wordt verworpen.

Zintuigelijke waarnemingen: puin, slakken, kool- en verbrandingsresten.

Resu;taten:

  Bovengrond: in mengmonster M3 overschrijdt het gehalte aan minerale olie de S- en het PAK-gehalte de T-waarde. In mengmonster M4 overschrijdt het PAK-gehalte de S-waarde.

  Ondergrond: er zijn geen verhoogde gehalten gemeten.

  Grondwater: in de peilbuizen 11 en 21 is de chroomconcentratie licht verhoogd ten opzichte van de S-waarde.

Conclusies en aanbevelingen: een aanvullend onderzoek naar de matig verhoogde PAK-gehalten wordt geadviseerd. Opgemerkt wordt dat er momenteel een studie wordt verricht naar de I-waarde voor PAK's. Deze zal mogelijk niet meer altijd afhankelijk worden gesteld van het gehalte aan organische stof. Wanneer er sprake is van bijmenging met kooltjes e.d. zal de I-waarde mogelijk worden opgetrokken naar 40 mg/kg droge stof. Geadviseerd wordt om met deze ontwikkelingen rekening te houden. Bij transport van grond dient rekening te worden gehouden met mogelijke beperkingen in het vinden van afzetmogelijkheden voor de grond.",Verkennend Onderzoek 1,719,NZ026800167,1035,,"POLYGON ((185209.9 424306.71, 185268.357 424355.552, 185229.514 424401.702, 185229.129 424407.087, 185196.824 424443.622, 185195.286 424451.314, 185158.75 424506.694, 185107.216 424464.774, 185105.678 424465.928, 185101.447 424466.313, 185099.909 424465.544, 185096.063 424464.005, 185093.756 424460.929, 185092.602 424458.621, 185091.448 424454.775, 185092.217 424450.545, 185094.14 424445.93, 185209.9 424306.71))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35ff,Daalseweg/Gregoriusstraat,Verkennend onderzoek NVN 5740,MTI milieutechnologie,04-07-1994,0997/00216.M0429.A0/brief,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: -

Resultaten:

  Grond: in een mengmonster (GM2) wordt de S-waarde voor PAK(som) juist overschreden.

  Grondwater: -

Conclusies en aanbevelingen: -",Verkennend Onderzoek 1,721,NZ026800181,1037,,"POLYGON ((188755.182 427757.606, 188730.42 427762.437, 188796.853 427659.768, 188799.873 427654.936, 188761.825 427631.383, 188702.639 427645.273, 188695.392 427649.501, 188691.768 427637.422, 188748.538 427624.135, 188761.825 427618.096, 188803.497 427645.877, 188808.328 427644.669, 188832.486 427605.413, 188831.882 427602.394, 188770.28 427568.573, 188685.729 427588.503, 188676.066 427604.205, 188660.363 427582.464, 188777.527 427552.871, 188778.735 427549.851, 188766.657 427502.744, 188761.825 427491.269, 188773.3 427488.249, 188794.438 427567.365, 188838.525 427590.919, 188840.337 427589.711, 188841.545 427587.899, 188856.039 427550.455, 188859.059 427542.604, 188848.792 427532.337, 188824.635 427484.022, 188820.407 427477.378, 188834.902 427474.963, 188845.772 427503.348, 188862.079 427531.129, 188867.514 427532.337, 188884.425 427515.426, 188930.928 427489.457, 188941.799 427481.606, 188961.729 427459.26, 188961.125 427452.617, 188959.313 427450.805, 188953.878 427448.993, 188952.066 427442.954, 188997.965 427430.875, 188999.173 427433.291, 188999.173 427439.934, 188994.945 427439.934, 188950.254 427490.061, 188949.65 427499.724, 188952.066 427503.952, 189087.952 427476.774, 189087.952 427488.249, 188938.779 427519.05, 188969.58 427678.49, 188953.274 427680.906, 188924.888 427523.278, 188919.453 427514.822, 188915.225 427513.011, 188888.048 427529.921, 188878.385 427540.188, 188879.593 427544.415, 188889.86 427553.475, 188865.702 427598.77, 188890.464 427689.965, 188875.969 427694.192, 188863.891 427658.56, 188869.93 427656.748, 188859.663 427623.531, 188856.643 427616.284, 188846.376 427610.849, 188843.357 427610.245, 188841.545 427610.245, 188816.783 427647.689, 188813.16 427657.352, 188792.022 427688.757, 188790.21 427689.965, 188789.606 427689.965, 188766.053 427723.785, 188755.182 427757.606))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3600,Daalseweg 095,Verkennend onderzoek NVN 5740,Arns Milieu- en Installatietechniek BV,17-02-1997,1136/33774501,"Hypothese wordt verworpen.

Zintuigelijke waarnemingen: puin en kooldelen bij boring 3.

Resultaten:

  Bovengrond: de gehalten aan koper, kwik, PAK en minerale olie overschrijden de S-waarde. De gehalten aan lood en zink overschrijden de T-waarde. De EOX is licht verhoogd.

  Ondergrond: het kwikgehalte overschrijdt de S-waarde.

  Grondwater: bevindt zich op circa 40 m-mv.

Conclusies en aanbevelingen: het verhoogde gehalte aan minerale olie is te wijten aan humuszuren. De verhoogde EOX wijst op de aanwezigheid van bestrijdingsmiddelen. Het verhoogde gehalte aan PAK en zware metalen is gerelateerd aan kooldeeltjes. Het kwik in de ondergrond is het gevolg van uitloging. Aangezien de T-waarde wordt overschreden, is een nader onderzoek gewenst naar de aard, omvang en gehalten van de verontreiniging en naar de verontreinigingsbron. Geadviseerd wordt in eerste instantie een heranalyse uit te voeren van van de individuele grondmonsters op zink en lood. Vrijkomende grond is niet geschikt voor onbeperkt hergebruik. Als het van het perceel wordt afgevoerd, dient het gestort en/of verwerkt te worden.",Verkennend Onderzoek 1,722,NZ026800180,1038,,"POLYGON ((188396.185 428162.578, 188398.908 428160.98, 188400.251 428164.248, 188401.122 428164.684, 188406.895 428168.496, 188388.597 428176.483, 188383.477 428164.502, 188393.716 428158.294, 188396.185 428162.578))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3601,De Meeuwse Acker (vlek F),Verkennend onderzoek NVN 5740,Afdeling Milieu Gemeente Nijmegen,01-03-1987,0191/MIL/WM/BOMEI-5,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: geen.

Resultaten:

  Grond: er zijn geen gehalten boven de B-waarde gemeten.

  Grondwater: de zinkconcentratie overschrijdt de B-waarde, maar verderr zijn er geen concentraties boven de B-waarde gemeten.

Conclusies en aanbevelingen: de verhoogde zinkconcentratie zou minder hoog zijn uitgevallen als het grondwater eerst gefilterd was. In overleg met de provincie is besloten geen verder onderzoek naar de verhoogde zinkconcentratie te verrichten. het wordt toegeschreven aan atmosferische depositie. Mede omdat in het gebied een hoogspanningslijn heeft gestaan. De lokatie is niet verontreinigd. Er bestaat geen gevaar voor de volksgezondheid of het milieu. De grond is geschikt voor de bouw van woningen.",Verkennend Onderzoek 1,727,NZ026800191,1043,,"POLYGON ((183507.378 427582.991, 183344.95 427608.111, 183344.525 427565.961, 183367.09 427538.925, 183390.507 427558.51, 183411.582 427530.836, 183430.954 427545.099, 183449.475 427521.682, 183450.752 427520.83, 183452.455 427520.617, 183453.732 427520.83, 183485.238 427546.376, 183499.501 427564.896, 183507.378 427582.991))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3602,De Meeuwse Acker (vlek F) b,Verkennend onderzoek NVN 5740,Heidemij Advies,01-05-1988,0092/634/16380 12VER02,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: geen.

Resultaten:

  Grond: er zijn geen gehalten boven de B-waarde gemeten.

  Grondwater: er zijn geen concentraties boven de B-waarde gemeten.

Conclusies en aanbevelingen: op basis van de veldwaarnemingen en de chemische analyses bestaat vanuit milieukundig oogpunt geen bezwaar tegen het in gebruik nemen van de lokatie voor woonbebouwing.",Verkennend Onderzoek 1,728,NZ026800192,1044,,"POLYGON ((183165.705 427574.476, 183171.453 427579.585, 183189.761 427557.02, 183246.387 427603.854, 183223.609 427630.251, 183170.176 427586.185, 183169.111 427582.353, 183171.027 427580.224, 183164.854 427575.328, 183157.403 427584.481, 183140.798 427571.283, 183139.308 427572.56, 183189.548 427614.285, 183166.557 427641.32, 183165.067 427641.533, 183113.124 427598.744, 183103.97 427591.932, 183158.467 427524.023, 183160.809 427524.662, 183161.873 427523.172, 183185.29 427542.118, 183185.929 427549.782, 183165.705 427574.476))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3603,Derde van Hezewijkstraat 23 - 25,Verkennend onderzoek NVN 5740,Afdeling Milieu Gemeente Nijmegen,31-12-1982,0215/THB/4968-4968J,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: -

Resultaten:

  Bovengrond: de gevonden gehalten aan zware metalen geven geen aanleiding tot nader onderzoek.

  Ondergrond: er is nauwelijks verontreiniging aanwezig.

  Grondwater: bevindt zich op circa 20 m-mv. Er worden relatief hoge concentraties aan chroom, nikkel, koper, cadmium, trichloorethaan, trichloorethyleen en perchloorethyleen gemeten.

Conclusies en aanbevelingen: de gehalten aan zware metalen in groenten die geteeld waren in de nabij gelegen volkstuintjes kunnen als normaal worden beschouwd en geven geen aanleiding tot nader onderzoek. De gevonden gehalten aan zware metalen en gechloreerde koolwaterstoffen in het grondwater maken nader onderzoek noodzakelijk.",Verkennend Onderzoek 1,731,NZ026800211,1051,,"POLYGON ((186487.967 427703.398, 186474.824 427722.516, 186472.633 427722.715, 186468.65 427727.893, 186473.43 427731.676, 186433.601 427787.636, 186387.4 427755.574, 186411.297 427725.702, 186382.421 427707.779, 186400.742 427685.475, 186437.584 427707.779, 186452.719 427685.674, 186459.888 427689.657, 186462.079 427686.272, 186486.374 427702.203, 186487.967 427703.398))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3604,De Ruyterstraat b,Verkennend onderzoek NVN 5740,DHV,20-02-1995,0800/MT-BD951003,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: stenen, puin en koolresten.

Resultaten:

  Bovengrond:

    0.0 - 0.1 m-mv: de gehalten aan koper, lood, kwik en olie overschrijden de S-waarde. Het gehalte aan PAK overschrijdt de I-waarde. De EOX is verhoogd.

    0.1 - 0.5 m-mv: de gehalten aan koper, lood, kwik, zink, olie en PAK overschrijden de S-waarde.

  Ondergrond: -

  Grondwater: bevindt zich dieper dan 5 m-mv.

Conclusies en aanbevelingen: het sterk verhoogde PAK-gehalte wordt vermoedelijk veroorzaakt door het aangetroffen steenpuin en de kooltjes. De EOX is dermate weinig verhoogd dat niet verwacht wordt dat individuele halogeenverbindingen in verhoogde gehalten aanwezig zullen zijn. Er is geen verhoogd risico voor kinderen die gebruik maken van de speeltuin.",Verkennend Onderzoek 1,733,NZ026800195,1057,,"POLYGON ((187206.919 427778.094, 187196.275 427711.218, 187237.429 427705.719, 187247.186 427772.24, 187206.919 427778.094))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3605,Dobbelmanweg 03,Verkennend onderzoek NVN 5740,Heidemij Advies,01-05-1992,0017/634/EA92/B941/17242,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: kolengruis.

Resultaten:

  Bovengrond: in mengmonster M1 overschrijden de gehalten aan lood, kwik en PAK de A-waarde. In mengmonster M2 overschrijden de gehalten aan koper, zink, kwik en PAK de A- en het loodgehalte de B-waarde.

  Ondergrond: -

  Grondwater: bevindt zich dieper dan 5 m-mv.

Conclusies en aanbevelingen: de verhoogde gehalten houden mogelijk verband met de zintuigelijk waargenomen kolengruis. Deadviseerd wordt een nader onderzoek te laten verrichten naar de verspreiding van de aangetoonde verontreinigingen. In eerste instantie kan worden volstaan met het analyseren van de separate bovengrondmonsters op lood en PAK.",Verkennend Onderzoek 1,736,NZ026800215,1060,,"POLYGON ((186776.128 426950.364, 186696.67 426948.418, 186697.967 426898.797, 186712.561 426898.473, 186713.534 426895.554, 186729.75 426895.554, 186730.075 426878.041, 186725.858 426877.392, 186726.831 426858.582, 186714.507 426857.609, 186714.832 426836.204, 186717.751 426835.555, 186718.723 426820.961, 186752.777 426821.285, 186753.101 426785.286, 186761.533 426785.286, 186766.074 426874.149, 186791.695 426880.96, 186776.128 426950.364))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3606,Dommer van Poldersveldtweg 19,Verkennend onderzoek NVN 5740,Arns Milieu- en Installatietechniek BV,21-10-1996,0967/GS/GS/33178002/brief,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: sterk puinhoudende bovengrond en een lichte tot matige oliereactie in de boringen 1.8 en 1.9.

Resultaten:

  Bovengrond: -

  Ondergrond: -

  Grondwater: bevindt zich dieper dan 5 m-mv.

Conclusies en aanbevelingen: -",Verkennend Onderzoek 1,740,NZ026800221,1064,,"POLYGON ((189243.846 427660.613, 189247.557 427670.199, 189217.873 427693.08, 189229.932 427713.488, 189207.823 427727.248, 189198.547 427707.768, 189182.313 427720.136, 189177.366 427711.324, 189131.603 427723.538, 189124.182 427692.307, 189161.441 427682.258, 189162.988 427686.896, 189243.846 427660.613))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3607,Dorpsstraat,Orienterend bodemonderzoek,Afdeling Milieu Gemeente Nijmegen,04-09-1985,0295/SMIT.01/12/1987,"Er is geen hypothese gesteld.

Zintuigelijke waarnemingen: -

Resultaten:

  Bovengrond: -

  Ondergrond: -

  Grondwater: -

Conclusies en aanbevelingen: -",Orienterend Onderzoek 1,742,NZ026800224,1069,,"POLYGON ((184338.286 427557.308, 184256.831 427490.974, 184416.813 427270.999, 184501.682 427329.041, 184338.286 427557.308))"
