Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Stichting Verslavingszorg Noord Nederland;;;1;;;;;;;1
Stichting voor Kindertehuizen te Rotterdam;;;1;;;;;;;1
Stichting Voor Werkende Ouders;;;;1;;;;;;1
Stichting VoRo Conservation Foundation;;;;;;1;;;;1
Stichting Waarborgfonds Kinderopvang;;;;1;;;;;;1
Stichting Xbrl Nederland;;;;;;1;;;;1
Stichting Zaans Museum;;;;1;;;;;;1
Stichting Ziekenhuisgroep Twente;;;1;;;;;;;1
Stichting Zuyd Hogeschool;;;;;;;;;1;1
Strandclub Doen! Strand noord;;;;1;;;;;;1
Strandtent 14 B.V.;;;;1;;;;;;1
Straube Agenturen en Training;;;;;;1;;;;1
Streetball Groningen;;;1;;;;;;;1
STS B.V.;;;;;;1;;;;1
Studiecentrum v Bedrijf en Overheid;;;;;;1;;;;1
Studio Pin;;;;2;;;;;;2
Study and Career Fair Curacao;;;;;;1;;;;1
studystore;;;;;;1;;;;1
Stuntteam Henk Wams B.V.;;;;1;;;;;;1
Suiderstrand B.V.;;;;1;;;1;;;1
Sumo Hilversum B.V.;;;;1;;;1;;;1
SURFnet B.V.;;;;;;1;;;;1
Susanne de Jong Psycholoog;;;;;;1;;;;1
SWK Facet BV;;;;1;;;;;;1
Swoolish-garage;;;;;;;;;1;1
Sylvia van Pijkeren;;;;;;2;;;;2
Symbol B.V.;;;;;;2;;;;2
t Belgisch Biercaf� B.V.;;;;1;;;1;;;1
t Goude Hooft;;;;2;;;;;;2
t Ruysdael B.V.;;;;;;1;;;;1
TA academie in bedrijf B.V.;;;;;;1;;;;1
TaalTaal B.V.;;;;;;1;;;;1
Tante Sus koffie & thee;;;;1;;;1;;;1
Taste Amsterdam B.V.;;;;1;;;;;;1
Taste and Flavor B.V.;;;;1;;;1;;;1
Taxi Hotax;;;;;;;;;1;1
Taxi Onderneming Groningen;;;1;1;;;;;1;1
Taxibedrijf Poll;;;;;;;;;2;2
Taxicentrale Groningen;;;;;;;;;1;1
TC Academy;;;;;;1;;;;1
Team Scheurlings;;;;1;;;1;;;1
teams+more;;;;;;1;;;;1
Tedor Cleaning Service;;;;1;;;1;;;1
Tekstbureau Karakter;;;;1;;;1;;;1
Telengy Management en Advies B.V.;;;;;;1;;;;1
Textiel Van der Heyden;;;;1;;;;;;1
TextielDrukDeal B.V.;;;;1;;;;;;1
The Chair Community B.V.;;;;;;1;;;;1
The Form Foundation B.V.;;;;;;1;;;;1
The Great Escape Center B.V.;;;;1;;;1;;;1
The Internet Academy;;;;;;1;;;;1
The Old Pal B.V.;;;;1;;;1;;;1
The Pool Groningen B.V.;;;;1;;1;1;;1;1
The Punchy Pack B.V.;;;;;;1;;;;1
The Quantum Company;;;;;;1;;;;1
The Signature of Thai Food;;;;1;;;1;;;1
The SongWorks;;;;;;1;;;;1
Theater Diligentia;;;;1;;;;;;1
Thomas Spijkerman;;;;;;1;;;;1
Time-Lines.NL B.V.;;;;;;1;;;;1
Tintelingen B.V.;;;;2;;;;;;2
Tolsma Advies;;;1;;;;;;;1
Tom Vossen;;;;1;;;;;;1
Toman Rederij B.V.;;;;1;;;1;;;1
Top bloemen;;;;1;;;;;;1
Topic Travel B.V.;;;;;;;;;1;1
Topscore B.V.;;;;;;2;;;;2
Touringcarbedrijf Betuwe Express B.V.;;;;;;;1;;;1
Tower Leisure B.V.;;;;1;;;1;;;1
Traffic b2b Events;;;;;;2;;;;2
Tranq;;;;;;1;;;;1
Travelcard B.V.;;;;;;;;;1;1
Trifork Germany GmbH;;;;;;1;;;;1
Triple Plus Detachering B.V.;;;;;;1;;;;1
Trustee of Columbia University;;;;;;1;;;;1
Tshukudu Technology College B.V.;;;;;;1;;;;1
Tuincentrum De Oosteinde Vijfhuizen B.V.;;;;1;;;;;;1
Tutor;;;;;;1;;;;1
Tweetal Horeca B.V.;;;;1;;;;;;1
Twynstra Gudde;;;;;;1;;;;1
TYNC;;;;;;1;;;;1
ULTIMATE SPORTSWEAR;;;;1;;;;;;1
Umami Restaurant B.V.;;;;1;;;;;;1
Unicefcards;;;1;;;;;;;1
Universiteit Antwerpen;;;;;;1;;;;1
UNIVERSITEIT GENT;;;;;;1;;;;1
UrbanGuides;;;;1;;;;;;1
Userproof;;;;;;1;;;;1
V.O.F. Alpina-van Houweninge & IJsselstijn;;;;1;;;;;;1
v/d Graaf & v/d Graaf;;;;;;1;;;;1
Vakmedianet Management B.V.;;;;;;1;;;;1
VAN Bien B.V.;;;;;;1;;;;1
Van den Berg Redeployment Coaching;;;;;;1;;;;1
Van den Broek & Partners B.V.;;;;;;1;;;;1
Van der Hilst Communicatie-Advies;;;;;;1;;;;1
Van der Meij & Partners;;;;;;1;;;;1
Van der Valk Hotel Den Haag B.V.;;;;1;;;;;;1
Van der Valk Utrecht;;;;;;1;;;1;1
Van Ede & Partners;;;;1;;;;;;1
van Harte en Lingsma;;;;;;2;;;;2
Van Helden Relatiegeschenken;;;;1;;;;;;1
Van Oss;;;;;;1;;;;1
Van Riet Ontwerpers B.V.;;;;1;;;;;;1
Van Slobbe;;;;1;;;;;;1
Van Stockum Boekverkopers;;;;1;;;;;;1
Van 't Loo/Van Eck Beheer B.V.;;;;;;1;;;;1
VanAndelAmsterdam B.V.;;;;;;1;;;;1
VCD Business Solutions B.V.;;;;;;2;;;;2
VCK Travel B.V.;;;;;;;;;5;5
VdlC publishers/consultants B.V.;;;;;;1;;;;1
Vecon, Ver. Lerar. i.d. Econ.-Maatsch. Vakken;;;;;;1;;;;1
Vedas Quality B.V.;;;;;;1;;;;1
Veer Stichting;;;;;;1;;;;1
Vennendal Exploitatie B.V.;;;;1;;;1;;;1
Ver. voor Klachtrecht in de publieke sector;;;;;;1;;;;1
Verdienstelijk;;;;;;1;;;;1
Vereniging Bedrijvenpark Zuidoost;;;;;;1;;;;1
Vereniging Hogescholen;;;;;;1;;;;1
Vereniging JuristenRijk;;;;;;1;;;;1
Vereniging PO-raad;;;;;;1;;;;1
Vereniging Testnet;;;;;;1;;;;1
Vereniging voor Klachtrecht;;;;;;;;1;;1
Vereniging voor Onderwijsrecht;;;;;;;;1;;1
Vereniging voor Overheidsmanagement;;;;;;1;;;;1
Verkerk;;;;1;;;;;;1
Vermaat Leisure B.V.;;;;;;;;;1;1
Versdenkers;;;;;;1;;;;1
Versluis Wijnhandel;;;;1;;;;;;1
Vhic Faculty B.V.;;;;;;1;;;;1
ViaViela B.V.;;;;1;;;;;;1
Victor de Stuersstichting;;;;;;1;;;;1
Vier Kwartier;;;;;;2;;;;2
Vijlbrief Assessment;;;;;;1;;;;1
Vijverberg Juristen B.V.;;;;;;1;;;;1
VillaForum;;;;;;1;;;;1
Vitam;;;;1;;;;;;1
Viva Afrika;;;;1;;;1;;;1
Vivaldi;;;;1;;;;;;1
Vleugel F;;;;1;;;1;;;1
VMWorld Europe;;;;;;2;;;;2
VNSG Diensten B.V.;;;;;;1;;;;1
Voorwaarde B.V.;;;;;;2;;;;2
VVBAD;;;;;;1;;;;1
VVV Amersfoort;;;;1;;;;;;1
VX Company IT Services B.V.;;;;;;1;;;;1
W. Hijkema;;;;1;;;;;;1
W.J. Kerdijk;;;;1;;;1;;;1
Waar B.V.;;;;;;;;;1;1
Wadapartja;;;;1;;;1;;;1
WagenaarHoes;;;;;;3;;;;3
Wagner Group B.V.;;;;;;1;;;;1
Wagner Group I Post Graduate Education B.V.;;;;;;1;;;;1
Walter Benedict;;;;1;;;;;;1
Waterloo Bar;;;;2;;;1;;;2
Waterproef B.V.;;;;1;;;1;;;1
Waterreijk Giethoorn;;;;1;;;1;;;1
Wereldwinkel Groningen;;;;1;;1;;;;1
Westlands Museum v. Streek-/Tuinbouwhistorie;;;;1;;;;;;1
Wibbens Arbeidskundig advies;;;;;;1;;;;1
WijnstraServices Exploitatie Harmonie B.V.;;;;1;;;;;;1
Willemse t.h.o.d.n. New York Pizza;;;;;;;;;1;1
WIN B.V.;;;;;;1;;;;1
Windeffect B.V.;;;;;;1;;;;1
Winnock B.V.;;;1;;;;;;;1
Witte de With Center for Contempor;;;;;;1;;;;1
Wok Euroborg;;;;1;;;1;;;1
Wokrestaurant Taste of Asia;;;;1;;;;;;1
Work21 / Opleidingscentrum Haagland;;;;;;1;;;;1
Work21 B.V.;;;;;;2;;;;2
Wortelboer, Loopbaan in Ontwikkeling;;;;;;1;;;;1
WTA nederland vlaanderen;;;;;;1;;;;1
Xebia Nederland B.V.;;;;;;1;;;;1
Xerox (Nederland) B.V.;;;;1;;1;;;;1
Xitroom;;;;1;;;;;;1
Xomnia B.V.;;;;;;2;;;;2
XTG Bedrijfsopleidingen B.V.;;;;;;1;;;;1
Yearth B.V.;;;;;;1;;;;1
Yoga Vidya;;;;;;1;;;;1
Your Style;;;;;;;1;;;1
Zebedeus;;;;1;;;;;;1
Zeeuwse Bibliotheek;;;;;;1;;;;1
ZEON, Centrum voor ther., train. en gezondh.;;;;;;1;;;;1
Ziggurat Taaltrainingen;;;;;;1;;;;1
Zilverline B.V.;;;;;;1;;;;1
Zilvermeeuw b.v.;;;;1;;;;;;1
ZIN;;;;;;1;;;;1
Zorgcentrum De Overloop;;;1;;;;;;;1
Zusje Kurhaus;;;;1;;;;;;1
Zwarte Woud Vastgoed B.V.;;;;;;;;;1;1
Eindtotaal;1;;5;7;3;7;4;2;7;8
