Locatie nr,Wijk,CBS-buurt,Straat,Type speelpl,Omschrijving,Doelgroep 3 tot 6 jaar,Doelgroep 6 tot 12 jaar,Doelgroep 12 jaar en ouder,Jaar aanleg,Jaar rec.-herinr.,X-coörd.,Y-coörd.,latitude,longitude
67402,Sterrenburg 3,908,Slangenburg tussen huisnr. 150 en 152,Speelterrein,Een speelplek met een glijbaancombinatie met duikelstangen en een dubbele schommel.,1,1,0,,2012,105942.5898,420772.6881,51.77346976,4.67641272
67404,Sterrenburg 3,908,Slangenburg bij huisnr. 196,Speelterrein,Een speelplek met evenwichtstoestel_ hobbelelement_ duikelrek en hekwerk.,0,1,0,,,105971.8228,420626.2913,51.77215654,4.67685695
80201,Sterrenburg 3,907,Walenburg bij huisnr. 9,Speelterrein,Een speelplek met twee hobbelelementen en een poef.,1,0,0,,,106375.1437,421308.0934,51.77831973,4.68260441
80202,Sterrenburg 3,907,Walenburg  bij huisnr. 61,Speelterrein,Een speelplek om te rolschaatsen of tikkertje te spelen. Ernaast ligt een hinkelbaan.,0,1,0,,2012,106200.7518,421239.4343,51.77768742,4.68008723
81343,Sterrenburg 3,909,Weerdestein bij huisnr. 71,Speelterrein,Een speelplek met een stier en een grazende koe.,0,1,0,,,105421.3595,420403.0854,51.77010182,4.66891405
81345,Sterrenburg 3,909,Weerdestein bij huisnr. 95,Jeu de Boules,Jeu de Boulesterrein,0,0,1,,,105441.0365,420463.4578,51.77064619,4.66919048
83304,Sterrenburg 3,909,Wittenstein achter huisnr. 62,Speelterrein,Een speelplaats met een duikelrek en een klim-/klautercombinatietoestel.,1,1,0,,2015,105202.8193,420682.5602,51.77259426,4.66570795
83305,Sterrenburg 3,909,Wittenstein bij huisnr. 272,Speelterrein,Een speelplaats met een dubbel duikelrek en een wip.,1,1,0,,2015,105328.1982,420664.527,51.77244335,4.66752698
83307,Sterrenburg 3,909,Wittenstein achter nr. 231,Speelterrein,Een speelplaats met twee verschillende klim-/klautertoestellen_ een wip en een dubbele schommel. Heringericht begin 2015.,1,1,0,,2015,105417.8164,420569.6264,51.77159835,4.6688389
83308,Sterrenburg 3,909,Wittenstein achter nr. 231,Trapveld,Een trapveld met twee minidoelen.,0,1,1,,2015,105450.4911,420573.5962,51.77163693,4.6693117
86201,Sterrenburg 3,907,Zuilenburg naast huisnr. 90 t/m 101,Speelterrein,Een speelplekje met een knikkerputje en een hinkelbaan.,0,1,0,2009,,106082.677,420993.1492,51.77546352,4.67841118
86202,Sterrenburg 3,907,Zuilenburg 7  / De Jagerweg,JOP (hangplek),Jongeren Ontmoetings Plek,0,0,1,,,106291.4766,421050.4449,51.77599673,4.68142833
86205,Sterrenburg 3,907,Zuilenburg / De Jagerweg,Combibalspelterrein,Een combibalspelterrein waar zowel gevoetbald als gebasketbald kan worden.,0,1,1,,,106313.2642,421071.5037,51.7761879,4.68174105
04021,Vissershoek,1106,Bakema erf 2 / C.O.R.,Speelterrein,Een grote speelplek met ruimtenetten_ een klimtoestel_ een hobbelelement en een combitoestel met glijbaan. Ook staat er een zeshoekschommel en een zandwerkplaats. Naast de speelplek grazen een stier en 6 koeien. De plek is in 2009/2010 opnieuw ingericht in nauwe samenspraak met omwonenden.,1,1,1,,2010,109344.646,423973.354,51.80252543,4.72527989
04022,Vissershoek,1106,Bakema erf bij huisnr. 222,Speelterrein,Een speelplek met een speelhuisje met glijbaan_ twee hobbelelementen_ wiebelplaten_ twee duikelrekken en een baltrechter.,1,1,0,,,109124.753,424066.6769,51.80334618,4.72207965
04024,Vissershoek,1106,Bakema erf bij huisnr. 60,Speelterrein,Een speelplek met een combinatietoestel en een wip. Deze speelplek is in 2009 opnieuw ingericht.,1,1,0,,2009,109134.2902,423926.4852,51.80208693,4.7222365
04025,Vissershoek,1106,Bakema erf 5 / C.O.R.,Trapveld,Trapveld met 2 doelen en 4 jongerenbanken,0,1,1,,,109352.3726,423920.4247,51.80205034,4.72539889
05881,Vissershoek,1106,Berlage erf  bij huisnr. 111,Speelterrein,Een speelplek met twee hobbelelementen_ duikelrek_ een combinatietoestel en een vogelnestschommel en een bank.,1,1,0,,2013,109286.4143,424183.3876,51.80440842,4.72440794
10934,Vissershoek,1106,Van den Broek erf bij huisnr. 232,Speelterrein,Een speelplek met twee hobbelelementen een evenwichtstoestel en een duikelrek. Het speelplekje is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,0,1,0,,,109525.6658,424108.2633,51.80375275,4.72788648
10935,Vissershoek,1106,Van den Broek erf bij huisnr. 95,Speelterrein,Een speelplek met een draaitoestel en een combitoestel met mini klimwand en glijbaan.,1,1,0,,,109571.0331,424004.7968,51.8028265,4.72855778
10936,Vissershoek,1106,Van den Broek erf achter huisnr. 30,Speelterrein,Een natuurlijke speelplek_ gecombineerd met een pannaveldje_ twee minidoeltjes en een basketbalpaal.,1,1,1,2014,,109393.1874,424083.1011,51.80351579,4.72596915
15781,Vissershoek,1105,van Doesburg erf 1 Bij huisnummer 175,Speelterrein,Deze speelplek is eind 2014 heringericht met een combinatietoestel met glijbaan_ een mandschommel en een duikelrek.,0,1,1,,2014,109014.6641,424281.8517,51.80527109,4.72045503
15782,Vissershoek,1105,van Doesburgerf bij huisnr 36,Speelterrein,Een speelplek met hobbelelement en speelhuisje. Het speelplekje is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,1,0,0,,2010,108950.1559,424348.8821,51.80586823,4.71951085
15783,Vissershoek,1105,van Doesburgerf bij huisnr. 55,Speelterrein,Een speelplek met een klim-/glijcombinatietoestel_ een wip en een duikelrekje.,1,1,0,,2010,108857.3593,424315.867,51.80556383,4.71816985
17561,Vissershoek,1105,Dudok erf,Jeu de Boules,Jeu de Boulesterrein,0,0,1,2012,,108874.1934,423906.1576,51.8018828,4.71846853
18731,Vissershoek,1105,Van Eesterenplein,Speelterrein,Een speelplek met 3 veerelementen.,1,0,0,2012,,108766.3483,424023.8783,51.80293194,4.71688935
45561,Vissershoek,1105,Maaskant erf _ huisnr. 92,Speelterrein,Een speelplek met een klim-klautertoestel.,0,1,0,,,108830.9857,424232.6196,51.80481343,4.71779858
60681,Vissershoek,1105,van Ravesteyn erf bij huisnr 102,Speelterrein,Een speelplek met hobbelelement en een klimbol op rubber vloer.,1,1,0,,,109252.9738,424378.5258,51.80615956,4.72389732
60682,Vissershoek,1105,van Ravesteyn erf achter huisnr. 319,Speelterrein,Een speelplek met klimtoestel op kunstgras en een veerwip.,1,1,0,,2015,109303.8378,424328.398,51.80571319,4.7246414
60683,Vissershoek,1105,van Ravesteyn erf bij huisnr 534,Speelterrein,Een speelplek met een hobbelelement en een klimbol op rubber vloer.,0,1,0,,,109523.7828,424318.5527,51.80564266,4.72783154
62361,Vissershoek,1105,Rietveld erf _ huisnr. 62,Speelterrein,Een speelplek met een klim-klautertoestel met glijbaan en een duikelrek op kunstgras. De speelplek is geadopteerd. Voor nadere informatie over de adoptie kunt u contact opnemen met de gemeente Dordrecht via telefoonnummer 14078.,1,1,0,,,109788.404,424141.8457,51.80407593,4.73169121
62362,Vissershoek,1105,Rietveld erf _ huisnr. 85,Speelterrein,Een speelplek met een groot combitoestel en een draaistoeltje op veiligheidsgras.,1,1,0,,,109843.3851,424200.5582,51.80460808,4.73248066
01361,Crabbehof,800,Albardaplantsoen,Speelterrein,Een speelplek met een toestel om te klimmen en te glijden. Een dubbele schommel en twee veerbeesten. De ondergrond is van veiligheidsgras. Daarnaast _ binnen een hek_ voor de kleintjes een glijbaantje_ een schommeltje en twee veerbeesten.,1,1,1,2004,,105179.2425,422400.22,51.78803019,4.6651194
01362,Crabbehof,800,Albardaplantsoen,Trapveld,Trapveld met twee minidoelen,0,1,1,2012,,105206.4165,422417.5246,51.78818815,4.66551073
04881,Crabbehof,800,Ruys de Beerenbrouckweg,Speelterrein,Nieuw speelplekje in 2009 aangelegd met een glijbaantje en een dubbele schommel.,1,1,0,2009,,104788.1357,422406.2713,51.78804955,4.65945038
09681,Crabbehof,800,Bosstraat_ Kennedyschool,Combibalspelterrein,Grote speelplek_ deels op schoolplein Kennedyschool_ met allerlei toestellen_ atletiekbaantje_ basketbalveld etc.,1,1,1,2012,,105394.4375,422728.9395,51.79100382,4.66819104
13202,Crabbehof,801,Colijnstraat sppl 1,Speelterrein,Speelplek_ heringericht in 2008_ met een dubbele schommel_ een duikelrek_ een glijbaan en een combinatietoestel.,0,1,1,,2008,105311.1872,423204.6648,51.79527215,4.66691618
13203,Crabbehof,801,Colijnstraat sppl 2,Combibalspelterrein,Een combibalspelterrein waarop gevoetbald en gebasketbald kan worden. Ook kan je er rolschaatsen of skaten.,0,1,1,2008,,105303.8982,423258.6221,51.79575646,4.66680278
13204,Crabbehof,801,Colijnstraat sppl 3,Basketbalterrein,Basketbalveld,0,0,1,,2008,105321.2887,423216.9052,51.79538307,4.66706085
13205,Crabbehof,801,Colijnstraat sppl 4,Speelterrein,Speelplek speciaal voor kleinere kinderen met een glijbaantje_ veerelement en een duikelrek.,1,1,0,2008,,105265.1628,423124.8589,51.79455077,4.66626053
16803,Crabbehof,800,Dresselhuysstraat,Trapveld,Pannafield,0,1,1,,,104870.1865,422523.1474,51.78910739,4.66062259
17681,Crabbehof,801,Van der Duyn van Maasdamplantsoen,Speelterrein,Nieuwe speelplek_ aangelegd in 2010_ met een combinatietoestel_ een wip en een duikelrek.,1,1,0,2010,,105131.9869,422999.246,51.79340991,4.66434828
22481,Crabbehof,800,Goeman Borgesiusplantsoen,Speelterrein,Een speelplek met een combinatietoestel en een kleine glijbaan. Een paar hobbelelementen en een dubbele schommel.,1,1,0,,2010,105005.5337,422430.2257,51.78828436,4.66259758
22562,Crabbehof,801,Frank van der Goesstraat,Speelterrein,Een speelplek met een glijbaan_ duikelrek_ diverse veerelementen en een speelknop.,1,1,0,,,105195.7184,423052.5716,51.79389488,4.66526435
29361,Crabbehof,801,Van Hogendorpplantsoen,Speelterrein,Een speelplek met diverse veerelementen_ een glijbaancombinatie_ een draaitoestel en een dubbele schommel.,1,1,0,,2010,104982.2499,423004.9794,51.79344805,4.66217712
29362,Crabbehof,801,Van Hogendorpplantsoen_ trapveldje,Trapveld,Klein trapveld met twee lage ballenvangers en twee minidoelen.,0,1,1,2010,,105017.3319,423043.8471,51.79380053,4.66268
41122,Crabbehof,800,Abraham Kuyperweg achter huisnr 370,Speelterrein,Natuurlijke speelplek met water_ zand_ kruipbuizen_ bruggetjes en een speelfort.,1,1,1,2012,,105386.8822,422309.4069,51.78723247,4.66814164
41123,Crabbehof,800,Abraham Kuyperweg achter huisnr 376,Combibalspelterrein,Terrein waarop diverse balsporten gespeeld kunnen worden_ ook rolschaatsen is mogelijk,0,1,1,2012,,105337.9831,422226.5387,51.78648331,4.66744486
43361,Crabbehof,801,van Limburg Stirumplantsoen,Speelterrein,Een speelplek met duikelrek_ een veerwip en een klim-/glijcombinatietoestel.,1,1,0,,2011,105371.9452,422996.4478,51.79340614,4.66782671
43362,Crabbehof,801,van Limburg Stirumplantsoen,Trapveld,Trapveld met twee minidoelen.,0,1,1,,,105375.9435,422961.7052,51.79309423,4.66788964
54401,Crabbehof,800,van Oldenbarneveltplein 1,Speelterrein,Een speelplek met diverse speel- en turntoestellen.,1,1,0,,2012,105059.2031,422714.1772,51.79084126,4.66333444
64921,Crabbehof,800,Jan Schaeferhof,Speelterrein,Nieuwe speelplek met een klim-/klautertoestel_ een duikeltrio een een mooi veerelement.,1,1,0,2010,,105444.144,422627.2342,51.79009413,4.66892602
73122,Crabbehof,800,Talmaweg 2,Speelterrein,Een speelplek met combitoestel met kleine glijbaan en een dubbele schommel op veiligheidsgras. Ook staan er twee banken en een afvalbak.,1,1,1,,,104964.2864,422897.9435,51.79248442,4.66193222
73123,Crabbehof,800,Talmaweg 1,Trapveld,Een trapveld met 2 doelen.,0,1,1,,,104930.2383,422916.3626,51.79264692,4.66143606
74881,Crabbehof,800,Troelstraweg bij huisnr. 235,Speelterrein,Een speelplek met een combitoestel met kleine glijbaan_ een draaitoestel en een hobbelelement. De ondergrond is van veiligheidsgras. Ook staan er twee banken en een afvalbak.,1,1,0,,,104820.8511,422838.9565,51.79194139,4.65986182
75641,Crabbehof,800,Joop den Uylstraat,Speelterrein,Nieuwe speelplek met een duikelduo en een klim-/glijcombinatie.,1,1,0,2010,,105152.764,422237.1599,51.78656228,4.66475912
82001,Crabbehof,800,Wiardi Beckmanplantsoen,Speelterrein,Een speelplek met een toestel om te klimmen en te glijden_ een draaitoestel en een klein veerelement.,1,1,0,2009,,104930.2879,422782.475,51.79144356,4.66145614
41701,Dordtse Hout,707,Langedaal_ heemtuin (Naast huisnr. 109),Trapveld,Trapveld met twee grote doelen en een basketbalpaal.,0,1,1,2010,,104835.053,421678.818,51.78151555,4.66023568
82901,Dordtse Hout,707,Wilgewinde,Speelterrein,Een speelplek met een klim-/glijcombinatietoestel_ een dubbele wip_ 4 wiebelplaten en een dubbele schommel.,1,1,1,,2010,104686.942,421777.2798,51.78238719,4.65807519
82481,Wielhoven,1909,Wielhovenstraat t.o. huisnr. 36,Speelterrein,Een speelplek met combinatietoestel _ minirekstok en veerelement,1,1,0,,2007,102921.119,421944.4886,51.78372817,4.63246209
19442,Nieuw Krispijn,403,Emmastraat / Willemstraat,Speelterrein,Een speelplek met een combinatietoestel_ schommels en diverse kleinere speeltoestellen. Ook staan er twee kleine doeltjes.,1,1,1,,2009,105813.8305,424186.6751,51.80414279,4.67406241
20801,Nieuw Krispijn,402,Johan Willem Friso straat,Combibalspelterrein,Een speelplek op het terrein van de MKC school met diverse toestellen_ een pannaveldje en een atletiekbaantje,1,1,1,2014,,105575.3535,424153.026,51.80381929,4.67060983
26882,Nieuw Krispijn,400,Helenastraat,Speelterrein,Speelplek met een grote speelcombinatie om van alles mee te doen_ een dubbele schommel_ twee wiebelzitjes en een mooi veerelement en een evenwichtsslang.,1,1,1,,2010,105487.0176,423883.6697,51.80139054,4.66936771
50841,Nieuw Krispijn,400,Nassauplein(Paulusplein),Speelterrein,Speelplekje met twee veerelementen_ een evenwichtsslang_ twee knikkerputjes en een hinkelbaan.,1,1,0,2010,,105407.0565,424104.5212,51.80336842,4.66817688
50842,Nieuw Krispijn,400,Nassauplein(Paulusplein),Jeu de Boules,Jeu de Boulesterrein,0,0,1,2011,,105454.5273,424128.6864,51.80358982,4.66886162
50965,Nieuw Krispijn,400,Nassauweg,Basketbalterrein,Basketbalveld met hekwerk en twee basketbalpalen.,0,0,1,,,105470.0848,424169.5335,51.80395833,4.66908132
55281,Nieuw Krispijn,400,Ottostraat,Trapveld,Trapveld met ovale half-open kooi met spandraden.,0,1,1,,,105321.5814,423805.7421,51.80067545,4.66698059
59761,Nieuw Krispijn,401,Prinses Irenestraat t.h.v. huisnr. 38,Speelterrein,Een speelplek met een hobbelelement en een veerwip_ combitoestel met glijbaan_ een duikelrek en een evenwichtsbalk. Ernaast ligt een trapveldje.,1,1,0,,2012,105515.4826,423679.286,51.7995561,4.66980958
59762,Nieuw Krispijn,401,Prinses Irenestraat,Trapveld,Trapveld met 2 doelen,0,1,1,,2012,105498.703,423709.788,51.79982876,4.66956198
59921,Nieuw Krispijn,401,Prinses Margrietstraat,Speelterrein,Een nieuwe speelplek met twee picknickbanken_ een dubbele schommel en twee duikelrekjes.,1,1,0,2010,,105422.8216,423652.5804,51.79930786,4.66847017
76962,Nieuw Krispijn,404,Violenstraat/Anjelierstraat,Speelterrein,Een speelplek met een dubbele schommel en een klim-glijcombinatie_ een vrijstaande glijbaan en een duikelrek.,1,1,0,2010,2015,106093.8899,424154.9449,51.80388221,4.67812713
80161,Nieuw Krispijn,401,Waldeck Pyrmontweg,Combibalspelterrein,Terrein waarop diverse balsporten kunnen worden gespeeld.,0,1,1,,,105359.1189,423552.7821,51.79840523,4.66756103
81721,Nieuw Krispijn,405,Weizigtpark 1 _ Sevenoaks,Speelterrein,Deze grote speelplek is in 2004 geheel opnieuw ingericht en door wethouder B. van der Zwaan feestelijk geopend op 30 juni 2004. Ga snel kijken wat er verder nog staat om mee te spelen.,1,1,1,,2013,105329.1412,424435.9056,51.80633991,4.66699973
81722,Nieuw Krispijn,405,Weizigtpark 2,Trapveld,Een trapveld met 2 doelen .,0,1,1,,,105202.8199,424321.2501,51.80529815,4.66518477
81723,Nieuw Krispijn,405,Weizigtpark 3,Speelterrein,Calisthenic sportplek,0,0,1,2013,,105287.1883,424295.5945,51.80507508,4.66641164
04951,Oud Krispijn,305,Nicolaas Beetsplein,Speelterrein,Een speelplek die in 2006 onder architectuur is aangelegd.,0,1,1,,,105134.6979,423743.0571,51.80009538,4.66428044
04961,Oud Krispijn,305,Nicolaas Beetsplein,Speelterrein,Speelplek naast de grote speelplek_ speciaal voor kleinere kinderen,1,0,0,,,105156.0518,423714.1414,51.7998374,4.66459416
09361,Oud Krispijn,304,Joh. Bosboomstraat t.h.v. huisnr. 27,Speelterrein,Een nieuwe speelplek_ aangelegd in januari 2007_ met een duikelrekje_ een veerelement en een glijbaancombinatie,1,1,0,,,105079.1669,423573.0336,51.79856228,4.66349996
09441,Oud Krispijn,306,Bosboom Toussaintstraat t.h.v.  huisnr. 15,Speelterrein,Een speelplek vooral voor kleinere kinderen met een glijbaantje_ wiebelbrug_ evenwichtsbalk_ wip_ hinkelbaan en bokspringpalen. Voor de ouders staat er een bank.,1,1,0,,,105062.7157,424151.0862,51.80375624,4.66317808
10561,Oud Krispijn,306,Brederodestraat naast Vondelstraat 72,Speelstraat,Speelstraat_ nieuw aangelegd in 2004 in nauwe samenwerking met bewoners.,1,1,0,,,104908.1682,424240.2344,51.80454363,4.6609246
10562,Oud Krispijn,306,Brederodestraat naast J. Catsstraat 76,Speelstraat,Speelstraat_ in 2004 aangelegd in nauwe samenwerking met bewoners.,1,1,0,,,104932.326,424194.6533,51.80413613,4.66128144
10967,Oud Krispijn,306,Brouwersdijk,Balspelterrein,Balspelterrein met basketbalpaal_ twee doeltjes en ballenvangers. De speelplek is geadopteerd.,0,1,1,,,104674.8644,424216.0975,51.80430571,4.65754571
15281,Oud Krispijn,301,Diepenbrockweg 1,Speelterrein,Een speelplek met een zeshoekige schommel_ een klimtoestel met glijbaan en een driedelig duikelrek.,0,1,1,,,104299.7343,424207.0827,51.80419074,4.65210848
15282,Oud Krispijn,301,Diepenbrockweg 2,Trapveld,Trapveld met twee doelen. De ingang gaat via een hondenrooster.,0,1,1,,2010,104268.2717,424203.2546,51.80415348,4.65165291
15283,Oud Krispijn,301,Diepenbrockweg,Skateterrein,Skatebaan met een Quarter pipe_ een Ollie Box (manual bad) en een Rail,0,0,1,2012,,104243.349,424185.5181,51.8039918,4.65129419
22641,Oud Krispijn,305,J.J.A. Gouverneurstraat,Speelterrein,Groot_ nieuw aangelegd plein met diverse speelmogelijkheden. Mooie futuristische speeltoestellen_ een mandschommel en twee pannaveldjes met tribune in beton.,0,1,1,2012,,105046.9724,423973.5599,51.80215926,4.66297546
28321,Oud Krispijn,307,Meindert Hobbemastraat Ingang via Patersweg t.o. huisnr. 239,Speelterrein,Een speelplek met een zeshoekig klimtoestel_ een paar veerelementen en een dubbel duikelrek.,1,1,0,,,104757.5275,423283.2453,51.79592887,4.65887955
31281,Oud Krispijn,304,Jozef Israëlstraat,Speelterrein,Een speelplek_ aangelegd in augustus 2009_ met een zeshoekige schommel_ een klim-/klautertoestel_ een zitdraaimolen_ drie veerelementen en diverse paddestoelen. De paddestoelen zijn in oktober 2009 samen met wethouder F. van den Oever feestelijk op hun plek gezet.,1,1,1,2009,,104886.994,423633.2297,51.7990861,4.66070551
33201,Oud Krispijn,305,J.J.L. ten Katestraat,Balspelterrein,Een speelplek met kunstzinnige betonnen paaltjes als grens met de weg die als bokspringpalen gebruikt kunnen worden.,0,1,1,,,105020.1573,423756.7892,51.80020856,4.66261802
46803,Oud Krispijn,304,Marisplein,Combibalspelterrein,Gecombineerd terrein met een rond pannaveld_ een trapveld met twee spijlendoelen en twee halfronde ballenvangers_ een basketbalpaal en twee jongerenbanken.,0,1,1,,2009,104587.4128,423474.5639,51.79763307,4.65638586
46804,Oud Krispijn,304,Marisplein (vm speeltuin),Speelterrein,Grote (voormalige speeltuin) speelplek met diverse toestellen om te schommelen_ te klimmen_ te glijden_ te draaien en te duikelen. Ondergronden bestaan uit gras_ kunstgras en zand.,1,1,1,,2012,104550.2321,423497.8036,51.79783859,4.65584352
48081,Oud Krispijn,303,Mauveplein,Speelterrein,Grote speelplek_ in 2008 aangelegd_ met voor kinderen van alle leeftijdsgroepen mooie toestellen.,1,1,1,2008,,104700.7382,423706.3097,51.79972618,4.65799491
72641,Oud Krispijn,301,Sweelinckplein t.h.v. huisnr. 4,Speelterrein,Een speelplek met een klim- en klautertoestel_ evenwichtsbalken en hobbelelementen.,1,1,0,,,104262.9438,424000.3891,51.80232968,4.65160541
76721,Oud Krispijn,303,Jan Vethkade t.h.v. huisnr. 12,Speelterrein,Een speelplek met een veerwip en een duikelrek.,0,1,0,,,104504.968,423843.21,51.80093894,4.655137
77041,Oud Krispijn,301,Viottakade bij huisnr. 90,Speelterrein,Een speelplek met twee hobbelelementen.,1,1,0,,,104552.4618,424075.1069,51.80302747,4.6557917
77920,Oud Krispijn,302,Vlietweg t.o. huisnr. 17,Trapveld,Een trapveld met 2 doelen.,0,1,1,,,104670.7569,424637.4121,51.80809203,4.65742488
77923,Oud Krispijn,302,Vlietweg t.o. huisnr. 17,Speelterrein,Een speelplek met een groot combinatietoestel met glijbaan_ een dubbele schommel en een duikelrek.,1,1,0,,2010,104636.0576,424642.5781,51.80813533,4.65692102
81681,Oud Krispijn,304,Weissenbruchstraat,Speelterrein,Een nieuwe speelplek_ aangelegd in 2008. Op de plek staan een hobbeltoestel voor drie kinderen_ een glijbaancombinatie en een duikelrek.,1,1,0,2008,,104843.3741,423454.4104,51.79747499,4.66009911
85607,Oud Krispijn,300,Zuidendijk 3,Basketbalterrein,Een basketbalveld met 2 basketbalpalen_ 2 ballenvangers.,0,0,1,,,104600.2389,423306.9692,51.79612792,4.65659618
01761,Wielwijk,704,Van Almondestraat,Speelterrein,Een speelplek met een dubbele schommel_ een wip_ een veerelement_ zes huppelplaten_ een evenwichtsbalk en hinkeltegels.,1,1,0,,2007,104174.0935,423033.806,51.79363416,4.65045925
04323,Wielwijk,704,Banckertstraat 2,Speelterrein,Een speelplek met een klein ruimtenet_ een zeshoekige rekstok_ een draaitoestel_ een evenwichtsbalk en hinkeltegels. Er naast ligt een soort tribune.,1,1,0,,2007,104241.779,423022.1965,51.79353597,4.65144201
10401,Wielwijk,704,Jan van Brakelstraat,Speelterrein,Een speelplek met een pannaveld_ dubbele schommel_ twee duikelrekjes en een veerelement. Ook is er een kleine verblijfsplek.,0,1,1,,2009,104400.4501,423064.3916,51.79392961,4.65373567
11842,Wielwijk,704,Callenburghstraat,Speelterrein,Een speelplek met een klim-/glijcombinatie en een  veerelement.,1,1,0,,2011,104116.1214,422931.5086,51.79270945,4.64963402
20161,Wielwijk,702,Cornelis Evertsenstraat,Speelterrein,Tuin der Herinneringen,0,1,0,2011,,104142.0243,422706.238,51.79068713,4.65004254
21604,Wielwijk,702,van Gendtstraat,Combibalspelterrein,Een combibalspelterrein waar zowel gevoetbald als gebasketbald kan worden.,0,1,1,,,104151.538,422826.9511,51.79177294,4.6501627
35121,Wielwijk,703,van der Kloosterstraat bij huisnr 92,Speelterrein,Speelplek met diverse veerelementen en een groot combitoestel.,1,1,0,,2005,104678.6089,422737.1871,51.7910139,4.65781498
37203,Wielwijk,702,Kortenaerstraat,Speelterrein,Een speelplek met een combinatietoestel_ een wip en een schommel.,1,1,0,,2008,104285.0944,422614.7825,51.78987816,4.6521295
64321,Wielwijk,701,De Rijpstraat naast nr. 2,Speelterrein,Een speelplek met klim/klautertoestel op kunstgras en een veerelement.,1,1,0,,,104608.4684,422469.6279,51.78860281,4.65683733
72562,Wielwijk,702,Swartenhondtstraat,Speelterrein,Een speelplek met een dubbele schommel op kunstgras en twee veerelementen.,1,1,0,,,104305.204,422403.2697,51.78797895,4.65245192
72804,Wielwijk,704,Isaac Sweersstraat,Speelterrein,Een speelplek met een schommel_ een zeshoekig klimtoestel en twee hobbelelementen. Rond de speelplek staat een hek.,1,1,0,,,104433.2295,422909.7316,51.79254253,4.65423338
74642,Wielwijk,703,Mees Toxopeusstraat,Speelterrein,Een speelplek met twee hobbelelementen_ een schommel op kunstgras en een duikelrek.,1,1,0,,,104684.5311,422983.7568,51.79323056,4.65786498
82681,Wielwijk,701,Wielwijkpark 1,Speelterrein,Een speelplek met een groot speelkasteel en een dubbel grote schommel.,1,1,1,,,104458.5159,422261.1074,51.78671512,4.65469454
82682,Wielwijk,701,Wielwijkpark 3,Combibalspelterrein,Een combibalspelterrein met een schuilhut en een gecombineerde voetbal-/basketbalkooi.,0,1,1,,,104608.9031,422196.2276,51.78614558,4.65688341
82684,Wielwijk,701,Wielwijkpark 2,Trapveld,Een trapveld met 2 doelen.,0,1,1,,,104706.4519,422146.2558,51.78570523,4.65830433
82685,Wielwijk,701,Wielwijkpark 4,Speelterrein,Een speelplek met een dubbel draadcircus en twee hobbelelementen op een grindzandvloer.,0,1,1,,,104784.9982,422143.3271,51.78568598,4.65944303
83281,Wielwijk,701,Witte de Withstraat,Speelterrein,Een speelplek met een evenwichtsbalk.,0,1,0,,,104568.8138,422315.5379,51.7872143,4.65628506
84241,Wielwijk,701,van der Zaanstraat,Speelterrein,Een speelplek met twee duikelrekken_ een glijbaantje en een hobbelelement.,0,1,0,,,104487.043,422549.0514,51.78930568,4.65506596
84721,Wielwijk,705,Zeehavenlaan Cruijff Court,Trapveld,Cruijff Court,0,1,1,2012,,104315.7827,423279.4734,51.79585505,4.65247698
64561,Zuidhoven,802,Salvia 2,Trapveld,Een trapveld met 2 spijlendoelen.,0,1,1,,,105666.6431,423101.2051,51.79437379,4.67208323
64563,Zuidhoven,802,Salvia 1,Speelterrein,Een speelplek met een dubbele schommel_ een combitoestel inclusief glijbaantje en een hobbelelement op kunstgras.,1,1,0,,,105695.7098,423085.3405,51.79423377,4.6725068
