FID,wpeil_verf,se_anno_cad_data,gdb_geomattr_data,shape
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.370,0.39,,,"LINESTRING (106795.43800000101 458293.52600000054, 106836.32999999821 458285.7010000013, 106897.75899999961 458272.3299999982, 106960.1099999994 458257.14499999955, 107023.52199999988 458239.868999999, 107088.01799999923 458220.43400000036, 107153.51199999824 458198.97100000083, 107219.84699999914 458175.7529999986, 107275.14299999923 458155.06500000134)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.371,0.05,,,"LINESTRING (98538.06599999964 459923.85599999875, 98932.14999999851 459809.3830000013, 99018.45399999991 459785.2039999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.372,0.28,,,"LINESTRING (99284.08199999854 459717.34699999914, 99321.33700000122 459708.6950000003, 99380.79500000179 459696.71499999985, 99438.39600000158 459686.58900000155, 99494.12200000137 459678.45899999887, 99506.15100000054 459677.1099999994)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.373,0.41,,,"LINESTRING (99275.64900000021 459719.3049999997, 99284.08199999854 459717.34699999914)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.374,0.29,,,"LINESTRING (99018.45399999991 459785.2039999999, 99066.8909999989 459771.6339999996, 99197.15900000185 459737.53400000185, 99275.64900000021 459719.3049999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.375,0.03,,,"LINESTRING (97593.11600000039 460248.2679999992, 97661.00499999896 460218.6409999989, 97738.68699999899 460186.3139999993, 97814.46700000018 460156.28599999845, 97888.73600000143 460128.26300000027, 97961.78299999982 460101.98699999973, 98033.8049999997 460077.2250000015, 98059.59299999848 460068.8759999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.376,0.11,,,"LINESTRING (98059.59299999848 460068.8759999983, 98175.30099999905 460031.4120000005, 98382.90799999982 459968.9270000011, 98538.06599999964 459923.85599999875)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.377,1.76,,,"LINESTRING (99506.15100000054 459677.1099999994, 99548.02600000054 459672.4149999991, 99600.24599999934 459668.47300000116, 99651.0159999989 459666.5450000018, 99700.67399999872 459666.4299999997, 99749.63699999824 459667.81700000167, 99798.35700000077 459670.3139999993, 100005.13599999994 459684.47300000116)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.378,-0.06,,,"LINESTRING (100498.46999999881 459759.1559999995, 100510.32499999925 459761.5159999989, 100542.92300000042 459766.6030000001, 100747.77100000158 459792.65199999884, 100908.10799999908 459815.76999999955, 100993.47399999946 459829.26900000125)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.379,0.52,,,"LINESTRING (103345.27800000086 459162.37000000104, 103479.48900000006 458957.4690000005, 103529.83799999952 458883.6009999998)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.380,0.31,,,"LINESTRING (103252.62999999896 459299.686999999, 103304.2490000017 459225.0089999996, 103345.27800000086 459162.37000000104)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.381,10.13,,,"LINESTRING (105306.93400000036 458302.49500000104, 105339.79800000042 458307.17500000075, 105473.62999999896 458324.21400000155, 105598.13300000131 458336.83100000024, 105711.35399999842 458345.94000000134)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.382,9.92,,,"LINESTRING (105711.35399999842 458345.94000000134, 105804.21799999848 458353.41099999845)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.383,0.08,,,"LINESTRING (102917.3359999992 459667.6259999983, 102925.26000000164 459661.69000000134, 102961.58399999887 459632.4360000007, 102996.33900000155 459602.29199999943, 103030.08100000024 459570.7329999991, 103063.3200000003 459537.22300000116, 103096.47800000012 459501.2719999999, 103129.88300000131 459462.4990000017, 103163.74399999902 459420.6719999984, 103198.16299999878 459375.7509999983, 103233.13100000098 459327.8969999999, 103252.62999999896 459299.686999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.384,-0.16,,,"LINESTRING (96703.17799999937 460703.7740000002, 97011.57499999925 460537.5549999997, 97144.1400000006 460468.0940000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.385,0.01,,,"LINESTRING (97144.1400000006 460468.0940000005, 97223.40399999917 460426.5610000007, 97319.84699999914 460377.6490000002, 97411.06100000069 460332.73999999836, 97497.83700000122 460291.5029999986, 97580.92199999839 460253.58900000155, 97593.11600000039 460248.2679999992)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.386,1.74,,,"LINESTRING (100005.13599999994 459684.47300000116, 100097.87799999863 459690.82400000095, 100193.94900000095 459699.3370000012, 100238.50899999961 459704.8260000013, 100280.12099999934 459711.26000000164, 100318.64699999988 459718.51999999955, 100354.25200000033 459726.33199999854, 100449.0549999997 459749.31700000167, 100498.46999999881 459759.1559999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.387,10.38,,,"LINESTRING (105804.21799999848 458353.41099999845, 105816.10000000149 458354.3669999987, 105882.36199999973 458361.3759999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.388,10.45,,,"LINESTRING (105919.74799999967 458365.3299999982, 106015.82299999893 458375.4910000004, 106067.58199999854 458380.08300000057, 106120.97500000149 458383.125, 106176.16099999845 458383.98800000176, 106233.11100000143 458382.26399999857, 106291.61800000072 458377.85599999875, 106302.50600000098 458376.6070000008)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.389,-1.82,,,"LINESTRING (96264.75600000098 460944.0949999988, 96304.69099999964 460920.438000001, 96478.92399999872 460824.6409999989, 96564.82899999991 460778.33999999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.390,-1.9,,,"LINESTRING (96581.95300000161 460769.11100000143, 96703.17799999937 460703.7740000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.391,-0.03,,,"LINESTRING (102477.2899999991 459899.97199999914, 102526.14900000021 459883.5469999984, 102588.17199999839 459859.13599999994, 102646.91800000146 459832.7589999996, 102702.09699999914 459805.06500000134, 102753.56599999964 459776.6400000006, 102801.35099999979 459747.93200000003, 102845.64600000158 459719.2019999996, 102886.79399999976 459690.50400000066, 102917.3359999992 459667.6259999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.392,-1.24,,,"LINESTRING (100993.47399999946 459829.26900000125, 101392.17500000075 459892.31799999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.393,-1.11,,,"LINESTRING (101401.11100000143 459893.73099999875, 101487.33700000122 459907.3660000004)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.395,-0.28,,,"LINESTRING (101767.28500000015 459946.8029999994, 101767.36800000072 459946.813000001, 101833.96499999985 459953.6279999986, 101901.95600000024 459959.0689999983, 101971.19900000095 459962.7259999998, 101983.88199999928 459962.9840000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.396,-0.22,,,"LINESTRING (101759.6649999991 459945.88699999824, 101767.28500000015 459946.8029999994)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.397,-0.08,,,"LINESTRING (95451.75400000066 461523.7270000018, 95540.69200000167 461451.3759999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.398,-0.24,,,"LINESTRING (95540.69200000167 461451.3759999983, 95735.41800000146 461292.96599999815, 95845.77299999818 461216.3770000003)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.399,-0.08,,,"LINESTRING (101983.88199999928 459962.9840000011, 102041.45300000161 459964.15199999884, 102112.38899999857 459962.8900000006, 102183.60399999842 459958.5159999989, 102254.62999999896 459950.6889999993, 102324.95100000128 459939.2039999999, 102394.0159999989 459924.03599999845, 102461.2650000006 459905.3590000011, 102477.2899999991 459899.97199999914)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.400,-1.3,,,"LINESTRING (95063.88800000027 461839.2580000013, 95213.56500000134 461717.49500000104)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.401,-1.23,,,"LINESTRING (95229.97199999914 461704.1479999982, 95451.75400000066 461523.7270000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.402,-0.38,,,"LINESTRING (95845.77299999818 461216.3770000003, 96082.72100000083 461051.9299999997, 96264.75600000098 460944.0949999988)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.403,-3.12,,,"LINESTRING (108434.4290000014 491116.34099999815, 108437.55999999866 491104.62000000104, 108471.82600000128 490962.8379999995, 108483.00899999961 490911.45800000057)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.404,-0.7,,,"LINESTRING (108483.00899999961 490911.45800000057, 108488.3759999983 490886.7989999987, 108504.29199999943 490807.05999999866, 108519.41299999878 490723.4690000005, 108533.63399999961 490635.84699999914, 108546.93200000003 490543.87900000066, 108559.40799999982 490446.9279999994, 108562.60000000149 490418.04300000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.405,-0.28,,,"LINESTRING (108562.60000000149 490418.04300000146, 108583.17000000179 490231.9279999994, 108613.47399999946 489920.6479999982)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.406,-0.52,,,"LINESTRING (108613.47399999946 489920.6479999982, 108631.3759999983 489736.76000000164, 108660.40500000119 489422.8570000008)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.407,-0.77,,,"LINESTRING (108704.5940000005 488924.813000001, 108714.80600000173 488809.39400000125)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.408,-0.59,,,"LINESTRING (108714.80600000173 488809.39400000125, 108717.23900000006 488781.8990000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.409,-3.59,,,"LINESTRING (108660.40500000119 489422.8570000008, 108663.31399999931 489391.39400000125, 108704.5940000005 488924.813000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.410,-1.02,,,"LINESTRING (106230.46499999985 488525.1259999983, 106067.08199999854 488508.4930000007)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.411,-0.24,,,"LINESTRING (106727.89400000125 488575.7650000006, 106230.46499999985 488525.1259999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.412,-0.53,,,"LINESTRING (106886.35599999875 488591.8969999999, 106727.89400000125 488575.7650000006)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.413,-1.99,,,"LINESTRING (107722.7659999989 488677.0450000018, 107433.82899999991 488647.62999999896)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.414,-0.29,,,"LINESTRING (108220.01000000164 488729.3269999996, 107796.67799999937 488684.5689999983, 107722.7659999989 488677.0450000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.415,-0.59,,,"LINESTRING (108717.23900000006 488781.8990000002, 108220.01000000164 488729.3269999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.416,-0.04,,,"LINESTRING (108190.05000000075 487350.6479999982, 108215.12299999967 487342.2879999988, 108242.55200000107 487336.61199999973, 108272.33799999952 487333.62000000104, 108304.48000000045 487333.30999999866, 108338.98000000045 487335.68499999866, 108375.83700000122 487340.7430000007, 108415.05000000075 487348.4849999994, 108456.62000000104 487358.91000000015, 108500.54699999839 487372.01900000125, 108546.83100000024 487387.8110000007, 108595.47199999914 487406.2870000005, 108646.4690000005 487427.4459999986, 108671.01000000164 487438.4129999988)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.417,0.6,,,"LINESTRING (108671.01000000164 487438.4129999988, 108699.82299999893 487451.2890000008, 108755.53500000015 487477.81599999964, 108813.60300000012 487507.02600000054)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.418,-0.59,,,"LINESTRING (108717.23900000006 488781.8990000002, 108741.26099999994 488523.6180000007)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.419,-3.97,,,"LINESTRING (108744.05299999937 488491.7520000003, 108771.69799999893 488159.2179999985, 108795.36100000143 487825.1959999986, 108797.77400000021 487785.5370000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.420,0.6,,,"LINESTRING (108797.77400000021 487785.5370000005, 108805.16000000015 487664.12999999896, 108813.60300000012 487507.02600000054)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.421,-0.59,,,"LINESTRING (108717.23900000006 488781.8990000002, 109213.35300000012 488844.11199999973)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.422,-0.53,,,"LINESTRING (109213.35300000012 488844.11199999973, 109297.98900000006 488854.7259999998, 109602.65100000054 488890.8900000006, 109709.81399999931 488902.9829999991)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.423,0.19,,,"LINESTRING (110706.5399999991 488936.7479999997, 110782.23800000176 488928.2870000005, 110901.43299999833 488912.84600000083, 111068.3049999997 488888.8220000006, 111167.59699999914 488872.5729999989, 111201.41699999943 488866.1000000015)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.424,-0.23,,,"LINESTRING (113165.00699999928 488625.0859999992, 113405.90799999982 488625.6700000018, 113664.98299999908 488629.1490000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.425,-0.27,,,"LINESTRING (112737.29300000146 488627.2100000009, 113106.80600000173 488624.9439999983, 113165.00699999928 488625.0859999992)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.426,0.53,,,"LINESTRING (110207.45800000057 488951.4519999996, 110252.68899999931 488954.0529999994, 110326.4990000017 488956.47199999914, 110397.23200000077 488956.8920000009, 110465.4140000008 488955.44000000134, 110531.5009999983 488952.313000001, 110595.91800000146 488947.76000000164, 110659.02899999917 488942.05900000036, 110706.5399999991 488936.7479999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.427,-0.28,,,"LINESTRING (115164.77499999851 488654.08900000155, 115408.57699999958 488658.2049999982)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.428,-0.02,,,"LINESTRING (113664.98299999908 488629.1490000002, 113774.8900000006 488630.625, 114164.91800000146 488637.20899999887)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.429,-0.04,,,"LINESTRING (114164.91800000146 488637.20899999887, 114606.83399999887 488644.6700000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.430,0.2,,,"LINESTRING (114606.83399999887 488644.6700000018, 114664.84699999914 488645.6490000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.431,-0.24,,,"LINESTRING (117163.8049999997 488652.74500000104, 117341.9299999997 488638.62900000066, 117991.78200000152 488559.12900000066)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.432,0.1,,,"LINESTRING (114664.84699999914 488645.6490000002, 115164.77499999851 488654.08900000155)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.433,-0.71,,,"LINESTRING (111201.41699999943 488866.1000000015, 111255.3740000017 488855.7740000002, 111290.71299999952 488847.5229999982)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.434,-0.33,,,"LINESTRING (110206.66899999976 488951.4070000015, 110207.45800000057 488951.4519999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.435,-0.15,,,"LINESTRING (109709.81399999931 488902.9829999991, 109780.18699999899 488910.92500000075, 110003.54100000113 488934.7320000008, 110092.69399999827 488943.1259999983, 110175.11199999973 488949.5929999985, 110206.66899999976 488951.4070000015)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.436,0.21,,,"LINESTRING (116657.53700000048 488676.9930000007, 116664.5859999992 488677.0020000003)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.437,-0.01,,,"LINESTRING (116664.5859999992 488677.0020000003, 116712.53200000152 488677.063000001, 116953.01399999857 488669.44999999925, 117163.8049999997 488652.74500000104)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.438,-0.22,,,"LINESTRING (110309.66200000048 486181.7960000001, 110566.59800000116 485935.27600000054, 110669.2109999992 485834.3530000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.439,-0.38,,,"LINESTRING (109583.71799999848 486869.4270000011, 109619.45899999887 486837.70800000057, 109720.13300000131 486746.1499999985, 109811.81599999964 486660.8909999989, 109896.30099999905 486580.83300000057, 109949.89600000158 486529.0240000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.440,-0.74,,,"LINESTRING (109949.89600000158 486529.0240000002, 110233.99100000039 486254.3999999985, 110309.66200000048 486181.7960000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.441,-1.13,,,"LINESTRING (109203.99199999869 487194.6550000012, 109316.32699999958 487101.28500000015, 109383.81500000134 487044.04199999943, 109507.98299999908 486936.6400000006, 109583.71799999848 486869.4270000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.442,0.62,,,"LINESTRING (110669.2109999992 485834.3530000001, 110733.10200000182 485771.51399999857, 110953.53500000015 485548.4120000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.443,0.6,,,"LINESTRING (108813.60300000012 487507.02600000054, 108911.38399999961 487430.61100000143, 109088.50899999961 487289.3060000017, 109169.03799999878 487223.70899999887, 109203.99199999869 487194.6550000012)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.444,0.74,,,"LINESTRING (110312.77899999917 452982.5320000015, 110416.32499999925 453102.1939999983, 110702.37900000066 453459.1790000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.445,0.95,,,"LINESTRING (104565.75400000066 448416.21599999815, 105031.11499999836 448599.0799999982)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.446,10.1,,,"LINESTRING (105584.57299999893 448821.3040000014, 105603.03000000119 448828.7969999984, 105813.24100000039 448917.3520000018, 105955.64400000125 448979.9840000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.447,0.37,,,"LINESTRING (105955.64400000125 448979.9840000011, 105998.99100000039 448999.0480000004, 106167.29100000113 449076.94900000095, 106317.6959999986 449150.79100000113, 106405.9299999997 449197.0769999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.448,5.15,,,"LINESTRING (105031.11499999836 448599.0799999982, 105039.94700000063 448602.55000000075, 105306.45199999958 448708.3909999989, 105407.76000000164 448749.51999999955)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.449,-0.56,,,"LINESTRING (106405.9299999997 449197.0769999996, 106448.66200000048 449219.4919999987, 106559.98299999908 449282.0150000006, 106653.65900000185 449337.7490000017, 106805.34099999815 449430.3139999993, 106837.8590000011 449449.1860000007)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.450,-1,,,"LINESTRING (106837.8590000011 449449.1860000007, 107057.2190000005 449576.48999999836, 107139.44200000167 449627.5929999985, 107225.83900000155 449684.6730000004, 107263.5549999997 449710.63800000027)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.451,-1.16,,,"LINESTRING (107263.5549999997 449710.63800000027, 107270.03599999845 449715.1000000015, 107359.28599999845 449778.62999999896, 107537.68699999899 449911.08900000155, 107665.32200000063 450008.2039999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.452,-0.33,,,"LINESTRING (107665.32200000063 450008.2039999999, 107899.31100000069 450186.2430000007, 107990.01099999994 450256.58199999854, 108061.32499999925 450313.4310000017)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.453,-0.49,,,"LINESTRING (108205.43800000101 450434.96499999985, 108205.48000000045 450435.0020000003, 108246.08100000024 450472.06500000134, 108285.88500000164 450509.97300000116, 108324.95300000161 450548.8599999994, 108363.34499999881 450588.80799999833, 108401.11300000176 450629.83900000155, 108424.16200000048 450656.40199999884)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.454,-0.31,,,"LINESTRING (108061.32499999925 450313.4310000017, 108078.57699999958 450327.18400000036, 108164.03700000048 450398.6169999987, 108205.43800000101 450434.96499999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.455,-0.95,,,"LINESTRING (108424.16200000048 450656.40199999884, 108474.91299999878 450714.8929999992, 108546.47199999914 450802.9690000005, 108649.56599999964 450937.34099999815, 108732.50600000098 451049.7740000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.456,-0.63,,,"LINESTRING (109026.22700000182 451454.4059999995, 109068.79100000113 451513.0949999988, 109242.63899999857 451750.0219999999, 109323.0390000008 451856.7659999989)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.457,-0.64,,,"LINESTRING (108732.50600000098 451049.7740000002, 108747.93200000003 451070.68499999866, 109026.22700000182 451454.4059999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.458,-1.56,,,"LINESTRING (109323.0390000008 451856.7659999989, 109351.93200000003 451895.1259999983, 109426.69799999893 451990.5399999991, 109464.69299999997 452037.4140000008, 109541.90900000185 452129.19900000095, 109641.39799999818 452242.08999999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.459,-0.23,,,"LINESTRING (109641.39799999818 452242.08999999985, 109740.0309999995 452354.01000000164, 109910.05799999833 452554.1220000014, 109958.25899999961 452609.97399999946, 109967.90199999884 452620.7410000004)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.460,-0.41,,,"LINESTRING (109967.90199999884 452620.7410000004, 110009.96499999985 452667.70699999854, 110065.12000000104 452726.2719999999, 110188.58700000122 452848.97300000116, 110273.43499999866 452937.0639999993, 110312.77899999917 452982.5320000015)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.461,0.56,,,"LINESTRING (108247.31199999899 476124.1550000012, 108274.03700000048 476153.09899999946, 108512.27899999917 476412.9120000005, 108585.00800000131 476492.8830000013)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.462,-0.02,,,"LINESTRING (110492.95399999991 479342.6339999996, 110504.68899999931 479441.993999999, 110508.58900000155 479790.8379999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.463,0.5,,,"LINESTRING (108585.00800000131 476492.8830000013, 108672.64400000125 476589.24599999934, 108919.9059999995 476864.15300000086)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.464,0.26,,,"LINESTRING (108919.9059999995 476864.15300000086, 109015.22100000083 476970.125, 109181.66699999943 477152.1889999993, 109257.81599999964 477232.65900000185)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.465,0.4,,,"LINESTRING (109257.81599999964 477232.65900000185, 109314.99399999902 477293.08199999854, 109387.73800000176 477367.5460000001, 109522.39900000021 477502.82499999925, 109561.98999999836 477543.9600000009, 109596.48999999836 477581.66000000015, 109605.42700000107 477591.96499999985)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.466,0.15,,,"LINESTRING (109605.42700000107 477591.96499999985, 109627.91099999845 477617.8920000009, 109736.37000000104 477748.13899999857, 109869.56599999964 477900.50400000066, 109930.37700000033 477971.938000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.467,-0.02,,,"LINESTRING (109930.37700000033 477971.938000001, 109936.63899999857 477979.2950000018, 109984.45800000057 478038.50400000066, 110009.18800000101 478070.5080000013, 110059.92399999872 478140.1629999988, 110085.70399999991 478178.2509999983, 110111.56500000134 478218.87000000104, 110137.33999999985 478262.3370000012, 110162.86300000176 478309.006000001, 110188.0009999983 478359.2470000014, 110201.91600000113 478389.7879999988)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.468,0.53,,,"LINESTRING (110201.91600000113 478389.7879999988, 110212.68800000101 478413.4299999997, 110236.98299999908 478471.88599999994, 110261.13500000164 478534.8680000007, 110285.65399999917 478602.5300000012, 110376.98699999973 478857.98800000176)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.469,1.12,,,"LINESTRING (110376.98699999973 478857.98800000176, 110404.66200000048 478935.3960000016, 110441.67500000075 479054.26099999994, 110477.62799999863 479212.8660000004, 110492.95399999991 479342.6339999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.470,0.65,,,"LINESTRING (107908.11899999902 475756.8020000011, 108247.31199999899 476124.1550000012)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.471,-0.02,,,"LINESTRING (110400.38399999961 480278.80999999866, 110379.77699999884 480394.8759999983, 110358.66000000015 480585.80900000036, 110351.54500000179 480736.8139999993, 110351.70100000128 480775.6629999988)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.472,0.1,,,"LINESTRING (110596.26799999923 484266.7509999983, 110615.13599999994 484399.0729999989, 110647.79300000146 484570.14400000125, 110693.86499999836 484756.7190000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.473,0.09,,,"LINESTRING (110554.68200000003 483768.54300000146, 110574.68400000036 484047.9149999991, 110583.38699999824 484148.3530000001, 110595.69999999925 484262.76999999955, 110596.26799999923 484266.7509999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.474,0.09,,,"LINESTRING (110518.97500000149 483269.8200000003, 110554.68200000003 483768.54300000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.475,-0.39,,,"LINESTRING (110483.26799999923 482771.09600000083, 110518.97500000149 483269.8200000003)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.476,-0.01,,,"LINESTRING (110447.56199999899 482272.3729999997, 110483.26799999923 482771.09600000083)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.477,4.6,,,"LINESTRING (110411.85500000045 481773.6490000002, 110447.56199999899 482272.3729999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.478,5.17,,,"LINESTRING (110376.14799999818 481274.92599999905, 110411.85500000045 481773.6490000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.479,0.09,,,"LINESTRING (110693.86499999836 484756.7190000005, 110703.60200000182 484796.1479999982, 110797.92100000009 485107.47399999946, 110842.54500000179 485233.91699999943)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.480,1.96,,,"LINESTRING (110351.70100000128 480775.6629999988, 110352.05099999905 480862.7820000015, 110356.30200000107 480972.98999999836, 110368.32899999991 481165.70800000057, 110376.14799999818 481274.92599999905)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.481,-0.03,,,"LINESTRING (110508.58900000155 479790.8379999995, 110424.82499999925 480141.1469999999, 110400.38399999961 480278.80999999866)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.482,0,,,"LINESTRING (110842.54500000179 485233.91699999943, 110953.53500000015 485548.4120000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.483,-0.45,,,"LINESTRING (112104.75699999928 484587.00499999896, 112144.70100000128 484551.61400000006, 112245.10399999842 484459.0159999989, 112328.4690000005 484378.4210000001, 112464.94999999925 484240.21400000155)"
