Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Haperen Koewacht BV van;1;;;;;;;;;1
Hap-Inn;;;;;;;1;;;1
Happy Garden;;;;1;;;;;;1
HAPPY GRILL;;;;1;;;;;;1
Happy Meat B.V.;;;;1;;;;;;1
Happy Meat BV;;;;;;;1;;;1
Happy Rent;1;;;;;;;;;1
Haptonomie hoofddorp;;;1;;;;;;;1
Haptotherapie Bert Adolfsen;;;;;1;;;;;1
Harmonia BV / Stadscafé Blij;;;;1;;;;;;1
HARMONIE CAFÉ-REST. DE;;;;1;;;;;;1
Harmonie Terborgh;;;;1;;;;;;1
Hartelijk Gefaciliteerd;;;;;;2;;;;2
Harvey Nash B.V.;;;;;;1;;;;1
HAS KENNIS TRANSFER;;;;;;1;;;;1
Havana Den Haag;;;;1;;;;;;1
Havenbedrijf Rotterdam N.V.;;;;1;;;;;;1
Havendag Werkendam;;;;1;;;;;;1
HA-ZUS;;;;1;;;;;;1
HCB;;;;;;1;;;;1
Health Factor Business;;;1;;1;;;;;2
HEC B.V.;;;;;;3;;;;3
Heeren Van Aemstel;;;;1;;;;;;1
Heidecafé de Strabrechtse Heide;;;;1;;;;;;1
Heidi Nieboer Praktijk voor verlies;;;1;;;;;;;1
Heijnen B.V.;;;;;;1;;;;1
Heineken International BV;;;;1;;;;;;1
Heleen de Winter;;;1;;;;;;;1
Helmondse Schietsport Vereniging 'De Helm';;;;;;;1;;;1
Hema Bakkerijen B.V.;;;;1;;;;;;1
HendriXen Grandcafé & Stadsbrouweri;;;;1;;;;;;1
Henk Weltevreden;;;;;;1;;;;1
Herberg “Onze Woudstee”;;;;1;;;;;;1
Herberg de Pot;;;;1;;;;;;1
HERBERG DE WITTE GANS;;;;1;;;;;;1
Herberg het Oude Loo;;;;1;;;;;;1
Herberg 'In den Bockenreyder';;;;1;;;;;;1
Herberg 't Pannehuske;;;;;;;1;;;1
Herbergh Bijsmans;;;;1;;;;;;1
Het Apeldoorns Koffiehuys;;;;1;;;;;;1
Het Coach Bureau (Helderheid, eenvo;;;;;;1;;;;1
Het Criminologisch Netwerk Ned.;;;;;;1;;;;1
Het Dorstige Hert;;;;1;;;;;;1
Het Eerste Huis;;;;;;1;;;;1
Het Expeditiehuis B.V.;;;;1;;;;;;1
Het Galgenwiel B.V.;;;;1;;;;;;1
Het Gesprek;;;;1;;;;;;1
Het Grunopark;;;;1;;;;;;1
Het Heden;;;;1;;;;;;1
Het Huys van Frederik Hendrik B.V.;;;;1;;;;;;1
Het Kabinet, Eten en Drinken;;;;1;;;1;;;1
Het Kookplein;;;;1;;1;;;;1
Het Medaillehuis Suurd;;;;;;;1;;;1
Het MiddelPunt essentiecoaching;;;1;;;;;;;1
Het Moment;;;;1;;;;;;1
het Ngi: voorh. Ned. Genootsch. Informatica;;;;;;1;;;;1
Het Nieuws van Apeldoorn;;;;2;;;;;;2
Het Pakhuis;;;;1;;;;;;1
Het Pleidooi;;;;1;;;;;;1
Het Ruiterhuys B.V.;;;;;;1;;;;1
Het Schwarzwald B.V.;;;;1;;;;;;1
HET VECHTHUIS;;;;;;1;;;;1
Het Wapen van Emmen;;;;1;;;;;;1
Het Wapen van Rhoon B.V.;;;;1;;;;;;1
Het Wapen van Roosendaal V.O.F.;;;;1;;;;;;1
Het Wapen van Vriezenveen;;;;1;;;;;;1
hetfotomoment.nl;;;;;;1;;;;1
Hettema Verhuurt Praktisch Alles!;;;;1;;;;;;1
HFM/BOVACO BV;;;;1;;;;;;1
Hobeon Groep B.V.;;;;;;1;;;;1
Hoeksema Prakijk voor Psychomotorische Ther.;;;;;1;;;;;1
HOEVE DE GALERIE;;;;1;;;;;;1
Hoezo Proj.manag. & Congresorganisatie B.V.;;;;;;1;;;;1
Hof van Huntjens;;;;1;;;;;;1
Hofje van Pauw: praktijk voor haptonomie;;;1;;2;;;;;2
Hofstad Events B.V.;;;;1;;;;;;1
Hofvlietvilla;;;;1;;;;;;1
Hogenkamp Klompen en Souvenirs B.V.;;;;;;;1;;;1
Hogeschool INHolland;;;;;;1;;;;1
Hogeschool NOVI B.V.;;;;;;4;;;;4
Hogeschool Schoevers;;;;;;1;;;;1
Hogeschool van Amsterdam;;;;;;2;;;;2
Holding Beheermaatschappij Ropeni B.V.;;;;1;;;;;;1
Holding Martinique Venlo B.V.;;;;;;;1;;;1
Holding ROC Midden Ned. Contractactivit. B.V.;;;;;;1;;;;1
Holland Casino;;;;1;;;;;;1
Holland Consulting Group;;;;;;1;;;;1
Holland Evenementen Groep B.V.;;;;1;;;;;;1
Holland Fresh Food B.V.;;;;1;;;;;;1
Holland Tour Guides B.V.;;;;1;;;;;;1
Holle Bolle Gijs;;;;1;;;;;;1
HolstijnCentre;;;;;;1;;;;1
Honk en Softbalvereniging WSB;;;;1;;;;;;1
Hoober B.V. (h.o.d.n. NU Nautilus);;;;1;;;;;;1
Horeca Baarle-Nassau B.V.;1;;;1;;;;;;1
Horeca Combinatie Groningen BV;;;;2;;;1;;;2
Horeca Exploitatie Maatschappij;;;;1;;;;;;1
Horeca Exploitatie Maatschappij Schiphol B.V.;;;;;;1;;;;1
Horeca Exploitatie Maatschappij Zalmhuis B.V.;;;;1;;;;;;1
HORECA EXPLOITATIE WWZ IV BV;;;;1;;;;;;1
Horeca-Exploitatiemij. De Marke Wierden B.V.;;;;1;;;;;;1
Horecapa B.V.;;;;1;;;;;;1
HORTUS BOTANICUS LEIDEN;;;;1;;;;;;1
Hospitality Consultants B.V.;;;;;;1;;;;1
Hotel Contact B.V.;;;;;;1;;;1;1
HOTEL DE GOUDFAZANT;;;;;;1;;;;1
Hotel De Ville B.V.;;;;1;;;;;;1
Hotel Du Congres;;;;;;;;;1;1
Hotel en Grand Café de Pauw;;;;1;;;;;;1
Hotel Leeuwarden Centre B.V.;;;;;;2;;;;2
Hotel New York B.V.;;;;1;;;;;;1
Hotel Noordsee Ameland B.V.;;;;;;1;;;;1
Hotel Silken Berlaymont;;;;;;1;;;1;1
Hotel Tiel;;;;1;;;;;;1
Hotel-Café-Restaurant 'De Prins';;;;1;;;;;;1
Hotel-Restaurant 'Oud London';;;;;;1;;;;1
House of Performance B.V.;;;;;;1;;;;1
House of Sports;;;1;;;1;;;;1
How & Knower B.V.;;;;;;1;;;;1
HRD-group;;;;;;2;;;;2
HSK Interventie B.V.;;;2;;2;;;;;2
HTCE Site;;;;;;;;;1;1
HTM Specials B.V.;;;;1;;;;;;1
Hubert Consult;;;;;;1;;;;1
Hudson Danzig B.V.;;;;2;;;;;;2
Hudsun Bar & Kitchen;;;;1;;;;;;1
Huisartsenpraktijk Passewaaij/Ophem;;;1;;;;;;;1
Huize Molenaar B.V.;;;;;;2;;;;2
Human Mobility B.V.;;;;;1;;;;;1
HUMAN QUALITY MANAGEMENT B.V.;;;;;;4;;;;4
HumanAbility Arbeidsdeskundig Advies B.V.;;;1;;1;;;;;1
Humphrey's Den Haag B.V.;;;;1;;;;;;1
Humphrey's Restaurant;;;;1;;;;;;1
Humphrey's Rotterdam B.V.;;;;1;;;;;;1
Huys Ter Schelde;;;;1;;;;;;1
HVK Horeca Exploitatie BV;;;;;;;1;;;1
HW Communication;;;;;;1;;;;1
Hypnotherapeut Linda de Ruiter;;;;;1;;;;;1
I.B.I. Intercultural Business;;;;;;1;;;;1
i3 groep;;;;;;2;;;;2
IAPP;;;;;;1;;;;1
Ibis Amsterdam City Stopera;;;;;;1;;;;1
IBM Nederland B.V.;;;;;;1;;;;1
IBTC;;;;;;1;;;;1
ICC NEDERLAND;;;;;;1;;;;1
ICC Nederland, Onderdeel van ICC,;;;;;;1;;;;1
ICM Holding B.V.;;;;;;1;;;;1
ICM Opleidingen & Trainingen B.V.;;;;;;1;;;;1
ICSB;;;;1;;;;;;1
ID KONGRES D.O.O.;;;;;;1;;;;1
IDcentre;;;;;;2;;;;2
Idee en Praktijk;;;;;;1;;;;1
Idtechnology B.V.;;2;;;;;;;;2
IDUG AIM Group;;;;;;2;;;;2
IFA Madrid;;;;;;1;;;;1
IFM Ecom;;;;;;1;;;;1
iIIRG;;;;;;1;;;;1
IIR LTD / ICBI LTD;;;;;;1;;;;1
IJspaleis Driehuis;;;;1;;;;;;1
IJsselhuis;;;;1;;;;;;1
IJzeren man;;;;1;;;;;;1
Imag Opleiding & Advies;;;;;;1;;;;1
Imagile;;;;;;1;;;;1
Imaging Fotografie;;;;1;;;;;;1
IMK Intermediair B.V.;;;;;;1;;;;1
Impulsus, Support & Facilities B.V.;;;;;;2;;;;2
In Balans Integratieve Zorg;;;;;1;;;;;1
In de Steigers B.V.;;;;;;;1;;;1
In de Tenne Kan;;;;1;;;;;;1
IN DE VERLEDEN TIJD;;;;1;;;;;;1
In Octavo Encadrements;;;;;;1;;;;1
IN TOUCH WOMEN RESOURCE MANAGEMENT;;;;;;1;;;;1
In2Content B.V.;;;;;;1;;;;1
Incentivo B.V.;;;1;;1;;;;;2
iNCrime communicatie;;;1;;;1;;;;1
Indian Bay Dreams;;;;1;;;;;;1
Indisch Restaurant Garoeda;;;;1;;;;;;1
Indonesisch Restaurant 'Rasa Sayang' Capelle;;;;1;;;;;;1
Industrieel Klimmen BV;;;;;;2;;;;2
Infinancials;;;;2;;;;;;2
InfiniTea! Teabar Rotterdam;;;;1;;;;;;1
Info Support B.V.;;;;;;6;;;;6
Information Security Academy B.V.;;;;;;2;;;;2
ING Bank;;;;1;;;;;2;2
Innerland;;;;;;1;;;;1
Innerlijke familie;;;;;;1;;;;1
INSEAD;;;;;;2;;;;2
InsightsWorld B.V.;;;;1;;1;;;;2
INSPEARIT;;;;;;1;;;;1
Inspirituals;;;;;;1;;;;1
InstantFysio;;;1;;;;;;;1
Institute for Inter. research (IIR);;;;;;1;;;;1
Instituut van Internal Auditors;;;;;;2;;3;;4
Instituut van Internal Auditors Nederland;;;;;;1;;;;1
Instituut voor Bedrijfskundige Opleidingen;;;;;;2;;;;2
Instituut voor Klinische Arbeids;;;;;;1;;;;1
Instituut voor Wijsbegeerte B.V.;;;;;;1;;;;1
Integrc Netherlands B.V.;;;;;;1;;;;1
Intense Psychologie;;;1;;;;;;;1
Inter Taaltrainingen B.V.;;;;;;1;;;;1
Interarbo Consultancy B.V.;;;;;1;;;;;1
International Knowledge & Networkin;;;;;;1;;;;1
Internationale Vereniging voor Neerlandistiek;;;;;;1;;;;1
Internet Verhuurshop B.V.;;;;1;;;;;;1
INTERNETSPIEGEL;;;1;;;1;;;;2
Intersafe Groeneveld B.V.;;;4;;;;;;;4
Invloedrijk;;;;1;;;;;;1
IPMA - NL;;;;;;1;1;;;1
IPMA Certificering B.V.;;;;;;1;;;;1
IPP-management Service;;;;;;1;;;;1
IPS;;;;;;1;;;;1
IQPC;;;;;;1;;;;1
IRODION;;;;1;;;;;;1
ISACA;;;;;;1;;;;1
Istana Indonesisch Restaurant;;;;1;;;;;;1
ITIP School voor Leven en Werk B.V.;;;;;;1;;;;1
IWEMA CONSULTANCY BV.;;;;;1;;;;;1
Izeboud Coaching;;;;;;1;;;;1
J. & K. Catering;;;;1;;;;;;1
J. Breet B.V. partyservice;;;;1;;;;;;1
J. Jacobs Begrafenisonderneming;1;;;;;;;;;1
J. Kos & Zoon B.V.;;;;1;;;;;;1
J.J. Vermeer & Zonen B.V.;;;1;;;;;;;1
Jaarbeurs B.V.;;;;;;2;;;;2
Jachthaven Zuidwesthoek B.V.;;;;1;;;;;;1
Jacquelijn Baerwaldt Interim en Adv;;;;;;1;;;;1
Jacqueline Rijsdijk;;;;1;;;;;;1
Jan Steen Heino B.V.;;;;1;;;;;;1
Jasper Staps;;;;;;;1;;;1
Javaans eetcafe;;;;1;;;;;;1
JAVO Bedrijfshulpverlening;;;1;;;;;;;1
Jazz-Eetcafe Desafinado;;;;1;;;;;;1
JBBS Joasson & Barailler Business B;;;;;;1;;;;1
JCI Friesland Junior Kamer Frieslan;;;;;;1;;;;1
JEROEN CAFÉ;;;;1;;;;;;1
Jeroen Poortvliet Fotografie;1;;;;;;;;;1
JetBrains s.r.o.;;;;;;1;;;;1
Jeu de Boules Vereniging Boul'animo;;;;1;;;;;;1
Jill Murphy's;;;;1;;;;;;1
Jilliciuos Goods;;;;1;;;;;;1
JIN LAI;;;;1;;;;;;1
JMA Kemna BV;;;;;;2;;;;2
JMK Holding BV;;;2;;;;;;;2
JMT International;;;;;;1;;;;1
Job Boersma Producties;;;;;;1;;;;1
Jobbootcamp;;;;;;1;;;;1
Jobmassage B.V.;;;1;;;;;;;1
Johanna Kroon Veranderverhaal;;;;;;1;;;;1
John Keet;;;;;;1;;;;1
Joli V.O.F.;;;;1;;;;;;1
Jonathan Warner B.V.;;;;;;1;;;;1
JoopVos.com;;;;;;1;;;;1
JOOST BAKKERIJ;;;;1;;;;;;1
Jouwbestejaar.nu;;;;;;1;;;;1
JR’s Cuisine;;;;1;;;;;;1
Julia B.V.;;;;1;;;;;;1
Jurg & Wekking;;;;;;2;;;;2
Juridisch Platform;1;;;;;;;;;1
Jurlights B.V.;;;;;;2;;;;2
JuRo Horeca;;;;1;;;;;;1
Kaap Doorn Facilitair Management B.V.;;;;;;1;;;;1
Kaapse Brouwers B.V.;;;;1;;;;;;1
Kaasboerderij Weenink;;;;1;;;;;;1
Kaat Mossel B.V.;;;;;;;1;;;1
Kaizen Institute Netherlands B.V.;;;;;;1;;;;1
Kakama;;;;1;;;;;;1
Kameryck;;;;1;;;;;;1
Kampei BV / Lundi;;;;1;;;;;;1
Kanaya;;;;1;;;;;;1
Kapitein Xpand Trainingen;;;;;;1;;;;1
Karel de Grote Horeca BV;;;;;;;1;;;1
Karel van 't Wout;;;;;;1;;;;1
Karen Sjouke;;;;;2;;;;;2
Karin van Kesteren;;;;;;1;;;;1
Kartbaan Duiven B.V.;;;;1;;;;;;1
Karting Plaza Vastgoed B.V.;;;;1;;;;;;1
Kasteel Engelenburg B.V.;;;;1;;;;;;1
Kèk Media;;;;2;;;;;;2
Kentaura;;;;;1;;;;;1
Kerkvoorde Dienstverlening;;;;1;;;;;;1
KERN Nederland B.V.;;;;;;1;;;;1
Kessels & Smit Something B.V.;;;;;;2;;;;2
Keurslagerij Borger;;;;;;;1;;;1
Keurslagerij Crist Coppens;;;;1;;;;;;1
Keurslagerij van der Geest;;;;;;;1;;;1
KHOTINSKY;;;;1;;;;;;1
Kick Smeets Fotografie;;;;;1;1;;;;1
Kiewiet;;;;1;;;;;;1
KIJK Partyverhuur;;;;1;;;;;;1
Kiki Verbeek;;;;;;1;;;;1
Kim steenbergen;;;;;;1;;;;1
King Arthur B.V.;;;;1;;;;;;1
KIOSK DE UGCHELSE BERG V.O.F.;;;;1;;;;;;1
Kir Royal B.V.;;;;1;;;;;;1
Kitchen Klaas;;;;1;;;;;;1
Klaas Brant Consulting & Education B.V.;;;;;;2;;;;2
KLAASSEN ROEL;;;1;;;;;;;1
Klavertje Next B.V. (h.o. Jochumhof;;;;1;;;;;;1
Klein Java;;;;1;;;;;;1
Klein Zwitserland Partycentrum/Rest;;;;1;;;;;;1
Kletsen & Proeven B.V.;;;;1;;;;;;1
Kloosterhof Neer B.V.;;;;;;1;;;;1
Kluwer Opleidingen;;;;;;1;;;;1
Knol's Koek, Iets Aparts;;;;;;;1;;;1
Knossos Food&Drinks;;;;1;;;;;;1
KNRM BV;;;;;;2;;;;2
KNVI;;;;;;1;;;;1
Koeckebackers;;;;;;1;;;;1
KOEL DE FEESTZAAL BV;;;;1;;;;;;1
Koffieschenkerij/branderij Genuujerrie;;;;1;;;;;;1
Koken-op-maat;;;;1;;;;;;1
Konichiwa BV;;;;1;;;;;;1
Koningshof B.V.;;;;;;3;;;;3
Koninklijk Instituut van Ingenieurs;;;;1;;;;;;1
Koninklijke Burgers' Zoo;;;;1;;;;;;1
Koninklijke van der Most B.V.;;;;;;1;;;;1
KONTAKT DER KONTINENTEN;;;;;;1;;;;1
Kookmeesters B.V.;;;;1;;;;;;1
Kookstation Oostvoorne;;;;;;;1;;;1
Kookstudio Lekker Koken.nu;;;;1;;;;;;1
Kookstudio Mes en Vork;;;;1;;;;;;1
Kop & Nuijten Horeca Exploitatie B.V.;;;;1;;;;;;1
Kordon Opl. Prev. Medewerker;;;;;;2;;;;2
Korte Poten 1-3 B.V.;;;;1;;;;;;1
KOTA RADJA;;;;1;;;;;;1
KPE b.v.;;;;;;1;;;;1
KPMG N.V.;;;;;;2;;;;2
Kr. van Havengebied van Rotterdam en Omgeving;;;;;;1;;;;1
KraBé accountants & adviseurs B.V.;;;;;;1;;;;1
Kreeft Opleidingen;;;;;;1;;;;1
Kreta Restaurant B.V.;;;;1;;;;;;1
KRITON ACCOUNTANTS BV;;;;;;1;;;;1
Kronenburg Promotie & Begeleiding B.V.;;;;;;1;;;;1
KROON BRASSERIE BV;;;;;;;1;;;1
KSG B.V.;;;;;;3;;;;3
KT 517 Consult bv;;;;;;1;;;;1
Kuijpers t.h.o.d.n. Run2Day;;;;1;;1;;;;1
Kunstenlab;;;;1;;;;;;1
KUNSTHAL ROTTERDAM;;;;1;;;;;;1
KVS KANTOORINRICHTINGEN BV;;;1;;;;;;;1
Kwaliteitsstichting Mediators;;;;;;1;;;;1
Kwaliteitszorg in de Automatisering (Kza);;;;;;1;;;;1
Kwibus Funbus B.V.;;;;1;;;;;;1
L' Avenir de Pia Massages & Workshops;;;1;;;;;;;1
La Cocotte;;;;1;;;;;;1
La Cubanita;;;;1;;;;;;1
La Cubanita Rotterdam;;;;1;;;;;;1
La Cucaracha;;;;1;;;;;;1
La Manufacture N.V.;;;;;;;;;1;1
LA MERIDIANA;;;;1;;;;;;1
La Parade BV;;;;1;;;;;;1
La RED netwerk & relatiebeheer;;;;;;1;;;;1
La Señorita;;;;1;;;;;;1
La Toscana BV;;;;1;;;;;;1
Laan M van der;;;;;;;2;;;2
LAB Academy;;;;;;1;;;;1
LACHENDE VIS;;;;1;;;;;;1
Lagerweij & Partner Consultants B.V.;;;;;;3;;;;3
Lagerweij Zwolle B.V.;;;;;;1;;;;1
Lai Wing bv;;;;1;;;;;;1
Land van Kokanje B.V.;;;;1;;;;;;1
LANDAL MIGGELENBERG;;;;1;;;;;;1
Landel. Ver. Supervisie en Coaching (lVSC);;;;;;1;;;;1
Landelijke Vereniging van Vertrouwenspersonen;;;;;;1;;;;1
Landgoed de Horst;;;;;;1;;;1;1
Landgoed De Olmenhorst;1;;;;;;;;;1
Landgoed Duin & Kruidberg;;;;1;;;;;;1
Larijs trainingen;;;;;;1;;;;1
Las Fiestas Del Mundo;;;;1;;;;;;1
Las Rosas;;;;1;;;;;;1
Latvia Tours;;;;1;;;;;;1
Lawn Tennis Club 'De Manege';;;;1;;;;;;1
Le Bistroquet B.V.;;;;1;;;1;;;1
Le Blanc Adviesgroep;;;;;;1;;;;1
Le Bon Apart;;;;1;;;;;;1
Le Connaisseur Den Haag;;;;1;;;;;;1
Le Strasbourg;;;;;;2;;;;2
Lean Consultancy Group B.V.;;;;;;2;;;;2
Lean Six Sigma Groep B.V;;;;;;1;;;;1
LeanDialogue;;;;;;1;;;;1
Learn it B.V.;;;;;;1;;;;1
LearnCare Academy B.V.;;;;;1;;;;;1
Leefstijl Training & Coaching;;;;;1;;;;;1
Leeuwendaal Advies B.V.;;;;;;1;;;;1
Leeuwendaal VOS/ABB;;;;;;1;;;;1
Leeuwenhorst Congres Center B.V.;;;;;;2;;;;2
Leidse Onderwijsinstellingen B.V.;;;;;;2;;;;2
Leienplein 5-9 B.V.;;;;2;;;;;;2
Leijser Fruit;;;;;;;1;;;1
Lekkerbrood;;;;;;;1;;;1
Lentis;;;1;;;;;;;1
Leo Ringelberg Touringcars;;;;1;;;1;;;1
Leonard de Mol van Otterloo;;;;;1;;;;;1
Les Ombrelles;;;;1;;;;;;1
Let's Escape Enschede;;;;1;;;;;;1
Levend Verleden Nu;;;;;;1;;;;1
Lexima B.V.;;;1;;;;;;;1
Lexlumen Opleidingen B.V.;;;;;;1;;;;1
LEXXION VERLAGSGESELLSCHAFT MBH;;;;;;1;;1;;1
L'Hirondelle Horeca B.V.;;;;1;;;;;;1
Libereaux B.V.;;;;;;2;;;;2
Librt B.V.;;;;;;1;;;;1
Licht op de Zaak;;;;;;2;;;;2
LiDRS B.V.;;;;;;1;;;;1
Lief en Leed CBG-Venlo;;;;1;;;;;;1
Liesbeth Wolfkamp;;;;;;1;;;;1
Liftinstituut B.V.;;;;;;2;;;;2
Limmel RK Voetbalclub;;;;1;;;;;;1
Lindbergh Tour & Travel;;;;1;;;;;;1
Lindelaar V.O.F.;;;;1;;;;;;1
Linia B.V.;;;1;;;;;;;1
Little V Den Haag BV;;;;1;;;;;;1
Little V Rotterdam BV;;;;1;;;;;;1
Liuwherne;;;;1;;;1;;;1
Livegigs Music and Events;;;;1;;;;;;1
Livit Orthopedie B.V.;;;1;;;;;;;1
LLC Hotel management Tob;;;;;;;;;1;1
Lloyd's Register Nederland B.V.;;;;;;1;;;;1
Lobbes Speelgoed B.V.;;;;1;;;;;;1
Lobo Groningen B.V.;;;;1;;;;;;1
Locher Ontwikkeling;;;;;;1;;;;1
LocoMix BV;;;;1;;;;;;1
Locum Consult;;;1;;;;;;;1
Loes van Bree Individuele Begeleiding;;;;;;1;;;;1
Logeion;;;;;;1;;;;1
LogoChoc B.V.;;;;1;;;;;;1
Lokaal 58 B.V.;;;;;;2;;;;2
Lokaal Victoria VOF;;;;1;;;;;;1
Long Sing;;;;1;;;;;;1
Loof Thuisdiners en Koken op locati;;;;1;;;;;;1
Looyint B.V.;;;;;;2;;;;2
Lopharm B.V.;;;;1;;;;;;1
Lotus Studiekring 073 Oploo;;;;;;1;;;;1
LOTUSKRING ARNHEM;;;1;;;;;;;1
Louis Mulder;;;;;;1;;;;1
Lounge Bar Club XL;;;;1;;;;;;1
Lourens-van Vliet h.o.d.n. Bakkerij Bart;;;;1;;;;;;1
LOYALIS MAATWERKADMINISTRATIES BV;;;;1;;;;;;1
LP Markthal Rotterdam B.V.;;;;1;;;;;;1
LSE The London School of;;;;;;2;;;1;2
Luden Utrecht;;;;1;;;;;;1
Luif Aete en Drinke;;;;1;;;;;;1
Luitenant Kolonel Tonnetkazerne;;;;1;;;;;;1
Lukkien Autobekleding;;;;;1;;;;;1
Lumina Learning Nederland B.V.;;;;;;1;;;;1
Lumos Advies B.V.;;;1;;;;;;;1
Lunch-café-zaal De Pastoor;;;;1;;;;;;1
Lunchgalerie de Rijker;;;;1;;;;;;1
Lunchroom Harrels;;;;1;;;;;;1
Lung Fung;;;;1;;;;;;1
Lunick Horeca Verhuur;;;;1;;;;;;1
Luttikhuis Music;;;;2;;;;;;2
Luxor Leiden;;;;1;;;;;;1
LUXOR THEATER;;;;2;;;;;;2
LVV;;;1;;;;;;;1
Lysias Advies B.V.;;;;;;1;;;;1
M. & R. de Monchy N.V.;;;;;;3;;;;3
M.C.D.P. Weggeman B.V.;;;;;;1;;;;1
M.C.Snack-Catering;;;;1;;;;;;1
M.L. de Jong;;;;;1;;;;;1
M.P.M. Crouzen;;;1;;1;1;;;;1
Ma Guise Holding B.V.;;;;1;;;;;;1
Maarsingh & Van Steijn Holding B.V.;;;;;1;;;;;1
Maas van Vliet Holding B.V.;;;;1;;;;;;1
Maassen's Banketbakkerij B.V.;;;;1;;;;;;1
Maatschap fysiotherapie Holy;;;;;1;;;;;1
Maatschap Metris Groep;;;;;;3;;;;3
Machinefabriek Berends van Loenen B.V.;;1;;;;;;;;1
madebytops - visuele communicatie;;;;1;;;;;;1
Madurodam B.V.;;;;;;1;;;;1
Mail Company B.V.;;;;1;;;;;;1
Maison de la Foret;;;;1;;;;;;1
MaMa Kelly B.V.;;;;1;;;;;;1
MANAGEMENTBOEK.NL;;;;;;1;;;;1
ManagementPlezier B.V.;;;;;;1;;;;1
ManagementReset B.V.;;;;;;1;;;;1
Manege de Groote Wielen;;;;1;;;;;;1
Manege Overbos;;;;1;;;;;;1
Mango's Beachbar;;;;1;;;;;;1
Mangu;;;;1;;;;;;1
Manutan B.V.;;;;;1;;;;;1
Marco Taxi Apeldoorn B.V.;;;;1;;;;;;1
MARCO ZOON;;;;;;1;;;;1
Marcus Evans (Holland) Limited;;;;;;2;;;;2
Marechaussee Museum;;;;1;;1;;;;1
Marga Drewes projecten;;;;;;1;;;;1
Margolin B.V.;;;1;;;;;;;1
Margot Peters;;;;;1;;;;;1
Maria Edith IIN;;;1;;;;;;;1
Maria Holtslag, haptotherapeut;;;;;1;;;;;1
Maripaan Groep B.V.;;;;1;;;;;;1
MARKHOEK DE CAFE;;;;1;;;;;;1
Markies Vof Geense-Bazen;;;;1;;;;;;1
MarktOnderzoekAssociatie.nl;;;;;;1;;;;1
Markus Verbeek Praehep B.V.;;;;;;2;;;;2
MARSH;;;;1;;;;;;1
Martin Blokpoel Eventmanagement;;;;;;2;;;;2
Martins Brasserie;;;;1;;;;;;1
Maryamma;;;;1;;;;;;1
Masseur Leeuwarden;;;1;;;;;;;1
Maurice Kikken Catering B.V.;;;;2;;;;;;2
Max Kookt;;;;1;;;;;;1
Maxgiving;;;;1;;;;;;1
MDO Mantelzorgmakelaar Haaglanden;;;1;;;;;;;1
Mechanisch Erfgoed Centrum B.V.;;;;1;;;;;;1
Media Acedemie;;;;;;1;;;;1
Media Groep Limburg B.V.;;;;;;;1;;;1
Mediationpraktijk mr. D.E.D. Euser;1;;;;;;;;;1
Mediavrouw;;;;;;1;;;;1
MedicalCheck;;;3;;;;;;;3
Medifit;;;;;1;;;;;1
Medi-Fit Bolnes;;;1;;;;;;;1
Medirond EHBO-BHV Opleidingen;;;1;;;;;;;1
Medisch Centrum Leeuwarden B.V.;;;;1;;;;;;1
Medisch Expertise en Advies Centrum;;;;;;1;;;;1
Medwed Accountants;;;;;;1;;;;1
meereffect;;;;;;1;;;;1
Meerwold B.V.;;;;;;1;;;;1
Meeting District;;;;2;;;;;;2
Meeting Plaza Utrecht B.V.;;;;;;1;;;;1
Meneer Buscourr;;;;1;;;;;;1
Mensely B.V.;;;1;;;;;;;1
Mercure Zwolle;;;;;;1;;;;1
Mercuri Urval B.V.;;;;;;1;;;;1
Meta Resort N.V.;;;;;;2;;;;2
Metamorfose;1;;;;;;;;;1
MetJari;;;1;;;;;;;1
Mexico Boulevard;;;;1;;;;;;1
Miedema Horeca;;;;1;;;;;;1
Mieke's Eten&Drinken;;;;1;;;;;;1
MIER;;;;;;1;;;;1
Mike Bruinsma;;;;1;;;;;;1
Millers;;;;1;;;;;;1
Millie's Indische Keuken;;;;1;;;;;;1
Minckelers;;;;1;;;;;;1
Mind Academy B.V.;;;;;;1;;;;1
Mind Productions Webdesign;;;;1;;;;;;1
Mindful Matters;;;;;;2;;;;2
Misset;;;;;;6;;;;6
MKBCERT;;;;;;1;;;;1
MMM Interactieve Communicatie;;;;;;1;;;;1
M'n Schoonouders Brasserie;;;;1;;;;;;1
Mobility Mixx B.V.;;;;;;;;;10;10
Moeskops B.V.;;;;;;1;;;;1
Mokum Events B.V.;;;;1;;;;;;1
Molen & Molen;;;;;;1;;;;1
Molly Malone Pub & Hospitality B.V.;;;;1;;;;;;1
Momo Consultancy en Interimmanagement B.V.;;;;;1;;;;;1
Momus II Maastricht BV;;;;1;;;;;;1
Mood4Food B.V.;;;;;;2;;;;2
Moodz;;;;1;;;;;;1
Moon Horeca Exploitatie B.V.;;;;1;;1;;;;1
Moonen HRM Consulting;;;;;;1;;;;1
