"area_type","area_name","date","month","year","initial_claims_filed","initial_claims_paid","average_weekly_benefit_amount_awba","weeks_compensated","average_duration","total_benefits_authorized","di_fund_balance"
"State","California","1980-09-30T00:00:00.000","September","1980","65760","52103","114.51","524432","8.73","60053683.00","423966136.00"
"State","California","1980-08-31T00:00:00.000","August","1980","67174","54465","113.96","492013","8.59","56067514.00","477311291.00"
"State","California","1980-07-31T00:00:00.000","July","1980","67639","54554","113.67","507836","8.47","57725899.00","419533808.00"
"State","California","1980-06-30T00:00:00.000","June","1980","65526","52128","113.02","459424","8.37","51925183.00","437772963.00"
"State","California","1980-05-31T00:00:00.000","May","1980","64781","52348","112.14","447393","8.28","50168740.00","527487772.00"
"State","California","1980-04-30T00:00:00.000","April","1980","66340","54559","112.07","459373","8.19","51483079.00","523681608.00"
"State","California","1980-03-31T00:00:00.000","March","1980","68251","55862","111.96","428146","8.13","47933223.00","669847766.00"
"State","California","1980-02-29T00:00:00.000","February","1980","64083","47088","110.46","384223","8.09","42442314.00","691104968.00"
"State","California","1980-01-31T00:00:00.000","January","1980","62770","49475","109.08","442447","8.01","48263477.00","624979860.00"
"State","California","1979-12-31T00:00:00.000","December","1979","53931","44797","108.11","397872","7.94","43012180.00","634864469.00"
"State","California","1979-11-30T00:00:00.000","November","1979","62076","50755","108.12","427546","7.87","46225447.00","642485799.00"
"State","California","1979-10-31T00:00:00.000","October","1979","72410","55297","107.53","472499","7.79","50808308.00","610732688.00"
"State","California","1979-09-30T00:00:00.000","September","1979","59241","45160","108.05","376496","7.7","40680690.00","641360899.00"
"State","California","1979-08-31T00:00:00.000","August","1979","69254","57011","107.94","439790","7.65","47469080.00","634102716.00"
"State","California","1979-07-31T00:00:00.000","July","1979","63105","50103","107.95","409738","7.62","44232663.00","570056089.00"
"State","California","1979-06-30T00:00:00.000","June","1979","64541","50500","107.61","391254","7.58","42101736.00","579305852.00"
"State","California","1979-05-31T00:00:00.000","May","1979","66530","54385","107.17","410371","7.53","43979662.00","563357152.00"
"State","California","1979-04-30T00:00:00.000","April","1979","63492","49859","106.61","383046","7.5","40838141.00","463861487.00"
"State","California","1979-03-31T00:00:00.000","March","1979","67541","53477","106.57","384434","7.46","40967509.00","493009280.00"
"State","California","1979-02-28T00:00:00.000","February","1979","59733","46688","106.39","333140","7.41","35443984.00","481291251.00"
"State","California","1979-01-31T00:00:00.000","January","1979","63487","47748","106.09","383777","7.37","40713275.00","413804602.00"
"State","California","1978-12-31T00:00:00.000","December","1978","55217","42756","105.5","340381","7.38","35911113.00","428788467.00"
"State","California","1978-11-30T00:00:00.000","November","1978","60739","50315","105.46","371833","7.36","39214686.00","436015948.00"
"State","California","1978-10-31T00:00:00.000","October","1978","61333","49182","105.17","376031","7.37","39548871.00","399626144.00"
"State","California","1978-09-30T00:00:00.000","September","1978","60040","46261","104.69","355509","7.35","37216518.00","427793423.00"
"State","California","1978-08-31T00:00:00.000","August","1978","69019","54202","104.42","400076","7.35","41776177.00","425130394.00"
"State","California","1978-07-31T00:00:00.000","July","1978","59081","46939","104.28","357399","7.39","37269951.00","364829485.00"
"State","California","1978-06-30T00:00:00.000","June","1978","64304","52653","104.16","380353","7.4","39618892.00","379341687.00"
"State","California","1978-05-31T00:00:00.000","May","1978","68314","52579","102.74","379299","7.42","38969000.00","377844229.00"
"State","California","1978-04-30T00:00:00.000","April","1978","60997","46971","101.06","334749","7.43","33830968.00","314199237.00"
"State","California","1978-03-31T00:00:00.000","March","1978","69892","57084","99.33","384983","7.43","38241832.00","338231015.00"
"State","California","1978-02-28T00:00:00.000","February","1978","58871","47784","96.63","318983","7.47","30821738.00","323600253.00"
"State","California","1978-01-31T00:00:00.000","January","1978","58889","43339","92.86","355695","7.51","33030424.00","264036939.00"
"State","California","1977-12-31T00:00:00.000","December","1977","57223","46533","92.12","358307","7.5","33005968.00","284987349.00"
"State","California","1977-11-30T00:00:00.000","November","1977","62089","50278","92.13","372970","7.54","34360668.00","292031943.00"
"State","California","1977-10-31T00:00:00.000","October","1977","61890","46873","91.77","350882","7.59","32199067.00","240413467.00"
"State","California","1977-09-30T00:00:00.000","September","1977","61489","47805","91.68","366811","7.61","33629431.00","264084321.00"
"State","California","1977-08-31T00:00:00.000","August","1977","67903","51296","91.61","402798","7.64","36899478.00","267455770.00"
"State","California","1977-07-31T00:00:00.000","July","1977","59801","46171","91.35","353183","7.68","32263945.00","217031613.00"
"State","California","1977-06-30T00:00:00.000","June","1977","64664","52601","91.38","392212","7.7","35840055.00","231437717.00"
"State","California","1977-05-31T00:00:00.000","May","1977","64594","49259","91.1","364470","7.74","33203312.00","231831089.00"
"State","California","1977-04-30T00:00:00.000","April","1977","62852","49284","91.01","352545","7.76","32086212.00","164878773.00"
"State","California","1977-03-31T00:00:00.000","March","1977","68957","54937","90.83","391958","7.76","35602591.00","184680035.00"
"State","California","1977-02-28T00:00:00.000","February","1977","58442","44828","90.6","316786","7.78","28700494.00","174991174.00"
"State","California","1977-01-31T00:00:00.000","January","1977","57667","40886","90.57","332634","7.83","30127244.00","135537382.00"
"State","California","1976-12-31T00:00:00.000","December","1976","52927","43043","90.29","356414","7.86","32181735.00","158622189.00"
"State","California","1976-11-30T00:00:00.000","November","1976","61498","45644","90.4","366527","7.9","33133093.00","175044058.00"
"State","California","1976-10-31T00:00:00.000","October","1976","55011","43749","90.02","336377","7.9","30281947.00","156511678.00"
"State","California","1976-09-30T00:00:00.000","September","1976","56781","44648","89.94","361111","7.88","32476688.00","183423100.00"
"State","California","1976-08-31T00:00:00.000","August","1976","60227","45365","89.74","377813","7.92","33904449.00","188529170.00"
"State","California","1976-07-31T00:00:00.000","July","1976","59139","46408","89.62","366211","7.87","32820642.00","149165620.00"
"State","California","1976-06-30T00:00:00.000","June","1976","62549","48572","89.84","387439","7.89","34807323.00","172948511.00"
"State","California","1976-05-31T00:00:00.000","May","1976","56267","44187","89.45","332566","7.9","29747285.00","176568648.00"
"State","California","1976-04-30T00:00:00.000","April","1976","62174","50597","89.15","364734","7.9","32515802.00","118309236.00"
"State","California","1976-03-31T00:00:00.000","March","1976","68202","53879","89.04","392728","7.94","34968606.00","143647274.00"
"State","California","1976-02-29T00:00:00.000","February","1976","56094","41302","88.77","317117","7.93","28151627.00","132474716.00"
"State","California","1976-01-31T00:00:00.000","January","1976","52028","41075","88.26","352425","7.9","31105886.00","101457627.00"
"State","California","1975-12-31T00:00:00.000","December","1975","54787","46078","88.08","401840","7.89","35393670.00","131812709.00"
"State","California","1975-11-30T00:00:00.000","November","1975","54822","41816","87.97","334870","7.85","29459548.00","143547539.00"
"State","California","1975-10-31T00:00:00.000","October","1975","63451","53214","87.5","402301","7.83","35202815.00","128240124.00"
"State","California","1975-09-30T00:00:00.000","September","1975","59335","45595","87.4","389277","7.84","34021208.00","164098717.00"
"State","California","1975-08-31T00:00:00.000","August","1975","60031","47315","86.79","367842","7.81","31926659.00","160677798.00"
"State","California","1975-07-31T00:00:00.000","July","1975","62424","50057","87.16","404880","7.8","35290048.00","130729500.00"
"State","California","1975-06-30T00:00:00.000","June","1975","60048","45242","86.89","363658","7.81","31597152.00","167505911.00"
"State","California","1975-05-31T00:00:00.000","May","1975","58997","48512","86.57","370164","7.78","32044364.00","161414465.00"
"State","California","1975-04-30T00:00:00.000","April","1975","64563","51467","86.63","395235","7.75","34241090.00","121957751.00"
"State","California","1975-03-31T00:00:00.000","March","1975","62109","52494","86.06","376585","7.75","32407198.00","156241901.00"
"State","California","1975-02-28T00:00:00.000","February","1975","60231","46326","85.86","337705","7.73","28993882.00","153069202.00"
"State","California","1975-01-31T00:00:00.000","January","1975","63018","46925","85.42","390236","7.72","33333399.00","116097494.00"
"State","California","1974-12-31T00:00:00.000","December","1974","54395","47332","84.66","390203",,"33033983.00","141353059.00"
"State","California","1974-11-30T00:00:00.000","November","1974","60767","45706","84.43","354546",,"29935785.00","148514621.00"
"State","California","1974-10-31T00:00:00.000","October","1974","65553","52907","84.16","406277",,"34194177.00","137227788.00"
"State","California","1974-09-30T00:00:00.000","September","1974","59666","44188","83.31","361790",,"30142514.00","167359156.00"
"State","California","1974-08-31T00:00:00.000","August","1974","62928","50954","82.83","386429",,"32007530.00","152038633.00"
"State","California","1974-07-31T00:00:00.000","July","1974","63869","49622","82.58","410642",,"33911113.00","134927091.00"
"State","California","1974-06-30T00:00:00.000","June","1974","60143","46403","81.79","353271",,"28894633.00","160961761.00"
"State","California","1974-05-31T00:00:00.000","May","1974","65332","53564","80.51","393635",,"31689587.00","149299228.00"
"State","California","1974-04-30T00:00:00.000","April","1974","66520","51215","79.06","392586",,"31036284.00","109879903.00"
"State","California","1974-03-31T00:00:00.000","March","1974","64979","52432","78.43","364966",,"28625922.00","150460863.00"
"State","California","1974-02-28T00:00:00.000","February","1974","59059","45787","78.52","325737",,"25575974.00","144796150.00"
"State","California","1974-01-31T00:00:00.000","January","1974","64071","48040","78.48","377071",,"29592271.00","112058512.00"
