"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","zip_code","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","firearm_used_flag","location_1"
"130001092","2013-01-05T00:00:00.000","14:40","2012-01-03T00:00:00.000","15:30","2013-01-03T00:00:00.000","18:00","670","23D","Stealing from Buildi","212","64130","PJ4986","MPD","U","1","SUS","U","U",,"N","4200 E 63 ST
KANSAS CITY, MO 64130
(39.011708558000464, -94.53736020799965)"
"130008886","2013-02-06T00:00:00.000","10:11","2013-01-24T00:00:00.000","17:00","2013-01-28T00:00:00.000","10:30","502","220","Burglary - Non Resid","345","64133","PJ3601","EPD","U","1","SUS","U","U",,"N","4200 BLUE RIDGE BL
KANSAS CITY, MO 64133
(39.044480527000474, -94.43881607199967)"
"130000326","2013-01-02T00:00:00.000","11:40","2012-12-16T00:00:00.000","12:00","2013-01-01T00:00:00.000","17:00","670","23D","Stealing from Buildi","412","64118","PC0616","NPD","N","1","VIC","W","F","63","N","6000 N JEFFERSON ST
KANSAS CITY, MO 64118
(39.20307309000049, -94.58775022299966)"
"130013620","2013-02-28T00:00:00.000","4:25","2013-02-27T00:00:00.000","14:00","2013-02-28T00:00:00.000","4:20","1401","290","Property Damage","343","64127","PJ2110","EPD","U","1","VIC","B","M","60","N","2400 OAKLEY AV
KANSAS CITY, MO 64127
(39.081017975000464, -94.51774632499968)"
"130000659","2013-01-03T00:00:00.000","16:50","2013-01-03T00:00:00.000","13:00","2013-01-03T00:00:00.000","15:00","670","23D","Stealing from Buildi","241","64130","PJ4990","MPD","U","1","SUS","U","U",,"N","2300 E MEYER BL
KANSAS CITY, MO 64130
(39.00715878900047, -94.55978085299967)"
"130000432","2013-01-02T00:00:00.000","16:56","2013-01-02T00:00:00.000","16:50",,,"2655","90J","Trespassing","635","64117","PC1146","SCP","U","1","ARR","W","F","18","N","5400 NE 41 TE
KANSAS CITY, MO 64117
(39.16780781600045, -94.51666501999966)"
"130000350","2013-01-02T00:00:00.000","13:08","2013-01-02T00:00:00.000","13:08",,,"690","23H","Stealing All Other","232","64131","PJ5614","MPD","U","1","VIC",,,,"N","600 E 75 ST
KANSAS CITY, MO 64131
(38.9918685130005, -94.5823796149997)"
"130088214","2013-12-07T00:00:00.000","0:01","2013-12-07T00:00:00.000","0:01",,,"501","220","Burglary - Residence","413",,"PP0712","NPD","N","1","VIC","W","F","19","N","5500 NW WAUKOMIS DR
KANSAS CITY, MO 
(39.19533933100047, -94.60735709299968)"
"130000117","2013-01-01T00:00:00.000","12:57","2013-01-01T00:00:00.000","12:57",,,"301","120","Strong Arm Robbery","332","64128","PJ2799","EPD","N","1","SUS","B","M",,"N","E 35 ST/PROSPECT AV
KANSAS CITY, MO 64128
(39.06740375200047, -94.53796609099965)"
"130000062","2013-01-01T00:00:00.000","6:35","2013-01-01T00:00:00.000","6:33",,,"801","13B","Non Aggravated Assau","144","64130","PJ3427","CPD","N","1","VIC","B","F","32","N","4200 BROOKLYN AV
KANSAS CITY, MO 64130
(39.04979324700048, -94.55855640199968)"
"130000213","2013-01-01T00:00:00.000","23:34","2013-01-01T00:00:00.000","23:34",,,"801","13B","Non Aggravated Assau","232","64132","PJ5409","MPD","N","1","SUS","B","M","45","N","1900 E 71 TE
KANSAS CITY, MO 64132
(38.99762247700045, -94.56439128999966)"
"130001060","2013-01-05T00:00:00.000","12:32","2012-11-05T00:00:00.000","17:00",,,"670","23D","Stealing from Buildi","231","64113","PJ5344","MPD","U","1","SUS","U","U",,"N","00 E 70 TE
KANSAS CITY, MO 64113
(39.000081768000484, -94.58448759299966)"
"120075126","2013-02-08T00:00:00.000","8:07","2012-10-19T00:00:00.000","5:45","2012-10-19T00:00:00.000","15:00","690","23H","Stealing All Other","425","64154","PP0205","NPD","U","1","VIC","A","M","30","N","00 BEIRUT CI
KANSAS CITY, MO 64154
(39.29502328800049, -94.71447938599965)"
"130000474","2013-01-02T00:00:00.000","21:39","2013-01-02T00:00:00.000","21:00",,,"2601","90Z","Misc Violation","114","64108","PJ1502","CPD","U","1","VIC","W","F","34","N","1700 HOLLY ST
KANSAS CITY, MO 64108
(39.092635138000446, -94.59807654299965)"
"130000687","2013-01-03T00:00:00.000","18:40","2013-01-03T00:00:00.000","18:40",,,"630","23C","Stealing Shoplifting","345","64133","PJ3601","EPD","U","1","ARR","W","F","28","N","11600 E US 40 HWY
KANSAS CITY, MO 64133
(39.04648032600045, -94.44116774099967)"
"130041817","2013-06-16T00:00:00.000","21:09","2013-06-16T00:00:00.000","15:00","2013-06-16T00:00:00.000","21:05","702","240","Auto Theft","123","64108","PJ2149","CPD","U","1","VIC","B","F","31","N","2600 FLORA AV
KANSAS CITY, MO 64108
(39.07925235900046, -94.5649471539997)"
"130000300","2013-01-02T00:00:00.000","8:43","2012-12-31T00:00:00.000","22:30","2013-01-02T00:00:00.000","8:15","1401","290","Property Damage","999","64108","PWX001","OSPD","U","1","VIC",,,,"N","200 SOUTHWEST BL
KANSAS CITY, MO 64108
(39.08963351900047, -94.58615609199967)"
"120085186","2013-02-08T00:00:00.000","11:40","2013-02-08T00:00:00.000","11:40",,,"2402","90C","Disorderly Conduct","112","64106","PJ1029","CPD","N","1","SUS","B","M","49","N","1100 LOCUST ST
KANSAS CITY, MO 64106
(39.100854728000456, -94.57737538399965)"
"130006271","2013-01-26T00:00:00.000","23:24","2013-01-26T00:00:00.000","19:00","2013-01-26T00:00:00.000","23:20","670","23D","Stealing from Buildi","113","64105","PJ1153","CPD","U","1","SUS","U","U",,"N","300 W 13 ST
KANSAS CITY, MO 64105
(39.098778337000454, -94.58717195899965)"
"130040161","2013-06-10T00:00:00.000","15:12","2013-06-10T00:00:00.000","9:27","2013-06-10T00:00:00.000","16:30","501","220","Burglary - Residence","342","64133","PJ3379","EPD","U","1","SUS","U","U",,"N","3900 WILLOW AV
KANSAS CITY, MO 64133
(39.05167956300045, -94.45441582399968)"
"130007581","2013-01-31T00:00:00.000","19:16","2013-01-26T00:00:00.000","12:40",,,"630","23C","Stealing Shoplifting","411","64117","PC0863","NPD","U","1","VIC",,,,"N","4800 N OAK TF
KANSAS CITY, MO 64117
(39.16966345600048, -94.52730779199965)"
"130000511","2013-01-03T00:00:00.000","6:23","2013-01-03T00:00:00.000","6:10","2013-01-03T00:00:00.000","6:16","302","120","Armed Robbery","331","64127","PJ2327","EPD","N","1","SUS","B","M","40","Y","E 28 ST/PROSPECT AV
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)"
"130001112","2013-01-05T00:00:00.000","15:40","2013-01-04T00:00:00.000","22:30","2013-01-05T00:00:00.000","15:15","650","23G","Stealing Auto Parts/","344","64133","PJ3815","EPD","U","1","SUS","U","U",,"N","BYRAMS FORD RD/RAYTOWN RD
KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)"
"130000450","2013-01-02T00:00:00.000","18:40","2013-01-02T00:00:00.000","18:40",,,"801","13B","Non Aggravated Assau","113","64108","PJ1360","CPD","U","1","ARR","B","M","49","N","1500 CHERRY ST
KANSAS CITY, MO 64108
(39.09547381200048, -94.57646608799968)"
"130000399","2013-01-02T00:00:00.000","15:53","2012-12-29T00:00:00.000","23:00","2012-12-30T00:00:00.000","12:00","1401","290","Property Damage","345","64133","PJ3792","EPD","U","1","SUS","U","U",,"N","10300 E 45 TER
KANSAS CITY, MO 64133
(39.040362065000465, -94.45893437899969)"
"130000633","2013-01-03T00:00:00.000","15:25","2013-01-03T00:00:00.000","12:12","2013-01-03T00:00:00.000","13:00","640","23F","Stealing From Auto","999","64108","PWX001","OSPD","U","2","VIC","B","M","41","N","700 SOUTHWEST BL
KANSAS CITY, MO 64108
(39.08518577400048, -94.59311628799969)"
"130000683","2013-01-03T00:00:00.000","18:02","2013-01-03T00:00:00.000","18:02",,,"2100","90D","Driving Under Influe","212","64130","PJ4839","MPD","U","1","ARR","B","M","23","N","E 61 ST/ELMWOOD AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
"130000913","2013-01-04T00:00:00.000","17:48","2013-01-03T00:00:00.000","21:30","2013-01-04T00:00:00.000","7:00","1401","290","Property Damage","414","64151","PP0403","NPD","N","1","VIC","W","M","48","N","4800 NW 80 ST
KANSAS CITY, MO 64151
(39.23982820800046, -94.63518059399968)"
"130000330","2013-01-02T00:00:00.000","12:05","2013-01-01T00:00:00.000","13:30",,,"1120","26A","Fraud/Confidence Gam","415","64118","PC0373","NPD","N","1","VIC","W","M","20","N","100 NE 83 ST
KANSAS CITY, MO 64118
(39.24462862000047, -94.57956072099967)"
"130000358","2013-01-02T00:00:00.000","13:59","2013-01-02T00:00:00.000","13:59",,,"501","220","Burglary - Residence","122","64106","PJ1056","CPD","U","1","SUS","U","U",,"N","1700 ELLA FITZGERALD LN
KANSAS CITY, MO 64106
(39.099447162000445, -94.5615207089997)"
"130000942","2013-01-04T00:00:00.000","19:35","2013-01-04T00:00:00.000","19:35",,,"1850","35B","Possession of Drug E","342","64127","PJ2494","EPD","U","2","VIC",,,,"N","E 30 TE/OAKLEY AV
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)"
"130000847","2013-01-04T00:00:00.000","13:40","2013-01-04T00:00:00.000","13:30",,,"630","23C","Stealing Shoplifting","345","64133","PJ3601","EPD","U","1","VIC",,,,"N","11600 E US 40 HWY
KANSAS CITY, MO 64133
(39.04648032600045, -94.44116774099967)"
"130000807","2013-01-04T00:00:00.000","11:48","2006-07-24T00:00:00.000","8:00",,,"1198","26C","Impersonation","543","64134","PJ7080","SPD","U","1","VIC","B","M","54","N","7600 E 113 ST
KANSAS CITY, MO 64134
(38.9199949880005, -94.50252553799965)"
"130000591","2013-01-03T00:00:00.000","12:41","2013-01-03T00:00:00.000","12:41",,,"2655","90J","Trespassing","211","64132","PJ4089","MPD","U","1","VIC",,,,"N","4200 E 50 TE
KANSAS CITY, MO 64132
(39.033983461000446, -94.53621351499964)"
"130000514","2013-01-03T00:00:00.000","6:39","2013-01-03T00:00:00.000","6:39",,,"690","23H","Stealing All Other","312","64124","PJ0240","EPD","U","2","ARR","W","M","51","N","6700 ST JOHN AV
KANSAS CITY, MO 64124
(39.11190842300044, -94.5035997979997)"
"130000944","2013-01-04T00:00:00.000","19:41","2013-01-04T00:00:00.000","8:00","2013-01-04T00:00:00.000","19:41","670","23D","Stealing from Buildi","234","64131","PJ6445","MPD","U","1","VIC","B","F","51","N","9300 BALES DR
KANSAS CITY, MO 64131
(38.95766058400045, -94.54817382999966)"
"130001073","2013-01-05T00:00:00.000","12:34","2013-01-04T00:00:00.000","17:00","2013-01-04T00:00:00.000","23:00","501","220","Burglary - Residence","313","64123","PJ0748","EPD","U","1","VIC","W","F","40","N","600 BENTON BL
KANSAS CITY, MO 64123
(39.105991178000465, -94.54412485699964)"
"130082840","2013-11-13T00:00:00.000","23:05","2013-11-13T00:00:00.000","19:00","2013-11-13T00:00:00.000","21:22","640","23F","Stealing From Auto","223","64130","PJ4298","MPD","N","2","VIC","B","F","28","N","2900 E 54 ST
KANSAS CITY, MO 64130
(39.02822751800045, -94.55138953999966)"
"130000888","2013-01-04T00:00:00.000","15:38","2013-01-04T00:00:00.000","15:00","2013-01-04T00:00:00.000","15:05","1701","90Z","Sex Offense -others","314","64124","PJ0717","EPD","U","1","SUS","B","M",,"N","600 VAN BRUNT BL
KANSAS CITY, MO 64124
(39.1053731290005, -94.52611249299969)"
"130000991","2013-01-05T00:00:00.000","1:20","2013-01-05T00:00:00.000","1:20",,,"2100","90D","Driving Under Influe","124",,"PJ2098","CPD","U","1","ARR","B","M","54","N","E 26 ST/WABASH AV
KANSAS CITY, MO 
(39.10295319700049, -94.5830775179997)"
"130001069","2013-01-05T00:00:00.000","12:57","2013-01-04T00:00:00.000","13:02","2013-01-04T00:00:00.000","14:00","670","23D","Stealing from Buildi","535","64145","PJ7425","SPD","U","1","SUS","U","U",,"N","1000 W 136 ST
KANSAS CITY, MO 64145
(38.881456839000464, -94.60596026699966)"
"130001000","2013-01-05T00:00:00.000","0:48","2013-01-05T00:00:00.000","0:29","2013-01-05T00:00:00.000","0:48","2601","90Z","Misc Violation","341","64126","PJ1307","EPD","U","1","VIC",,,,"N","5400 E 12 ST
KANSAS CITY, MO 64126
(39.097778417000484, -94.51888934099969)"
"130000548","2013-01-03T00:00:00.000","9:48","2013-01-03T00:00:00.000","9:30",,,"801","13B","Non Aggravated Assau","313","64124","PJ0888","EPD","U","1","ARR","W","M","42","N","800 BALES CT
KANSAS CITY, MO 64124
(39.102992187000496, -94.53985575899969)"
"130005111","2013-01-22T00:00:00.000","10:59","2013-01-21T00:00:00.000","23:30","2013-01-22T00:00:00.000","9:00","640","23F","Stealing From Auto","421","64155","PP0287","NPD","U","1","VIC","B","M","26","N","7200 NW DONOVAN DR
KANSAS CITY, MO 64155
(39.25882930200049, -94.6600677839997)"
"130000665","2013-01-03T00:00:00.000","14:49","2013-01-03T00:00:00.000","14:49",,,"801","13B","Non Aggravated Assau","115","64108","PJ1883","CPD","U","1","ARR","B","M","33","N","1000 E 24 ST
KANSAS CITY, MO 64108
(39.08372776600049, -94.57140961399966)"
"130000175","2013-01-01T00:00:00.000","17:36","2013-01-01T00:00:00.000","17:00","2013-01-01T00:00:00.000","17:05","401","13A","Aggravated Assault (","241","64132","PJ5067","MPD","U","1","VIC","B","M","39","Y","ASKEW AV/E MEYER BL
KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)"
"130000753","2013-01-04T00:00:00.000","6:06","2013-01-03T00:00:00.000","18:30",,,"690","23H","Stealing All Other","533","64131","PJ6759","SPD","U","1","SUS","U","U",,"N","1400 E 104 ST
KANSAS CITY, MO 64131
(38.9384627500005, -94.57330117599969)"
"130000802","2013-01-04T00:00:00.000","11:04","2013-01-04T00:00:00.000","10:50",,,"302","120","Armed Robbery","141","64110","PJ2761","CPD","N","1","SUS","B","M","19","Y","400 E ARMOUR BL
KANSAS CITY, MO 64110
(39.06361767600049, -94.58034953799967)"
"130000122","2013-01-01T00:00:00.000","13:09","2013-01-01T00:00:00.000","13:00",,,"802","13B","Non Agg Assault Dome","324","64127","PJ2046","EPD","Y","1","VIC","B","F","17","N","2400 MERSINGTON AV
KANSAS CITY, MO 64127
(39.08213106500045, -94.53712430999968)"
"130000071","2013-01-01T00:00:00.000","9:46","2013-01-01T00:00:00.000","2:30",,,"670","23D","Stealing from Buildi","133","64129","PJ3218","CPD","U","1","VIC","W","F","31","N","500 WESTPORT RD
KANSAS CITY, MO 64129
(39.05282742500049, -94.59155287999965)"
"130000868","2013-01-04T00:00:00.000","14:47","2012-12-29T00:00:00.000","10:00","2012-12-31T00:00:00.000","14:00","501","220","Burglary - Residence","642","64118","PC0446","SCP","N","2","VIC","W","M","43","N","1500 NE 77 TE
KANSAS CITY, MO 64118
(39.23464641600049, -94.5615707239997)"
"130000699","2013-01-03T00:00:00.000","18:36","2013-01-03T00:00:00.000","14:30","2013-01-03T00:00:00.000","18:00","1401","290","Property Damage","121","64106","PJ0506","CPD","U","1","VIC","B","F","35","N","1200 INDEPENDENCE AV
KANSAS CITY, MO 64106
(39.106898370000465, -94.5666601319997)"
"130001061","2013-01-05T00:00:00.000","12:15","2013-01-05T00:00:00.000","12:15",,,"301","120","Strong Arm Robbery","341","64126","PJ1791","EPD","N","1","VIC","B","F","40","N","1800 WHITE AV
KANSAS CITY, MO 64126
(39.08970450600049, -94.5126692399997)"
"130001034","2013-01-05T00:00:00.000","10:15","2013-01-02T00:00:00.000","10:00","2013-01-05T00:00:00.000","9:00","640","23F","Stealing From Auto","344","64130","PJ2966","EPD","U","1","SUS","U","U",,"N","I 435 N TO I 70 W RA/I 70 HW
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
"130000397","2013-01-02T00:00:00.000","15:48","2012-12-19T00:00:00.000","12:00","2013-01-02T00:00:00.000","15:00","702","240","Auto Theft","345","64133","PJ3981","EPD","U","1","VIC","W","M","56","N","9100 E 47 ST
KANSAS CITY, MO 64133
(39.03455099700045, -94.47376639799967)"
"130000564","2013-01-03T00:00:00.000","11:22","2013-01-02T00:00:00.000","18:00","2013-01-03T00:00:00.000","11:30","501","220","Burglary - Residence","241","64131","PJ5377","MPD","U","1","SUS","U","U",,"N","7000 BALES AV
KANSAS CITY, MO 64131
(38.99978273800048, -94.54634632299968)"
"130000458","2013-01-02T00:00:00.000","19:49","2012-12-19T00:00:00.000","12:00","2012-12-26T00:00:00.000","12:00","690","23H","Stealing All Other","636","64161","PC1268","SCP","U","1","SUS","U","U",,"N","3900 GREAT MIDWEST DR
KANSAS CITY, MO 64161
(39.165993752000475, -94.48867138099968)"
"130001393","2013-01-07T00:00:00.000","2:27","2013-01-07T00:00:00.000","0:30","2013-01-07T00:00:00.000","4:05","640","23F","Stealing From Auto","544","64139","PJ6001","SPD","U","1","VIC",,,,"N","7700 HIGHRIDGE CT
KANSAS CITY, MO 64139
(38.977798376000464, -94.39680291099967)"
"130000849","2013-01-04T00:00:00.000","13:46","2012-11-20T00:00:00.000","17:00",,,"1198","26C","Impersonation","642","64119","PC0435","SCP","U","1","VIC","W","F","57","N","7800 N CHESTNUT AV
KANSAS CITY, MO 64119
(39.2357061940005, -94.5469662489997)"
"130000963","2013-01-04T00:00:00.000","21:37","2013-01-04T00:00:00.000","20:00","2013-01-04T00:00:00.000","21:30","1401","290","Property Damage","535","64145","PJ7379","SPD","U","1","VIC","W","M","25","N","13000 HOLMES RD
KANSAS CITY, MO 64145
(38.89146812600046, -94.58597430299966)"
"130000676","2013-01-03T00:00:00.000","17:40","2013-01-03T00:00:00.000","17:30",,,"630","23C","Stealing Shoplifting","641","64158","PC0406","SCP","U","2","ARR","W","F","16","N","8100 N FLINTLOCK RD
KANSAS CITY, MO 64158
(39.23971213600049, -94.46722302699965)"
"130000889","2013-01-04T00:00:00.000","15:38","2013-01-04T00:00:00.000","15:35",,,"630","23C","Stealing Shoplifting","312","64120","PJ0021","EPD","U","3","VIC","W","M","42","N","1800 N CORRINGTON AV
KANSAS CITY, MO 64120
(39.13633213200046, -94.49609537899966)"
"130000987","2013-01-05T00:00:00.000","0:54","2013-01-05T00:00:00.000","0:40",,,"1401","290","Property Damage","231","64114","PJ5590","MPD","U","2","VIC",,,,"N","7400 WORNALL RD
KANSAS CITY, MO 64114
(38.99406204000047, -94.59425568999967)"
"130000971","2013-01-04T00:00:00.000","22:35","2013-01-04T00:00:00.000","22:35",,,"640","23F","Stealing From Auto","115","64106","PJ1849","CPD","U","1","VIC","W","M","63","N","900 SOUTHWEST BL
KANSAS CITY, MO 64106
(39.08417547300047, -94.59482420699965)"
"130000177","2013-01-01T00:00:00.000","17:52","2013-01-01T00:00:00.000","10:00","2013-01-01T00:00:00.000","17:00","501","220","Burglary - Residence","232","64132","PJ5081","MPD","U","1","SUS","U","U",,"N","6600 WOODLAND AV
KANSAS CITY, MO 64132
(39.00694676100045, -94.56571908299969)"
"130000493","2013-01-03T00:00:00.000","1:20","2013-01-03T00:00:00.000","0:45",,,"802","13B","Non Agg Assault Dome","413","64151","PP0648","NPD","Y","1","ARR","W","M","53","N","6300 N CAMDEN AV
KANSAS CITY, MO 64151
(39.2092028940005, -94.63555977699968)"
"130000732","2013-01-03T00:00:00.000","23:22","2013-01-03T00:00:00.000","23:22",,,"403","13A","Agg Assault - Domest","242","64132","PJ5908","MPD","Y","1","VIC","B","F","63","N","7900 OLIVE ST
KANSAS CITY, MO 64132
(38.982994739000446, -94.5599454559997)"
"130008119","2013-02-03T00:00:00.000","0:16","2013-02-02T00:00:00.000","18:00","2013-02-02T00:00:00.000","21:45","1401","290","Property Damage","115","64106","PJ1710","CPD","U","1","SUS","U","U",,"N","2000 GRAND AV
KANSAS CITY, MO 64106
(38.88644412400049, -94.59286615999969)"
"130000022","2013-01-01T00:00:00.000","2:18","2013-01-01T00:00:00.000","1:40",,,"801","13B","Non Aggravated Assau","113","64106","PJ1177","CPD","N","1","VIC","W","M","27","N","1300 GRAND AV
KANSAS CITY, MO 64106
(39.09844578500048, -94.58102925899965)"
"130000469","2013-01-02T00:00:00.000","19:37","2013-01-02T00:00:00.000","19:25",,,"802","13B","Non Agg Assault Dome","212","64129","PJ4270","MPD","U","1","SUS","B","M","27","N","6900 CRABAPPLE LN
KANSAS CITY, MO 64129
(39.029329075000476, -94.50369894399967)"
"130001018","2013-01-05T00:00:00.000","7:07","2013-01-02T00:00:00.000","17:00","2013-01-05T00:00:00.000","7:00","501","220","Burglary - Residence","534","64134","PJ7105","SPD","U","1","VIC","B","F","29","N","11300 INDIANA AV
KANSAS CITY, MO 64134
(38.920712740000454, -94.55061611999969)"
"130001048","2013-01-05T00:00:00.000","11:26","2013-01-05T00:00:00.000","11:24",,,"1401","290","Property Damage","232","64131","PJ4974","MPD","U","1","VIC","B","F","19","N","6400 TROOST AV
KANSAS CITY, MO 64131
(39.01136534900047, -94.57471864999968)"
"130000884","2013-01-04T00:00:00.000","15:51","2013-01-04T00:00:00.000","13:00","2013-01-04T00:00:00.000","15:45","702","240","Auto Theft","631","64117","PC1185","SCP","U","1","VIC","W","F","22","N","2400 NE 43 ST
KANSAS CITY, MO 64117
(39.1719674630005, -94.55102000399967)"
"130000825","2013-01-04T00:00:00.000","12:47","2012-12-17T00:00:00.000","14:00","2013-01-03T00:00:00.000","14:00","650","23G","Stealing Auto Parts/","411","64118","PC0996","NPD","U","1","VIC",,,,"N","100 NE VIVION RD
KANSAS CITY, MO 64118
(39.18095831500045, -94.58215457799969)"
"130000866","2013-01-04T00:00:00.000","13:52","2013-01-03T00:00:00.000","15:00","2013-01-04T00:00:00.000","12:30","650","23G","Stealing Auto Parts/","341","64127","PJ1735","EPD","N","1","VIC","W","F","49","N","1900 HARDESTY AV
KANSAS CITY, MO 64127
(39.08822451700047, -94.51966717399966)"
"130000949","2013-01-04T00:00:00.000","21:03","2013-01-04T00:00:00.000","8:00","2013-01-04T00:00:00.000","17:20","501","220","Burglary - Residence","345","64133","PJ4399","EPD","U","1","VIC","W","M","34","N","4900 LOGAN AV
KANSAS CITY, MO 64133
(39.031582950000484, -94.40652559099965)"
"130000554","2013-01-03T00:00:00.000","10:58","2012-01-01T00:00:00.000","6:00","2012-12-01T00:00:00.000","24:00:00","1750","11D","Sex Off Fondle - mol","113","64108","PJ1363","CPD","U","1","VIC","B","F","10","N","1500 HOLMES ST
KANSAS CITY, MO 64108
(39.095351561000484, -94.57532645599969)"
"130000764","2013-01-04T00:00:00.000","6:39","2013-01-04T00:00:00.000","6:08","2013-01-04T00:00:00.000","6:38","201","11A","Rape","211","64132","PJ4459","MPD","U","1","VIC","B","F","20","N","E 56 ST/NORTON AV
KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)"
"130000245","2013-01-02T00:00:00.000","6:52","2013-01-01T00:00:00.000","22:30","2013-01-02T00:00:00.000","6:10","502","220","Burglary - Non Resid","234","64132","PJ6415","MPD","U","1","SUS","U","U",,"N","9400 GRANDVIEW RD
KANSAS CITY, MO 64132
(38.95610526700045, -94.55131018399965)"
"130001139","2013-01-05T00:00:00.000","17:18","2013-01-05T00:00:00.000","17:15",,,"2040","90Z","Violation Full Order","341","64126","PJ1660","EPD","U","1","ARR","B","M","42","N","6700 E 17 ST
KANSAS CITY, MO 64126
(39.090124923000474, -94.50485259799967)"
"100021070","2013-04-24T00:00:00.000","14:17","2013-04-24T00:00:00.000","14:17",,,"1546","520","Weapons Law Violatio","121","64109","PJ0407","CPD","U","1","VIC",,,,"Y","400 HIGHLAND AV
KANSAS CITY, MO 64109
(39.11047062200049, -94.56157437999968)"
"130001098","2013-01-05T00:00:00.000","14:28","2013-01-05T00:00:00.000","14:28",,,"802","13B","Non Agg Assault Dome","124","64127","PJ2026","CPD","Y","1","VIC","B","M","19","N","2100 E 24 TE
KANSAS CITY, MO 64127
(39.08205734000046, -94.55799031899966)"
"130000869","2013-01-04T00:00:00.000","14:56","2013-01-03T00:00:00.000","15:00","2013-01-03T00:00:00.000","22:30","640","23F","Stealing From Auto","134","64112","PJ3763","CPD","U","1","SUS","U","U",,"N","4700 JEFFERSON ST
KANSAS CITY, MO 64112
(39.04231528800045, -94.59468537699968)"
"130010487","2013-02-13T00:00:00.000","10:45","2013-02-06T00:00:00.000","16:00","2013-02-11T00:00:00.000","8:30","702","240","Auto Theft","234","64114","PJ6174","MPD","U","1","VIC",,,,"N","8600 WARD PK S
KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)"
"130000777","2013-01-04T00:00:00.000","9:06","2013-01-03T00:00:00.000","20:30","2013-01-04T00:00:00.000","7:30","640","23F","Stealing From Auto","642","64155","PC0320","SCP","N","1","SUS","U","U",,"N","1300 NE 87 TE
KANSAS CITY, MO 64155
(39.252577192000444, -94.56553849599965)"
"130000231","2013-01-02T00:00:00.000","2:59","2013-01-02T00:00:00.000","2:58",,,"802","13B","Non Agg Assault Dome","543","64134","PJ7278","SPD","Y","1","VIC","B","F","38","N","11800 FREMONT AV
KANSAS CITY, MO 64134
(38.910218872000485, -94.5165157839997)"
"120065346","2013-05-20T00:00:00.000","7:32","2013-05-20T00:00:00.000",,,,"1750","11D","Sex Off Fondle - mol",,"64108","PJ136",,"U","1","SUS","W","M","14","N","1500 HOLMES ST
KANSAS CITY, MO 64108
(39.095351561000484, -94.57532645599969)"
"130000872","2013-01-04T00:00:00.000","15:17","2009-02-12T00:00:00.000","0:01",,,"1001","250","Forgery","331","64128","PJ2595","EPD","U","1","VIC","B","M","45","N","3100 MERSINGTON AV
KANSAS CITY, MO 64128
(39.069275710000454, -94.5379758529997)"
"130067096","2013-09-16T00:00:00.000","12:43","2013-09-16T00:00:00.000","12:15",,,"630","23C","Stealing Shoplifting",,"64117","PC1092","SCP","U","1","VIC",,,,"N","4500 N BRIGHTON AV
KANSAS CITY, MO 64117
(39.17549108100047, -94.52141568599967)"
"130000045","2013-01-01T00:00:00.000","3:44","2013-01-01T00:00:00.000","3:35",,,"401","13A","Aggravated Assault (","315","64123","PJ0197","EPD","U","3","VIC","W","M","8","Y","400 N HARDESTY AV
KANSAS CITY, MO 64123
(39.11618295700049, -94.51848545799965)"
"130023077","2013-04-07T00:00:00.000","4:19","2013-04-07T00:00:00.000","4:10",,,"502","220","Burglary - Non Resid","332","64127","PJ2651","EPD","U","4","SUS","B","M",,"N","2500 E LINWOOD BL
KANSAS CITY, MO 64127
(39.068103016000464, -94.55394264399968)"
"130000020","2013-01-01T00:00:00.000","1:39","2013-01-01T00:00:00.000","1:30",,,"1401","290","Property Damage","112","64105","PJ0856","CPD","U","1","ARR","W","F","26","N","W 10 ST/WYANDOTTE ST
KANSAS CITY, MO 64105
(39.10362371800045, -94.58633903699968)"
"130000672","2013-01-03T00:00:00.000","17:32","2013-01-03T00:00:00.000","17:32",,,"801","13B","Non Aggravated Assau","142","64130","PJ3270","CPD","U","2","VIC",,,,"N","4000 OLIVE ST
KANSAS CITY, MO 64130
(39.053582174000496, -94.55602531799968)"
"130045323","2013-06-29T00:00:00.000","12:33","2013-06-28T00:00:00.000","17:30","2013-06-29T00:00:00.000","12:00","690","23H","Stealing All Other","632","64117","PC1297","SCP","N","1","VIC","W","M","25","N","4500 NE PARVIN RD
KANSAS CITY, MO 64117
(39.164066267000464, -94.52755566499968)"
"130000605","2013-01-03T00:00:00.000","13:57","2012-12-21T00:00:00.000","14:30",,,"690","23H","Stealing All Other","331","64129","PJ2575","EPD","N","1","VIC","B","F","55","N","3100 PROSPECT AV
KANSAS CITY, MO 64129
(39.06960249700046, -94.55288544899969)"
