"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","owner_name","legal_description","property_description","location_1"
"1710",,,"PASEO",,"9","13","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","10000","2770272","1065301","201416119","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"URBAN LEAGUE OF KC","Jackson","3","KANSAS CITY","254049","JA29130232500000000","D.C. ELECTRIC SERVICES, LLC"," KIRK KREISEL","#N/A","#N/A",,"1710 PASEO
,  64108
(39.092443, -94.564691)"
"8325",,"N","PLATTE PURCHASE","DR","9","30","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","145300","2760235","1121114","201416905","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","KCPL NORTHLAND SERVICE CENTER SECOND PLA","KCP+L CHILLER UPGRADE","Clay","2","PLATTE COUNTY","252387","CL1320400020090001","LIPPERT MECHANICAL SERVICE CORP.","PERMIT SERVICE, INC","KANSAS CITY POWER & LIGHT CO","0",,"8325 N PLATTE PURCHASE DR
,  64118
(39.242988, -94.601009)"
"601",,"E","PORTE CIMI PAS",,"11","2","2011","Residential","Additions, Alterations, Repairs","NA","0","172","2764991","1019917","201217634","97","EXISTING ONE OR TWO FAMILY RESIDENCE",,"SINGLE FAMILY","Jackson","6","Center","150348","JA48240050200000000","ADT SECURITY SERVICES, INC.","LINDA CASTRO",,,,"601 E PORTE CIMI PAS
,  64131
(38.967824, -94.583294)"
"4141",,,"PENNSYLVANIA","AVE","10","14","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","2480","2763078","1050489","201216768","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV","41 PENN CONDOMINIUMS","BARRIO RESTAURANT","Jackson","4","Kansas City Missouri","248528","JA30230190900001005","ALLIANCE FIRE PROTECTION, LLC","MIKE BONO",,,,"4141 PENNSYLVANIA AVE
,  64111
(39.051661, -94.590511)"
"1",,"E","PERSHING","RD","9","13","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","1784120","2764884","1061942","201316188","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN HOTEL RENOVATIONS","Jackson","4","Kansas City","125060","JA29530241200000000","J E DUNN CONSTRUCTION CO","MATT JANSEN",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"500",,"W","PERSHING","RD","7","27","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","234973","2763027","1062075","201113597","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","KC BALLET, TODD BOLENDER CENTER FOR DANCE & CREATIVITY","Jackson","4","Kansas City","239601","JA29530260101300000","NATIONAL FIRE SUPPRESSION, A DIV. OF WESTERN STATES FIRE PRO","PERMIT SERVICE",,,,"500 W PERSHING RD
,  64108
(39.083359, -94.589258)"
"8646",,,"PENNSYLVANIA","AVE","10","2","2013","Residential","Additions, Alterations, Repairs","NA","0","1500","2760779","1021099","201417051","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","CENTER","148780","JA48310203000000000","SUNSOURCE HOMES INC.","AARON CARSON","SCHMUKE CRAIG A","8646 PENNSYLVANIA             VALLEY VIEW LOT 5 BLK A",,"8646 PENNSYLVANIA AVE
,  64114
(38.97116, -94.598038)"
"30",,"W","PERSHING","RD","6","9","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","52528","2764373","1062524","201111499","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION","Jackson","4","Kansas City","239600","JA29530260101200000","J E DUNN CONSTRUCTION COMPANY","JOSH CHRISTOPHER",,"SEC 08-49-33 NW1/4 SW1/4 MARSH'S ADD---PT OF MARSH'S ADD, LUDLOW PLACE, MAGAZINE PLACE & PT SEC 08-49-33 DAF: BEG AT INTERSEC OF W ROW LI MAIN ST & N ROW LI PERSHING RD TH SWLY ALG NLY ROW LI P",,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"9550",,"N","POLO","DR","9","1","2011","Non-Residential","New Construction","NA","0","500","2741754","1129910","201215055","213","Hotels, Motels And Tourist Cabins",,"HOLIDAY INN EXPRESS HOTEL (Executive Hills Lot 12J)","Platte","2","Park Hill","172031","PL177036000015008000","TEAGUE ELECTRIC CONSTRUCTION, INC.","ANN GARCIA",,,,"9550 N POLO DR
,  64153
(39.270724, -94.664452)"
"9550",,"NW","PRAIRIE VIEW","RD","11","5","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","55620","2741839","1128555","201117846","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","TIFFANY SPRINGS AUTO PLAZA","RANDY REED - FACADE IMPROVEMENTS","Platte","2","Park Hill","214237","PL201001000000029000","STRICKLAND CONSTRUCTION;","JACKQUELINE DOHERTY",,,,"9550 NW PRAIRIE VIEW RD
,  64153
(39.266789, -94.665021)"
"3950",,"NE","PRATHER","RD","8","11","2011","Residential","Additions, Alterations, Repairs","NA","0","500","2773540","1092592","201214162","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","1","North Kansas City","83298","CL1731200010050001","K & S PLUMBING, LLC","PATRICK KOEHLER",,,,"3950 NE PRATHER RD
,  64116
(39.16665, -94.55361)"
"23",,"E","POCAHONTAS","LN","1","3","2013","Residential","Additions, Alterations, Repairs","NA","0","2898","2763202","1021826","201320418","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Center","149645","JA48220140800000000","STUCK'S HEATING AND COOLING","RAY STUCK","FOLGER ANDREW L","23 E POCAHONTAS LN            INDIAN VILLAGE E 15.75 FT LOT 3 & W 37.25 FT LOT 4 BLK 5    MEAS ON N LI",,"23 E POCAHONTAS LN
,  64114
(38.973137, -94.589752)"
"7118",,"N","POLK","AVE","7","6","2012","Residential","New Construction","Single Family","0","4000","2749778","1113443","201313061","101","New Single Family Dwelling","OVERLAND RIDGE FIRST PLAT","NEW SINGLE FAMILY","Platte","2","Park Hill","240145","PL194020200008009000","JIM HAGEN ELECTRIC, LLC","PERMIT SERVICE, INC.",,,,"7118 N POLK AVE
,  64151
(39.22385, -94.635919)"
"6420",,,"PROSPECT","AVE","2","13","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","12000","2772432","1035407","201322131","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"RESEARCH MEDICAL CENTER, FIRE ALARM","Jackson","5","Kansas City","105580","JA47140014900000000","JDW ELECTRIC LLC","JEFF WILLIAMS","RESEARCH OFFICE FACILITIES","6400 PROSPECT AVE             REASEARCH MEDICAL CENTER      LOT 3",,"6420 PROSPECT AVE
,  64132
(39.008716, -94.556363)"
"10320",,"NW","PRAIRIE VIEW","RD","10","17","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","1749000","2739260","1133484","201417780","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"U.S. CITIZENSHIP & IMMIGRATION SERVICES, K.C. FIELD OFFICE DISTRICT 15","Platte","2","PARK HILL","171957","PL177036000007001000","R E CONTRACTING","RON ELDER","PRAIRIE VIEW BUSINESS CENTER LLC & PRIAS","10300-38 NW PRAIRIE VIEW RD   EXECUTIVE HILLS NORTH 4TH PLATLOT 1",,"10320 NW PRAIRIE VIEW RD
,  64153
(39.280905, -94.675343)"
"6210",,"NE","PLEASANT VALLEY","RD","9","7","2010","Residential","Additions, Alterations, Repairs","NA","0","2000","2786783","1110612","201115302","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","1","North Kansas City","89130","CL1450300030080001","C & E PLUMBING, INC.","PERMIT SERVICE INC",,,,"6210 NE PLEASANT VALLEY RD
,  64119
(39.216604, -94.506788)"
"8101",,,"PENNSYLVANIA","LN","9","9","2013","Residential","Additions, Alterations, Repairs","NA","0","2695","2760960","1024918","201415873","434","Existing - Residential Bldg-Addn-Alter-Conv","WCA ADDITION CONDOMINIUM","WCA ADDITION CONDOS","Jackson","6","KANSAS CITY","248922","JA47940173400000000","HEALTH & COMFORT EQUIPMENT SERVICE LLC","ROGER BLAKLEY","UNKNOWN","0",,"8101 PENNSYLVANIA LN
,  64114
(38.981494, -94.597306)"
"7000",,"NW","PRAIRIE VIEW","RD","10","17","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","110000","2746078","1112663","201417745","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"COMFORT INVESTMENTS- SOLAR ARRAY","Platte","2","PARK HILL","163085","PL194019200001001003","SUNSMART TECHNOLOGIES, LLC","HARMONY SOUDERS","COMFORT INVESTMENTS LLC","7000 NW PRAIRIE VIEW RD       K-MART PLAZA LOT 4",,"7000 NW PRAIRIE VIEW RD
,  64151
(39.222863, -94.650112)"
"7107",,"N","POLK","AVE","6","5","2012","Residential","New Construction","Single Family","0","6525","2749975","1113411","201311494","101","New Single Family Dwelling","OVERLAND RIDGE FIRST PLAT","NEW SINGLE FAMILY","Platte","2","Park Hill","240148","PL194020200009003000","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS",,,,"7107 N POLK AVE
,  64151
(39.223841, -94.635909)"
"10320",,"NW","PRAIRIE VIEW","RD","12","5","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","40000","2739260","1133484","201419803","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"U.S. CITIZENSHIP & IMMIGRATION SERVICES, K.C. FIELD OFFICE DISTRICT 15","Platte","2","PARK HILL","171957","PL177036000007001000","ALLIANCE FIRE PROTECTION, LLC","STEPHEN VOGL","PRAIRIE VIEW BUSINESS CENTER LLC & PRIAS","10300-38 NW PRAIRIE VIEW RD   EXECUTIVE HILLS NORTH 4TH PLATLOT 1",,"10320 NW PRAIRIE VIEW RD
,  64153
(39.280905, -94.675343)"
"30",,"W","PERSHING","RD","7","12","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","49917","2764373","1062524","201112892","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION IRS TENANT FINISH","Jackson","4","Kansas City","239601","JA29530260101300000","JE DUNN CONSTRUCTION","JOSH CHRISTOPHER",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"3830",,,"PROSPECT","AVE","7","25","2013","Non-Residential","New Construction","NA","0","63232","2773470","1052300","201413763","327","Stores And Customer Service Buildings",,"ALDI FOOD STORE #92","Jackson","3","KANSAS CITY","256861","T116.LT1","FIVE STAR MECHANICAL CONTRACTORS, INC.","PERMIT SERVICE INC","#N/A","#N/A",,"3830 PROSPECT AVE
,  64128
(39.056746, -94.553509)"
"6915",,,"PENNSYLVANIA","AVE","7","18","2011","Residential","Additions, Alterations, Repairs","NA","0","1000","2761366","1032940","201213069","97","Existing One Or Two Family Residence",,"SINGLE FAMILY - ADDITION","Jackson","6","Kansas City","109461","JA47410140900000000","THE TIEHEN GROUP","MIKE TIEHEN",,,,"6915 PENNSYLVANIA AVE
,  64113
(39.003512, -94.5964)"
"9650",,"NW","PRAIRIE VIEW","RD","2","10","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","8925","2741296","1129659","201221343","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","TIFFANY SPRINGS AUTO PLAZA","JAY WOLFE TOYOTA OF TIFFANY SPRINGS","Platte","2","Park Hill","214235","PL177036000014006000","ADVANTAGE FIRE PROTECTION SYSTEM, INC.","CHRIS ETTEN",,,,"9650 NW PRAIRIE VIEW RD
,  64153
(39.269021, -94.66664)"
"8665",,"NW","PRAIRIE VIEW","RD","5","2","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","10800","2743016","1123392","201410106","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","DICK'S SPORTING GOODS-TF","Platte","2","Park Hill","222868","PL201012100004009000","S & S ELECTRICAL CONTRACTING, LLC","SHELLY SIMPSON","ZONA ROSA DEVELOPMENT LLC","SEC 12-51-34 NE1/4 NE1/4 ZONA ROSA 2ND PLAT LOT 1",,"8665 NW PRAIRIE VIEW RD
,  64153
(39.251047, -94.661901)"
"611",,,"PROSPECT","AVE","10","9","2012","Residential","Additions, Alterations, Repairs","NA","0","10000","2774280","1070105","201317244","434","Existing - Residential Bldg-Addn-Alter-Conv",,"6-PLEX","Jackson","3","Kansas City","10625","JA28320041200000000","J & M GENERAL CONTRACTOR & BLDG","DENNIS ESHNAUL",,,,"611 PROSPECT AVE
,  64124
(39.105671, -94.551082)"
"4107",,"NW","PLATTE BROOKE","DR","2","8","2011","Residential","Additions, Alterations, Repairs","NA","0","4933","2752438","1115466","201121174","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","Park Hill","162551","PL194017400004023000","CLIMATE CONTROL HEATING & COOLING, INC.","EUGENE (GENE) AMICK",,,,"4107 NW PLATTE BROOKE DR
,  64151
(39.230268, -94.628255)"
"11209",,"N","PENNSYLVANIA","AVE","9","21","2012","Residential","New Construction","Single Family","0","5000","2764454","1140311","201316537","101","New Single Family Dwelling","BRISTOL NORTH-FOURTH PLAT","NEW SINGLE FAMILY","Clay","2","North Kansas City","241209","CL0952000040370001","ROBERTSON PLUMBING, LLC","PERMIT SERVICE",,,,"11209 N PENNSYLVANIA AVE
,  64155
(39.298324, -94.586096)"
"2451",,,"POPLAR","AVE","8","14","2012","Residential","Additions, Alterations, Repairs","NA","0","1150","2781484","1060876","201314742","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","19188","JA28530181700000000","RIC GINN ELECTRIC LLC","RIC GINN",,,,"2451 POPLAR AVE
,  64127
(39.08023, -94.525666)"
"3429",,"N","POPLAR","AVE","12","23","2011","Residential","Additions, Alterations, Repairs","NA","0","110","2782299","1088728","201219667","97","EXISTING ONE OR TWO FAMILY RESIDENCE",,"SINGLE FAMILY","Clay","1","North Kansas City","79101","CL1811900060060001","RYAN JAYSON","HOMEOWNER",,,,"3429 N POPLAR AVE
,  64117
(39.156711, -94.522795)"
"8456",,"NW","PRAIRIE VIEW","RD","11","24","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","4680","2742928","1122259","201118650","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","LANDLORD IMPROVEMENTS WHITE BOX FINISH, SPACE 106 AT ZONA ROSA","Platte","2","Park Hill","225480","PL201012100001096000","TEMP-CON, INC.","PERMIT SERVICE, INC",,,,"8456 NW PRAIRIE VIEW RD
,  64153
(39.248135, -94.661214)"
"7709",,"NW","PRAIRIE VIEW","RD","3","26","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","6197","2743872","1117143","201223185","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"STATE FARM INSURANCE","Platte","2","Park Hill","162805","PL194018200004006000","KEN PRIEST'S C & S FURNACE CO.","KENDALL SCHOTTEL",,,,"7709 NW PRAIRIE VIEW RD
,  64151
(39.234424, -94.65879)"
"14901",,,"PETERSON","RD","4","19","2010","Residential","Additions, Alterations, Repairs","NA","0","21000","2799139","976587","201023945","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Grandview","74231","JA68700011202000000","AB MAY COMPANY","JESSICA DICKSON",,"14901 PETERSON RD             SW 1/4 NE 1/4 SEC 33 47 32 ALLS 1/2 SD 1/4 1/4 EXC PRT IN RD",,"14901 PETERSON RD
,  64149
(38.849075, -94.463929)"
"1",,"E","PERSHING","RD","12","10","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","68236","2764884","1061942","201319686","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN CROWN CENTER HOTEL ph 3 main lobby","Jackson","4","Kansas City","125060","JA29530241200000000","U.S. ENGINEERING COMPANY","PERMIT SERVICE, INC.",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"8747",,"NW","PRAIRIE VIEW","RD","10","26","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","5169","2741736","1123619","201117404","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 5TH PLAT","CHOCOLATERIE STAM","Platte","2","Park Hill","245528","PL201012100007007000","PROGRESSIVE ELECTRONICS, INC.","VIRGIL WOODS",,,,"8747 NW PRAIRIE VIEW RD
,  64153
(39.252639, -94.664106)"
"11021",,"N","POMONA","AVE","9","12","2012","Non-Residential","New Construction","NA","0","284133","2740639","1139352","201316123","329","Structures Other Than Buildings","AIRWORLD CENTER 9TH PLAT","MULTIVAC PARKING LOT ADDITION","Platte","2","Park Hill","250252","PL177025000000003000","BOWDEN CONSTRUCTION","DAN BOWDEN",,,,"11021 N POMONA AVE
,  64153
(39.293194, -94.671755)"
"11300",,"NW","PRAIRIE VIEW","RD","7","3","2013","Residential","Additions, Alterations, Repairs","NA","0","6431","2735841","1140385","201412773","97","Existing One Or Two Family Residence",,"ECONO LODGE","Platte","2","PARK HILL","171766","PL176023000000032000","A.B. MAY COMPANY","ELYSE BASS","SUPER INN OF AMERICA INC","11300 NW PRAIRIE VIEW RD      SUPER INN MOTEL               LOT 1",,"11300 NW PRAIRIE VIEW RD
,  64153
(39.298416, -94.68655)"
"14720",,,"PETERSON","RD","6","22","2010","Residential","Additions, Alterations, Repairs","NA","0","8000","2798932","978553","201112109","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Grandview","74235","JA68700020601000000","ALENCO, INC.","ALENCO, INC.",,"SEC 33 TWP 47 RNG 32  PT OF NE NW 1/4 DAF: BEG NE COR TH S 629' TH W 524.47' TH N 256.65' TH E 292.50' TH N 372.31' TH E 223.19' TO POB (EX PT IN ROW)",,"14720 PETERSON RD
,  64149
(38.855015, -94.463634)"
"9650",,"NW","PRAIRIE VIEW","RD","11","30","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","19260","2741296","1129659","201218502","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV","TIFFANY SPRINGS AUTO PLAZA","JAY WOLFE TOYOTA OF TIFFANY SPRINGS","Platte","2","Park Hill","214235","PL177036000014006000","BLUE SPRINGS ELECTRICAL SERVICE COMPANY","JERRY LE COUNT",,,,"9650 NW PRAIRIE VIEW RD
,  64153
(39.269021, -94.66664)"
"7000",,"NW","PRAIRIE VIEW","RD","8","26","2010","Non-Residential","New Construction","NA","0","105000","2746078","1112663","201114842","329","Structures Other Than Buildings",,"2701 E 110TH","Platte","2","Park Hill","163085","PL194019200001001003","STRICKLAND CONST","GALEN RICHARDSON",,,,"7000 NW PRAIRIE VIEW RD
,  64151
(39.222863, -94.650112)"
"3027",,,"PROSPECT","AVE","5","22","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2773774","1057424","201410987","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"HOPE FAMILY CARE","Jackson","3","Kansas City","24738","JA28920163500000000","A.B. MAY COMPANY","PERMIT SERIVCE","LAND CLEARANCE FOR REDEV","3015-43 PROSPECT              CDC-KC LINWOOD SQUARE 2ND PLATLOT 1",,"3027 PROSPECT AVE
,  64128
(39.070672, -94.5528)"
"6634",,"N","PENNSYLVANIA","AVE","6","11","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","323","2763885","1109690","201411819","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"TANGLEWOOD APARTMENT","Clay","2","North Kansas City","247914","CL1352000010150001","DAMAGE CONTROL & RESTORATION INC.","SHAWNN HAWKINS","TANGLEWOOD APARTMENTS LLC","0",,"6634 N PENNSYLVANIA AVE
,  64118
(39.215433, -94.588259)"
"4010",,,"PENNSYLVANIA","AVE","12","6","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","6900","2762303","1051527","201218886","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV",,"GREEN ROOM BURGERS & BEER L.L.C.  (THE PTACEK  BUILDING)","Jackson","4","Kansas City Missouri","131093","JA30340131300000000","K&M PLUMBING","MICHAEL HALEY",,,,"4010 PENNSYLVANIA AVE
,  64111
(39.054759, -94.592945)"
"6301",,,"PENNSYLVANIA","AVE","9","3","2010","Residential","Additions, Alterations, Repairs","NA","0","2500","2761510","1036779","201115210","97","Existing One Or Two Family Residence",,"SINGLE FAMILY MECHANICAL","Jackson","4","Kansas City","108979","JA47340011000000000","AAA AIRE HEATING & COOLING LLC","JONATHAN",,,,"6301 PENNSYLVANIA AVE
,  64113
(39.013982, -94.595906)"
"5708",,"N","PLAZA","DR","2","14","2013","Residential","Additions, Alterations, Repairs","NA","0","150","2762674","1105578","201322253","97","Existing One Or Two Family Residence",,"MOBILE HOME","Clay","2","North Kansas City","96974","CL1380200010120001","ALPHA & OMEGA MECHANICAL L.L.C.","KELLY STUFFLEBEAN","LAKEVIEW TERRACE MOBILE HOME PARK","5800 N MADISON                SEC 27 51 33 N 65 AC          OF W 1/2 OF SE 1/4 & LAKE VIEWTERRACE MOBILE HOME COMMUNITY 2 TR B",,"5708 N PLAZA DR
,  64118
(39.197222, -94.565851)"
"8805",,"N","POLK","AVE","7","25","2011","Residential","Additions, Alterations, Repairs","NA","0","2000","2750162","1125265","201213397","97","Existing One Or Two Family Residence",,"SINGLE FAMILY DECK","Platte","2","Park Hill","160074","PL193005300007019000","LOPATA, RICHARD W & DEBORAH J",,,,,"8805 N POLK AVE
,  64154
(39.256966, -94.636318)"
"14141",,,"PETERSON","RD","4","6","2012","Residential","Additions, Alterations, Repairs","NA","0","500","2799827","982815","201223716","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Grandview","74145","JA68600010203100000","A.B. MAY COMPANY","MEGAN KAPPLE",,,,"14141 PETERSON RD
,  64149
(38.865724, -94.462967)"
"4508",,,"PLYMOUTH","CT","12","4","2013","Residential","Additions, Alterations, Repairs","NA","0","1000","2770057","1047843","201419702","97","Existing One Or Two Family Residence",,"DUPLEX - ELECTRICAL","Jackson","3","KANSAS CITY","138063","JA30620170300022099","WILSON CONSTRUCTION & ELECTRIC","ERIC WILSON","VILLAGE GREEN APARTMENTS ASSOCIATES LP","1500 E 46TH ST                VILLAGE GREEN CONDOMINIUMS    UNITS 4510,4512,4514,4516,45184520,4522,4524,BLDG 22 UNITS  4511,4515,4517,4519,4521,4525,BLDG 23 UNITS 1514 & 1516 BLDG24 UNITS 1522,1524,1526,1528, 1530,1532, BLDG 25 UNITS 1523,1525,1527,1529",,"4508 PLYMOUTH CT
,  64110
(39.044194, -94.566289)"
"5975",,"N","POLK","DR","12","7","2010","Residential","Additions, Alterations, Repairs","NA","0","500","2749773","1105625","201119062","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","Park Hill","166326","PL199029300001009000","AB MAY COMPANY","LEAH PALMER",,,,"5975 N POLK DR
,  64151
(39.202814, -94.637428)"
"1",,"E","PERSHING","RD","8","14","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","17357","2764884","1061942","201314784","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN HOTEL LOBBY RESTROOMS","Jackson","4","Kansas City","125060","JA29530241200000000","STACO ELECTRIC CONSTRUCTION COMPANY","PERMIT SERVICE, INC.",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"11324",,,"PENNSYLVANIA","AVE","7","24","2012","Residential","Additions, Alterations, Repairs","NA","0","4200","2760237","1003122","201313888","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Center","156058","JA65340162000000000","GENESIS PLUMBING ENTERPRISES","PERMIT SERVICE",,,,"11324 PENNSYLVANIA AVE
,  64114
(38.921367, -94.599946)"
"11812",,,"PENNSYLVANIA","AVE","2","2","2012","Residential","Additions, Alterations, Repairs","NA","0","6800","2759892","999960","201220963","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Grandview","156401","JA65410120400000000","UNITED ELECTRIC CO.","DOWDY, DONALD",,,,"11812 PENNSYLVANIA AVE
,  64114
(38.913026, -94.601007)"
"8741",,"NW","PRAIRIE VIEW","RD","6","30","2011","Non-Residential","New Construction","NA","0","5000","2742133","1123738","201212421","327","Stores And Customer Service Buildings","ZONA ROSA 5TH PLAT","Buddha Restaurant","Platte","2","Park Hill","245528","PL201012100007007000","KELLER FIRE & SAFETY, INC.","MARK CAUTHON",,,,"8741 NW PRAIRIE VIEW RD
,  64153
(39.252644, -94.663765)"
"8738",,"NW","PRAIRIE VIEW","RD","5","11","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","98000","2742011","1123627","201210342","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","J. JILL STORE @ ZONA ROSA","Platte","2","Park Hill","222869","PL201012100005001000","DE JAGER CONSTRUCTION INC","JOE PANTALONE",,"FIORE SAMUEL",,"8738 NW PRAIRIE VIEW RD
,  64153
(39.252645, -94.663652)"
"512",,"E","PORTE CIMI PAS",,"4","6","2011","Residential","Additions, Alterations, Repairs","NA","0","600","2764830","1020027","201123407","97","Existing One Or Two Family Residence",,"SINGLE FAMILY RESIDENCE","Jackson","6","Center","150371","JA48240021100000000","MADKAT ELECTRICAL SERVICE","THOMAS MONGOLD",,"JACKSON BRIAN C",,"512 E PORTE CIMI PAS
,  64131
(38.967854, -94.583985)"
"8441",,"NW","PRAIRIE VIEW","RD","11","30","2010","Non-Residential","New Construction","NA","0","865000","2743435","1122036","201118781","327","Stores And Customer Service Buildings","REPLAT OF LOT 2 ZONA ROSA 4TH PLAT","BUFFALO WILD WINGS RESTAURANT","Platte","2","Park Hill","237718","PL201012100004015001","JIM ST CLAIR CONSTR INC","JUDE SIEFKER",,,,"8441 NW PRAIRIE VIEW RD
,  64153
(39.247852, -94.661043)"
"2551",,,"PASEO",,"3","28","2011","Residential","New Construction","Multifamily","0","576800","2770143","1060617","201123052","105","Five- Or More Family Dwelling","BEACON PARK","BEACON PARK ASSOCIATES, MULTI-FAMILY RES","Jackson","3","Kansas City","254253","T1240.1",,,,"MOORE CHARLES H & SHEILA E",,"2551 PASEO
,  64108
(39.079165, -94.565538)"
"30",,"W","PERSHING","RD","4","5","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","1842","2764373","1062524","201123352","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION","Jackson","4","Kansas City","239600","JA29530260101200000","THYSSENKRUPP ELEVATOR CORPORATION","MARTHA RIVERA",,"MODEL CITIES HEALTH CORP-KC",,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"4149",,,"PENNSYLVANIA","AVE","8","30","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2763128","1050405","201415412","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"CA VA BAR TF","Jackson","4","KANSAS CITY","132762","JA30230190400000000","JAY-MAR ELECTRIC LLC","JOHNNY EDGAR","CLASSICAL DEVELOPMENTS LLC","4147-49 PENNSYLVANIA          420 W 42ND ST                 JOHN CAMPBELLS ADD TO WESTPORTS 47 FT OF W 72 FT LOT 16",,"4149 PENNSYLVANIA AVE
,  64111
(39.051329, -94.590246)"
"7118",,"N","POLK","AVE","4","27","2012","Residential","New Construction","Single Family","0","5000","2749778","1113443","201224726","101","New Single Family Dwelling","OVERLAND RIDGE FIRST PLAT","NEW SINGLE FAMILY","Platte","2","Park Hill","240145","PL194020200008009000","ROBERTSON PLUMBING, LLC","ROBERTSON PLUMBING, LLC",,,,"7118 N POLK AVE
,  64151
(39.22385, -94.635919)"
