"address","fraction","prefix","street","suffix","suite","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","legal","plan_area","property_description","owner_name","kiva_code"
"9101",,"NE","100TH","ST",,"64157","8","21","2015","Residential","New Construction","Single Family","0","$   4,190","2798468","1131473","201616020","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"9101",,"NE","100TH","ST",,"64157","2","8","2018","Residential","Additions, Alterations, Repairs","NA","0","$   25,400","2798468","1131473","201825693","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","SWIM THINGS INC","CHARLES BALDWIN",,"Shoal Creek Valley","SWIMMING POOL",,"CPBS"
"9101",,"NE","100TH","ST",,"64157","3","5","2018","Residential","Additions, Alterations, Repairs","NA","0","$   225","2798468","1131473","201826928","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257837","CL1091300050220001","HOOSE WILLIAM H & TRACY E",,,"Shoal Creek Valley","ELECTRICAL WIRING",,"CPEP"
"9105",,"NE","100TH","ST",,"64157","10","28","2014","Residential","New Construction","Single Family","1","$   200,000","2798573","1131482","201519300","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"9105",,"NE","100TH","ST",,"64157","11","6","2014","Residential","New Construction","Single Family","0","$   4,600","2798573","1131482","201519850","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","NEWCOMER PLUMBING","PERMIT SERVICE INC",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"9105",,"NE","100TH","ST",,"64157","12","30","2014","Residential","New Construction","Single Family","0","$   4,300","2798573","1131482","201522422","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","PALMER ELECTRIC COMPANY","DEBBIE JOINER",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"9105",,"NE","100TH","ST",,"64157","1","7","2015","Residential","New Construction","Single Family","0","$   4,980","2798573","1131482","201522661","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"9105",,"NE","100TH","ST",,"64157","5","5","2015","Residential","New Construction","Single Family","0","$   4,500","2798573","1131482","201610144","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257836","CL1091300050210001","PALMER ELECTRIC COMPANY","HEATHER AMBROSE",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"9510",,"NE","100TH","ST",,"64157","2","25","2013","Residential","New Construction","Single Family","1","$   168,000","2799939","1131256","201322559","101","New Single Family Dwelling","BARRINGTON RIDGE-FIRST PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","224947","CL1091800100090001","VILLAS AT COVENTRY, LLC","PERMIT SERVICES, LLC",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"9510",,"NE","100TH","ST",,"64157","4","5","2013","Residential","New Construction","Single Family","0","$   6,000","2799939","1131256","201324245","101","New Single Family Dwelling","BARRINGTON RIDGE-FIRST PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","256843","CL1091800100090001","MINDER PLUMBING, INC.","PERMIT SERVICE, INC",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"9510",,"NE","100TH","ST",,"64157","6","14","2013","Residential","New Construction","Single Family","0","$   9,385","2799939","1131256","201411965","101","New Single Family Dwelling","BARRINGTON RIDGE-FIRST PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","256843","CL1091800100090001","CLIMATE CONTROL HEATING & COOLING, INC.","EUGENE(GENE)  AMICK",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"9510",,"NE","100TH","ST",,"64157","6","27","2013","Residential","New Construction","Single Family","0","$   11,186","2799939","1131256","201412511","101","New Single Family Dwelling","BARRINGTON RIDGE-FIRST PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","256843","CL1091800100090001","MJC ELECTRIC CO, LLC","LISA KUNKLE",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"9512",,"NE","100TH","ST",,"64157","8","6","2013","Residential","Additions, Alterations, Repairs","NA","0","$   500","2799970","1131363","201414261","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","224945","CL1091800100080001","SHON RICHARDS PLUMBING LLC","SHON RICHARDS",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"9514",,"NE","100TH","ST",,"64157","8","15","2014","Residential","Additions, Alterations, Repairs","NA","0","$   9,599","2800060","1131344","201515406","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","235094","CL1091800100070001","CM MOSE & SON, INC.","MIKE SCOBEE",,"Shoal Creek Valley","ELECTRICAL SERVICE - IB 160 LINE DRAWING",,"CPEM"
"9514",,"NE","100TH","ST",,"64157","9","8","2014","Residential","Additions, Alterations, Repairs","NA","0","$   500","2800060","1131344","201516521","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","235094","CL1091800100070001","CM MOSE & SON, INC.","MIKE SCOBEE",,"Shoal Creek Valley","PLUMBING PIPING",,"CPPM"
"9518",,"NE","100th","St",,"64157","10","18","2018","Residential","New Construction","Single Family","1","$   150,000","2800179","1131281","CPBR-2018-36070","0",,"BARRINGTON RIDGE","Construct new Single Family Residence per MASTERPLAN 2018-11769 with Covered deck and Unfinished Basement reviewed for code compliance.","Clay","1","LIBERTY","229787","CL1091800100050001","DAN ROWE REMODELING LLC","DANIEL ROWE",,"Shoal Creek Valley",,,"CPBR"
"9518",,"NE","100th","St",,"64157","10","23","2018","Residential","New Construction","Single Family","0","$   4,000","2800179","1131281","CPER-2018-36926","0",,"BARRINGTON RIDGE","Install 200 AMP service, wiring and fixtures for new single family residence.","Clay","1","LIBERTY","229787","CL1091800100050001","JIM HAGEN ELECTRIC, LLC","JIM  HAGEN",,"Shoal Creek Valley",,,"CPER"
"9518",,"NE","100th","St",,"64157","12","14","2018","Residential","New Construction","Single Family","0","$   5,000","2800179","1131281","CPPR-2018-36680","101","New Single Family Dwelling","BARRINGTON RIDGE","Install WWV, gas piping, sanitary sewer line on private property and set fixtures","Clay","1","LIBERTY","229787","CL1091800100050001","CARLYLE PLUMBING, INC.","Troy Carlyle",,"Shoal Creek Valley",,,"CPPR"
"9518",,"NE","100th","St",,"64157","4","9","2019","Residential","New Construction","Single Family","0","$   3,500","2800179","1131281","CPMR-2019-00678","101","New Single Family Dwelling","BARRINGTON RIDGE","s/f","Clay","1","LIBERTY","229787","CL1091800100050001","UNITED HEATING & COOLING, INC.",,,"Shoal Creek Valley","Mechanical General",,"CPMR"
"9601",,"NE","100TH","ST",,"64157","7","3","2014","Residential","Additions, Alterations, Repairs","NA","0","$   707","2800397","1131108","201513246","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","220974","CL1091800110180001","A.B. MAY COMPANY","JOY YENZER",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"9605",,"NE","100th","St",,"64157","1","2","2019","Residential","Additions, Alterations, Repairs","Single Family","0","$   6,000","2800458","1131109","CPMR-2018-36714","97","Existing 1 or 2 Family Residence","BARRINGTON RIDGE","Single Family","Clay","1","LIBERTY","221013","CL1091800110170001","A.B. MAY COMPANY","GLEN POSLADEK",,"Shoal Creek Valley","Install/Replace Furnace",,"CPMR"
"9609",,"NE","100TH","ST",,"64157","4","14","2015","Residential","Additions, Alterations, Repairs","NA","0","$   800","2800524","1131108","201527570","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY PLUMBING / WATER HEATER","Clay","1","LIBERTY","222509","CL1091800110160001","REDDI SERVICES","WAYNE CLEAVENGER",,"Shoal Creek Valley","GAS-FIRED APPLIANCES",,"CPPM"
"9611",,"NE","100TH","ST",,,"3","16","2010","Residential","Additions, Alterations, Repairs","NA","0","$   173","2800589","1131104","201022549","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","Liberty","224939","CL1091800110150001","DUNLAP PLUMBING, INC.","KEVIN DUNLAP",,"Shoal Creek Valley","PLUMBING LIMITED SERVICE",,"CPPS"
"9611",,"NE","100TH","ST",,"64157","10","31","2016","Residential","Additions, Alterations, Repairs","NA","0","$   360","2800588","1131103","201719710","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","224939","CL1091800110150001","METRO MECHANICAL SERVICES INC","DAVE REYNOLDS",,"Shoal Creek Valley","PLUMBING LIMITED SERVICE",,"CPPS"
"9700",,"NE","100th","St",,"64157","10","18","2018","Residential","New Construction","Single Family","1","$   150,000","2800796","1131233","CPBR-2018-36068","0",,"BARRINGTON RIDGE","Construct new Single Family Residence per MASTERPLAN 2018-11769 with Covered deck and Unfinished Basement reviewed for code compliance.","Clay","1","LIBERTY","226693","CL1091800090160001","DAN ROWE REMODELING LLC","DANIEL ROWE",,"Shoal Creek Valley",,,"CPBR"
"9700",,"NE","100th","St",,"64157","10","23","2018","Residential","New Construction","Single Family","0","$   4,000","2800796","1131233","CPER-2018-36925","0",,"BARRINGTON RIDGE","Install 200 AMP service, wiring and fixtures for new single family residence","Clay","1","LIBERTY","226693","CL1091800090160001","JIM HAGEN ELECTRIC, LLC","JIM  HAGEN",,"Shoal Creek Valley",,,"CPER"
"9700",,"NE","100th","St",,"64157","1","10","2019","Residential","New Construction","Single Family","0","$   5,000","2800796","1131233","CPPR-2019-00058","101","New Single Family Dwelling","BARRINGTON RIDGE",,"Clay","1","LIBERTY","226693","CL1091800090160001","CARLYLE PLUMBING, INC.","Troy Carlyle",,"Shoal Creek Valley","Plumbing General",,"CPPR"
"9700",,"NE","100th","St",,"64157","5","21","2019","Residential","New Construction","Single Family","0","$   3,500","2800796","1131233","CPMR-2019-01055","101","New Single Family Dwelling","BARRINGTON RIDGE","New Single Family","Clay","1","LIBERTY","226693","CL1091800090160001","UNITED HEATING & COOLING, INC.",,,"Shoal Creek Valley","Mechanical General",,"CPMR"
"9701",,"NE","100TH","ST",,"64157","10","11","2010","Residential","Additions, Alterations, Repairs","NA","0","$   14,500","2800788","1131102","201116754","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","Liberty","220526","CL1091800110120001","JOHN SHILT HOMES, INC.","PERMIT SERVICE INC.",,"Shoal Creek Valley","REMODELING",,"CPBR"
"9701",,"NE","100TH","ST",,"64157","10","13","2010","Residential","Additions, Alterations, Repairs","NA","0","$   1,500","2800788","1131102","201116838","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","Liberty","220526","CL1091800110120001","GLADSTONE SEWER & PLUMBING, INC.","DIANA KERNEL",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPL"
"9701",,"NE","100TH","ST",,"64157","10","22","2010","Residential","Additions, Alterations, Repairs","NA","0","$   3,000","2800788","1131102","201117261","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","Liberty","220526","CL1091800110120001","ROYAL ELECTRIC","TERRY L. SKINNER",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"9705",,"NE","100TH","ST",,"64157","9","25","2012","Residential","Additions, Alterations, Repairs","NA","0","$   43,000","2800806","1131038","201316685","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","Liberty","220525","CL1091800110110001","A & E BUILDERS, INC","PERMIT SERVICE",,"Shoal Creek Valley","GENERAL BUILDING",,"CPBS"
"9705",,"NE","100TH","ST",,"64157","10","26","2012","Residential","Additions, Alterations, Repairs","NA","0","$   500","2800806","1131038","201317989","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","Liberty","220525","CL1091800110110001","CM MOSE & SON, INC.","MIKE SCOBEE",,"Shoal Creek Valley","ELECTRICAL WIRING",,"CPEP"
"9705",,"NE","100TH","ST",,"64157","11","5","2012","Residential","Additions, Alterations, Repairs","NA","0","$   525","2800806","1131038","201318361","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","Liberty","220525","CL1091800110110001","CM MOSE & SON, INC.","DAN CROSSUN",,"Shoal Creek Valley","MECHANICAL DUCTWORK",,"CPMP"
"9709",,"NE","100th","St",,"64157","4","29","2019","Residential","Additions, Alterations, Repairs","NA","0","$   850","2800853","1130989","CPPR-2019-00936","97","Existing 1 or 2 Family Residence","BARRINGTON RIDGE",,"Clay","1","LIBERTY","221018","CL1091800110100001","TRUE BLUE PLUMBING LLC","DEVIN YORK",,"Shoal Creek Valley","Install/Replace Water Heater",,"CPPR"
"9715",,"NE","100th","St",,"64157","4","23","2019","Residential","New Construction","Single Family","1","$   150,000","2801020","1131022","CPBR-2019-00555","101","New Single Family Dwelling","BARRINGTON RIDGE","Dan Rowe Villa Masterplan","Clay","1","LIBERTY","235520","CL1091800110070001","DAN ROWE REMODELING LLC","DANIEL ROWE",,"Shoal Creek Valley","Single Family - New",,"CPBR"
"9715",,"NE","100th","St",,"64157","4","25","2019","Residential","New Construction","Single Family","0","$   4,000","2801020","1131022","CPER-2019-01945","101","New Single Family Dwelling","BARRINGTON RIDGE","Dan Rowe Villa Masterplan","Clay","1","LIBERTY","235520","CL1091800110070001","JIM HAGEN ELECTRIC, LLC","JIM  HAGEN",,"Shoal Creek Valley","Electrical with Service",,"CPER"
"9715",,"NE","100th","St",,"64157","7","31","2019","Residential","New Construction","Single Family","0","$   5,000","2801020","1131022","CPPR-2019-01677","101","New Single Family Dwelling","BARRINGTON RIDGE","New Single Family","Clay","1","LIBERTY","235520","CL1091800110070001","CARLYLE PLUMBING, INC.","Troy Carlyle",,"Shoal Creek Valley","Plumbing General",,"CPPR"
"9715",,"NE","100th","St",,"64157","9","24","2019","Residential","New Construction","Single Family","0","$   3,500","2801020","1131022","CPMR-2019-02258","101","New Single Family Dwelling",,"New Single Family","Clay","1","LIBERTY","282583",,"UNITED HEATING & COOLING, INC.",,,"Shoal Creek Valley","Mechanical General",,"CPMR"
"9717",,"NE","100th","St",,"64157","4","24","2019","Residential","New Construction","Single Family","1","$   150,000","2801020","1131022","CPBR-2019-00568","101","New Single Family Dwelling","BARRINGTON RIDGE","Dan Rowe Villa Masterplan","Clay","1","LIBERTY","235520","CL1091800110070001","DAN ROWE REMODELING LLC","DANIEL ROWE",,"Shoal Creek Valley","Single Family - New",,"CPBR"
"9717",,"NE","100th","St",,"64157","4","25","2019","Residential","New Construction","Single Family","0","$   4,000","2801020","1131022","CPER-2019-01946","101","New Single Family Dwelling","BARRINGTON RIDGE","Dan Rowe Villa Masterplan","Clay","1","LIBERTY","235520","CL1091800110070001","JIM HAGEN ELECTRIC, LLC","JIM  HAGEN",,"Shoal Creek Valley","Electrical with Service",,"CPER"
"9717",,"NE","100th","St",,"64157","6","3","2019","Residential","New Construction","Single Family","0","$   5,000","2801020","1131022","CPPR-2019-01180","101","New Single Family Dwelling","BARRINGTON RIDGE","New Single Family","Clay","1","LIBERTY","235520","CL1091800110070001","CARLYLE PLUMBING, INC.","Troy Carlyle",,"Shoal Creek Valley","Plumbing General",,"CPPR"
"9717",,"NE","100th","St",,"64157","7","22","2019","Residential","New Construction","Single Family","0","$   3,500","2801020","1131022","CPMR-2019-01764","101","New Single Family Dwelling","BARRINGTON RIDGE","New Single Family","Clay","1","LIBERTY","235520","CL1091800110070001","UNITED HEATING & COOLING, INC.",,,"Shoal Creek Valley","Mechanical General",,"CPMR"
"9717",,"NE","100th","St",,"64157","8","23","2019","Residential","New Construction","Single Family","0","$   500","2801020","1131022","CPBR-2019-01313","101","New Single Family Dwelling",,"New Single Family","Clay","1","LIBERTY","282584",,"Permit Service, Inc.","Leslie Lloyd",,"Shoal Creek Valley","Single Family - Interior Remodel",,"CPBR"
"9724",,"NE","100TH","ST",,"64157","4","12","2011","Residential","Additions, Alterations, Repairs","NA","0","$   650","2800994","1131306","201123567","97","Existing One Or Two Family Residence","BARRINGTON RIDGE-FIRST PLAT","SINGLE FAMILY","Clay","1","Liberty","231773","CL1091800090130001","DUNLAP PLUMBING, INC.","KEVIN DUNLAP",,"Shoal Creek Valley","GAS-FIRED APPLIANCES",,"CPPS"
"9804",,"NE","100th","St",,"64157","5","1","2019","Residential","Additions, Alterations, Repairs","NA","0","$   4,000","2801122","1131323","CPMR-2019-00791","97","Existing 1 or 2 Family Residence","BARRINGTON RIDGE","Existing Single Family","Clay","1","LIBERTY","235483","CL1091800090110001","A.B. MAY COMPANY","GLEN POSLADEK",,"Shoal Creek Valley","Install/Replace Furnace",,"CPMR"
"10001",,"NE","100TH","ST",,"64157","4","29","2014","Residential","Additions, Alterations, Repairs","NA","0","$   48","2801503","1131245","201425718","97","Existing One Or Two Family Residence","AMBER LAKES FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","209301","CL1091900100020001","ADT LLC","JUANITA FARR",,"Shoal Creek Valley","SECURITY ALARM SYSTEM",,"CPES"
"10004",,"NE","100TH","ST",,"64157","4","7","2011","Residential","Additions, Alterations, Repairs","NA","0","$   650","2801453","1131352","201123450","97","Existing One Or Two Family Residence","AMBER LAKES FIRST PLAT","SINGLE FAMILY RESIDENCE","Clay","1","Liberty","209302","CL1091900100010001","IDEAL ELECTRIC","SCOTT GIBSON",,"Shoal Creek Valley","ELECTRICAL WIRING",,"CPEM"
"10004",,"NE","100TH","ST",,"64157","7","20","2011","Residential","Additions, Alterations, Repairs","NA","0","$   800","2801453","1131352","201213201","97","Existing One Or Two Family Residence","AMBER LAKES FIRST PLAT","SINGLE FAMILY - ELECTRICAL","Clay","1","Liberty","209302","CL1091900100010001","IDEAL ELECTRIC","SCOTT GIBSON",,"Shoal Creek Valley","ELECTRICAL WIRING",,"CPEP"
"10008",,"NE","100th","St",,"64157","7","13","2018","Residential","Additions, Alterations, Repairs","NA","0","$   3,500","2801506","1131462","CPBR-201834495","0",,"AMBER LAKES","REPAIR IN KIND TO EXISTING UNCOVERED REAR DECK (All work to be done by homeowner)","Clay","1","LIBERTY","209303","CL1091500040030001","Needs Contact","Needs Contact",,"Shoal Creek Valley",,,"CPBR"
"10012",,"NE","100TH","ST",,"64157","1","8","2018","Residential","Additions, Alterations, Repairs","NA","0","$   11,546","2801606","1131462","201823916","97","Existing One Or Two Family Residence","AMBER LAKES FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","209304","CL1091500040020001","A.B. MAY COMPANY","ANGELA REUSCHER",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"10016",,"NE","100TH","ST",,"64157","7","13","2017","Residential","Additions, Alterations, Repairs","NA","0","$   611","2801701","1131450","201814328","97","Existing One Or Two Family Residence","AMBER LAKES FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","209305","CL1091500040010001","ADT LLC","JUANITA FARR",,"Shoal Creek Valley","ELECTRICAL LIMITED SERVICE",,"CPES"
"10110",,"NE","100TH","ST",,"64157","8","4","2017","Residential","Additions, Alterations, Repairs","NA","0","$   3,000","2801940","1131443","201815679","97","Existing One Or Two Family Residence","AMBER LAKES FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","209365","CL1091500030130001","BOB HAMILTON PLUMBING HEATING & A/C","ANDREW MILLER",,"Shoal Creek Valley","MECHANICAL AIR CONDITIONING EQUIPMENT",,"CPMP"
"10500",,"NE","100th","St",,"64157","10","4","2018","Residential","Additions, Alterations, Repairs","NA","0","$   5,955","2803396","1131457","CPMR-2018-36086","0",,"AMBER MEADOWS","Replacing existing furnace and central air conditioner with 110,000 btu, 80% furnace and 4 ton, 13seer air conditioner. complete with 4 ton evaporator.","Clay","1","LIBERTY","172415","CL1091500010030001","KEN SCHOTTEL'S C & S FURNACE CO., INC.","KEN SCHOTTEL",,"Shoal Creek Valley",,,"CPMR"
"10512",,"NE","100TH","ST",,"64157","5","6","2016","Residential","Additions, Alterations, Repairs","NA","0","$   5,089","2803623","1131347","201710345","97","Existing One Or Two Family Residence","AMBER MEADOWS 2ND PLAT","SINGLE FAMILY MECHANICAL","Clay","1","LIBERTY","172418","CL1091900070010001","ANTHONY PLUMBING, HEATING & COOLING","SUSAN HAMRICK",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"10515",,"NE","100TH","ST",,"64157","2","21","2017","Residential","Additions, Alterations, Repairs","NA","0","$   225","2803575","1131149","201725238","97","Existing One Or Two Family Residence","AMBER MEADOWS 2ND PLAT","SINGLE FAMILY","Clay","1","LIBERTY","172372","CL1091900070040001","THE BEARDED PLUMBER AND HANDYMAN SERVICES, LLC","SAM COOTS",,"Shoal Creek Valley","PLUMBING LIMITED SERVICE",,"CPPS"
"10520",,"NE","100TH","ST",,"64157","7","8","2011","Residential","Additions, Alterations, Repairs","NA","0","$   492","2803776","1131282","201212718","97","Existing One Or Two Family Residence","AMBER MEADOWS 2ND PLAT","SINGLE FAMILY","Clay","1","Liberty","172420","CL1092000120140001","ALWAYS PLUMBING LLC","DENNIS LAWLER",,"Shoal Creek Valley","GAS-FIRED APPLIANCES",,"CPPM"
"10520",,"NE","100TH","ST",,"64157","5","18","2016","Residential","Additions, Alterations, Repairs","NA","0","$   9,797","2803776","1131310","201711022","97","Existing One Or Two Family Residence","AMBER MEADOWS 2ND PLAT","SINGLE FAMILY","Clay","1","LIBERTY","172420","CL1092000120140001","CLIMATE CONTROL HEATING & COOLING, INC.","EUGENE AMICK",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"10524",,"NE","100TH","ST",,"64157","11","28","2016","Residential","Additions, Alterations, Repairs","NA","0","$   225","2803863","1131309","201721084","97","Existing One Or Two Family Residence","AMBER MEADOWS 2ND PLAT","SINGLE FAMILY","Clay","1","LIBERTY","172421","CL1092000120130001","THE BEARDED PLUMBER AND HANDYMAN SERVICES, LLC","SAM COOTS",,"Shoal Creek Valley","PLUMBING LIMITED SERVICE",,"CPPS"
"2102",,"NW","100TH","ST",,"64154","4","16","2014","Residential","Additions, Alterations, Repairs","NA","0","$   22,000","2759452","1132472","201425126","328","Sheds, Barns, And Residential Garages",,"SINGLE FAMILY","Platte","2","PLATTE COUNTY","171598","PL188033000000002000","SAMURAI BUILDERS, LLC","JOHN KRAMER",,"KCIA","DETACHED GARAGE",,"CPBS"
"2102",,"NW","100TH","ST",,"64154","6","10","2014","Residential","Additions, Alterations, Repairs","NA","0","$   800","2759452","1132472","201511979","97","Existing One Or Two Family Residence",,"SINGLE FAMILY GARAGE","Platte","2","PLATTE COUNTY","171598","PL188033000000002000","TIM SCHORGL ELECTRIC, LLC","TIMOTHY SCHORGL",,"KCIA","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"2102",,"NW","100TH","ST",,"64154","4","11","2017","Residential","Additions, Alterations, Repairs","NA","0","$   29,244","2759452","1132472","201727979","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","PLATTE COUNTY","171598","PL188033000000002000","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.",,"KCIA","PLUMBING PIPING",,"CPPL"
"2600",,"NW","100TH","ST",,"64154","3","13","2017","Non-Residential","Additions, Alterations, Repairs","NA","0","$   500","2757350","1132472","201726335","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"PLATTE PURCHASE PARK","Platte","2","PLATTE COUNTY","171597","PL188033000000004000","MARK ONE ELECTRIC COMPANY, INC.","PERMIT SERVICE, INC.",,"KCIA","ELECTRICAL SERVICE RECONNECT",,"CPEM"
"3425",,"NW","100TH","ST",,"64154","9","5","2017","Residential","Additions, Alterations, Repairs","NA","0","$   34,000","2754838","1131105","201817278","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","PLATTE COUNTY","171604","PL188033000000008000","TIGER POOL & PATIO","RICHARD STANHOPE",,"KCIA","SWIMMING POOL",,"CPBS"
"3700",,"NW","100th","St",,"64154","6","3","2019","Residential","Additions, Alterations, Repairs","NA","0","$   4,000","2754133","1132454","CPER-2019-02597","97","Existing 1 or 2 Family Residence",,"Existing Singe Family","Platte","2","PLATTE COUNTY","171583","PL189032000000002000","BELCHER ELECTRIC LLC","Michael Belcher",,"KCIA","Electrical General",,"CPER"
"4300",,"NW","100TH","ST",,"64154","3","22","2011","Residential","New Construction","Single Family","1","$   279,000","2751879","1132244","201122802","101","New Single Family Dwelling",,"SINGLE FAMILY","Platte","2","Platte County","171580","PL189032000000006000","JOHN LOBER","PROVENCE HOME INC",,"KCIA","NEW SINGLE FAMILY DWELLING",,"CPBS"
"4300",,"NW","100TH","ST",,"64154","4","5","2011","Residential","New Construction","Single Family","0","$   4,300","2751879","1132244","201123372","101","New Single Family Dwelling",,"SINGLE FAMILY","Platte","2","Platte County","171580","PL189032000000006000","HAMPTON PLUMBING, INC.","PERMIT SERVICE, INC.",,"KCIA","PLUMBING PIPING AND FIXTURES",,"CPPM"
"4300",,"NW","100TH","ST",,"64154","5","16","2011","Non-Residential","New Construction","NA","0","$   8,500","2751879","1132244","201210550","329","Structures Other Than Buildings",,"NEW SINGLE FAMILY","Platte","2","Platte County","171580","PL189032000000006000","HAMPTON PLUMBING, INC.","PERMIT SERVICE, INC.",,"KCIA","PRIVATE SEWAGE DISPOSAL SYSTEM",,"CPPL"
"4300",,"NW","100TH","ST",,"64154","5","19","2011","Residential","New Construction","Single Family","0","$   7,090","2751879","1132244","201210722","101","New Single Family Dwelling",,"NEW SINGLE FAMILY","Platte","2","Platte County","171580","PL189032000000006000","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS",,"KCIA","HVAC SYSTEM",,"CPMP"
"4300",,"NW","100TH","ST",,"64154","5","31","2011","Residential","New Construction","Single Family","0","$   5,000","2751879","1132244","201211080","101","New Single Family Dwelling",,"SINGLE FAMILY","Platte","2","Platte County","171580","PL189032000000006000","B & T ELECTRIC","THERESA BELCHER",,"KCIA","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
