"number","fraction","prefix","street","suffix","full_address","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","address","applicant_name","applicant_representative","legal"
"8805",,"NE","100TH","ST","8805 NE 100TH ST","64157","7","16","2014","Residential","New Construction","Single Family","0","$   4,400","2796615","1131219","201513783","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255741","CL1091700150180001","8805 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD HILLS 3RD PLAT LT 90"
"8805",,"NE","100TH","ST","8805 NE 100TH ST","64157","8","15","2014","Residential","New Construction","Single Family","0","$   4,250","2796615","1131219","201515423","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255741","CL1091700150180001","8805 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD HILLS 3RD PLAT LT 90"
"8805",,"NE","100TH","ST","8805 NE 100TH ST","64157","9","16","2014","Residential","New Construction","Single Family","0","$   4,190","2796615","1131219","201517044","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255741","CL1091700150180001","8805 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD HILLS 3RD PLAT LT 90"
"8806",,"NE","100TH","ST","8806 NE 100TH ST","64157","4","17","2013","Residential","New Construction","Single Family","1","$   150,000","2796558","1131339","201324774","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","Liberty","255749","T1255.98","8806 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD HILLS 3RD PLAT LT 98"
"8806",,"NE","100TH","ST","8806 NE 100TH ST","64157","4","30","2013","Residential","New Construction","Single Family","0","$   4,300","2796558","1131339","201325378","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","Liberty","255749","T1255.98","8806 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD HILLS 3RD PLAT LT 98"
"8806",,"NE","100TH","ST","8806 NE 100TH ST","64157","6","18","2013","Residential","New Construction","Single Family","0","$   4,500","2796558","1131339","201412073","101","New Single Family Dwelling","BRENTWOOD HILLS SECOND PLAT","SINGLE FAMILY","Clay","1","Liberty","245615","T1004.S2","8806 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","ERROR: #N/A"
"8806",,"NE","100TH","ST","8806 NE 100TH ST","64157","6","24","2013","Residential","New Construction","Single Family","0","$   4,190","2796558","1131339","201412330","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","Liberty","255749","T1255.98","8806 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD HILLS 3RD PLAT LT 98"
"8806",,"NE","100TH","ST","8806 NE 100TH ST","64157","12","6","2013","Residential","Additions, Alterations, Repairs","NA","0","$   400","2796558","1131339","201419901","97","Existing One Or Two Family Residence","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255749","CL1091300110150001","8806 NE 100TH ST","ENDEAVOR TELECOM, INC.","TIFFANIE CHATMAN","BRENTWOOD HILLS 3RD PLAT LT 98"
"8806",,"NE","100TH","ST","8806 NE 100TH ST","64157","1","19","2018","Residential","Additions, Alterations, Repairs","NA","0","$   14,000","2796545","1131390","201824546","97","Existing One Or Two Family Residence","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255749","CL1091300110150001","8806 NE 100TH ST","LANGE MATTHEW F & HEATHER N","LANGE MATTHEW F & HEATHER N","ERROR: #N/A"
"8806",,"NE","100TH","ST","8806 NE 100TH ST","64157","1","22","2018","Residential","Additions, Alterations, Repairs","NA","0","$   2,500","2796545","1131390","201824603","97","Existing One Or Two Family Residence","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255749","CL1091300110150001","8806 NE 100TH ST","LANGE MATTHEW F & HEATHER N","LANGE MATTHEW F & HEATHER N","ERROR: #N/A"
"8806",,"NE","100TH","ST","8806 NE 100TH ST","64157","1","22","2018","Residential","Additions, Alterations, Repairs","NA","0","$   2,500","2796545","1131390","201824604","97","Existing One Or Two Family Residence","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255749","CL1091300110150001","8806 NE 100TH ST","LANGE MATTHEW F & HEATHER N","SAME","ERROR: #N/A"
"8809",,"NE","100TH","ST","8809 NE 100TH ST","64157","9","12","2014","Residential","New Construction","Single Family","1","$   127,967","2796678","1131250","201516883","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255740","CL1091700150190001","8809 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD HILLS 3RD PLAT LT 89"
"8809",,"NE","100TH","ST","8809 NE 100TH ST","64157","9","22","2014","Residential","New Construction","Single Family","0","$   4,300","2796678","1131250","201517346","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255740","CL1091700150190001","8809 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD HILLS 3RD PLAT LT 89"
"8809",,"NE","100TH","ST","8809 NE 100TH ST","64157","11","5","2014","Residential","New Construction","Single Family","0","$   4,350","2796678","1131250","201519699","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255740","CL1091700150190001","8809 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD HILLS 3RD PLAT LT 89"
"8809",,"NE","100TH","ST","8809 NE 100TH ST","64157","11","10","2014","Residential","New Construction","Single Family","0","$   4,190","2796678","1131250","201519975","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","255740","CL1091700150190001","8809 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD HILLS 3RD PLAT LT 89"
"8809",,"NE","100th","St","8809 NE 100th St","64157","9","11","2019","Residential","Additions, Alterations, Repairs","NA","0","$   1,500","2796678","1131250","CPER-2019-04127","97","Existing 1 or 2 Family Residence",,,"Clay","1","LIBERTY","255740","CL1091700150190001","8809 NE 100th St","McClure Electrical Services LLC","Jacob McClure","BRENTWOOD HILLS 3RD PLAT LT 89"
"8809",,"NE","100th","St","8809 NE 100th St","64157","9","24","2019","Residential","Additions, Alterations, Repairs","NA","0","$   1,500","2796678","1131250","CPER-2019-04125","97","Existing 1 or 2 Family Residence",,,"Clay","1","LIBERTY","255740","CL1091700150190001","8809 NE 100th St","McClure Electrical Services LLC","Jacob McClure","BRENTWOOD HILLS 3RD PLAT LT 89"
"8810",,"NE","100TH","ST","8810 NE 100TH ST","64157","7","26","2013","Residential","New Construction","Single Family","1","$   185,400","2796607","1131425","201413848","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255750","T1255.99","8810 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD HILLS 3RD PLAT LT 99"
"8810",,"NE","100TH","ST","8810 NE 100TH ST","64157","8","5","2013","Residential","New Construction","Single Family","0","$   4,400","2796607","1131425","201414231","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255750","T1255.99","8810 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD HILLS 3RD PLAT LT 99"
"8810",,"NE","100TH","ST","8810 NE 100TH ST","64157","9","3","2013","Residential","New Construction","Single Family","0","$   4,500","2796607","1131425","201415490","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255750","T1255.99","8810 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD HILLS 3RD PLAT LT 99"
"8810",,"NE","100TH","ST","8810 NE 100TH ST","64157","9","13","2013","Residential","New Construction","Single Family","0","$   4,190","2796607","1131425","201416106","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255750","T1255.99","8810 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD HILLS 3RD PLAT LT 99"
"8811",,"NE","100TH","ST","8811 NE 100TH ST","64157","3","6","2015","Residential","New Construction","Single Family","1","$   150,000","2796737","1131287","201525503","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255739","CL1091700150200001","8811 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD HILLS 3RD PLAT LT 88"
"8811",,"NE","100TH","ST","8811 NE 100TH ST","64157","3","10","2015","Residential","New Construction","Single Family","0","$   4,300","2796737","1131287","201525684","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255739","CL1091700150200001","8811 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD HILLS 3RD PLAT LT 88"
"8811",,"NE","100TH","ST","8811 NE 100TH ST","64157","6","1","2015","Residential","New Construction","Single Family","0","$   4,350","2796737","1131287","201611510","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255739","CL1091700150200001","8811 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD HILLS 3RD PLAT LT 88"
"8811",,"NE","100TH","ST","8811 NE 100TH ST","64157","7","8","2015","Residential","New Construction","Single Family","0","$   4,190","2796737","1131287","201613566","101","New Single Family Dwelling","BRENTWOOD HILLS - THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","255739","CL1091700150200001","8811 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD HILLS 3RD PLAT LT 88"
"9001",,"NE","100TH","ST","9001 NE 100TH ST","64157","7","23","2015","Residential","New Construction","Single Family","1","$   200,000","2797686","1131478","201614390","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257847","CL1091300050320001","9001 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 76"
"9001",,"NE","100TH","ST","9001 NE 100TH ST","64157","8","17","2015","Residential","New Construction","Single Family","0","$   4,600","2797686","1131478","201615768","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257847","CL1091300050320001","9001 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 76"
"9001",,"NE","100TH","ST","9001 NE 100TH ST","64157","11","4","2015","Residential","New Construction","Single Family","0","$   4,350","2797686","1131478","201619753","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257847","CL1091300050320001","9001 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 76"
"9001",,"NE","100TH","ST","9001 NE 100TH ST","64157","11","12","2015","Residential","New Construction","Single Family","0","$   4,980","2797686","1131478","201620114","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257847","CL1091300050320001","9001 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 76"
"9005",,"NE","100TH","ST","9005 NE 100TH ST","64157","7","1","2015","Residential","New Construction","Single Family","1","$   195,717","2797770","1131479","201613266","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310781","Clay","1","LIBERTY","257846","CL1091300050310001","9005 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 77"
"9005",,"NE","100TH","ST","9005 NE 100TH ST","64157","7","10","2015","Residential","New Construction","Single Family","0","$   4,600","2797770","1131479","201613708","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310781","Clay","1","LIBERTY","257846","CL1091300050310001","9005 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 77"
"9005",,"NE","100TH","ST","9005 NE 100TH ST","64157","11","4","2015","Residential","New Construction","Single Family","0","$   4,450","2797770","1131479","201619754","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310781","Clay","1","LIBERTY","257846","CL1091300050310001","9005 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 77"
"9005",,"NE","100TH","ST","9005 NE 100TH ST","64157","11","12","2015","Residential","New Construction","Single Family","0","$   5,850","2797770","1131479","201620113","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310781","Clay","1","LIBERTY","257846","CL1091300050310001","9005 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 77"
"9005",,"NE","100th","St","9005 NE 100th St","64157","1","11","2019","Residential","Additions, Alterations, Repairs","NA","0","$   518","2797770","1131479","CPER-2019-00150","97","Existing 1 or 2 Family Residence",,,"Clay","1","LIBERTY","257846","CL1091300050310001","9005 NE 100th St","ADT LLC","WILLIAM MAGNAH","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 77"
"9005",,"NE","100th","St","9005 NE 100th St","64157","10","15","2019","Residential","Additions, Alterations, Repairs","NA","0","$   251","2797770","1131479","CPER-2019-04726","97","Existing 1 or 2 Family Residence",,"Existing Single Family","Clay","1","LIBERTY","257846","CL1091300050310001","9005 NE 100th St","ADT LLC","WILLIAM MAGNAH","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 77"
"9006",,"NE","100TH","ST","9006 NE 100TH ST","64157","8","12","2015","Residential","New Construction","Single Family","1","$   197,000","2797784","1131665","201615527","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257851","CL1091300060060001","9006 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 117"
"9006",,"NE","100TH","ST","9006 NE 100TH ST","64157","9","4","2015","Residential","New Construction","Single Family","0","$   4,600","2797784","1131665","201616790","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257851","CL1091300060060001","9006 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 117"
"9006",,"NE","100TH","ST","9006 NE 100TH ST","64157","10","15","2015","Residential","New Construction","Single Family","0","$   4,400","2797784","1131665","201618789","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257851","CL1091300060060001","9006 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 117"
"9006",,"NE","100TH","ST","9006 NE 100TH ST","64157","10","26","2015","Residential","New Construction","Single Family","0","$   5,850","2797784","1131665","201619266","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257851","CL1091300060060001","9006 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 117"
"9006",,"NE","100TH","ST","9006 NE 100TH ST","64157","11","3","2015","Residential","New Construction","Single Family","0","$   700","2797784","1131665","201619721","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257851","CL1091300060060001","9006 NE 100TH ST","RAMPART SECURITY SYSTEMS","RHONDA ROOSA","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 117"
"9010",,"NE","100TH","ST","9010 NE 100TH ST","64157","11","10","2015","Residential","New Construction","Single Family","1","$   204,000","2797858","1131665","201620093","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257852","CL1091300060070001","9010 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 116"
"9010",,"NE","100TH","ST","9010 NE 100TH ST","64157","11","30","2015","Residential","New Construction","Single Family","0","$   3,500","2797858","1131665","201621020","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257852","CL1091300060070001","9010 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 116"
"9010",,"NE","100TH","ST","9010 NE 100TH ST","64157","1","4","2016","Residential","New Construction","Single Family","0","$   4,450","2797858","1131665","201622650","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257852","CL1091300060070001","9010 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 116"
"9010",,"NE","100TH","ST","9010 NE 100TH ST","64157","1","19","2016","Residential","New Construction","Single Family","0","$   4,190","2797858","1131665","201623315","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257852","CL1091300060070001","9010 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 116"
"9010",,"NE","100TH","ST","9010 NE 100TH ST","64157","1","29","2016","Residential","New Construction","Single Family","0","$   800","2797858","1131665","201623979","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","257852","CL1091300060070001","9010 NE 100TH ST","RAMPART SECURITY SYSTEMS","RHONDA ROOSA","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 116"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","1","4","2016","Residential","New Construction","Single Family","1","$   163,000","2797933","1131665","201622684","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310722","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","1","28","2016","Residential","New Construction","Single Family","0","$   3,500","2797933","1131665","201623901","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310722","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","3","2","2016","Residential","New Construction","Single Family","0","$   4,190","2797933","1131665","201625694","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310722","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","3","3","2016","Residential","New Construction","Single Family","0","$   4,400","2797933","1131665","201625725","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310722","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","7","8","2016","Residential","New Construction","Single Family","0","$   150","2797933","1131665","201713647","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","NEW SINGLE FAMILY PER MP 201310722","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","11","23","2016","Residential","Additions, Alterations, Repairs","NA","0","$   41,724","2797933","1131665","201721027","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","11","30","2016","Residential","Additions, Alterations, Repairs","NA","0","$   850","2797933","1131665","201721272","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","12","5","2016","Residential","Additions, Alterations, Repairs","NA","0","$   850","2797933","1131665","201721445","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","PALMER ELECTRIC COMPANY","HEATHER AMBROSE","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9014",,"NE","100TH","ST","9014 NE 100TH ST","64157","12","12","2016","Residential","Additions, Alterations, Repairs","NA","0","$   2,000","2797933","1131665","201721875","97","Existing One Or Two Family Residence","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257853","CL1091300060080001","9014 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 115"
"9015",,"NE","100TH","ST","9015 NE 100TH ST","64157","4","21","2014","Residential","New Construction","Single Family","1","$   211,062","2797924","1131478","201425345","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257844","CL1091300050290001","9015 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 79"
"9015",,"NE","100TH","ST","9015 NE 100TH ST","64157","5","9","2014","Residential","New Construction","Single Family","0","$   4,600","2797924","1131478","201510489","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257844","CL1091300050290001","9015 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 79"
"9015",,"NE","100TH","ST","9015 NE 100TH ST","64157","6","30","2014","Residential","New Construction","Single Family","0","$   4,450","2797924","1131478","201513009","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257844","CL1091300050290001","9015 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 79"
"9015",,"NE","100TH","ST","9015 NE 100TH ST","64157","7","15","2014","Residential","New Construction","Single Family","0","$   5,850","2797924","1131478","201513724","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257844","CL1091300050290001","9015 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 79"
"9018",,"NE","100TH","ST","9018 NE 100TH ST","64157","12","2","2014","Residential","New Construction","Single Family","1","$   185,400","2798008","1131665","201521064","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257854","CL1091300060090001","9018 NE 100TH ST","HEARTHSIDE HOMES OF KANSAS CITY, INC.","PERMIT SERVICE, INC.","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 114"
"9018",,"NE","100TH","ST","9018 NE 100TH ST","64157","12","19","2014","Residential","New Construction","Single Family","0","$   3,500","2798008","1131665","201522088","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257854","CL1091300060090001","9018 NE 100TH ST","NEWCOMER PLUMBING","PERMIT SERVICE INC","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 114"
"9018",,"NE","100TH","ST","9018 NE 100TH ST","64157","1","27","2015","Residential","New Construction","Single Family","0","$   4,530","2798008","1131665","201523496","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257854","CL1091300060090001","9018 NE 100TH ST","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 114"
"9018",,"NE","100TH","ST","9018 NE 100TH ST","64157","3","19","2015","Residential","New Construction","Single Family","0","$   4,190","2798008","1131665","201526249","101","New Single Family Dwelling","REPLAT OF BRENTWOOD CROSSING THIRD PLAT","SINGLE FAMILY","Clay","1","LIBERTY","257854","CL1091300060090001","9018 NE 100TH ST","A.F.C. HEATING AND COOLING COMPANY","DAVID SPELLERBERG","BRENTWOOD CROSSING 3RD PLAT REPLAT LT 114"
