"kiva_pin","county_apn","address_number","fraction","prefix","street","street_type","suite","combined_full_address","combined_streamlined_address","city","state","x_coordinate","y_coordinate","longitude","latitude","latitude_and_longitude","location_field"
"100514","CL0961700090230001","11146",,"N","OAK","TRFY",,"11146  N OAK TRFY ","11146 N OAK TRFY ","Kansas City","Missouri","2767277.599","1139683.487","-94.57572701","39.29658199","(39.29658199, -94.57572701)","OAK
Kansas City, Missouri 
(39.29658199, -94.57572701)"
"100515","CL0961700090220001","11147",,"N","MCGEE","ST",,"11147  N MCGEE ST ","11147 N MCGEE ST ","Kansas City","Missouri","2767133.376","1139685.016","-94.57623664","39.29658586","(39.29658586, -94.57623664)","MCGEE
Kansas City, Missouri 
(39.29658586, -94.57623664)"
"100516","CL0961700090240001","11148",,"N","OAK","TRFY",,"11148  N OAK TRFY ","11148 N OAK TRFY ","Kansas City","Missouri","2767278.609","1139781.965","-94.57572374","39.29685238","(39.29685238, -94.57572374)","OAK
Kansas City, Missouri 
(39.29685238, -94.57572374)"
"100517","CL0961700090210001","11155",,"N","MCGEE","ST",,"11155  N MCGEE ST ","11155 N MCGEE ST ","Kansas City","Missouri","2767134.284","1139783.518","-94.57623372","39.29685631","(39.29685631, -94.57623372)","MCGEE
Kansas City, Missouri 
(39.29685631, -94.57623372)"
"100517","CL0961700090210001","11157",,"N","MCGEE","ST",,"11157  N MCGEE ST ","11157 N MCGEE ST ","Kansas City","Missouri","2767134.284","1139783.518","-94.57623372","39.29685631","(39.29685631, -94.57623372)","MCGEE
Kansas City, Missouri 
(39.29685631, -94.57623372)"
"100517","CL0961700090210001","11159",,"N","MCGEE","ST",,"11159  N MCGEE ST ","11159 N MCGEE ST ","Kansas City","Missouri","2767134.284","1139783.518","-94.57623372","39.29685631","(39.29685631, -94.57623372)","MCGEE
Kansas City, Missouri 
(39.29685631, -94.57623372)"
"100517","CL0961700090210001","11161",,"N","MCGEE","ST",,"11161  N MCGEE ST ","11161 N MCGEE ST ","Kansas City","Missouri","2767134.284","1139783.518","-94.57623372","39.29685631","(39.29685631, -94.57623372)","MCGEE
Kansas City, Missouri 
(39.29685631, -94.57623372)"
"100519","CL0961700090270001","11212",,"N","OAK","TRFY",,"11212  N OAK TRFY ","11212 N OAK TRFY ","Kansas City","Missouri","2767260.697","1140280.889","-94.57578851","39.29822217","(39.29822217, -94.57578851)","OAK
Kansas City, Missouri 
(39.29822217, -94.57578851)"
"10052","JA28310302000000000","1002",,,"MYRTLE","AVE",,"1002   MYRTLE AVE ","1002  MYRTLE AVE ","Kansas City","Missouri","2778446.134","1068261.478","-94.53616155","39.10050216","(39.10050216, -94.53616155)","MYRTLE
Kansas City, Missouri 
(39.10050216, -94.53616155)"
"100520","CL0961700090260101","11208",,"N","OAK","TRFY",,"11208  N OAK TRFY ","11208 N OAK TRFY ","Kansas City","Missouri","2767174.992","1140120.109","-94.57609088","39.29778054","(39.29778054, -94.57609088)","OAK
Kansas City, Missouri 
(39.29778054, -94.57609088)"
"100520","CL0961700090260101","11210",,"N","OAK","TRFY",,"11210  N OAK TRFY ","11210 N OAK TRFY ","Kansas City","Missouri","2767174.992","1140120.109","-94.57609088","39.29778054","(39.29778054, -94.57609088)","OAK
Kansas City, Missouri 
(39.29778054, -94.57609088)"
"100521","CL0961700090260001","11204",,"N","OAK","TRFY",,"11204  N OAK TRFY ","11204 N OAK TRFY ","Kansas City","Missouri","2767174.425","1140001.413","-94.57609253","39.29745465","(39.29745465, -94.57609253)","OAK
Kansas City, Missouri 
(39.29745465, -94.57609253)"
"100523","CL0961700090290001","309",,"NE","114TH","ST",,"309  NE 114TH ST ","309 NE 114TH ST ","Kansas City","Missouri","2767185.013","1140830.254","-94.57605758","39.29973033","(39.29973033, -94.57605758)","114TH
Kansas City, Missouri 
(39.29973033, -94.57605758)"
"100525","CL0961700090040001","11321",,"N","MAIN","ST",,"11321  N MAIN ST ","11321 N MAIN ST ","Kansas City","Missouri","2766195.538","1140810.064","-94.57955405","39.29967256","(39.29967256, -94.57955405)","MAIN
Kansas City, Missouri 
(39.29967256, -94.57955405)"
"100526","CL0961700090030001","11323",,"N","MAIN","ST",,"11323  N MAIN ST ","11323 N MAIN ST ","Kansas City","Missouri","2766196.505","1140890.556","-94.57955088","39.29989356","(39.29989356, -94.57955088)","MAIN
Kansas City, Missouri 
(39.29989356, -94.57955088)"
"100528","CL0961700090180001","11241",,"N","MAIN","ST",,"11241  N MAIN ST ","11241 N MAIN ST ","Kansas City","Missouri","2766156.103","1140302.809","-94.57969182","39.29827975","(39.29827975, -94.57969182)","MAIN
Kansas City, Missouri 
(39.29827975, -94.57969182)"
"100529","CL0961700090070001","11307",,"N","MAIN","ST",,"11307  N MAIN ST ","11307 N MAIN ST ","Kansas City","Missouri","2766193.447","1140584.99","-94.57956074","39.29905459","(39.29905459, -94.57956074)","MAIN
Kansas City, Missouri 
(39.29905459, -94.57956074)"
"10053","JA28310301900000000","1004",,,"MYRTLE","AVE",,"1004   MYRTLE AVE ","1004  MYRTLE AVE ","Kansas City","Missouri","2778444.909","1068230.341","-94.53616582","39.10041666","(39.10041666, -94.53616582)","MYRTLE
Kansas City, Missouri 
(39.10041666, -94.53616582)"
"100530","CL0961700090080001","11301",,"N","MAIN","ST",,"11301  N MAIN ST ","11301 N MAIN ST ","Kansas City","Missouri","2766192.171","1140477.174","-94.57956491","39.29875857","(39.29875857, -94.57956491)","MAIN
Kansas City, Missouri 
(39.29875857, -94.57956491)"
"100531","CL0961700090170001","7",,"NE","113TH","ST",,"7  NE 113TH ST ","7 NE 113TH ST ","Kansas City","Missouri","2766255.983","1140301.318","-94.57933888","39.2982759","(39.2982759, -94.57933888)","113TH
Kansas City, Missouri 
(39.2982759, -94.57933888)"
"100536","CL0961700090190001","11241",,"N","NASHUA","DR",,"11241  N NASHUA DR ","11241 N NASHUA DR ","Kansas City","Missouri","2766407.55","1139989.871","-94.57880233","39.29742116","(39.29742116, -94.57880233)","NASHUA
Kansas City, Missouri 
(39.29742116, -94.57880233)"
"100537","CL0961700100150001","11137",,"N","MAIN","ST",,"11137  N MAIN ST ","11137 N MAIN ST ","Kansas City","Missouri","2766079.459","1139772.286","-94.579961","39.29682297","(39.29682297, -94.579961)","MAIN
Kansas City, Missouri 
(39.29682297, -94.579961)"
"100538","CL0961700100160001","11133",,"N","MAIN","ST",,"11133  N MAIN ST ","11133 N MAIN ST ","Kansas City","Missouri","2766113.175","1139720.98","-94.5798417","39.29668218","(39.29668218, -94.5798417)","MAIN
Kansas City, Missouri 
(39.29668218, -94.5798417)"
"100539","CL0961800010080001","11535",,"N","CHARLOTTE","ST",,"11535  N CHARLOTTE ST ","11535 N CHARLOTTE ST ","Kansas City","Missouri","2769175.225","1142173.726","-94.56902834","39.30342333","(39.30342333, -94.56902834)","CHARLOTTE
Kansas City, Missouri 
(39.30342333, -94.56902834)"
"10054","JA28310301800000000","1008",,,"MYRTLE","AVE",,"1008   MYRTLE AVE ","1008  MYRTLE AVE ","Kansas City","Missouri","2778443.713","1068199.834","-94.53616999","39.1003329","(39.1003329, -94.53616999)","MYRTLE
Kansas City, Missouri 
(39.1003329, -94.53616999)"
"100540","CL0961800010070001","807",,"NE","COOKINGHAM","DR",,"807  NE COOKINGHAM DR ","807 NE COOKINGHAM DR ","Kansas City","Missouri","2769286.891","1142172.339","-94.56863372","39.30341975","(39.30341975, -94.56863372)","COOKINGHAM
Kansas City, Missouri 
(39.30341975, -94.56863372)"
"100541","CL0961800010060001","813",,"NE","COOKINGHAM","DR",,"813  NE COOKINGHAM DR ","813 NE COOKINGHAM DR ","Kansas City","Missouri","2769399.105","1142171.174","-94.56823716","39.30341679","(39.30341679, -94.56823716)","COOKINGHAM
Kansas City, Missouri 
(39.30341679, -94.56823716)"
"100542","CL0961800010050001","819",,"NE","COOKINGHAM","DR",,"819  NE COOKINGHAM DR ","819 NE COOKINGHAM DR ","Kansas City","Missouri","2769512.666","1142169.949","-94.56783584","39.30341366","(39.30341366, -94.56783584)","COOKINGHAM
Kansas City, Missouri 
(39.30341366, -94.56783584)"
"100543","CL0961800010040001","901",,"NE","COOKINGHAM","DR",,"901  NE COOKINGHAM DR ","901 NE COOKINGHAM DR ","Kansas City","Missouri","2769626.718","1142168.604","-94.56743279","39.3034102","(39.3034102, -94.56743279)","COOKINGHAM
Kansas City, Missouri 
(39.3034102, -94.56743279)"
"100544","CL0961800010030001","907",,"NE","COOKINGHAM","DR",,"907  NE COOKINGHAM DR ","907 NE COOKINGHAM DR ","Kansas City","Missouri","2769741.503","1142167.249","-94.56702714","39.30340671","(39.30340671, -94.56702714)","COOKINGHAM
Kansas City, Missouri 
(39.30340671, -94.56702714)"
"100545","CL0961800010020001","913",,"NE","COOKINGHAM","DR",,"913  NE COOKINGHAM DR ","913 NE COOKINGHAM DR ","Kansas City","Missouri","2769857.768","1142166.036","-94.56661627","39.30340362","(39.30340362, -94.56661627)","COOKINGHAM
Kansas City, Missouri 
(39.30340362, -94.56661627)"
"100546","CL0961800010010001","919",,"NE","COOKINGHAM","DR",,"919  NE COOKINGHAM DR ","919 NE COOKINGHAM DR ","Kansas City","Missouri","2769975.18","1142164.677","-94.56620134","39.30340013","(39.30340013, -94.56620134)","COOKINGHAM
Kansas City, Missouri 
(39.30340013, -94.56620134)"
"100547","CL0961800010160001","918",,"NE","115TH","TER",,"918  NE 115TH TER ","918 NE 115TH TER ","Kansas City","Missouri","2769932.599","1142029.049","-94.56635147","39.30302766","(39.30302766, -94.56635147)","115TH
Kansas City, Missouri 
(39.30302766, -94.56635147)"
"10055","JA28310301700000000","3822",,"E","10TH","TER",,"3822  E 10TH TER ","3822 E 10TH TER ","Kansas City","Missouri","2778378.755","1068256.912","-94.53639897","39.10048955","(39.10048955, -94.53639897)","10TH
Kansas City, Missouri 
(39.10048955, -94.53639897)"
"100550","CL0961800010130001","900",,"NE","115TH","TER",,"900  NE 115TH TER ","900 NE 115TH TER ","Kansas City","Missouri","2769614.096","1142031.869","-94.56747703","39.30303476","(39.30303476, -94.56747703)","115TH
Kansas City, Missouri 
(39.30303476, -94.56747703)"
"100551","CL0961800010120001","818",,"NE","115TH","TER",,"818  NE 115TH TER ","818 NE 115TH TER ","Kansas City","Missouri","2769509.349","1142032.569","-94.5678472","39.30303646","(39.30303646, -94.5678472)","115TH
Kansas City, Missouri 
(39.30303646, -94.5678472)"
"100552","CL0961800010110001","812",,"NE","115TH","TER",,"812  NE 115TH TER ","812 NE 115TH TER ","Kansas City","Missouri","2769403.613","1142033.606","-94.56822086","39.30303909","(39.30303909, -94.56822086)","115TH
Kansas City, Missouri 
(39.30303909, -94.56822086)"
"100553","CL0961800010100001","806",,"NE","115TH","TER",,"806  NE 115TH TER ","806 NE 115TH TER ","Kansas City","Missouri","2769294.89","1142034.673","-94.56860508","39.30304179","(39.30304179, -94.56860508)","115TH
Kansas City, Missouri 
(39.30304179, -94.56860508)"
"100554","CL0961800010090001","800",,"NE","115TH","TER",,"800  NE 115TH TER ","800 NE 115TH TER ","Kansas City","Missouri","2769179.226","1142035.584","-94.56901383","39.30304406","(39.30304406, -94.56901383)","115TH
Kansas City, Missouri 
(39.30304406, -94.56901383)"
"100555","CL0961800170100001","11515",,"N","CHARLOTTE","ST",,"11515  N CHARLOTTE ST ","11515 N CHARLOTTE ST ","Kansas City","Missouri","2769167.509","1141836.299","-94.56905469","39.30249688","(39.30249688, -94.56905469)","CHARLOTTE
Kansas City, Missouri 
(39.30249688, -94.56905469)"
"100556","CL0961800170090001","807",,"NE","115TH","TER",,"807  NE 115TH TER ","807 NE 115TH TER ","Kansas City","Missouri","2769267.918","1141835.401","-94.56869986","39.30249462","(39.30249462, -94.56869986)","115TH
Kansas City, Missouri 
(39.30249462, -94.56869986)"
"100557","CL0961800170080001","815",,"NE","115TH","TER",,"815  NE 115TH TER ","815 NE 115TH TER ","Kansas City","Missouri","2769368.368","1141834.502","-94.56834488","39.30249236","(39.30249236, -94.56834488)","115TH
Kansas City, Missouri 
(39.30249236, -94.56834488)"
"100558","CL0961800170070001","819",,"NE","115TH","TER",,"819  NE 115TH TER ","819 NE 115TH TER ","Kansas City","Missouri","2769468.826","1141833.603","-94.56798987","39.3024901","(39.3024901, -94.56798987)","115TH
Kansas City, Missouri 
(39.3024901, -94.56798987)"
"100559","CL0961800170060001","901",,"NE","115TH","TER",,"901  NE 115TH TER ","901 NE 115TH TER ","Kansas City","Missouri","2769544.18","1141832.928","-94.56772358","39.3024884","(39.3024884, -94.56772358)","115TH
Kansas City, Missouri 
(39.3024884, -94.56772358)"
"10056","JA28310301600000000","3820",,"E","10TH","TER",,"3820  E 10TH TER ","3820 E 10TH TER ","Kansas City","Missouri","2778344.868","1068258.475","-94.53651838","39.1004938","(39.1004938, -94.53651838)","10TH
Kansas City, Missouri 
(39.1004938, -94.53651838)"
"100560","CL0961800170050001","903",,"NE","115TH","TER",,"903  NE 115TH TER ","903 NE 115TH TER ","Kansas City","Missouri","2769594.426","1141832.476","-94.56754602","39.30248727","(39.30248727, -94.56754602)","115TH
Kansas City, Missouri 
(39.30248727, -94.56754602)"
"100561","CL0961800170040001","907",,"NE","115TH","TER",,"907  NE 115TH TER ","907 NE 115TH TER ","Kansas City","Missouri","2769669.826","1141831.797","-94.56727956","39.30248556","(39.30248556, -94.56727956)","115TH
Kansas City, Missouri 
(39.30248556, -94.56727956)"
"100562","CL0961800170030001","913",,"NE","115TH","TER",,"913  NE 115TH TER ","913 NE 115TH TER ","Kansas City","Missouri","2769770.355","1141830.899","-94.5669243","39.30248329","(39.30248329, -94.5669243)","115TH
Kansas City, Missouri 
(39.30248329, -94.5669243)"
"100563","CL0961800170020001","919",,"NE","115TH","TER",,"919  NE 115TH TER ","919 NE 115TH TER ","Kansas City","Missouri","2769870.897","1141830.001","-94.566569","39.30248103","(39.30248103, -94.566569)","115TH
Kansas City, Missouri 
(39.30248103, -94.566569)"
"100564","CL0961800170010001","1001",,"NE","115TH","TER",,"1001  NE 115TH TER ","1001 NE 115TH TER ","Kansas City","Missouri","2769966.613","1141829.287","-94.56623075","39.30247927","(39.30247927, -94.56623075)","115TH
Kansas City, Missouri 
(39.30247927, -94.56623075)"
"100565","CL0961800170190001","1000",,"NE","115TH","ST",,"1000  NE 115TH ST ","1000 NE 115TH ST ","Kansas City","Missouri","2769964.857","1141677.69","-94.56623656","39.30206304","(39.30206304, -94.56623656)","115TH
Kansas City, Missouri 
(39.30206304, -94.56623656)"
"100566","CL0961800170180001","918",,"NE","115TH","ST",,"918  NE 115TH ST ","918 NE 115TH ST ","Kansas City","Missouri","2769869.651","1141678.446","-94.56657301","39.30206493","(39.30206493, -94.56657301)","115TH
Kansas City, Missouri 
(39.30206493, -94.56657301)"
"100567","CL0961800170160001","906",,"NE","115TH","ST",,"906  NE 115TH ST ","906 NE 115TH ST ","Kansas City","Missouri","2769718.909","1141679.834","-94.56710571","39.30206843","(39.30206843, -94.56710571)","115TH
Kansas City, Missouri 
(39.30206843, -94.56710571)"
"100568","CL0961800170150001","900",,"NE","115TH","ST",,"900  NE 115TH ST ","900 NE 115TH ST ","Kansas City","Missouri","2769568.184","1141681.23","-94.56763835","39.30207195","(39.30207195, -94.56763835)","115TH
Kansas City, Missouri 
(39.30207195, -94.56763835)"
"100569","CL0961800170140001","818",,"NE","115TH","ST",,"818  NE 115TH ST ","818 NE 115TH ST ","Kansas City","Missouri","2769467.742","1141682.155","-94.5679933","39.30207429","(39.30207429, -94.5679933)","115TH
Kansas City, Missouri 
(39.30207429, -94.5679933)"
"10057","JA28310301500000000","3818",,"E","10TH","TER",,"3818  E 10TH TER ","3818 E 10TH TER ","Kansas City","Missouri","2778311.488","1068260.014","-94.53663601","39.10049799","(39.10049799, -94.53663601)","10TH
Kansas City, Missouri 
(39.10049799, -94.53663601)"
"100570","CL0961800170130001","812",,"NE","115TH","ST",,"812  NE 115TH ST ","812 NE 115TH ST ","Kansas City","Missouri","2769369.309","1141683.059","-94.56834115","39.30207657","(39.30207657, -94.56834115)","115TH
Kansas City, Missouri 
(39.30207657, -94.56834115)"
"100571","CL0961800170120001","806",,"NE","115TH","ST",,"806  NE 115TH ST ","806 NE 115TH ST ","Kansas City","Missouri","2769268.909","1141683.983","-94.56869595","39.30207889","(39.30207889, -94.56869595)","115TH
Kansas City, Missouri 
(39.30207889, -94.56869595)"
"100572","CL0961800170110001","11505",,"N","CHARLOTTE","ST",,"11505  N CHARLOTTE ST ","11505 N CHARLOTTE ST ","Kansas City","Missouri","2769166.53","1141684.926","-94.56905775","39.30208127","(39.30208127, -94.56905775)","CHARLOTTE
Kansas City, Missouri 
(39.30208127, -94.56905775)"
"100573","CL0961800160090001","801",,"NE","115TH","ST",,"801  NE 115TH ST ","801 NE 115TH ST ","Kansas City","Missouri","2769164.83","1141482.292","-94.56906321","39.30152492","(39.30152492, -94.56906321)","115TH
Kansas City, Missouri 
(39.30152492, -94.56906321)"
"100574","CL0961800160080001","805",,"NE","115TH","ST",,"805  NE 115TH ST ","805 NE 115TH ST ","Kansas City","Missouri","2769265.155","1141481.513","-94.56870868","39.30152299","(39.30152299, -94.56870868)","115TH
Kansas City, Missouri 
(39.30152299, -94.56870868)"
"100575","CL0961800160070001","811",,"NE","115TH","ST",,"811  NE 115TH ST ","811 NE 115TH ST ","Kansas City","Missouri","2769365.509","1141480.736","-94.56835404","39.30152106","(39.30152106, -94.56835404)","115TH
Kansas City, Missouri 
(39.30152106, -94.56835404)"
"100576","CL0961800160060001","817",,"NE","115TH","ST",,"817  NE 115TH ST ","817 NE 115TH ST ","Kansas City","Missouri","2769465.884","1141479.963","-94.56799933","39.30151915","(39.30151915, -94.56799933)","115TH
Kansas City, Missouri 
(39.30151915, -94.56799933)"
"100577","CL0961800160050001","901",,"NE","115TH","ST",,"901  NE 115TH ST ","901 NE 115TH ST ","Kansas City","Missouri","2769566.28","1141479.186","-94.56764455","39.30151722","(39.30151722, -94.56764455)","115TH
Kansas City, Missouri 
(39.30151722, -94.56764455)"
"100578","CL0961800160040001","907",,"NE","115TH","ST",,"907  NE 115TH ST ","907 NE 115TH ST ","Kansas City","Missouri","2769666.684","1141478.409","-94.56728974","39.30151529","(39.30151529, -94.56728974)","115TH
Kansas City, Missouri 
(39.30151529, -94.56728974)"
"100579","CL0961800160030001","915",,"NE","115TH","ST",,"915  NE 115TH ST ","915 NE 115TH ST ","Kansas City","Missouri","2769767.122","1141477.634","-94.56693481","39.30151337","(39.30151337, -94.56693481)","115TH
Kansas City, Missouri 
(39.30151337, -94.56693481)"
"10058","JA28310301400000000","3816",,"E","10TH","TER",,"3816  E 10TH TER ","3816 E 10TH TER ","Kansas City","Missouri","2778278.634","1068261.529","-94.53675178","39.10050211","(39.10050211, -94.53675178)","10TH
Kansas City, Missouri 
(39.10050211, -94.53675178)"
"100580","CL0961800160020001","919",,"NE","115TH","ST",,"919  NE 115TH ST ","919 NE 115TH ST ","Kansas City","Missouri","2769867.593","1141476.855","-94.56657976","39.30151143","(39.30151143, -94.56657976)","115TH
Kansas City, Missouri 
(39.30151143, -94.56657976)"
"100581","CL0961800160010001","1001",,"NE","115TH","ST",,"1001  NE 115TH ST ","1001 NE 115TH ST ","Kansas City","Missouri","2769962.915","1141476.163","-94.5662429","39.30150973","(39.30150973, -94.5662429)","115TH
Kansas City, Missouri 
(39.30150973, -94.5662429)"
"100582","CL0961800160180001","1000",,"NE","114TH","TER",,"1000  NE 114TH TER ","1000 NE 114TH TER ","Kansas City","Missouri","2769911.218","1141325.607","-94.5664252","39.30109626","(39.30109626, -94.5664252)","114TH
Kansas City, Missouri 
(39.30109626, -94.5664252)"
"100583","CL0961800160160001","914",,"NE","114TH","TER",,"914  NE 114TH TER ","914 NE 114TH TER ","Kansas City","Missouri","2769765.972","1141326.854","-94.56693848","39.30109939","(39.30109939, -94.56693848)","114TH
Kansas City, Missouri 
(39.30109939, -94.56693848)"
"100584","CL0961800160150001","906",,"NE","114TH","TER",,"906  NE 114TH TER ","906 NE 114TH TER ","Kansas City","Missouri","2769665.568","1141327.754","-94.56729329","39.30110166","(39.30110166, -94.56729329)","114TH
Kansas City, Missouri 
(39.30110166, -94.56729329)"
"100585","CL0961800160140001","900",,"NE","114TH","TER",,"900  NE 114TH TER ","900 NE 114TH TER ","Kansas City","Missouri","2769565.197","1141328.654","-94.56764798","39.30110392","(39.30110392, -94.56764798)","114TH
Kansas City, Missouri 
(39.30110392, -94.56764798)"
"100586","CL0961800160130001","818",,"NE","114TH","TER",,"818  NE 114TH TER ","818 NE 114TH TER ","Kansas City","Missouri","2769464.838","1141329.556","-94.56800263","39.30110619","(39.30110619, -94.56800263)","114TH
Kansas City, Missouri 
(39.30110619, -94.56800263)"
"100587","CL0961800160120001","812",,"NE","114TH","TER",,"812  NE 114TH TER ","812 NE 114TH TER ","Kansas City","Missouri","2769364.501","1141330.456","-94.5683572","39.30110845","(39.30110845, -94.5683572)","114TH
Kansas City, Missouri 
(39.30110845, -94.5683572)"
"100588","CL0961800160110001","806",,"NE","114TH","TER",,"806  NE 114TH TER ","806 NE 114TH TER ","Kansas City","Missouri","2769264.18","1141331.357","-94.56871172","39.30111072","(39.30111072, -94.56871172)","114TH
Kansas City, Missouri 
(39.30111072, -94.56871172)"
"100589","CL0961800160100001","800",,"NE","114TH","TER",,"800  NE 114TH TER ","800 NE 114TH TER ","Kansas City","Missouri","2769163.905","1141332.257","-94.56906607","39.30111298","(39.30111298, -94.56906607)","114TH
Kansas City, Missouri 
(39.30111298, -94.56906607)"
"10059","JA28310301300000000","3814",,"E","10TH","TER",,"3814  E 10TH TER ","3814 E 10TH TER ","Kansas City","Missouri","2778245.255","1068263.071","-94.5368694","39.10050631","(39.10050631, -94.5368694)","10TH
Kansas City, Missouri 
(39.10050631, -94.5368694)"
"100590","CL0961800150090001","801",,"NE","114TH","TER",,"801  NE 114TH TER ","801 NE 114TH TER ","Kansas City","Missouri","2769162.072","1141130.807","-94.56907201","39.30055988","(39.30055988, -94.56907201)","114TH
Kansas City, Missouri 
(39.30055988, -94.56907201)"
"100591","CL0961800150080001","807",,"NE","114TH","TER",,"807  NE 114TH TER ","807 NE 114TH TER ","Kansas City","Missouri","2769262.309","1141129.926","-94.56871779","39.30055767","(39.30055767, -94.56871779)","114TH
Kansas City, Missouri 
(39.30055767, -94.56871779)"
"100592","CL0961800150070001","813",,"NE","114TH","TER",,"813  NE 114TH TER ","813 NE 114TH TER ","Kansas City","Missouri","2769362.572","1141129.044","-94.56836348","39.30055546","(39.30055546, -94.56836348)","114TH
Kansas City, Missouri 
(39.30055546, -94.56836348)"
"100593","CL0961800150060001","819",,"NE","114TH","TER",,"819  NE 114TH TER ","819 NE 114TH TER ","Kansas City","Missouri","2769462.847","1141128.163","-94.56800913","39.30055324","(39.30055324, -94.56800913)","114TH
Kansas City, Missouri 
(39.30055324, -94.56800913)"
"100594","CL0961800150050001","901",,"NE","114TH","TER",,"901  NE 114TH TER ","901 NE 114TH TER ","Kansas City","Missouri","2769563.151","1141127.282","-94.56765468","39.30055103","(39.30055103, -94.56765468)","114TH
Kansas City, Missouri 
(39.30055103, -94.56765468)"
"100595","CL0961800150040001","907",,"NE","114TH","TER",,"907  NE 114TH TER ","907 NE 114TH TER ","Kansas City","Missouri","2769663.476","1141126.401","-94.56730015","39.30054882","(39.30054882, -94.56730015)","114TH
Kansas City, Missouri 
(39.30054882, -94.56730015)"
"100596","CL0961800150030001","913",,"NE","114TH","TER",,"913  NE 114TH TER ","913 NE 114TH TER ","Kansas City","Missouri","2769763.809","1141125.52","-94.56694559","39.3005466","(39.3005466, -94.56694559)","114TH
Kansas City, Missouri 
(39.3005466, -94.56694559)"
"100597","CL0961800150010001","1001",,"NE","114TH","TER",,"1001  NE 114TH TER ","1001 NE 114TH TER ","Kansas City","Missouri","2769908.776","1141124.25","-94.56643331","39.30054341","(39.30054341, -94.56643331)","114TH
Kansas City, Missouri 
(39.30054341, -94.56643331)"
"100598","CL0961800150180001","1000",,"NE","114TH","ST",,"1000  NE 114TH ST ","1000 NE 114TH ST ","Kansas City","Missouri","2769957.438","1140974.597","-94.56626096","39.30013262","(39.30013262, -94.56626096)","114TH
Kansas City, Missouri 
(39.30013262, -94.56626096)"
"100599","CL0961800150170001","916",,"NE","114TH","ST",,"916  NE 114TH ST ","916 NE 114TH ST ","Kansas City","Missouri","2769862.647","1140975.385","-94.56659593","39.30013459","(39.30013459, -94.56659593)","114TH
Kansas City, Missouri 
(39.30013459, -94.56659593)"
"1006","JA46320032400000000","3022",,"E","60TH","ST",,"3022  E 60TH ST ","3022 E 60TH ST ","Kansas City","Missouri","2774443.547","1038114.985","-94.55020705","39.01772367","(39.01772367, -94.55020705)","60TH
Kansas City, Missouri 
(39.01772367, -94.55020705)"
"100600","CL0961800150160001","912",,"NE","114TH","ST",,"912  NE 114TH ST ","912 NE 114TH ST ","Kansas City","Missouri","2769762.322","1140976.212","-94.56695046","39.30013666","(39.30013666, -94.56695046)","114TH
Kansas City, Missouri 
(39.30013666, -94.56695046)"
"100601","CL0961800150150001","906",,"NE","114TH","ST",,"906  NE 114TH ST ","906 NE 114TH ST ","Kansas City","Missouri","2769662.013","1140977.041","-94.56730492","39.30013873","(39.30013873, -94.56730492)","114TH
Kansas City, Missouri 
(39.30013873, -94.56730492)"
"100602","CL0961800150140001","900",,"NE","114TH","ST",,"900  NE 114TH ST ","900 NE 114TH ST ","Kansas City","Missouri","2769561.73","1140977.868","-94.5676593","39.3001408","(39.3001408, -94.5676593)","114TH
Kansas City, Missouri 
(39.3001408, -94.5676593)"
"100603","CL0961800150130001","818",,"NE","114TH","ST",,"818  NE 114TH ST ","818 NE 114TH ST ","Kansas City","Missouri","2769461.463","1140978.695","-94.56801362","39.30014286","(39.30014286, -94.56801362)","114TH
Kansas City, Missouri 
(39.30014286, -94.56801362)"
"100604","CL0961800150120001","812",,"NE","114TH","ST",,"812  NE 114TH ST ","812 NE 114TH ST ","Kansas City","Missouri","2769361.222","1140979.524","-94.56836785","39.30014493","(39.30014493, -94.56836785)","114TH
Kansas City, Missouri 
(39.30014493, -94.56836785)"
"100606","CL0961800060040001","701",,"NE","114TH","TER",,"701  NE 114TH TER ","701 NE 114TH TER ","Kansas City","Missouri","2768710.497","1141134.911","-94.57066778","39.30057019","(39.30057019, -94.57066778)","114TH
Kansas City, Missouri 
(39.30057019, -94.57066778)"
"100607","CL0961800060030001","707",,"NE","114TH","TER",,"707  NE 114TH TER ","707 NE 114TH TER ","Kansas City","Missouri","2768810.655","1141133.953","-94.57031384","39.30056777","(39.30056777, -94.57031384)","114TH
Kansas City, Missouri 
(39.30056777, -94.57031384)"
"100608","CL0961800060020001","713",,"NE","114TH","TER",,"713  NE 114TH TER ","713 NE 114TH TER ","Kansas City","Missouri","2768910.83","1141132.997","-94.56995984","39.30056536","(39.30056536, -94.56995984)","114TH
Kansas City, Missouri 
(39.30056536, -94.56995984)"
"100609","CL0961800060010001","719",,"NE","114TH","TER",,"719  NE 114TH TER ","719 NE 114TH TER ","Kansas City","Missouri","2769010.997","1141132.168","-94.56960587","39.3005633","(39.3005633, -94.56960587)","114TH
Kansas City, Missouri 
(39.3005633, -94.56960587)"
"10061","JA28310301200000000","3812",,"E","10TH","TER",,"3812  E 10TH TER ","3812 E 10TH TER ","Kansas City","Missouri","2778200.913","1068226.356","-94.5370256","39.10040545","(39.10040545, -94.5370256)","10TH
Kansas City, Missouri 
(39.10040545, -94.5370256)"
