"fiscal_year","service","department","program","expense_category","posted_at_fund_name","fund_type","budget_object_name","expense_type","byproposed_submitted_budget_2017_18_budget_data","byadopted_adopted_budget_2017_18_budget_data"
"2018","Finance and Governance","Human Resources","Classification and Compensation","Contractual Services","General Fund","Tax Supported Funds","Prof Svcs Not Otherwise Specif","Operating Expense","1000","1000"
"2018","Finance and Governance","Human Resources","Classification and Compensation","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","336","336"
"2018","Finance and Governance","Human Resources","Classification and Compensation","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","55608","55608"
"2018","Finance and Governance","Human Resources","Classification and Compensation","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","23885","23885"
"2018","Finance and Governance","Human Resources","Classification and Compensation","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","40124","40124"
"2018","Finance and Governance","Human Resources","Classification and Compensation","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","312227","312227"
"2018","Finance and Governance","Human Resources","Education and Training","Commodities","General Fund","Tax Supported Funds","Training Materials","Operating Expense","10000","10000"
"2018","Finance and Governance","Human Resources","Education and Training","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","2000","2000"
"2018","Finance and Governance","Human Resources","Education and Training","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","1280","1280"
"2018","Finance and Governance","Human Resources","Education and Training","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","4406","4406"
"2018","Finance and Governance","Human Resources","Education and Training","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","4640","4640"
"2018","Finance and Governance","Human Resources","Education and Training","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","234","234"
"2018","Finance and Governance","Human Resources","Education and Training","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","4773","4773"
"2018","Finance and Governance","Human Resources","Education and Training","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","12000","12000"
"2018","Finance and Governance","Human Resources","Education and Training","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","250","250"
"2018","Finance and Governance","Human Resources","Education and Training","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","84475","84475"
"2018","Finance and Governance","Human Resources","Education and Training","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","238","238"
"2018","Finance and Governance","Human Resources","Education and Training","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","49666","49666"
"2018","Finance and Governance","Human Resources","Education and Training","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","16927","16927"
"2018","Finance and Governance","Human Resources","Education and Training","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","28435","28435"
"2018","Finance and Governance","Human Resources","Education and Training","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","221267","221267"
"2018","Public Safety","Police","Executive Services Bureau","Contractual Services","General Fund",,"Dues And Memberships","Operating Expense","24462","24462"
"2018","Finance and Governance","Human Resources","HR Information Systems Support","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1500","1500"
"2018","Finance and Governance","Human Resources","HR Information Systems Support","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","2292","2292"
"2018","Finance and Governance","Human Resources","HR Information Systems Support","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","1596","1596"
"2018","Finance and Governance","Human Resources","HR Information Systems Support","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","209","209"
"2018","Finance and Governance","Human Resources","HR Information Systems Support","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","38617","38617"
"2018","Finance and Governance","Human Resources","HR Information Systems Support","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","14875","14875"
"2018","Finance and Governance","Human Resources","HR Information Systems Support","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","24988","24988"
"2018","Finance and Governance","Human Resources","HR Information Systems Support","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","194446","194446"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1500","1500"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","39000","39000"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Honorariums","Operating Expense","5000","5000"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","11430","11430"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","691","691"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","2112","2112"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","16221","16221"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","14898","14898"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Public Official Liability","Operating Expense","5000","5000"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Property Insurance","Operating Expense","5878","5878"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","500","500"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","500","500"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Parking Expense","Operating Expense","1500","1500"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Contractual Services","General Fund","Tax Supported Funds","Court Reporter Services","Operating Expense","4000","4000"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","348","348"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","49666","49666"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Personal Services","General Fund","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","5167","5167"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","24768","24768"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","41607","41607"
"2018","Finance and Governance","Human Resources","Human Resources Administration","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","323767","323767"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","2500","2500"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Health Care General Supp Svcs","Operating Expense","47021","47021"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Pager Usage","Operating Expense","57","57"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","1761","1761"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","5290","5290"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","4788","4788"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","6000","6000"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","1500","1500"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Background Checks","Operating Expense","750","750"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Contractual Services","General Fund","Tax Supported Funds","Employee Drug Testing","Operating Expense","50000","50000"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-91530","-91530"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","390","390"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","60656","60656"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","27753","27753"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","46622","46622"
"2018","Finance and Governance","Human Resources","Labor and Employee Relations","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","362789","362789"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","3000","3000"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","General Fund","Tax Supported Funds","Water","Operating Expense","617","617"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","594","594"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","7407","7407"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","5854","5854"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","9000","9000"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","3000","3000"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","General Fund","Tax Supported Funds","Background Checks","Operating Expense","17345","17345"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","General Fund","Tax Supported Funds","Employee Drug Testing","Operating Expense","6320","6320"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Contractual Services","Neighborhood Grants","Tax Supported Funds","Recruitment Expenses","Operating Expense","75000","75000"
"2018","Public Safety","Police","Executive Services Bureau","Contractual Services","General Fund",,"Contract Work N/Otherwise Spec","Operating Expense","110000","110000"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","344","344"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","61285","61285"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","24464","24464"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","41096","41096"
"2018","Finance and Governance","Human Resources","Recruitment and Selections","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","319789","319789"
"2018","Finance and Governance","Human Resources","Retirement","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","3000","3000"
"2018","Finance and Governance","Human Resources","Retirement","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","888","888"
"2018","Finance and Governance","Human Resources","Retirement","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","4879","4879"
"2018","Finance and Governance","Human Resources","Retirement","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","2000","2000"
"2018","Finance and Governance","Human Resources","Retirement","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","68866","68866"
"2018","Finance and Governance","Human Resources","Retirement","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","35264","35264"
"2018","Finance and Governance","Human Resources","Retirement","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","59239","59239"
"2018","Finance and Governance","Human Resources","Retirement","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","471905","471905"
"2018","Finance and Governance","Human Relations","Human Relations","Commodities","General Fund","Tax Supported Funds","Motor Vehicle Gas Oil & Lubric","Operating Expense","2055","2055"
"2018","Finance and Governance","Human Relations","Human Relations","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1500","1500"
"2018","Finance and Governance","Human Relations","Human Relations","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1000","1000"
"2018","Finance and Governance","Human Relations","Human Relations","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","3500","3500"
"2018","Finance and Governance","Human Relations","Human Relations","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","7500","7500"
"2018","Finance and Governance","Human Relations","Human Relations","Commodities","Economic Development","Tax Supported Funds","Gen.Office Supplies","Operating Expense","500","500"
"2018","Finance and Governance","Human Relations","Human Relations","Commodities","Community Development Funds","Tax Supported Funds","Gen.Office Supplies","Operating Expense","0","4925"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","172000","172000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Assoc Award & Recognition","Operating Expense","500","500"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Honorariums","Operating Expense","5000","5000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","2340","2340"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Rent Of Computer Software","Operating Expense","500","500"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Vehicle Washing","Operating Expense","500","500"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Computer Software Maintenance","Operating Expense","105000","105000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Auto Equip Repair & Maintenanc","Operating Expense","4827","4827"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","1245","1245"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","6735","6735"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","12369","12369"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","1411","1411"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","21646","21646"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","6072","6072"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","3710","3710"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","10628","10628"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","2508","2508"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","130","130"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Public Official Liability","Operating Expense","5000","5000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Property Insurance","Operating Expense","2100","2100"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Excess Worker's Comp.Ins.","Operating Expense","158","158"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Workers Compensation Insurance","Operating Expense","3231","3231"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Auto Liability Claims","Operating Expense","3199","3199"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","7000","7000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Postage","Operating Expense","7000","7000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Local Meeting Expense","Operating Expense","20800","20800"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Parking Expense","Operating Expense","6823","6823"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Personnel Ads","Operating Expense","500","500"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","3000","3000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","2000","2000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","7000","7000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","14000","14000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","General Fund","Tax Supported Funds","Consultant Services","Operating Expense","5000","5000"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","Public Mass Transportation","Tax Supported Funds","Training Svs/Registrations","Operating Expense","1033","1033"
"2018","Finance and Governance","Human Relations","Human Relations","Contractual Services","Economic Development","Tax Supported Funds","Training Svs/Registrations","Operating Expense","1000","1000"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-127075","-127075"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-83945","-83945"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-955459","-955459"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","275","275"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","99","99"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","364","364"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","741","741"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","20118","20118"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","18137","18137"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","51214","51214"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","131729","131729"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","5167","5167"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","19553","19553"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","7055","7055"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","25871","25871"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","52762","52762"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","32846","32846"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","9557","9557"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","43460","43460"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","80526","80526"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Wages-Contract Employees","Personnel Cost","17857","17857"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","255590","255590"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","74370","74370"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","338186","338186"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","689701","689701"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Public Mass Transportation","Tax Supported Funds","Life Insurance","Personnel Cost","57","57"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Public Mass Transportation","Tax Supported Funds","FICA Benefits-City","Personnel Cost","2290","2290"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Public Mass Transportation","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","51000","51000"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Economic Development","Tax Supported Funds","Life Insurance","Personnel Cost","56","56"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Economic Development","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","8436","8436"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Economic Development","Tax Supported Funds","FICA Benefits-City","Personnel Cost","3979","3979"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Economic Development","Tax Supported Funds","Employee Pension","Personnel Cost","6685","6685"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Economic Development","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","52017","52017"
"2018","Finance and Governance","Human Relations","Human Relations","Personal Services","Community Development Funds","Tax Supported Funds","Emp Charged-In","Personnel Cost","127075","127075"
"2018","Finance and Governance","General Services","Administration","Commodities","General Fund","Tax Supported Funds","Copy Paper","Operating Expense","2000","2000"
"2018","Finance and Governance","General Services","Administration","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","5000","5000"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Honorariums","Operating Expense","10000","10000"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","26982","26982"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Long Distance Charges","Operating Expense","500","500"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Wireless Phone Usage","Operating Expense","10830","10830"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Network Connectivity Charge","Operating Expense","24835","24835"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Desktop Phone Usage","Operating Expense","16801","16801"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Unemployment Compensation Insu","Operating Expense","5247","5247"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Public Official Liability","Operating Expense","13716","13716"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Property Insurance","Operating Expense","1575","1575"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","5000","5000"
"2018","Finance and Governance","General Services","Administration","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","14000","14000"
"2018","Finance and Governance","General Services","Administration","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-180840","-180840"
"2018","Finance and Governance","General Services","Administration","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","1089","1089"
"2018","Finance and Governance","General Services","Administration","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","173231","173231"
"2018","Finance and Governance","General Services","Administration","Personal Services","General Fund","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","10334","10334"
"2018","Finance and Governance","General Services","Administration","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","82063","82063"
"2018","Finance and Governance","General Services","Administration","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","130229","130229"
"2018","Finance and Governance","General Services","Administration","Personal Services","General Fund","Tax Supported Funds","Salary Adjustment","Personnel Cost","0","225000"
"2018","Finance and Governance","General Services","Administration","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","1013374","1013374"
"2018","Finance and Governance","General Services","Facilities Management","Capital Outlay","Development Services","Tax Supported Funds","Motor Vehicles","Operating Expense","320000","320000"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Charge-Out Of Commodities","Operating Expense","-1500","-1500"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Motor Vehicle Repair Parts Etc","Operating Expense","583","583"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Minor Office Equipment","Operating Expense","654","654"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Minor Equipment Hand Tools Har","Operating Expense","9000","9000"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Electrical Supplies","Operating Expense","5000","5000"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Electrical Supplies","Operating Expense","3000","3000"
"2018","Finance and Governance","General Services","Facilities Management","Commodities","General Fund","Tax Supported Funds","Plumbing  Sewage & Drainage Su","Operating Expense","4196","4196"
