"parcel_number","property_class","property_status","inventory_type","zoned_as","address1","city","state","postal_code","county","neighborhood","council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location"
"JA28930300600000000","Residential Vacant","Acquired","Land Bank","R-2.5","3411 Chestnut Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2350.0","4144.44069444","Vacant lot or land - usable",,,,,"POINT (-94.550835 39.063906)"
"JA28530031300000000","Commercial Vacant","Acquired","Land Bank","B3-2","4808 E 24th St","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","22010.0","6276.32357639","Vacant lot or land - usable",,,,,"POINT (-94.527261 39.08208)"
"JA31430131800000000","Residential Improved","Disposed","Land Bank","R-2.5","4941 CHESTNUT AVE","KANSAS CITY","MO","64130","Jackson","North Town Fork Creek","3rd","2018-01-18T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","24238.0","4851.5125","Structure - fair condition",,"3","1","2014-01-20T00:00:00.000","POINT (-94.552317 39.035803)"
"JA28420290800000000","Residential Vacant","Acquired","Land Bank","R-2.5","No Address Assigned By City","Kansas City","MO","99999","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110",,"false","2019","87.0","160.313924","Vacant lot or land - little or no use",,,,,
"JA28340101100000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","1327 Askew Ave","KANSAS CITY","MO","64127.0","JACKSON","Lykins","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","4600.0","4357.08","Awaiting evaluation",,,,,"POINT (-94.540027 39.096077)"
"JA28910050300000000","Residential Vacant","Acquired","Land Bank","R-2.5","2737 Monroe Ave","Kansas City","MO","64128","Jackson","Ingleside","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2300.0","4102.91215278","Vacant lot or land - usable",,,,,"POINT (-94.539926 39.075417)"
"JA47110130800000000","Residential Improved","Disposed","Land Bank","R-6","1859 E 59TH ST","KANSAS CITY","MO","64130","Jackson","Citadel","5th","2016-09-12T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","25455.0","14802.892847","Structure - fair condition","1044","2","1","2014-04-02T00:00:00.000","POINT (-94.562429 39.019526)"
"JA28840220700000000","Residential Vacant","Acquired","Land Bank","R-2.5","3429 Denver Ave","Kansas City","MO","64128","Jackson","Dunbar","3rd",,"Kansas City Missouri 110",,"false","2019","600.0","1030.887188","Vacant lot or land - usable",,,,"2014-02-28T00:00:00.000","POINT (-94.522817 39.062487)"
"JA28310154100000000","Residential Vacant","Acquired","Land Bank","R-2.5","3424 E 8th St","Kansas City","MO","64124","Jackson","Lykins","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","5450.0","4798.45236111","Vacant lot or land - usable",,,,,"POINT (-94.540494 39.103119)"
"JA28520392000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2236 Chelsea Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","3050.0","5981.59652778","Vacant lot or land - usable",,,,,"POINT (-94.526566 39.08394)"
"JA46410110400000000","Residential Improved","Disposed","Land Bank","R-2.5","3835 E 67TH TER","KANSAS CITY","MO","64132","Jackson","Foxtown East","5th","2017-10-05T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","20001.0","4867.471528","Structure - fair condition","934","3",,,"POINT (-94.540934 39.00367)"
"JA46930040400000000","Residential Vacant","Acquired","Land Bank","R-6","7913 Agnes Ave","Kansas City","MO","64132","Jackson","Marlborough East","5th",,"Center 120",,"false","2019","19600.0","11244.68125","Vacant lot or land - little or no use",,,,,"POINT (-94.552998 38.982741)"
"JA30740132500000000","Residential Vacant","Disposed","Land Bank","R-6","5620 PARK AVE","Kansas City","MO","64124","Jackson","Blue Hills","5th","2016-03-16T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2015","2873.0","4746.892257","Vacant lot or land - usable",,,,,"POINT (-94.55885 39.023724)"
"JA28940173500000000","Residential Vacant","Acquired","Land Bank","R-2.5","No Address Assigned By City","Kansas City","MO","99999","Jackson","Palestine West And Oak Park Northeast","3rd",,"Kansas City Missouri 110",,"false","2019","150.0","300.966007","Vacant lot or land - little or no use",,,,,
"JA30120271700000000","Residential Vacant","Disposed","Land Bank","R-2.5","3812 FLORA AVE","KANSAS CITY","MO","64109","Jackson","Linwood Homeowners-Ivanhoe","3rd","2017-04-11T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2012","14293.0","4603.654097","Structure - fair condition",,,"1","2014-09-15T00:00:00.000","POINT (-94.566209 39.05657)"
"JA29710193401000000","Residential Improved","Acquired","Land Bank","R-1.5","3021 Woodland Avenue","Kansas City","MO","64109","Jackson","Key Coalition","3rd","2019-08-09T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","20809.0","4441.036007","Structure - severely distressed","1336","3","1","2014-05-28T00:00:00.000","POINT (-94.562026 39.071246)"
"JA31120150800000000","Residential Vacant","Disposed","Land Bank","R-2.5","3607 White Ave","Kansas City","MO","64129","Jackson","Dunbar","3rd","2018-07-10T00:00:00.000","Kansas City Missouri 110","Assemblage, Public Green Space, Public Purpose","true","2012","1867.0","4195.796389","Vacant lot or land - usable",,"2",,"2013-12-26T00:00:00.000","POINT (-94.514179 39.05909)"
"JA31910051200000000","RESIDENTIAL VACANT","Acquired","Land Bank","R-1.5","5163 Swope Pkwy","KANSAS CITY","MO","64130.0","JACKSON","North Town Fork Creek","5th",,"KANSAS CITY MISSOURI 110",,"false","2019","9500.0","7294.56","Vacant lot or land - little or no use",,,,,"POINT (-94.542323 39.030919)"
"JA48210140100000000","Commercial Vacant","Disposed","Land Bank","B3-2","8611 Harrison St","Kansas City","MO","64131","Jackson","Santa Fe Hills","5th","2017-12-01T00:00:00.000","Center 120","Commercial Use","false","2012","82865.0","49579.278264","Vacant lot or land - usable",,,,,"POINT (-94.577568 38.971636)"
"JA30730011800000000","Residential Vacant","Disposed","Land Bank","R-6","5536  WOODLAND AVE","Kansas City","MO","64110","Jackson","Blue Hills","5th","2018-01-11T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage, Side Yard","true","2017","3089.0","4345.774201","Vacant lot or land - usable",,,,"2015-12-10T00:00:00.000","POINT (-94.564619 39.025138)"
"JA31940081000000000","Residential Vacant","Disposed","Land Bank","R-2.5","5739 Norton Ave","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th","2017-09-15T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1999.0","5721.220903","Vacant lot or land - little or no use",,,,,"POINT (-94.538148 39.020904)"
"JA31330051800000000","Residential Improved","Disposed","Land Bank","R-2.5","3937 SOUTH BENTON AVE","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd","2018-04-18T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","24906.0","3940.825278","Structure - fair condition","1262","3","2","2015-12-11T00:00:00.000","POINT (-94.550216 39.053961)"
"JA31330220800000000","Residential Vacant","Reserved","Land Bank","R-2.5","4119 PROSPECT AVE","KANSAS CITY","MO","64130","Jackson","Oak Park Southwest","3rd",,"KANSAS CITY MISSOURI 110","Public Purpose","false","2019","2500.0","4481.554861","Vacant lot or land - usable",,,,,"POINT (-94.55382 39.051123)"
"JA28930316400000000","Residential Vacant","Acquired","Land Bank","R-2.5","3401  MONTGALL AVE","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"KANSAS CITY MISSOURI 110","Assemblage","false","2019","2800.0","4964.57555556","Vacant lot or land - usable",,,,,"POINT (-94.551947 39.064278)"
"JA28420211000000000","Residential Improved","Reserved","Land Bank","B3-2","1929 Prospect Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110",,"false","2019","18033.0","3890.996215","Awaiting evaluation",,,,"2014-03-21T00:00:00.000","POINT (-94.551966 39.088224)"
"JA46430021500000000","Residential Vacant","Acquired","Land Bank","R-5","7140 COLLEGE AVE","KANSAS CITY","MO","64132","Jackson","Noble And Gregory Ridge","5th",,"KANSAS CITY MISSOURI 110",,"false","2019","8850.0","9301.100278","Vacant lot or land - usable",,,,,"POINT (-94.548833 38.996101)"
"JA46310073300000000","Residential Vacant","Acquired","Land Bank","R-6","3884 E 62nd St","KANSAS CITY","MO","64130","JACKSON","Swope Parkway-Elmwood","5th",,"KANSAS CITY MISSOURI 110",,"false","2019","18550.0","21497.21","Vacant lot or land - little or no use",,,,,"POINT (-94.538175 39.01346)"
"JA28830141900000000","Residential Vacant","Disposed","Land Bank","R-2.5","3212 Lister Ave","Kansas City","MO","64128","Jackson","Knoches Park","3rd","2015-10-23T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1702.0","4155.364306","Vacant lot or land - usable",,,,,"POINT (-94.528904 39.066661)"
"JA28540010400000000","Residential Vacant","Disposed","Land Bank","R-2.5","5701 E 23RD ST","Kansas City","MO","64127","Jackson","South Blue Valley","3rd","2014-10-27T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2014","6036.0","14652.884931","Vacant lot or land - usable",,,,,"POINT (-94.516128 39.083148)"
"JA46430110600000000","Residential Vacant","Acquired","Land Bank","R-5","7215 Chestnut Ave","Kansas City","MO","64132","Jackson","Noble and Gregory Ridge","5th",,"Kansas City Missouri 110",,"false","2019","8150.0","5564.8325","Vacant lot or land - usable",,,,,"POINT (-94.554676 38.995492)"
"JA28820271600000000","Residential Improved","Disposed","Land Bank","R-2.5","3007 JACKSON AVE","KANSAS CITY","MO","64128","Jackson","Knoches Park","3rd","2018-01-22T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","13308.0","5619.057153","Structure - fair condition","760","2","1","2015-03-18T00:00:00.000","POINT (-94.534388 39.070653)"
"JA28940213300000000","Residential Improved","Disposed","Land Bank","R-2.5","3418  ASKEW AVE","Kansas City","MO","64128","Jackson","Palestine West And Oak Park Northeast","3rd","2015-11-05T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","21889.0","7027.313333","Structure - fair condition","1042","2","1","2015-04-07T00:00:00.000","POINT (-94.541717 39.063466)"
"JA28420370700000000","Residential Vacant","Disposed","Land Bank","B3-2","2115 PROSPECT AVE","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2017-07-06T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage, Commercial Use","false","2015","4012.0","6232.521146","Vacant lot or land - usable",,,,,"POINT (-94.552076 39.086013)"
"JA28540151700000000","Residential Vacant","Acquired","Land Bank","R-2.5","5617 E 24th St","Kansas City","MO","64127","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110",,"false","2019","2350.0","4209.018368","Vacant lot or land - little or no use",,,,,"POINT (-94.516865 39.081033)"
"JA31730081900000000","Residential Improved","Target","Land Bank","R-7.5","6410 E 58th St","KANSAS CITY","MO","64129","JACKSON","Brown Estates","5th",,"RAYTOWN 150",,"false","2019","45672.0","28317.18","Structure - severely distressed","785","1","1",,"POINT (-94.510433 39.019177)"
"JA31420160100000000","Residential Improved","Disposed","Land Bank","R-2.5","4400  INDIANA AVE","Kansas City","MO","64130","Jackson","Oak Park Southeast","3rd","2015-07-01T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","43717.0","6875.263576","Structure - good condition","2128","4","1","2014-10-29T00:00:00.000","POINT (-94.544861 39.045922)"
"JA28430191500000000","Residential Vacant","Acquired","Land Bank","R-2.5","2463 Walrond Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2700.0","5512.79760417","Vacant lot or land - usable",,,,,"POINT (-94.545786 39.08071)"
"JA31430151700000000","Residential Improved","Acquired","Land Bank","R-2.5","4945 AGNES AVE","Kansas City","MO","64130","Jackson","North Town Fork Creek","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","32715.0","8000.99875","Structure - severely distressed",,,"1",,"POINT (-94.550027 39.035578)"
"JA46420182000000000","Residential Improved","Disposed","Land Bank","R-5","6938 College Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th","2018-07-17T00:00:00.000","Kansas City Missouri 110",,"true","2012","2332.0","5593.440382","Structure - fair condition",,,"1",,"POINT (-94.548632 39.000065)"
"JA28440341500000000","Residential Vacant","Disposed","Land Bank","R-2.5","2633 Bales","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2015-08-06T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1276.0","3207.436875","Vacant lot or land - usable",,,,,"POINT (-94.542104 39.077321)"
"JA47740260200000000","Residential Vacant","Disposed","Land Bank","R-6","2129 E 82nd Ter","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th","2016-05-03T00:00:00.000","Center 120","Side Yard","false","2012","4471.0","4405.539757","Vacant lot or land - usable",,,,,"POINT (-94.562839 38.977588)"
"JA28220240500000000","Residential Vacant","Acquired","Land Bank","R-2.5","4627 E 8th St","Kansas City","MO","64124","Jackson","Lykins","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","5400.0","5401.31916667","Vacant lot or land - usable",,,,,"POINT (-94.526607 39.102634)"
"JA13930291500000000","Residential Vacant","Disposed","Land Bank","R-1.5","501 BENTON BLVD","KANSAS CITY","MO","64124","Jackson","Scarritt Point","4th","2014-12-29T00:00:00.000","KANSAS CITY MISSOURI 110","Infill construction, Urban Agriculture","false","2012","3229.0","14894.257743","Vacant lot or land - usable",,,,,"POINT (-94.544552 39.10765)"
"JA46430021100000000","Residential Improved","Disposed","Land Bank","R-5","7131  WALROND AVE","Kansas City","MO","64132","Jackson","Noble And Gregory Ridge","5th","2017-03-01T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","19799.0","8207.911701","Structure - fair condition","768","2","1","2015-04-02T00:00:00.000","POINT (-94.549981 38.996472)"
"JA28430170600000000","Residential Vacant","Acquired","Land Bank","R-0.3","3307 E 24th Ter","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","1700.0","3028.245972","Vacant lot or land - usable",,,,,"POINT (-94.544112 39.081713)"
"JA50440131200000000","Residential Vacant","Acquired","Land Bank","R-7.5","8202 E 99th St","Kansas City","MO","64134","Jackson","Robandee South","5th",,"Hickman Mills 140",,"false","2019","19100.0","14549.489132","Vacant lot or land - little or no use",,,,,"POINT (-94.493566 38.944429)"
"JA28430260100000000","Residential Vacant","Acquired","Land Bank","R-2.5","2619 E 25TH ST","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","true","2019","1400.0","2515.304097","Vacant lot or land - usable",,,,,"POINT (-94.55129 39.080684)"
"JA30740012300000000","Residential Vacant","Acquired","Land Bank","R-6","5543 Wabash Ave","Kansas City","MO","64130","Jackson","Blue Hills","5th",,"Kansas City Missouri 110",,"false","2019","5150.0","3059.422674","Vacant lot or land - usable",,,,"2013-12-30T00:00:00.000","POINT (-94.556422 39.025073)"
"JA28910060700000000","Residential Improved","Disposed","Land Bank","B3-2","3601 E 27TH ST","KANSAS CITY","MO","64128","Jackson","Ingleside","3rd","2016-05-11T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","17206.0","3269.861319","Structure - fair condition",,,"1","2014-09-18T00:00:00.000","POINT (-94.54088 39.076712)"
"JA28440252900000000","Residential Improved","Disposed","Land Bank","R-2.5","2508 MYRTLE AVE","KANSAS CITY","MO","64127","JACKSON","East Community Team South","3rd","2017-09-25T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","19191.0","3603.909028","Structure - fair condition",,,,,"POINT (-94.536238 39.079784)"
"JA31830130800000000","Residential Vacant","Acquired","Land Bank","R-2.5","5831 Elmwood Ave","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th",,"Kansas City Missouri 110",,"false","2019","10100.0","8139.16625","Vacant lot or land - usable",,,,,"POINT (-94.532424 39.019287)"
"JA31930015700000000","Residential Vacant","Acquired","Land Bank","R-2.5","5539 College Ave","Kansas City","MO","64130","Jackson","North Town Fork Creek","5th",,"Kansas City Missouri 110","Assemblage","false","2019","10100.0","6896.1475","Vacant lot or land - usable",,,,,"POINT (-94.547238 39.02471)"
"JA31410120900000000","Residential Vacant","Acquired","Land Bank","R-2.5","4417 Monroe Ave","Kansas City","MO","64130","Jackson","Oak Park Southeast","3rd",,"Kansas City Missouri 110","Assemblage, Side Yard","false","2019","2950.0","5269.616042","Vacant lot or land - usable",,,,"2014-05-28T00:00:00.000","POINT (-94.541434 39.045046)"
"46-430-03-19-00-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-5","3120 E 72nd ST","KANSAS CITY","MO","64124","JACKSON","Noble And Gregory Ridge","5TH",,"KANSAS CITY MISSOURI 110",,"false","2019","6950.0","4774.38",,,,,,"POINT (-94.550169 38.995894)"
"JA31340133400000000","Residential Vacant","Disposed","Land Bank","R-2.5","4002 MYRTLE AVE","KANSAS CITY","MO","64130","Jackson","Vineyard Northwest","3rd","2019-06-05T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2012","1702.0","4714.215","Vacant lot or land - usable",,,,,"POINT (-94.537572 39.05279)"
"JA31230102000000000","Residential Vacant","Acquired","Land Bank","R-2.5","4041 KENSINGTON AVE","Kansas City","MO","64130","Jackson","Vineyard","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","3850.0","6856.873368","Vacant lot or land - usable",,,,,"POINT (-94.53303 39.051617)"
"JA28510060200000000","Residential Vacant","Acquired","Land Bank","R-2.5","2001 DRURY AVE","Kansas City","MO","64127","Jackson","Central Blue Valley And Park Tower Gardens","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","3150.0","5634.72013889","Vacant lot or land - little or no use",,,,,"POINT (-94.51859 39.086748)"
"JA46520121600000000","Residential Vacant","Acquired","Land Bank","R-5","7011 Jackson Ave","Kansas City","MO","64132","Jackson","Foxtown East","5th",,"Kansas City Missouri 110",,"true","2019","8200.0","7612.629549","Vacant lot or land - usable",,,,"2014-04-01T00:00:00.000","POINT (-94.53838 38.998606)"
"JA28930091500000000","Residential Vacant","Acquired","Land Bank","R-2.5","3235 College","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2850.0","5094.405069","Vacant lot or land - usable",,,,,"POINT (-94.544941 39.066357)"
"JA30740021900000000","Residential Improved","Disposed","Land Bank","R-6","5548 WABASH AVE","Kansas City","MO","64130","Jackson","Blue Hills","5th","2016-01-13T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","12000.0","3317.577951","Structure - fair condition",,,"1","2015-12-09T00:00:00.000","POINT (-94.556434 39.024869)"
"JA47120042100000000","Residential Vacant","Acquired","Land Bank","R-6","5929 Tracy Ave","Kansas City","MO","64110","Jackson","Eastern 49-63","5th",,"Kansas City Missouri 110","Side Yard","false","2019","9200.0","1536.73736111","Vacant lot or land - usable",,,,,"POINT (-94.571973 39.018643)"
"JA28810021101000000","Commercial Vacant","Acquired","Land Bank","B3-2","5410 E 27th Ter","Kansas City","MO","64128","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110",,"false","2019","4000.0","2512.463889","Vacant lot or land - little or no use",,,,,"POINT (-94.519695 39.075316)"
"JA28910190100000000","Residential Vacant","Acquired","Land Bank","R-2.5","2900 Askew Ave","Kansas City","MO","64128","Jackson","Ingleside","3rd",,"Kansas City Missouri 110","Side Yard","true","2019","2300.0","4114.87941","Vacant lot or land - usable",,,,,"POINT (-94.541205 39.073001)"
"30-330-21-03-01-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-5","4205 BELL ST","KANSAS CITY","MO","64128","JACKSON","Volker","4TH",,"KANSAS CITY MISSOURI 110",,"false","2019","5650.0","938.92",,,,,,"POINT (-94.606331 39.052124)"
"JA28440220700000000","Residential Improved","Disposed","Land Bank","R-2.5","2511  ASKEW AVE","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2017-11-29T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","19096.0","4193.510799","Structure - fair condition","1226","3","1","2015-03-31T00:00:00.000","POINT (-94.54086 39.079818)"
"JA28520260300000000","Residential Vacant","Disposed","Land Bank","R-2.5","4305 E 19th St","Kansas City","MO","64127","Jackson","East Community Team North","3rd","2017-07-14T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","269.0","3130.636736","Vacant lot or land - usable",,,,,"POINT (-94.532111 39.088691)"
"JA47610010300000000","Residential Vacant","Acquired","Land Bank","R-5","2511 E 67th St","Kansas City","MO","64132","Jackson","Blenheim Square Research Hospital","5th",,"Kansas City Missouri 110",,"false","2019","12650.0","6737.314792","Vacant lot or land - usable",,,,"2013-12-27T00:00:00.000","POINT (-94.557335 39.005323)"
"JA30610290800000000","Residential Vacant","Acquired","Land Bank","R-2.5","4611 Wabash Ave","KANSAS CITY","MO","64130","JACKSON","Ivanhoe Southeast","3rd",,"KANSAS CITY MISSOURI 110","Assemblage, Side Yard","false","2019","9150.0","4060.7","Vacant lot or land - little or no use",,,,,"POINT (-94.555451 39.042266)"
"JA31810150800000000","Residential Vacant","Disposed","Land Bank","R-5","5419 OAKLEY AVE","KANSAS CITY","MO","64130","JACKSON","Brown Estates","5th","2017-07-12T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","false","2015","2266.0","4833.079549","Awaiting evaluation",,,,,"POINT (-94.520282 39.025842)"
"JA28820302300000000","Residential Vacant","Acquired","Land Bank","R-2.5","3014 Lister Ave","Kansas City","MO","64128","Jackson","Knoches Park","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2400.0","4258.74055556","Vacant lot or land - usable",,,,,"POINT (-94.528643 39.069997)"
"JA29710042700000000","Residential Vacant","Disposed","Land Bank","R-1.5","2722 Park Ave","Kansas City","MO","64109","Jackson","Key Coalition","3rd","2016-08-18T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","2264.0","5890.776632","Vacant lot or land - usable",,,,,"POINT (-94.555988 39.076223)"
"JA30140323100000000","Residential Vacant","Reserved","Land Bank","R-2.5","4208 PROSPECT AVE","KANSAS CITY","MO","64130","JACKSON","Ivanhoe Southeast","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","10450.0","4008.680833","Awaiting evaluation",,,,,"POINT (-94.5539 39.049633)"
"JA30110152100000000","Residential Improved","Disposed","Land Bank","R-1.5","3624 WABASH AVE","KANSAS CITY","MO","64109","Jackson","Ivanhoe Northeast","3rd","2014-11-21T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","17277.0","5365.027569","Structure - fair condition",,,"1",,"POINT (-94.55451 39.059968)"
"JA31430130900000000","Residential Improved","Disposed","Land Bank","R-2.5","4915  CHESTNUT AVE","Kansas City","MO","64130","Jackson","North Town Fork Creek","3rd","2019-06-10T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2014","22863.0","4846.45125","Structure - fair condition","906","2","1","2015-03-27T00:00:00.000","POINT (-94.552279 39.036659)"
"JA32940081800000000","Residential Vacant","Acquired","Land Bank","R-7.5","5730 Lewis Avenue","Kansas City","MO","64129","Jackson","Lewis Heights","5th",,"Raytown 150",,"false","2019","18700.0","29454.602778","Vacant lot or land - usable",,,,,
"JA28230111300000000","Residential Vacant","Acquired","Land Bank","R-2.5","1540 Lawn Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110",,"false","2019","2950.0","5840.450903","Vacant lot or land - usable",,,,"2014-01-29T00:00:00.000","POINT (-94.527864 39.092645)"
"JA31330210400000000","Residential Improved","Disposed","Land Bank","R-2.5","4107 Montgall Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd","2018-03-26T00:00:00.000","Kansas City Missouri 110","Affordable Housing","true","2012","10999.0","4675.927813","Structure - fair condition","1072","2","1","2014-04-18T00:00:00.000","POINT (-94.55264 39.051484)"
"JA31940060300000000","Residential Improved","Disposed","Land Bank","Multiple-Refer to City Map","3409 E 55TH ST","KANSAS CITY","MO","64130","Jackson","North Town Fork Creek","5th","2016-01-05T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2012","21735.0","6072.814063","Structure - fair condition",,"2","1","2014-01-17T00:00:00.000","POINT (-94.545436 39.026193)"
"JA28720051000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2836 Bellaire Ave","Kansas City","MO","64129","Jackson","South Blue Valley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","3600.0","6437.30767361","Vacant lot or land - little or no use",,,,,"POINT (-94.514688 39.073363)"
"JA28210203700000000","Residential Vacant","Acquired","Land Bank","R-2.5","1011 Oakley Ave","Kansas City","MO","64127","Jackson","Sheffield","4th",,"Kansas City Missouri 110",,"false","2019","8000.0","8340.698576","Vacant lot or land - little or no use",,,,"2013-12-26T00:00:00.000","POINT (-94.51678 39.099417)"
"JA63310152900000000","Residential Improved","Disposed","Land Bank","R-6","10917  MCKINLEY ST","Kansas City","MO","64134","Jackson","Ruskin Hills","6th","2015-07-28T00:00:00.000","HICKMAN MILLS 140","Affordable Housing","false","2014","20932.0","858.69559","Structure - fair condition","988","3","2","2014-07-22T00:00:00.000","POINT (-94.488969 38.925156)"
"JA28430351500000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","3212 E 26th Ter","KANSAS CITY","MO","64127.0","JACKSON","Washington Wheatley","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","1500.0","2678.93","Awaiting evaluation",,,,,"POINT (-94.545192 39.077911)"
"JA28110110500000000","Residential Vacant","Acquired","Land Bank","R-2.5","613 EWING AVE","Kansas City","MO","64127","Jackson","Sheffield","4th",,"KANSAS CITY MISSOURI 110",,"true","2019","7300.0","7647.778785","Vacant lot or land - usable",,,,"2015-12-03T00:00:00.000","POINT (-94.502788 39.104019)"
"JA31420270300000000","Residential Vacant","Disposed","Land Bank","R-2.5","4601 Agnes Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd","2019-12-13T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2019","2150.0","3798.122708","Vacant lot or land - usable",,,,,"POINT (-94.550108 39.042533)"
"JA31320080701000000","Commercial Vacant","Reserved","Land Bank","B3-2","3517 PROSPECT AVE","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","17400.0","4809.92309","Vacant lot or land - usable",,,,,"POINT (-94.553233 39.062038)"
"JA31420181400000000","Residential Vacant","Acquired","Land Bank","R-2.5","4533 Agnes Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2100.0","3782.27284722","Vacant lot or land - usable",,,,,"POINT (-94.550069 39.043271)"
"JA46420270600000000","Residential Vacant","Acquired","Land Bank","R-5","7015 Chestnut Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th",,"Kansas City Missouri 110",,"false","2019","8150.0","5592.66125","Vacant lot or land - usable",,,,,"POINT (-94.554514 38.999172)"
"28-810-01-22-00-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-2.5","5630 E 27TH TER","KANSAS CITY","MO","64128","JACKSON","South Blue Valley","3RD",,"KANSAS CITY MISSOURI 110",,"false","2019","2500.0","4497.79","Vacant lot or land - usable",,,,,"POINT (-94.516577 39.075224)"
