"service_order_number","date_opened","structure_status","address","city","state","zip_code","neighborhood","latitude","longitude","kivapin","property_owner","demolition_ordered_date","project_phase","structure_type","structure_rating","mapped_location"
"1144354","2015-09-01T00:00:00.000","Downgraded/No Longer a DB","2235 E 70TH TER","KANSAS CITY","MO","64132","Blenheim Square Research Hospi","35.797519","-103.89058","114331","Private",,,"House","Regular Demolition","2235 E 70TH TER
KANSAS CITY,  64132
(35.797519, -103.89058)"
"1150243","2015-11-20T00:00:00.000","Downgraded/No Longer a DB","1511 E 18TH ST","KANSAS CITY","MO","64108","Wendell Phillips","39.090951","-94.563868","13242","City",,"TRO","Commercial Building","High Priority","1511 E 18TH ST
KANSAS CITY,  64108
(39.090951, -94.563868)"
"1129685","2015-02-23T00:00:00.000","Closed (Owner Repair)","3301 Cypress Ave","KANSAS CITY","MO","64128","Knoches Park","39.065044","-94.530872","23118","Private",,,"Church",,"3301 Cypress Ave
KANSAS CITY,  64128
(39.065044, -94.530872)"
"1166965","2016-09-26T00:00:00.000","Closed (City Demolition)","5108 Wabash Ave","KANSAS CITY","MO","64130","Blue Hills","39.033375","-94.556269","145346","KCHA",,,,,"5108 Wabash Ave
KANSAS CITY,  64130
(39.033375, -94.556269)"
"1149175","2015-11-20T00:00:00.000","Closed (City Demolition)","1501 E 18TH ST","KANSAS CITY","MO","64108","Wendell Phillips","39.090973","-94.564269","13239","City",,"Accelerated Priority","Commercial Building","High Priority","1501 E 18TH ST
KANSAS CITY,  64108
(39.090973, -94.564269)"
"1120504","2014-08-18T00:00:00.000","Closed (City Demolition)","2213 Wabash Ave","KANSAS CITY","MO","64127","Wendell Phillips","39.085005","-94.552951","13199","City",,"Accelerated Priority","House","Regular Demolition","2213 Wabash Ave
KANSAS CITY,  64127
(39.085005, -94.552951)"
"1159720","2016-06-13T00:00:00.000","Closed (City Demolition)","4102 E 9th St","KANSAS CITY","MO","64124","Lykins","39.102222","-94.534193","9513","Land Bank",,"KCPD Requested","House","High Priority","4102 E 9th St
KANSAS CITY,  64124
(39.102222, -94.534193)"
"1047779","2015-01-23T00:00:00.000","Closed (City Demolition)","7216 College Ave","KANSAS CITY","MO","64132","Noble And Gregory Ridge","38.995251","-94.549208","3344","Private",,,"House","Regular Demolition","7216 College Ave
KANSAS CITY,  64132
(38.995251, -94.549208)"
"1133966","2015-05-01T00:00:00.000","Closed (Owner Demolition)","1824 Lawn Ave","KANSAS CITY","MO","64127","East Community Team North","39.08903","-94.528446","18208","Private",,,"House","Regular Demolition","1824 Lawn Ave
KANSAS CITY,  64127
(39.08903, -94.528446)"
"1047683","2010-11-10T00:00:00.000","Downgraded/No Longer a DB","4019 BALES AVE","KANSAS CITY","MO","64130","Oak Park Southeast","39.052459","-94.543031","30624","Private",,,"House","Repair/Receivership","4019 BALES AVE
KANSAS CITY,  64130
(39.052459, -94.543031)"
"1077447","2012-09-26T00:00:00.000","Closed (City Demolition)","4007-09 HARRISON ST","KANSAS CITY","MO","64110","South Hyde Park","39.053942","-94.573096","133113","Private",,,"Apartment Building","Repair/Receivership","4007 09 HARRISON ST
KANSAS CITY,  64110
(39.053942, -94.573096)"
"1094242","2013-06-25T00:00:00.000","Closed (City Demolition)","5432 E 29th St","KANSAS CITY","MO","64128","South Blue Valley","39.0726","-94.518854","21684","Land Bank",,"Kissick Donated Demolition",,,"5432 E 29th St
KANSAS CITY,  64128
(39.0726, -94.518854)"
"1151174","2016-01-25T00:00:00.000","Closed (City Demolition)","3737 N Brighton Ave","KANSAS CITY","MO","64117","Chouteau Estates","39.162408","-94.520212","78741","Private",,,"House","Regular Demolition","3737 N Brighton Ave
KANSAS CITY,  64117
(39.162408, -94.520212)"
"1047477","2011-04-18T00:00:00.000","Closed (City Demolition)","5519 Euclid Ave","KANSAS CITY","MO","64130","Blue Hills","39.026079","-94.561843","147786","Land Bank",,"47/63 Strategic Area (LB Round 3)",,,"5519 Euclid Ave
KANSAS CITY,  64130
(39.026079, -94.561843)"
"1154508","2016-03-31T00:00:00.000","Closed (City Demolition)","6828 Bellefontaine Ave","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.002181","-94.551203","2798","Land Bank",,"Dollar House List (added)",,,"6828 Bellefontaine Ave
KANSAS CITY,  64132
(39.002181, -94.551203)"
"1126410","2013-01-17T00:00:00.000","Closed (City Demolition)","2639 NORTON AVE","KANSAS CITY","MO","64127","East Community Team South","39.07712","-94.534893","17570","Private",,,"House","Regular Demolition","2639 NORTON AVE
KANSAS CITY,  64127
(39.07712, -94.534893)"
"1048488","2014-07-31T00:00:00.000","Closed (City Demolition)","3205 E 29TH ST","KANSAS CITY","MO","64128","Santa Fe","39.07216","-94.545828","24936","Private",,,"House","High Priority","3205 E 29TH ST
KANSAS CITY,  64128
(39.07216, -94.545828)"
"1047380","2011-07-14T00:00:00.000","Closed (Owner Repair)","8601 Highland Ave","KANSAS CITY","MO","64131","Legacy East","38.971165","-94.568288","150655","Private",,,"House","Regular Demolition","8601 Highland Ave
KANSAS CITY,  64131
(38.971165, -94.568288)"
"1154181","2016-03-25T00:00:00.000","Closed (City Demolition)","3220 Myrtle Ave","KANSAS CITY","MO","64128","Palestine East","39.066785","-94.537267","25815","Land Bank",,"Kissick Donated Demolition",,,"3220 Myrtle Ave
KANSAS CITY,  64128
(39.066785, -94.537267)"
"1154194","2016-03-25T00:00:00.000","Closed (City Demolition)","4004 Olive St","KANSAS CITY","MO","64130","Ivanhoe Southeast","39.053465","-94.556361","136442","Land Bank",,"Kissick Donated Demolition",,,"4004 Olive St
KANSAS CITY,  64130
(39.053465, -94.556361)"
"1037225","2014-04-29T00:00:00.000","Closed (Owner Repair)","1702 Kensington Ave","KANSAS CITY","MO","64127","East Community Team North","39.090709","-94.531526","18402","Private",,,"House","Regular Demolition","1702 Kensington Ave
KANSAS CITY,  64127
(39.090709, -94.531526)"
"1171316","2017-01-09T00:00:00.000","Closed (City Demolition)","429 Askew Ave","KANSAS CITY","MO","64124","Scarritt Point","39.108227","-94.538698","42017","Private",,,"House",,"429 Askew Ave
KANSAS CITY,  64124
(39.108227, -94.538698)"
"1069721","2012-07-27T00:00:00.000","Closed (City Demolition)","2941 Poplar Ave","KANSAS CITY","MO","64128","Knoches Park","39.071308","-94.526448","22752","Land Bank",,"Dollar House List",,,"2941 Poplar Ave
KANSAS CITY,  64128
(39.071308, -94.526448)"
"1048510","2009-02-13T00:00:00.000","Closed (City Demolition)","3514 E 27th St (aka 2642 Askew Ave)","KANSAS CITY","MO","64127","Washington Wheatley","39.07689","-94.541284","17399","Land Bank",,"Dollar House List","House",,"3514 E 27th St (aka 2642 Askew Ave
KANSAS CITY,  64127
(39.07689, -94.541284)"
"1052604","2011-10-25T00:00:00.000","Downgraded/No Longer a DB","3330-32 Monroe Ave","KANSAS CITY","MO","64128","Palestine West And Oak Park Northeast","39.064702","-94.540776","26072","Land Bank",,,,,"3330 32 Monroe Ave
KANSAS CITY,  64128
(39.064702, -94.540776)"
"1153663","2016-03-16T00:00:00.000","Closed (Owner Repair)","3527 Indiana Ave","KANSAS CITY","MO","64128","Palestine West And Oak Park No","39.061266","-94.543701","27835","Private",,,"House","High Priority","3527 Indiana Ave
KANSAS CITY,  64128
(39.061266, -94.543701)"
"1153384","2016-03-10T00:00:00.000","Closed (City Demolition)","2538 Chelsea Ave","KANSAS CITY","MO","64127","East Community Team South","39.078507","-94.52703","19925","Land Bank",,"Land Bank Unclaimed",,,"2538 Chelsea Ave
KANSAS CITY,  64127
(39.078507, -94.52703)"
"1049846","2011-08-10T00:00:00.000","Closed (City Demolition)","3317 E 20TH TER","KANSAS CITY","MO","64127","Washington Wheatley","39.08686","-94.543658","15829","Private",,,"House","Regular Demolition","3317 E 20TH TER
KANSAS CITY,  64127
(39.08686, -94.543658)"
"1141852","2015-08-03T00:00:00.000","Downgraded/No Longer a DB","2302 Denver Ave","KANSAS CITY","MO","64127","East Community Team South","39.083144","-94.52255","20333","Private",,"AHA Candidate","House","Repair/Receivership","2302 Denver Ave
KANSAS CITY,  64127
(39.083144, -94.52255)"
"1083233","2014-11-21T00:00:00.000","Closed (Owner Repair)","5414 E 28th St","KANSAS CITY","MO","64128","South Blue Valley","39.074798","-94.519601","21549","Private",,"Dollar House (sold)",,,"5414 E 28th St
KANSAS CITY,  64128
(39.074798, -94.519601)"
"1148785","2015-11-12T00:00:00.000","Demolition NTP Issued","5851 E 11th St","KANSAS CITY","MO","64126","Sheffield","39.099136","-94.512026","5669","Private",,,"House","Regular Demolition","5851 E 11th St
KANSAS CITY,  64126
(39.099136, -94.512026)"
"1145607","2015-09-15T00:00:00.000","Closed (Owner Repair)","5616 Highland Ave","KANSAS CITY","MO","64110","Blue Hills","39.024414","-94.566132","146786","Private",,"47/63 Strategic Area","House","Repair/Receivership","5616 Highland Ave
KANSAS CITY,  64110
(39.024414, -94.566132)"
"1127256","2014-12-18T00:00:00.000","Closed (City Demolition)","5921 Wabash Ave","KANSAS CITY","MO","64130","Blue Hills","39.018501","-94.556627","104438","Private",,"47/63 Strategic Area","House","High Priority","5921 Wabash Ave
KANSAS CITY,  64130
(39.018501, -94.556627)"
"1103330","2013-11-19T00:00:00.000","Closed (City Demolition)","2226 E 68TH TER","KANSAS CITY","MO","64132","Blenheim Square Research Hospital","39.002972","-94.559847","113816","Land Bank",,"Dollar House List",,,"2226 E 68TH TER
KANSAS CITY,  64132
(39.002972, -94.559847)"
"1047909","2009-06-10T00:00:00.000","Downgraded/No Longer a DB","3928 WOODLAND AVE","KANSAS CITY","MO","64110","Ivanhoe Southwest","39.054733","-94.56326","135464","Private",,,"House","Regular Demolition","3928 WOODLAND AVE
KANSAS CITY,  64110
(39.054733, -94.56326)"
"1090715","2014-07-07T00:00:00.000","Downgraded/No Longer a DB","3032 E 32nd St","KANSAS CITY","MO","64128","Santa Fe","39.069027","-94.546787","25037","Private",,"AHA Candidate","House","Repair/Receivership","3032 E 32nd St
KANSAS CITY,  64128
(39.069027, -94.546787)"
"1109385","2014-04-10T00:00:00.000","Closed (upgraded to Emergency)","1108 Tracy Ave","KANSAS CITY","MO","64106","Paseo West","39.100222","-94.56754","12116","Land Bank",,,,,"1108 Tracy Ave
KANSAS CITY,  64106
(39.100222, -94.56754)"
"1150034","2015-12-17T00:00:00.000","Closed (Owner Repair)","3042 E 60th St","KANSAS CITY","MO","64130","South Town Fork Creek","39.017637","-94.549184","967","Private",,,"House","Repair/Receivership","3042 E 60th St
KANSAS CITY,  64130
(39.017637, -94.549184)"
"1096444","2013-07-20T00:00:00.000","Downgraded/No Longer a DB","4641 SOUTH BENTON AVE","KANSAS CITY","MO","64130","Oak Park Southwest","39.041186","-94.550827","34732","Land Bank",,,"House","High Priority","4641 SOUTH BENTON AVE
KANSAS CITY,  64130
(39.041186, -94.550827)"
"1154396","2016-03-30T00:00:00.000","Closed (City Demolition)","4004 Jackson Ave","KANSAS CITY","MO","64130","Vineyard Northwest","39.052697","-94.535626","30463","Land Bank",,"Land Bank Unclaimed",,,"4004 Jackson Ave
KANSAS CITY,  64130
(39.052697, -94.535626)"
"1130082","2014-02-10T00:00:00.000","Downgraded/No Longer a DB","711 GLADSTONE AVE","KANSAS CITY","MO","64124","Independence Plaza","39.103765","-94.545737","10283","Private",,,"House","Repair/Receivership","711 GLADSTONE AVE
KANSAS CITY,  64124
(39.103765, -94.545737)"
"1135712","2015-05-21T00:00:00.000","Closed (City Demolition)","1803 Kensington Ave","KANSAS CITY","MO","64127","East Community Team North","39.089919","-94.530944","18412","Land Bank",,"Dollar House List","House","High Priority","1803 Kensington Ave
KANSAS CITY,  64127
(39.089919, -94.530944)"
"1047718","2007-10-12T00:00:00.000","Closed (City Demolition)","3316 OAKLEY AVE","KANSAS CITY","MO","64128","Dunbar","39.064534","-94.519146","23418","Land Bank",,"Land Bank Round 3",,,"3316 OAKLEY AVE
KANSAS CITY,  64128
(39.064534, -94.519146)"
"1130345","2015-03-09T00:00:00.000","Closed (Owner Repair)","8625 Winner Rd","KANSAS CITY","MO","64125","North Blue Ridge","39.107101","-94.480521","46958","Private",,,"Commercial Building","Repair/Receivership","8625 Winner Rd
KANSAS CITY,  64125
(39.107101, -94.480521)"
"1147934","2014-04-07T00:00:00.000","Closed (City Demolition)","429 Quincy Ave","KANSAS CITY","MO","64124","South Indian Mound","39.107696","-94.522156","45007","Private",,"Accelerated Priority","House","High Priority","429 Quincy Ave
KANSAS CITY,  64124
(39.107696, -94.522156)"
"1119812","2014-08-07T00:00:00.000","Closed (City Demolition)","2945 Poplar Ave","KANSAS CITY","MO","64128","Knoches Park","39.071089","-94.526459","22754","Land Bank",,"Dollar House List",,,"2945 Poplar Ave
KANSAS CITY,  64128
(39.071089, -94.526459)"
"1154529","2016-04-01T00:00:00.000","Closed (City Demolition)","6916 Agnes Ave","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.000897","-94.552449","2979","Land Bank",,"Kissick Donated Demolition",,,"6916 Agnes Ave
KANSAS CITY,  64132
(39.000897, -94.552449)"
"1161728","2013-10-24T00:00:00.000","Closed (City Demolition)","6741 South Benton Ave","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.00352","-94.552807","2970","Land Bank",,"Land Bank Round 3",,,"6741 South Benton Ave
KANSAS CITY,  64132
(39.00352, -94.552807)"
"1149127","2015-11-19T00:00:00.000","Closed (Owner Repair)","3238 Gillham Rd","KANSAS CITY","MO","64109","North Hyde Park","39.067543","-94.57822","128238","Private",,,"Commercial Building","Repair/Receivership","3238 Gillham Rd
KANSAS CITY,  64109
(39.067543, -94.57822)"
"1129446","2013-07-01T00:00:00.000","Downgraded/No Longer a DB","3101 E 23RD ST","KANSAS CITY","MO","64127","Washington Wheatley","39.084174","-94.546275","15927","Private",,,"House","Repair/Receivership","3101 E 23RD ST
KANSAS CITY,  64127
(39.084174, -94.546275)"
"1139072","2015-06-29T00:00:00.000","Downgraded/No Longer a DB","2806 E 30th St","KANSAS CITY","MO","64128","Santa Fe","39.071872","-94.550191","24708","Private",,,"House","Repair/Receivership","2806 E 30th St
KANSAS CITY,  64128
(39.071872, -94.550191)"
"1188278","2017-10-23T00:00:00.000","Closed (City Demolition)","5613 Bonita Ave","KANSAS CITY","MO","64128","South Blue Valley","39.073591","-94.517499","21620","Private",,,,,"5613 Bonita Ave
KANSAS CITY,  64128
(39.073591, -94.517499)"
"1154032","2016-03-23T00:00:00.000","Closed (Owner Repair)","10611 E 50th Ter","KANSAS CITY","MO","64133","Stayton Meadows","39.030249","-94.454504","49441","Private",,"47/63 Strategic Area","House","Repair/Receivership","10611 E 50th Ter
KANSAS CITY,  64133
(39.030249, -94.454504)"
"1151686","2016-02-05T00:00:00.000","Closed (Owner Repair)","4301 N Bellaire Ave","KANSAS CITY","MO","64117","Winnetonka","39.171519","-94.510849","75283","Private",,,"House","Repair/Receivership","4301 N Bellaire Ave
KANSAS CITY,  64117
(39.171519, -94.510849)"
"1097645","2013-08-06T00:00:00.000","Closed (Owner Repair)","3323 Cleveland Ave","KANSAS CITY","MO","64128","Palestine East","39.064716","-94.538919","26421","Private",,,"House","Repair/Receivership","3323 Cleveland Ave
KANSAS CITY,  64128
(39.064716, -94.538919)"
"1069955","2012-07-30T00:00:00.000","Closed (City Demolition)","3808 Cleveland Ave","KANSAS CITY","MO","64128","Palestine West And Oak Park No","39.056461","-94.54003","28197","Land Bank",,,"House","High Priority","3808 Cleveland Ave
KANSAS CITY,  64128
(39.056461, -94.54003)"
"1069798","2012-07-27T00:00:00.000","Closed (City Demolition)","4125 South Benton Ave","KANSAS CITY","MO","64130","Oak Park Southwest","39.050698","-94.550034","29944","Land Bank",,"Dollar House List",,,"4125 South Benton Ave
KANSAS CITY,  64130
(39.050698, -94.550034)"
"1127518","2014-12-29T00:00:00.000","Closed (Owner Repair)","2916 E 69TH ST","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.001711","-94.552403","2937","Private",,,"House","More Information Needed","2916 E 69TH ST
KANSAS CITY,  64132
(39.001711, -94.552403)"
"1144968","2015-09-04T00:00:00.000","Closed (City Demolition)","3619 Hardesty","KANSAS CITY","MO","64128","Dunbar","39.059052","-94.520735","30961","Land Bank",,,"House",,"3619 Hardesty
KANSAS CITY,  64128
(39.059052, -94.520735)"
"1067900","2012-06-27T00:00:00.000","Closed (City Demolition)","2615 Bales Ave","KANSAS CITY","MO","64127","Washington Wheatley","39.077931","-94.541773","17386","Land Bank",,"Dollar House List",,,"2615 Bales Ave
KANSAS CITY,  64127
(39.077931, -94.541773)"
"1154461","2016-03-31T00:00:00.000","Closed (City Demolition)","4415 Kensington Ave","KANSAS CITY","MO","64130","Vineyard Northwest","39.045145","-94.53301","33072","Land Bank",,"Kissick Donated Demolition",,,"4415 Kensington Ave
KANSAS CITY,  64130
(39.045145, -94.53301)"
"1132151","2013-08-12T00:00:00.000","Closed (City Demolition)","3703 E 29TH ST","KANSAS CITY","MO","64128","Ingleside","39.072567","-94.539805","24041","Private",,,"House","Regular Demolition","3703 E 29TH ST
KANSAS CITY,  64128
(39.072567, -94.539805)"
"1102300","2013-10-24T00:00:00.000","Closed (City Demolition)","5635 BONITA AVE","KANSAS CITY","MO","64128","South Blue Valley","39.073563","-94.516581","21625","Land Bank",,,,,"5635 BONITA AVE
KANSAS CITY,  64128
(39.073563, -94.516581)"
"1171113","2017-01-03T00:00:00.000","Closed (City Demolition)","4009 Euclid Ave","KANSAS CITY","MO","64130","Ivanhoe Southeast","39.053362","-94.560321","136675","Private",,"Accelerated Priority","House","High Priority","4009 Euclid Ave
KANSAS CITY,  64130
(39.053362, -94.560321)"
"1064072","2012-05-10T00:00:00.000","Closed (Sent to Receivership)","2404 E 29TH ST","KANSAS CITY","MO","64109","Key Coalition","39.07378","-94.554622","26545","Private",,,"Apartment Building","Repair/Receivership","2404 E 29TH ST
KANSAS CITY,  64109
(39.07378, -94.554622)"
"1132209","2014-04-29T00:00:00.000","Closed (City Demolition)","2015 Cypress Ave","KANSAS CITY","MO","64127","East Community Team North","39.086631","-94.530106","18583","Land Bank",,,"House",,"2015 Cypress Ave
KANSAS CITY,  64127
(39.086631, -94.530106)"
"1136106","2015-05-27T00:00:00.000","Receivership/AHA Review","1600 E 19th St","KANSAS CITY","MO","64108","Wendell Phillips","39.089955","-94.563203","13267","Private",,"Receivership Candidate","Commercial Building","High Priority","1600 E 19th St
KANSAS CITY,  64108
(39.089955, -94.563203)"
"1068940","2012-07-12T00:00:00.000","Closed (Owner Repair)","6711 AGNES AVE","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.004535","-94.551573","2817","Private",,,"House","More Information Needed","6711 AGNES AVE
KANSAS CITY,  64132
(39.004535, -94.551573)"
"1172716","2017-02-13T00:00:00.000","Closed (City Demolition)","3020 Mersington Ave","KANSAS CITY","MO","64128","Ingleside","39.070023","-94.538174","24142","Private",,"KCPD Requested","House",,"3020 Mersington Ave
KANSAS CITY,  64128
(39.070023, -94.538174)"
"1151871","2016-02-09T00:00:00.000","Closed (Owner Repair)","4032 N Spruce Ave","KANSAS CITY","MO","64117","Winnwood","39.167841","-94.529501","76343","Private",,,"House","Regular Demolition","4032 N Spruce Ave
KANSAS CITY,  64117
(39.167841, -94.529501)"
"1087086","2013-04-12T00:00:00.000","Downgraded/No Longer a DB","5144 N BELLAIRE AVE","KANSAS CITY","MO","64119","Maple Park West","39.187682","-94.511129","82107","Private",,"AHA Candidate","House","Repair/Receivership","5144 N BELLAIRE AVE
KANSAS CITY,  64119
(39.187682, -94.511129)"
"1130178","2014-07-17T00:00:00.000","Downgraded/No Longer a DB","3005 E 27TH ST","KANSAS CITY","MO","64128","Santa Fe","39.076615","-94.54757","24323","Private",,,"House","Repair/Receivership","3005 E 27TH ST
KANSAS CITY,  64128
(39.076615, -94.54757)"
"1166871","2016-09-23T00:00:00.000","Closed (City Demolition)","1706 Cypress Ave","KANSAS CITY","MO","64127","East Community Team North","39.090456","-94.53045","18453","Land Bank",,,,,"1706 Cypress Ave
KANSAS CITY,  64127
(39.090456, -94.53045)"
"1139424","2015-07-02T00:00:00.000","Downgraded/No Longer a DB","1919 Prospect Ave","KANSAS CITY","MO","64127","Washington Wheatley","39.088677","-94.551587","15457","Private",,,"House","Regular Demolition","1919 Prospect Ave
KANSAS CITY,  64127
(39.088677, -94.551587)"
"1171723","2017-01-09T00:00:00.000","Closed (City Demolition)","4902 Swope Parkway","KANSAS CITY","MO","64130","North Town Fork Creek","39.036736","-94.544228","35456","City",,,,,"4902 Swope Parkway
KANSAS CITY,  64130
(39.036736, -94.544228)"
"1132791","2014-05-13T00:00:00.000","Closed (City Demolition)","5302 OLIVE ST","KANSAS CITY","MO","64130","Blue Hills","39.030036","-94.557625","146004","Private",,"47/63 Strategic Area","House","Regular Demolition","5302 OLIVE ST
KANSAS CITY,  64130
(39.030036, -94.557625)"
"1152752","2016-02-29T00:00:00.000","Closed (City Demolition)","5813 E 16th St","KANSAS CITY","MO","64126","West Blue Valley","39.091895","-94.514045","6511","Land Bank",,"Land Bank Unclaimed",,,"5813 E 16th St
KANSAS CITY,  64126
(39.091895, -94.514045)"
"1143238","2014-08-06T00:00:00.000","Closed (City Demolition)","2440 CHELSEA AVE","KANSAS CITY","MO","64127","East Community Team South","39.080544","-94.526924","19159","Land Bank",,"Dollar House List",,,"2440 CHELSEA AVE
KANSAS CITY,  64127
(39.080544, -94.526924)"
"1129426","2015-02-17T00:00:00.000","Closed (Owner Repair)","8406 Wabash Ave","KANSAS CITY","MO","64132","Marlborough Heights/Marlboroug","38.974163","-94.559595","121919","Private",,,"House","Repair/Receivership","8406 Wabash Ave
KANSAS CITY,  64132
(38.974163, -94.559595)"
"1181624","2017-07-11T00:00:00.000","Closed (City Demolition)","5600 Jaudon Ave","KANSAS CITY","MO","64130","North Town Fork Creek","39.024443","-94.550436","36510","Private",,,"House",,"5600 Jaudon Ave
KANSAS CITY,  64130
(39.024443, -94.550436)"
"1146792","2014-01-21T00:00:00.000","Closed (Owner Repair)","2000 E 82ND ST","KANSAS CITY","MO","64132","Marlborough Heights/Marlboroug","38.97863","-94.564547","117393","Private",,,"House","Repair/Receivership","2000 E 82ND ST
KANSAS CITY,  64132
(38.97863, -94.564547)"
"1170455","2016-12-12T00:00:00.000","Closed (Owner Repair)","6907 E 114TH ST","KANSAS CITY","MO","64134","Ruskin Heights","38.916721","-94.510616","60450","Private",,"Owner Rehab","House",,"6907 E 114TH ST
KANSAS CITY,  64134
(38.916721, -94.510616)"
"1143576","2015-08-20T00:00:00.000","Closed (Owner Repair)","1202 NW 43rd Pl","KANSAS CITY","MO","64116","Briarcliff West","39.172997","-94.595652","88192","Private",,"Accelerated Priority (TRO)","House","Repair/Receivership","1202 NW 43rd Pl
KANSAS CITY,  64116
(39.172997, -94.595652)"
"1151630","2016-02-04T00:00:00.000","Closed (Owner Repair)","3915 Arlington Ave","KANSAS CITY","MO","64133","Ashland Ridge","39.051784","-94.46554","48308","Private",,,"House","Repair/Receivership","3915 Arlington Ave
KANSAS CITY,  64133
(39.051784, -94.46554)"
"1154500","2016-03-31T00:00:00.000","Closed (City Demolition)","6903 Monroe Ave","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.00091","-94.543602","2463","Land Bank",,"Kissick Donated Demolition",,,"6903 Monroe Ave
KANSAS CITY,  64132
(39.00091, -94.543602)"
"1151741","2016-02-08T00:00:00.000","Downgraded/No Longer a DB","809 W Gregory Blvd","KANSAS CITY","MO","64114","Ward Parkway","38.999551","-94.598983","110687","Private",,,,,"809 W Gregory Blvd
KANSAS CITY,  64114
(38.999551, -94.598983)"
"1152070","2016-02-16T00:00:00.000","Closed (Owner Repair)","3637 N Lister Dr","KANSAS CITY","MO","64117","Chouteau Estates","39.160405","-94.524703","79046","Private",,"Accelerated Priority","House","Regular Demolition","3637 N Lister Dr
KANSAS CITY,  64117
(39.160405, -94.524703)"
"1126679","2014-12-03T00:00:00.000","Closed (City Demolition)","3928 Chestnut Ave","KANSAS CITY","MO","64130","Oak Park Southwest","39.054253","-94.55168","29695","Land Bank",,"Dollar House List",,,"3928 Chestnut Ave
KANSAS CITY,  64130
(39.054253, -94.55168)"
"1050149","2007-04-23T00:00:00.000","Closed (City Demolition)","8620 SMART AVE","KANSAS CITY","MO","64125","North Blue Ridge","39.106667","-94.480757","46965","Land Bank",,,,,"8620 SMART AVE
KANSAS CITY,  64125
(39.106667, -94.480757)"
"1152701","2016-02-29T00:00:00.000","Monitoring Owner Compliance","8404 E 114th Ter","KANSAS CITY","MO","64134","Ruskin Hills","38.91563","-94.493972","72980","Private",,,"House","Regular Demolition","8404 E 114th Ter
KANSAS CITY,  64134
(38.91563, -94.493972)"
"1130051","2014-07-03T00:00:00.000","On Hold - LB Sold","5421 E 27TH TER","KANSAS CITY","MO","64128","South Blue Valley","39.075097","-94.519299","21506","Private",,"LB Demo","House","High Priority","5421 E 27TH TER
KANSAS CITY,  64128
(39.075097, -94.519299)"
"1121506","2014-08-29T00:00:00.000","Closed (City Demolition)","5524 MICHIGAN AVE","KANSAS CITY","MO","64130","Blue Hills","39.025743","-94.56372","147742","Land Bank",,"Dollar House List",,,"5524 MICHIGAN AVE
KANSAS CITY,  64130
(39.025743, -94.56372)"
"1150668","2016-01-08T00:00:00.000","Downgraded/No Longer a DB","6431 E 16th St","KANSAS CITY","MO","64126","East Blue Valley","39.09169","-94.506553","6821","Private",,,"House",,"6431 E 16th St
KANSAS CITY,  64126
(39.09169, -94.506553)"
"1147260","2015-10-13T00:00:00.000","Closed (Owner Demolition)","2600 Independence Blvd","KANSAS CITY","MO","64124","Pendleton Heights","39.106536","-94.550533","208632","Private",,,"Commercial Building",,"2600 Independence Blvd
KANSAS CITY,  64124
(39.106536, -94.550533)"
"1166898","2016-09-23T00:00:00.000","Closed (City Demolition)","3418 Prospect Ave","KANSAS CITY","MO","64128","Key Coalition","39.06371","-94.553513","126464","Land Bank",,,,,"3418 Prospect Ave
KANSAS CITY,  64128
(39.06371, -94.553513)"
"1144025","2015-08-26T00:00:00.000","Downgraded/No Longer a DB","3618 Roberts St","KANSAS CITY","MO","64124","Scarritt Point","39.107029","-94.538042","42107","Private",,,"House","Regular Demolition","3618 Roberts St
KANSAS CITY,  64124
(39.107029, -94.538042)"
"1154176","2016-03-25T00:00:00.000","Closed (City Demolition)","3010 Mersington Ave","KANSAS CITY","MO","64128","Ingleside","39.070627","-94.538143","24137","Land Bank",,"Kissick Donated Demolition",,,"3010 Mersington Ave
KANSAS CITY,  64128
(39.070627, -94.538143)"
"1055071","2008-10-31T00:00:00.000","Closed (City Demolition)","3301 BENTON BLVD","KANSAS CITY","MO","64128","Oak Park Northwest","39.065894","-94.545752","25677","Land Bank",,"Dollar House List",,,"3301 BENTON BLVD
KANSAS CITY,  64128
(39.065894, -94.545752)"
"1146775","2015-10-05T00:00:00.000","Closed (Owner Repair)","6634 Broadmoor Rd","KANSAS CITY","MO","64131","Neighbors United For Action","39.007252","-94.567348","105462","Private",,,"House","High Priority","6634 Broadmoor Rd
KANSAS CITY,  64131
(39.007252, -94.567348)"
"1135358","2015-05-18T00:00:00.000","Closed (City Demolition)","1700 Cypress Ave","KANSAS CITY","MO","64127","East Community Team North","39.090672","-94.530378","18455","Private",,"Accelerated Priority","House","High Priority","1700 Cypress Ave
KANSAS CITY,  64127
(39.090672, -94.530378)"
"1107938","2014-03-14T00:00:00.000","Downgraded/No Longer a DB","6224 PASEO","KANSAS CITY","MO","64110","Eastern 49-63","39.013861","-94.570773","105201","Private",,"47/63 Strategic Area","House","Regular Demolition","6224 PASEO
KANSAS CITY,  64110
(39.013861, -94.570773)"
