"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","zip_code","city","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","location_1","firearm_used_flag"
"100011874","2010-02-16T00:00:00.000","17:23","2010-02-16T00:00:00.000","17:23",,,"2040","90Z","Violation Full Order","132","3800  WARWICK BL","64111","KANSAS CITY","PJ3057","CPD","U","1","SUS","B","M","30","3800 WARWICK
BL KANSAS CITY, MO 64111
(39.058205005000445, -94.58366950799967)","N"
"100017288","2010-03-10T00:00:00.000","11:34","2010-03-10T00:00:00.000","11:34",,,"1849","35A","Possession/Sale/Dist","222","5300  EUCLID AV","64130","KANSAS CITY","PJ4286","MPD","U","1","ARR","B","F","38","5300 EUCLID AV
KANSAS CITY, MO 64130
(39.0302824690005, -94.56198526699967)","N"
"100016588","2010-03-07T00:00:00.000","18:28","2010-03-06T00:00:00.000","12:00",,,"640","23F","Stealing From Auto","633","1900  NE VIVION RD","94118","KANSAS CITY","PC0961","SCP","U","1","VIC","U","M","58","1900 VIVION RD
KANSAS CITY, MO 94118
(37.782042499000454, -122.46013589499972)","N"
"100011478","2010-02-15T00:00:00.000","3:16","2010-02-15T00:00:00.000","3:00",,,"802","13B","Non Agg Assault Dome","545","8600  E 109 TE","64134","KANSAS CITY","PJ7008","SPD","Y","1","VIC","B","F","28","8600 109
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"100017384","2010-03-10T00:00:00.000","16:35","2010-03-10T00:00:00.000","16:30",,,"2655","90J","Trespassing","115","2300  HOLMES ST","64108","KANSAS CITY","PJ1938","CPD","U","1","VIC",,,,"2300 HOLMES ST
KANSAS CITY, MO 64108
(39.085042461000455, -94.57582627699969)","N"
"100015303","2010-03-02T00:00:00.000","19:10","2010-03-02T00:00:00.000","8:30","2010-03-02T00:00:00.000","18:30","640","23F","Stealing From Auto","531","1000  E 101 TE","64131","KANSAS CITY","PJ6716","SPD","U","1","SUS","U","U",,"1000 101
TE KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)","N"
"100005766","2010-01-23T00:00:00.000","12:38","2010-01-23T00:00:00.000","4:00","2010-01-23T00:00:00.000","12:00","501","220","Burglary - Residence","421","7300  NW 75 TE","64152","KANSAS CITY","PP0501","NPD","N","2","VIC","W","F","32","7300 75
TE KANSAS CITY, MO 64152
(39.219070513000474, -94.69702805099968)","N"
"100000920","2010-01-04T00:00:00.000","20:48","2010-01-04T00:00:00.000","20:48","2010-01-04T00:00:00.000","21:00","302","120","Armed Robbery","212","5100  ARARAT DR","64131","KANSAS CITY","PJ4182","MPD","U","2","SUS","B","M","18","5100 ARARAT DR
KANSAS CITY, MO 64131
(39.034106927000494, -94.50331198599969)","Y"
"100006436","2010-01-26T00:00:00.000","9:57","2010-01-25T00:00:00.000","8:00","2010-01-26T00:00:00.000","9:00","650","23G","Stealing Auto Parts/","241","6600  MONROE AV","64132","KANSAS CITY","PJ5145","MPD","U","1","VIC","B","M","51","6600 MONROE AV
KANSAS CITY, MO 64132
(39.00675474600047, -94.54367751699965)","N"
"100009849","2010-02-08T00:00:00.000","10:49","2010-02-08T00:00:00.000","10:49",,,"802","13B","Non Agg Assault Dome","142","1800  E 37 ST","64109","KANSAS CITY","PJ2937","CPD","U","1","VIC","W","F","29","1800 37 ST
KANSAS CITY, MO 64109
(39.05936764100045, -94.56252114599965)","N"
"100009304","2010-02-05T00:00:00.000","20:54","2010-02-05T00:00:00.000","20:54",,,"1849","35A","Possession/Sale/Dist","342","I 70 HW/E US 40 HW","64127","KANSAS CITY","PJ2316","EPD","U","1","VIC",,,,"40 HW
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)","N"
"100015964","2010-03-05T00:00:00.000","10:30","2010-03-04T00:00:00.000","13:50",,,"801","13B","Non Aggravated Assau","633","1500  NE VIVION RD","64118","KANSAS CITY","PC1033","SCP","N","1","ARR","B","F","15","1500 VIVION RD
KANSAS CITY, MO 64118
(39.18269702900045, -94.5986486649997)","N"
"100011375","2010-02-14T00:00:00.000","14:33","2010-02-14T00:00:00.000","14:00",,,"630","23C","Stealing Shoplifting","634","5400  N ANTIOCH RD","64118","KANSAS CITY","PC0788","SCP","N","1","ARR","B","M","13","5400 ANTIOCH RD
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)","N"
"100004100","2010-01-17T00:00:00.000","9:58","2010-01-15T00:00:00.000","12:00","2010-01-16T00:00:00.000","12:00","702","240","Auto Theft","121","500  BROOKLYN AV","64106","KANSAS CITY","PJ0554","CPD","U","1","SUS","U","U",,"500 BROOKLYN AV
KANSAS CITY, MO 64106
(39.10847245000048, -94.55558590199968)","N"
"100009510","2010-02-06T00:00:00.000","17:53","2010-02-06T00:00:00.000","10:15","2010-02-06T00:00:00.000","17:30","501","220","Burglary - Residence","121","500  MAPLE BL ","64106","KANSAS CITY","PJ0571","CPD","U","1","SUS","U","U",,"500 MAPLE
BL KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)","N"
"100006698","2010-01-27T00:00:00.000","10:25","2010-01-26T00:00:00.000","20:00","2010-01-27T00:00:00.000","8:55","1401","290","Property Damage","233","8400  WORNALL RD","64114","KANSAS CITY","PJ6064","MPD","U","1","VIC","A","M","50","8400 WORNALL RD
KANSAS CITY, MO 64114
(38.97590202000049, -94.59503411899965)","N"
"100011391","2010-02-14T00:00:00.000","16:02","2010-02-10T00:00:00.000","20:30","2010-02-14T00:00:00.000","15:35","702","240","Auto Theft","341","1300  FREMONT AV","64126","KANSAS CITY","PJ1346","EPD","U","1","VIC","B","M","28","1300 FREMONT AV
KANSAS CITY, MO 64126
(39.09550316500048, -94.50781629599965)","N"
"100018680","2010-03-15T00:00:00.000","19:35","2010-03-15T00:00:00.000","19:35",,,"403","13A","Agg Assault - Domest","224","6000  PARK AV","64130","KANSAS CITY","PJ4870","MPD","U","2","VIC","W","M","10","6000 PARK AV
KANSAS CITY, MO 64130
(39.01761284000048, -94.55925638799965)","N"
"100006883","2010-01-27T00:00:00.000","18:16","2010-01-27T00:00:00.000","18:16",,,"1001","250","Forgery","331","3800  E 31 ST","64128","KANSAS CITY","PJ2509","EPD","U","1","SUS","B","F","35","3800 31 ST
KANSAS CITY, MO 64128
(39.06940825400045, -94.53885019499967)","N"
"100012837","2010-03-13T00:00:00.000","17:34",,,,,"210","11B","Forcible Sodomy","113","1500  HOLMES ST","64108","KANSAS CITY","PJ1363","CPD","U","1","VIC","W","F","8","1500 HOLMES ST
KANSAS CITY, MO 64108
(39.095351561000484, -94.57532645599969)","N"
"100014392","2010-02-26T00:00:00.000","23:33","2010-02-26T00:00:00.000","23:33",,,"1401","290","Property Damage","141","400  E ARMOUR BL ","64109","KANSAS CITY","PJ2761","CPD","U","2","ARR","B","M","17","400 ARMOUR
BL KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)","N"
"100008335","2010-02-02T00:00:00.000","5:48","2010-02-01T00:00:00.000","21:30","2010-02-02T00:00:00.000","5:30","702","240","Auto Theft","641","5300  N DENVER AV","64119","KANSAS CITY","PC0800","SCP","U","1","VIC","W","M","69","5300 DENVER AV
KANSAS CITY, MO 64119
(39.189910082000495, -94.51890592299969)","N"
"100092118","2010-11-26T00:00:00.000","9:28","2010-11-26T00:00:00.000","4:00","2010-11-26T00:00:00.000","4:30","201","11A","Rape","112","E 9 ST/HARRISON ST","64105","KANSAS CITY","PJ0822","CPD","N","1","VIC","B","F","23","9 ST HARRISON ST
KANSAS CITY, MO 64105
(39.10362371800045, -94.58633903699968)","N"
"100009882","2010-02-08T00:00:00.000","12:50","2010-02-01T00:00:00.000","5:00","2010-02-07T00:00:00.000","23:00","831","13C","Intimidation","331","2900  E 29 ST","64128","KANSAS CITY","PJ2432","EPD","U","1","VIC","B","F","64","2900 29 ST
KANSAS CITY, MO 64128
(39.07264399400049, -94.54911044699969)","N"
"100049448","2010-07-01T00:00:00.000","12:33","2010-05-22T00:00:00.000","0:01","2010-05-29T00:00:00.000","20:00","1198","26C","Impersonation","141","3200  HARRISON ST","64109","KANSAS CITY","PJ2621","CPD","N","1","SUS","U","U",,"3200 HARRISON ST
KANSAS CITY, MO 64109
(39.06864233300047, -94.57322564399965)","N"
"100009555","2010-02-06T00:00:00.000","22:24","2010-02-06T00:00:00.000","22:24",,,"1849","35A","Possession/Sale/Dist","312","EWING AV/WILSON AV","64124","KANSAS CITY","PJ0497","EPD","U","1","VIC",,,,"
EWING AV WILSON AV KANSAS CITY, MO 64124
(39.10688247100046, -94.54360590699969)","N"
"100015554","2010-03-03T00:00:00.000","19:08","2010-03-03T00:00:00.000","19:05",,,"302","120","Armed Robbery","223","5800  WABASH AV","64130","KANSAS CITY","PJ4651","MPD","N","2","VIC","B","F","15","5800 WABASH AV
KANSAS CITY, MO 64130
(39.02101328000049, -94.5567158289997)","Y"
"100032675","2010-05-04T00:00:00.000","16:11","2010-05-04T00:00:00.000","16:00",,,"2655","90J","Trespassing","112","1000  MAIN ST","64109","KANSAS CITY","PJ0953","CPD","U","1","ARR","W","M","40","1000 MAIN ST
KANSAS CITY, MO 64109
(39.19433977400047, -94.6837733649997)","N"
"100062255","2010-08-15T00:00:00.000","4:17","2010-08-15T00:00:00.000","4:00",,,"901","200","Arson","142","4000  HIGHLAND AV","64109","KANSAS CITY","PJ3251","CPD","U","1","SUS","U","U",,"4000 HIGHLAND AV
KANSAS CITY, MO 64109
(39.05386287900046, -94.5641657649997)","N"
"100005967","2010-01-24T00:00:00.000","8:19","2010-01-24T00:00:00.000","8:19",,,"1546","520","Weapons Law Violatio","345","4800  BRECKENRIDGE AV","64133","KANSAS CITY","PJ4339","EPD","N","3","ARR","W","M","17","4800 BRECKENRIDGE AV
KANSAS CITY, MO 64133
(39.032100537000474, -94.39189576399968)","Y"
"100015574","2010-03-03T00:00:00.000","22:02","2010-03-02T00:00:00.000","21:00","2010-03-03T00:00:00.000","7:30","670","23D","Stealing from Buildi","232","900  E 68 ST","64131","KANSAS CITY","PJ5138","MPD","N","1","SUS","U","U",,"900 68 ST
KANSAS CITY, MO 64131
(39.00418723400048, -94.5773619739997)","N"
"100008110","2010-02-01T00:00:00.000","12:08","2010-01-31T00:00:00.000","13:00","2010-01-31T00:00:00.000","15:30","640","23F","Stealing From Auto","642","900  NE 96 ST","64151","KANSAS CITY","PC0267","SCP","U","1","SUS","U","U",,"900 96 ST
KANSAS CITY, MO 64151
(39.21624191500047, -94.6344165219997)","N"
"100002612","2010-01-11T00:00:00.000","19:00","2010-01-11T00:00:00.000","3:17","2010-01-11T00:00:00.000","17:05","2040","90Z","Violation Full Order","423","8700  N MAIN ST","64155","KANSAS CITY","PC0316","NPD","U","1","VIC","W","F","30","8700 MAIN ST
KANSAS CITY, MO 64155
(39.25193224800046, -94.58042270799967)","N"
"100089742","2010-11-17T00:00:00.000","8:05","2010-11-17T00:00:00.000","8:00",,,"2601","90Z","Misc Violation","123","1600  E 24 ST","64127","KANSAS CITY","PJ1957","CPD","U","1","SUS","W","M","8","1600 24 ST
KANSAS CITY, MO 64127
(39.081024399000455, -94.51542640799966)","N"
"100004715","2010-01-19T00:00:00.000","16:54","2010-01-19T00:00:00.000","13:45","2010-01-19T00:00:00.000","14:00","802","13B","Non Agg Assault Dome","412","700  NW 60 ST ","64118","KANSAS CITY","PC0599","NPD","Y","1","VIC","W","M","44","700 60 ST
KANSAS CITY, MO 64118
(39.203011786000445, -94.58783125599967)","N"
"100005732","2010-01-23T00:00:00.000","11:18","2010-01-22T00:00:00.000","23:00","2010-01-23T00:00:00.000","10:00","640","23F","Stealing From Auto","131","4100  ROANOKE RD","64111","KANSAS CITY","PJ3225","CPD","U","1","SUS","U","U",,"4100 ROANOKE RD
KANSAS CITY, MO 64111
(39.05457470900046, -94.59860010399967)","N"
"100010872","2010-02-12T00:00:00.000","10:32","2010-02-11T00:00:00.000","13:00",,,"1401","290","Property Damage","642","2600  NE BARRY RD","64155","KANSAS CITY","PC0344","SCP","N","1","VIC","W","M","31","2600 BARRY RD
KANSAS CITY, MO 64155
(39.245832417000486, -94.59176791199968)","N"
"100068229","2010-09-04T00:00:00.000","2:08","2010-09-04T00:00:00.000","2:08",,,"401","13A","Aggravated Assault (","112","W 10 ST/WYANDOTTE ST","64106","KANSAS CITY","PJ0856","CPD","U","1","SUS","W","M","18","10 ST WYANDOTTE ST
KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)","Y"
"100011136","2010-02-13T00:00:00.000","10:52","2010-02-12T00:00:00.000","22:30","2010-02-13T00:00:00.000","10:40","1401","290","Property Damage","635","5200  NE MUNGER RD","64119","KANSAS CITY","PC0720","SCP","N","1","VIC","W","F","27","5200 MUNGER RD
KANSAS CITY, MO 64119
(39.20301137400048, -94.52456609299969)","N"
"100016828","2010-03-08T00:00:00.000","16:46","2010-03-02T00:00:00.000","15:00","2010-03-03T00:00:00.000","15:00","650","23G","Stealing Auto Parts/","211","5000  COLLEGE AV","64130","KANSAS CITY","PJ4029","MPD","U","1","VIC","B","F","66","5000 COLLEGE AV
KANSAS CITY, MO 64130
(39.035142101000474, -94.54658557399966)","N"
"100009577","2010-02-06T00:00:00.000","23:54","2010-02-06T00:00:00.000","23:54",,,"801","13B","Non Aggravated Assau","113","1300  GRAND AV","64106","KANSAS CITY","PJ1177","CPD","N","3","VIC","W","M","25","1300 GRAND AV
KANSAS CITY, MO 64106
(39.09844578500048, -94.58102925899965)","N"
"100014392","2010-02-26T00:00:00.000","23:33","2010-02-26T00:00:00.000","23:33",,,"2655","90J","Trespassing","141","400  E ARMOUR BL ","64109","KANSAS CITY","PJ2761","CPD","U","1","ARR","B","M","21","400 ARMOUR
BL KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)","N"
"100011320","2010-02-14T00:00:00.000","9:09","2010-02-13T00:00:00.000","22:00","2010-02-14T00:00:00.000","8:00","1401","290","Property Damage","414","6600  NW 65 ST","64151","KANSAS CITY","PP0637","NPD","U","1","SUS","U","U",,"6600 65 ST
KANSAS CITY, MO 64151
(39.213207971000486, -94.65691247899969)","N"
"100015298","2010-03-02T00:00:00.000","18:16","2010-03-02T00:00:00.000","18:16",,,"2655","90J","Trespassing","324","3900  E 23 TE","64127","KANSAS CITY","PJ1946","EPD","U","1","VIC","B","F","81","3900 23
TE KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)","N"
"100006161","2010-01-25T00:00:00.000","8:28","2010-01-24T00:00:00.000","17:00","2010-01-25T00:00:00.000","8:00","501","220","Burglary - Residence","543","7300  E 111 TE","64134","KANSAS CITY","PJ7025","SPD","U","1","SUS","U","U",,"7300 111
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"100008153","2010-02-01T00:00:00.000","13:51","2010-02-01T00:00:00.000","13:47",,,"301","120","Strong Arm Robbery","123","1200  EUCLID AV","64127","KANSAS CITY","PJ1134","CPD","U","2","SUS","B","M","18","1200 EUCLID AV
KANSAS CITY, MO 64127
(39.0990127500005, -94.55835041799969)","N"
"100000673","2010-01-04T00:00:00.000","7:31","2010-01-01T00:00:00.000","12:00","2010-01-04T00:00:00.000","6:00","502","220","Burglary - Non Resid","311","1700  N JACKSON AV","64120","KANSAS CITY","PJ0033","EPD","U","1","SUS","U","U",,"1700 JACKSON AV
KANSAS CITY, MO 64120
(39.1381762580005, -94.53144052899967)","N"
"100093287","2010-11-30T00:00:00.000","16:51","2010-11-30T00:00:00.000","15:15","2010-11-30T00:00:00.000","16:25","640","23F","Stealing From Auto","535","13700  HOLMES RD","64145","KANSAS CITY","PJ7413","SPD","U","1","VIC","W","F","35","13700 HOLMES RD
KANSAS CITY, MO 64145
(38.87863316500045, -94.58686854699965)","N"
"100008573","2010-02-02T00:00:00.000","22:37","2010-02-02T00:00:00.000","22:37",,,"401","13A","Aggravated Assault (","312","E 10 ST/WHITE AV","64126","KANSAS CITY","PJ1003","EPD","U","1","SUS","W","M",,"10 ST WHITE AV
KANSAS CITY, MO 64126
(39.092413604000456, -94.50101616399968)","Y"
"100013902","2010-02-24T00:00:00.000","23:24","2010-02-24T00:00:00.000","23:23","2010-02-24T00:00:00.000","23:41","650","23G","Stealing Auto Parts/","414","5900  NW 72 ST","64154","KANSAS CITY","PP0587","NPD","U","1","SUS","U","U",,"5900 72 ST
KANSAS CITY, MO 64154
(39.25757160700044, -94.6361588689997)","N"
"100003801","2010-01-16T00:00:00.000","0:17","2010-01-16T00:00:00.000","0:15",,,"403","13A","Agg Assault - Domest","544","8700  E BANNISTER TE","64134","KANSAS CITY","PJ6620","SPD","Y","1","ARR","B","F","31","8700 BANNISTER
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"100017044","2010-03-09T00:00:00.000","14:24","2010-03-09T00:00:00.000","11:10",,,"1651","40A","Prostitution/Patroni","999","0  RIVERBOAT DR","64116","NORTH KANSAS","PCX042","SCP","U","1","VIC",,,,"0 RIVERBOAT DR
KANSAS, MO 64116
(39.14216314200047, -94.5476785789997)","N"
"100016007","2010-03-05T00:00:00.000","13:51","2010-02-26T00:00:00.000","9:00",,,"1198","26C","Impersonation","233","8300  LOCUST ST","64131","KANSAS CITY","PJ6047","MPD","U","1","SUS","U","U",,"8300 LOCUST ST
KANSAS CITY, MO 64131
(38.97727185000048, -94.58452576499968)","N"
"100010538","2010-02-10T00:00:00.000","23:27","2010-02-10T00:00:00.000","23:27",,,"1849","35A","Possession/Sale/Dist","121","2400  INDEPENDENCE AV","64124","KANSAS CITY","PJ0671","EPD","U","1","VIC",,,,"2400 INDEPENDENCE AV
KANSAS CITY, MO 64124
(39.1063741750005, -94.55253016899968)","N"
"100075839","2010-09-30T00:00:00.000","1:49","2010-09-30T00:00:00.000","1:45",,,"2601","90Z","Misc Violation","641","8800  NE 73 TE","64155","KANSAS CITY","PC0513","SCP","Y","1","SUS","W","F","34","8800 73
TE KANSAS CITY, MO 64155
(39.27609002000048, -94.57066660199968)","N"
"100000437","2010-01-02T00:00:00.000","22:53","2010-01-02T00:00:00.000","22:42",,,"801","13B","Non Aggravated Assau","341","1400  TOPPING AV ","64127","KANSAS CITY","PJ1314","EPD","U","1","SUS","W","M","38","1400 TOPPING AV
KANSAS CITY, MO 64127
(39.09491214500048, -94.51471548199964)","N"
"100010046","2010-02-09T00:00:00.000","4:17","2010-02-09T00:00:00.000","4:17",,,"501","220","Burglary - Residence","322","1600  JACKSON AV","64127","KANSAS CITY","PJ1507","EPD","U","1","VIC","U","M",,"1600 JACKSON AV
KANSAS CITY, MO 64127
(39.093091708000486, -94.53328583999968)","N"
"100005025","2010-01-20T00:00:00.000","16:50","2010-01-20T00:00:00.000","7:40","2010-01-20T00:00:00.000","11:00","501","220","Burglary - Residence","112","200  W 12 ST","64106","KANSAS CITY","PJ1014","CPD","U","1","SUS","U","U",,"200 12 ST
KANSAS CITY, MO 64106
(39.099865114000465, -94.58080144499968)","N"
"100006456","2010-01-26T00:00:00.000","11:04","2010-01-24T00:00:00.000","15:00","2010-01-24T00:00:00.000","17:00","640","23F","Stealing From Auto","334","3800  E 43 ST","64130","KANSAS CITY","PJ3534","EPD","U","1","SUS","U","U",,"3800 43 ST
KANSAS CITY, MO 64130
(39.04775610700045, -94.54001143699969)","N"
"100012070","2010-02-17T00:00:00.000","12:20","2010-02-17T00:00:00.000","12:00",,,"630","23C","Stealing Shoplifting","134","300  W 47 ST","64110","KANSAS CITY","PJ3703","CPD","U","1","VIC",,,,"300 47 ST
KANSAS CITY, MO 64110
(39.04176204100048, -94.56810687299969)","N"
"100010944","2010-02-12T00:00:00.000","15:02","2010-02-11T00:00:00.000","23:00","2010-02-12T00:00:00.000","14:00","501","220","Burglary - Residence","542","6300  E 96 ST","64134","KANSAS CITY","PJ6561","SPD","U","1","VIC","B","F","23","6300 96 ST
KANSAS CITY, MO 64134
(38.95082753800045, -94.51628837799967)","N"
"100004758","2010-01-19T00:00:00.000","19:01","2010-01-19T00:00:00.000","19:01",,,"1849","35A","Possession/Sale/Dist","211","E 51 ST/WALROND AV","64130","KANSAS CITY","PJ4073","MPD","U","1","ARR","B","M","22","51 ST WALROND AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)","N"
"100011946","2010-02-17T00:00:00.000","1:12","2010-02-16T00:00:00.000","22:30","2010-02-17T00:00:00.000","0:35","640","23F","Stealing From Auto","414","8100  NW ROANRIDGE RD","64152","KANSAS CITY","PP0402","NPD","U","1","VIC","W","F","18","8100 ROANRIDGE RD
KANSAS CITY, MO 64152
(39.219070513000474, -94.69702805099968)","N"
"100015338","2010-03-03T00:00:00.000","1:55","2010-03-02T00:00:00.000","13:45","2010-03-02T00:00:00.000","20:00","501","220","Burglary - Residence","541","7800  E 108 ST","64134","KANSAS CITY","PJ6933","SPD","U","1","VIC","B","F","24","7800 108 ST
KANSAS CITY, MO 64134
(38.92905690500049, -94.49877214499969)","N"
"100006774","2010-01-27T00:00:00.000","14:00","2010-01-26T00:00:00.000","12:00","2010-01-27T00:00:00.000","13:00","650","23G","Stealing Auto Parts/","542","9300  BLUE RIDGE BL","64138","KANSAS CITY","PJ6485","SPD","U","1","SUS","U","U",,"9300 BLUE RIDGE
BL KANSAS CITY, MO 64138
(38.95583403700044, -94.50597809199968)","N"
"100017423","2010-03-10T00:00:00.000","18:23","2010-03-10T00:00:00.000","18:20",,,"2655","90J","Trespassing","113","1400  GRAND AV",,"KANSAS CITY","PJ1246","CPD","U","1","ARR","B","M","42","1400 GRAND AV
KANSAS CITY, MO 
(39.097094480000465, -94.58109769699968)","N"
"100013592","2010-02-23T00:00:00.000","14:35","2010-02-18T00:00:00.000","21:03",,,"1001","250","Forgery","422","8500  N BOARDWALK AV","64155","KANSAS CITY","PP0321","NPD","N","1","SUS","B","F",,"8500 BOARDWALK AV
KANSAS CITY, MO 64155
(39.27609002000048, -94.57066660199968)","N"
"100000582","2010-01-03T00:00:00.000","15:33","2010-01-02T00:00:00.000","2:04",,,"2040","90Z","Violation Full Order","324","2300  MYRTLE AV","64127","KANSAS CITY","PJ1946","EPD","N","1","VIC","B","F","51","2300 MYRTLE AV
KANSAS CITY, MO 64127
(39.083672340000476, -94.53584520099969)","N"
"100004878","2010-01-20T00:00:00.000","8:49","2010-01-20T00:00:00.000","8:49",,,"401","13A","Aggravated Assault (","212","7100  EASTWOOD TF","64129","KANSAS CITY","PJ4110","MPD","N","2","SUS","B","M",,"7100 EASTWOOD
TF KANSAS CITY, MO 64129
(39.03114790000046, -94.50269832199967)","Y"
"100014463","2010-02-27T00:00:00.000","10:28","2010-02-26T00:00:00.000","18:30",,,"1188","26E","Wire Fraud","223","5700  COLLEGE AV","64130","KANSAS CITY","PJ4618","MPD","U","1","VIC","B","M","44","5700 COLLEGE AV
KANSAS CITY, MO 64130
(39.02253419200048, -94.54734793899968)","N"
"100008447","2010-02-02T00:00:00.000","14:02","2010-02-02T00:00:00.000","14:02",,,"799",,"Auto Theft Outside S","212","5300  OAK LEAF DR","64129","KANSAS CITY","PJ4311","MPD","U","1","SUS","U","U",,"5300 OAK LEAF DR
KANSAS CITY, MO 64129
(39.027914128000475, -94.5021980629997)","N"
"100002014","2010-01-09T00:00:00.000","8:57","2010-01-08T00:00:00.000","21:00","2010-01-09T00:00:00.000","8:50","501","220","Burglary - Residence","534","11100  ELMWOOD AV","64137","KANSAS CITY","PJ7045","SPD","U","1","SUS","U","U",,"11100 ELMWOOD AV
KANSAS CITY, MO 64137
(38.9239220340005, -94.53613021499967)","N"
"100008787","2010-02-03T00:00:00.000","19:38","2010-02-03T00:00:00.000","11:00",,,"2601","90Z","Misc Violation","532","10300  CRYSTAL AV","64134","KANSAS CITY","PJ6802","SPD","U","1","VIC","U","U",,"10300 CRYSTAL AV
KANSAS CITY, MO 64134
(38.93687082500048, -94.50467703799967)","N"
"100008530","2010-02-02T00:00:00.000","18:38","2010-02-02T00:00:00.000","18:35",,,"401","13A","Aggravated Assault (","341","E 19 TE/TOPPING AV","64126","KANSAS CITY","PJ1735","EPD","N","1","SUS","W","M","20","19 TE TOPPING AV
KANSAS CITY, MO 64126
(39.092413604000456, -94.50101616399968)","N"
"100007144","2010-01-28T00:00:00.000","20:04","2010-01-28T00:00:00.000","19:30",,,"2655","90J","Trespassing","111","BROADWAY/W TRUMAN RD","64106","KANSAS CITY","PJ1328","CPD","U","2","ARR","W","M","46","
BROADWAY W TRUMAN RD KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)","N"
"100005949","2010-01-24T00:00:00.000","5:06","2010-01-24T00:00:00.000","3:30","2010-01-24T00:00:00.000","5:00","1750","11D","Sex Off Fondle - mol","241","E GREGORY BL/PROSPECT AV","64131","KANSAS CITY","PJ5393","MPD","N","1","SUS","B","M","34","
E GREGORY BL PROSPECT AV KANSAS CITY, MO 64131
(38.96538302300047, -94.57690602899964)","N"
"100085446","2010-11-02T00:00:00.000","9:51","2010-10-13T00:00:00.000","12:00","2010-11-02T00:00:00.000","9:40","501","220","Burglary - Residence","334","4500  INDIANA AV","64130","KANSAS CITY","PJ3675","EPD","U","1","SUS","U","U",,"4500 INDIANA AV
KANSAS CITY, MO 64130
(39.044112819000475, -94.5449653019997)","N"
"100005334","2010-01-21T00:00:00.000","22:22","2010-01-21T00:00:00.000","22:22",,,"1849","35A","Possession/Sale/Dist","133","W 39 ST/BROADWAY","64111","KANSAS CITY","PJ3062","CPD","U","1","VIC",,,,"39 ST
BROADWAY KANSAS CITY, MO 64111
(39.056561815000464, -94.58609953699965)","N"
"100001320","2010-01-06T00:00:00.000","12:00","2010-01-06T00:00:00.000","12:00",,,"630","23C","Stealing Shoplifting","345","11600  E US 40 HWY","64133","KANSAS CITY","PJ3601","EPD","U","1","ARR","B","F","38","11600 US 40 HWY
KANSAS CITY, MO 64133
(39.068133273000456, -94.51602867299965)","N"
"100011064","2010-02-13T00:00:00.000","0:43","2010-02-12T00:00:00.000","22:45",,,"1401","290","Property Damage","314","500  COLORADO AV",,"KANSAS CITY","PJ0636","EPD","U","1","SUS","U","U",,"500 COLORADO AV
KANSAS CITY, MO 
(39.127154143000496, -94.5746975349997)","N"
"100012177","2010-02-17T00:00:00.000","19:59","2010-02-17T00:00:00.000","17:45","2010-02-17T00:00:00.000","17:55","302","120","Armed Robbery","224","1300  PROSPECT AV","62123","KANSAS CITY","PJ1208","EPD","U","1","SUS","B","M",,"1300 PROSPECT AV
KANSAS CITY, MO 62123
(39.09742220200047, -94.55150707899969)","N"
"100006403","2010-01-26T00:00:00.000","7:11","2010-01-26T00:00:00.000","7:05",,,"702","240","Auto Theft","413","5400  N FAIRMONT","64118","KANSAS CITY","PP0712","NPD","U","1","SUS","B","F",,"5400 FAIRMONT
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)","N"
"100008913","2010-02-04T00:00:00.000","10:57","2010-02-04T00:00:00.000","7:00","2010-02-04T00:00:00.000","10:57","501","220","Burglary - Residence","332","3600  AGNES AV","64128","KANSAS CITY","PJ2953","EPD","U","1","VIC","B","M","39","3600 AGNES AV
KANSAS CITY, MO 64128
(39.060432799000466, -94.5487352779997)","N"
"100002180","2010-01-09T00:00:00.000","21:41","2010-01-03T00:00:00.000","15:00","2010-01-09T00:00:00.000",,"501","220","Burglary - Residence","313","500  ASKEW AV","64123","KANSAS CITY","PJ0580","EPD","U","1","SUS","U","U",,"500 ASKEW AV
KANSAS CITY, MO 64123
(39.10757229900048, -94.5390562829997)","N"
