"fy","local_government_type","muni_name","www","_351_rate","_351_revenue","_1_info_revenue","_1_info__percentage","_2_reg_revenue","_2_reg__percentage","_3_ad_revenue","_3_ad__percentage","_4_art_revenue","_4_art__percentage","_5_hist_revenue","_5_hist__percentage","_9_sign_revenue","_9_sign__pecentage","_334_rate","_334_revenue"
"2020","city","City of Center",,"0.007","287813","223800","0.78",,"0","26740","0.09",,"0",,"0",,"0",,
"2017","city","City of Center","http://www.centertexas.org/administration-finance/hotel-occupancy-taxes",,,,,,,,,,,,,,,,
"2018","city","City of Center",,"0.07","328551","223400","0.68","20000","0.06","6560","0.02",,"0","2500","0.01","6000","0.02",,
"2021","city","City of Center",,"0.07","352104.12","227000","0.64","20000","0.06","37400","0.11",,"0",,"0",,"0",,
"2021","city","City of Montgomery",,"0.07","2349",,"0",,"0","2349","1",,"0",,"0",,"0",,
"2020","city","City of Montgomery",,"0.06","1917.61",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Nacogdoches",,"0.07","573081.91","510484.38","0.89",,"0",,"0",,"0","25000","0.04",,"0",,
"2021","city","City of Nacogdoches",,"0.07","950949","784438","0.82",,"0",,"0",,"0","25000","0.03",,"0",,
"2017","city","City of Nacogdoches","https://www.ci.nacogdoches.tx.us/DocumentCenter/View/2167",,,,,,,,,,,,,,,,
"2018","city","City of Conroe",,"0.07","2043147.47","678090.72","0.33","0","0","1033701.87","0.51","23419","0.01","15000","0.01","0","0",,
"2021","city","City of Crockett","https://crocketttexas.org/2021-financials/",,,,,,,,,,,,,,,,
"2019","city","City of Crockett","https://crocketttexas.org/2020-hot-revenue-and-expense-report/",,,,,,,,,,,,,,,,
"2021","county","Houston County",,"0.02","33566.08",,,,,,,,,,,,,,
"2021","city","City of Conroe",,"0.07","2239047.96","802106.62","0.36",,"0","1038333.52","0.46",,"0",,"0",,"0",,
"2020","city","City of Conroe",,"0.07","1659596310","556139.5","0",,"0","904432.5","0","109400","0","30000","0","7200","0",,
"2019","city","City of Conroe",,"0.07","1943491.3","628186.13","0.32",,"0","921411","0.47","113000","0.06","25710","0.01",,"0",,
"2017","city","City of Conroe",,"0.07","1781633.53","642683.02","0.36","0","0","781462.7","0.44","114300","0.06","7500","0","0","0",,
"2019","city","City of Dayton",,"0.07","103963","22951","0.22",,"0","22426","0.22",,"0","10441","0.1",,"0",,
"2019","city","City of Corrigan",,"0.0175",,,,,,,,,,,,,,,
"2021","town","Town of Point Blank",,"0.03","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2021","city","City of Waller",,"0.06","154342.29",,"0",,"0",,"0",,"0",,"0","13669","0.09",,
"2020","city","City of Waller",,"0.06","125605.81","82123","0.65",,"0","27161.88","0.22",,"0",,"0",,"0",,
"2019","city","City of Waller",,"0.06","134960.51","32748","0.24",,"0","25000","0.19",,"0",,"0",,"0",,
"2018","city","City of Waller",,"0.06","126237.21",,"0",,"0",,"0","31000","0.25",,"0",,"0",,
"2020","city","City of Madisonville","https://madisonvilletexas.us/wp-content/uploads/2021/02/sb1221-online-2020.pdf",,,,,,,,,,,,,,,,
"2017","city","City of Madisonville","http://madisonvilletexas.us/index_htm_files/sb1221-online-2017.pdf",,,,,,,,,,,,,,,,
"2019","city","City of Madisonville","https://secureservercdn.net/198.71.233.227/t3a.6d1.myftpupload.com/wp-content/uploads/2020/02/sb1221-online-2019.pdf",,,,,,,,,,,,,,,,
"2021","county","Madison County",,"0.02","35785.69",,,,,,,,,,,,,,
"2018","city","City of Liberty",,"0.07","66016",,"0",,"0","2613","0.04","63403","0.96",,"0",,"0",,
"2016","city","City of Liberty",,"0.07","37921","0","0","0","0","4702","0.12","33219","0.88","0","0","0","0",,
"2021","city","City of Liberty",,"0.07","53190.05",,"0",,"0",,"0","866.83","0.02",,"0",,"0",,
"2019","city","City of Liberty",,"0.07","45371",,"0",,"0","4627.13","0.1","40743.87","0.9",,"0",,"0",,
"2020","city","City of Liberty",,"0.07","45101",,"0",,"0","18459","0.41",,"0",,"0",,"0",,
"2021","county","Polk County","https://www.co.polk.tx.us",,,,,,,,,,,,,,,,
"2021","city","City of Livingston",,"0.07","323605.3","60000","0.19",,"0","30000","0.09",,"0","10000","0.03",,"0",,
"2020","city","City of Livingston",,"0.07","317931.02","60000","0.19",,"0","72538.09","0.23",,"0","10000","0.03",,"0",,
"2017","city","City of Livingston",,"0.07","307167","30000","0.1",,"0","87287","0.28",,"0","5000","0.02",,"0",,
"2021","city","City of Huntsville",,"0.07","748429","175633","0.23",,"0","405482","0.54","159499","0.21",,"0",,"0",,
"2017","city","City of Huntsville",,"0.07","721126.01","308884.66","0.43",,"0","308884.41","0.43","103356.94","0.14",,"0",,"0",,
"2019","city","City of Huntsville",,"0.07","839688","359890","0.43",,"0","359890","0.43","119908","0.14",,"0",,"0",,
"2018","city","City of Huntsville",,"0.07","887148","380232","0.43",,"0","380231","0.43","126685","0.14",,"0",,"0",,
"2017","city","City of San Augustine",,"0.07","24658.71","18494.04","0.75","0","0","0","0","0","0","0","0","0","0",,
"2017","town","Town of Anthony",,"0.0325","60098.33",,"0",,"0","198","0","59900","1",,"0",,"0",,
"2019","city","City of Socorro",,"0.065","9734.08","0","0","0","0","0","0","0","0","9734.08","1","0","0",,
"2017","city","City of Socorro",,"0.065","10065.72",,"0",,"0",,"0",,"0","10065.72","1",,"0",,
"2018","city","City of Socorro",,"0.065","9716.67",,"0",,"0",,"0",,"0","9716.67","1",,"0",,
"2020","city","City of El Paso",,"0.07","9031696","3860117","0.43","2367243","0.26","1755639","0.19","1325412","0.15",,"0",,"0","0.02","2591067"
"2019","city","City of El Paso",,"0.07","11942716.89","4390865.76","0.37","2554345.53","0.21","1178559","0.1","1435342.17","0.12",,"0",,"0","0.02","3410696.27"
"2021","city","City of El Paso",,"0.07","9769330","2497620","0.26","1595876","0.16","852342","0.09","770274","0.08",,"0",,"0","0.02","2791344"
"2018","city","City of El Paso",,"0.07","11881713.22","5944381.47","0.5","2476585.02","0.21","2247681.02","0.19","1213065.99","0.1",,"0",,"0","0.02","3388751.51"
"2017","city","City of El Paso",,"0.07","10406384.4","4454615.63","0.43","1954807","0.19","1792911.3","0.17","1218740","0.12","0","0","0","0","0.02","3008829.55"
"2020","city","City of Kilgore",,"0.07","279271.63","76518.35","0.27",,"0","76518.35","0.27","52500","0.19","112433.87","0.4",,"0",,
"2018","city","City of Kilgore",,"0.07","381581.75",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Kilgore",,"0.07","376008.56","30000","0.08",,"0","125999","0.34","31000","0.08","50250","0.13",,"0",,
"2017","city","City of Kilgore",,"0.07","325848.59",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Kilgore",,"0.07","352083.51",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Van",,"0.07","118476",,"0",,"0","21226.29","0.18","1663.46","0.01",,"0",,"0",,
"2019","city","City of Van",,"0.07","108055.75",,"0",,"0","28983.64","0.27","1101.22","0.01",,"0",,"0",,
"2021","city","City of Van",,"0.07","136773.49",,"0",,"0","17000","0.12",,"0",,"0",,"0",,
"2018","city","City of Van",,"0.07","99512.51",,"0",,"0","21039","0.21","1946.59","0.02",,"0",,"0",,
"2019","city","City of Grand Saline",,"0.007","2201.89",,"0",,"0","1787.28","0.81",,"0",,"0","344.71","0.16",,
"2018","city","City of Grand Saline",,"0.07","2855.34",,"0",,"0","2284.28","0.8",,"0",,"0","571.06","0.2",,
"2017","city","City of Grand Saline",,"0.07","3292.26",,"0",,"0","2000","0.61",,"0",,"0",,"0",,
"2021","city","City of Grand Saline",,"0.07","2171.78",,"0",,"0","3035.75","1.4",,"0",,"0",,"0",,
"2021","city","City of Tatum",,"0.07","20884",,"0",,"0","4000","0.19",,"0",,"0",,"0",,
"2017","city","City of Tatum",,"0.07","18449.24",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Tatum",,"0.06","16760.44",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Tatum",,"0.07","11411.76",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Marshall",,"0.07","699173.81","298908","0.43","0","0","39251.54","0.06","134107.46","0.19","0","0","0","0",,
"2020","city","City of Teague",,"0.06","343.38","0","0","0","0","0","0","0","0","0","0","343.38","1",,
"2019","city","City of Sherman",,"0.07","532216.13","12678","0.02",,"0","47511.5","0.09","472026.63","0.89",,"0",,"0",,
"2021","city","City of Sherman",,"0.07","608252.97","15275","0.03","0","0","45379.96","0.07","547598.01","0.9","0","0","0","0",,
"2020","city","City of Sherman",,"0.07","500208.75","11977","0.02",,"0","41655.19","0.08","446576.56","0.89",,"0",,"0",,
"2018","city","City of Sherman",,"0.07","546753.84","12678","0.02",,"0","53237.5","0.1","480838.34","0.88",,"0",,"0",,
"2017","city","City of Sherman",,"0.07","574162.05","25836.44","0.05",,"0","41550.98","0.07","457549.63","0.8","49225","0.09",,"0",,
"2021","city","City of Mabank",,"0.07","74358.58",,"0",,"0",,"0",,"0",,"0","13500","0.18",,
"2019","city","City of Mabank",,"0.0425","59394.05",,"0",,"0","14419.34","0.24","30000","0.51",,"0","15150","0.26",,
"2017","city","City of Gun Barrel City",,"0.07","86558.23","9500","0.11",,"0","21981.5","0.25","13500","0.16",,"0","2225","0.03",,
"2019","city","City of Gun Barrel City",,"0.07","84347.73",,"0",,"0","27809.98","0.33","12600","0.15",,"0","15132.5","0.18",,
"2021","city","City of Gun Barrel City",,"0.07","113783","61670","0.54",,"0","25890","0.23","12600","0.11",,"0","8228.52","0.07",,
"2020","city","City of Gun Barrel City",,"0.07","91797.62",,"0",,"0","10606","0.12",,"0",,"0",,"0",,
"2018","city","City of Gun Barrel City",,"0.07","83366.51","4500","0.05",,"0","35688.08","0.43","15100","0.18",,"0","2266.91","0.03",,
"2020","city","City of Mabank",,"0.07","62460.76",,"0",,"0",,"0",,"0",,"0","13500","0.22",,
"2018","city","City of Commerce",,"0.07","30361",,"0",,"0","12216","0.4","7216","0.24",,"0",,"0",,
"2019","city","City of Commerce",,"0.07","37813.14",,"0",,"0","15000","0.4","5000","0.13",,"0",,"0",,
"2021","city","City of Commerce",,"0.07","21241.19",,"0",,"0",,"0","7498.13","0.35",,"0","7500","0.35",,
"2020","city","City of Commerce",,"0.07","20312.28",,"0",,"0","27787","1.37","7500","0.37",,"0","7500","0.37",,
"2016","city","City of Commerce",,"0.07","36804.84",,"0",,"0","5000","0.14","15000","0.41",,"0",,"0",,
"2018","city","City of Sulphur Springs",,"0.03","185369","67740","0.37",,"0","37984","0.2","34017","0.18","10000","0.05","3962","0.02",,
"2017","city","City of Sulphur Springs",,"0.03","171298","70633","0.41",,"0","29200","0.17","33000","0.19","9000","0.05",,"0",,
"2019","city","City of Sulphur Springs",,"0.03","194424","68293","0.35",,"0","38482","0.2","17176","0.09","12500","0.06","6800","0.04",,
"2021","city","City of Omaha",,"0.07","4670.97",,"0",,"0","2335.48","0.5",,"0","2335.48","0.5",,"0",,
"2019","city","City of Lindale",,"0.07","358492","282747","0.79",,"0","24093","0.07",,"0","106600","0.3","21460","0.06",,
"2020","city","City of Lindale",,"0.07","293654","50700","0.17",,"0","3915","0.01",,"0","69500","0.24","23238","0.08",,
"2021","city","City of Lindale",,"0.07","414222.18","34700","0.08",,"0","6360","0.02","653","0","45500","0.11","22874","0.06",,
"2017","city","City of Lindale",,"0.07","392691.22","204179.72","0.52",,"0","81806.28","0.21","36747.21","0.09","69958.01","0.18",,"0",,
"2017","city","City of Coffee City",,"0.07","24258",,"0",,"0","5100","0.21",,"0",,"0",,"0",,
"2018","city","City of Coffee City",,"0.07","20563",,"0",,"0","4921","0.24",,"0",,"0",,"0",,
"2021","city","City of Wills Point","https://willspointtx.gov",,,,,,,,,,,,,,,,
"2016","city","City of Pittsburg",,"0.07","21828.34",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Pittsburg",,"0.07","19941.55",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Pittsburg",,"0.07","17102.03","0","0","0","0","0","0","0","0","0","0","0","0",,
"2021","city","City of Pittsburg",,"0.07","21982.29",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Pittsburg",,"0.07","17812.03",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Gladewater",,"0.07","16142.62","3228.52","0.2","0","0","12914.1","0.8","0","0","0","0","0","0",,
"2020","city","City of Gladewater",,"0.07","20167.58",,"0",,"0","20167.58","1",,"0",,"0",,"0",,
"2019","city","City of Gladewater",,"0.07","20833.74",,"0",,"0","20833.74","1",,"0",,"0",,"0",,
"2019","city","City of Gilmer",,"0.07","45857.91","39306.74","0.86",,"0","1890","0.04",,"0",,"0",,"0",,
"2018","city","City of Gilmer",,"0.07","40030.82","34256.46","0.86",,"0","5774.36","0.14",,"0",,"0",,"0",,
"2020","city","City of Gilmer",,"0.07","38246","32782","0.86",,"0","3540","0.09",,"0",,"0",,"0",,
"2017","city","City of Gilmer",,"0.07","41475","35550","0.86",,"0","4295","0.1",,"0",,"0",,"0",,
"2018","city","City of Nash",,"0.05","0",,,,,,,,,,,,,,
"2018","city","City of Texarkana",,"0.07","1536687.8","848011.53","0.55",,"0","25402.56","0.02","230503.17","0.15","236076.31","0.15",,"0",,
"2017","city","City of Texarkana",,"0.07","1398007.13","822748.56","0.59","0","0","35809.27","0.03","411753.23","0.29","100640.89","0.07","0","0",,
"2021","city","City of Texarkana",,"0.07","1567828.56","775774.65","0.49",,"0","71391.03","0.05","65373.98","0.04","352681.26","0.22",,"0",,
"2021","city","City of Queen City",,"0.07","7417.34",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Queen City",,"0.07","7075.78",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Queen City",,"0.07","6781.16",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Uncertain",,"0.004","16228",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Paris",,"0.07","654058.85","314457.36","0.48",,"0","69614.49","0.11","24097.76","0.04","7000","0.01",,"0",,
"2020","city","City of Paris",,"0.07","640502.42","320251.21","0.5","54283.63","0.08",,"0","16304","0.03","3500","0.01",,"0","0.02","193504.52"
"2017","city","City of Paris",,"0.07","658525.56","332588.63","0.51",,"0","187816.2","0.29","18743.34","0.03","4774","0.01",,"0",,
"2019","city","City of Paris",,"0.09","675129.41","337564.7","0.5",,"0","79668.17","0.12","8826.66","0.01","10500","0.02",,"0",,
"2021","city","City of Paris",,"0.07","881522.84","440761.42","0.5",,"0","93199.04","0.11","16455","0.02","3500","0",,"0","0.02","313963.65"
"2019","city","City of Trinidad",,"0.07",,,,,,,,,,,,,,,
"2019","city","City of Hawkins",,"0.07","4016.69","4016.69","1","0","0","0","0","0","0","0","0","0","0",,
"2021","city","City of Hawkins",,"0.07","4446","0","0","0","0","4446","1","0","0","0","0","0","0",,
"2020","city","City of Hawkins",,"0.07","5107.75","5107.75","1","0","0","0","0","0","0","0","0","0","0",,
"2021","county","Wood County",,"0.07","171921.31",,,,,,,,,,,,,,
"2017","city","City of Quitman",,"0.07","6473","58","0.01",,"0","3554","0.55",,"0",,"0",,"0",,
"2018","city","City of Quitman",,"0.07","6202","2555","0.41",,"0",,"0",,"0",,"0","3647","0.59",,
"2020","city","City of Quitman",,"0.07","5393","4559","0.85",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Quitman",,"0.07","5106",,"0",,"0",,"0",,"0","5055","0.99",,"0",,
"2021","city","City of Quitman",,"0.07","5520","5520","1",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Linden",,"0.07","2193.38",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Linden",,"0.07","8625.52",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Linden",,"0.07","9750.48",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Linden",,"0.07",,,,,,,,,,,,,,,
"2017","city","City of Palestine","http://www.cityofpalestinetx.com/users/0055/docs/HOT%20annual%20compliance%209-30-2017.pdf",,,,,,,,,,,,,,,,
"2021","county","Anderson County",,"0.02","56085.29",,,,,,,,,,,,,,
"2020","city","City of Palestine","http://www.cityofpalestinetx.com/media/yurd1rud/sb1221-worksheet-palestine-texas-2020.pdf",,,,,,,,,,,,,,,,
"2021","city","City of Palestine",,"0.07","619826.25","61092.87","0.1","0","0","222556.21","0.36","17564","0.03","19852.5","0.03","23695.02","0.04",,
"2019","city","City of Palestine",,"0.07","594478.97","112893","0.19",,"0","294328","0.5","46113","0.08","28889","0.05",,"0",,
"2017","city","City of Blooming Grove",,"0","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2020","city","City of Carthage","https://www.carthagetexas.us/images/stories/permits/hot-report2020.pdf",,,,,,,,,,,,,,,,
"2021","city","City of Carthage","https://www.carthagetexas.us",,,,,,,,,,,,,,,,
"2017","city","City of Carthage",,"0.01","245864","141994","0.58",,"0","4825","0.02","89290","0.36",,"0",,"0",,
"2017","city","City of Rusk",,"0.07","9753.61",,"0",,"0","9753.61","1",,"0",,"0",,"0",,
"2019","city","City of Rusk",,"0.07","19900.58","19900.58","1",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Rusk",,"0.07","13971.07","13971.07","1",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Rusk",,"0.07","30621","26621","0.87",,"0",,"0","2000","0.07","2000","0.07",,"0",,
"2021","city","City of Rusk",,"0.07","39421.13","35421.13","0.9",,"0",,"0","4000","0.1",,"0",,"0",,
"2018","city","City of Uncertain",,"0.04","18634.59",,"0",,"0","9878","0.53",,"0",,"0","2375.17","0.13",,
"2019","city","City of Athens",,"0.07","302695.75",,"0",,"0","44107.67","0.15","28955.89","0.1","43596.76","0.14",,"0",,
"2021","city","City of Athens",,"0.07","315429.52",,"0",,"0","47214.41","0.15","37832.04","0.12",,"0",,"0",,
"2018","city","City of Nixon",,"0.07","4993.73",,"0",,"0","1000","0.2",,"0",,"0",,"0",,
"2020","city","City of Athens",,"0.07","254074.93",,"0",,"0","39920.31","0.16","34131.92","0.13","6687.5","0.03",,"0",,
"2017","city","City of Athens",,"0.07","303313.16","147679.13","0.49",,"0","47999.21","0.16","11825.48","0.04","57314.56","0.19","14084.6","0.05",,
"2021","county","Henderson County",,"0","0",,,,,,,,,,,,,"0.02","202044.07"
"2021","city","City of Hallsville",,,,,,,,,,,,,,,,,
"2019","city","City of Jefferson",,"0.07","25769","25769","1",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Jefferson",,"0.07","136463","44039","0.32",,"0","52788","0.39",,"0",,"0",,"0",,
"2017","city","City of Henderson",,"0.07","273943","103550.45","0.38","7944.35","0.03","60541.4","0.22","97523.71","0.36","4383.09","0.02","0","0",,
"2020","city","City of Corsicana","https://www.cityofcorsicana.com/DocumentCenter/View/4612/HOT-Transparancy-Report-9-30-2020?bidId=",,,,,,,,,,,,,,,,
"2017","city","City of Corsicana","http://www.cityofcorsicana.com/DocumentCenter/View/2293",,,,,,,,,,,,,,,,
"2019","city","City of Corsicana","https://www.cityofcorsicana.com/DocumentCenter/View/2293/Annual-Hotel-Occupancy-Tax-Report---093018?bidld=",,,,,,,,,,,,,,,,
"2021","city","City of Corsicana","https://www.cityofcorsicana.com/DocumentCenter/View/4612/HOT-Transparancy-Report-9-30-2021?bidId=",,,,,,,,,,,,,,,,
"2018","city","City of Corsicana","https://www.cityofcorsicana.com/DocumentCenter/View/2293/Annual-Hotel-Occupancy-Tax-Report---093018?bidld=",,,,,,,,,,,,,,,,
"2020","city","City of Daingerfield",,"0.07","5996.29","0","0","0","0","0","0","0","0","0","0","0","0",,
"2018","city","City of Daingerfield",,"0.07","4644.39","0","0","0","0","0","0","0","0","0","0","0","0",,
"2019","city","City of Daingerfield",,"0.07","5654.86",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Daingerfield",,"0.07","3819.46","0","0","0","0","0","0","0","0","0","0","0","0",,
"2021","city","City of Daingerfield",,"0.07","7091.17",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of New Boston",,"0.07","170926.24","0","0","0","0","4800","0.03","62661.19","0.37","0","0","0","0",,
"2018","city","City of New Boston",,"0.07","179505","179505","1",,"0","7433","0.04","82326","0.46",,"0",,"0",,
"2017","city","City of New Boston",,"0.07","148941","143560","0.96",,"0","89149","0.6","54411","0.37",,"0",,"0",,
"2017","city","City of Jewett","http://cityofjewett.com/wp-content/uploads/2018/01/img-Z11110148-0001.pdf",,,,,,,,,,,,,,,,
"2021","city","City of Jewett",,"0.07","85059.77","66589.05","0.78",,"0",,"0",,"0","12002.07","0.14","3600","0.04",,
"2018","city","City of Jewett",,"0.07","64854.78","38912.87","0.6",,"0","3200","0.05",,"0","9728.22","0.15","3600","0.06",,
"2020","city","City of Jewett",,"0.07","81418.3","48850.99","0.6",,"0",,"0",,"0","12212.74","0.15","3600","0.04",,
"2017","city","City of Jacksonville",,"0.07","198332.64",,"0",,"0","113856","0.57",,"0","19050","0.1","40485","0.2",,
"2020","city","City of Mount Pleasant",,"0.007","485505","280464","0.58",,"0","193075","0.4",,"0","6028","0.01","5938","0.01",,
"2019","city","City of Mount Pleasant",,"0.007","522918","305556","0.58",,"0","193640","0.37",,"0","23722","0.05",,"0",,
"2018","city","City of Mount Pleasant",,"0.07","522022","311598","0.6",,"0","190974","0.37",,"0","19450","0.04",,"0",,
"2017","city","City of Mount Pleasant",,"0.07","531261","354321","0.67",,"0","163300","0.31",,"0","20000","0.04","26200","0.05",,
"2021","city","City of Mineola",,"0.07","69994.98","38486.59","0.55","0","0","26767","0.38","1500","0.02","3241.39","0.05","0","0",,
"2019","city","City of Mineola",,"0.07","69549","30577","0.44","0","0","28722","0.41","2000","0.03","3000","0.04","5250","0.08",,
"2018","city","City of Canton",,"0.07","257039.77","121851.7","0.47",,"0","97937.12","0.38","6124.99","0.02",,"0",,"0",,
"2017","city","City of Canton",,"0.07","266651.4","68385","0.26",,"0","164229.72","0.62","7183.82","0.03","5360","0.02",,"0",,
"2020","city","City of Canton",,"0.07","239530.55","136846.43","0.57",,"0","117149.61","0.49","5000","0.02","4500","0.02","0","0",,
"2021","city","City of Canton",,"0.07","322988.22","101372.9","0.31",,"0","216615.32","0.67","5000","0.02",,"0",,"0",,
"2018","city","City of Whiteboro",,"0.07","37979.5",,"0",,"0","21024","0.55",,"0",,"0",,"0",,
"2017","city","City of Whitesboro",,"0.07","26423",,"0",,"0","21024","0.8",,"0",,"0",,"0",,
"2021","city","City of Whitesboro",,"0.07","29269.64",,"0",,"0","31250","1.07",,"0",,"0",,"0",,
"2019","city","City of Whitesboro",,"0.07","24680.23",,"0",,"0","18750","0.76",,"0","345","0.01",,"0",,
"2020","city","City of Whitesboro",,"0.07","20130.2",,"0",,"0","20130.2","1",,"0",,"0",,"0",,
"2017","city","City of Wills Point",,"0.07","811.47",,"0",,"0",,"0",,"0","437.24","0.54",,"0",,
"2020","city","City of Wills Point",,"0.07","1554.53",,"0",,"0","400","0.26",,"0",,"0",,"0",,
"2019","city","City of Wills Point",,"0.07","498.94",,"0",,"0","498.94","1",,"0",,"0",,"0",,
"2018","city","City of Wills Point",,"0.07","628.29",,"0",,"0","375","0.6",,"0",,"0",,"0",,
"2021","county","Franklin County",,"0.07","83743",,,,,,,,,,,,,,
"2021","city","City of Mount Vernon",,"0.07","51124","5300","0.1",,"0","25597","0.5","6500","0.13",,"0",,"0",,
"2020","city","City of Mount Vernon",,"0.007","39118.11","5300","0.14","0","0","15300","0.39","6500","0.17","11000","0.28","0","0",,
"2018","city","City of Mount Vernon",,"0.07","37376.23","1000","0.03",,"0","27750","0.74","5500","0.15","13000","0.35",,"0",,
"2017","city","City of Mount Vernon",,"0.07","38541","500","0.01",,"0","20497","0.53","2000","0.05","6991","0.18",,"0",,
"2019","city","City of Mount Vernon",,"0.07","39412.59","5300","0.13",,"0","15300","0.39","6500","0.16","11000","0.28",,"0",,
"2021","county","Leon County",,"0.02","83549.59",,,,,,,,,,,,,,
"2018","city","City of Centerville",,"0.07","30412.8","0","0","0","0","0","0","0","0","0","0","0","0",,
"2021","city","City of Centerville",,"0.07","33007.58",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Centerville",,"0.07","33355.56","0","0","0","0","0","0","0","0","0","0","0","0",,
"2017","city","City of Centerville",,"0.07","30312.96","0","0","0","0","0","0","0","0","0","0","0","0",,
"2020","city","City of Centerville",,"0.07","29616.9",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Howe",,"0.06","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2018","city","City of Howe","https://cityofhowe.org",,,,,,,,,,,,,,,,
"2019","city","City of Tyler",,"0.09","3713429","700000","0.19",,"0","17904","0","140900","0.04","27000","0.01",,"0",,
"2020","city","City of Tyler",,"0.09","2911909","1490205","0.51",,"0",,"0","2018522","0.69","31500","0.01",,"0",,
"2021","city","City of Tyler",,"0.09","3843371.38","1064698","0.28",,"0",,"0","2536850","0.66","27000","0.01",,"0",,
"2018","city","City of Tyler",,"0.09","3509353.4","801489.13","0.23",,"0",,"0","1693396.5","0.48","27000","0.01",,"0",,
"2017","city","City of Tyler",,"0.09","3486344","1601188","0.46",,"0",,"0","1684410","0.48","27000","0.01",,"0",,
"2017","city","City of Marquez",,"0.07","22547.96",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Marquez",,"0.07","19074.03","12863.16","0.67",,"0","4000","0.21",,"0",,"0",,"0",,
"2021","city","City of Marquez",,"0.07","9705.75","3709.11","0.38",,"0","305.24","0.03",,"0",,"0",,"0",,
"2019","city","City of Marquez",,"0.07","21164.76","10582.38","0.5",,"0","2700","0.13",,"0",,"0",,"0",,
"2018","city","City of Kemp",,"0.07",,,,,,,,,,,,,,,
"2019","city","City of Kemp",,"0.07",,,,,,,,,,,,,,,
"2020","city","City of Kemp",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2021","city","City of Kemp",,"0.07",,,,,,,,,,,,,,,
"2021","city","City of Log Cabin",,"0.07","9814.89",,"0",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Log Cabin",,"0.07","4592.04",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Log Cabin",,"0.07","3566.86",,"0",,"0","484.5","0.14",,"0",,"0",,"0",,
"2019","city","City of Log Cabin",,,,,,,,,,,,,,,,"0.03","3532.21"
"2021","city","City of Star Harbor",,"0.07","46944","46944","1",,"0",,"0",,"0",,"0",,"0",,
"2017","city","City of Star Harbor",,"0.07","529.2",,"0",,"0",,"0",,"0",,"0","529.2","1",,
"2021","city","City of Van Alstyne",,"0.07",,,,,,,,,,,,,,,
"2017","city","City of Emory",,"0.07","41809.05","13191.3","0.32",,"0","2164.33","0.05",,"0","6059.49","0.14","2300","0.06",,
"2018","city","City of Emory",,"0.07","55557","1473","0.03",,"0","13540","0.24",,"0","1402","0.03","1040","0.02",,
"2020","city","City of Emory",,"0.07","53717","500","0.01",,"0","16454","0.31",,"0","1546","0.03","6944","0.13",,
"2020","city","City of Emory",,"0.07","53717","500","0.01",,"0","16454","0.31",,"0","1546","0.03","6944","0.13",,
"2019","city","City of Emory",,"0.07","59681","2500","0.04",,"0","16058","0.27",,"0","1420","0.02","6532","0.11",,
"2021","city","City of Murchison",,"0.0625",,,,,,,,,,,,,,,
"2018","city","City of Denison",,"0.07","477341","118293","0.25","2919","0.01","113831","0.24","105391","0.22","33659","0.07","28756","0.06",,
"2017","city","City of Denison",,"0.07","358981.42",,"0",,"0","154071","0.43","49423","0.14","82251","0.23","24932","0.07",,
