Agency Number,Agency Name,Solicitation Number,Class Code,Item Code,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document,Estimated Worth
730,University of Houston ,ITB-730-21016,34,574,,,Each ,The University of Houston is looking to purchase various PPE supplies,Eric Shen ,,purchasingfpc@uh.edu ,,,,https://data.texas.gov/views/dxdw-hs8h/files/1c0f9cb7-c441-47ed-b858-5135c69b0969?filename=UH+HMSDC+ITB+730-21016+PPE.doc,"$8,307.00"
730,University of Houston ,ITB-730-21017,78,532,,,Each ,The University of Houston is looking to purchase misc. medical equipment.,Eric Shen ,,purchasingfpc@uh.edu ,,,,https://data.texas.gov/views/dxdw-hs8h/files/010b7b7b-fbef-4293-9162-8774f6be398b?filename=UH+HMSDC+ITB+730-21017+Misc+Medical+Equipment.doc,"$45,521.00"
730,University of Houston ,ITB-730-21018,93,921,,,Each ,The University of Houston is looking to purchase two (2) Dell OptiPlex 7480 and Adaptor.,Eric Shen ,,purchasingfpc@uh.edu ,,,,https://data.texas.gov/views/dxdw-hs8h/files/f7768f23-5175-4c5e-9fb2-fb5bd5cb3783?filename=UH+HMSDC+ITB+730-21018+Dell+Optiplex.doc,"$1,815.50"
730,University of Houston ,ITB-730-21019,98,426,,,Each ,The University of Houston is looking to purchase seven (7) DELL INSPIRON 15 5000,Eric Shen ,,purchasingfpc@uh.edu ,,,,https://data.texas.gov/views/dxdw-hs8h/files/84e3f122-c345-45de-a165-03b377e24fb7?filename=UH+HMSDC+ITB+730-21019+Dell+Inspiron.doc,"$4,445.35"
730,University of Houston ,ITB-730-21020,64,075,,,Each ,The University of Houston is looking to purchase misc. office supplies.,Eric Shen ,,purchasingfpc@uh.edu ,,,,https://data.texas.gov/views/dxdw-hs8h/files/a87fd7b9-1e58-4486-b8f1-de34711f0271?filename=UH+HMSDC+ITB+730-21020+Office+Supplies.doc,"$1,815.50"
730,University of Houston ,ITB-730-21021,20,700,,,Each ,The University of Houston is looking to purchase ten (10) Dell Docks.The University of Houston is looking to purchase ten (10) Dell Docks.,Eric Shen ,,purchasingfpc@uh.edu ,,,,https://data.texas.gov/views/dxdw-hs8h/files/de6595b1-c5d4-4c45-9a5e-7bdb9f9f4646?filename=UH+HMSDC+ITB+730-21021+Dell+Dock.doc,"$1,815.50"
730,University of Houston ,ITB-730-21022,93,639,,,Each ,The University of Houston is looking to purchase One (1) portable power station and various light bulbs.,Eric Shen ,,purchasingfpc@uh.edu ,,,,https://data.texas.gov/views/dxdw-hs8h/files/392c01b0-7c80-4086-92a7-f1900e10d2a5?filename=UH+HMSDC+ITB+730-21022+Portable+Power+Station+%26+Lights.doc,"$1,969.00"
582,TCEQ,582-21-21930,204,68,Commodities,15,EA,Docking Station for DELL Model Precision 3541 Laptop,Roger Dube,512-239-3427,Roger.Dube@tceq.texas.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/94ce7a0a-de6c-4f5a-90fb-c4338ccbd80a?filename=21-21930+-+Solicitation.pdf,
551,Texas Department of Agriculture,0000001850,,,,5,ea,"Gorilla Ladders 3-Step Pro-Grade Steel Step Stool, 300 lbs. Load Capacity Type iA Duty Rating ",Jack Hammond,512-463-5936,Jack.Hammond@texasagriculture.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/2c849190-c9cf-43cb-9aa2-08f8abefcaa0?filename=0000001850_Step+Ladder+3+step.pdf,
551,Texas Department of Agriculture,0000001850,,,,1,ea," Gorilla Ladders 3-Step Pro-Grade Steel Step Stool, 300 lbs. Load Capacity Type iA Duty Rating ",Jack Hammond,512-463-5936,Jack.Hammond@texasagriculture.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/3fcdb591-19c9-4720-afd4-02be94890b9c?filename=Requistion_1850_step_ladders+%281%29.pdf,
551,Texas Department of Agriculture,0000001847,,,,4,ea,Pocket Guide for Growers in Texas,Jack Hammond,512-463-5936,Jack.Hammond@texasagriculture.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/6cd2ca89-d8b4-47d7-8815-869da42a779b?filename=0000001847+Guide+Pocket+Guide+Books.pdf,
551,Texas Department of Agriculture,0000001851,,,,2,ea,"Thermometer, Non-contact, Infrared Digital ",Jack Hammond,512-463-5936,Jack.Hammond@texasagriculture.gov,,,,https://data.texas.gov/views/dxdw-hs8h/files/8d552296-3925-4ec7-829b-7db9a97231a9?filename=0000001851_Touch_Free_Thermometer.pdf,
313,,,,,,,,,,,,,,,,
