Agency Number,Agency Name,Solicitation Number,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
320,Texas Workforce Commission,14802P,Commodities,2,DOZEN,"Pen, Ballpoint, Retractable, Bio-Degradable, 12/BX, MFG #62080058001",7.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/fb2db088-8c94-4ef7-bd08-50284b4e963c?filename=Terms+and+Conditions+4-25-18.docx,
503,Texas Medical Board,503-18-0189,Commodities,20,EA,Microsoft Optical Mouse,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/686108d6-7889-4db3-883c-2e2e5a11a7ea?filename=SOLICITATION+NUMBER+503-18-0189.docx
529,Texas Health and Human Services Commission,0000025580,Commodities,20,Each,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/d58bdf2e-abe8-4637-9e20-d50876fb7f36?filename=Req+0000025580.pdf
580,Texas Water Development Board,580-18-0342,Commodities,1,EA,GYRATION AIR MOUSE ELITE WITH 100' KEYBOARD AND MOTION TOOLS SOFTWARE ,130.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/46dfc27d-713b-41fc-9d3c-312392c572c4?filename=180342.xlsx
320,Texas Workforce Commission,14802G,Commodities,4,PACK,"Highlighter, Blister Pack, Asst. Colors, 4/PK, MFG #SAN1825633",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/a3b9a99b-428d-4cd2-9a38-a4de7d334130?filename=Terms+and+Conditions+4-25-18.docx,
503,Texas Medical Board,503-18-0180,Commodities,10,EA,Dell Toner,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/57dc5a0d-2e0d-40f9-84e5-1b3e96d11acb?filename=SOLICITATION+NUMBER+503-18-0180.docx
529,Texas Health and Human Services Commission,0000025721,Commodities,300,Each,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/a18b606c-ed67-444d-8a23-2625321dcbbd?filename=Req+0000025721.pdf
529,Texas Health and Human Services Commission,0000025291,Commodities,16,Pack,Medical supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/668ea350-a3df-43da-ba28-789da7a56106?filename=Req+0000025291.pdf
320,Texas Workforce Commission,14802H,Commodities,5,BOX,"Folders, Manila, 2 Fasteners, 1/3 Cut Tab, Letter, 50/BX, MFG #UNV13420",15.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/5ca3a12f-a33f-4911-935d-fe408147b99a?filename=Terms+and+Conditions+4-25-18.docx,
503,Texas Medical Board,503-18-0190,Commodities,4,EA,Dell Toner,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/594d6b2e-ac55-4e28-ae4b-3ab455d9244e?filename=SOLICITATION+NUMBER+503-18-0190.docx
580,Texas Water Development Board,580-18-0343,Commodities,1,EA,Belkin HDMI Cables,93.00,Lynn Taylor,512-463-7825,Lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/b3725f40-877d-49ac-8188-1f70cd1bad16?filename=180343.xlsx
580,Texas Water Development Board,580-18-0341,Commodities,1,EA,GE Panametrics 704-671-25 Transducer Cables,280.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/819abbe9-14e4-4461-aca5-534ac6f2e219?filename=180341.xlsx
320,Texas Workforce Commission,14802F,Commodities,2,BOX,"Shipping Labels, 2 X 4-1/4, Bright White, 1000/BX, MFG #UNV90107",8.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/c750211a-2976-4586-abca-9193124aec6a?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802M,Commodities,1,CARTON,"Single Fold Paper Towels, 10-1/4 x 9-1/4, Brown, 250/PK, 16 PKS/CRTN, MFG #GEP23504",49.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/685ae164-a29b-4e03-a6cd-c23b0b765c87?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802N,Commodities,1,PACK,"Paper Clips, Jumbo, Smooth, 1000/PK, MFG #65639",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/bf1b0363-254a-4d1a-8b3f-eade6a2bb247?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802Q,Commodities,2,DOZEN,"Pen, Ballpoint, Retractable, Antimicrobial, Blue, MFG #62080100225",7.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/84b49044-16f9-43b2-9f7f-c99824ea5354?filename=Terms+and+Conditions+4-25-18.docx,
503,Texas Medical Board,503-18-0185,Commodities,1,EA,Dell Toner,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/43feef0f-656b-4db2-a1de-76e1ade23a1e?filename=SOLICITATION+NUMBER+503-18-0185.docx
503,Texas Medical Board,503-18-0191,Commodities,1,EA,Table Runner,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/dbd8c6b0-8701-4090-be72-117b1ae3eea5?filename=SOLICITATION+NUMBER+503-18-0191.docx
529,Texas Health and Human Services Commission,0000025323,Commodities,96,Box,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/0541ab23-b0ff-4e7b-8dd3-d3e7650b6193?filename=Req+0000025323.pdf
580,Texas Water Development Board,580-18-0312,Commodities,5,EA,"Professional Bookbound and Wirebound Journals, All-Weather Copier Paper",123.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/dc3cdabc-03cb-4f06-9909-957fb5bdb805?filename=180312.xlsx
320,Texas Workforce Commission,14802A,Commodities,2,BOX,"Post-It Flags, 1"" X 1-7/10"", Red, 50 Flags/PD, 12 PDS/BX, MFG #680-RD12",30.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/d13cf82d-5690-4501-b167-e4a91d80633d?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802B,Commodities,2,BOX,"Post-It Flags, 1"" X 1-7/10"", Yellow, 50 Flags/PD, 12 PDS/BX, MFG #680-YW12",37.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/86798059-adc2-42b5-804d-d95164bf0715?filename=Terms+and+Conditions+4-25-18.docx,
580,Texas Water Development Board,580-18-0366,Commodities,1,,,,,,,,,,
320,Texas Workforce Commission,14802D,Commodities,5,CARTON,"Paper, Bond, Premium No. 4, 20 lb. Recycled, 8-1/2"" X 11"", MFG #64521210100",37.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/83ac8db3-87bc-4d05-9fb1-14aba4040349?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802E,Commodities,2,REAM,"Copy Paper, 20 lb, 8-1/2 X 11, 500/RM, Turquoise, MFG #MP-2201-TT",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/d97f947f-a3c7-489b-b940-97eb60f7d523?filename=Terms+and+Conditions+4-25-18.docx,
580,Texas Water Development Board,580-18-0366,Commodities,1,EA,Inks for Epson SureColor T7000 plotter,1300.00,Lynn Taylor,512-463-7825,Lynn.Taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/92197a2d-3ed2-414c-af22-e42be158f661?filename=180366.xlsx
320,Texas Workforce Commission,14802I,Commodities,5,PACKAGE,"Paper Hot Cups, 10 OX/50 PK, MFG #DXE2340PATHPK",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/c97955ee-fe11-42df-b197-964b7e8ac63d?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802K,Commodities,5,EACH,"Lysol Disinfectant Spray, 19 oz, Original Scent, MFG #RAC04650EA",7.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/cbbd7064-7075-4539-a1c5-4430717bfeb6?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802L,Commodities,1,BOX,"Toilet Paper, 4"" X 4"", White, 40/PK, MFG #8540015547678",48.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/8a102aa7-59d0-4493-b457-a617d5a38b15?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802O,Commodities,1,CASE,"Hand Sanitizer, Purell, 8 oz., Green Seal, MFG #GOJ969112CT",49.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/3387b183-ee82-4fee-a1cd-346d348ac889?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14802R,Commodities,10,EACH,"Correction Tape, White, Single Line, Standard Tip, MFG #61529301006",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/cc13aef6-e2de-44ec-96f6-30aba556daa5?filename=Terms+and+Conditions+4-25-18.docx,
503,Texas Medical Board,503-18-0181,Commodities,3,EA,Dell Toner,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/2166ff2b-1976-4045-bab1-36f0de077030?filename=SOLICITATION+NUMBER+503-18-0181.docx
503,Texas Medical Board,5013-18-0186,Commodities,1,EA,Dell Toner,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/9d5746f2-6caa-4281-aa49-3aff1f15d526?filename=SOLICITATION+NUMBER+503-18-0186.docx
503,Texas Medical Board,503-18-0188,Commodities,30,EA,Microsoft wireless mouse,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/922b5e78-0317-425a-8de1-930f696c2b44?filename=SOLICITATION+NUMBER+503-18-0188.docx
529,Texas Health and Human Services Commission,0000025737,Commodities,500,Pack,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/8befd70a-abe7-4fc3-83fd-414a5be4532e?filename=Req+0000025737.pdf
503,Texas Medical Board,503-18-0182,Commodities,2,EA,DELL TONER,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/65088a16-b7a6-4855-867c-686a23f4485f?filename=SOLICITATION+NUMBER+503-18-0182.docx
503,Texas Medical Board,503-18-0183,Commodities,1,EA,Dell Toner,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/de14bd75-c954-4ac9-bad7-190349a17dbf?filename=SOLICITATION+NUMBER+503-18-0183.docx
503,Texas Medical Board,503-18-0184,Commodities,1,EA,Dell Toner,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/378d3754-675e-4a94-90ee-8f90f71b03eb?filename=SOLICITATION+NUMBER+503-18-0184.docx
503,Texas Medical Board,503-18-0187,Commodities,30,EA,Microsoft wired keyboard,,Liz Kaska,512-305-7063,Liz.Kaska@tmb.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/1c4136b3-3afe-4284-b85b-54626603d9bf?filename=SOLICITATION+NUMBER+503-18-0187.docx
529,Texas Health and Human Services Commission,0000025453,Commodities,12,Box,Medical supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/91a2c721-679c-4583-b1c7-beb7927b658e?filename=Req+0000025453.pdf
529,Texas Health and Human Services Commission,0000025760,Commodities,500,Each,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/6a547b0c-d272-40b0-81cd-484875b0d14d?filename=Req+0000025760.pdf
529,Texas Health and Human Services Commission,0000025836,Commodities,500,Each,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/e975e513-e08d-4b0c-96a4-8305fe6e9dee?filename=Req+0000025836.pdf
580,Texas Water Development Board,580-18-0473,Commodities,,EA,"Temperature Probe, Barometer, Sensor, and modem cable",23500.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/88bb1135-23c9-47fe-abed-824038dc5b6a?filename=180473.xlsx
580,Texas Water Development Board,580-18-0474,Commodities,15,EA,Instrument enclosure,22425.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/3685ef59-e81b-48fd-b2a3-e2d21a8c1244?filename=180474.xlsx
580,Texas Water Development Board,580-18-0546,Commodities,4,EA,Dell FBA_DBQBCBC064 Adapter USB-C to Ethernet Pxe,100.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/4d1d618e-eeb4-470c-aa89-e1d331b5c41e?filename=180546.xlsx
580,Texas Water Development Board,580-8-0545,Commodities,1,EA,"Evoluent Vertical Mouse, 4 right Wireless",110.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/7d6a340f-3026-4068-befa-de5c9f1e3930?filename=180545.xlsx
320,Texas Workforce Commission,14788A,Commodities,2,PACKAGE,"Letters/Numbers, Vinyl, 1/2"" Black, MFG #CHA01010",2.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/ef2833f5-9fde-40d3-8bfe-60a4dd3d767e?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788B,Commodities,1,EACH,"Brother TZe-231 Black On White Tapes, 1/2"" X 26' 3"", 2/PK, MFG #479596",38.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/09abd002-5fc6-4f73-a382-e0469081182f?filename=Terms+and+Conditions+4-25-18.docx,
580,Texas Water Development Board,580-18-0544,Commodities,2,EA,,,,,,,,,
580,Texas Water Development Board,580-18-0544,Commodities,2,EA,Communications Cable,1650.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/4e10f683-e861-4c6c-94e2-cd2a517d1d33?filename=180544.xlsx
320,Texas Workforce Commission,14788E,Commodities,2,PACKAGE,"Label, File Folder, White, 252/PK, MFG #AVE05202",3.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/7dff9820-17ee-439b-ba28-5323f31fbe06?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788C,Commodities,1,PACKAGE,"Energizer Lithium Battery, AAA, 4/PKG, MFG #L92SBP-4",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/32a86e3a-2f43-4784-b398-4b23f9e5c1ef?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788D,Commodities,1,PACKAGE,"EXPO Dry Erase Markers, Low-Odor, Chisel Pt., Asst., 12/PK, MFG #528712",19.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/bafc2e31-3d20-4e31-ac76-0125e7e93b99?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,0000025953,Commodities,,,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/4ade584d-de81-4bd9-a1ea-5baeac85e4e6?filename=Req+0000025953.pdf
580,Texas Water Development Board,580-18-0515,Commodities,16,EA,Dell UltraSharp U2415 24-inch LED Monitor,3600.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/c71fb346-c6bb-4c05-810d-c92fe2899201?filename=180515.xlsx
320,Texas Workforce Commission,14788G,Commodities,1,DOZEN,"Post-it Notes, Sunwashed Pier Collection, 1-1/2"" X 2"", 12/PK, MFG #809939",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/5294d405-8b3c-46f8-8332-96931291b9b2?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788F,Commodities,10,EACH,"Purell Hand Sanitizer Pump, 8 oz., MFG #9652-12",5.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1a2ebcd4-2b52-4ca7-854f-057f356458f8?filename=Terms+and+Conditions+4-25-18.docx,
580,Texas Water Develpment Board,580-18-0503,Commodities,18,EA,"4 mesh Copper .047"" Wire Dia., 36 inches wide x 6 feet long (square foot)",240.00,,,,,,,
320,Texas Workforce Commission,14788H,Commodities,2,PACKAGE,"Post-it Notes, Lined, 4"" X 6"", Canary Yellow, 5/PDS/PK, MFG #617209",29.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/805877a3-2e3d-4e18-afc2-5120b0178cd3?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788I,Commodities,1,BOX,"File Folder, Letter, 100/BX, MFG #8108388",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/4644a30d-1a57-4d69-a822-462aa5aedd04?filename=Terms+and+Conditions+4-25-18.docx,
332,Texas Department of Housing & Community Affairs,332-18-435,Commodities,3,EA,"Levoit LV-PUR 131 Air Purifier with True HEPA Filter, Odor Allergies Eliminator, Air Cleaner for Large Room, Dust, Smoke, Mold, Pets, Smokers, Home, Auto Air Quality Monitor, 322 Sq.Ft.,US-120V",,Sue Jaeger,512-475-3984,sue.jaeger@tdhca.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/88e5ae0f-82f5-4a63-b0e3-520c644f7a94?filename=TDHCA-IFB-Terms+%26+Conditions.pdf,https://data.texas.gov/views/hxv2-6hcs/files/769ac291-a355-4c00-bf26-92ab5d4bad3d?filename=332-18-435.pdf
320,Texas Workforce Commission,14788J,Commodities,5,CARTON,"Paper, Bond, Virgin, Premium #4, 20 lb., Letter, MFG #64521350054",35.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/5caf750f-9f39-490c-8092-a839cbbfda3f?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788K,Commodities,1,BOX,"Skilcraft Resealable Badge Holder, Clear, 25/BX, MFG #NSN6485710",16.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/28d1697b-4342-4e30-8e36-cefa3ab37c74?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788N,Commodities,1,EACH,"Xerox Multipurpose Copy Paper, 8-1/2"" x 11"", Lillac, 500 Sheets/RM, MFG #478156",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/8d229b5f-0d50-43a5-b2c7-a496a49e7325?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788L,Commodities,1,EACH,"Xerox Multipurpose Copy Paper, 8-1/2"" x 11"", Yellow, 500 Sheets/RM, MFG #345660",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/92d5827f-0035-4bb4-9d94-cf8f14685a7f?filename=Terms+and+Conditions+4-25-18.docx,
320,Texas Workforce Commission,14788M,Commodities,1,EACH,"Xerox Multipurpose Copy Paper, 8-1/2"" x 11"", Pink, 500 Sheets/RM, MFG #345652",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/ddfdfac1-f4d8-470a-b125-e9e685c256a7?filename=Terms+and+Conditions+4-25-18.docx,
332,Texas Department of Housing & Community Affairs,332-18-435,Commodities,3,EA,"Levoit LV-PUR 131 Air Purifier with True HEPA Filter, Odor Allergies Eliminator, Air Cleaner for Large Room, Dust, Smoke, Mold, Pets, Smokers, Home, Auto Air Quality Monitor, 322 Sq.Ft.,US-120V.",,,,,,,,
529,Texas Health and Human Services Commission,0000023171,Commodities,3,Ream,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/ccd10974-ce04-4921-99e1-a050cd147538?filename=Req+0000023171.pdf
320,Texas Workforce Commission,14788R,Commodities,1,EACH,"Multipurpose Paper, Legal, 8-1/2"" X 14"", 20 lb., 500 Sheets/RM, MFG #954001OD",14.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/6b1d2164-0c94-4058-99e1-402fa90fc793?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,0000024141,Commodities,4,Pack,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/f888e9a9-f2fa-46bc-bfb3-d42b1c40f0ea?filename=Req+0000024141.pdf
320,Texas Workforce Commission,14788O,Commodities,1,EACH,"Xerox Multipurpose Copy Paper, 8-1/2"" x 11"", Green, 500 Sheets/RM, MFG #345645",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/52b7e946-1345-45c1-821c-2d794a1e09b7?filename=Terms+and+Conditions+4-25-18.docx,
580,Texas Water Development Board,580-18-0512,Commodities,2,EA,"Fish Finder, Transducer, extension cable",1050.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/25d1353d-0834-4890-93bd-250fcf935a9f?filename=180512.xlsx
529,Texas Health and Human Services Commission,0000025940,Commodities,50,Case,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/961d77c3-0974-425d-9252-3489d5638aed?filename=Req+0000025940.pdf
320,Texas Workforce Commission,14788P,Commodities,1,EACH,"Xerox Multipurpose Copy Paper, 8-1/2"" x 11"", Goldenrod, 500 Sheets/RM, MFG #345686",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/a228ca2f-74b4-45c0-81d8-20b48e7420b5?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,0000024118,Commodities,2,Pack,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/e96291d3-c9ff-4e40-a5ba-36e339fb0b17?filename=Req+0000024118.pdf
320,Texas Workforce Commission,14788Q,Commodities,1,EACH,"Multipurpose Paper, Recycled, 8-1/2"" x 11"", Blue, 500/PK, MFG #345637",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/f2c5515b-d620-4d6c-aef4-5deb0f319960?filename=Terms+and+Conditions+4-25-18.docx,
529,Texas Health and Human Services Commission,0000026004,Commodities,100,Case,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/a50ae411-3ec8-4230-b377-a1335a47994a?filename=Req+0000026004.pdf
529,Texas Health and Human Services Commission,0000025338,Commodities,10,Each,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/705f9afd-ba65-405b-8a44-7426d26e7366?filename=Req+0000025338.pdf
529,Texas Health and Human Services Commission,0000026015,Commodities,20,Each,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/a8cae520-5d6f-4989-b7a4-307f82a9c4cf?filename=Req+0000026015.pdf
529,Texas Health and Human Services Commission,0000025048,Commodities,8,Box,Medical supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/d9c16a66-2e3f-4c1d-b460-583b9562802a?filename=Req+0000025048.pdf
529,Texas Health and Human Services Commission,0000025211,Commodities,2,Pack,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/3b295143-dc30-40bf-9322-8b16a1bb2948?filename=Req+0000025211.pdf
529,Texas Health and Human Services Commission,0000025443,Commodities,2,Pack,Office supplies,,Lori Ashworth,512-406-2462,lori.ashworth@hhsc.state.tx.us,See attached solicitation document,,,https://data.texas.gov/views/hxv2-6hcs/files/a5b2f79f-75a1-4428-b447-d561b6f81ec2?filename=Req+0000025443.pdf
580,Texas Water Development Board,580-18-0514,Commodities,7,EA,"Headsets, headset cable, keyboard and mouse set",750.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/6f8b848b-3224-4a8c-bbdf-af7b03c472e3?filename=180514.xlsx
580,Texas Water Development Board,580-18-0497,Commodities,1,EA,Ping Pong Table and Ping Pong Paddle Set,400.00,Lynn Taylor,512-463-7825,lynn.taylor@twdb.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/82362932-7d7a-4e1d-a87d-1660462aeb89?filename=180497.xlsx
