"fiscal_year","county","region","when_completed_fbss_services","children_served","subsequently_alleged_as"
"2021","Navarro","3-Arlington","Prior Fiscal Year","45","No"
"2021","Navarro","3-Arlington","Prior Fiscal Year","7","Yes"
"2021","Navarro","3-Arlington","5 Years Prior","26","No"
"2021","Navarro","3-Arlington","5 Years Prior","24","Yes"
"2021","Navarro","3-Arlington","First 6 Months of FY","75","No"
"2021","Navarro","3-Arlington","First 6 Months of FY","3","Yes"
"2021","Newton","5-Beaumont","Prior Fiscal Year","5","No"
"2021","Newton","5-Beaumont","5 Years Prior","5","No"
"2021","Newton","5-Beaumont","5 Years Prior","4","Yes"
"2021","Newton","5-Beaumont","First 6 Months of FY","18","No"
"2021","Nolan","2-Abilene","Prior Fiscal Year","28","No"
"2021","Nolan","2-Abilene","Prior Fiscal Year","10","Yes"
"2021","Nolan","2-Abilene","5 Years Prior","56","No"
"2021","Nolan","2-Abilene","5 Years Prior","48","Yes"
"2021","Nolan","2-Abilene","First 6 Months of FY","29","No"
"2021","Nolan","2-Abilene","First 6 Months of FY","12","Yes"
"2021","Nueces","11-Edinburg","Prior Fiscal Year","774","No"
"2021","Nueces","11-Edinburg","Prior Fiscal Year","189","Yes"
"2021","Nueces","11-Edinburg","5 Years Prior","611","No"
"2021","Nueces","11-Edinburg","5 Years Prior","610","Yes"
"2021","Nueces","11-Edinburg","First 6 Months of FY","483","No"
"2021","Nueces","11-Edinburg","First 6 Months of FY","67","Yes"
"2021","Ochiltree","1-Lubbock","Prior Fiscal Year","15","No"
"2021","Ochiltree","1-Lubbock","5 Years Prior","10","No"
"2021","Ochiltree","1-Lubbock","5 Years Prior","2","Yes"
"2021","Ochiltree","1-Lubbock","First 6 Months of FY","8","No"
"2021","Oldham","1-Lubbock","Prior Fiscal Year","5","No"
"2021","Oldham","1-Lubbock","5 Years Prior","3","No"
"2021","Oldham","1-Lubbock","5 Years Prior","2","Yes"
"2021","Orange","5-Beaumont","Prior Fiscal Year","50","No"
"2021","Orange","5-Beaumont","Prior Fiscal Year","40","Yes"
"2021","Orange","5-Beaumont","5 Years Prior","68","No"
"2021","Orange","5-Beaumont","5 Years Prior","58","Yes"
"2021","Orange","5-Beaumont","First 6 Months of FY","65","No"
"2021","Orange","5-Beaumont","First 6 Months of FY","13","Yes"
"2021","Palo Pinto","3-Arlington","Prior Fiscal Year","113","No"
"2021","Palo Pinto","3-Arlington","Prior Fiscal Year","20","Yes"
"2021","Palo Pinto","3-Arlington","5 Years Prior","105","No"
"2021","Palo Pinto","3-Arlington","5 Years Prior","114","Yes"
"2021","Palo Pinto","3-Arlington","First 6 Months of FY","60","No"
"2021","Palo Pinto","3-Arlington","First 6 Months of FY","20","Yes"
"2021","Panola","4-Tyler","Prior Fiscal Year","24","No"
"2021","Panola","4-Tyler","Prior Fiscal Year","6","Yes"
"2021","Panola","4-Tyler","5 Years Prior","19","No"
"2021","Panola","4-Tyler","5 Years Prior","13","Yes"
"2021","Panola","4-Tyler","First 6 Months of FY","6","No"
"2021","Parker","3-Arlington","Prior Fiscal Year","203","No"
"2021","Parker","3-Arlington","Prior Fiscal Year","23","Yes"
"2021","Parker","3-Arlington","5 Years Prior","172","No"
"2021","Parker","3-Arlington","5 Years Prior","187","Yes"
"2021","Parker","3-Arlington","First 6 Months of FY","108","No"
"2021","Parker","3-Arlington","First 6 Months of FY","23","Yes"
"2021","Parmer","1-Lubbock","Prior Fiscal Year","1","No"
"2021","Parmer","1-Lubbock","5 Years Prior","6","No"
"2021","Parmer","1-Lubbock","5 Years Prior","5","Yes"
"2021","Parmer","1-Lubbock","First 6 Months of FY","4","No"
"2021","Parmer","1-Lubbock","First 6 Months of FY","2","Yes"
"2021","Pecos","9-Midland","Prior Fiscal Year","21","No"
"2021","Pecos","9-Midland","Prior Fiscal Year","1","Yes"
"2021","Pecos","9-Midland","5 Years Prior","7","No"
"2021","Pecos","9-Midland","5 Years Prior","13","Yes"
"2021","Pecos","9-Midland","First 6 Months of FY","8","No"
"2021","Pecos","9-Midland","First 6 Months of FY","4","Yes"
"2021","Polk","5-Beaumont","Prior Fiscal Year","34","No"
"2021","Polk","5-Beaumont","Prior Fiscal Year","6","Yes"
"2021","Polk","5-Beaumont","5 Years Prior","16","No"
"2021","Polk","5-Beaumont","5 Years Prior","16","Yes"
"2021","Polk","5-Beaumont","First 6 Months of FY","39","No"
"2021","Polk","5-Beaumont","First 6 Months of FY","2","Yes"
"2021","Potter","1-Lubbock","Prior Fiscal Year","249","No"
"2021","Potter","1-Lubbock","Prior Fiscal Year","93","Yes"
"2021","Potter","1-Lubbock","5 Years Prior","163","No"
"2021","Potter","1-Lubbock","5 Years Prior","185","Yes"
"2021","Potter","1-Lubbock","First 6 Months of FY","127","No"
"2021","Potter","1-Lubbock","First 6 Months of FY","12","Yes"
"2021","Presidio","10-El Paso","Prior Fiscal Year","8","No"
"2021","Presidio","10-El Paso","Prior Fiscal Year","1","Yes"
"2021","Presidio","10-El Paso","5 Years Prior","1","No"
"2021","Presidio","10-El Paso","5 Years Prior","5","Yes"
"2021","Presidio","10-El Paso","First 6 Months of FY","4","No"
"2021","Rains","4-Tyler","Prior Fiscal Year","13","No"
"2021","Rains","4-Tyler","Prior Fiscal Year","9","Yes"
"2021","Rains","4-Tyler","5 Years Prior","6","No"
"2021","Rains","4-Tyler","5 Years Prior","8","Yes"
"2021","Rains","4-Tyler","First 6 Months of FY","8","No"
"2021","Randall","1-Lubbock","Prior Fiscal Year","133","No"
"2021","Randall","1-Lubbock","Prior Fiscal Year","33","Yes"
"2021","Randall","1-Lubbock","5 Years Prior","46","No"
"2021","Randall","1-Lubbock","5 Years Prior","88","Yes"
"2021","Randall","1-Lubbock","First 6 Months of FY","49","No"
"2021","Randall","1-Lubbock","First 6 Months of FY","9","Yes"
"2021","Reagan","9-Midland","Prior Fiscal Year","4","No"
"2021","Reagan","9-Midland","5 Years Prior","3","No"
"2021","Reagan","9-Midland","First 6 Months of FY","5","No"
"2021","Reagan","9-Midland","First 6 Months of FY","3","Yes"
"2021","Real","8-San Antonio","Prior Fiscal Year","11","No"
"2021","Real","8-San Antonio","Prior Fiscal Year","2","Yes"
"2021","Real","8-San Antonio","5 Years Prior","8","No"
"2021","Real","8-San Antonio","5 Years Prior","2","Yes"
"2021","Red River","4-Tyler","Prior Fiscal Year","21","No"
"2021","Red River","4-Tyler","Prior Fiscal Year","3","Yes"
"2021","Red River","4-Tyler","5 Years Prior","8","No"
"2021","Red River","4-Tyler","5 Years Prior","10","Yes"
"2021","Red River","4-Tyler","First 6 Months of FY","25","No"
"2021","Reeves","9-Midland","Prior Fiscal Year","15","No"
"2021","Reeves","9-Midland","5 Years Prior","16","No"
"2021","Reeves","9-Midland","5 Years Prior","7","Yes"
"2021","Reeves","9-Midland","First 6 Months of FY","11","No"
"2021","Refugio","11-Edinburg","Prior Fiscal Year","17","No"
"2021","Refugio","11-Edinburg","Prior Fiscal Year","3","Yes"
"2021","Refugio","11-Edinburg","5 Years Prior","24","No"
"2021","Refugio","11-Edinburg","5 Years Prior","21","Yes"
"2021","Refugio","11-Edinburg","First 6 Months of FY","5","No"
"2021","Robertson","7-Austin","Prior Fiscal Year","13","No"
"2021","Robertson","7-Austin","5 Years Prior","8","No"
"2021","Robertson","7-Austin","5 Years Prior","15","Yes"
"2021","Robertson","7-Austin","First 6 Months of FY","5","No"
"2021","Rockwall","3-Arlington","Prior Fiscal Year","62","No"
"2021","Rockwall","3-Arlington","Prior Fiscal Year","7","Yes"
"2021","Rockwall","3-Arlington","5 Years Prior","70","No"
