"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county_code","mailing_address_county","mailing_address_zip","owner_telephone","license_subtype","continuing_education_flag"
"Barber Shop","230614","DALLAS","FAMOUS CUTZ STUDIO","2984 W WHEATLAND RD","SUITE B","DALLAS TX 75237","8174494004","05/25/2023","FAMOUS CUTZ STUDIO","402 LANTANA DR",,"ARLINGTON TX 76018-1523","113","TARRANT","75237",,"BS","N"
"Barber Shop","229951","HARRIS","QUALITY KUTZ","5909 SCOTT ST","SUITE G","HOUSTON TX 77021","8328488693","07/29/2022","QUALITY KUTZ","6222 SHERWOOD DR",,"HOUSTON TX 77021-2636","201","HARRIS","77021",,"BS","N"
"Barber Shop","228916","TITUS","MEMORY BARBER SHOP","400 FERGUSON RD",,"MT PLEASANT TX 75455","9397881687","04/16/2021","MEMORY BARBER SHOP","311 E 5TH ST APT A",,"MT PLEASANT TX 75455-4052","449","TITUS","75455",,"BS","N"
"Barber Shop","227365","DENTON","DEBI DO & CO SALON","1801 NORTH ELM",,"DENTON TX 76201","9403007139","02/09/2023","DEBI DO & CO SALON","1801 N ELM ST",,"DENTON TX 76201-3023","121","DENTON","76201",,"BS","N"
"Barber Shop","229730","HAYS","HAYS COUNTY BARBERSHOP","101 HALL PROFESSIONAL CENTER","SUITE C","KYLE TX 78640","5122560290","05/13/2024","HAYS COUNTY BARBERSHOP","625 HILLSIDE TER",,"BUDA TX 78610-9720","209","HAYS","78640",,"BS","N"
"Barber Shop","1939","BEXAR","FERNANDEZ BARBER SHOP","5102 1/2 S FLORES ST",,"SAN ANTONIO TX 78214",,"12/05/2021","FERNANDEZ BARBER SHOP","5102 1/2 S FLORES ST",,"SAN ANTONIO TX 78214-1434","29","BEXAR","78214",,"BS","N"
"Barber Shop","11372","TARRANT","KITHA'S BLESSED HANDS","3101 VAUGHN",,"FORT WORTH TX 76105","8178004572","09/06/2023","KITHA'S BLESSED HANDS","1908 MILAM ST",,"FORT WORTH TX 76112-4211","439","TARRANT","76105",,"BS","N"
"Barber Shop","229767","LUBBOCK","THE BLEND BARBERSHOP","2614 130TH ST SUITE#17",,"LUBBOCK TX 79423","8064076718","05/21/2022","THE BLEND BARBERSHOP","6309 27TH ST",,"LUBBOCK TX 79407-2801","303","LUBBOCK","79423",,"BS","N"
"Barber Shop","229031","JASPER","SELINA'S BARBER SHOP","43590 US 96",,"EVADALE TX 77615","4097497334","06/03/2021","SELINA'S BARBER SHOP","37586 US HIGHWAY 96 S",,"BUNA TX 77612-3398","241","JASPER","77615",,"BS","N"
"Barber Shop","230517","DENTON","THE BEARDED BARBER CO.","3901 FM 2181 STE 300",,"DENTON TX 76210-4250","9729718451","04/19/2023","THE BEARDED BARBER CO.","3901 FM 2181 STE 300",,"DENTON TX 76210-4250","121","DENTON","76210",,"BS","N"
"Barber Shop","223502","LIBERTY","DAYTON BARBER SHOP","100 STERLING ST. SUITE B",,"DAYTON TX 77535","8322829297","11/13/2022","DAYTON BARBER SHOP","9706 INWOOD CIR",,"BAYTOWN TX 77523-6599","291","CHAMBERS","77535",,"BS","N"
"Barber Shop","10554","BELL","TRIMMER BARBER SHOP","300 B EAST HALLMARK",,"KILLEEN TX 76541","2545194151","12/01/2022","TRIMMER BARBER SHOP","300 E HALLMARK AVE STE B",,"KILLEEN TX 76541-7823","27","BELL","76541",,"BS","N"
"Barber Shop","201091","EL PASO","TURNING HEADZ-N-SCALES PLACE","4015 B & C DYER STREET",,"EL PASO TX 79930","9153732810","01/26/2023","TURNING HEADZ-N-SCALES PLACE","4015 DYER ST STE C",,"EL PASO TX 79930-6607","141","EL PASO","79930",,"BS","N"
"Barber Shop","227913","TRAVIS","MY SALON SUITE","6406 N I 35 FRONTAGE ROAD #230",,"AUSTIN TX 78752","7137750675","02/17/2024","MY SALON SUITE","2421 TANGLEY ST STE 109",,"HOUSTON TX 77005-2518","453","HARRIS","78752",,"BS","N"
"Barber Shop","223879","HARRIS","ET'S UNTOUCHABLE CUTS","13602 HIRAM CLARK RD STE D",,"HOUSTON TX 77045","8328840997","03/06/2022","ET'S UNTOUCHABLE CUTS","8506 BLOSSOM BELL LN",,"MISSOURI CITY TX 77489-6129","201","FORT BEND","77045",,"BS","N"
"Barber Shop","12448","TRAVIS","RIVAS HAIR STUDIO","7600 BURNET RD STE #120",,"AUSTIN TX 78757","5123235525","08/01/2022","RIVAS HAIR STUDIO","7600 BURNET RD STE 120",,"AUSTIN TX 78757-1267","453","TRAVIS","78757",,"BS","N"
"Barber Shop","201862","GALVESTON","HAIR MAGIC","212 E EDGEWOOD",,"FRIENDSWOOD TX 77546","2819960333","05/01/2024","HAIR MAGIC","212 E EDGEWOOD DR",,"FRIENDSWOOD TX 77546-3821","167","GALVESTON","77546",,"BS","N"
"Barber Shop","226954","NACOGDOCHES","MARY'S BARBER","1304 SOUTH ST",,"NACOGDOCHES TX 75961","9366153859","06/28/2024","MARY'S BARBER","1304 SOUTH ST","1304 SOUTH ST","NACOGDOCHES TX 75964-5988","347","NACOGDOCHES","75961",,"BS","N"
"Barber Shop","228652","WALKER","DEADEND BARBERSHOP","1020 12ST",,"HUNTSVILLE TX 77340","9363559605","02/24/2023","DEADEND BARBERSHOP","1020 12TH ST",,"HUNTSVILLE TX 77340-4612","471","WALKER","77340",,"BS","N"
"Barber Shop","200792","TRAVIS","BOB'S BARBER SHOP","9616 N LAMAR BLVD STE 185",,"AUSTIN TX 78753","5123391630","10/01/2023","BOB'S BARBER SHOP","9616 N LAMAR BLVD STE 185",,"AUSTIN TX 78753-4151","453","TRAVIS","78753",,"BS","N"
"Barber Shop","9694","HUTCHINSON","JAY'S BARBER SHOP","807 S CEDAR",,"BORGER TX 79007","8062745801","12/01/2022","JAY'S BARBER SHOP","1015 PLAINS DR",,"FRITCH TX 79036-8327","233","HUTCHINSON","79007",,"BS","N"
"Barber Shop","226393","HARRIS","WICHO BARBER SHOP","2121 N MAIN ST STE C",,"HOUSTON TX 77009-8085","7132268074","07/15/2023","WICHO BARBER SHOP","2121 N MAIN ST STE C",,"HOUSTON TX 77009-8085","201","HARRIS","77009",,"BS","N"
"Barber Shop","228248","HIDALGO","RICH BOYS BARBER SHOP","218 E. UNIVERSITY DRIVE",,"EDINBURG TX 78539-3548","9562126778","05/23/2022","RICH BOYS BARBER SHOP","218 E UNIVERSITY DR","3352 ALCATRAZ ST","EDINBURG TX 78539-3548","215","HIDALGO","78539",,"BS","N"
"Barber Shop","230278","ANGELINA","PINKNEY BARBERSHOP","804 KURTH DRIVE",,"LUFKIN TX 75904","9364450490","01/12/2023","PINKNEY BARBERSHOP","804 KURTH DR",,"LUFKIN TX 75904-2065","5","ANGELINA","75904",,"BS","N"
"Barber Shop","230411","DALLAS","FINELINE BARBERSHOP","1104 S FIRST ST",,"GARLAND TX 75041","2143649028","03/08/2023","FINELINE BARBERSHOP","2202 LYNBROOK LN",,"GARLAND TX 75041-1419","113","DALLAS","75041",,"BS","N"
"Barber Shop","228073","MEDINA","MARTY'S BARBER SHOP","102 E. COLONIAL DR.",,"DEVINE TX 78016","2102967472","03/05/2022","MARTY'S BARBER SHOP","PO BOX 1702",,"LYTLE TX 78052-1702","325","ATASCOSA","78016",,"BS","N"
"Barber Shop","222837","COLLIN","WRIGHTS BARBER SHOP","1301 CUSTER RD",,"PLANO TX 75075","9724245995","12/17/2022","WRIGHTS BARBER SHOP","2409 ELLIS CT",,"PLANO TX 75075-3551","85","COLLIN","75075",,"BS","N"
"Barber Shop","230313","DALLAS","FULL EFFECT BARBERSHOP","418 S FOREST CREST DR",,"GARLAND TX 75042","2149015767","01/27/2023","FULL EFFECT BARBERSHOP","2703 LARCHMONT DR",,"MESQUITE TX 75150-5148","113","DALLAS","75042",,"BS","N"
"Barber Shop","223234","POTTER","COMBS & CUTS","1003 GEORGIA",,"AMARILLO TX 79106","8063673026","02/15/2024","COMBS & CUTS","1003 S GEORGIA ST",,"AMARILLO TX 79102-1330","375","POTTER","79106",,"BS","N"
"Barber Shop","223951","HARRIS","BOSTIC BARBER SHOP","3402 MELBOURNE",,"HOUSTON TX 77026","7136942863","11/09/2022","BOSTIC BARBER SHOP","3402 MELBOURNE ST",,"HOUSTON TX 77026-1352","201","HARRIS","77026",,"BS","N"
"Barber Shop","226784","DALLAS","BUDS BARBERSHOP","1219 SOUTH MAIN STREET",,"DUNCANVILLE TX 75137","9727096161","04/11/2024","BUDS BARBERSHOP","11471 COUNTY ROAD 213",,"FORNEY TX 75126-7544","113","KAUFMAN","75137",,"BS","N"
"Barber Shop","226905","HIDALGO","WHATAFADE BARBERSHOP","503 E. FRONTAGE RD",,"ALAMO TX 78516","9564516407","06/03/2024","WHATAFADE BARBERSHOP","412 SILVER CRK",,"ALAMO TX 78516-4705","215","HIDALGO","78516",,"BS","N"
"Barber Shop","230150","BEXAR","WELL BLENDED BARBERSHOP 2","8818 HUEBNER RD",,"SAN ANTONIO TX 78240","2108319828","10/28/2022","WELL BLENDED BARBERSHOP 2","747 MARQUETTE DR",,"SAN ANTONIO TX 78228-4826","29","BEXAR","78240",,"BS","N"
"Barber Shop","226483","WILLIAMSON","TRUE BARBERSHOP","116 WEST 2ND STREET STE 102",,"TAYLOR TX 76574","5126352812","11/06/2023","TRUE BARBERSHOP","116 W 2ND ST STE 102",,"TAYLOR TX 76574-3563","491","WILLIAMSON","76574",,"BS","N"
"Barber Shop","11823","DALLAS","ARCADE BARBERS","2327 GUS THOMASSON RD",,"DALLAS TX 75228","9728548021","04/02/2022","ARCADE BARBERS","2305 BOCA RATON",,"MESQUITE TX 75150-1951","113","DALLAS","75228",,"BS","N"
"Barber Shop","228395","EL PASO","PADRINOS BARBERSHOP","109 MCCARTHY AVE SPC B",,"EL PASO TX 79915-3813","9157047720","08/06/2022","PADRINOS BARBERSHOP","2321 HONEY DEW",,"EL PASO TX 79938-5106","141","EL PASO","79915",,"BS","N"
"Barber Shop","225821","HARRIS","SEOUL BARBER SHOP","9501 LONG POINT #C",,"HOUSTON TX 77055","7134651466","01/20/2023","SEOUL BARBER SHOP","9501 LONG POINT RD STE C",,"HOUSTON TX 77055-4223","201","HARRIS","77055",,"BS","N"
"Barber Shop","227481","FORT BEND","ELEVATED KUTZ","630 MURPHY RD # 101",,"STAFFORD TX 77477","6788919147","07/03/2021","ELEVATED KUTZ","618 REVA RIDGE DR",,"STAFFORD TX 77477-6336","157","FORT BEND","77477",,"BS","N"
"Barber Shop","209705","ARANSAS","VISIBLE CUTS","1940 HWY 35 NORTH",,"ROCKPORT TX 78382","3617295474","01/04/2024","VISIBLE CUTS","1940 HIGHWAY 35 N",,"ROCKPORT TX 78382-3343","7","ARANSAS","78382",,"BS","N"
"Barber Shop","227895","BRAZOS","BLAKE'S BARBER SHOP","4018 STILLMEADOW",,"BRYAN TX 77802","9794923286","06/02/2022","BLAKE'S BARBER SHOP","4018 STILLMEADOW DR",,"BRYAN TX 77802-3917","41","BRAZOS","77802",,"BS","N"
"Barber Shop","229174","BEXAR","EXCLUSIVE LIFESTYLE BARBERSHOP","1132 W HILDEBRAND AVE",,"SAN ANTONIO TX 78201","2109841190","08/08/2021","EXCLUSIVE LIFESTYLE BARBERSHOP","5147 VILLAGE LAWN",,"SAN ANTONIO TX 78218-3840","29","BEXAR","78201",,"BS","N"
"Barber Shop","231107","HIDALGO","LEGENDZ BARBER STUDIO","2711 W MILE 7 RD",,"MISSION TX 78574","9563930829","01/18/2024","LEGENDZ BARBER STUDIO","10006 MONTE CARLO LN",,"EDINBURG TX 78541-5962","215","HIDALGO","78574",,"BS","N"
"Barber Shop","230454","HARRIS","BADOM BARBERSHOP","11326 WESTHEIMER RD SUITE D",,"HOUSTON TX 77077","7816328972","03/19/2023","BADOM BARBERSHOP","11326 WESTHEIMER RD STE D",,"HOUSTON TX 77077-6866","201","HARRIS","77077",,"BS","N"
"Barber Shop","229389","TAYLOR","THE STUDIO BY T","3366 REBECCA LANE",,"ABILENE TX 79606","3236177829","12/05/2023","THE STUDIO BY T","2425 SHELTON ST UNIT A",,"ABILENE TX 79603-2618","441","TAYLOR","79606",,"BS","N"
"Barber Shop","6841","WHARTON","MICHAEL'S BARBER & STYLE","223 RIDGE STREET",,"GLEN FLORA TX 77443","9796773542","06/07/2023","MICHAEL'S BARBER & STYLE","PO BOX 146",,"GLEN FLORA TX 77443-0146","481","WHARTON","77443",,"BS","N"
"Barber Shop","224498","NAVARRO","CLIPPER KINGZ","917 MLK BLVD",,"CORSICANA TX 75110","4695850565","08/23/2022","CLIPPER KINGZ","917 MARTIN LUTHER KING JR BLVD",,"CORSICANA TX 75110-6730","349","NAVARRO","75110",,"BS","N"
"Barber Shop","226102","DALLAS","A1 BARBERSHOP","4118 W. JEFFERSON BLVD",,"COCKRELL HILL TX 75211","4692303402","08/16/2023","A1 BARBERSHOP","1518 TORONTO ST",,"DALLAS TX 75212-3966","113","DALLAS","75211",,"BS","N"
"Barber Shop","225622","TRAVIS","SPORTSMAN'S BARBERSHOP","3702 JEFFERSON ST",,"AUSTIN TX 78731","5129174372","03/30/2024","SPORTSMAN'S BARBERSHOP","4009 CHERRYWOOD RD",,"AUSTIN TX 78722-1221","453","TRAVIS","78731",,"BS","N"
"Barber Shop","8795","VAN ZANDT","VAN BARBER SHOP","120 E MAIN",,"VAN TX 75790-0748","9032582241","02/24/2023","VAN BARBER SHOP","5504 FM 314",,"BEN WHEELER TX 75754-4020","467","VAN ZANDT","75790",,"BS","N"
"Barber Shop","230480","PARKER","BROOKDALE SENIOR LIVING","904 S LAMAR ST",,"WEATHERFORD TX 76086","8173414100","04/06/2023","BROOKDALE SENIOR LIVING","904 S LAMAR ST",,"WEATHERFORD TX 76086","367","PARKER","76086",,"BS","N"
"Barber Shop","225771","GALVESTON","THE BARBER SHOP","4615 FORT CROCKETT",,"GALVESTON TX 77551","4098880200","07/08/2022","THE BARBER SHOP","4615 FORT CROCKETT BLVD",,"GALVESTON TX 77551-5962","167","GALVESTON","77551",,"BS","N"
"Barber Shop","229749","HARRIS","HOUSTONIAN CAMPUS LLC DBA THE HOUSTONIAN","111 NORTH POST OAK LN",,"HOUSTON TX 77024","8326309084","05/18/2022","HOUSTONIAN CAMPUS LLC DBA THE HOUSTONIAN","111 N POST OAK LN",,"HOUSTON TX 77024-7703","201","HARRIS","77024",,"BS","N"
"Barber Shop","224125","TRAVIS","BIRDS BARBERSHOP","1902 SOUTH CONGRESS",,"AUSTIN TX 78704","5124450500","03/07/2023","BIRDS BARBERSHOP","1902 S CONGRESS AVE",,"AUSTIN TX 78704-3503","453","TRAVIS","78704",,"BS","N"
"Barber Shop","231330","DALLAS","VALLEY VIEW BARBERS","2932 VALLEY VIEW LN",,"DALLAS TX 75234-4929","4696234693","04/29/2024","VALLEY VIEW BARBERS","2932 VALLEY VIEW LN",,"DALLAS TX 75234-4929","113","DALLAS","75234",,"BS","N"
"Barber Shop","227608","SAN PATRICIO","HAIR COMPANY","807 WILDCAT DR",,"PORTLAND TX 78374","3616434033","02/03/2024","HAIR COMPANY","807 WILDCAT DR",,"PORTLAND TX 78374-1462","409","SAN PATRICIO","78374",,"BS","N"
"Barber Shop","229627","TARRANT","601 BARBERSHOP AND SALON","236 W BEDFORD EULESS RD",,"HURST TX 76053-4043","8175106682","04/11/2024","601 BARBERSHOP AND SALON","236 W BEDFORD EULESS RD STE 2",,"HURST TX 76053-4043","439","TARRANT","76053",,"BS","N"
"Barber Shop","210639","HIDALGO","KUTTER'S BARBER SHOP","260 S TEXAS BLVD","STE 102","WESLACO TX 78596","9564472052","10/26/2022","KUTTER'S BARBER SHOP","260 S TEXAS BLVD STE 2",,"WESLACO TX 78596-6192","215","HIDALGO","78596",,"BS","N"
"Barber Shop","228940","TRAVIS","OLDE SOUL BARBERSHOP","1614 E 6TH ST #107",,"AUSTIN TX 78702","5124022523","04/29/2023","OLDE SOUL BARBERSHOP","1614 E 6TH ST APT 115",,"AUSTIN TX 78702-3399","453","TRAVIS","78702",,"BS","N"
"Barber Shop","230677","TRAVIS","AGAPE FAMILY BARBERSHOP","4503  E MARTIN LUTHER KING JR",,"AUSTIN TX 78721","5125429994","06/21/2023","AGAPE FAMILY BARBERSHOP","4503 E MARTIN LUTHER KING JR B",,"AUSTIN TX 78721-1356","453","TRAVIS","78721",,"BS","N"
"Barber Shop","227571","LUBBOCK","FREDDIE'S PLACE","1304 34TH ST",,"LUBBOCK TX 79411-2735","8067442002","06/08/2023","FREDDIE'S PLACE","PO BOX 1438",,"SHALLOWATER TX 79363-1438","303","LUBBOCK","79411",,"BS","N"
"Barber Shop","229106","HIDALGO","LEGENDS BARBERSHOP","1624 N 10TH ST STE 14",,"MCALLEN TX 78501-4150","9562404223","07/03/2023","LEGENDS BARBERSHOP","1624 N 10TH ST STE 14",,"MCALLEN TX 78501-4150","215","HIDALGO","78501",,"BS","N"
"Barber Shop","229456","TARRANT","DISTRICT BARBERSHOP - NRH","6021 WALKER BLVD STE. 101",,"NORTH RICHLAND HILLS TX 76180","7182083572","01/13/2024","DISTRICT BARBERSHOP - NRH","6387 CAMP BOWIE BLVD STE B",,"FORT WORTH TX 76116-5486","439","TARRANT","76180",,"BS","N"
"Barber Shop","223694","HARRIS","WE 'R' 1 CUTZ","3617 HOLMAN",,"HOUSTON TX 77004","2819896530","08/07/2023","WE 'R' 1 CUTZ","3013 BOLT ST",,"HOUSTON TX 77051-3001","201","HARRIS","77004",,"BS","N"
"Barber Shop","223344","HIDALGO","THE HAIR ZONE","939 W. US HWY 83",,"ALAMO TX 78516","9568840742","11/16/2023","THE HAIR ZONE","55 PALO BLANCO DR",,"ALAMO TX 78516-4241","215","HIDALGO","78516",,"BS","N"
"Barber Shop","229477","EL PASO","ELITE BARBER STUDIO","7270 DONIPHAN DR",,"CANUTILLO TX 79835","8062526448","01/20/2024","ELITE BARBER STUDIO","7270 DONIPHAN DR",,"CANUTILLO TX 79835-6003","141","EL PASO","79835",,"BS","N"
"Barber Shop","230233","HOUSTON","TOWN SQUARE BARBER SHOP","106 S 5TH ST",,"CROCKETT TX 75835","9365445340","12/15/2022","TOWN SQUARE BARBER SHOP","677 FM 132",,"CROCKETT TX 75835-5903","225","HOUSTON","75835",,"BS","N"
"Barber Shop","229695","BELL","THE DEN","4014-2. E.STANSLUETER LOOP",,"KILLEEN TX 76542","2542143732","05/05/2022","THE DEN","4302 JOSH DR",,"KILLEEN TX 76542-8375","27","BELL","76542",,"BS","N"
"Barber Shop","11567","SMITH","RUDY'S BARBER SHOP","404 N SPRING AVE",,"TYLER TX 75702","9035970117","06/04/2022","RUDY'S BARBER SHOP","407 N SPRING AVE UNIT 2",,"TYLER TX 75702-5726","423","SMITH","75702",,"BS","N"
"Barber Shop","202650","LUBBOCK","THE HAIRPORT","4405 50TH",,"LUBBOCK TX 79414","8067993881","08/04/2023","THE HAIRPORT","4901 7TH ST",,"LUBBOCK TX 79416-4922","303","LUBBOCK","79414",,"BS","N"
"Barber Shop","225529","WILLIAMSON","LITTLE TIM'S LLC","308 WEST 8TH STREET",,"GEORGETOWN TX 78626","2816860970","01/06/2024","LITTLE TIM'S LLC","308 W 8TH ST",,"GEORGETOWN TX 78626-5502","491","WILLIAMSON","78626",,"BS","N"
"Barber Shop","228676","MCLENNAN","CULTIVATED HAIR AND BARBERSHOP","716 LAKE AIR DR","SUITE E","WACO TX 76706","2542247025","01/11/2021","CULTIVATED HAIR AND BARBERSHOP","716 LAKE AIR DR STE E",,"WACO TX 76710-5767","309","MCLENNAN","76706",,"BS","N"
"Barber Shop","208612","ELLIS","NORTHGATE HAIR DESIGN","200 W 2ND STREET",,"WAXAHACHIE TX 75165","9729370212","07/15/2022","NORTHGATE HAIR DESIGN","212 SPRING GROVE DR",,"WAXAHACHIE TX 75165-6515","139","ELLIS","75165",,"BS","N"
"Barber Shop","229960","HARRIS","KINTANA'S BARBERSHOP","2614B LITTLE YORK ROAD",,"HOUSTON TX 77093","4097486428","07/30/2022","KINTANA'S BARBERSHOP","2614B LITTLE YORK RD",,"HOUSTON TX 77093-3402","201","HARRIS","77093",,"BS","N"
"Barber Shop","3490","HASKELL","TOMMY'S BARBER SHOP","107 SOUTH AVE D",,"HASKELL TX 79521","9408643586","01/31/2022","TOMMY'S BARBER SHOP","107 S AVENUE D",,"HASKELL TX 79521-5915","207","HASKELL","79521",,"BS","N"
"Barber Shop","12675","HARRIS","SO FRESH SO CLEAN","937 WEST LITTLE YORK RD",,"HOUSTON TX 77091","7136973959","03/05/2023","SO FRESH SO CLEAN","937 W LITTLE YORK RD",,"HOUSTON TX 77091-2355","201","HARRIS","77091",,"BS","N"
"Barber Shop","227429","CHEROKEE","NORTHSIDE BARBER SHOP","121 E 6TH ST",,"RUSK TX 75785-1101","9036839530","05/30/2021","NORTHSIDE BARBER SHOP","121 E 6TH ST",,"RUSK TX 75785-1101","73","CHEROKEE","75785",,"BS","N"
"Barber Shop","229465","BRAZORIA","NEW FADE CITY","1224B E MULBERRY ST",,"ANGLETON TX 77515","9793084244","01/16/2022","NEW FADE CITY","1224B E MULBERRY ST",,"ANGLETON TX 77515-3902","39","BRAZORIA","77515",,"BS","N"
"Barber Shop","224299","FORT BEND","AMAZING CUTS BARBER SHOP","12902 W RICHMOND ST",,"NEEDVILLE TX 77461","8324898326","08/18/2022","AMAZING CUTS BARBER SHOP","1136 RADIO LN APT 302",,"ROSENBERG TX 77471-3927","157","FORT BEND","77461",,"BS","N"
"Barber Shop","225399","DALLAS","FO SHAO CUTS","115 W BELTLINE RD",,"CEDAR HILL TX 75104","4693374765","01/24/2022","FO SHAO CUTS","115 W BELT LINE RD",,"CEDAR HILL TX 75104-2010","113","DALLAS","75104",,"BS","N"
"Barber Shop","223995","HARRIS","ROY'S BARBER SHOP","8009 MILEY STREET",,"HOUSTON TX 77028","8325771387","04/15/2022","ROY'S BARBER SHOP","6101 HIRSCH RD",,"HOUSTON TX 77026-1521","201","HARRIS","77028",,"BS","N"
"Barber Shop","228020","ELLIS","QUALITY CUTZ","1701 W HWY 287 BUSINESS",,"WAXAHACHIE TX 75165","4696582915","02/09/2024","QUALITY CUTZ","315 JANIS LN",,"WAXAHACHIE TX 75165-6067","139","ELLIS","75165",,"BS","N"
"Barber Shop","230492","TARRANT","THE TRENDY BARBER LLC","405 AIRPORT FREEWAY","SUITE 506","BEDFORD TX 76021","8175059300","04/08/2023","THE TRENDY BARBER LLC","7828 TUDANCA TRL",,"FORT WORTH TX 76131-5164","439","TARRANT","76021",,"BS","N"
"Barber Shop","226403","CAMERON","BEST BET BARBERSHOP","1246 MORGAN BLVD",,"HARLINGEN TX 78550-5155","9565333913","07/22/2021","BEST BET BARBERSHOP","PO BOX 533182",,"HARLINGEN TX 78553-3182","61","CAMERON","78550",,"BS","N"
"Barber Shop","10186","DENTON","TROY'S CUTS","1940 W FM 407 STE #106",,"HIGHLAND VILLAGE TX 75077","9729661388","03/03/2022","TROY'S CUTS","1940 JUSTIN RD STE 106",,"HIGHLAND VILLAGE TX 75077-2152","121","DENTON","75077",,"BS","N"
"Barber Shop","230540","JEFFERSON","JOHNNY B'S BARBER SPOT","203 N 11TH ST BACK",,"NEDERLAND TX 77627-2800","7137032674","04/26/2023","JOHNNY B'S BARBER SPOT","203 N 11TH ST BACK",,"NEDERLAND TX 77627-2800","245","JEFFERSON","77627",,"BS","N"
"Barber Shop","229722","REEVES","J3A BARBER SHOP","724 S EDDY ST STE A",,"PECOS TX 79772-3727","5128454399","05/12/2022","J3A BARBER SHOP","6713 MARGARET DR",,"FORT WORTH TX 76140-1321","389","TARRANT","79772",,"BS","N"
"Barber Shop","230056","DALLAS","RAKAN'S HAIRSTYLES","201 S GREENVILLE AVE","201","RICHARDSON TX 75081","4692308775","09/15/2022","RAKAN'S HAIRSTYLES",,,,"113",,"75081",,"BS","N"
"Barber Shop","228986","BEXAR","STATION ONE BARBERSHOP","6565 BABCOCK RD STE 12",,"SAN ANTONIO TX 78249-2345","3612497451","05/24/2023","STATION ONE BARBERSHOP","7107 QUAIL GDNS",,"SAN ANTONIO TX 78250-6218","29","BEXAR","78249",,"BS","N"
"Barber Shop","229314","PALO PINTO","COY'S BARBER SHOP","102 W HUBBARD",,"MINERAL WELLS TX 76067-4839","9403257472","10/22/2023","COY'S BARBER SHOP","102 W HUBBARD ST",,"MINERAL WELLS TX 76067-4839","363","PALO PINTO","76067",,"BS","N"
"Barber Shop","230785","KERR","CLASSIC BARBERSHOP","2590 JUNCTION HIGHWAY STE C",,"KERRVILLE TX 78028-9467","8302853631","08/02/2023","CLASSIC BARBERSHOP","2590 JUNCTION HWY STE C",,"KERRVILLE TX 78028-9467","265","KERR","78028",,"BS","N"
"Barber Shop","230995","HARRIS","LATRICIATALLEY","9001 S BRAESWOOD BLVD 2202",,"HOUSTON TX 77074","7693559096","11/12/2023","LATRICIATALLEY","9001 S BRAESWOOD BLVD APT 2202",,"HOUSTON TX 77074-2335","201","HARRIS","77074",,"BS","N"
"Barber Shop","229518","DALLAS","CLEAN CUTS AND STYLES","1611 SINGLETON BLVD",,"DALLAS TX 75212-2447","2149295025","02/06/2024","CLEAN CUTS AND STYLES","2009 KRAFT ST",,"DALLAS TX 75212-2447","113","DALLAS","75212",,"BS","N"
"Barber Shop","12510","NACOGDOCHES","WHITAKER BARBER SHOP","502 SHAWNEE STREET",,"NACOGDOCHES TX 75961","9365541079","04/01/2023","WHITAKER BARBER SHOP","502 S SHAWNEE ST",,"NACOGDOCHES TX 75961-5608","347","NACOGDOCHES","75961",,"BS","N"
"Barber Shop","4487","POTTER","16TH ST BARBER SHOP","714 W 16TH ST",,"AMARILLO TX 79102","8063725165","03/09/2024","16TH ST BARBER SHOP","714 SW 16TH AVE",,"AMARILLO TX 79101-4026","375","POTTER","79102",,"BS","N"
"Barber Shop","225319","DALLAS","RIGHTWAY PROFESSIONAL BARBER SHOP & MORE","112 N HAMPTON RD STE C",,"DESOTO TX 75115","4695440570","03/21/2024","RIGHTWAY PROFESSIONAL BARBER SHOP & MORE","112 N HAMPTON RD STE C",,"DESOTO TX 75115-4968","113","DALLAS","75115",,"BS","N"
"Barber Shop","226204","TRAVIS","LEGENDS BARBER SHOP","1901 W. WILLIAM CANNON",,"AUSTIN TX 78745","5124436757","03/23/2021","LEGENDS BARBER SHOP","8586 STEAMLINE CIR",,"AUSTIN TX 78745-8054","453","TRAVIS","78745",,"BS","N"
"Barber Shop","227129","OCHILTREE","GLENN HUMPHREYS- BARBER SHOP","1202 LAMASTER RD",,"PERRYTON TX 79070-3229","8063302228","07/22/2023","GLENN HUMPHREYS- BARBER SHOP","1202 LAMASTER RD",,"PERRYTON TX 79070-3229","357","OCHILTREE","79070",,"BS","N"
"Barber Shop","212203","GREGG","HEADS FIRST","410 S WHITE OAK RD",,"WHITE OAK TX 75693","9032976139","08/21/2021","HEADS FIRST","410 S WHITE OAK RD",,"WHITE OAK TX 75693-1524","183","GREGG","75693",,"BS","N"
"Barber Shop","230346","LUBBOCK","HEADLINERS CUTTING ZONE","1804 50TH STREET",,"LUBBOCK TX 79412","8064738608","02/04/2023","HEADLINERS CUTTING ZONE","515 E 35TH ST",,"LUBBOCK TX 79404-2407","303","LUBBOCK","79412",,"BS","N"
"Barber Shop","229449","EL PASO","PEEWEE CUTS","2315 MONTANA APT 1",,"ELPASO TX 79903","9152462727","01/07/2022","PEEWEE CUTS","5929 DYER ST",,"EL PASO TX 79904-5619","141","EL PASO","79903",,"BS","N"
