"license_type","license_number","business_name","license_expiration_date_mmddccyy","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","owner_telephone"
"Cosmetology Private School","702321","INSTITUTE OF COSMETOLOGY","12/31/2022","7011 HARWIN DR STE 100",,"HOUSTON TX 77036-2121",
"Cosmetology Private School","702683","AVEDA ARTS & SCIENCES INSTITUTE HOUSTON","03/21/2023","STE 100","19241 DAVID MEMORIAL DR","SHENANDOAH TX 77385-8786",
"Cosmetology Private School","705352","AVENUE FIVE INSTITUTE","07/24/2022","8620 BURNET RD STE 300",,"AUSTIN TX 78757-7000",
"Cosmetology Private School","705317","AMERICAN MANICURE SCHOOL OF ART","02/18/2023","1950 N NW LOOP 323 STE 300",,"TYLER TX 75702-1638",
"Cosmetology Private School","702757","I.T.S. ACADEMY OF BEAUTY","12/31/2022","4800 S HULEN ST STE 2235",,"FORT WORTH TX 76107-3818",
"Cosmetology Private School","705166","MISSION BEAUTY INSTITUTE","08/09/2022","1123 E 9TH ST STE 10B",,"MISSION TX 78572-4404",
"Cosmetology Private School","705109","VOGUE INTERNATIONAL ACADEMY","09/02/2022","2703 HWY 6 S #135",,"HOUSTON TX 77082-1732",
"Cosmetology Private School","705423","BEAUTY KULTURE ACADEMY","03/19/2023","PO BOX 222254",,"DALLAS TX 75222-2254",
"Cosmetology Private School","705094","AMERICAN BEAUTY COLLEGE","11/25/2022","1006 E YAGER LN STE 110",,"AUSTIN TX 78753-7115",
"Cosmetology Private School","705221","BL COSMETOLOGY SCHOOL","06/19/2023","12357 BISSONNET ST",,"HOUSTON TX 77099-1332",
"Cosmetology Private School","705467","BELLEZZA CANTU SKINCARE INSTITUTE","03/19/2023","107 W MAIN STREET",,"GRAND PRAIRIE TX 75050",
"Cosmetology Private School","705464","PROFESSIONAL HAIR DESIGNER","03/23/2023","7300 MOON RIDGE CT",,"FORT WORTH TX 76133-8335",
"Cosmetology Private School","705289","SEBRING CAREER SCHOOLS","02/26/2023","PO BOX 277",,"BARKER TX 77413-0277",
"Cosmetology Private School","705329","LEARN LASH REPEAT TRAINING ACADEMY","09/15/2022","5546 S HAMPTON RD",,"DALLAS TX 75232-2202",
"Cosmetology Private School","702825","DUVALLS SCHOOL OF COSMETOLOGY","06/30/2022","201 HARWOOD RD STE 218",,"BEDFORD TX 76021-4159",
"Cosmetology Private School","705497","OGLE SCHOOL HAIR SKIN NAILS","09/21/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013-7409",
"Cosmetology Private School","705508","PARIS LASH & BEAUTY ACADEMY LLC","11/19/2022","100 3RD ST NW",,"PARIS TX 75460-4127",
"Cosmetology Private School","702631","BELLA BEAUTY COLLEGE - WACO CAMPUS","12/31/2022","3110 FRANKLIN AVE",,"WACO TX 76710-7318",
"Cosmetology Private School","705429","GLOBAL BEAUTY SCHOOL LLC","06/01/2023","PO BOX 452521",,"GARLAND TX 75045-2521",
"Cosmetology Private School","705286","LATIN AMERICA BEAUTY SCHOOL","01/26/2023","5839 BISSONNET ST",,"BELLAIRE TX 77401-4719",
"Cosmetology Private School","705543","SHIMAA COSMETOLOGY SCHOOL","06/10/2023","733 N FIELDER RD STE B",,"ARLINGTON TX 76012-4666",
"Cosmetology Private School","705530","DEVIDA LASH ACADEMY","04/18/2023","3400 N MCCOLL RD STE A",,"MCALLEN TX 78501-5783",
"Cosmetology Private School","705331","HAIRMOSA BEAUTY ACADEMY INC","10/27/2022","928 S CEDAR RIDGE DR STE B",,"DUNCANVILLE TX 75137-2208",
"Cosmetology Private School","705132","AVEDA ARTS & SCIENCES INSTITUTE AUSTIN","09/30/2022","6001 MIDDLE FISKVILLE RD 200",,"AUSTIN TX 78752-4314",
"Cosmetology Private School","705144","UCAS UNIV OF COSMETOLOGY ARTS & SCIENCES","02/16/2023","8401 N 10TH ST",,"MCALLEN TX 78504-9527",
"Cosmetology Private School","705285","SEBRING CAREER SCHOOLS","12/22/2022","2505 LAKE RD STE 1",,"HUNTSVILLE TX 77340-5710",
"Cosmetology Private School","705353","WINK STUDIOS LASH ACADEMY","08/03/2022","1601 E LAMAR BLVD STE 219A",,"ARLINGTON TX 76011-4464",
"Cosmetology Private School","705515","TRALE BEAUTY ACADEMY","01/13/2023","2301 W PARKER RD STE 3",,"PLANO TX 75023-7877",
"Cosmetology Private School","702724","I.T.S. ACADEMY OF BEAUTY","01/13/2023","3111 MIDWESTERN PKWY STE 330",,"WICHITA FALLS TX 76308-2818",
"Cosmetology Private School","705312","THE PROFESSIONAL COSMETOLOGY ACADEMY","03/08/2023","1407 CALLE DEL NORTE STE 116",,"LAREDO TX 78041-5942",
"Cosmetology Private School","705394","DIAMONDS COLLEGE","06/25/2023","3321 N LOY LAKE RD",,"SHERMAN TX 75090-1736",
"Cosmetology Private School","705092","BELLA BEAUTY ACADEMY","09/08/2022","720 SW MILITARY DR",,"SAN ANTONIO TX 78221-1662",
"Cosmetology Private School","705038","BN CAREER INSTITUTE","01/15/2023","18405 STATE HIGHWAY 249 STE 8",,"HOUSTON TX 77070-4263",
"Cosmetology Private School","705300","EAST TEXAS COSMETOLOGY COLLEGE","08/23/2022","3302 COLLEGE DR",,"LUFKIN TX 75904-7137",
"Cosmetology Private School","705373","DALLAS SKIN INSTITUTE","03/23/2023","11909 PRESTON RD STE 1444",,"DALLAS TX 75230-6115",
"Cosmetology Private School","702629","PAUL MITCHELL THE SCHOOL DALLAS","12/31/2022","2389 MIDWAY RD STE A",,"CARROLLTON TX 75006-2567",
"Cosmetology Private School","705407","IHEART LASH ACADEMY","11/10/2022","11041 SHADOW CRK PKWY STE 121",,"PEARLAND TX 77584-7405",
"Cosmetology Private School","705431","LASHING OUT INK ACADEMY","06/05/2023","STE 210","544 W VETERANS MEMORIAL BLVD","HARKER HEIGHTS TX 76548-1187",
"Cosmetology Private School","705077","TINT SCHOOL OF MAKEUP & COSMETOLOGY","06/15/2022","2716 W IRVING BLVD",,"IRVING TX 75061-4235",
"Cosmetology Private School","705440","FRANKLIN INSTITUTE #1","08/24/2022","4745 HWY 6 NORTH STE B",,"HOUSTON TX 77084",
"Cosmetology Private School","705194","GARLAND BEAUTY COLLEGE","08/23/2022","3112 N JUPITER RD STE 115",,"GARLAND TX 75044-6552",
"Cosmetology Private School","702805","HOUSTON TRAINING SCHOOL","11/30/2022","908 W MAIN ST",,"LA PORTE TX 77571-4968",
"Cosmetology Private School","705432","PARIS BEAUTY ACADEMY","06/09/2023","3160 SATURN RD SUITE 206",,"GARLAND TX 75041",
"Cosmetology Private School","705456","LASH STUDIO 214 BEAUTY & TRAINING ACADEM","01/25/2023","401 E FRONT ST STE 240-242",,"TYLER TX 75702-8213",
"Cosmetology Private School","705014","TOTAL TRANSFORMATION INST OF COSMETOLOGY","05/04/2023","907 HIGHWAY 80",,"SAN MARCOS TX 78666-8115",
"Cosmetology Private School","702678","CHAMPION BEAUTY COLLEGE INC","12/31/2022","3920 FM 1960 RD STE 210",,"HOUSTON TX 77068-3569",
"Cosmetology Private School","705439","FRANKLIN INSTITUTE #2","08/19/2022","13318 ALMEDA",,"HOUSTON TX 77045",
"Cosmetology Private School","705175","BELLA COSMETOLOGY COLLEGE","11/15/2022","PO BOX 72",,"WINNSBORO TX 75494-0072",
"Cosmetology Private School","705427","GLANCE LASH ACADEMY","06/14/2022","1541 MAIN ST",,"FORT WORTH TX 76164",
"Cosmetology Private School","705421","THE AESTHETICS ACADEMY","02/24/2023","4534 WESTGATE BLVD STE 108",,"AUSTIN TX 78745",
"Cosmetology Private School","705504","KM BEAUTY INSTITUTE","11/08/2022","2045 FOREST LANE SUITE 170",,"GARLAND TX 75042-7937",
"Cosmetology Private School","705435","CHANAC CHIC ACADEMY OF NAILS&COSMETOLOGY","07/15/2022","117 E CAMELLIA AVE",,"MCALLEN TX 78501",
"Cosmetology Private School","705413","MILAN INSTITUTE","11/18/2022","7001 W INTERSTATE 40",,"AMARILLO TX 79106-2610",
"Cosmetology Private School","705461","BOSS LADY BEAUTY ACADEMY","02/12/2023","600 FRANKLIN AVE UNIT 3",,"WACO TX 76701-0002",
"Cosmetology Private School","705416","DALLAS LASH ACADEMY NORTH","07/14/2022","801 GREENVILLE AVE STE 101",,"ALLEN TX 75002-3300",
"Cosmetology Private School","705063","BALE BEAUTY ACADEMY 6 CORP","02/06/2023","100 W PIONEER PKWY STE 105",,"ARLINGTON TX 76010-6111",
"Cosmetology Private School","705449","GOLDEN TOUCH ACADEMY","12/01/2022","3200 W PLEASANT RUN RD STE 140",,"LANCASTER TX 75146-1083",
"Cosmetology Private School","705239","TEXAS COLLEGE OF COSMETOLOGY-LUBBOCK","04/02/2023","3602 SLIDE RD # B-18",,"LUBBOCK TX 79414-2532",
"Cosmetology Private School","705295","DACS","07/21/2022","6205 ROSEBOROUGH DR",,"AUSTIN TX 78747-3918",
"Cosmetology Private School","705454","THE HAIR GROUP BEAUTY SCHOOL","01/14/2023","2404 AUTUMNVALE DRIVE",,"MESQUITE TX 75150",
"Cosmetology Private School","705446","OMG BEAUTY STUDIO LLC","10/06/2022","4013 N MESA ST STE A AND B",,"EL PASO TX 79902-1526",
"Cosmetology Private School","702731","I.T.S. ACADEMY OF BEAUTY","12/31/2022","2215 S LOOP 288 STE 418",,"DENTON TX 76205-4985",
"Cosmetology Private School","705513","BABE CAVE LBK LLC","01/07/2023","2424 QUAKER AVE",,"LUBBOCK TX 79410-1834",
"Cosmetology Private School","705526","ADVANCED BEAUTY SCHOOL","03/16/2023","19300 BLAKE MANOR RD",,"MANOR TX 78653-4842",
"Cosmetology Private School","705408","DALLAS BEAUTY ACADEMY","09/25/2022","2121 NORTHWEST HIGHWAY STE 106",,"GARLAND TX 75041-4851",
"Cosmetology Private School","705523","FACE IT LASH & BEAUTY BAR LLC","03/02/2023","8321 BROADWAY #120",,"PEARLAND TX 77581-5770",
"Cosmetology Private School","705478","PEARLANDS INNOVATIVE SCHOOLOFBEAUTY LLC","07/20/2023","9330 BROADWAY STE D 432",,"PEARLAND TX 77584-7891",
"Cosmetology Private School","705507","SOL BEAUTY ACADEMY","11/18/2022","3837 EATON DR",,"DALLAS TX 75220",
"Cosmetology Private School","705479","DARLY NEW FACE ACADEMY LLC","07/21/2022","308 BIRCH ST",,"LEWISVILLE TX 75057-4723",
"Cosmetology Private School","705365","THE SALON PROFESSIONAL ACADEMY","09/26/2022","PO BOX 976",,"WHITEHOUSE TX 75791-0976",
"Cosmetology Private School","705344","ORANGE ACADEMY OF BEAUTY","04/26/2023","802 W PARK AVE",,"ORANGE TX 77630-5066",
"Cosmetology Private School","705129","LAREDO CHI ACADEMY BEAUTY SCHOOL","09/03/2022","1710 PEACEFUL MEADOWS CT",,"LAREDO TX 78041-6540",
"Cosmetology Private School","705235","NEW IMAGE INSTITUTE OF COSMETOLOGY LLC","01/29/2023","3102 N RAUL LONGORIA RD",,"SAN JUAN TX 78589-3677",
"Cosmetology Private School","705251","THE SALON PROFESSIONAL ACADEMY","09/10/2022","901 S INTERSTATE 35 STE 102",,"GEORGETOWN TX 78626-5470",
"Cosmetology Private School","705459","PHOENIX BODI AND BEAUTY INSTITUTE","05/31/2023","1290 S WILLIS ST STE 103",,"ABILENE TX 79605-4065",
"Cosmetology Private School","702672","UCAS UNIV OF COSMETOLOGY ARTS & SCIENCES","12/31/2022","8401 N 10TH ST",,"MCALLEN TX 78504-9527",
"Cosmetology Private School","705412","CHAMPIONS BARBER & BEAUTY ACADEMY","11/15/2022","1300 LAKE AIR DR SUITE 5",,"WACO TX 76710",
"Cosmetology Private School","705171","FORT WORTH BEAUTY SCHOOL GRANBURY CAMPUS","09/27/2022","4760 BENBROOK BLVD",,"BENBROOK TX 76116-8892",
"Cosmetology Private School","705539","DERMOLOGY COLLEGE OF AESTHETICS & WELLNE","06/02/2023","3710 STILLVIEW DRIVE",,"HOUSTON TX 77068-2932",
"Cosmetology Private School","705535","CUREOSITY ACADEMY OF ART","05/23/2023","408 W UPSHUR AVE",,"GLADEWATER TX 75647-2124",
"Cosmetology Private School","705438","PATHWAY VOCATIONAL ACADEMY - LUMBERTON","08/11/2022","231 N TWIN CITY",,"NEDERLAND TX 77627-4131",
"Cosmetology Private School","705185","BELLAGIO BEAUTY SCHOOL","04/02/2023","1288 W MAIN ST STE 216",,"LEWISVILLE TX 75067-3467",
"Cosmetology Private School","705383","XCLUSIV MAKEUP + BEAUTY ACADEMY","03/22/2023","2607 REDSTONE DR",,"MISSION TX 78572-3395",
"Cosmetology Private School","705469","AMA BEAUTY SCHOOL","04/12/2023","1214 N 10TH STREET",,"MCALLEN TX 78501-4357",
"Cosmetology Private School","705516","FROM ORDINARY TO EXTRAORDINARY","01/20/2023","3455 HIGHLAND RD STE 102",,"DALLAS TX 75228-7193",
"Cosmetology Private School","705148","REMINGTON COLLEGE","02/25/2023","11310 GREENS CROSSING BLVD 300",,"HOUSTON TX 77067-4455",
"Cosmetology Private School","705418","INSTITUTE OF BEAUTY LLC","01/16/2023","7600 BAKER BLVD",,"RICHLAND HILLS TX 76118-5904",
"Cosmetology Private School","705376","MIREYA'S BEAUTY INSTITUTION","12/10/2022","1822 HIGH ST",,"HARLINGEN TX 78550-4431",
"Cosmetology Private School","705307","ENSTYLE BEAUTY ACADEMY","12/27/2022","13614 BELLAIRE BLVD STE D6",,"HOUSTON TX 77083-1738",
"Cosmetology Private School","705065","WADE GORDON HAIRDRESSING ACADEMY","03/03/2023","2520 PARAMOUNT BLVD",,"AMARILLO TX 79109-1708",
"Cosmetology Private School","705391","PEARLANDS INNOVATIVE SCHOOL OF BEAUTY","06/09/2023","1942 BAYLEAF MANOR DR",,"MANVEL TX 77578-5199",
"Cosmetology Private School","705489","KLA BEAUTY","09/10/2022","719 W HARRIS RD A30",,"ARLINGTON TX 76001-6861",
"Cosmetology Private School","702518","TEXAS COLLEGE OF COSMETOLOGY","12/31/2022","3504 KNICKERBOCKER RD",,"SAN ANGELO TX 76904-7611",
"Cosmetology Private School","705403","HOUSE OF ELEGANCE COSMETOLOGY SCHOOL","08/20/2022","4515 WEBER RD",,"CORPUS CHRISTI TX 78411-3522",
"Cosmetology Private School","705443","FAIRE BELLE INSTITUTE","10/22/2022","1426 W DANIELDALE RD",,"DUNCANVILLE TX 75137-7538",
"Cosmetology Private School","705339","BBOLM COLLEGE OF COSMETOLOGY","02/15/2023","2300 SCHWERTNER DR",,"KILLEEN TX 76543-5708",
"Cosmetology Private School","705389","PROFESSIONAL SKIN CARE ACADEMY LLC","04/08/2023","401 W 5TH ST STE A",,"WAXAHACHIE TX 75165-1117",
"Cosmetology Private School","702671","UCAS UNIV OF COSMETOLOGY ARTS & SCIENCES","12/31/2022","8401 N 10TH ST",,"MCALLEN TX 78504-9527",
"Cosmetology Private School","705270","BEAUTY MODELS SCHOOL","06/17/2023","919 W PIONEER PKWY",,"ARLINGTON TX 76013-6369",
"Cosmetology Private School","705158","HOLLYWOOD BEAUTY SCHOOL","07/06/2022","2224 W BUCKINGHAM RD STE 103",,"GARLAND TX 75042-4900",
"Cosmetology Private School","705528","THE LBL BEAUTY ACADEMY","04/01/2023","1300 W WALNUT HILL LN STE 250",,"IRVING TX 75038-3075",
"Cosmetology Private School","705254","PEARLANDS INNOVATIVE SCHOOL OF BEAUTY","11/15/2022","1942 BAYLEAF MANOR DR",,"MANVEL TX 77578-5199",
"Cosmetology Private School","705534","RIDICA COSMETOLOGY & BARBER SCHOOL LLC","05/11/2023","7820 FM 1960 E STE 201-203",,"HUMBLE TX 77346-2257",
"Cosmetology Private School","705110","MANUEL & THERESA'S SCHOOL OF HAIR DESIGN","06/11/2023","1405 E NORTH ST",,"VICTORIA TX 77901-7076",
"Cosmetology Private School","705027","PAUL MITCHELL THE SCHOOL HOUSTON","09/13/2022","10516 OLD KATY FWY STE A",,"HOUSTON TX 77043-5100",
"Cosmetology Private School","705334","SOUTHERN CAREERS INSTITUTE","11/15/2022","238 SW MILITARY DR STE 101",,"SAN ANTONIO TX 78221-1657",
"Cosmetology Private School","705375","MODERN BARBER & BEAUTY INSTITUTE","11/28/2022","1123 E VILLA MARIA RD",,"BRYAN TX 77802-2445",
"Cosmetology Private School","705320","BEAUTY ARTS COSMETOLOGY INSTITUTE","08/18/2022","104 S MAIN ST",,"DONNA TX 78537-3226",
"Cosmetology Private School","705484","LASH BOSS UNIVERSITY","08/30/2022","STE E-120","3801 N CAPITAL OF TEXAS","AUSTIN TX 78746-1416",
"Cosmetology Private School","705264","ACADEMY OF HAIR DESIGN","01/30/2023","2015 E RIVERSIDE DR BLDG 6",,"AUSTIN TX 78741-1338",
"Cosmetology Private School","705048","MANE CONCEPTS SCHOOL OF COSMETOLOGY","10/06/2022","700 E WHALEY ST",,"LONGVIEW TX 75601-6527",
"Cosmetology Private School","705475","ILASH BEAUTY UNIVERSITY","06/11/2022","2944 MOTLEY DR STE 104",,"MESQUITE TX 75150-3405",
"Cosmetology Private School","705348","TOTAL ESCAPE LAVISHING LASHES ACADEMY","05/08/2023","223 S CEDAR RIDGE DR",,"DUNCANVILLE TX 75116-4528",
"Cosmetology Private School","705494","OGLE SCHOOL HAIR SKIN NAILS","09/21/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013",
"Cosmetology Private School","705301","MANUEL & THERESA'S SCHOOL OF HAIR DESIGN","08/26/2022","1315 HIGHWAY 105 STE 102",,"BRENHAM TX 77833-3479",
"Cosmetology Private School","705097","I.T.S. ACADEMY OF BEAUTY","01/22/2023","2426 IRVING MALL STE B05C",,"IRVING TX 75062-5100",
"Cosmetology Private School","705538","STATE BARBER SCHOOL LLC","06/02/2023","1030 W ARKANSAS LN STE 306",,"ARLINGTON TX 76013-6377",
"Cosmetology Private School","705506","KATY ESTHETICIAN ACADEMY","11/16/2022","1809 N MASON RD",,"KATY TX 77449-2844",
"Cosmetology Private School","705345","SOUTHERN CAREERS INSTITUTE","04/26/2023","2422 AIRLINE RD",,"CORPUS CHRISTI TX 78414-2904",
"Cosmetology Private School","705470","AMENTI BEAUTY ACADEMY LLC","04/19/2023","3119 E UNIVERSITY BLVD STE A",,"ODESSA TX 79762-6958",
"Cosmetology Private School","705347","VICTORIA COSMETOLOGY SCHOOL","05/04/2023","STE D","9815 BAMMEL NORTH HOUSTON RD","HOUSTON TX 77086-2988",
"Cosmetology Private School","705232","TRUCCO BEAUTY INSTITUTE","12/04/2022","11385 JAMES WATT DR STE B10",,"EL PASO TX 79936-5943",
"Cosmetology Private School","705358","3D LASH & BROW SALON & ACADEMY","08/14/2022","4230 LBJ FWY STE 122",,"DALLAS TX 75244-5895",
"Cosmetology Private School","705271","NEW IMAGE BEAUTY AND BARBER SCHOOL","07/02/2023","529 N S ST",,"HARLINGEN TX 78550-5224",
"Cosmetology Private School","702824","VICTORIA BEAUTY & BARBER COLLEGE","05/31/2023","1508 N LAURENT ST",,"VICTORIA TX 77901-6233",
"Cosmetology Private School","705480","MCA SKIN CARE ACADEMY LLC","08/11/2022","PO BOX 407",,"WELLINGTON TX 79095-0407",
"Cosmetology Private School","705060","SOUTHERN CAREERS INSTITUTE BROWNSVILLE","11/21/2022","1701 DIRECTORS BLVD STE 800",,"AUSTIN TX 78744-1019",
"Cosmetology Private School","705018","AVENUE FIVE INSTITUTE","07/05/2023","8620 BURNET RD STE 300",,"AUSTIN TX 78757-7000",
"Cosmetology Private School","705491","OGLE SCHOOL HAIR SKIN NAILS","09/20/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013-7409",
"Cosmetology Private School","705316","AVEDA ARTS&SCIENCES INSTITUTE SANANTONIO","06/12/2023","21003 ENCINO CMNS STE 121",,"SAN ANTONIO TX 78259-2792",
"Cosmetology Private School","702596","TEXAS COLLEGE OF COSMETOLOGY","12/31/2022","117 SAYLES BLVD",,"ABILENE TX 79605-2001",
"Cosmetology Private School","705377","EBONY ESSENCE SCHOOL OF HAIR DESIGN","12/10/2022","1562 COUNTY ROAD 327",,"CALDWELL TX 77836-7239",
"Cosmetology Private School","705426","FLAVOUS BEAUTY ACADEMY LLC","06/01/2023","1203 N KENTUCKY ST STE C",,"MCKINNEY TX 75069",
"Cosmetology Private School","702609","BELLA BEAUTY COLLEGE - AIRPORT CAMPUS","12/31/2022","4631 AIRPORT BLVD STE 101",,"AUSTIN TX 78751-3441",
"Cosmetology Private School","700873","PIPO ACADEMY OF HAIR DESIGN","12/31/2022","3000 PERSHING DR",,"EL PASO TX 79903-2523",
"Cosmetology Private School","705003","MILAN INSTITUTE OF COSMETOLOGY","11/03/2022","2345 W BEACH AVE # 4139",,"VISALIA CA 93277",
"Cosmetology Private School","705519","SLEEPING BEAUTY LASH INSTITUTE SALON LLC","02/17/2023","1825 W ANDERSON LN",,"AUSTIN TX 78757-1303",
"Cosmetology Private School","705517","HAUT INSTITUTE OF ESTHETICS LLC","01/27/2023","204 N PENELOPE ST STE F1",,"BELTON TX 76513-3127",
"Cosmetology Private School","705444","BGM SCIENCE OF BEAUTY & BUSINESS LLC","09/14/2022","10709 PLANO RD SUITE 200",,"DALLAS TX 75238",
"Cosmetology Private School","705477","INTERNATIONAL INSTITUTE OF AESTHETIC ART","07/16/2022","8116 BLACKTAIL TRL",,"MCKINNEY TX 75070-7912",
"Cosmetology Private School","702768","ACADEMY OF HAIR DESIGN","12/31/2022","348 SPRINGHILL ST",,"JASPER TX 75951-4920",
"Cosmetology Private School","702365","SEGUIN BEAUTY SCHOOL #2","12/31/2022","102 E COURT ST",,"SEGUIN TX 78155-5704",
"Cosmetology Private School","705518","BARBER INSTITUTE OF TEXAS","01/31/2023","2430 S HIGH ST SUITE B4",,"LONGVIEW TX 75602-3432",
"Cosmetology Private School","702498","EXPOSITO SCHOOL OF HAIR DESIGN","12/31/2022","3710 MOCKINGBIRD LN",,"AMARILLO TX 79109-3208",
"Cosmetology Private School","705512","EXPERT DO INC","01/05/2023","1000 W ROSEMEADE PKWY STE 110",,"CARROLLTON TX 75007-6222",
"Cosmetology Private School","705310","DALLAS LASH ACADEMY","07/14/2022","3259 W CAMP WISDOM RD",,"DALLAS TX 75237-2605",
"Cosmetology Private School","705380","SOUTHERN TEXAS CAREERS ACADEMY","01/10/2023","1506 E GRIFFIN PKWY STE E",,"MISSION TX 78572",
"Cosmetology Private School","705540","HOUSTON BROWS & BEAUTY SCHOOL LLC","06/03/2023","14347 TORREY CHASE BLVD","SUITE D4 - D5","HOUSTON TX 77014-1661",
"Cosmetology Private School","705297","CLIO PROFESSIONALS BEAUTY SCHOOL","08/01/2022","11618 ALDINE WESTFIELD RD",,"HOUSTON TX 77093-2303",
"Cosmetology Private School","705405","INSPIRED BY BEAUTY INSTITUTE","08/28/2022","8700 BOEING #A-1",,"EL PASO TX 79925-1228",
"Cosmetology Private School","705434","M&J ACADEMY LLC","07/02/2022","10705 PLANO RD SUITE 200",,"DALLAS TX 75238-5313",
"Cosmetology Private School","705343","T.C.P. BEAUTY COLLEGE","05/14/2023","669 RAVENSWORTH DR",,"CONROE TX 77302-3737",
"Cosmetology Private School","705396","CONSTANTINO COSMETOLOGY ACADEMY","07/15/2022","3101 PABLO KISEL BLVD STE A6",,"BROWNSVILLE TX 78526-4436",
"Cosmetology Private School","705141","SIGNATURE BEAUTY SCHOOL","12/17/2022","2109 S BOWEN RD",,"ARLINGTON TX 76013-5664",
"Cosmetology Private School","705103","NATURAL IMAGES BEAUTY COLLEGE","03/05/2023","PO BOX 2036",,"CLUTE TX 77531-8036",
"Cosmetology Private School","702271","CENTRAL TEXAS BEAUTY COLLEGE 2","12/31/2022","1400 N MAYS ST",,"ROUND ROCK TX 78664-4209",
"Cosmetology Private School","702707","JAY'S TECHNICAL INSTITUTE","01/11/2023","11910 FONDREN MEADOW DR",,"HOUSTON TX 77071-3276",
"Cosmetology Private School","705499","OGLE SCHOOL HAIR SKIN NAILS","09/22/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013",
"Cosmetology Private School","705135","HOUSTON TRAINING SCHOOLS INC","12/08/2022","908 W MAIN ST",,"LA PORTE TX 77571-4968",
"Cosmetology Private School","705420","PATHWAY VOCATIONAL ACADEMY","02/10/2023","3141 COLLEGE ST STE 10",,"BEAUMONT TX 77701",
"Cosmetology Private School","705533","ACE ACADEMY LLC","05/06/2023","STE 105B","1140 EMPIRE CENTRAL PL","DALLAS TX 75247-4317",
"Cosmetology Private School","705279","MODERN BEAUTY ACADEMY","10/06/2022","3030 N JOSEY LN STE 128",,"CARROLLTON TX 75007-5341",
"Cosmetology Private School","705335","MANNEQUIN BEAUTY SCHOOL, LLC","12/16/2022","26022 BUDDE RD STE B301",,"THE WOODLANDS TX 77380-2014",
"Cosmetology Private School","705495","OGLE SCHOOL HAIR SKIN NAILS","09/21/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013-7409",
"Cosmetology Private School","700892","LAREDO BEAUTY COLLEGE","12/31/2022","3020 N MEADOW AVE",,"LAREDO TX 78040-2226",
"Cosmetology Private School","705083","AVEDA ARTS & SCIENCES INSTITUTE DALLAS","07/14/2022","8188 PARK LANE STE C-150",,"DALLAS TX 75231-6005",
"Cosmetology Private School","705486","SLOAN BEAUTY ACADEMY","09/08/2022","16800 IMPERIAL VALLEY DR # 350",,"HOUSTON TX 77060",
"Cosmetology Private School","705153","ALLGOOD BEAUTY INSTITUTE LLC","05/23/2023","8200 STONEBROOK PKWY STE 202",,"FRISCO TX 75034-5588",
"Cosmetology Private School","705114","NUVANI INSTITUTE","06/23/2023","PO BOX 1587",,"MANCHACA TX 78652-1587",
"Cosmetology Private School","702759","I.T.S. ACADEMY OF BEAUTY","12/31/2022","1101 MELBOURNE RD STE 3094",,"HURST TX 76053-6205",
"Cosmetology Private School","705521","C.A. BARBER & COSMETOLOGY SCHOOL","02/28/2023","403 E DAVID ST",,"CONROE TX 77301-2911",
"Cosmetology Private School","705490","TOTAL BEAUTY CAREER TRAINING INSTI LLC","09/17/2022","1121 HACKBERRY CT",,"BURLESON TX 76028-7099",
"Cosmetology Private School","705173","INTERNATIONAL BEAUTY COLLEGE #3","10/11/2022","1225 BELT LINE RD STE 7",,"GARLAND TX 75040-3294",
"Cosmetology Private School","705428","BLESSED HANDS BARBER COSMETOLOGY COLLEGE","05/27/2023","11101 LEOPARD ST STE 5",,"CORPUS CHRISTI TX 78410-2625",
"Cosmetology Private School","705133","NEECEE'S BARBER COLLEGE","10/22/2022","1813 INDUSTRIAL BLVD",,"ABILENE TX 79602-7835",
"Cosmetology Private School","705099","COSMETOLOGY ACADEMY OF TEXARKANA","03/01/2023","4115 N KINGS HWY STE 110",,"TEXARKANA TX 75503-4855",
"Cosmetology Private School","705346","EXCELLENCE COSMETOLOGY SCHOOL, LLC","04/30/2023","11440 N MAYBERRY AVE",,"MISSION TX 78573-7361",
"Cosmetology Private School","705419","YOU ME BEAUTY SCHOOL","02/06/2023","3044 OLD DENTON RD STE 116",,"CARROLLTON TX 75007-5074",
"Cosmetology Private School","702732","I.T.S. ACADEMY OF BEAUTY","01/13/2023","3033 W PARKER RD STE 205",,"PLANO TX 75023-8029",
"Cosmetology Private School","702695","VOGUE COLLEGE-SAN ANTONIO","12/31/2022","1101 S CAPITAL OF TEXAS HWY",,"WEST LAKE HILLS TX 78746-6445",
"Cosmetology Private School","705492","OGLE SCHOOL HAIR SKIN NAILS","09/20/2022","2208 W PARK ROW DR STE 100",,"ARLINGTON TX 76013-7409",
"Cosmetology Private School","705472","WHITE ELM WELLNESS INSTITUTE, LLC","04/22/2023","3016 E VILLA MARIA RD",,"BRYAN TX 77803-5015",
"Cosmetology Private School","705031","B1 CAREERS","11/16/2023","12319 BARRYKNOLL LN",,"HOUSTON TX 77024-4111",
