Agency Number,Agency Name,Solicitation Number,Class Code,Item Code,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth (OLD),Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document,Estimated Worth
727,Texas A&M Transporation Institute,TTI-ITB-2436,615,01,Office Supplies,10,Lot,Misc. Office Supplies,,David Kirk,979-862-5990,dmkirk@tamu.edu,"Responses must be submitted through this site: https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=TAMU Bid response must be submitted by 2:30 PM (CST) on August 5, 2020.",https://data.texas.gov/views/uk2f-keq4/files/64550d3a-7939-4fda-971b-3851f06b4f28?filename=TTI-ITB-2436.pdf,https://data.texas.gov/views/uk2f-keq4/files/9efd3c0f-c6a7-4e77-9c7b-ea535934ca3a?filename=TTI+Purchase+Terms+Conditions.pdf,,
551,Texas Department of Agriculture,0000001472,203,75,,4,each,Portable LCD Projectors                 ,796.00,Jack Hammond,,jack.hammond@texasagriculture.gov,Estimated cost per each is $199.00,,https://data.texas.gov/views/uk2f-keq4/files/a1360897-cfcf-41b4-b17f-9ec472435aa7?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/efe05711-a3ed-4439-869b-b977d83f1baf?filename=SPOT+Bid+-+0000001472+LCD+Projectors.doc,
737,Angelo State University,IFB-737-20-AG-TABLES,425,20,Commodities,40,Each,"Multi-purpose Training Table < 19.5"" wide by not less than 6' long",,Jennifer Lennon,325-486-6844,jennifer.lennon@angelo.edu,40 to 80 tables wanted depending on pricing,,,https://data.texas.gov/views/uk2f-keq4/files/809927d3-549b-4f90-aa7e-c2a21a72b7d0?filename=IFB-737-20-AGTABLES.pdf,
727,Texas A&M Transportation Institute,TTi-ITB-2447,205,00,Computers,1,Each,Dell Latitude 9510 with Accessories,2800.00,Mary E Williams,,me-williams@tamu.edu,,,https://data.texas.gov/views/uk2f-keq4/files/1f8f1f80-040e-4df3-b506-25948995794d?filename=TEES+Purchase+Terms+Conditions+07_2017.pdf,https://data.texas.gov/views/uk2f-keq4/files/17046fd1-12cc-432e-9398-ca1daf11850e?filename=TTI-ITB-2447.pdf,
739,Texas Tech University Health Sciences Center,SL7431724,204,77,Commodities,1,Each,Brother HL-L6250DW USB,295.00,Sylvia Bradley,8067437390,sylvia.bradley@ttuhsc.edu,,https://data.texas.gov/views/uk2f-keq4/files/6e4e42de-34da-4a2a-8fba-e3a20ad9541d?filename=Brother+printer.pdf,https://data.texas.gov/views/uk2f-keq4/files/80db31d9-421a-47e6-90da-c46079a731d6?filename=2020+Spot+Bid+Terms.pdf,https://data.texas.gov/views/uk2f-keq4/files/68a3805c-be5f-4350-b17b-043123df854e?filename=SL7431724+Printer.pdf,
743,University of Texas at San Antonio,743-2020-IIFB-160 Replacement Water Heater Equipment,,,Commodity Replacement Water Heater Equipment,,,"The University of Texas at San Antonio ( ""University"") is soliciting responses from suppliers in accordance with the terms, conditions, and requirements set forth in this Invitation to Bid (""Bid"") for the goods and/or services more specifically described in the ""Items"" section of this request.  Under authority of Texas Education Code 51.9335, this University has determined that the following request should be treated as a Formal Bid. Should University accept an offer in response to this Invitation To Bid (""Bid"") and award the services herein to a selected bidder, such bidder will be required to enter into an agreement in the form of a University Purchase Order (""Agreement""), the terms of which are located at:  http://www.utsa.edu/purchasing/tc_po.cfm.  This purchase is for replacement water heater equipment for the BioSciences Building  Room 1.03.40. https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA ",9200.00,Patty Burrier,2104584062,Patty.Burrier@utsa.edu,ALL BID HAVE TO BE SUBMITTED USING OUR SUBMITTAL PORTAL https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA,,https://data.texas.gov/views/uk2f-keq4/files/e7c00844-353f-44be-947b-e63821aa583e?filename=IMPORTANT%2BSubmittal%2BAssistance.docx,,
551,Texas Department of Agriculture,0000001467,075,41,,2,ea,Bottle Jack-12 ton                            ,79.98,Jack Hammond,,jack.hammond@texasagriculture.gov,Estimated cost of each is $39.99,,https://data.texas.gov/views/uk2f-keq4/files/c1d10c51-a8b1-4365-8ec0-04db2407e9ac?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/b9166b17-49d4-4de5-8564-5fbe1cdbb7f5?filename=SPOT+Bid+-+0000001467+Bottle+Jack+12+Ton.doc,
737,Angelo State University,IFB-737-20-PUR-MONITORS,204,60,Commodities,6,Each,Dell 24 Monitor: P2419H and graphics card,,Jennifer Lennon,3254866844,jennifer.lennon@angelo.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/152a9d45-0d0c-44f4-9f69-821e02948dee?filename=IFB-737-20-PURMONITORS.pdf,
737,Angelo State University,IFB-737-20-PUR-LAPTOPS,204,54,Commodities,4,Each,Dell Latitude 5500 Business Laptop and base,,Jennifer Lennon,13254866844,jennifer.lennon@angelo.edu,Latitude 5500 XCTO Base ,,,https://data.texas.gov/views/uk2f-keq4/files/936cb11e-3b7b-47c4-8815-1955686c0771?filename=IFB-737-20-PURLAPTOP.pdf,
551,Texas Department of Agriculture,0000001465,065,85,,1,259.99,Truck toolbox 36 in. Steel Underbody ,259.99,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/1e74498d-ba62-42b8-84a6-cc90d9979ef0?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/8c2a239d-515d-4f7c-8e68-39db14495913?filename=SPOT+Bid+-+0000001465+Truck+tool+box.doc,
551,Texas Department of Agriculture,0000001471,450,94,,10,rolls,Rebar Tie Wire – 400 ft. 16.5 Gauge ,77.50,,,,Estimated cost per roll is 6.79 each,,https://data.texas.gov/views/uk2f-keq4/files/52d05197-c6a3-4b2c-9422-243f0d9a5794?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/05ccb046-cb64-4971-a29d-981012ffefbd?filename=SPOT+Bid+-+00000001471+Rebar+Tie+Wire.doc,
551,Texas Department of Agriculture,0000001459,785,05,,4,each,"Large Laminated Wall Maps, see solicitation document for details",1240.00,Jack Hammond,,jack.hammond@texasagriculture.gov,information from https://www.mapsales.com/marketmaps/city-wall-maps/texas,,https://data.texas.gov/views/uk2f-keq4/files/a8c406aa-51d9-4950-8448-86b06b28c0bc?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/baafff63-79fd-4e04-887d-80cd6b2aa6a4?filename=SPOT+Bid+-+0000001459+-+Wall+Map.doc,
551,Texas Department of Agriculture,0000001461,075,83,,2,ea,Heavy Duty 4-Way Lug Wrench        ,78.80,Jack Hammond,,Jack.Hammond@texasagriculture.gov,Estimated cost per each is $39.40,,https://data.texas.gov/views/uk2f-keq4/files/abb93f1e-b522-4e1a-b85b-1d1898233a3c?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/16ca7010-515e-4735-8ba6-b90b9a59640b?filename=SPOT+Bid+-0000001461+Lug+Wrench.doc,
551,Texas Department of Agriculture,0000001474,640,43,,10,rolls,"Seed Bag Tape - U-Haul Moving Box Paper Tape (Ideal for Moving, Packing, Storage Boxes) - 55 Yard Roll - Easily Tears by Hand",96.50,Jack Hammond,,jack.hammond@texasagriculture.gov,Estimated cost per roll is $9.65,,https://data.texas.gov/views/uk2f-keq4/files/88a67e04-6d28-4b62-9186-954aa533b7df?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/a1b84bdd-670d-480c-af5c-bc25fa7e4dd9?filename=SPOT+Bid+-+0000001474+Seed+Bag+Tape.doc,
551,Texas Department of Agriculture,0000001473,880,30,,5,each,"Logitech Professional Presenter R800, Wireless Presentation Clicker Remote with Green Laser Pointer and LCD Display",249.95,Jack Hammond,,jack.hammond@texasagriculture.gov,Exact or equivalent - estimated cost per each is $49.99,,https://data.texas.gov/views/uk2f-keq4/files/3c890dc0-2cf7-4b67-964c-25e1adcd9e8e?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/971cfdfd-2ae8-4ebd-a2f2-4bba719c239b?filename=SPOT+Bid+-+0000001473+Pen+and+Laser.doc,
551,Texas Department of Agriculture,0000001457,075,06,,20,ea,"Stark 25 ft. 2 Gauge Power Jumper Cable Starter Booster Cable, with Case      ",899.60,Jack Hammond,,jack.hammond@texasagriculture.gov,Estimated cost per each is $49.98,,https://data.texas.gov/views/uk2f-keq4/files/9c877847-391c-4486-a63d-67474fa0c7d4?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/bbc8c808-0230-4d24-9f56-4ebe835a175c?filename=SPOT+Bid+-+0000001457+Jumper+Cables.doc,
551,Texas Department of Agriculture,0000001456,257,34,,5,kits,Chemsorb Portable Decontamination Kit,624.95,Jack Hammond,,jack.hammond@texasagriculture.gov,Estimated cost per each kit is $124.99,,https://data.texas.gov/views/uk2f-keq4/files/4b30771c-5213-43ee-bde6-1c3e0c11d4d6?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/e2619b34-4527-4c30-ae1f-71724a5954cf?filename=SPOT+Bid++0000001456+WPS+Decontamination+Kits.doc,
737,Angelo State University,IFB-737-20-SE-GOLFCART,071,53,Commodities,1,Each,Club Cart Caryall 2 passenger cart with 6' flat bed,,Jennifer Lennon,13254866844,jennifer.lennon@angelo.edu,Requesting trade-in credit for 2004 model,,,https://data.texas.gov/views/uk2f-keq4/files/731eb44a-3d23-4c84-b02a-15cb881bfb16?filename=IFB-737-20-SEGOLFCART.pdf,
551,Texas Department of Agriculture,0000001455,625,13,,5,ea,Gogogo Sport Hunting Rangefinder –  1200 Yards Laser Range Finder –  Rechargeable – with USB Cable ,449.95,Jack Hammond,,jack.hammond@texasagriculture.gov,Estimated cost per each is 89.99,,https://data.texas.gov/views/uk2f-keq4/files/7521c08f-c2e6-4aa0-9a9f-ff153e6616fb?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/2a887abb-0d99-4c3c-9808-26469051ea5c?filename=SPOT+Bid+-+0000001455+Rangefinder.doc,
551,Texas Department of Agriculture,0000001455A,306,25,,3,each,Bosch GLM165-10 Blaze One  Laser Distance Measure            ,207.00,Jack Hammond,,jack.hammond@texasagriculture.gov,Estimated cost per each is $69.00,,https://data.texas.gov/views/uk2f-keq4/files/795ecc14-f561-4f76-b432-549e4013bbe4?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/c29a7e94-ba15-4f94-a4a9-ce76f1b21659?filename=SPOT+Bid+-+0000001455+Laser+Distance+Measure.doc,
739,Texas Tech University Health Sciences Center,SL27431724,204,53,Commodities,3,Each,DELL LATITUDE 5511,1167.00,Sylvia Bradley,8067437390,sylvia.bradley@ttuhsc.edu,,https://data.texas.gov/views/uk2f-keq4/files/8914c47b-5f0b-4576-b0a4-37b9b252b798?filename=Dell+Latitude+5511+Laptop+Config.pdf,https://data.texas.gov/views/uk2f-keq4/files/5e67916f-4fca-4d4e-8b9c-2c019ad8165b?filename=2020+Spot+Bid+Terms.pdf,https://data.texas.gov/views/uk2f-keq4/files/dbd8fbc8-14a2-42cf-b24f-c6be4c2c93f9?filename=SL27431724+Latitude.pdf,
753,Sam Houston State University,IFB 110,,,,,Each,Plumbing Supplies,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/1662a49b-83dc-4a3d-b037-ec761cc92446?filename=IFB+110+plumbing.pdf,
743,University of Texas at San Antonio,743-2020-IIFB-163 Mac Book Pro,,,Mac Book Pro Computer & Equipment,,,"The University of Texas at San Antonio ( ""University"") is soliciting responses from suppliers in accordance with the terms, conditions, and requirements set forth in this Invitation to Bid (""Bid"") for the goods and/or services more specifically described in the ""Items"" section of this request.  Under authority of Texas Education Code 51.9335, this University has determined that the following request should be treated as a Formal Bid. Should University accept an offer in response to this Invitation To Bid (""Bid"") and award the services herein to a selected bidder, such bidder will be required to enter into an agreement in the form of a University Purchase Order (""Agreement""), the terms of which are located at:https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA .",3694.00,Brian Bird,2104584068,Brian.Bird@utsa.edu,ALL BID HAVE TO BE SUBMITTED USING OUR SUBMITTAL PORTAL https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA,,https://data.texas.gov/views/uk2f-keq4/files/73250fd2-fb20-497d-95aa-14328420e6b5?filename=IMPORTANT%2BSubmittal%2BAssistance.docx,,
551,Texas Department of Agriculture,0000001453,905,05,,1,ea,Epson Moverio BT-300 Drone  FPV Edition Glasses ,699.00,Jack Hammond,,jack.hammond@texasagriculture.gov,,,https://data.texas.gov/views/uk2f-keq4/files/14a7ea75-8d70-4077-a1ae-bebfaee2c8ea?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/1639d4f2-444c-4fa0-9d95-c3e2627b0aa4?filename=SPOT+Bid+-+0000001453+Drone+Glases.doc,
743,University of Texas at San Antonio,743-2020-IIFB-164 iMac & iPad Air,,,iMac & iPad Air Computer,,,"The University of Texas at San Antonio ( ""University"") is soliciting responses from suppliers in accordance with the terms, conditions, and requirements set forth in this Invitation to Bid (""Bid"") for the goods and/or services more specifically described in the ""Items"" section of this request.  Under authority of Texas Education Code 51.9335, this University has determined that the following request should be treated as a Formal Bid. Should University accept an offer in response to this Invitation To Bid (""Bid"") and award the services herein to a selected bidder, such bidder will be required to enter into an agreement in the form of a University Purchase Order (""Agreement""), the terms of which are located at:https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA",2750.00,Brian Bird,2104584068,brian.Bird@utsa.edu,ALL BID HAVE TO BE SUBMITTED USING OUR SUBMITTAL PORTAL https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA,,https://data.texas.gov/views/uk2f-keq4/files/60294a30-23cc-4491-8fa8-d1a0e37d31e9?filename=IMPORTANT%2BSubmittal%2BAssistance.docx,,
739,Texas Tech University Health Sciences Center,SL37431724,204,00,Commodities,3,Each,DELL THUNDERBOLT DOCK,200.00,Sylvia Bradley,8067437390,sylvia.bradley@ttuhsc.edu,,,https://data.texas.gov/views/uk2f-keq4/files/b726995b-3c08-4f12-81fd-57f398c94795?filename=2020+Spot+Bid+Terms.pdf,https://data.texas.gov/views/uk2f-keq4/files/3614787b-2dcf-42dd-bcfe-0623b2d1c272?filename=SL37431724+Dock.pdf,
551,Texas Department of Agriculture,0000001470,620,80,,,,"GO TEXAN Silicone Cell Phone Pockets attach to the back of cell phones with adhesive to keep credit cards, identification cards and business cards ",,Jack Hammond,,jack.hammond@texasagriculture.gov,Solicitation document has various quantity options,,https://data.texas.gov/views/uk2f-keq4/files/ee86a643-3cf6-447d-a0bf-c9d6bd490adc?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/1fa42d9e-5443-4ff9-800f-a544beaa7e5b?filename=0000001470+-TBD+GT+cell+phone+pockets.docx,
788,Lamar State College Port Arthur,788-20-STICKY NOTES,615,62,Commodities,1000,Each,Bic Sticky Note,390.00,Maria Garcia,4099846117,garciamd@lamarpa.edu,Please see attached. ,,,https://data.texas.gov/views/uk2f-keq4/files/160823b9-28e4-40e3-82a1-2886f3d16d13?filename=788-20-STICKY+NOTES.pdf,
755,Stephen F. Austin State University,Gloves-20,475,,,200,CS,Nitrile and Latex gloves,,,,johnsondk6@sfasu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/1d85c920-1930-480f-b217-741b1083ee06?filename=Gloves-20.pdf,
760,Texas A&M University - Corpus Christi,760-003-2020,204,54,,1,EA,"Dell Latitude 5500, Core i7 8665U, 8GB RAM, 256GB SSD, 15.6 in Screen, 3-year Warranty",1300.00,Ruben Gonzalez,361-825-5822,ruben.gonzalez@tamucc.edu,Specs on Bid Document,,https://data.texas.gov/views/uk2f-keq4/files/e38d553f-7598-4e02-a17d-e3a96d190f26?filename=TEXAS+A%26M+UNIVERSITY+%E2%80%93+CORPUS+CHRISTI+TERMS+AND+CONDITIONS.pdf,https://data.texas.gov/views/uk2f-keq4/files/9dd9cd46-c03b-45ec-8e89-79f5fe19d505?filename=760-003-2020+Dell+Laptop.pdf,
743,University of Texas at San Antonio,743-2020-IIFB-157 Water Heaters - University Housing Operations,,,Water Heaters - University Housing Operations,5,,"The University of Texas at San Antonio ( ""University"") is soliciting responses from suppliers in accordance with the terms, conditions, and requirements set forth in this Invitation to Bid (""Bid"") for the goods and/or services more specifically described in the ""Items"" section of this request.  Under authority of Texas Education Code 51.9335, this University has determined that the following request should be treated as a Formal Bid. Should University accept an offer in response to this Invitation To Bid (""Bid"") and award the services herein to a selected bidder, such bidder will be required to enter into an agreement in the form of a University Purchase Order (""Agreement""), the terms of which are located at:https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA  ",28820.00,Brian Bird,2104584068,brian.bird@utsa.edu,ALL BID HAVE TO BE SUBMITTED USING OUR SUBMITTAL PORTAL https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA,,https://data.texas.gov/views/uk2f-keq4/files/c11c078a-cfb0-4162-b65d-0d6a750381e7?filename=IMPORTANT%2BSubmittal%2BAssistance.docx,,
753,Sam Houston State University,IFB101,,,,,Each,Building Access Supplies ,,Sadak,936-294-1955,sadakath@shsu.ed,,,,https://data.texas.gov/views/uk2f-keq4/files/26a7db6b-3373-4232-8f03-7819ff5c5df3?filename=IFB+101-Access.pdf,
753,Sam Houston State University,IFB102,,,,,Each,Motor Oil,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/4ad1e59b-5643-48eb-a917-db84310af682?filename=IFB+102+Auto.pdf,
753,Sam Houston State University,IFB 103,,,,,Each,Ceiling Tiles,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/8a5d9f1a-deab-4407-8e90-2d1631ce217d?filename=IFB+103+Tile.pdf,
753,Sam Houston State University,IFB 104,,,,,Each,Medical Gloves,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/d6b2b731-c365-437a-94ba-c02a084daeef?filename=IFB+104+Med+Gloves.pdf,
753,Sam Houston State University,IFB 105,,,,,Each,Trash Liners,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/6f6c3178-ac59-4417-9e2f-e212cdfd5482?filename=IFB+105+Liners.pdf,
753,Sam Houston State University,IFB 106,,,,,Each,Custodial Paper Products,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/fe8a05f7-73cb-4f78-bcac-923e6c646a0a?filename=IFB+106+Paper.pdf,
551,Texas Department of Agriculture,0000001478,620,80,,,,"GO TEXAN Round Stress Balls.   Size: 2.75” diameter, minimum size. Color: Royal Blue (PMS 072) Imprint: Minimum 1.75” diameter. Side 1 (one color) White GO TEXAN mark and Side 2 (two color) Yellow and White text.  Round Stress Balls must be printed in the United States and should not be labeled with a country of origin. ",,Jack Hammond,,Jack.hammond@texasagriculture.gov,See solicitation document for details,,https://data.texas.gov/views/uk2f-keq4/files/0faa8940-4e84-4dac-9141-792d791e7aea?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/2db47216-f564-406b-8204-3ff0fd5b240f?filename=0000001478+-+2020+QR+for+GT+round+stress+balls.docx,
753,Sam Houston State University,IFB 107,,,,,Each,Custodial Cleaners & Supplies,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/b0b7e7bf-dc5a-4dec-9732-c642e8a8485a?filename=IFB+107+Cust.+Cleaner+%26+Supplies.pdf,
551,Texas Department of Agriculture,0000001479,620,80,,,,GO TEXAN Color Changing Stadium Cups.  Size: 16 oz. Material: Polypropylene #5 Color: Blue is the color change. Print Method: Screen Printed Imprint Area: 3.5” x 2.75” Wraparound printing is available on this product. The size of the wrap printing area is 2.75” H x 8.875” W. Imprint Colors: Metallic Silver and Yellow  Color Changing Stadium Cups must be printed in the United States and should not be labeled with a country of origin. ,,Jack Hammond,,Jack.Hammond@texasagriculture.gov,See solicitation document for details,,https://data.texas.gov/views/uk2f-keq4/files/92d63cd8-9469-4d03-b28d-690c6c2b04c4?filename=TDA_Terms_and_Conditions__as_of__9.1.2019.pdf,https://data.texas.gov/views/uk2f-keq4/files/f6f1b7b6-e841-41ba-9d2e-085632f93df8?filename=0000001479+-+2020+QR+for+GT+color+changing+stadium+cups.docx,
601,Texas Department of Transportation,601310000066131,615,62,,112,EACH,OFFICE SUPPLIES,597.69,MICHELE Starr,2548672859,Michele.Starr@txdot.gov,,,,https://data.texas.gov/views/uk2f-keq4/files/55642837-9d6c-44f5-9917-e03fdaaeee08?filename=RFQ%23+60131000066131.PDF,
477,Commission on State Emergency Communications,47700SPOT1,037,52,Promotional Items,5500,Lot,Cozy Clip 0.5 oz Hand Sanitizers with Logo Sleeve,5000.00,Melinda Crockom,5123056928,melindac@csec.texas.gov,,,,https://data.texas.gov/views/uk2f-keq4/files/5f83d03c-f858-4520-a622-b2a7cd1c5019?filename=SPOT_Bid_Fair_FY20+-+CSEC+47700Spot1.doc,
753,Sam Houston State University,IFB 108,,,,,Each,Lighting Supplies,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/a0aa8334-7280-473a-840e-8211a141d938?filename=IFB+108+lighting.pdf,
753,Sam Houston State University,IFB 109,,,,,Each,Air Filters,,Sadak,936-294-1955,sadakath@shsu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/8639dabe-8b1a-463f-8043-cc2b5d827351?filename=IFB+109+Filters.pdf,
755,Stephen F. Austin State University,TVs-20,840,,,22,EA,"60"" Flat Screen televisions with wall mount bracket",,,,johnsondk6@sfasu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/6d7da56d-3a3a-4c20-9ce0-dcbcd9e89f13?filename=TVs-20.pdf,
755,Stephen F. Austin State University,Fireworks-20,962-36,,,5,,Fireworks for 5 home games,,,,johnsondk6@sfasu.edu,,,,https://data.texas.gov/views/uk2f-keq4/files/029b79a5-6c24-49f9-bd60-c4f4258c1e8f?filename=Fireworks-20.pdf,
760,Texas A&M University - Corpus Christi,760-002-2020,560,75,Equipment,1,EA,"Forklift, Toyota Model 8FGU20",30000.00,Ruben Gonzalez,361-825-5822,ruben.gonzalez@tamucc.edu,Specs on Bid Document,,https://data.texas.gov/views/uk2f-keq4/files/4e287b80-3b78-470d-b643-d24147c3a96c?filename=TEXAS+A%26M+UNIVERSITY+%E2%80%93+CORPUS+CHRISTI+TERMS+AND+CONDITIONS.pdf,https://data.texas.gov/views/uk2f-keq4/files/ea5d1a02-bfac-469b-b6d6-92df97c8e918?filename=760-002-2020+Forklift.pdf,
760,Texas A&M University - Corpus Christi,760-005-2020,490,00,Commodity,,,COVID-19 Medical Supplies,8600.00,Ruben Gonzalez,361-825-5822,ruben.gonzalez@tamucc.edu,Specs on Bid Document,,https://data.texas.gov/views/uk2f-keq4/files/95bdacf5-bb31-43aa-9590-18e7615b3d19?filename=TEXAS+A%26M+UNIVERSITY+%E2%80%93+CORPUS+CHRISTI+TERMS+AND+CONDITIONS.pdf,https://data.texas.gov/views/uk2f-keq4/files/f9b850fa-7c30-4974-af88-1fe0b57494c7?filename=760-005-2020+Medical+Lab+Supplies.pdf,
760,Texas A&M University - Corpus Christi,760-004-2020,615,82,Commodity,,EA,"Printed Business Checks, Security Laser Multi-Purpose Top Printed voucher/bottom Check Blank with Red Control number on the back with true watermark.Blue/Green security Watermarks",1200.00,Ruben Gonzalez,361-825-5822,ruben.gonzalez@tamucc.edu,Specs on Bid Document,https://data.texas.gov/views/uk2f-keq4/files/f618bfac-2923-471c-b7ee-8b3808460c15?filename=Blank+Check+back+and+front.pdf,https://data.texas.gov/views/uk2f-keq4/files/f5654233-dc75-4c21-9096-c6d2a744af43?filename=TEXAS+A%26M+UNIVERSITY+%E2%80%93+CORPUS+CHRISTI+TERMS+AND+CONDITIONS.pdf,https://data.texas.gov/views/uk2f-keq4/files/a9cb3cc6-3937-4f1a-bedd-66a4342b0d2e?filename=760-004-2020+Business+Checks.pdf,
743,University of Texas at San Antonio,"743-2020-IIFB-167 2"" Three Ring Binders",,,"2"" Three Ring Binders",100,,"The University of Texas at San Antonio ( ""University"") is soliciting responses from suppliers in accordance with the terms, conditions, and requirements set forth in this Invitation to Bid (""Bid"") for 100EA of 2"" Three Ring Binders more specifically described in the ""Items"" section of this request.  Under authority of Texas Education Code 51.9335, this University has determined that the following request should be treated as a Formal Bid. Should University accept an offer in response to this Invitation To Bid (""Bid"") and award the services herein to a selected bidder, such bidder will be required to enter into an agreement in the form of a University Purchase Order (""Agreement""), the terms of which are located at: https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA  ",4680.55,Robin Davis,2104585077,robin.davis@utsa.edu,ALL BID HAVE TO BE SUBMITTED USING OUR SUBMITTAL PORTAL https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA,,https://data.texas.gov/views/uk2f-keq4/files/ad28d6cc-a848-4388-91a1-bebef346a1cc?filename=IMPORTANT%2BSubmittal%2BAssistance.docx,,
743,University of Texas at San Antonio,743-2020-IIFB-168 Cart Sanitizing Supplies,,,Cart Sanitizing Supplies,,,"The University of Texas at San Antonio ( ""University"") is soliciting responses from suppliers in accordance with the terms, conditions, and requirements set forth in this Invitation to Bid (""Bid"") for the Cartwipes Combo Kit and Refills more specifically described in the ""Items"" section of this request.  Under authority of Texas Education Code 51.9335, this University has determined that the following request should be treated as a Formal Bid. Should University accept an offer in response to this Invitation To Bid (""Bid"") and award the services herein to a selected bidder, such bidder will be required to enter into an agreement in the form of a University Purchase Order (""Agreement""), the terms of which are located at: https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA  ",14965.72,Robin Davis,2104585077,robin.davis@utsa.edu,ALL BID HAVE TO BE SUBMITTED USING OUR SUBMITTAL PORTAL https://bids.sciquest.com/apps/Router/PublicEvent?CustomerOrg=UTSA,,https://data.texas.gov/views/uk2f-keq4/files/5593486e-d27e-457d-905b-50afb36b6b5a?filename=IMPORTANT%2BSubmittal%2BAssistance.docx,,
529,Texas Health and Human Services,126196,928,38,,1,Hour,Service on motor pool vehicles,,Shawn Lyncook,512-406-2685,shawn.lyncook@hhsc.state.tx.us,Email response to onlinebids@hhsc.state.tx.us,,,https://data.texas.gov/views/uk2f-keq4/files/e5ba535e-89f4-427d-984d-1b021913a953?filename=126196_solicitation.pdf,
754,Texas State University,754-SPOTBID-2020-TRANS,966,,Commodities,,,Annual parking permit stickers,,Destiny Llamas,5122456243,hub@txstate.edu,,https://data.texas.gov/views/uk2f-keq4/files/79358383-2612-4b25-9ba1-274e410906fa?filename=FY+2020+Permit+Specifications.pdf,https://data.texas.gov/views/uk2f-keq4/files/ca6a18f9-9db1-4197-b446-a874c06ad79e?filename=Updated+Purchase+Order+Terms+Conditions%283%29.pdf,https://data.texas.gov/views/uk2f-keq4/files/09c6657a-3401-4613-a8be-6527ffc0fd10?filename=Parking+Permit+Stickers+FY20.doc,
