"ticket_id","ticket_method_received","ticket_created_date_time","ticket_status","ticket_closed_date_time","issue_type","issue_sub_category","request_activity","request_outcome","street_address","city","zip","neighborhood_district","latitude","longitude","new_geocoded_address"
"22-00103403","Citizen Mobile App","2022-08-24T18:01:25.000","Open","2022-08-25T09:15:11.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"5715 RUMMEL RD","LITTLE ROCK","72223","WARD 4","34.80793361","-92.44439333","POINT (-92.44439333 34.80793361)"
"22-00103401","Phone","2022-08-24T17:44:17.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"9 LARIAT CT","LITTLE ROCK","72211","WARD 6","34.74073126","-92.41280933","POINT (-92.41280933 34.74073126)"
"22-00103400","Phone","2022-08-24T17:40:43.000","Open","2022-08-24T17:40:43.000","Trash Complaints","Garbage Cart Issues",,,"101 FOUNTAIN AVE","LITTLE ROCK","72205","WARD 3","34.75056426","-92.30189622","POINT (-92.30189622 34.75056426)"
"22-00103399","Citizen Mobile App","2022-08-24T17:40:15.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"3620 LONGCOY ST","LITTLE ROCK","72204","WARD 6","34.72019003","-92.37215834","POINT (-92.37215834 34.72019003)"
"22-00103398","Phone","2022-08-24T17:38:57.000","Open","2022-08-25T09:15:11.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"22 COBBLE HILL RD","LITTLE ROCK","72211","WARD 4","34.76483136","-92.39942774","POINT (-92.39942774 34.76483136)"
"22-00103396","Phone","2022-08-24T17:35:12.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"3309 LEHIGH DR","LITTLE ROCK","72204","WARD 6","34.72331868","-92.37810649","POINT (-92.37810649 34.72331868)"
"22-00103394","Phone","2022-08-24T17:32:08.000","Open","2022-08-24T17:32:08.000","Code Violations","Illegal Dumping",,,"2012 E 4TH ST","LITTLE ROCK","72202","WARD 1","34.74403977","-92.24717824","POINT (-92.24717824 34.74403977)"
"22-00103393","Citizen Mobile App","2022-08-24T17:31:11.000","Open","2022-08-24T17:31:11.000","Code Violations","High Grass & Weeds",,,"13706 SAINT MICHAEL DR","LITTLE ROCK","72211","WARD 5","34.75988308","-92.42808311","POINT (-92.42808311 34.75988308)"
"22-00103391","CSR Mobile Apps","2022-08-24T17:25:08.000","Open","2022-08-24T17:25:08.000","Code Violations","Abandoned/Inoperable Vehicle","Issue Violation Notice","Completed","15 DEVEREAUX DR","LITTLE ROCK","72206","WARD 1","34.72321473","-92.18823055","POINT (-92.18823055 34.72321473)"
"22-00103389","Phone","2022-08-24T17:21:04.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"4524 LUDWIG ST","LITTLE ROCK","72204","WARD 6","34.71192372","-92.37486487","POINT (-92.37486487 34.71192372)"
"22-00103388","CSR Mobile Apps","2022-08-24T17:19:05.000","Open","2022-08-24T17:19:05.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","15 DEVEREAUX DR","LITTLE ROCK","72206","WARD 1","34.72321473","-92.18823055","POINT (-92.18823055 34.72321473)"
"22-00103385","Phone","2022-08-24T17:13:14.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"84 KINGSPARK RD","LITTLE ROCK","72227","WARD 4","34.77753076","-92.3876731","POINT (-92.3876731 34.77753076)"
"22-00103384","Phone","2022-08-24T17:08:52.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"4820 KAVANAUGH BLVD","LITTLE ROCK","72207","WARD 3","34.76774563","-92.32941428","POINT (-92.32941428 34.76774563)"
"22-00103383","Citizen Mobile App","2022-08-24T17:07:07.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"8409 W 36TH ST","LITTLE ROCK","72204","WARD 6","34.72044799","-92.36909358","POINT (-92.36909358 34.72044799)"
"22-00103382","Citizen Mobile App","2022-08-24T17:07:05.000","Closed","2022-08-24T17:13:50.000","Code Violations","Housing Code Violations","Inspect Site","No Violation Exists - Close SR","605 E 6TH ST","LITTLE ROCK","72202","WARD 1","34.74204689","-92.26501524","POINT (-92.26501524 34.74204689)"
"22-00103380","CSR Mobile Apps","2022-08-24T17:07:00.000","Open","2022-08-24T17:07:00.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","29 PLANTATION DR","LITTLE ROCK","72206","WARD 1","34.7211903","-92.18480521","POINT (-92.18480521 34.7211903)"
"22-00103379","CSR Mobile Apps","2022-08-24T17:03:59.000","Open","2022-08-24T17:03:59.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","29 PLANTATION DR","LITTLE ROCK","72206","WARD 1","34.7211903","-92.18480521","POINT (-92.18480521 34.7211903)"
"22-00103378","Phone","2022-08-24T17:00:29.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"10116 CHARTERHOUSE RD","LITTLE ROCK","72227","WARD 4","34.77294467","-92.38622988","POINT (-92.38622988 34.77294467)"
"22-00103377","Phone","2022-08-24T16:59:25.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"7423 M ST","LITTLE ROCK","72207","WARD 3","34.76436119","-92.35721822","POINT (-92.35721822 34.76436119)"
"22-00103375","Phone","2022-08-24T16:58:09.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"4400 LUDWIG ST","LITTLE ROCK","72204","WARD 6","34.71339911","-92.37469408","POINT (-92.37469408 34.71339911)"
"22-00103374","CSR Mobile Apps","2022-08-24T16:54:54.000","Open","2022-08-24T16:54:54.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","6604 PECAN AVE","LITTLE ROCK","72206","WARD 1","34.71886153","-92.19551244","POINT (-92.19551244 34.71886153)"
"22-00103373","Web Intake","2022-08-24T16:52:26.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"8212 W 23RD ST","LITTLE ROCK","72204","WARD 6","34.73248918","-92.36546919","POINT (-92.36546919 34.73248918)"
"22-00103370","Phone","2022-08-24T16:49:26.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"60 KINGSPARK RD","LITTLE ROCK","72227","WARD 4","34.77463113","-92.38874141","POINT (-92.38874141 34.77463113)"
"22-00103369","Citizen Mobile App","2022-08-24T16:48:52.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"1417 KAVANAUGH BLVD","LITTLE ROCK","72205","WARD 3","34.75467928","-92.30830077","POINT (-92.30830077 34.75467928)"
"22-00103368","Phone","2022-08-24T16:44:54.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"8 SKYWAY DR","LITTLE ROCK","72207","WARD 3","34.76097866","-92.35766194","POINT (-92.35766194 34.76097866)"
"22-00103367","Phone","2022-08-24T16:40:21.000","Open","2022-08-24T16:40:21.000","Code Violations","High Grass & Weeds",,,"9214 W 6TH ST","LITTLE ROCK","72205","WARD 6","34.74819576","-92.37674046","POINT (-92.37674046 34.74819576)"
"22-00103365","Phone","2022-08-24T16:39:38.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"2917 S SCOTT ST","LITTLE ROCK","72206","WARD 1","34.71969152","-92.27228808","POINT (-92.27228808 34.71969152)"
"22-00103364","Citizen Mobile App","2022-08-24T16:36:46.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"9420 N RODNEY PARHAM RD","LITTLE ROCK","72227","WARD 4","34.75979515","-92.37911787","POINT (-92.37911787 34.75979515)"
"22-00103363","Citizen Mobile App","2022-08-24T16:33:45.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"4600 LUDWIG ST","LITTLE ROCK","72204","WARD 6","34.71162235","-92.37489384","POINT (-92.37489384 34.71162235)"
"22-00103362","Phone","2022-08-24T16:30:17.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"901 SHAMROCK DR","LITTLE ROCK","72207","WARD 3","34.76023684","-92.35606986","POINT (-92.35606986 34.76023684)"
"22-00103360","Phone","2022-08-24T16:29:10.000","Open","2022-08-25T09:15:11.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"4 WESTMONT CIR","LITTLE ROCK","72209","WARD 7","34.69707025","-92.35163757","POINT (-92.35163757 34.69707025)"
"22-00103359","Phone","2022-08-24T16:26:36.000","Open","2022-08-25T09:16:34.000","Trash Complaints","Missed Garbage Pick-Up",,,"7408 MISSOURI AVE","LITTLE ROCK","72207","WARD 3","34.76654398","-92.35649183","POINT (-92.35649183 34.76654398)"
"22-00103358","Citizen Mobile App","2022-08-24T16:21:39.000","Closed","2022-08-24T16:45:57.000","Code Violations","Trash / Rubbish / Debris on Premise","Inspect Site","Previous Notice Issued - Close SR","421 GAMBLE RD","LITTLE ROCK","72211","WARD 6","34.75009682","-92.41791692","POINT (-92.41791692 34.75009682)"
"22-00103357","Phone","2022-08-24T16:21:24.000","Open","2022-08-24T16:21:45.000","Trash Complaints","Missed Garbage Pick-Up",,,"14 BEVERLY PL","LITTLE ROCK","72207","WARD 3","34.77421334","-92.32919494","POINT (-92.32919494 34.77421334)"
"22-00103354","Phone","2022-08-24T16:20:18.000","Open","2022-08-25T14:13:59.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"131 N WOODROW ST","LITTLE ROCK","72205","WARD 3","34.75221011","-92.30563595","POINT (-92.30563595 34.75221011)"
"22-00103353","Phone","2022-08-24T16:18:18.000","Open","2022-08-24T16:18:55.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"81 BROADMOOR DR","LITTLE ROCK","72204","WARD 6","34.73274308","-92.34794299","POINT (-92.34794299 34.73274308)"
"22-00103352","Phone","2022-08-24T16:17:04.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2300 S BOWMAN RD","LITTLE ROCK","72211","WARD 6","34.73351988","-92.40807813","POINT (-92.40807813 34.73351988)"
"22-00103350","Phone","2022-08-24T16:10:48.000","Open","2022-08-24T16:10:48.000","Public Works","Hazard / Object in Street or Alley",,,"9301 FRAZIER PIKE","LITTLE ROCK","72206","WARD 1","34.69872902","-92.17736293","POINT (-92.17736293 34.69872902)"
"22-00103349","Phone","2022-08-24T16:10:18.000","Open","2022-08-24T16:18:07.000","Trash Complaints","Knuckleboom Pick-Up",,,"1003 N SHACKLEFORD RD","LITTLE ROCK","72211","WARD 4","34.76240338","-92.39824726","POINT (-92.39824726 34.76240338)"
"22-00103348","Phone","2022-08-24T16:09:27.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3217 ROMINE RD","LITTLE ROCK","72204","WARD 6","34.72395595","-92.38156019","POINT (-92.38156019 34.72395595)"
"22-00103347","Phone","2022-08-24T16:08:16.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3413 WYNNE ST","LITTLE ROCK","72204","WARD 6","34.72157768","-92.36187468","POINT (-92.36187468 34.72157768)"
"22-00103346","Phone","2022-08-24T16:05:31.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7304 M ST","LITTLE ROCK","72207","WARD 3","34.76465529","-92.35548891","POINT (-92.35548891 34.76465529)"
"22-00103345","Phone","2022-08-24T16:05:16.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"10 CHALMETTE CT","LITTLE ROCK","72211","WARD 5","34.76584609","-92.43187959","POINT (-92.43187959 34.76584609)"
"22-00103344","Phone","2022-08-24T16:04:27.000","Open","2022-08-24T16:04:27.000","Trash Complaints","Missed Garbage Pick-Up",,,"5 CYPRESS CV","LITTLE ROCK","72223","WARD 5","34.81398195","-92.46056291","POINT (-92.46056291 34.81398195)"
"22-00103343","Phone","2022-08-24T16:03:50.000","Open","2022-08-24T16:03:50.000","Trash Complaints","Garbage Cart Issues",,,"4 PETRESS CT","LITTLE ROCK","72211","WARD 5","34.76112547","-92.43315453","POINT (-92.43315453 34.76112547)"
"22-00103342","Phone","2022-08-24T16:03:36.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"1315 N MISSISSIPPI ST","LITTLE ROCK","72207","WARD 3","34.76434256","-92.35814659","POINT (-92.35814659 34.76434256)"
"22-00103340","Phone","2022-08-24T16:02:28.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"10 CHALAMONT CT","LITTLE ROCK","72223","WARD 5","34.80944191","-92.51397354","POINT (-92.51397354 34.80944191)"
"22-00103339","Phone","2022-08-24T16:02:02.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"5223 STONEWALL RD","LITTLE ROCK","72207","WARD 3","34.77078043","-92.3320515","POINT (-92.3320515 34.77078043)"
"22-00103338","Phone","2022-08-24T15:59:07.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7707 LEAWOOD BLVD","LITTLE ROCK","72205","WARD 4","34.75774864","-92.3602373","POINT (-92.3602373 34.75774864)"
"22-00103335","Phone","2022-08-24T15:56:53.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3221 HOLT ST","LITTLE ROCK","72204","WARD 6","34.72367937","-92.37705124","POINT (-92.37705124 34.72367937)"
"22-00103334","Citizen Mobile App","2022-08-24T15:54:27.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"12408 BRODIE CREEK TRL","LITTLE ROCK","72211","WARD 7","34.72986244","-92.41521932","POINT (-92.41521932 34.72986244)"
"22-00103331","Citizen Mobile App","2022-08-24T15:51:26.000","Open","2022-08-24T15:51:26.000","Animal Services","Barking  Dog",,,"3823 ELAM ST","LITTLE ROCK","72204","WARD 6","34.71822437","-92.37618369","POINT (-92.37618369 34.71822437)"
"22-00103327","CSR Mobile Apps","2022-08-24T15:48:24.000","Open","2022-08-24T15:48:24.000","Public Works","Ditch Maintenance",,,"825 BOND AVE","LITTLE ROCK","72202","WARD 1","34.73990987","-92.25047088","POINT (-92.25047088 34.73990987)"
"22-00103324","Phone","2022-08-24T15:45:40.000","Open","2022-08-24T16:17:57.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"9606 SOUTHBORO DR","LITTLE ROCK","72209","WARD 2","34.66322902","-92.3415613","POINT (-92.3415613 34.66322902)"
"22-00103321","Phone","2022-08-24T15:41:08.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7423 MISSOURI AVE","LITTLE ROCK","72207","WARD 3","34.76617843","-92.35701063","POINT (-92.35701063 34.76617843)"
"22-00103320","Citizen Mobile App","2022-08-24T15:39:20.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"504 TRUMPLER ST","LITTLE ROCK","72211","WARD 6","34.74964702","-92.41730172","POINT (-92.41730172 34.74964702)"
"22-00103311","Phone","2022-08-24T15:26:41.000","Open","2022-08-24T15:26:41.000","Animal Services","Stray Animal - Running at Large",,,"13215 INTERSTATE 30","LITTLE ROCK","72209","WARD 7","34.64199165","-92.43864459","POINT (-92.43864459 34.64199165)"
"22-00103310","Phone","2022-08-24T15:25:50.000","Open","2022-08-24T15:25:50.000","Animal Services","Stray Animal - Running at Large",,,"2605 LEWIS ST","LITTLE ROCK","72204","WARD 1","34.72757103","-92.32048992","POINT (-92.32048992 34.72757103)"
"22-00103309","Phone","2022-08-24T15:25:38.000","Closed","2022-08-24T16:45:30.000","Trash Complaints","Missed Garbage Pick-Up",,,"51 KINGSPARK RD","LITTLE ROCK","72227","WARD 4","34.77382017","-92.3882832","POINT (-92.3882832 34.77382017)"
"22-00103308","Phone","2022-08-24T15:25:18.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"1201 FLORIDA AVE","LITTLE ROCK","72207","WARD 3","34.76291094","-92.35379858","POINT (-92.35379858 34.76291094)"
"22-00103307","Phone","2022-08-24T15:24:30.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"1205 N MISSISSIPPI ST","LITTLE ROCK","72207","WARD 3","34.7640461","-92.35813238","POINT (-92.35813238 34.7640461)"
"22-00103306","Phone","2022-08-24T15:24:16.000","Closed","2022-08-25T16:08:42.000","Animal Services","Stray Animal - Running at Large",,,"5403 W 57TH ST","LITTLE ROCK","72209","WARD 2","34.69739215","-92.33655451","POINT (-92.33655451 34.69739215)"
"22-00103305","Citizen Mobile App","2022-08-24T15:24:13.000","Closed","2022-08-24T15:56:09.000","Code Violations","Abandoned/Inoperable Vehicle","Inspect Site","Vehicle On Street - Notify LRPD - Close SR_2","27 WESTMONT CIR","LITTLE ROCK","72209","WARD 7","34.69740048","-92.35387283","POINT (-92.35387283 34.69740048)"
"22-00103302","Phone","2022-08-24T15:23:03.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3208 FOXCROFT RD","LITTLE ROCK","72227","WARD 3","34.78125443","-92.36335594","POINT (-92.36335594 34.78125443)"
"22-00103300","Phone","2022-08-24T15:21:44.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"4718 KAVANAUGH BLVD","LITTLE ROCK","72207","WARD 3","34.76708429","-92.32933009","POINT (-92.32933009 34.76708429)"
"22-00103298","Phone","2022-08-24T15:19:05.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3016 MALLOY ST","LITTLE ROCK","72204","WARD 6","34.72567433","-92.37523151","POINT (-92.37523151 34.72567433)"
"22-00103297","Phone","2022-08-24T15:18:23.000","Closed","2022-08-24T16:51:45.000","Animal Services","Aggressive Animal",,,"7221 FOURCHE DAM PIKE","LITTLE ROCK","72206","WARD 1","34.72133831","-92.19105649","POINT (-92.19105649 34.72133831)"
"22-00103295","Citizen Mobile App","2022-08-24T15:18:12.000","Open","2022-08-24T15:18:12.000","Public Works","Hazard / Object in Street or Alley",,,"36 WINDSOR DR","LITTLE ROCK","72209","WARD 7","34.69153334","-92.35513998","POINT (-92.35513998 34.69153334)"
"22-00103294","Citizen Mobile App","2022-08-24T15:18:10.000","Open","2022-08-24T16:17:57.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"2714 BARBER ST","LITTLE ROCK","72206","WARD 1","34.72210043","-92.26155781","POINT (-92.26155781 34.72210043)"
"22-00103287","Phone","2022-08-24T15:10:06.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7522 M ST","LITTLE ROCK","72207","WARD 3","34.76474532","-92.35803184","POINT (-92.35803184 34.76474532)"
"22-00103284","Generated by Officer","2022-08-24T15:07:51.000","Open","2022-08-24T15:07:51.000","Public Works","Ditch Maintenance",,,"3318 MARY ST","LITTLE ROCK","72204","WARD 1","34.71935609","-92.33000024","POINT (-92.33000024 34.71935609)"
"22-00103283","Generated by Officer","2022-08-24T15:06:51.000","Open","2022-08-24T15:06:51.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","2403 S STATE ST","LITTLE ROCK","72206","WARD 1","34.72555156","-92.282168","POINT (-92.282168 34.72555156)"
"22-00103278","Phone","2022-08-24T15:00:50.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"820 BRYAN ST","LITTLE ROCK","72205","WARD 3","34.75971877","-92.35337145","POINT (-92.35337145 34.75971877)"
"22-00103277","Phone","2022-08-24T15:00:09.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3523 WYNNE ST","LITTLE ROCK","72204","WARD 6","34.72052706","-92.36190868","POINT (-92.36190868 34.72052706)"
"22-00103276","Citizen Mobile App","2022-08-24T15:00:02.000","Open","2022-08-24T16:17:57.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"413 VALMAR ST","LITTLE ROCK","72205","WARD 3","34.74803096","-92.31182192","POINT (-92.31182192 34.74803096)"
"22-00103275","Phone","2022-08-24T14:58:32.000","Open","2022-08-24T16:17:57.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"36 NOB VIEW CIR","LITTLE ROCK","72205","WARD 4","34.75735795","-92.36661552","POINT (-92.36661552 34.75735795)"
"22-00103274","Phone","2022-08-24T14:58:28.000","Open","2022-08-24T16:18:07.000","Trash Complaints","Knuckleboom Pick-Up",,,"5 PAINTED TURTLE CV","LITTLE ROCK","72211","WARD 5","34.76429348","-92.40824891","POINT (-92.40824891 34.76429348)"
"22-00103273","Phone","2022-08-24T14:57:44.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"1504 CALGARY CV","LITTLE ROCK","72211","WARD 6","34.73962414","-92.41936412","POINT (-92.41936412 34.73962414)"
"22-00103271","Phone","2022-08-24T14:57:36.000","Open","2022-08-24T16:18:07.000","Trash Complaints","Knuckleboom Pick-Up",,,"3 PAINTED TURTLE CV","LITTLE ROCK","72211","WARD 5","34.76450217","-92.40828158","POINT (-92.40828158 34.76450217)"
"22-00103270","CSR Mobile Apps","2022-08-24T14:57:00.000","Open","2022-08-24T14:57:00.000","Public Works","Ditch Maintenance",,,"7900 BURNELLE DR","LITTLE ROCK","72209","WARD 7","34.66125236","-92.36636034","POINT (-92.36636034 34.66125236)"
"22-00103269","Phone","2022-08-24T14:56:15.000","Open","2022-08-24T14:56:15.000","Code Violations","High Grass & Weeds",,,"1521 W 24TH ST","LITTLE ROCK","72206","WARD 1","34.72592531","-92.29065115","POINT (-92.29065115 34.72592531)"
"22-00103267","Citizen Mobile App","2022-08-24T14:53:59.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2408 KRISTINA CT","LITTLE ROCK","72204","WARD 6","34.73106576","-92.37959516","POINT (-92.37959516 34.73106576)"
"22-00103262","Phone","2022-08-24T14:49:45.000","Open","2022-08-24T14:49:45.000","Trash Complaints","Garbage Cart Issues",,,"37 GERMAY CT","LITTLE ROCK","72223","WARD 5","34.78664253","-92.48186848","POINT (-92.48186848 34.78664253)"
"22-00103261","Web Intake","2022-08-24T14:49:23.000","Open","2022-08-24T16:18:55.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"17 ROSEWALL LN","LITTLE ROCK","72210","WARD 7","34.66706453","-92.42705101","POINT (-92.42705101 34.66706453)"
"22-00103258","Phone","2022-08-24T14:47:42.000","Open","2022-08-24T16:17:57.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"1411 N SHACKLEFORD RD","LITTLE ROCK","72211","WARD 4","34.76625236","-92.39564968","POINT (-92.39564968 34.76625236)"
"22-00103257","Phone","2022-08-24T14:45:08.000","Closed","2022-08-24T14:48:01.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"74 KINGSBRIDGE WAY DR","LITTLE ROCK","72212","WARD 4","34.77669214","-92.39101423","POINT (-92.39101423 34.77669214)"
"22-00103255","CSR Mobile Apps","2022-08-24T14:44:55.000","Open","2022-08-24T14:44:55.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","3 ROSEWOOD DR","LITTLE ROCK","72209","WARD 7","34.69244282","-92.35737425","POINT (-92.35737425 34.69244282)"
"22-00103254","Phone","2022-08-24T14:44:17.000","Open","2022-08-24T14:44:17.000","Trash Complaints","Garbage Cart Issues",,,"2 DUVAL CIR","LITTLE ROCK","72209","WARD 7","34.66591718","-92.36365257","POINT (-92.36365257 34.66591718)"
"22-00103253","CSR Mobile Apps","2022-08-24T14:41:54.000","Open","2022-08-24T16:17:57.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"31 BROOKVIEW DR","LITTLE ROCK","72209","WARD 7","34.69398888","-92.35680184","POINT (-92.35680184 34.69398888)"
"22-00103250","Phone","2022-08-24T14:39:03.000","Open","2022-08-24T14:39:03.000","Trash Complaints","Garbage Cart Issues",,,"3218 ROCKY CT","LITTLE ROCK","72227","WARD 4","34.78265374","-92.3812473","POINT (-92.3812473 34.78265374)"
"22-00103249","Generated by Officer","2022-08-24T14:36:20.000","Open","2022-08-24T14:36:20.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","1006 S VICTORY ST","LITTLE ROCK","72202","WARD 1","34.74110497","-92.28783506","POINT (-92.28783506 34.74110497)"
"22-00103248","CSR Mobile Apps","2022-08-24T14:35:57.000","Open","2022-08-24T14:35:57.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","19 GLENDALE DR","LITTLE ROCK","72209","WARD 7","34.6936888","-92.35871069","POINT (-92.35871069 34.6936888)"
"22-00103247","CSR Mobile Apps","2022-08-24T14:35:54.000","Open","2022-08-24T14:35:54.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","7211 SKYLARK DR","LITTLE ROCK","72209","WARD 2","34.6612087","-92.3589349","POINT (-92.3589349 34.6612087)"
"22-00103246","CSR Mobile Apps","2022-08-24T14:35:51.000","Open","2022-08-24T14:35:51.000","Code Violations","High Grass & Weeds","Inspect Site","Notice Issued","23 GLENDALE DR","LITTLE ROCK","72209","WARD 7","34.6938978","-92.35905922","POINT (-92.35905922 34.6938978)"
"22-00103245","Phone","2022-08-24T14:34:14.000","Open","2022-08-24T16:18:07.000","Trash Complaints","Knuckleboom Pick-Up",,,"7700 DEPRIEST RD","LITTLE ROCK","72103","WARD 2","34.65226707","-92.3645334","POINT (-92.3645334 34.65226707)"
"22-00103244","Phone","2022-08-24T14:33:04.000","Open","2022-08-24T16:17:57.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"10018 FORESTER CV","LITTLE ROCK","72209","WARD 7","34.6591661","-92.37074987","POINT (-92.37074987 34.6591661)"
"22-00103243","CSR Mobile Apps","2022-08-24T14:32:55.000","Open","2022-08-24T14:32:55.000","Code Violations","Trash / Rubbish / Debris on Premise","Re-Inspect Site","Still Exists - Visible Progress","27 GLENDALE DR","LITTLE ROCK","72209","WARD 7","34.69409375","-92.35940644","POINT (-92.35940644 34.69409375)"
"22-00103242","CSR Mobile Apps","2022-08-24T14:32:52.000","Open","2022-08-24T14:32:52.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","7211 SKYLARK DR","LITTLE ROCK","72209","WARD 2","34.6612087","-92.3589349","POINT (-92.3589349 34.6612087)"
"22-00103241","CSR Mobile Apps","2022-08-24T14:32:49.000","Open","2022-08-24T14:32:49.000","Code Violations","High Grass & Weeds","Re-Inspect Site","Still Exists - Visible Progress","27 GLENDALE DR","LITTLE ROCK","72209","WARD 7","34.69409375","-92.35940644","POINT (-92.35940644 34.69409375)"
"22-00103239","Phone","2022-08-24T14:30:39.000","Open","2022-08-24T16:18:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7208 M ST","LITTLE ROCK","72207","WARD 3","34.76464059","-92.35460472","POINT (-92.35460472 34.76464059)"
"22-00103238","CSR Mobile Apps","2022-08-24T14:29:51.000","Open","2022-08-24T14:29:51.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","7414 VALLEY DR","LITTLE ROCK","72209","WARD 2","34.66245462","-92.36120687","POINT (-92.36120687 34.66245462)"
