"rowid","fiscal_year","fund","fund_description","project_id","project_description","dept","department_description","actuals","budget"
"2014-202-9320032-3200","2014","12","CITY FUNDED CIP","9320032","ROAD AND BRIDGE IMPROVEMENTS","3200","PROJECTS STREETS","290018.04","522576.00"
"2014-202-9320033-3200","2014","12","CITY FUNDED CIP","9320033","STREET PAVE IMPROVE ACADEMY BL","3200","PROJECTS STREETS","671327.14","2017339.00"
"2014-202-9330004-3300","2014","12","CITY FUNDED CIP","9330004","SIGNAL ADDTN","3300","PROJECTS TRAFFIC ENG","144745.45","385159.00"
"2014-202-9330047-3300","2014","12","CITY FUNDED CIP","9330047","GM-GRNT MTCH ADVANCED DETECTN","3300","PROJECTS TRAFFIC ENG","0.00","52415.00"
"2014-202-9330048-3300","2014","12","CITY FUNDED CIP","9330048","TRAF SIGN FED MANDATES","3300","PROJECTS TRAFFIC ENG","195322.38","200000.00"
"2014-202-9330055-3300","2014","12","CITY FUNDED CIP","9330055","GM-TRAFFIC SIG UPGRADE GRT MTC","3300","PROJECTS TRAFFIC ENG","0.00","157896.00"
"2014-202-9330235-3300","2014","12","CITY FUNDED CIP","9330235","INFRASTRUCTURE DAMAGE REPAIR","3300","PROJECTS TRAFFIC ENG","79695.19","122820.00"
"2014-202-9340005-3500","2014","12","CITY FUNDED CIP","9340005","GM-RT9 PED ACSS BKLANE","3500","PROJECTS TRANSIT","139613.00","139613.00"
"2014-202-9340006-3500","2014","12","CITY FUNDED CIP","9340006","GM-DWNTN TRANS STN REL","3500","PROJECTS TRANSIT","0.00","38000.00"
"2014-202-9370008-3700","2014","12","CITY FUNDED CIP","9370008","STORMWATER IMPROVEMENTS","3700","PROJECTS GEN FUND STRMWTR","590101.44","701119.00"
"2014-202-9370009-3700","2014","12","CITY FUNDED CIP","9370009","19TH & DALE DETENTION POND","3700","PROJECTS GEN FUND STRMWTR","385579.32","400000.00"
"2014-202-9370010-3700","2014","12","CITY FUNDED CIP","9370010","GM-31ST CULVERT REPLACE","3700","PROJECTS GEN FUND STRMWTR","307518.00","307518.00"
"2014-202-9370011-3700","2014","12","CITY FUNDED CIP","9370011","COTTONWOOD CRK AT LA MADRINA","3700","PROJECTS GEN FUND STRMWTR","0.00","0.00"
"2014-202-9370012-3700","2014","12","CITY FUNDED CIP","9370012","STORMWATER DESIGN HIGH PRIORIT","3700","PROJECTS GEN FUND STRMWTR","171925.99","750000.00"
"2014-202-9370013-3700","2014","12","CITY FUNDED CIP","9370013","DRAINAGE STUDIES","3700","PROJECTS GEN FUND STRMWTR","6935.90","6936.00"
"2014-202-9400393-5000","2014","12","CITY FUNDED CIP","9400393","GM-PP GRNWY IMPROV","5000","PROJECTS PARKS AND REC","1066.22","79542.00"
"2014-202-9400420-5000","2014","12","CITY FUNDED CIP","9400420","TURF REDUCTION","5000","PROJECTS PARKS AND REC","441511.92","467000.00"
"2014-202-9400428-5000","2014","12","CITY FUNDED CIP","9400428","MUSEUM EXTERIOR RENOVATION","5000","PROJECTS PARKS AND REC","77794.00","77794.00"
"2014-202-9400429-5000","2014","12","CITY FUNDED CIP","9400429","PARK FACILITY ROOF REPLACEMENT","5000","PROJECTS PARKS AND REC","22860.00","105000.00"
"2014-202-9870015-8700","2014","12","CITY FUNDED CIP","9870015","ELECTRONIC DOCUMENT MGMT SYS","8700","PROJECTS INFO TECHNOLOGY","9556.91","245524.00"
"2014-202-9870016-8700","2014","12","CITY FUNDED CIP","9870016","POLICE OPER CTR UPGRADES PYMNT","8700","PROJECTS INFO TECHNOLOGY","408186.00","408186.00"
"2014-202-9870017-8700","2014","12","CITY FUNDED CIP","9870017","INFO TECH MAINT PAYMENT","8700","PROJECTS INFO TECHNOLOGY","701258.91","701259.00"
"2014-202-9870019-8700","2014","12","CITY FUNDED CIP","9870019","COURT MGMNT SOFTWARE","8700","PROJECTS INFO TECHNOLOGY","0.00","0.00"
"2014-202-9870020-8700","2014","12","CITY FUNDED CIP","9870020","RADIO INFRASTRUCTURE","8700","PROJECTS INFO TECHNOLOGY","498634.24","500000.00"
"2014-430-9099134-7710","2014","12","MEMORIAL HEALTH SYSTEM","9099134","FEMA PA FLOOD 9/2013 CAT C","7710","MEMORIAL HEALTH SYSTEM","0.00","0.00"
"2014-460-9730001-7300","2014","12","PIKES PEAK AMERICAS MTN","9730001","EROSION","7300","PROJECTS PIKES PEAK","171928.90","324184.00"
"2014-460-9730006-7300","2014","12","PIKES PEAK AMERICAS MTN","9730006","PIKES PEAK TOLLGATE","7300","PROJECTS PIKES PEAK","614.87","615.00"
"2014-460-9730009-7300","2014","12","PIKES PEAK AMERICAS MTN","9730009","GTWY CANOPY BUS OFF RENOVATE","7300","PROJECTS PIKES PEAK","2740.00","2741.00"
"2014-460-9730011-7300","2014","12","PIKES PEAK AMERICAS MTN","9730011","PIKES PEAK GATEWAY VIS CNTR","7300","PROJECTS PIKES PEAK","3338.00","500000.00"
"2014-460-9730012-7300","2014","12","PIKES PEAK AMERICAS MTN","9730012","SUMMIT HOUSE DESIGN","7300","PROJECTS PIKES PEAK","-94263.50","700000.00"
"2014-470-9750009-7500","2014","12","PARKING SYSTEM GROSS INCOME","9750009","CIP DOWNTOWN","7500","PROJECTS PARKING","670657.95","812976.00"
"2014-470-9750013-7500","2014","12","PARKING SYSTEM GROSS INCOME","9750013","ONGOING PARKING MAINTENANCE","7500","PROJECTS PARKING","136444.08","136528.00"
"2014-470-9750014-7500","2014","12","PARKING SYSTEM GROSS INCOME","9750014","SWURA HOTEL PROJECT","7500","PROJECTS PARKING","0.00","899707.00"
"2014-470-9750015-7500","2014","12","PARKING SYSTEM GROSS INCOME","9750015","GARAGE LIGHT REPLACEMENT","7500","PROJECTS PARKING","0.00","35475.00"
"2015-001-9080013-4800","2015","12","GENERAL FUND","9080013","ENTERPRISE LAND MGMT SYS SFTWR","4800","PROJECTS DEVELOPMENT REVIEW","0.00","45000.00"
"2015-001-9080015-4800","2015","12","GENERAL FUND","9080015","COMPREHENSIVE PLAN UPDATE","4800","PROJECTS DEVELOPMENT REVIEW","65506.63","141488.00"
"2015-001-9090039-2200","2015","12","GENERAL FUND","9090039","OEM EMRCY PREPD AFTR ACTN RPT","2200","PROJECTS FIRE","40770.00","40900.00"
"2015-001-9100028-2100","2015","12","GENERAL FUND","9100028","SAND CRK SUBSTATION RENO/REPLA","2100","PROJECTS POLICE","100000.00","100000.00"
"2015-001-9100500-2100","2015","12","GENERAL FUND","9100500","SALARY TEMPORARY HOLDING ACCT","2100","PROJECTS POLICE","0.00","0.00"
"2015-001-9160035-1300","2015","12","GENERAL FUND","9160035","CAB RENOVATIONS","1300","PROJECTS FINANCE","434598.00","447040.00"
"2015-001-9160063-1300","2015","12","GENERAL FUND","9160063","MAY 14 HAIL DAMAGE REPAIRS","1300","PROJECTS FINANCE","88772.35","183943.00"
"2015-001-9209015-1140","2015","12","GENERAL FUND","9209015","CDBG FY2015","1140","BUDGET","0.00","0.00"
"2015-001-9300023-3000","2015","12","GENERAL FUND","9300023","SEPTEMBER 2013 FLOOD REPAIRS","3000","PROJECTS PUBLIC WORKS","278.56","1411122.00"
"2015-001-9310027-3100","2015","12","GENERAL FUND","9310027","DANGEROUS STRUCTURES","3100","PROJECTS CITY ENGINEERING","60000.00","60000.00"
"2015-001-9349078-3505","2015","12","GENERAL FUND","9349078","CO-90-X204 2012 ANNUAL FTA","3505","TRANSIT","0.00","0.00"
"2015-001-9370001-3700","2015","12","GENERAL FUND","9370001","DBPS PROJECTS","3700","PROJECTS GEN FUND STRMWTR","47515.75","47534.00"
"2015-001-9370014-3700","2015","12","GENERAL FUND","9370014","DETENTION PONDS 3 AND 6","3700","PROJECTS GEN FUND STRMWTR","144775.36","774865.00"
"2015-001-9370015-3700","2015","12","GENERAL FUND","9370015","NORTH SOUTH DOUGLAS CREEK","3700","PROJECTS GEN FUND STRMWTR","67206.36","150000.00"
"2015-001-9370016-3700","2015","12","GENERAL FUND","9370016","GM-CAMP CREEK FLOOD MITIGATION","3700","PROJECTS GEN FUND STRMWTR","215943.93","1530966.00"
"2015-001-9370017-3700","2015","12","GENERAL FUND","9370017","EMERGENCY DRAIN REPAIR HIGH PR","3700","PROJECTS GEN FUND STRMWTR","0.00","0.00"
"2015-001-9370019-3700","2015","12","GENERAL FUND","9370019","POWERS BLVD DRAINAGE REPAIRS","3700","PROJECTS GEN FUND STRMWTR","280090.00","280090.00"
"2015-001-9370020-3700","2015","12","GENERAL FUND","9370020","2015 MAY STORM-PW-#1/5-RCKRMN","3700","PROJECTS GEN FUND STRMWTR","2278840.04","2650000.00"
"2015-001-9370021-3700","2015","12","GENERAL FUND","9370021","2015 MAY STORM-PW-#2/5-PEBBLWD","3700","PROJECTS GEN FUND STRMWTR","128939.67","750000.00"
"2015-001-9370022-3700","2015","12","GENERAL FUND","9370022","2015 MAY STORM-PW-#3/5-262 S.","3700","PROJECTS GEN FUND STRMWTR","250000.00","250000.00"
"2015-001-9370023-3700","2015","12","GENERAL FUND","9370023","2015 MAY STORM-PW-#4/5-COTTNWD","3700","PROJECTS GEN FUND STRMWTR","0.00","0.00"
"2015-001-9370024-3700","2015","12","GENERAL FUND","9370024","2015 MAY STORM-PW-#5/5-CRG MTL","3700","PROJECTS GEN FUND STRMWTR","0.00","0.00"
"2015-001-9370031-3700","2015","12","GENERAL FUND","9370031","GM-FEMA DR-4229GR PROJ-MAY-JUL","3700","PROJECTS GEN FUND STRMWTR","0.00","1350000.00"
"2015-001-9400415-5000","2015","12","GENERAL FUND","9400415","FORESTRY FIRE MITIGATION","5000","PROJECTS PARKS AND REC","75.43","76.00"
"2015-001-9400439-5000","2015","12","GENERAL FUND","9400439","2015 MAY STORM-PRKS-#1/3-PPGRN","5000","PROJECTS PARKS AND REC","0.00","0.00"
"2015-001-9400440-5000","2015","12","GENERAL FUND","9400440","2015 MAY STORM-PKS-#2/3-FH TRL","5000","PROJECTS PARKS AND REC","0.00","0.00"
"2015-001-9400441-5000","2015","12","GENERAL FUND","9400441","2015 MAY STORMPKS-#3/3-RR CNYN","5000","PROJECTS PARKS AND REC","0.00","0.00"
"2015-001-9400452-5000","2015","12","GENERAL FUND","9400452","DEERFIELD EXPAN PHASE 1","5000","PROJECTS PARKS AND REC","0.00","100000.00"
"2015-115-9160022-1300","2015","12","BALLFIELD CAPITAL IMPROVEMENTS","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","89.05","200.00"
"2015-115-9400132-5000","2015","12","BALLFIELD CAPITAL IMPROVEMENTS","9400132","ADULT SPORTS COMPLEX","5000","PROJECTS PARKS AND REC","99800.00","99800.00"
"2015-117-9160022-1300","2015","12","BICYCLE TAX","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","255.00","300.00"
"2015-117-9330037-3300","2015","12","BICYCLE TAX","9330037","ON STREET BIKEWAY IMPROVEMENTS","3300","PROJECTS TRAFFIC ENG","812.50","813.00"
"2015-117-9330040-3300","2015","12","BICYCLE TAX","9330040","PLANNING","3300","PROJECTS TRAFFIC ENG","1028.73","2000.00"
"2015-117-9330041-3300","2015","12","BICYCLE TAX","9330041","TRAIL ST CROSSING SFTY IMPROV","3300","PROJECTS TRAFFIC ENG","196591.47","202441.00"
"2015-117-9330043-3300","2015","12","BICYCLE TAX","9330043","BICYCLE FRIENDLY COMMUNITIES","3300","PROJECTS TRAFFIC ENG","8500.00","8500.00"
"2015-117-9330054-3300","2015","12","BICYCLE TAX","9330054","URBAN TRAIL CONSTRUCTION","3300","PROJECTS TRAFFIC ENG","83143.14","104798.00"
"2015-117-9330056-3300","2015","12","BICYCLE TAX","9330056","TRAIL STREET ACCESSIBILITY","3300","PROJECTS TRAFFIC ENG","72006.71","72007.00"
"2015-117-9400318-5000","2015","12","BICYCLE TAX","9400318","TRAIL WAYFINDING SIGNAGE","5000","PROJECTS PARKS AND REC","0.00","693.00"
"2015-118-9160028-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9160028","SALES AND USE TAX REFUNDS","5901","TOPS TRAILS","50060.13","0.00"
"2015-118-9400029-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400029","EMERG REPAIR","5901","TOPS TRAILS","0.00","50000.00"
"2015-118-9400040-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400040","LAND ACQUISITION","5902","TOPS OPEN SPACE","0.00","5620.00"
"2015-118-9400080-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400080","OPEN SPACE ACQUISITION","5902","TOPS OPEN SPACE","14221.00","50000.00"
"2015-118-9400085-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400085","ROCK ISL TRL SHKS RN PP GRNWY","5901","TOPS TRAILS","53169.45","151813.00"
"2015-118-9400120-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400120","SAND CRK TRAIL PLN ACQ DEV","5901","TOPS TRAILS","29933.96","658660.00"
"2015-118-9400131-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400131","MIDLAND TRAIL","5901","TOPS TRAILS","71344.77","230000.00"
"2015-118-9400175-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400175","SKYLINE TRAIL","5901","TOPS TRAILS","29360.00","137112.00"
"2015-118-9400309-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400309","RED ROCKS CANYON","5902","TOPS OPEN SPACE","1005817.00","1005817.00"
"2015-118-9400315-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400315","S SHOOKS RUN TRAIL PP COSTILLA","5901","TOPS TRAILS","43230.36","354250.00"
"2015-118-9400343-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400343","UNIVERSITY PRK TRAIL PHASE II","5901","TOPS TRAILS","26480.00","113169.00"
"2015-118-9400344-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400344","COTTONWOOD TRAIL PHASE II","5901","TOPS TRAILS","531723.85","1532191.00"
"2015-118-9400348-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400348","RED ROCK MASTR PLAN IMPLEMEN","5902","TOPS OPEN SPACE","89103.67","458407.00"
"2015-118-9400356-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400356","TEMPLETON GAP TRAIL","5901","TOPS TRAILS","48248.00","48248.00"
"2015-118-9400363-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400363","OPEN SPACE TRAIL DEVELOPMENT","5902","TOPS OPEN SPACE","22000.00","22000.00"
"2015-118-9400381-5903","2015","12","TRAILS OPEN SPACE PARKS FUND","9400381","VENEZIA COM PRK DEV PHASE I","5903","TOPS PARKS","996895.00","1994543.00"
"2015-118-9400399-5903","2015","12","TRAILS OPEN SPACE PARKS FUND","9400399","GM-MCREYNOLDS DAY USE","5903","TOPS PARKS","41943.33","65439.00"
"2015-118-9400408-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400408","MILTON PROBY TRAIL EXTENSION","5901","TOPS TRAILS","0.00","75000.00"
"2015-118-9400410-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400410","SAND CRK TRL CONSTIT PALMER PR","5901","TOPS TRAILS","19096.61","1050287.00"
"2015-118-9400411-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400411","SAND CRK TRL HANCOCK CROSSING","5901","TOPS TRAILS","0.00","390897.00"
"2015-118-9400412-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400412","SAND CRK TRL STETHILL DUBLIN","5901","TOPS TRAILS","105263.07","309692.00"
"2015-118-9400417-5903","2015","12","TRAILS OPEN SPACE PARKS FUND","9400417","PLAYGROUND RENOVATION","5903","TOPS PARKS","246303.47","410987.00"
"2015-118-9400418-5903","2015","12","TRAILS OPEN SPACE PARKS FUND","9400418","IRRIGATION RENOVATION","5903","TOPS PARKS","189209.63","225672.00"
"2015-118-9400419-5903","2015","12","TRAILS OPEN SPACE PARKS FUND","9400419","TENNIS COURT REPLACEMENT","5903","TOPS PARKS","0.00","5992.00"
"2015-118-9400422-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400422","UTE VALLEY ACQUISITION","5902","TOPS OPEN SPACE","2796160.00","2800000.00"
"2015-118-9400423-5903","2015","12","TRAILS OPEN SPACE PARKS FUND","9400423","PARK MAINTENANCE","5903","TOPS PARKS","76653.00","77709.00"
"2015-118-9400424-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400424","ROCK ISLAND TRL PP GREEN SHOOK","5901","TOPS TRAILS","110939.00","425000.00"
"2015-118-9400425-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400425","ROCK ISLD TRL SAND CRK CONSTIT","5901","TOPS TRAILS","0.00","468967.00"
"2015-118-9400426-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400426","UTE VALLEY FOREST MNGMNT","5902","TOPS OPEN SPACE","4075.00","26575.00"
"2015-118-9400427-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400427","UTE VALLEY PRK MANAGE PLAN","5902","TOPS OPEN SPACE","63482.97","276465.00"
"2015-118-9400430-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400430","BLUE STEM PRAIRIE OS MGMT PLAN","5902","TOPS OPEN SPACE","13899.38","14000.00"
"2015-118-9400431-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400431","OPEN SPACE STEWARDSHIP FOR TOP","5902","TOPS OPEN SPACE","156988.14","249000.00"
"2015-118-9400432-5903","2015","12","TRAILS OPEN SPACE PARKS FUND","9400432","PARK ADA IMPROVEMENTS","5903","TOPS PARKS","137448.88","150000.00"
"2015-118-9400433-5901","2015","12","TRAILS OPEN SPACE PARKS FUND","9400433","ROCK ISLAND PP GREENWAY TO TGA","5901","TOPS TRAILS","640000.00","640000.00"
"2015-118-9400434-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400434","STRATTON OPEN SPACE MGMT PLN","5902","TOPS OPEN SPACE","15000.00","15000.00"
"2015-118-9400435-5902","2015","12","TRAILS OPEN SPACE PARKS FUND","9400435","UNIVERSITY PARK OS MGMT PLAN","5902","TOPS OPEN SPACE","11500.00","11500.00"
"2015-118-9400436-5903","2015","12","TRAILS OPEN SPACE PARKS FUND","9400436","WATER FOOTPRINT REDUCTION","5903","TOPS PARKS","117930.38","400000.00"
"2015-119-9400019-5000","2015","12","CONSERVATION TRUST","9400019","TRAILS","5000","PROJECTS PARKS AND REC","8178.97","10891.00"
"2015-119-9400029-5000","2015","12","CONSERVATION TRUST","9400029","EMERG REPAIR","5000","PROJECTS PARKS AND REC","1646.53","8394.00"
"2015-119-9400248-5000","2015","12","CONSERVATION TRUST","9400248","SERTICH REPAIRS","5000","PROJECTS PARKS AND REC","0.00","21000.00"
"2015-119-9400332-5000","2015","12","CONSERVATION TRUST","9400332","MAINT OF OUTDOOR SCULPTURE","5000","PROJECTS PARKS AND REC","17000.00","21369.00"
"2015-119-9400378-5000","2015","12","CONSERVATION TRUST","9400378","RED ROCK LANDFILL MONITOR","5000","PROJECTS PARKS AND REC","11370.59","75000.00"
"2015-119-9400401-5000","2015","12","CONSERVATION TRUST","9400401","PEDESTRIAN BRIDGE REPAIRS","5000","PROJECTS PARKS AND REC","70000.00","70785.00"
"2015-119-9400417-5000","2015","12","CONSERVATION TRUST","9400417","PLAYGROUND RENOVATION","5000","PROJECTS PARKS AND REC","0.00","28454.00"
"2015-119-9400420-5000","2015","12","CONSERVATION TRUST","9400420","TURF REDUCTION","5000","PROJECTS PARKS AND REC","81770.63","174016.00"
"2015-119-9400421-5000","2015","12","CONSERVATION TRUST","9400421","BUILDING RENOVATION","5000","PROJECTS PARKS AND REC","131039.86","200810.00"
"2015-119-9400429-5000","2015","12","CONSERVATION TRUST","9400429","PARK FACILITY ROOF REPLACEMENT","5000","PROJECTS PARKS AND REC","85547.76","100000.00"
"2015-119-9400437-5000","2015","12","CONSERVATION TRUST","9400437","SINTON POND MANAGEMENT PLAN","5000","PROJECTS PARKS AND REC","10500.00","10500.00"
"2015-151-9160022-1300","2015","12","PUBLIC SPACE AND DEVELOPMENT","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","6209.64","4500.00"
"2015-151-9400369-5000","2015","12","PUBLIC SPACE AND DEVELOPMENT","9400369","MON VALLEY PRK MICKELSON AREA","5000","PROJECTS PARKS AND REC","9586.00","45918.00"
"2015-151-9400381-5000","2015","12","PUBLIC SPACE AND DEVELOPMENT","9400381","VENEZIA COM PRK DEV PHASE I","5000","PROJECTS PARKS AND REC","2373830.97","7595339.00"
"2015-166-9160004-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160004","FINE ARTS CT","1300","PROJECTS FINANCE","60000.00","60000.00"
"2015-166-9160015-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160015","TRANSFER TO GEN FUND","1300","PROJECTS FINANCE","401715.00","401715.00"
"2015-166-9160022-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","341.94","100.00"
"2015-166-9160023-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160023","US SENIOR OPEN","1300","PROJECTS FINANCE","150000.00","150000.00"
"2015-166-9160024-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160024","COPPER WEB EVENTS CALENDAR","1300","PROJECTS FINANCE","40000.00","40000.00"
"2015-166-9160032-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160032","ECONOMIC DEVELOP AGENCIES","1300","PROJECTS FINANCE","90000.00","90000.00"
"2015-166-9160033-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160033","COLO SPGS PHILHARMONIC","1300","PROJECTS FINANCE","104000.00","104000.00"
"2015-166-9160034-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160034","BALLOON CLASSIC","1300","PROJECTS FINANCE","0.00","0.00"
"2015-166-9160038-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160038","RCKY MTN ST GMS OLYMPIC CELEBR","1300","PROJECTS FINANCE","25000.00","25000.00"
"2015-166-9160039-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160039","PROJECTS TO BE DETERMINED","1300","PROJECTS FINANCE","0.00","700.00"
"2015-166-9160043-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160043","CO INTERNATIONAL TATTOO","1300","PROJECTS FINANCE","50000.00","50000.00"
"2015-166-9160044-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160044","PIKES PEAK DOWNHILL SKATEBOARD","1300","PROJECTS FINANCE","10000.00","10000.00"
"2015-166-9160049-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160049","SK-8 STRONG","1300","PROJECTS FINANCE","8000.00","8000.00"
"2015-166-9160051-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160051","ACACIA PARK ICE RINK","1300","PROJECTS FINANCE","24000.00","24000.00"
"2015-166-9160052-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160052","ADRENALINE LACROSSE SHOWCASE","1300","PROJECTS FINANCE","24000.00","24000.00"
"2015-166-9160053-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160053","COMMUNITY VENTURES","1300","PROJECTS FINANCE","15200.00","15200.00"
"2015-166-9160054-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160054","FESTIVAL OF LIGHTS PARADE","1300","PROJECTS FINANCE","0.00","7000.00"
"2015-166-9160055-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160055","FRIENDS OF PP PICKETBALL","1300","PROJECTS FINANCE","31585.00","31585.00"
"2015-166-9160056-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160056","KRCC BLUES UNDER THE BRIDGE","1300","PROJECTS FINANCE","4000.00","4000.00"
"2015-166-9160057-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160057","PIKES PEAK AIRSTRIP ATTACK","1300","PROJECTS FINANCE","8000.00","8000.00"
"2015-166-9160058-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160058","PIKES PEAK CELTIC FESTIVAL","1300","PROJECTS FINANCE","8000.00","8000.00"
"2015-166-9160059-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160059","PIKES PEAK OR BUST RODEO","1300","PROJECTS FINANCE","20000.00","20000.00"
"2015-166-9160060-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160060","ROCKY MTN WOMEN'S FILM INSTITU","1300","PROJECTS FINANCE","8000.00","8000.00"
"2015-166-9160061-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160061","VETERANS DAY PARADE","1300","PROJECTS FINANCE","0.00","6000.00"
"2015-166-9160062-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160062","WHAT IF FESITVAL","1300","PROJECTS FINANCE","8000.00","8000.00"
"2015-166-9160064-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160064","ROCKY MOUNTAIN SERTOMA","1300","PROJECTS FINANCE","4000.00","4000.00"
"2015-166-9160065-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160065","CVB LOCAL MARKETING/TOURISM","1300","PROJECTS FINANCE","10000.00","10000.00"
"2015-166-9160066-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160066","CS LABR DAY HOT AIR BALLN EVNT","1300","PROJECTS FINANCE","89300.00","89300.00"
"2015-166-9160067-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160067","BROADMR PP CYCLING HILL CLIMB","1300","PROJECTS FINANCE","10000.00","10000.00"
"2015-166-9160068-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160068","GOG RESTORATION & TRAIL PROJ","1300","PROJECTS FINANCE","20000.00","20000.00"
"2015-166-9160108-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160108","WALDO WALDO 5K","1300","PROJECTS FINANCE","10000.00","10000.00"
"2015-166-9160109-1300","2015","12","LODGERS AND AUTO RENTAL TAX","9160109","PP ASCENT MARATHON CELEBRTION","1300","PROJECTS FINANCE","20000.00","20000.00"
"2015-166-9520004-4900","2015","12","LODGERS AND AUTO RENTAL TAX","9520004","TOUR PROMO","4900","PROJECTS ECON DEVELOP","3372957.87","3388332.00"
"2015-166-9730003-7300","2015","12","LODGERS AND AUTO RENTAL TAX","9730003","PIKES PEAK HILL CLIMB","7300","PROJECTS PIKES PEAK","100000.00","100000.00"
"2015-166-9730012-7300","2015","12","LODGERS AND AUTO RENTAL TAX","9730012","SUMMIT HOUSE DESIGN","7300","PROJECTS PIKES PEAK","250000.00","250000.00"
"2015-166-9730013-7300","2015","12","LODGERS AND AUTO RENTAL TAX","9730013","USA PROCYCLING CHALLENGE","7300","PROJECTS PIKES PEAK","0.00","0.00"
"2015-167-9400090-5000","2015","12","STREET TREE FEE FUND","9400090","TREES","5000","PROJECTS PARKS AND REC","351.19","23877.00"
"2015-170-9050008-1100","2015","12","CABLE FRANCHISE","9050008","SPRINGS TV","1100","PROJECTS CITY MANGEMENT","374439.64","374440.00"
"2015-170-9160022-1300","2015","12","CABLE FRANCHISE","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","303.31","225.00"
"2015-170-9870001-8700","2015","12","CABLE FRANCHISE","9870001","PEOPLESOFT PROJECT","8700","PROJECTS INFO TECHNOLOGY","373653.35","384821.00"
"2015-170-9870007-8700","2015","12","CABLE FRANCHISE","9870007","S CO EDUC TV CONSORTIUM","8700","PROJECTS INFO TECHNOLOGY","207662.85","185473.00"
"2015-171-9090024-2200","2015","12","PUBLIC SAFETY SALES TAX","9090024","VENTILATION IMPROVEMENTS","2200","PROJECTS FIRE","92156.40","92158.00"
"2015-171-9090027-2200","2015","12","PUBLIC SAFETY SALES TAX","9090027","FIRE STATION 01 REMODEL","2200","PROJECTS FIRE","77492.83","2375000.00"
