"name","description","publication_stage","audience","approval_status","provenance","type","tags","url","api_endpoint","creation_date_utc","last_data_updated_date_utc","domain","derived_view","visits","downloads","row_count","column_count","license","attribution","attribution_link","published_version_uid","common_core_is_quality_data","common_core_publisher","common_core_temporal","common_core_contact_name","common_core_contact_email","common_core_license","common_core_issued","common_core_references","common_core_public_access","common_core_bureau_code","common_core_program_code","common_core_described_by","common_core_update_frequency","common_core_identifier","common_core_homepage","common_core_access_level","common_core_geographic","common_core_theme"
"PRIVATE Patent Application Information Retrieval (PAIR)","Offers exclusive access to patent application status information for unpublished patent applications only to the applicant/inventor or his/her representative(s). Private PAIR includes bibliographic, patent term adjustments, continuity data, foreign priority, and address & attorney/agent information from the Patent Application Locating and Monitoring (PALM) System; PDF images of documents (including correspondence) and a transaction history from the Content Management System (CMS) (formerly the Image File Wrapper (IFW) System); and fee information from the Revenue Accounting and Management (RAM) System. Search is by application number (with or without the two-digit series code), control number, or Patent Cooperation Treaty (PCT) number. Private PAIR requires users to establish a USPTO.gov account and customer number, and establish a password. For more information about establishing a USPTO.gov account and customer number: https://www.uspto.gov/patents-application-process/applying-online/getting-started-new-users Unavailable during database backups (Saturday, Tuesday, and Thursday from 04:30 - 04:45 AM U.S. Eastern Time and Sunday 00:01 - 04:00 AM U.S. Eastern Time. Updated daily. https://ppair-my.uspto.gov/pair/PrivatePair","published","public","approved","community","href","unpublished,status,private,patent,application,uspto","https://uspto.data.commerce.gov/d/9bjr-hsnk",,"2015-03-25T20:42:00.000","2020-01-10T14:56:00.000","uspto.data.commerce.gov","false","6080","146",,,,"Patents",,,"true","US Patent and Trademark Office, Department of Commerce","2001/2020","Christopher Leithiser","PAIR_SUPPORT@uspto.gov",,"2001-01-01T00:00:00.000","https://www.uspto.gov/patents-application-process/checking-application-status/pair-resources","restricted public","006:51","006:070","https://www.uspto.gov/patents-application-process/checking-application-status/pair-resources","R/P1D","PRIV-PAIR-0001","https://ppair-my.uspto.gov/pair/PrivatePair","Private PAIR requires users to establish a USPTO.gov account and customer number, and establish a password.",,"Unpublished Patent Application Private PAIR"
"PUBLIC Patent Application Information Retrieval (PAIR) Extracts (2001 - Present)","Under the current Public Dissemination of Data (PDD) no-cost contract (expires April 13, 2020), Reed Tech crawls the USPTO Public PAIR (Patent Application Information Retrieval) website for patent documents, including Content Management System (CMS) PDF images (formerly the Image File Wrappers (IFW) PDF images). This daily crawl is for five hours each night and retrieves both already-submitted documents and new documents as the USPTO makes them publicly available.

Except for repackaging into zip files, these documents are hosted by Reed Tech unchanged. A single zip file is created for each patent application. There is detailed documentation about the format as well as the overview below.

How to access PAIR data:
To access a particular zipfile, replace APP_NUM in the following URL with an application number of interest:  
http://patents.reedtech.com/downloads/pair/APP_NUM.zip  
  
For example: http://patents.reedtech.com/downloads/pair/12102391.zip
                                                                                            
Over 7,624,417 applications are available. Additional applications will be added regularly as the crawl progresses. 

Overview of zipfile contents:
Each zipfile contains the following:  
?A README.txt file which indicates when the data was obtained.
?Data files (*.tsv), in tab-delimited text format, compatible with many spreadsheet programs. Each data file represents one tab from the PAIR interface: Address and Attorney/Agent, Application Data, Continuity Data, Foreign Priority, Image File Wrapper, Patent Term Adjustments / Extension History, Transaction History. 
?Data tables from the PAIR interface are organized in one of two ways: 
1. Labels in the first column. (Example: Application Data tab.) The second column contains the corresponding value (example: Application number and 12/102,391).
2. Labels in the first row. (Example: Transaction History tab, with labels such as Date and Transaction Description.) Each subsequent row contains the corresponding values for one data item. (In the example, each row represents a single transaction.) 
?Some *.tsv files contain more than one table, separated by a blank line. 
?The Image File Wrapper data file is put in a separate directory along with the additional content that it links to. An extra Filename column is added to the *.tsv file to indicate the appropriate file for each item.
?Image files (*.pdf), in Adobe PDF format. This data is only available for patent applications which have an Image File Wrapper tab on the USPTO PAIR site. 

Disclaimer:
No guarantees are made with respect to the completeness or accuracy of this data. In particular, the crawl may discover and retrieve additional documents over time, even for applications submitted long ago. Please visit the USPTO PAIR site for official, current, and complete information:  https://portal.uspto.gov/pair/PublicPair  (uses reCAPTCHA)","published","public","approved","community","href","transaction history,status,pdf,patent term adjustments,patent,images,image file wrapper,grant,foreign priority,correspondence,continuity data,attorney,application,agent,address,uspto,palm","https://uspto.data.commerce.gov/d/gyta-dd8w",,"2015-03-25T20:42:00.000","2020-01-10T14:30:00.000","uspto.data.commerce.gov","false","1213","269",,,"Public Domain U.S. Government","Patents","https://portal.uspto.gov/pair/PublicPair",,"true","US Patent and Trademark Office, Department of Commerce","2001/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2010-10-01T00:00:00.000","http://patents.reedtech.com/downloads/PAIRIndex/Today/PAIRIndex.zip","public","006:51","006:070","http://patents.reedtech.com/Public-PAIR.php","R/P1D","EIP-PUBPAIR-OL","http://patents.reedtech.com/Public-PAIR.php",,,"Published Patent Application; Patent Grant"
"Site Analytics: Asset Access","This dataset includes usage data for the following on all datasets and derived views:
a) views of an asset in grid view,
b) API read access, and
c) downloads/exports.

The data is presented at an hourly timeslice in UTC, with segmentation by user type and asset 4x4. Users are segmented into three types:
a) users with roles on the site,
b) users logged in without roles on the site, and
c) users that are not logged in.

<b>API counts:</b> Any API request results in one incremental count, so paging through an API with multiple requests will result in multiple increments of the counter.

<b>Download counts:</b> The download count increments when a user clicks the download/export link in the application or when they access the download URL directly.

<b>Update cadence:</b> This dataset is updated by a system process on a daily basis.","published","private","not_ready","official","system_dataset",,"https://uspto.data.commerce.gov/d/2a82-ka5y","https://uspto.data.commerce.gov/resource/2a82-ka5y.json","2020-02-01T02:00:00.000","2020-05-20T00:18:00.000","uspto.data.commerce.gov","false","0","0",,"6",,,,,,,,,,,,,,,,,,,,,,
"Site Analytics: Catalog Search Terms","This dataset includes usage data for catalog searches (not including searches made via API). The data is presented as individual observations of user searches with a timestamp in UTC.

<b>Catalog searches:</b> A catalog search is recorded when a user navigates to the catalog and enters a search term; catalog search using the API is not included in this dataset.

<b>Update cadence:</b> This dataset is updated by a system process on a daily basis.","published","private","not_ready","official","system_dataset",,"https://uspto.data.commerce.gov/d/ms6z-cbf3","https://uspto.data.commerce.gov/resource/ms6z-cbf3.json","2020-02-14T23:16:00.000","2020-05-11T17:22:00.000","uspto.data.commerce.gov","false","0","0",,"4",,,,,,,,,,,,,,,,,,,,,,
"Site Analytics: User Authentications (Logins)","This dataset includes usage data for user logins. The data is presented at an hourly timeslice in UTC, with segmentation by user type. Users are segmented into three types:
a) users with roles on the site,
b) users logged in without roles on the site, and
c) users that are not logged in.

<b>Login counts:</b> The user login count increments when a user logs in through the login page using their username and password or using single sign-on (SSO).

<b>Update cadence:</b> This dataset is updated by a system process on a daily basis.","published","private","not_ready","official","system_dataset",,"https://uspto.data.commerce.gov/d/bkki-552c","https://uspto.data.commerce.gov/resource/bkki-552c.json","2020-02-18T16:17:00.000","2020-05-19T20:21:00.000","uspto.data.commerce.gov","false","0","0",,"3",,,,,,,,,,,,,,,,,,,,,,
"Stc2015 5yr.tsv","This tab-delimited file, stc2015_5yr.tsv, prepared from the U.S. Patent and Trademark Office (USPTO), Technology Assessment and Forecast (TAF) database, displays a listing of geographic regions from which utility patents (i.e., patents for invention) originated during the indicated 5 year time period and a corresponding count of patents for each of the years of the period. Each displayed annual count corresponds to the count of patents received in a calendar year (January 1 to December 31). It will import into a Microsoft Excel spreadsheet. This file generally contains the contents of the PTMT report, Patenting In Technology Classes Breakout By Geographic Origin (State and Country), CLASS ALL, ALL CLASSES, available on the USPTO Web Site at: https://www.uspto.gov/web/offices/ac/ido/oeip/taf/tecstc/allclstc_gd.htm","published","public","approved","official","dataset","ptmt,taf,uspto,assessment,forecasting,monitoring,patent,patenting by country,patenting by state,statistics,team,technology","https://uspto.data.commerce.gov/d/5yb9-mbg7","https://uspto.data.commerce.gov/resource/5yb9-mbg7.json","2015-05-18T13:02:00.000","2020-01-10T16:51:00.000","uspto.data.commerce.gov","false","504","162","199","11","Public Domain U.S. Government","Patents/Patent Technology Monitoring Team",,,"true","US Patent and Trademark Office, Department of Commerce","2011-01-01/2015-12-31","Paul Harrison, Patent Technology Monitoring Team (PTMT)","OEIP@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2004-04-30T00:00:00.000","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/tecstc/allclstc_gd.htm","public","006:51","006:070","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/tecstc/allclstc_gd.htm","R/P1Y","PTMT-0002a","https://www.uspto.gov/web/offices/ac/ido/oeip/taf/reports.htm",,,"Patent Grant"
"Trademark Application Images (2009 - Present)","The 24 Hour Box zipfile contains images of daily Trademark applications in either JPG format (black and white, grayscale, or color) or TIFF format (black and white) processed through the Trademark Image Capture and Retrieval System (TICRS) and viewable using any standard image viewer. JPG images are accompanied by an XML file that contains text information about the application. TIFF images contain the application number embedded in the image (stamped prior to scan).

The 24 Hour Box Supplemental zipfile(s) contain Trademark cropped TIFF (black and white) or cropped JPG (color) image files from paper submissions of Trademark applications. These cropped images are available one day after they appear as full-page drawing images in the 24 Hour Box zipfiles.","published","public","approved","community","href","xml,trademark,tiff,supplemental,jpg,jpeg,image,hour,commerce,box,application,applicant,uspto,24","https://uspto.data.commerce.gov/d/dnzp-d754",,"2015-03-25T20:42:00.000","2020-01-10T14:21:00.000","uspto.data.commerce.gov","false","191","85",,,"Public Domain U.S. Government","Trademarks",,,"true","US Patent and Trademark Office, Department of Commerce","2009-01-01/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1989-07-01T00:00:00.000",,"public","006:51","006:071",,"R/P1D","EIP-5909T-OL",,,,"Trademark Application Images"
"Trademark Application XML (1884 - Present)","Pending and registered trademark text data (no images) to include word mark, serial number, registration number, filing date, registration date, goods and services, classification number(s), status code(s), and design search code(s).","published","public","approved","community","href","word mark,status code,serial number,registration number,registration date,registered,pending,goods and services,filing date,design search code,classification number,application,xml,uspto,trademark","https://uspto.data.commerce.gov/d/efq3-vdp8",,"2015-03-25T20:42:00.000","2020-01-27T17:14:00.000","uspto.data.commerce.gov","false","209","37",,,"Public Domain U.S. Government","Trademarks",,,"true","US Patent and Trademark Office, Department of Commerce","1884-04-07/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1995-11-01T00:00:00.000","https://www.uspto.gov/learning-and-resources/xml-resources","public","006:51","006:071","https://bulkdata.uspto.gov/data/trademark/dailyxml/applications/Trademark-Applications-Documentation-v2.0-20191210.doc","R/P1D","EIP-5902T-OL","https://bulkdata.uspto.gov/data/trademark/dailyxml/applications",,,"Trademark Applications XML"
"Trademark Assignment Data for Academia and Researchers (1952 - 2019)","Contains detailed information on 786,931 assignments and other transactions recorded at the USPTO between 1952 and 2019 and involving 1,491,485 million unique trademark properties.","published","public","approved","community","href","trademark,uspto,application,assignment,change,csv,dta,ownership,pending,recordation,registered,stata,text","https://uspto.data.commerce.gov/d/kr6i-7mrw",,"2015-03-25T20:42:00.000","2020-03-30T14:40:00.000","uspto.data.commerce.gov","false","177","27",,,"Public Domain U.S. Government","Chief Economist","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets",,"true","US Patent and Trademark Office, Department of Commerce","1952-03-26/2019-12-31","Nicholas Pairolero","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2014-05-16T00:00:00.000","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets","public","006:51","006:071","https://www.uspto.gov/sites/default/files/documents/WP2014-2_USPTO%20Trademark%20Assignment%20Dataset_27Feb15.pdf","R/P1Y","OCE-TM-00002","https://www.uspto.gov/learning-and-resources/electronic-data-products/trademark-assignment-dataset",,,"Trademark Assignments Ownership DTA CSV"
"Trademark Assignment XML (1980 - Present)","Assignment (ownership) text data (no images).","published","public","approved","community","href","text,registered,recordation,pending,ownership,change,assignment,application,xml,uspto,trademark","https://uspto.data.commerce.gov/d/a6hr-9wfe",,"2015-03-25T20:42:00.000","2020-01-10T13:13:00.000","uspto.data.commerce.gov","false","151","60",,,"Public Domain U.S. Government","Trademarks",,,"true","US Patent and Trademark Office, Department of Commerce","1955-01-03/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1995-11-01T00:00:00.000","https://www.uspto.gov/learning-and-resources/xml-resources","public","006:51","006:071","https://bulkdata.uspto.gov/data/trademark/dailyxml/assignments/20130905-tmassign-documentation.pdf","R/P1D","EIP-5903T-OL","https://bulkdata.uspto.gov/data/trademark/dailyxml/assignments",,,"Trademark Assignments Ownership XML"
"Trademark Case Files Dataset for Academia and Researchers (1870 - 2018)","Contains detailed information on 7.0 million trademark applications filed with or registrations issued by the USPTO between 1870 and 2018.","published","public","approved","community","href","word mark,text,status code,stata,serial number,registration number,registration date,registered,pseudo mark,pending,goods and services,filing date,dta,design search code,csv,classification number,application,xml,uspto,trademark","https://uspto.data.commerce.gov/d/b2qj-pcat",,"2015-03-25T20:42:00.000","2020-01-10T16:09:00.000","uspto.data.commerce.gov","false","163","25",,,"Public Domain U.S. Government","Chief Economist","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets",,"true","US Patent and Trademark Office, Department of Commerce","1870/2018","Nicholas Pairolero","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2013-02-01T00:00:00.000","https://www.uspto.gov/learning-and-resources/ip-policy/economic-research/research-datasets","public","006:51","006:071","https://www.uspto.gov/sites/default/files/ip/officechiefecon/Trademark_Case_File_Data_Documentation_31January2013_final.pdf","R/P1Y","OCE-TM-00001","https://www.uspto.gov/learning-and-resources/electronic-data-products/trademark-case-files-dataset-0",,,"Trademark Application or Registration DTA CSV"
"Trademark Image Search API","The Trademark Image Search API allows searching Trademark Images using various attributes like feature, accuracy, metricspaces and candidates. This API also allows searching Trademark documents using various metadata attributes like Specimen Description, Filing Description, Filing Basis, Owner's Name, Street Address, etc.","published","public","approved","official","href","address,name,owner,basis,description,filing,specimen,search,image,trademark,uspto","https://uspto.data.commerce.gov/d/wd4e-t6gd",,"2020-01-28T16:41:00.000","2020-01-28T18:13:00.000","uspto.data.commerce.gov","false","17","0",,,"Public Domain U.S. Government","Trademarks","https://developer.uspto.gov/api-catalog/trademark-image-search-beta",,"true","US Patent and Trademark Office, Department of Commerce","1/1/2020","Scott Beliveau","Developer@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2018-11-15T00:00:00.000",,"public","006:51","006:071","https://developer.uspto.gov/ibd-api-docs/index.html#!/bulkdata/searchImage","R/P1D","ODP-TIS-API","https://developer.uspto.gov/api-catalog",,"address","uspto trademark image search api"
"Trademark Official Gazettes (2001 - 2019 Archive in PDF)","Contains bibliographic (front page) information and a representative drawing (if applicable) for each trademark registration or trademark application published that week. Incluides a list of cancelled and renewed registrations.","published","public","approved","official","href","tmog,gazette,official,trademark,xml,uspto,tuesday","https://uspto.data.commerce.gov/d/b266-ngf3",,"2018-06-04T12:51:00.000","2020-01-10T12:55:00.000","uspto.data.commerce.gov","false","34","0",,,"Public Domain U.S. Government","Trademarks",,,"true","US Patent and Trademark Office, Department of Commerce","2001-03-06/2019","TrademarkAssistanceCenter@uspto.gov","TMEOG@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2001-03-06T00:00:00.000","https://www.uspto.gov/learning-and-resources/official-gazette/trademarks/trademark-official-gazette-tmog-archived-editions","public","006:51","006:071","https://www.uspto.gov/learning-and-resources/official-gazette/trademark-official-gazette-tmog","R/P1W","EIP-5906T-AOL","https://www.uspto.gov/learning-and-resources/official-gazette/trademark-official-gazette-tmog",,,"trademark; application; registration; official; gazette; tmog; archive"
"Trademark Official Gazettes (2013 - Present (searchable))","Contains bibliographic (front page) information and a representative drawing (if applicable) for each trademark registration or trademark application published that week. Incluides a list of cancelled and renewed registrations.","published","public","approved","official","href","tmog,gazette,official,trademark,xml,uspto,tuesday","https://uspto.data.commerce.gov/d/yduy-zgd8",,"2018-06-04T12:37:00.000","2020-01-10T14:15:00.000","uspto.data.commerce.gov","false","25","0",,,"Public Domain U.S. Government","Trademarks",,,"true","US Patent and Trademark Office, Department of Commerce","2013-08-13/2020","TrademarkAssistanceCenter@uspto.gov","TMEOG@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2013-08-13T00:00:00.000","https://tmog.uspto.gov/#view=resources&subview=","public","006:51","006:071","https://www.uspto.gov/learning-and-resources/official-gazette/trademark-official-gazette-tmog","R/P1W","EIP-5906T-SOL","https://www.uspto.gov/learning-and-resources/official-gazette/trademark-official-gazette-tmog",,,"trademark; application; registration; official; gazette; tmog; searchable"
"Trademark Trial and Appeal Board (TTAB) XML (1951 - Present)","Trademark Trial and Appeal Board (TTAB) text data (no images).","published","public","approved","community","href","text,registered,pending,application,xml,uspto,trademark trial and appeal board,ttab","https://uspto.data.commerce.gov/d/d53a-vtk7",,"2015-03-25T20:42:00.000","2020-01-10T13:08:00.000","uspto.data.commerce.gov","false","154","49",,,"Public Domain U.S. Government","Trademarks",,,"true","US Patent and Trademark Office, Department of Commerce","1951-10-02/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","1995-11-01T00:00:00.000","https://www.uspto.gov/learning-and-resources/xml-resources","public","006:51","006:071","https://bulkdata.uspto.gov/data/trademark/dailyxml/ttab/Trademark-TTAB-Documentation-%28V1.0%29.doc","R/P1D","EIP-5904T-OL","https://bulkdata.uspto.gov/data/trademark/dailyxml/ttab",,,"Trademark Trial Appeal Board TTAB XML"
"U.S. Master Classification File (MCF) / Patent Application (2001 - Present)","Current U.S. classification information for all patent applications (non-provisional utility and plant) published by the USPTO from 2001 to present. Approx. 450 main divisions of technology, called classifications/classes, broken into approx. 150,000 subdivisions, called subclassifications/subclasses.","published","public","approved","community","href","subclassification,subclass,patent application,master classification file,master,classification,class,uspto,mcf,ascii","https://uspto.data.commerce.gov/d/d3my-jspm",,"2015-03-25T20:42:00.000","2020-01-10T14:05:00.000","uspto.data.commerce.gov","false","99","58",,,"Public Domain U.S. Government","Classifications",,,"true","US Patent and Trademark Office, Department of Commerce","2001-03-15/2020","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2009-12-16T00:00:00.000","https://www.uspto.gov/patents-application-process/patent-search/classification-standards-and-development","public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/classification/mcfappl.docx","R/P2M","EIP-5705P-OL","https://bulkdata.uspto.gov/data/patent/classification",,,"published patent application; pre-grant publication; pgpub; class; classification; subclass; subclassification"
"U.S. Master Classification File (MCF) / Patent Grant (Class Sequence) (1790 - April 2018)","Current U.S. classification information for all patent grants issued by the U.S. Patent and Trademark Office from 1790 to May 2018. Approximately 450 main divisions of technology, called classifications/classes, broken into approximately 150,000 subdivisions, called subclassifications/subclasses.","published","public","approved","community","href","subclassification,subclass,patent grant,patent,master classification file,classification,class,uspto,mcf","https://uspto.data.commerce.gov/d/uem8-j89j",,"2015-03-25T20:42:00.000","2020-01-10T17:17:00.000","uspto.data.commerce.gov","false","142","45",,,"Public Domain U.S. Government","Classifications",,,"true","US Patent and Trademark Office, Department of Commerce","1790-07-31/2018","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2009-12-16T00:00:00.000","https://www.uspto.gov/patents-application-process/patent-search/classification-standards-and-development","public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/classification/mcfclsandmcfpat.docx","R/P2M","EIP-5704P-OL","https://bulkdata.uspto.gov/data/patent/classification",,,"patent grant; class; classification; subclass; subclassification"
"U.S. Master Classification File (MCF) / Patent Grant (Patent Grant Sequence) (1790 - April 2018)","Current U.S. classification information for all patent grants issued by the U.S. Patent and Trademark Office from 1790 to May 2018. Approximately 450 main divisions of technology, called classifications/classes, broken into approximately 150,000 subdivisions, called subclassifications/subclasses.","published","public","approved","community","href","subclassification,subclass,patent grant,patent,master classification file,classification,class,uspto,mcf","https://uspto.data.commerce.gov/d/txd2-7u3p",,"2015-03-25T20:42:00.000","2020-01-10T17:13:00.000","uspto.data.commerce.gov","false","175","43",,,"Public Domain U.S. Government","Classifications",,,"true","US Patent and Trademark Office, Department of Commerce","1790-07-31/2018","Christopher Leithiser","IPD@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2009-12-16T00:00:00.000","https://www.uspto.gov/patents-application-process/patent-search/classification-standards-and-development","public","006:51","006:070","https://bulkdata.uspto.gov/data/patent/classification/mcfclsandmcfpat.docx","R/P2M","EIP-5703P-OL","https://bulkdata.uspto.gov/data/patent/classification",,,"patent grant; class; classification; subclass; subclassification"
"U.S._filers_2014","This tab-delimited file, assignees2014_5yr.tsv 1,876,658 bytes, prepared from the U.S. Patent and Trademark Office (USPTO), Technology Assessment and Forecast (TAF) database, displays a listing of organizations receiving the most utility patents (i.e., patents for invention) during the indicated 5 year time period. Each displayed annual count corresponds to the count of patents received in a calendar year (January 1 to December 31). It will import into a Microsoft Excel spreadsheet. Available here: https://eipweb.uspto.gov/PTMT/assignees2014_5yr.txt This file generally contains the contents of the PTMT report, DRILL-DOWN Utility Patent Report, Patenting by Geographic Origin (State and Country) - Breakout By Organization, available on the USPTO Web Site at: http://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","published","public","approved","community","filter","ptmt,taf,uspto,assessment,forecasting,monitoring,patent,patenting by companies,patenting by organizations,statistics,team,technology","https://uspto.data.commerce.gov/d/apaj-dzmw","https://uspto.data.commerce.gov/resource/apaj-dzmw.json","2015-12-07T20:35:00.000","2020-01-10T16:55:00.000","uspto.data.commerce.gov","true","958","548",,,"Public Domain U.S. Government","Patents/Patent Technology Monitoring Team",,,"true","US Patent and Trademark Office, Department of Commerce","2010-01-01/2014-12-31","Paul Harrison, Patent Technology Monitoring Team (PTMT)","OEIP@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2004-04-30T00:00:00.000","http://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","public","006:51","006:070","https://eipweb.uspto.gov/PTMT/readme_assignees2014_5yr.txt","R/P1Y","PTMT-0001a","http://www.uspto.gov/web/offices/ac/ido/oeip/taf/reports.htm",,,"Patent Grant"
"U.S._top_applicants_2010-2014","This tab-delimited file, assignees2014_5yr.tsv 1,876,658 bytes, prepared from the U.S. Patent and Trademark Office (USPTO), Technology Assessment and Forecast (TAF) database, displays a listing of organizations receiving the most utility patents (i.e., patents for invention) during the indicated 5 year time period. Each displayed annual count corresponds to the count of patents received in a calendar year (January 1 to December 31). It will import into a Microsoft Excel spreadsheet. Available here: https://eipweb.uspto.gov/PTMT/assignees2014_5yr.txt This file generally contains the contents of the PTMT report, DRILL-DOWN Utility Patent Report, Patenting by Geographic Origin (State and Country) - Breakout By Organization, available on the USPTO Web Site at: http://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","published","public","approved","community","filter","ptmt,taf,uspto,assessment,forecasting,monitoring,patent,patenting by companies,patenting by organizations,statistics,team,technology","https://uspto.data.commerce.gov/d/bj3p-h85d","https://uspto.data.commerce.gov/resource/bj3p-h85d.json","2015-12-07T20:42:00.000","2020-01-10T16:54:00.000","uspto.data.commerce.gov","true","883","167",,,"Public Domain U.S. Government","Patents/Patent Technology Monitoring Team",,,"true","US Patent and Trademark Office, Department of Commerce","2010-01-01/2014-12-31","Paul Harrison, Patent Technology Monitoring Team (PTMT)","OEIP@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2004-04-30T00:00:00.000","http://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","public","006:51","006:070","https://eipweb.uspto.gov/PTMT/readme_assignees2014_5yr.txt","R/P1Y","PTMT-0001a","http://www.uspto.gov/web/offices/ac/ido/oeip/taf/reports.htm",,,"Patent Grant"
"U.S._top_applicants_2014","This tab-delimited file, assignees2014_5yr.tsv 1,876,658 bytes, prepared from the U.S. Patent and Trademark Office (USPTO), Technology Assessment and Forecast (TAF) database, displays a listing of organizations receiving the most utility patents (i.e., patents for invention) during the indicated 5 year time period. Each displayed annual count corresponds to the count of patents received in a calendar year (January 1 to December 31). It will import into a Microsoft Excel spreadsheet. Available here: https://eipweb.uspto.gov/PTMT/assignees2014_5yr.txt This file generally contains the contents of the PTMT report, DRILL-DOWN Utility Patent Report, Patenting by Geographic Origin (State and Country) - Breakout By Organization, available on the USPTO Web Site at: http://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","published","public","approved","community","filter","ptmt,taf,uspto,assessment,forecasting,monitoring,patent,patenting by companies,patenting by organizations,statistics,team,technology","https://uspto.data.commerce.gov/d/y9nw-6ezy","https://uspto.data.commerce.gov/resource/y9nw-6ezy.json","2015-12-07T20:38:00.000","2020-01-10T16:55:00.000","uspto.data.commerce.gov","true","1243","213",,,"Public Domain U.S. Government","Patents/Patent Technology Monitoring Team",,,"true","US Patent and Trademark Office, Department of Commerce","2010-01-01/2014-12-31","Paul Harrison, Patent Technology Monitoring Team (PTMT)","OEIP@uspto.gov","http://creativecommons.org/publicdomain/mark/1.0","2004-04-30T00:00:00.000","http://www.uspto.gov/web/offices/ac/ido/oeip/taf/stcasg/regions_stcorg.htm","public","006:51","006:070","https://eipweb.uspto.gov/PTMT/readme_assignees2014_5yr.txt","R/P1Y","PTMT-0001a","http://www.uspto.gov/web/offices/ac/ido/oeip/taf/reports.htm",,,"Patent Grant"
"Unified Event API","USPTO sponsors/hosts a wide variety of public facing events daily. USPTO publishes information about these events on various sites. This API allows users to discover what the USPTO is doing. It allows users to search by date, location, and type of event.","published","public","approved","official","href","calendar,event,unified,uspto","https://uspto.data.commerce.gov/d/2xpe-qr3g",,"2020-01-30T19:04:00.000","2020-01-30T19:17:00.000","uspto.data.commerce.gov","false","2","0",,,"Public Domain U.S. Government","USPTO","https://developer.uspto.gov/api-catalog/unified-event-api",,"true","US Patent and Trademark Office, Department of Commerce","1/1/2020","Scott Beliveau","IPD@uspto.gov","Public Domain U.S. Government","2017-03-01T00:00:00.000","https://developer.uspto.gov/api-catalog/unified-event-api","public","006:51","006:070","https://events.api.uspto.gov/","R/P1D","ODP-UE-API","https://developer.uspto.gov/api-catalog",,"address","uspto unified event calendar api"
