"release_number","event_id","facility_id","site_name","address","city","zip","state","county","status","release_date","closure_date","no_further_action_type","contact","phone","email","latitude","longitude","latitude_longitude","release_source","release_cause","reimbursement_total","release_record_link"
"REL-011765","505","7114","Circle K Store #2744135","2985 N Taft Ave","Loveland","80538","CO","Larimer","Closed","2/3/1996","11/29/1996","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","40.422755","-105.097212","40.422755, -105.097212",,,,"https://socgov18.force.com/s/release/a183h000003KYJj"
"REL-003147","506","4412","Everyday Store #5714","12015 W Cedar Dr","Lakewood","80228","CO","Jefferson","Closed",,,"Administrative","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.71201","-105.133726","39.71201, -105.133726",,,,"https://socgov18.force.com/s/release/a183h000003KW4j"
"REL-009145","507","1418","Parks Shop","3950 W 72nd Ave","Westminster","80030","CO","Adams","Closed","5/26/1992","5/24/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.827287","-105.039216","39.827287, -105.039216",,,,"https://socgov18.force.com/s/release/a183h000003KXdT"
"REL-007081","508","6263","Joe L Gebauer Property","11515 Wadsworth Blvd","Broomfield","80020","CO","Broomfield","Closed","8/25/1993","6/2/2011","Tier II","Vinny Secondo","303-318-4357","cdle_ops_public_record_center@state.co.us","39.905616","-105.081873","39.905616, -105.081873",,,,"https://socgov18.force.com/s/release/a183h000003KX6B"
"REL-009910","509","273","Rifle Texaco","101 Railroad Ave","Rifle","81650","CO","Garfield","Closed","3/22/1990","5/30/2006","Tier II","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","39.529902","-107.783588","39.529902, -107.783588",,,,"https://socgov18.force.com/s/release/a183h000003KXpo"
"REL-003148","510","4412","Everyday Store #5714","12015 W Cedar Dr","Lakewood","80228","CO","Jefferson","Closed","12/16/1995","3/26/2012","Tier II","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","39.71201","-105.133726","39.71201, -105.133726",,,,"https://socgov18.force.com/s/release/a183h000003KW4k"
"REL-000933","511","7285","CDOT Kremmling 2","32156 Hwy 40","Kremmling","80459","CO","Grand","Closed","12/23/1991","12/21/1994","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","40.063977","-106.401572","40.063977, -106.401572",,,,"https://socgov18.force.com/s/release/a183h000003KVV1"
"REL-003601","512","8850","CCOD Fire Station #18","2207 Colorado Blvd","Denver","80205","CO","Denver","Closed","6/5/1992","9/24/1992","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.749497","-104.940775","39.749497, -104.940775",,,,"https://socgov18.force.com/s/release/a183h000003KWC3"
"REL-007229","513","12419","Kearn's Jeap Eagle Dealer","3211 S Broadway","Englewood","80110","CO","Arapahoe","Closed","10/28/1991","2/6/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.65845","-104.987982","39.65845, -104.987982",,,,"https://socgov18.force.com/s/release/a183h000003KX8Z"
"REL-003460","514","12138","Stark Property","4101 S Santa Fe Dr","Englewood","80110","CO","Arapahoe","Closed","9/29/1992","9/6/2016","Tier IV","Julia Fraser","303-318-8504","julia.fraser@state.co.us","39.641867","-105.006642","39.641867, -105.006642","Tank - corrosion",,,"https://socgov18.force.com/s/release/a183h000003KW9m"
"REL-012866","515","3569","Westley Holder Property","54 Rippy Ln","New Castle","81647","CO","Garfield","Closed",,,"Administrative","Dennis C. Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.554685","-107.569689","39.554685, -107.569689",,,,"https://socgov18.force.com/s/release/a183h000003KYbU"
"REL-009052","516","6272","O U R Center","50 E Rogers Rd","Longmont","80501","CO","Boulder","Closed","4/28/1992","8/15/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.163601","-105.090782","40.163601, -105.090782",,,,"https://socgov18.force.com/s/release/a183h000003KXby"
"REL-007026","517","10793","Jeppeson Sanderson Property","55 Inverness Dr E","Englewood","80112","CO","Arapahoe","Closed","7/12/1990","5/13/1996","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.575668","-104.85615","39.575668, -104.85615",,,,"https://socgov18.force.com/s/release/a183h000003KX5I"
"REL-003220","518","7679","CDOT Superior","7979 Marshall Rd","Louisville","80027","CO","Boulder","Closed","5/12/1992","1/19/1995","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.962239","-105.178105","39.962239, -105.178105",,,,"https://socgov18.force.com/s/release/a183h000003KW5u"
"REL-009280","519","9453","Alta Convenience #1281","13694 E Iliff Ave","Aurora","80014","CO","Arapahoe","Closed","7/18/2000",,"Administrative","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","39.674288","-104.831014","39.674288, -104.831014",,,,"https://socgov18.force.com/s/release/a183h000003KXfe"
"REL-008676","520","12813","Vallecito Marina","14810 La Plata CR 501","Bayfield","81122","CO","La Plata","Closed","9/7/1993","11/3/1994","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","37.396574","-107.562281","37.396574, -107.562281",,,,"https://socgov18.force.com/s/release/a183h000003KXVu"
"REL-001248","521","5759","Coors Distributing Co","1280 W 47th Ave","Denver","80211","CO","Denver","Closed","9/18/1995","5/23/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.781483","-105.003027","39.781483, -105.003027",,,,"https://socgov18.force.com/s/release/a183h000003KVa6"
"REL-005393","522","3809","1st Stop/Farm Crest","8108 N Academy Blvd","Colorado Springs","80920","CO","El Paso","Closed","1/17/1991","6/21/1994","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","38.949374","-104.804598","38.949374, -104.804598",,,,"https://socgov18.force.com/s/release/a183h000003KWex"
"REL-000652","524","11178","Barry & Bill Hinkhouse","47268 Rd U","Burlington","80807","CO","Kit Carson","Closed",,"8/12/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.286573","-102.292535","39.286573, -102.292535",,,,"https://socgov18.force.com/s/release/a183h000003KVQU"
"REL-011749","525","13185","Top Of Lift #3 Bust 14 Cr","Tiehack Mountain Ski Area","Aspen","81612","CO","Pitkin","Closed","2/11/1994","8/26/1994","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KYJT"
"REL-004406","526","4652","AT&T Frick Rs","17 Mi W Of Hwy 287 On Rd C","Lamar","81052","CO","Prowers","Closed","8/19/1992","12/29/1994","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KWP2"
"REL-009568","527","13951","Public Service","17th Ave","Denver","80204","CO","Denver","Closed","5/10/1990","5/10/1990","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.743949","-105.034596","39.743949, -105.034596",,,,"https://socgov18.force.com/s/release/a183h000003KXkI"
"REL-010810","529","872","Goodyear Auto Service Ctr #8171","1500 Hwy 50 W","Pueblo","81008","CO","Pueblo","Closed","3/4/1997","7/22/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","38.245695","-104.583758","38.245695, -104.583758",,,,"https://socgov18.force.com/s/release/a183h000003KY4K"
"REL-009952","530","1142","Rks Industries","1919 W Stanford Ave","Englewood","80110","CO","Arapahoe","Closed","3/27/1997","2/25/2000","Pre-RBCA","Scott Winters","303-318-4357","cdle_ops_public_record_center@state.co.us","39.635404","-105.012338","39.635404, -105.012338",,,,"https://socgov18.force.com/s/release/a183h000003KXqU"
"REL-005414","531","10213","Rudy's GTO","405 Edison St","Brush","80723","CO","Morgan","Implementing CAP","7/17/1989",,,"Kyle Campbell","303-318-4357","cdle_ops_public_record_center@state.co.us","40.255325","-103.623105","40.255325, -103.623105","Overfill - remote fill connector",,,"https://socgov18.force.com/s/release/a183h000003KWfI"
"REL-005545","532","10770","CIG Flank Compressor Station","Baca CR  16 Miles S","Stonington","81075","CO","Baca","Closed",,"7/30/1993","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KWhP"
"REL-008259","533","12708","Marvin Burroughs","450 Colfax Ave","Bennett","80102","CO","Adams","Closed","12/11/1991","2/7/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.755542","-104.42819","39.755542, -104.42819",,,,"https://socgov18.force.com/s/release/a183h000003KXPB"
"REL-011129","534","12416","Stepp Property","7661 W 52nd Ave","Arvada","80002","CO","Jefferson","Closed","7/19/1990","2/29/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.791255","-105.08165","39.791255, -105.08165",,,,"https://socgov18.force.com/s/release/a183h000003KY9T"
"REL-002861","536","8447","Clarys Service Station","223 S Hwy 85","Ault","80610","CO","Weld","Closed","1/29/1990","3/5/2014","Tier II","Orren Doss","303-318-4357","cdle_ops_public_record_center@state.co.us","40.58056","-104.731325","40.58056, -104.731325","Dispenser - other fittings",,,"https://socgov18.force.com/s/release/a183h000003KW07"
"REL-012566","538","6011","Vj's Deli","6163 E CR 16","Loveland","80537","CO","Larimer","Closed","5/20/1992","5/20/1992","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","40.363671","-104.98784","40.363671, -104.98784",,,,"https://socgov18.force.com/s/release/a183h000003KYWe"
"REL-008730","539","1148","Murray Motor Imports Co","4300 E Kentucky Ave","Denver","80222","CO","Denver","Closed","5/21/1991",,"Administrative","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.699511","-104.938222","39.699511, -104.938222",,,,"https://socgov18.force.com/s/release/a183h000003KXWm"
"REL-008728","540","4912","Murray Distributing Co","1505 W 3rd Ave","Denver","80223","CO","Denver","Closed","12/14/1990","7/28/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","39.722064","-105.006011","39.722064, -105.006011",,,,"https://socgov18.force.com/s/release/a183h000003KXWk"
"REL-007284","541","13259","Keystone Resort","1254 CR 150","Dillon","80435","CO","Summit","Closed","11/14/1994","6/9/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","39.58897","-105.994857","39.58897, -105.994857",,,,"https://socgov18.force.com/s/release/a183h000003KX9S"
"REL-006549","542","11808","Harbert Casting","1380 S Jason St","Denver","80223","CO","Denver","Closed","12/5/1989","7/27/2000","Pre-RBCA","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","39.691099","-104.998843","39.691099, -104.998843",,,,"https://socgov18.force.com/s/release/a183h000003KWxb"
"REL-011543","543","9497","Conoco #06390","1105 S Havana St","Aurora","80012","CO","Arapahoe","Closed","8/28/1989","5/11/1999","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.696033","-104.866386","39.696033, -104.866386",,,,"https://socgov18.force.com/s/release/a183h000003KYG9"
"REL-006328","544","7896","Grand Rental Center Inc","219 N Grand","Pueblo","81003","CO","Pueblo","Closed","2/20/1993","12/17/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","38.269468","-104.61177","38.269468, -104.61177",,,,"https://socgov18.force.com/s/release/a183h000003KWu2"
"REL-005342","545","13591","FE Warren Atlas Missile Site #9","Missile Site #9","Hereford","80732","CO","Weld","Closed",,"8/29/1996","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KWe8"
"REL-002760","547","11176","Allied Waste Transportation Inc.","410 Orchard St","Golden","80401","CO","Jefferson","Closed","9/15/1992","12/1/1992","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.722147","-105.17822","39.722147, -105.17822",,,,"https://socgov18.force.com/s/release/a183h000003KVyU"
"REL-002740","548","10255","Conoco #06370","1601 Hwy 287","Broomfield","80020","CO","Broomfield","Closed","7/19/1989","1/24/2017","Tier III","Vinny Secondo","303-318-4357","cdle_ops_public_record_center@state.co.us","39.918753","-105.089157","39.918753, -105.089157",,,,"https://socgov18.force.com/s/release/a183h000003KVyA"
"REL-011833","549","2960","Diamond Shamrock 4131","303 Lashley St","Longmont","80501","CO","Boulder","Closed","10/4/1993","7/3/2003","Pre-RBCA","Mahesh Albuquerque","303-318-4357","cdle_ops_public_record_center@state.co.us","40.164193","-105.08829","40.164193, -105.08829",,,,"https://socgov18.force.com/s/release/a183h000003KYKp"
"REL-003547","550","4861","Case Power & Equipment","18000 E 22nd Ave","Aurora","80011","CO","Adams","Closed","11/9/1992","8/27/1999","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.748232","-104.77751","39.748232, -104.77751",,,,"https://socgov18.force.com/s/release/a183h000003KWBB"
"REL-005477","552","1939","New Burn Pit","8200 E Martin Luther King Blvd","Denver","80207","CO","Denver","Closed","3/26/1998","3/26/1998","Pre-RBCA","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us","39.760079","-104.898961","39.760079, -104.898961",,,,"https://socgov18.force.com/s/release/a183h000003KWgJ"
"REL-005531","553","8409","Firehouse Car Wash","1801 E Colfax Ave","Denver","80218","CO","Denver","Closed","10/19/1989","5/4/2000","Pre-RBCA","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","39.740334","-104.965563","39.740334, -104.965563",,,,"https://socgov18.force.com/s/release/a183h000003KWhB"
"REL-008681","554","12141","Mountain States T&t","507 Center Cir","Silverthorne","80498","CO","Summit","Closed","4/15/1991",,"Administrative","Orren Doss","303-318-4357","cdle_ops_public_record_center@state.co.us","39.635245","-106.074133","39.635245, -106.074133",,,,"https://socgov18.force.com/s/release/a183h000003KXVz"
"REL-004839","555","11120","Albert Wedell","168 Federal Blvd","Denver","80219","CO","Denver","Closed",,"1/1/1876","Pre-RBCA","Scott Winters","303-318-4357","cdle_ops_public_record_center@state.co.us","39.719814","-105.024841","39.719814, -105.024841",,,,"https://socgov18.force.com/s/release/a183h000003KWW1"
"REL-000568","557","12396","Artistic Plumbing","2655 Downing St","Denver","80205","CO","Denver","Closed","2/1/1993","1/9/2004","Tier I","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.755511","-104.97369","39.755511, -104.97369",,,,"https://socgov18.force.com/s/release/a183h000003KVP8"
"REL-000945","558","7638","CDOT Raymer","335 Thomas St","New Raymer","80742","CO","Weld","Closed","9/27/1989","7/9/2012","Tier I","Dawn Anderson","303-318-4357","cdle_ops_public_record_center@state.co.us","40.605021","-103.844726","40.605021, -103.844726","Overfill - spill bucket",,,"https://socgov18.force.com/s/release/a183h000003KVVD"
"REL-012411","559","12682","Vacant Lot","218 S Conejos","Colorado Springs","80903","CO","El Paso","Closed","1/31/1992","3/12/1992","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","38.82878","-104.831704","38.82878, -104.831704",,,,"https://socgov18.force.com/s/release/a183h000003KYU9"
"REL-009383","560","5706","Pikes Peak District","4330 Mark Dabling Blvd","Colorado Springs","80907","CO","El Paso","Closed","10/19/1993","1/6/1994","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","38.893806","-104.826349","38.893806, -104.826349",,,,"https://socgov18.force.com/s/release/a183h000003KXhJ"
"REL-001622","561","11395","Windish Auto & RV Center","11225 W 6th Ave","Lakewood","80215","CO","Jefferson","Closed","2/26/1992","6/3/1996","Pre-RBCA","Mark Walker","303-318-4357","cdle_ops_public_record_center@state.co.us","39.726319","-105.124398","39.726319, -105.124398",,,,"https://socgov18.force.com/s/release/a183h000003KVg8"
"REL-004807","562","7267","Accutronics","3200 S Zuni","Englewood","80110","CO","Arapahoe","Closed",,"11/3/1995","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.658447","-105.015172","39.658447, -105.015172",,,,"https://socgov18.force.com/s/release/a183h000003KWVV"
"REL-010745","563","12910","Shurfast Convenience Store","3700 Cleveland Ave","Wellington","80549","CO","Larimer","Closed","9/9/1993","5/8/1995","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","40.704195","-105.007388","40.704195, -105.007388",,,,"https://socgov18.force.com/s/release/a183h000003KY3H"
"REL-000370","564","4857","7-Eleven #23603","105 Knox Ct","Denver","80219","CO","Denver","Closed","8/2/1990","11/12/1999","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.718459","-105.032946","39.718459, -105.032946",,,,"https://socgov18.force.com/s/release/a183h000003KVLw"
"REL-009339","565","13245","Phillips 66 #13014","1401 Wadsworth Blvd","Lakewood","80215","CO","Jefferson","Closed","9/22/1994","7/10/1998","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","39.738528","-105.081475","39.738528, -105.081475",,,,"https://socgov18.force.com/s/release/a183h000003KXgb"
"REL-008796","566","2195","Natkin & Co","2820 S Zuni St","Englewood","80110","CO","Arapahoe","Closed","11/14/1989","4/25/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.666418","-105.015127","39.666418, -105.015127",,,,"https://socgov18.force.com/s/release/a183h000003KXXq"
"REL-004184","567","14039","Blakeland Industrial Park","8257 Blakeland Dr Lot #4","Littleton","80125","CO","Douglas","Closed","2/23/1990","12/15/1994","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.560803","-105.037148","39.560803, -105.037148",,,,"https://socgov18.force.com/s/release/a183h000003KWLS"
"REL-012709","568","11391","Weitzel & Sons Exvavating Inc","225 S Taft Hill Rd","Fort Collins","80521","CO","Larimer","Closed","2/1/1990","10/31/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.584612","-105.115939","40.584612, -105.115939",,,,"https://socgov18.force.com/s/release/a183h000003KYYx"
"REL-000448","569","3965","Adams School District","9451 N Washington St","Thornton","80229","CO","Adams","Closed","4/5/1990","12/1/1997","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.869409","-104.977539","39.869409, -104.977539",,,,"https://socgov18.force.com/s/release/a183h000003KVNC"
"REL-007969","570","7853","Longmont Toyota Inc","116 S Main St","Longmont","80501","CO","Boulder","Closed","7/24/1990","9/18/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.157867","-105.102171","40.157867, -105.102171",,,,"https://socgov18.force.com/s/release/a183h000003KXKV"
"REL-003702","571","13437","Cafe West","Buttermilk Ski Area","Aspen","81611","CO","Pitkin","Closed",,"4/10/1995","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.20578","-106.860409","39.20578, -106.860409",,,,"https://socgov18.force.com/s/release/a183h000003KWDg"
"REL-000730","573","13861","Boselli Property","1716 W 72nd Ave","Westminster","80030","CO","Adams","Closed","3/12/1997","11/26/1999","Pre-RBCA","Scott Winters","303-318-4357","cdle_ops_public_record_center@state.co.us","39.826918","-105.007543","39.826918, -105.007543",,,,"https://socgov18.force.com/s/release/a183h000003KVRk"
"REL-007373","574","5762","Kmart Corp","2665 W Eisenhower","Loveland","80537","CO","Larimer","Closed",,"5/28/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","40.40858","-105.111308","40.40858, -105.111308",,,,"https://socgov18.force.com/s/release/a183h000003KXAt"
"REL-012204","575","12099","University Of Colorado","Folson & Colorado Ave","Boulder","80309","CO","Boulder","Closed",,"7/8/1991","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.0075","-105.26389","40.0075, -105.26389",,,,"https://socgov18.force.com/s/release/a183h000003KYQo"
"REL-008511","576","5799","DU Conoco Food Store","2001 S University Blvd","Denver","80210","CO","Denver","Closed","7/30/1993","1/26/2018","Tier II","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","39.679925","-104.959939","39.679925, -104.959939",,,,"https://socgov18.force.com/s/release/a183h000003KXTF"
"REL-003548","577","4861","Case Power & Equipment","18000 E 22nd Ave","Aurora","80011","CO","Adams","Closed","3/10/1993","11/30/1994","Pre-RBCA","Doug Pratto","303-318-4357","cdle_ops_public_record_center@state.co.us","39.748232","-104.77751","39.748232, -104.77751",,,,"https://socgov18.force.com/s/release/a183h000003KWBC"
"REL-005533","579","8848","Flagler Farmers Co-Op","16 E 4th St","Flagler","80815","CO","Kit Carson","Closed","2/6/1995","7/11/2016","Tier I","Vinny Secondo","303-318-4357","cdle_ops_public_record_center@state.co.us","39.292435","-103.067608","39.292435, -103.067608",,,,"https://socgov18.force.com/s/release/a183h000003KWhD"
"REL-000674","580","10896","Beeman's Gas & Grocery Inc","5587 Hwy 85","Sedalia","80135","CO","Douglas","Closed","2/15/1997","1/6/2000","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.438347","-104.960687","39.438347, -104.960687",,,,"https://socgov18.force.com/s/release/a183h000003KVQq"
"REL-008470","581","13096","Mildred Abercrombie","473 Melody Ln","Grand Junction","81501","CO","Mesa","Closed","5/4/1994","5/27/1994","Pre-RBCA","Donna Stoner","303-318-4357","cdle_ops_public_record_center@state.co.us","39.073696","-108.517448","39.073696, -108.517448",,,,"https://socgov18.force.com/s/release/a183h000003KXSa"
"REL-005630","582","548","Circle K Store #2709846","10963 W I-25 Frontage Rd","Longmont","80504","CO","Weld","Closed","12/7/1990","2/22/2005","Tier I","John Gould","303-318-4357","cdle_ops_public_record_center@state.co.us","40.160232","-104.980454","40.160232, -104.980454",,,,"https://socgov18.force.com/s/release/a183h000003KWim"
"REL-000675","583","10896","Beeman's Gas & Grocery Inc","5587 Hwy 85","Sedalia","80135","CO","Douglas","Closed","5/8/1995","1/6/2000","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.438347","-104.960687","39.438347, -104.960687",,,,"https://socgov18.force.com/s/release/a183h000003KVQr"
"REL-010206","584","2767","Safety Kleen Corp 6-052-04","2841 E 4th St","Pueblo","81001","CO","Pueblo","Closed","5/14/1990","7/27/1992","Pre-RBCA","Lisa Weers","303-318-4357","cdle_ops_public_record_center@state.co.us","38.27305","-104.559378","38.27305, -104.559378",,,,"https://socgov18.force.com/s/release/a183h000003KXua"
"REL-000432","585","14142","Abandoned UST","2868 S Broadway","Denver","80216","CO","Denver","Closed","8/23/1990","8/23/1990","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.716578","-104.98748","39.716578, -104.98748",,,,"https://socgov18.force.com/s/release/a183h000003KVMw"
"REL-007516","586","5440","Kwik Pik","2631 W Vine Dr","Fort Collins","80521","CO","Larimer","Closed","9/2/1993","1/23/1995","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us","40.59645","-105.125428","40.59645, -105.125428",,,,"https://socgov18.force.com/s/release/a183h000003KXDC"
"REL-005334","587","15830","Amoco #8580","5950 S Holly St","Englewood","80111","CO","Arapahoe","Closed","2/26/1993","10/30/2014","Tier II","Jennifer Strauss","303-318-4357","cdle_ops_public_record_center@state.co.us","39.608601","-104.922356","39.608601, -104.922356","Unknown",,,"https://socgov18.force.com/s/release/a183h000003KWe0"
"REL-012767","588","13733","Western Coal Carrier","5 Mi SE On Rcr 27  Box G","Hayden","81639","CO","Routt","Closed","6/26/1996","5/8/1998","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KYZt"
"REL-010632","589","10850","Circle K Store #2740675","2715 W Colorado Ave","Colorado Springs","80904","CO","El Paso","Closed","6/23/1989","3/21/2017","Tier I","Rob Herbert","303-318-4357","cdle_ops_public_record_center@state.co.us","38.849217","-104.866611","38.849217, -104.866611",,,,"https://socgov18.force.com/s/release/a183h000003KY1S"
"REL-001354","591","13700","Denver Merchandise Mart","5945 Washington St","Denver","80216","CO","Denver","Closed",,"6/24/1997","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.804224","-104.97974","39.804224, -104.97974",,,,"https://socgov18.force.com/s/release/a183h000003KVbo"
"REL-008039","592","5708","Loveland Ski Areas","45 Hwy 6","Georgetown","80444","CO","Clear Creek","Closed","7/11/1996","9/6/2006","Tier I","Bobby Sonnier","303-318-4357","cdle_ops_public_record_center@state.co.us","39.66752","-105.90689","39.66752, -105.90689","Dispenser",,,"https://socgov18.force.com/s/release/a183h000003KXLd"
"REL-003696","593","824","C & M Concrete","4700 N 109th Ave","Lafayette","80026","CO","Boulder","Closed","2/13/1992","1/14/1994","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.060067","-105.097974","40.060067, -105.097974",,,,"https://socgov18.force.com/s/release/a183h000003KWDa"
"REL-002634","594","819","Steve Reimer Tire","215 N 3rd St","Grand Junction","81501","CO","Mesa","Closed",,"1/26/1996","Pre-RBCA","Kathy Wahlberg","303-318-4357","cdle_ops_public_record_center@state.co.us","39.068631","-108.568182","39.068631, -108.568182",,,,"https://socgov18.force.com/s/release/a183h000003KVwS"
"REL-004059","595","3005","Okon Inc","6000 W 13th Ave","Lakewood","80214","CO","Jefferson","Closed",,"4/7/2000","Pre-RBCA","Scott Pieratt","303-318-4357","cdle_ops_public_record_center@state.co.us","39.736391","-105.062987","39.736391, -105.062987",,,,"https://socgov18.force.com/s/release/a183h000003KWJR"
"REL-006525","596","11724","Hamilton Trust","6750 S Lima St","Englewood","80112","CO","Arapahoe","Closed",,"10/30/1990","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.593778","-104.85523","39.593778, -104.85523",,,,"https://socgov18.force.com/s/release/a183h000003KWxD"
"REL-004461","597","4610","AT&T Truckton Rs","33 Mi SW Of Truckton","Colorado Springs","80907","CO","El Paso","Closed","8/31/1993","11/28/1994","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KWPv"
"REL-007742","598","10732","Western Distributing","6655 York St","Denver","80229","CO","Adams","Closed","7/22/1996","6/27/1997","Pre-RBCA","Marilyn Hajicek","303-318-4357","cdle_ops_public_record_center@state.co.us","39.817276","-104.960272","39.817276, -104.960272",,,,"https://socgov18.force.com/s/release/a183h000003KXGq"
"REL-003773","599","5547","City Of Canon City Fueling Fac","330 Royal Gorge Blvd","Canon City","81212","CO","Fremont","Closed","2/18/1994","4/5/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","38.438857","-105.241481","38.438857, -105.241481",,,,"https://socgov18.force.com/s/release/a183h000003KWEp"
"REL-005077","600","11182","8th Ave Conoco Service","2527 S 8th Ave","Greeley","80631","CO","Weld","Closed","12/18/1990","7/15/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.395752","-104.6916","40.395752, -104.6916",,,,"https://socgov18.force.com/s/release/a183h000003KWZr"
