"entityid","entityname","principaladdress1","principalcity","principalstate","principalzipcode","principalcountry","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzipcode","mailingcountry","entitystatus","jurisdictonofformation","entitytype","agentfirstname","agentmiddlename","agentlastname","agentsuffix","agentorganizationname","agentprincipaladdress1","agentprincipaladdress2","agentprincipalcity","agentprincipalstate","agentprincipalzipcode","agentprincipalcountry","agentmailingaddress1","agentmailingaddress2","agentmailingcity","agentmailingstate","agentmailingzipcode","agentmailingcountry","entityformdate"
"20141678031","Foster Morrison Consulting Ltd.","10298 Boulder Ridge Dr","Peyton","CO","80831","US",,,,,,,"Good Standing","CO","Limited Liability Company","Christopher",,"Morrison",,,"10298 Boulder Ridge Dr",,"Peyton","CO","80831","US","10298","Boulder Ridge Dr","Peyton","CO","80831","US","2014-11-04T00:00:00.000"
"20211403801","63 Hay Barn LLC","813 Main Avenue","Durango","CO","81301","US",,,,,,,"Noncompliant","CO","Limited Liability Company","Mike",,"Sutter",,,"813 Main Avenue","Suite 207","Durango","CO","81301","US","PO BOX 2103",,"Bayfield","CO","81122","US","2021-04-26T00:00:00.000"
"20131567655","AFS MEI USA HOLDINGS, INC.","5201 W Kennedy Blvd","Yampa","FL","33609","US",,,,,,,"Good Standing","DE","Foreign Corporation",,,,,"C T Corporation System","7700 E ARAPAHOE RD STE 220",,"CENTENNIAL","CO","80112-1268","US",,,,,,,"2013-09-30T00:00:00.000"
"20141687014","Fastly, Inc","475 Brannan Street,","San Francisco","CA","94107","US",,,,,,"US","Good Standing","DE","Foreign Corporation",,,,,"C T Corporation System","7700 E Arapahoe Rd, STE 220",,"Centennial","CO","80112","US",,,,,,,"2014-11-10T00:00:00.000"
"20141704687","Eric L. Davis Engineering, Inc.","120 E. Main St.","Forney","TX","75126","US","120 E. Main St.",,"Forney","TX","75126","US","Good Standing","TX","Foreign Corporation",,,,,"InCorp Services, Inc.","36 South 18th Avenue, Suite D",,"Brighton","CO","80601","US","36 South 18th Avenue, Suite D",,"Brighton","CO","80601","US","2014-11-21T00:00:00.000"
"20141765159","Cottonwood Real Estate LLC","1640 South Albion Street, #203","Denver","CO","80222","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"LawHedge","6105 S. Main Street, Suite 200",,"Aurora","CO","80016","US",,,,,,,"2014-12-18T00:00:00.000"
"20141773759","Community Health Center, Inc","635 Main Street","Middletown","CT","06457","US","575 Main Street","2nd floor","Middletown","CT","06457","US","Good Standing","CT","Foreign Nonprofit Corporation",,,,,"Corporation Service Company","1900 W. Littleton Boulevard",,"Littleton","CO","80120","US","7716 Old Canton Rd Suite C",,"Madison","CO","39110","US","2014-12-23T00:00:00.000"
"20141779507","MARTINEZ & SON'S REMODELING,  LLC.","7040","Westminster","CO","80030","US","7040","Bryant Way","Westminster","CO","80030","US","Good Standing","CO","Limited Liability Company","MAURO",,"MARTINEZ",,,"7040","Bryant Way","Westminster","CO","80030","US","7040","Bryant Way","Westminster","CO","80030","US","2014-12-24T00:00:00.000"
"20141791009","TaRP Ent, LLC","3555 N. Prospect St., Ste 200","Colorado Springs","CO","80907","US","3555 N. Prospect St., Ste 200","C/O Krafted Homes, Inc","Colorado Springs","CO","80907","US","Good Standing","CO","Limited Liability Company","Paul",,"Hockersmith",,,"3555 N. Prospect St., Ste 200","C/O Krafted Homes, Inc","Colorado Springs","CO","80907","US","4755 Sandstone Drive","C/O Krafted Homes, Inc","Monument","CO","80132","US","2014-12-29T00:00:00.000"
"20131578630","Swadley, LLC","24 S. Kendrick Ct.","Golden","CO","80401","US",,,,,,,"Good Standing","CO","Limited Liability Company","Greggory",,"Carnicello",,,"24 S. Kendrick Ct.",,"Golden","CO","80401","US","24 S KENDRICK CT",,"GOLDEN","CO","80401","US","2013-10-04T00:00:00.000"
"20151031172","Summit Restaurant Development, LLC","7490 Clubhouse Road","Boulder","CO","80301","US",,,,,,,"Good Standing","CO","Limited Liability Company","Dewey","R.","Brown",,,"7490 Clubhouse Road","2nd Floor","Boulder","CO","80301","US",,,,,,,"2015-01-15T00:00:00.000"
"20151031226","LBE Restaurant Development, LLC","7490 Clubhouse Road","Boulder","CO","80301","US",,,,,,,"Good Standing","CO","Limited Liability Company","Dewey","R.","Brown",,,"7490 Clubhouse Road","2nd Floor","Boulder","CO","80301","US",,,,,,,"2015-01-15T00:00:00.000"
"20151039088","Our Three Sons, LLC","6125 Vacquero Cir.","Castle Pines No.","CO","80108","US",,,,,,,"Good Standing","CO","Limited Liability Company","Elba","Caridad","Lasoncel",,,"6125 Vacquero Cir.",,"Castle Pines No.","CO","80108","US","6125 Vacquero Circle",,"Castle Pines North","CO","80108","US","2015-02-01T00:00:00.000"
"20151039155","Dream High, LLC","6125 Vacquero Cir.","Castle Pines No.","CO","80108","US",,,,,,,"Good Standing","CO","Limited Liability Company","Elba","Caridad","Lasoncel",,,"6125 Vacquero Cir.",,"Castle Pines No.","CO","80108","US",,,,,,,"2015-02-01T00:00:00.000"
"20151039206","Gege's Chateau, LLC","6125 Vacquero Cir.","Castle Pines No.","CO","80108","US",,,,,,,"Good Standing","CO","Limited Liability Company","Elba","Caridad","Lasoncel",,,"6125 Vacquero Cir.",,"Castle Pines No.","CO","80108","US",,,,,,,"2015-02-01T00:00:00.000"
"20131583203","St Michael's Parish","3009 E. 10th ave","Denver","CO","80206","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","Gary",,"Michael",,,"3009 E. 10th ave",,"Denver","CO","80206","US","6870 W 52nd Ave Ste 203","Ste 203","Arvada","CO","80002","US","2013-10-08T00:00:00.000"
"20151050997","EG HOME SOLUTIONS LLC, Delinquent November 1, 2017","9850 Federal Blvd Lot 180","Denver","CO","80260","US","9850 Federal Blvd Lot 180",,"Denver","CO","80260","US","Delinquent","CO","Limited Liability Company","EDGAR",,"SANTIAGO",,,"9850 Federal Blvd Lot 180",,"Denver","CO","80260","US","9850 Federal Blvd Lot 180",,"Denver","CO","80260","US","2015-01-23T00:00:00.000"
"20151082784","Gigoux Holdings, LLC","PO Box 1962","Grand Junction","CO","81502","US","P.O.  Box 1962",,"Grand Junction","CO","81502","US","Good Standing","CO","Limited Liability Company","Gerald","G.","Gigoux",,,"PO Box 1962",,"Grand Junction","CO","81502","US","1942 1/2 S BROADWAY",,"GRAND JCT","CO","81507-8502","US","2015-02-02T00:00:00.000"
"20151086714","Turntable Antiques, Dissolved February 8, 2022","44455 Peak to Peak Hwy","Ward","CO","80481","US","6616 Fuller Dr",,"Bokeelia","FL","33922","US","Voluntarily Dissolved","CO","Limited Liability Company","Emanuelle","I","Maloutas",,,"44455 Peak to Peak Hwy","po Box 151","Ward","CO","80481","US","po box 151",,"Ward","CO","80481","US","2015-02-03T00:00:00.000"
"20151087936","2332 Pinyon Jay dr, Dissolved February 8, 2022","2332 Pinyon jay dr","Colorado Springs","CO","80951","US","93 Ellendale st",,"Castle Rock","CO","80104","US","Voluntarily Dissolved","CO","Limited Liability Company","Eric",,"Richards",,,"93 Ellendale st",,"Castle Rock","CO","80104","US","93 Ellendale st",,"Castle Rock","CO","80104","US","2015-02-04T00:00:00.000"
"20131587514","Jabber Jaw Telecom","2041 North Hwy 83, Unit E","Franktown","CO","8011160755","US","2041 N. Hwy 83, Unit E","P.O. Box 0755","Franktown","CO","80116","US","Good Standing","CO","Limited Liability Company","Steve","D","Savickas",,,"2041 North Hwy 83, Unit E","PO Box 0755","Franktown","CO","801160755","US","2041 N. Hwy 83, Unit E","PO box 0755","Franktown","CO","80116","US","2013-10-10T00:00:00.000"
"20151092506","Best Counseling, Inc.","200 S. Sheridan Blvd,","Denver","CO","80226","US",,,,,,,"Good Standing","CO","Corporation","Linda",,"Armijo",,,"200 S. Sheridan Blvd","Suite B-1","Denver","CO","80226","US",,,,,,,"2015-02-06T00:00:00.000"
"20211403811","POUNCE N BOUNCE LLC","2820 GOMER AVE","Colorado Springs","CO","80910","US",,,,,,,"Noncompliant","CO","Limited Liability Company",,,,,"LEGALINC CORPORATE SERVICES INC.","1155 KELLY JOHNSON BLVD","SUITE 111","COLORADO SPRINGS","CO","80920","US",,,,,,,"2021-04-26T00:00:00.000"
"20151101333","John R. Burris Medical Consulting, LLC","601 16th St.","Golden","CO","80401","US","601 16th St.","Suite C-337","Golden","CO","80401","US","Good Standing","CO","Limited Liability Company","John","R.","Burris",,,"601 16th St.","Suite C-337","Golden","CO","80401","US",,,,,,,"2015-02-11T00:00:00.000"
"20151114706","Lavishly Lemon LLC","7503 S. Overlook Way","Littleton","CO","80128","US","7503 S. Overlook Way",,"Littleton","CO","80128","US","Good Standing","CO","Limited Liability Company","Lauren","S","Reese",,,"7503 S. Overlook Way",,"Littleton","CO","80128","US","3121 Westpointe Dr","#502","New Braunfels","CO","78132","US","2015-02-19T00:00:00.000"
"20151137862","FOSTER GAP, INC.","9590 POLO CLUB COURT","Littleton","CO","80125","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","RAY","AARON","PADILLA",,,"9590 Polo Club Court",,"Littleton","CO","80125","US",,,,,,,"2015-02-25T00:00:00.000"
"20151165563","AIBAO WEDDING LTD.","320 S MAIN ST","Hasty","CO","81044","US",,,,,,,"Good Standing","CO","Corporation","ZHONGLIANG",,"DENG",,,"320 S MAIN ST",,"HASTY","CO","81044","US",,,,,,,"2015-03-06T00:00:00.000"
"20151173276","A&E Custom Metal Fabrication and Welding LLC","2002 Chama Ave","Loveland","CO","80538","US","PO Box 1794",,"Loveland","CO","80539","US","Good Standing","CO","Limited Liability Company","Sara","Elizabeth","Shipler",,,"2002 Chama Ave",,"Loveland","CO","80538","US","PO Box 1794",,"Loveland","CO","80539","US","2015-03-10T00:00:00.000"
"20151187510","MD Rep Track, Inc.","7555 E. Hampden Ave., Suite 225","Denver","CO","80231","US","101 E. Kennedy Blvd., Suite 1165",,"Yampa","FL","33602","US","Good Standing","DE","Foreign Corporation","George","Scott","Binder",,,"10873 Valleybrook Cir",,"Highlands Ranch","CO","80130","US","10873 Valleybrook Cir","10873 Valleybrook Circle","Highlands Ranch","CO","80130","US","2015-03-19T00:00:00.000"
"20051471260","ANDERSON FINANCIAL, INC","8400 E Prentice Ave","Greenwood Village","CO","80111","US",,,,,,,"Good Standing","CO","Corporation","David","Lloyd","Anderson",,,"4545 S Monaco St","Unit 152","Denver","CO","80237","US","4545 S Monaco St","Unit 152","Denver","CO","80237","US","2006-01-01T00:00:00.000"
"20151219111","Trinity Construction Group","3551 Buffalo Ave","Broomfield","CO","80020","US","3001 Laurel Park Ln","Unit 108","Kissimmee","CO","80021","US","Good Standing","CO","Limited Liability Company","Gerald","Paul","Kriete",,,"3551 Buffalo Ave",,"Broomfield","CO","80020","US","3001 Laurel Park Ln","Unit 108","Kissimmee","CO","34741","US","2015-03-28T00:00:00.000"
"20151220995","Capable Gal LLC","150 Murray St. #883","Niwot","CO","80544","US",,,,,,,"Good Standing","CO","Limited Liability Company","Rachel","Jessica","Raabe",,,"150 Murray St. #883",,"Niwot","CO","80544","US",,,,,,,"2015-03-29T00:00:00.000"
"20131601417","I.C.E. Mechanical, LLC","P.O. Box  620254","Littleton","CO","80127","US","12230 Washington Center Pkwy","251","Thornton","CO","80241","US","Good Standing","CO","Limited Liability Company","John",,"Gomez",,,"12230 Washingtin Center Parkway",,"Thornton","CO","80241","US","12230 Washington Center Pkwy","251","Thornton","CO","80241","US","2013-10-22T00:00:00.000"
"20151244201","Invigorate Biofeedback Stress Reduction And Wellness Therapy, LLC","5215 S. Washington St.","Littleton","CO","80121","US","5215 S Washington ST",,"Littleton","CO","80121","US","Good Standing","CO","Limited Liability Company","Patricia","Ann","Paro'",,,"5215 S. Washington St.",,"Littleton","CO","80121","US","5215 S Washington ST",,"Littleton CO","CO","80121","US","2015-04-07T00:00:00.000"
"20131617602","CAMPBELL LLC","202 Parker St","Lewellen","NE","69147","US","PO Box 97",,"Lewellen","NE","69147","US","Good Standing","CO","Limited Liability Company","Christine",,"Campbell",,,"12177 W. 62nd Avenue",,"Arvada","CO","80004","US",,,,,,,"2013-10-25T00:00:00.000"
"20131623512","AKS, Inc.","0175 Hurd Lane","Avon","CO","81620","US","PO Box 9710",,"Avon","CO","81620","US","Good Standing","CO","Corporation","Christine","A.","Spaeth",,,"194 Mesa Drive",,"Eagle","CO","81631","US","PO Box 3717",,"Eagle","CO","81631","US","2014-01-01T00:00:00.000"
"20151321049","CLEAR VISION PROPERTY INVESTMENTS, LLC","5720 N COUNTY ROAD 15","Fort Collins","CO","80524-9509","US",,,,,,,"Good Standing","CO","Limited Liability Company","GREGORY","L","NICKERSON",,,"5720 N COUNTY ROAD 15",,"FORT COLLINS","CO","80524-9509","US","5720 North County Road 15",,"FORT COLLINS","CO","80524","US","2015-05-13T00:00:00.000"
"20131645200","6163 Holland LLC","6883 Garland Street","Arvada","CO","80004","US",,,,,,,"Good Standing","CO","Limited Liability Company","Gerald","E","LeCocq",,,"6883 Garland Street",,"Arvada","CO","80004","US","6883 Garland Street","6883 Garland Street","Arvada","CO","80004","US","2013-11-06T00:00:00.000"
"20131652774","Trainor Cattle Company","31390 East Quincy Ave","Watkins","CO","80137","US",,,,,,,"Good Standing","CO","Corporation","Nicholas","James","Trainor",,,"31390 East Quincy",,"Watkins","CO","80137","US","31390 east quincy ave",,"watkins","CO","80137","US","2013-11-12T00:00:00.000"
"20151375746","BrYan's Specialties, LLC, Dissolved February 8, 2022","7474 Manistique Drive","Colorado Springs","CO","80923","US","530 Mohawk Dr","Apt 85","Boulder","CO","80303","US","Voluntarily Dissolved","CO","Limited Liability Company","Brian",,"Andrews",,,"7447 Manistique Drive",,"Colorado Springs","CO","80923","US",,,,,,,"2015-06-05T00:00:00.000"
"20131664298","Organic Food Worx","395 Clark Ave #A","Paonia","CO","81428","US","41074 Lamborn Dr",,"Paonia","CO","81428","US","Good Standing","CO","Limited Liability Company",,,,,"Organic Food Worx","395 Clark Ave #A",,"Paonia","CO","81428","US","41074 Lamborn Dr",,"Paonia","CO","81428","US","2013-11-20T00:00:00.000"
"20151479337","By Design Gems, LLC, Dissolved February 8, 2022","2518 West Colorado Ave","Colorado Springs","CO","80904","US","P O Box 6130",,"Colorado Springs","CO","80934","US","Voluntarily Dissolved","CO","Limited Liability Company","Bonnie",,"Flynn",,,"2518 West Colorado Ave","Apt B","Colorado Springs","CO","80904","US","P O Box 6130",,"Colorado Springs","CO","80934","US","2015-07-24T00:00:00.000"
"20151513433","B&M Hansen Construction, LLC","1129 Pando Avenue","Colorado Springs","CO","80905","US","1129 Pando Avenue",,"Colorado Springs","CO","80905","US","Good Standing","CO","Limited Liability Company","Zachary","R","Hansen",,,"1129 Pando Avenue",,"Colorado Springs","CO","80905","US",,,,,,,"2015-08-07T00:00:00.000"
"20151549861","Helper's Handyman Services, LLC.","10910 Cherry Creek Ct","Parker","CO","80138","US","10910 Cherry Creek Ct",,"Parker","CO","80138","US","Good Standing","CO","Limited Liability Company","Kenneth",,"Jansma",,,"10910 Cherry Creek Ct",,"Parker","CO","80138","US","10910 CHERRY CREEK CT",,"PARKER","CO","80138","US","2015-08-25T00:00:00.000"
"20151591704","jon montoyas body paint shop llc","4080 chamberlin s","Colorado Sp","CO","80906","US",,,,,,"US","Good Standing","CO","Limited Liability Company","jon","c","montoya",,,"4080 chamberlin s",,"colorado sp","CO","80906","US",,,,,,,"2015-09-14T00:00:00.000"
"20151337731","RD Williams Company LLC","828 East College Street","Bowdon","GA","30108","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"The Thompson Law Firm","600 17th Street","Suite 2800 South","Denver","CO","80202","US",,,,,,,"2015-05-23T00:00:00.000"
"20151590960","BITOS, LLC","PO Box 1097","Westcliffe","CO","81252","US",,,,,,,"Good Standing","CO","Limited Liability Company","KERRY",,"BROWN",,,"PO Box 1097",,"WESTCLIFFE","CO","81252-1097","US",,,,,,,"2015-09-14T00:00:00.000"
"20131664953","CCS Denver Janitorial, Inc.","1165 S Pennsylvania St","Denver","CO","80210","US","1165 S Pennsylvania St","#200","Denver","CO","80210","US","Good Standing","CO","Corporation",,,,,"Corporation Service Company","1900 W Littleton Blvd",,"Littleton","CO","80120","US",,,,,,,"2013-11-21T00:00:00.000"
"20131679725","THOMAS E. CAMPBELL CONSTRUCTION GROUP LLC","605 S CLINTON ST 8A","Denver","CO","80247","US","605 s clinton st","8a","Denver","CO","80247","US","Good Standing","CO","Limited Liability Company",,,,,"THOMAS E CAMPBELL CONSTRUCTION GROUP LLC","605 S CLINTON ST 8A","8a","DENVER","CO","80247","US","605 S Clinton St","8a","Denver","CO","80247","US","2013-11-26T00:00:00.000"
"20151647080","Medical Device Innovation, Limited, Dissolved February 8, 2022","7257 Spring Creek Cir","Niwot","CO","80503","US","7257 Spring Creek Cir",,"Niwot","CO","80503","US","Voluntarily Dissolved","CO","Limited Liability Company","James","Leo","Cloar, III",,,"7257 Spring Creek Cir",,"Niwot","CO","80503","US","7257 Spring Creek Circle",,"Niwot","CO","80503","US","2015-10-04T00:00:00.000"
"20151715160","Petra Incorporated","1097 North Rosario St","Meridian","ID","83642","US",,,,,,,"Good Standing","ID","Foreign Corporation",,,,,"National Registered Agents, Inc","7700 E Arapahoe Rd Ste 220",,"Centennial","CO","80112-1268","US","1097 NORTH ROSARIO ST STE 200",,"MERIDIAN","CO","83642","US","2015-11-03T00:00:00.000"
"20151737817","Finalze, Inc.","16128 Mountain Bluebird Way","Morrison","CO","80465","US",,,,,,,"Good Standing","CO","Corporation","Wayne","Robinson","Smith",,,"16128 Mountain Bluebird Way",,"Morrison","CO","80465","US","16128 Mountain Bluebird Way",,"Morrison","CO","80465","US","2015-11-18T00:00:00.000"
"20151738248","WH Lorac LLC","1922 W 36th Ave","Denver","CO","80211","US","1922 W 36th Ave",,"Denver","CO","80211","US","Good Standing","CO","Limited Liability Company","Carol","Anne","Fadell",,,"1922 W 36th Ave",,"Denver","CO","80211","US","1922 West 36th Avenue",,"Denver","CO","80211","US","2015-11-18T00:00:00.000"
"20211403824","A JONES JOURNEY LLC","1717 CITADEL DR","Glenn Heights","TX","75154","US",,,,,,,"Noncompliant","CO","Limited Liability Company",,,,,"LEGALINC CORPORATE SERVICES INC.","1155 KELLY JOHNSON BLVD","SUITE 111","COLORADO SPRINGS","CO","80920","US",,,,,,,"2021-04-26T00:00:00.000"
"20151783773","reallyCOOLenterprises, LLC, Dissolved February 8, 2022","2559 Ginny Way","Lafayette","CO","80026","US",,,,,,,"Voluntarily Dissolved","CO","Limited Liability Company","Stacy",,"Sprouse",,,"2559 Ginny",,"Lafayette","CO","80026","US",,,,,,,"2015-12-07T00:00:00.000"
"20151786670","Red Root Investments, LLC","201 Steele St","Denver","CO","80206","US",,,,,,"US","Good Standing","CO","Limited Liability Company","Shannon","Danielle","Roy",,,"201 Steele St","Suite 300","Denver","CO","80206","US",,,,,,,"2015-12-09T00:00:00.000"
"20131694266","Calco, LLC","2101 Fellows Dr.","Montrose","CO","81401","US","P.O. Box 158",,"Montrose","CO","81402","US","Good Standing","CO","Limited Liability Company","Deana","S.","Lambert",,,"2101 Fellows Dr.",,"Montrose","CO","81401","US","P.O. box 158","Montrose","Montrose","CO","81402","US","2013-12-02T00:00:00.000"
"20151834168","DeVita & Associates, Inc.","1150 E. Washington Street","Greenville","SC","29601","US","PO Box 1596",,"Greenville","SC","29602","US","Good Standing","SC","Foreign Corporation",,,,,"COGENCY GLOBAL INC.","7700 E. Arapahoe Road","Suite 220","Centennial","CO","80112","US","PO Box 1596",,"Greenville","CO","29602","US","2015-12-29T00:00:00.000"
"20161024689","The Dirty Bourbon Dance Hall & Saloon CS, LLC","5783 N Academy Blvd","Colorado Springs","CO","80918","US","9800 Montgomery Blvd NE",,"Albuquerque","NM","87111","US","Good Standing","CO","Limited Liability Company","Mark","Elton","Travis",,,"5783 N Academy Blvd",,"Colorado Springs","CO","80918","US",,,,,,,"2016-01-11T00:00:00.000"
"20161045276","Main Masters LLC","991 S HARLAN WAY","Lakewood","CO","80226","US",,,,,,,"Good Standing","CO","Limited Liability Company","Edgar",,"Rivas",,,"991 S HARLAN WAY",,"LAKEWOOD","CO","80226","US","991 S Harlan Way",,"Lakewood","CO","80226","US","2016-01-21T00:00:00.000"
"20161085138","ALLJOY SUPPLY CHAIN CO., LTD","320 S MAIN ST","Hasty","CO","81044","US",,,,,,,"Good Standing","CO","Corporation","SHIHAO",,"LIN",,,"320 S MAIN ST",,"HASTY","CO","81044","US",,,,,,,"2016-02-01T00:00:00.000"
"20161086655","GRC Colorado, LLC","825 East Speer","Denver","CO","80218","US","3457 Ringsby Court","Unit 108","Denver","CO","80216","US","Good Standing","CO","Limited Liability Company","Christine","A","Jones",,,"3457 Ringsby Court","Unit 108","Denver","CO","80216","US","3457 Ringsby Ct.","Unit 108","Denver","CO","80216","US","2016-02-02T00:00:00.000"
"20161086668","Rocky Mountain Assisted Living VII, LLC","6143 S. Willow Drive","Greenwood Village","CO","80111","US",,,,,,,"Good Standing","CO","Limited Liability Company","Eric","David","Lewis",,,"6143 S. Willow Drive","Suite 401","Greenwood Village","CO","80111","US","6143 S willow Dr","Suite 401","Greenwood Village","CO","80111","US","2016-02-02T00:00:00.000"
"20161090498","EarthBeat Dance","415 Mason Court","Fort Collins","CO","80524","US",,,,,,,"Good Standing","CO","Limited Liability Company","Amy","Roberts","Beaudet",,,"415 Mason Court",,"Fort Collins","CO","80524","US",,,,,,,"2016-02-03T00:00:00.000"
"20161093948","RC SERVICES  LLC","3535 GRAPE STREET","Denver","CO","80207","US",,,,,,,"Good Standing","CO","Limited Liability Company","ROBERT","LEE","CUNNINGHAM",,,"3535 GRAPE STREET",,"DENVER","CO","80207","US","3535 Grape street",,"Denver","CO","80207","US","2016-02-05T00:00:00.000"
"20161105310","Solutions Consulting Service, LLC","2632 Paddington Road","Fort Collins","CO","80525","US","2632 Paddington Road",,"Fort Collins","CO","80525","US","Good Standing","CO","Limited Liability Company",,,,,"Ramsey Rocky Mountain Holdings, LLC","2632 Paddington Road",,"FT COLLINS","CO","80525","US","2632 Paddington Road",,"FORT COLLINS","CO","80525","US","2016-02-12T00:00:00.000"
"20161124786","Atlas Vinyl Repair LLC","1855 Zinnia st","Golden","CO","80401-3565","US",,,,,,,"Good Standing","CO","Limited Liability Company","Scott","William","Gilbert",,,"1855 Zinnia st",,"Golden","CO","80401-3565","US","1855 Zinnia St",,"Golden","CO","80401","US","2016-02-23T00:00:00.000"
"20161146190","Scott Reid Financial Services LLC","1291 S Boston Ct","Denver","CO","80247","US",,,,,,,"Good Standing","CO","Limited Liability Company","Scott","Raymond","Reid",,,"1291 S Boston Ct",,"Denver","CO","80247","US","1291 S Boston Ct",,"Denver","CO","80247","US","2016-02-26T00:00:00.000"
"20161168623","CGC CONSTRUCTION LLC","2742 W WARREN AVE","Denver","CO","80219","US",,,,,,"US","Good Standing","CO","Limited Liability Company","CLEMENTE",,"GONZALEZ CALVA",,,"2742 W WARREN AVE",,"DENVER","CO","80219","US",,,,,,,"2016-03-05T00:00:00.000"
"20161172416","MAYFLOWER INDUSTRIAL INC.","320 S MAIN ST","Hasty","CO","81044","US",,,,,,,"Good Standing","CO","Corporation","WEI",,"ZHAO",,,"320 S MAIN ST",,"HASTY","CO","81044","US",,,,,,,"2016-03-08T00:00:00.000"
"20161182164","Southern Colorado Community Lending LLC","1239 East Routt Ave","Pueblo","CO","81004","US","1241 E Routt Ave",,"Pueblo","CO","81004","US","Good Standing","CO","Limited Liability Company",,,,,"Southern Colorado Community Lending","1239 E Routt Ave",,"Pueblo","CO","81004","US","1241 E Routt",,"Pueblo","CO","81004","US","2016-03-14T00:00:00.000"
"20151787676","eSkill Corporation","73 PRINCETON STREET, STE. 213","North Chelmsford","MA","01863","US",,,,,,"US","Good Standing","DE","Foreign Corporation",,,,,"C T Corporation System","7700 E Arapahoe Rd Ste 220",,"Centennial","CO","80112","US",,,,,,,"2015-12-09T00:00:00.000"
"20151794465","Anesthesia Partners of Colorado, PLLC","181 West Meadow Drive","Vail","CO","81657","US","PO Box 4815",,"Edwards","CO","81632","US","Good Standing","CO","Limited Liability Company",,,,,"anesthesia Partners of Colorado","1121 Berry Creek  Rd",,"Edwards","CO","81632","US","PO Box 4815",,"Edwards","CO","81632","US","2015-12-14T00:00:00.000"
"20161183569","UrbanWest LLC","522 Providence Dr.","Castle Rock","CO","80108","US",,,,,,,"Good Standing","CO","Limited Liability Company","Adam",,"Clark",,,"522 Providence Dr.",,"Castle Rock","CO","80108","US",,,,,,,"2016-03-15T00:00:00.000"
"20161185210","Ezekiel LLC","12101 E 2nd Ave","Aurora","CO","80011","US","12101 E 2nd Ave. Suite 100",,"Aurora","CO","80011","US","Good Standing","CO","Limited Liability Company","Eileen","A","McCoy",,,"12101 E 2nd Ave","suite 100","Aurora","CO","80011","US",,,,,,,"2016-03-15T00:00:00.000"
"20161185382","C&A excavation llc, Dissolved February 8, 2022","284 LOVE LANE","Meeker","CO","81641","US","284 LOVE LANE",,"Meeker","CO","81641","US","Voluntarily Dissolved","CO","Limited Liability Company","Corey","Douglas","Follman",,,"284 love lane",,"Meeker","CO","81641","US","284 Love Ln",,"Meeker","CO","81641","US","2016-03-15T00:00:00.000"
"20161186030","Central mountain express LLC","7271 S. Franklin st.","Centennial","CO","80122","US","7271 s franklin st",,"Centennial","CO","80122","US","Good Standing","CO","Limited Liability Company","Luis","Gonzalo","Marcilla",,,"7271 S. Franklin st.",,"Centennial","CO","80122","US","Central Mountain Express - 7271 s f",,"Centennial","CO","80122","US","2016-03-16T00:00:00.000"
"20161189504","GO WHEEL LTD.","320 S MAIN ST","Hasty","CO","81044","US",,,,,,,"Good Standing","CO","Corporation","QIAOJUN",,"XIA",,,"320 S MAIN ST",,"HASTY","CO","81044","US",,,,,,,"2016-03-18T00:00:00.000"
"20161240882","Copeland Cattle Company LLC","13393 rd 29","Dolores","CO","81323","US","13393 rd 29",,"Dolores","CO","81323","US","Good Standing","CO","Limited Liability Company","Larry","L","Copeland","Jr.",,"13393 rd29",,"Dolores","CO","81323","US",,,,,,,"2016-04-01T00:00:00.000"
"20161246688","Casa Cueva Investments LLC","47 Buddy Lane","Durango","CO","81303","US","47 Buddy Lane",,"Durango","CO","81303","US","Good Standing","CO","Limited Liability Company","Jeanine","Ann","Eastwood",,,"47 Buddy Lane",,"Durango","CO","81303","US","47 Buddy Lane",,"Durango","CO","81303","US","2016-04-05T00:00:00.000"
"20161256691","Parker Modern Dentistry, LLP","12947 S. Parker Road","Parker","CO","80134","US","17000 Red Hill Avenue",,"Irvine","CA","92614","US","Good Standing","CO","Limited Liability Partnership",,,,,"Unisearch, Inc.","12649 West Warren Avenue",,"Lakewood","CO","80228","US",,,,,,,"2016-04-11T00:00:00.000"
"20161260804","Agriburbia Development, LLC","34655 County Rd. 18","Keenesburg","CO","80643","US","PO Box 630",,"Keenesburg","CO","80643","US","Good Standing","CO","Limited Liability Company","Matthew","Cook","Redmond",,,"34655 County Road 18",,"Keenesburg","CO","80643","US","P.O. Box 630",,"Keenesburg","CO","80643","US","2016-04-13T00:00:00.000"
"20161288376","Malibu RDL LLC","6431 Galbreth road","Pueblo","CO","81005","US","6431 Galbreth Road",,"Pueblo","CO","81005","US","Good Standing","CO","Limited Liability Company","Diane","Marie","Brisbin",,,"23 Sepulveda Dr",,"Pueblo","CO","81005","US","23 Sepulveda Dr",,"Pueblo","CO","81005","US","2016-04-25T00:00:00.000"
"20161315470","Longmont Investors, LLC","6843 S. University Blvd, #415","Centennial","CO","80122","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"LawHedge","6105 S. Main Street, Suite 200",,"Aurora","CO","80016","US",,,,,,,"2016-05-02T00:00:00.000"
