DAMID,Dam Name,DIV,WD,County,PM,Township,Range,Section,Q160,Q40,UTM x,UMT y,Location Accuracy,Latdecdeg,Longdecdeg,Primary Name,Primary Contact,Project Type,Received,Rejected,Approved,COMPANY,Status,Days Under SEO Review,More Information,Location
100116,CRYSTAL CREEK,2,10,EL PASO,S,13.0 S,68.0 W,17,NW,SW,497929,4307899.2,GPS,38.920004,-105.0239,COLORADO SPRINGS UTILITIES (ANDY FUNCHESS),ANDY FUNCHESS,REPAIR PROJECT FOR AN EXISTING DAM,03/11/2020,,07/30/2020,BLACK & VEATCH,REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),36,https://dwr.state.co.us/Tools/DamSafety/Dams/100116,"(38.920004, -105.0239)"
230318,UPPER STAGE STOP,1,23,PARK,,,,,,,,,,,,,,MODIFICATION OF AN EXISTING DAM,,,10/20/2010,,DATE ASSIGNED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/230318,
080111,BIT-O-SEA,1,8,JEFFERSON,S,4.0 S,69.0 W,24,SE,SE,495332,4392607,Digitized,39.683288,-105.054446,BIT-O-SEA LAKE ASSOC.,BIT-O-SEA LAKE ASSOC.,MODIFICATION OF AN EXISTING DAM,,,01/27/1977,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/080111,"(39.683288, -105.054446)"
805108,HODER RECREATION,1,8,TELLER,S,11.0 S,70.0 W,20,SW,NW,478254.4,4325037.4,GPS,39.074172,-105.251405,"DESERT EQUIPMENT, INC. (HUCKABAY, RICKEY)",RICKEY HUCKABAY,NEW DAM,08/20/1963,,08/20/1963,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/805108,"(39.074172, -105.251405)"
530133,TOPONAS ROCK #2,5,53,ROUTT,S,2.0 N,84.0 W,36,NW,SE,349955.9,4440217.9,GPS,40.098897,-106.76029,"PERRY, CHUCK ",CHUCK PERRY,REPAIR PROJECT FOR AN EXISTING DAM,10/07/2018,,10/08/2018,,PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),1,https://dwr.state.co.us/Tools/DamSafety/Dams/530133,"(40.098897, -106.76029)"
050124,FOOTHILLS,1,5,BOULDER,S,3.0 N,70.0 W,27,SW,SE,481273.2,4448767,GPS,40.189088,-105.220007,HIGHLAND DITCH COMPANY (WADE GONZALES),WADE GONZALES,MODIFICATION OF AN EXISTING DAM,,,03/30/1987,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/050124,"(40.189088, -105.220007)"
020601,NORTHGLENN TERMINAL,1,2,ADAMS,S,2.0 S,68.0 W,9,NW,NW,498890.1,4416423,GPS,39.897886,-105.012995,CITY OF NORTHGLENN (KENT KISSELMAN),KENT KISSELMAN,MODIFICATION OF AN EXISTING DAM,02/04/2022,,05/29/2022,HAZEN & SAWYER,PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),83,https://dwr.state.co.us/Tools/DamSafety/Dams/020601,"(39.897886, -105.012995)"
020237,MARSHALL,1,2,ADAMS,S,1.0 S,67.0 W,29,NW,NE,507214,4421101.2,GPS,39.940004,-104.915571,CITY OF THORNTON,MARSHALL DAVIS,REPAIR PROJECT FOR AN EXISTING DAM,07/23/2003,,09/01/2004,STANTEC CONSULTING INC.,FINAL INSPECTION / PUNCHLIST VERIFICATION (CONSTRUCTION PHASE),229,https://dwr.state.co.us/Tools/DamSafety/Dams/020237,"(39.940004, -104.915571)"
400427,PATTERSON #2,4,40,DELTA,S,12.0 S,93.0 W,35,SE,SE,262149.6,4315966.6,GPS,38.960413,-107.745057,LEROUX CREEK WATER USERS ASSOCIATION,STEVE ELA,MODIFICATION OF AN EXISTING DAM,05/13/2014,,09/19/2016,"WESTERN ENGINEERS, INC.",PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),76,https://dwr.state.co.us/Tools/DamSafety/Dams/400427,"(38.960413, -107.745057)"
540104,ELK LAKE,6,54,MOFFAT,S,11.0 N,90.0 W,26,SW,NE,292814.5,4528161.1,GPS,40.878335,-107.458907,"SHINER, KIRK ",KIRK SHINER,MODIFICATION OF AN EXISTING DAM,11/26/2008,,06/11/2009,"WRIGHT WATER ENGINEERS, INC.",PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),77,https://dwr.state.co.us/Tools/DamSafety/Dams/540104,"(40.878335, -107.458907)"
100407,CHAPEL HILLS #2,2,10,EL PASO,S,13.0 S,66.0 W,4,NE,SW,519015,4311250.9,GPS,38.950007,-104.780571,CITY OF COLORADO SPRINGS-ENG. DIVISION,TIM BIOLCHINI,NEW DAM,04/06/1982,,04/26/1982,,PLANS APPROVED (DESIGN PHASE),20,https://dwr.state.co.us/Tools/DamSafety/Dams/100407,"(38.950007, -104.780571)"
720319,VINCIENT #2,5,72,MESA,S,11.0 S,97.0 W,28,SE,SW,219738.2,4328243.9,GPS,39.058337,-108.238903,"TOWN OF PALISADE PUBLIC WORKS (LEMON, MATT)",MATT LEMON,MODIFICATION OF AN EXISTING DAM,01/14/2022,,03/15/2022,"APPLEGATE GROUP, INC",REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),32,https://dwr.state.co.us/Tools/DamSafety/Dams/720319,"(39.058337, -108.238903)"
060340,GOOSE HAVEN CELL 2A,1,6,BOULDER,S,1.0 N,69.0 W,21,NE,NE,490134,4432216,GPS,40.040121,-105.115659,"CITY OF LAFAYETTE (DALLAM, BRAD)",BRAD DALLAM,NEW DAM,05/24/2021,,,BRIERLEY ASSOCIATES,RETURNED TO ENGINEER FOR CORRECTIONS (DESIGN PHASE),94,https://dwr.state.co.us/Tools/DamSafety/Dams/060340,"(40.040121, -105.115659)"
640108,PREWITT,1,64,WASHINGTON,S,5.0 N,54.0 W,2,NE,SE,638215.1,4476759.5,GPS,40.430011,-103.370571,"LOGAN IRRIGATION DISTRICT (YAHN, JIM)",JIM YAHN,REPAIR PROJECT FOR AN EXISTING DAM,02/12/2021,,06/07/2021,W.W. WHEELER AND ASSOCIATES,PLANS APPROVED (DESIGN PHASE),70,https://dwr.state.co.us/Tools/DamSafety/Dams/640108,"(40.430011, -103.370571)"
140139,STONEWALL SPRINGS CENTRAL,2,14,PUEBLO,S,20.0 S,63.0 W,36,NE,SW,552889.6,4235582,GPS,38.266729,-104.395406,"TRIVIEW METROPOLITAN DISTRICT (MCGRADY, JAMES)",JAMES MCGRADY,NEW DAM,03/14/2016,,03/14/2008,"DEERE & AULT CONSULTANTS, INC.",RESUBMITTED / TAKEN OFF HOLD (DESIGN PHASE),18,https://dwr.state.co.us/Tools/DamSafety/Dams/140139,"(38.266729, -104.395406)"
400517,CARL SMITH,4,40,DELTA,S,12.0 S,93.0 W,35,SE,SW,261532.8,4316035.7,GPS,38.960866,-107.752194,LEROUX CREEK WATER USERS ASSOCIATION,STEVE ELA,REPAIR PROJECT FOR AN EXISTING DAM,08/03/2022,,,"APPLEGATE GROUP, INC.",DATE RECEIVED (DESIGN PHASE),40,https://dwr.state.co.us/Tools/DamSafety/Dams/400517,"(38.960866, -107.752194)"
340102,BAUER LAKE #2 - MAIN DAM,7,34,MONTEZUMA,N,36.0 N,13.0 W,17,NE,SW,207538.4,4142159.6,GPS,37.380101,-108.303015,"BAUER LAKE RESERVOIR CO (WOLCOTT, BEN)",BEN WOLCOTT,REPAIR PROJECT FOR AN EXISTING DAM,12/08/2021,,,WICKSTROM ENGINEERING,FILING FEE RECEIVED (DESIGN PHASE),278,https://dwr.state.co.us/Tools/DamSafety/Dams/340102,"(37.380101, -108.303015)"
230327,Homestake Surge Pond,1,23,PARK,S,14.0 S,72.0 W,4,NW,NW,460399.5,4302359.6,GPS,38.8692,-105.456488,COLORADO SPRINGS UTILITIES (ANDY FUNCHESS),ANDY FUNCHESS,MODIFICATION OF AN EXISTING DAM,03/25/2021,,04/21/2021,TETRA TECH,SUBSTANTIAL COMPLETION INSPECTION (CONSTRUCTION PHASE),27,https://dwr.state.co.us/Tools/DamSafety/Dams/230327,"(38.8692, -105.456488)"
070224,RALSTON,1,7,JEFFERSON,S,2.0 S,70.0 W,32,SE,NE,479363,4409067,GPS,39.831358,-105.241183,DENVER BOARD OF WATER COMMISSIONERS,DARREN BRINKER,MODIFICATION OF AN EXISTING DAM,07/11/2019,,10/04/2019,AECOM,COMPLETION DOCS RETURNED FOR MINOR CORRECTIONS (COMPLETION PHASE),27,https://dwr.state.co.us/Tools/DamSafety/Dams/070224,"(39.831358, -105.241183)"
420120,GRAND MESA #1,4,42,MESA,S,12.0 S,96.0 W,15,SW,NE,230517.5,4322495.7,GPS,39.010008,-108.112226,"CITY OF GRAND JUNCTION (RITTERBUSH, MARK)",MARK RITTERBUSH,REPAIR PROJECT FOR AN EXISTING DAM,09/08/2020,,10/19/2020,SGM,"COMPLETION DOCS RECEIVED (REPORT, FIRST FILL, MONITORING, EAP, AS-CONST DRAWINGS) (COMPLETION PHASE)",39,https://dwr.state.co.us/Tools/DamSafety/Dams/420120,"(39.010008, -108.112226)"
170204,LAKE MEREDITH,2,17,CROWLEY,S,22.0 S,57.0 W,12,NW,NW,610050.1,4223943.4,GPS,38.156672,-103.743902,"THE LAKE MEREDITH RES. CO. (HUGHES, BRUCE)",BRUCE HUGHES,MODIFICATION OF AN EXISTING DAM,,,,RJH CONSULTANTS INC,FILING FEE RECEIVED (DESIGN PHASE),146,https://dwr.state.co.us/Tools/DamSafety/Dams/170204,"(38.156672, -103.743902)"
070109,UPPER CABIN CREEK,1,7,CLEAR CREEK,S,5.0 S,74.0 W,6,NW,NE,438466.5,4389157.5,GPS,39.65001,-105.717237,"XCEL ENERGY (MARTINEZ, PATRICK)",PATRICK MARTINEZ,ENLARGEMENT OF AN EXISTING DAM,02/10/2021,,07/22/2021,HDR,REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),65,https://dwr.state.co.us/Tools/DamSafety/Dams/070109,"(39.65001, -105.717237)"
721023,Douglas Wash,5,72,MESA,U,1.0 N,1.0 E,26,NE,SE,202464.5,4336630.9,GPS,39.128065,-108.441877,,,NEW DAM,,,,BOHANAN HUSTON INC,PRELIMINARY REPORT/PLAN SUBMITTED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/721023,"(39.128065, -108.441877)"
510132,WINDY GAP,5,51,GRAND,S,2.0 N,77.0 W,26,NE,SW,416100.7,4440245.2,GPS,40.108334,-105.984447,"NORTHERN COLORADO WATER CONSERVANCY DISTRICT (FRIAR, CRAIG)",CRAIG FRIAR,MODIFICATION OF AN EXISTING DAM,02/04/2021,,06/13/2022,AECOM,PRECON MEETING / CONSTRUCTION STARTED (CONSTRUCTION PHASE),165,https://dwr.state.co.us/Tools/DamSafety/Dams/510132,"(40.108334, -105.984447)"
110102,CLEAR CREEK,2,11,CHAFFEE,S,12.0 S,79.0 W,8,NW,SE,392032.2,4319921.2,GPS,39.021674,-106.247233,"BOARD OF WATER WORKS-PUEBLO, COLORADO (WARD, ALAN)",ALAN WARD,MODIFICATION OF AN EXISTING DAM,09/23/2011,,10/12/2011,PUEBLO BOARD OF WATER WORKS,RESUBMITTED / TAKEN OFF HOLD (DESIGN PHASE),3,https://dwr.state.co.us/Tools/DamSafety/Dams/110102,"(39.021674, -106.247233)"
720132,GILLETT,5,72,MESA,S,8.0 S,101.0 W,23,SE,NW,187079.8,4361521,GPS,39.346512,-108.631048,,,NEW DAM,06/03/1908,06/03/1908,06/03/1908,,RESUBMITTED / TAKEN OFF HOLD (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/720132,"(39.346512, -108.631048)"
630103,BURG,4,63,MESA,S,14.0 S,102.0 W,19,NW,NE,167025.2,4304905.7,GPS,38.830008,-108.835573,KEELING LAND AND CATTLE LLC,,REPAIR PROJECT FOR AN EXISTING DAM,07/11/2021,,11/12/2021,WWC ENGINEERING,REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),60,https://dwr.state.co.us/Tools/DamSafety/Dams/630103,"(38.830008, -108.835573)"
060328,PINE BROOK,1,6,BOULDER,S,1.0 N,71.0 W,14,SW,NE,473354,4433250,GPS,40.049074,-105.312395,"PINE BROOK WATER DISTRICT (DE HAAS, ROBERT)",ROBERT DE HAAS,MODIFICATION OF AN EXISTING DAM,06/18/2008,,06/19/2008,BLACK & VEATCH CORPORATION,PLANS APPROVED (DESIGN PHASE),1,https://dwr.state.co.us/Tools/DamSafety/Dams/060328,"(40.049074, -105.312395)"
010607,BANNER LAKE #5,1,1,WELD,S,1.0 N,64.0 W,4,SW,NW,537170.3,4436552,GPS,40.078425,-104.56406,COLORADO PARKS AND WILDLIFE,ERIC EISINGER,REPAIR PROJECT FOR AN EXISTING DAM,04/24/2018,,06/28/2018,,FINAL APPROVAL (AS-BUILTS NOT AVAILABLE) (COMPLETION PHASE),9,https://dwr.state.co.us/Tools/DamSafety/Dams/010607,"(40.078425, -104.56406)"
130112,ROUND MOUNTAIN RES #2,2,13,CUSTER,S,22.0 S,72.0 W,20,SW,SW,459250,4219052,GPS,38.118389,-105.464894,ROUND MOUNTAIN WATER AND SANITATION DISTRICT,DAVE SCHNEIDER,NEW DAM,,,,ENGINEERING ANALYTICS,SCOPING MEETING (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/130112,"(38.118389, -105.464894)"
150111,ST. CHARLES #3,2,15,PUEBLO,S,22.0 S,65.0 W,3,NE,NW,530608.9,4224734.8,GPS,38.170008,-104.65057,"EVRAZ INC. (ZERFAS, BRAD)",BRAD C. ZERFAS,REPAIR PROJECT FOR AN EXISTING DAM,06/30/2022,,,RJH CONSULTANTS INC,DATE ASSIGNED (DESIGN PHASE),74,https://dwr.state.co.us/Tools/DamSafety/Dams/150111,"(38.170008, -104.65057)"
080217,KIWANIS,1,8,DOUGLAS,S,9.0 S,70.0 W,28,SE,SE,480604.7,4342539.7,GPS,39.231948,-105.224728,YMCA - PIKES PEAK (NICK EIMER),NICK EIMER,REPAIR PROJECT FOR AN EXISTING DAM,06/16/2021,,11/03/2021,JDS HYDRO,PLANS APPROVED (DESIGN PHASE),50,https://dwr.state.co.us/Tools/DamSafety/Dams/080217,"(39.231948, -105.224728)"
030223,MILTON SEAMAN,1,3,LARIMER,S,9.0 N,70.0 W,33,NE,SW,479961,4506222,Digitized,40.706672,-105.237233,"CITY OF GREELEY DEPT. OF WATER RESOURCES (GUSTAFSON, RANDY)",RANDY GUSTAFSON,REPAIR PROJECT FOR AN EXISTING DAM,,,,,PRELIMINARY DESIGN REVIEW MEETING (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/030223,"(40.706672, -105.237233)"
570129,SHERIFF,6,57,RIO BLANCO,S,2.0 N,87.0 W,10,SE,SE,317957.1,4446472.4,GPS,40.148892,-107.137233,"TOWN OF OAK CREEK (TOM HOLIDAY, DIRECTOR OF PUBLIC WORKS)","TOM HOLIDAY, DIRECTOR OF PUBLIC WORKS",REPAIR PROJECT FOR AN EXISTING DAM,12/26/2021,,03/02/2022,W. W. WHEELER & ASSOCIATES,PLANS APPROVED (DESIGN PHASE),35,https://dwr.state.co.us/Tools/DamSafety/Dams/570129,"(40.148892, -107.137233)"
510208,GAYLORD,5,51,GRAND,S,1.0 S,76.0 W,7,NW,SE,419994.9,4425557,GPS,39.976396,-105.936949,"SNOW MOUNTAIN RANCH, YMCA OF THE ROCKIES (SANDOVAL, CHRIS)",CHRIS SANDOVAL,REPAIR PROJECT FOR AN EXISTING DAM,04/30/2020,,04/12/2021,W. W. WHEELER & ASSOCIATES,REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),115,https://dwr.state.co.us/Tools/DamSafety/Dams/510208,"(39.976396, -105.936949)"
160419,BRUCE CANYON,2,16,HUERFANO,,,,,,,,,,,,,,NEW DAM,,,,APPLEGATE GROUP INC,RETURNED TO ENGINEER FOR CORRECTIONS (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/160419,
050134,HIGHLAND #2 (SOUTH),1,5,BOULDER,S,3.0 N,69.0 W,5,SW,SE,487663.4,4455230,GPS,40.247435,-105.145065,HIGHLAND DITCH COMPANY (WADE GONZALES),WADE GONZALES,MODIFICATION OF AN EXISTING DAM,,,12/01/1926,,PLANS APPROVED (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/050134,"(40.247435, -105.145065)"
060211,GROSS,1,6,BOULDER,S,1.0 S,71.0 W,21,SW,NW,469342.1,4422084,GPS,39.948336,-105.358902,DENVER BOARD OF WATER COMMISSIONERS,DARREN BRINKER,MODIFICATION OF AN EXISTING DAM,10/15/2020,,03/04/2021,STANTEC/AECOM,REGULAR CONSTRUCTION INSPECTION (CONSTRUCTION PHASE),63,https://dwr.state.co.us/Tools/DamSafety/Dams/060211,"(39.948336, -105.358902)"
090215,MEMORIAL DAM,1,9,DENVER,S,5.0 S,68.0 W,6,NW,SE,496019.9,4388697.5,GPS,39.648071,-105.046399,"U.S. VETERANS ADMINISTRATION (HOLMES, MARK)",MARK HOLMES,REPAIR PROJECT FOR AN EXISTING DAM,05/19/2021,,03/17/2022,W.W. WHEELER,PLANS APPROVED (DESIGN PHASE),141,https://dwr.state.co.us/Tools/DamSafety/Dams/090215,"(39.648071, -105.046399)"
090131,POLLY A. DEANE,1,9,JEFFERSON,S,5.0 S,69.0 W,20,NE,SW,488141,4384001,GPS,39.605676,-105.138149,"BERGEN DITCH & RESERVOIR COMPANY (EASTON, ROBERT)",ROBERT EASTON,REPAIR PROJECT FOR AN EXISTING DAM,11/16/2021,,04/13/2022,ENGINEERING ANALYTICS,PLANS APPROVED (DESIGN PHASE),94,https://dwr.state.co.us/Tools/DamSafety/Dams/090131,"(39.605676, -105.138149)"
030508,RAWHIDE,1,3,LARIMER,S,10.0 N,68.0 W,8,SE,NE,498282,4521902,Digitized,40.848168,-105.020391,PLATTE RIVER POWER AUTHORITY (JACE STAPONSKI),JACE STAPONSKI,REPAIR PROJECT FOR AN EXISTING DAM,07/14/2022,,,ENGINEERING ANALYTICS,RETURNED TO ENGINEER FOR CORRECTIONS (DESIGN PHASE),48,https://dwr.state.co.us/Tools/DamSafety/Dams/030508,"(40.848168, -105.020391)"
050209,LEFT HAND PARK,1,5,BOULDER,S,1.0 N,73.0 W,10,NW,NW,452459.8,4435663,GPS,40.069894,-105.557515,LEFT HAND DITCH COMPANY (TERRY PLUMMER),TERRY PLUMMER,REPAIR PROJECT FOR AN EXISTING DAM,08/22/2022,,,WWC ENGINEERING,FILING FEE RECEIVED (DESIGN PHASE),21,https://dwr.state.co.us/Tools/DamSafety/Dams/050209,"(40.069894, -105.557515)"
560106,OFFIELD,6,56,MOFFAT,S,8.0 N,103.0 W,8,NW,SE,161931.5,4508894.2,GPS,40.661674,-108.998896,"BOBCAT RANCH, LLC (RODGERS, BILL)",BILL RODGERS,REPAIR PROJECT FOR AN EXISTING DAM,,,,JUB ENGINEERS,PRELIMINARY DESIGN REVIEW MEETING (DESIGN PHASE),0,https://dwr.state.co.us/Tools/DamSafety/Dams/560106,"(40.661674, -108.998896)"
