Licensee Name,Doing Business As,License Type,Expiration,Street Address,City,State,Zip,Location,Counties
G F GAMING CORP,EASY STREET CASINO,Retail Gaming Tavern (city),11/01/2022,120 MAIN STREET,Central City,CO,80427,"120 MAIN STREET
Central City, CO 80427
(39.801339, -105.49348)",89
COMFORT FARM AND VINEYARD LLC,COMFORTS OF WHIDBEY,Winery Direct Shipper's Permit,10/17/2022,4361 WITTER RD,Langley,WA,982609546,"4361 WITTER RD
Langley, WA 982609546
(48.019751, -122.377071)",3007
ECHO BREWING CASK & BARREL INC,ECHO BREWING CASK & BARREL INC,Brew Pub (city),11/04/2022,600 & 620 BRIGGS STREET,Erie,CO,80516,"600 & 620 BRIGGS STREET
Erie, CO 80516
(40.050407, -105.047429)",1072
PHILLNATH TWO INC & 7-ELEVEN INC,7-ELEVEN STORE 35511A,Fermented Malt Beverage Off (city),10/22/2022,4990 EAST HAMPDEN AVENUE,Denver,CO,80222,"4990 EAST HAMPDEN AVENUE
Denver, CO 80222
(39.653009, -104.929347)",1444
STE MICHELLE WINE ESTATES LTD,NORTHSTAR WINERY,Winery Direct Shipper's Permit,11/26/2022,1736 JB GEORGE RD,Walla Walla,WA,993627132,"1736 JB GEORGE RD
Walla Walla, WA 993627132",
AARUP INC,RANCH LIQUOR,Liquor Store (city),10/17/2022,3724 EAST 120TH AVENUE,Thornton,CO,80233,"3724 EAST 120TH AVENUE
Thornton, CO 80233
(39.91378, -104.943174)",82
"NASER 4 ENTERPRISE, INC. & 7-ELEVEN, INC.",7-ELEVEN STORE 33042B,Fermented Malt Beverage Off (city),08/26/2022,8750 SOUTH YOSEMITE STREET,Lone Tree,CO,80124,"8750 SOUTH YOSEMITE STREET
Lone Tree, CO 80124
(39.557701, -104.881619)",3133
GPM SOUTHEAST LLC,FAST MARKET #4588,Fermented Malt Beverage Off (city),11/11/2022,715 CHEYENNE MEADOWS ROAD,Colorado Springs,CO,80906,"715 CHEYENNE MEADOWS ROAD
Colorado Springs, CO 80906
(38.776646, -104.81465)",1447
JS INC,WOODGLEN LIQUORS,Liquor Store (city),10/30/2022,3901 EAST 112TH AVENUE  UNIT E,Thornton,CO,80233,"3901 EAST 112TH AVENUE UNIT E
Thornton, CO 80233
(39.899379, -104.941154)",82
KRUTZ FAMILYCELLARS LLC,KRUTZ FAMILY CELLARS LLC,Winery Direct Shipper's Permit,12/21/2022,3354 COFFEY LANE SUITE A,Santa Rosa,CA,95403,"3354 COFFEY LANE SUITE A
Santa Rosa, CA 95403
(38.470307, -122.745417)",1339
"TNT, LLC",TUMBLEWEED TAVERN,Tavern (county),10/11/2022,214 SOUTH MCCULLOCH,Pueblo West,CO,81007,"214 SOUTH MCCULLOCH
Pueblo West, CO 81007
(38.324478, -104.743425)",34
DELVICKIOS BROOMFIELD LLC,DELVICKIOS,Hotel & Restaurant (city),11/06/2022,1100 HWY 287 STE A500,Broomfield,CO,80020,"1100 HWY 287 STE A500
Broomfield, CO 80020
(39.931578, -105.090649)",86
JV FOOD SHOP LLC,JV FOOD SHOP LLC,Fermented Malt Beverage Off (county),10/24/2022,12900 US HIGHWAY 24 & 285,Buena Vista,CO,81211,"12900 US HIGHWAY 24 & 285
Buena Vista, CO 81211
(38.812269, -106.107176)",1398
TRAHAN WINERY LLC,TRAHAN WINERY,Winery Direct Shipper's Permit,10/27/2022,974 Franklin Street,Napa,CA,94559,"974 Franklin Street
Napa, CA 94559
(38.297597, -122.28868)",1172
SAMS NO 3 INC,SAM'S # 3,Hotel & Restaurant (city),11/16/2022,2580 S HAVANA ST,Aurora,CO,800141618,"2580 S HAVANA ST
Aurora, CO 800141618
(39.669218, -104.86604)",1395
GMS2 INC & 7-ELEVEN INC,7-ELEVEN STORE 23963A,Fermented Malt Beverage Off (city),10/27/2022,201 BLUE RIVER PARKWAY,Silverthorne,CO,80498,"201 BLUE RIVER PARKWAY
Silverthorne, CO 80498
(39.629138, -106.071368)",1070
EL ZARAPE LLC,EL ZARAPE,Hotel & Restaurant (city),11/16/2022,1065 FEDERAL BLVD,Denver,CO,80204,"1065 FEDERAL BLVD
Denver, CO 80204
(39.734194, -105.025265)",1444
DILLON COMPANIES LLC,KING SOOPERS #107,Fermented Malt Beverage Off (city),12/02/2022,25701 E SMOKY HILL ROAD,Aurora,CO,80016,"25701 E SMOKY HILL ROAD
Aurora, CO 80016
(39.584245, -104.687694)",1395
RED LOBSTER RESTAURANTS LLC,RED LOBSTER RESTAURANTS LLC,Master File (Business),,450 SOUTH ORANGE AVENUE SUITE 800,Orlando,FL,32801,"450 SOUTH ORANGE AVENUE SUITE 800
Orlando, FL 32801
(28.537399, -81.378671)",1078
GORDON BIERSCH GROUP LLC,GORDON BIERSCH RESTAURANT & BREWERY #4600,Brew Pub (city),12/16/2022,1 WEST FLATIRON CROSSING DRIVE #428,Broomfield,CO,80021,"1 WEST FLATIRON CROSSING DRIVE #428
Broomfield, CO 80021",
"SPRINGFIELD TRUCKSTOP, LLC",VALERO,Fermented Malt Beverage Off (city),08/15/2022,27080 US HIGHWAY 287,Springfield,CO,81073,"27080 US HIGHWAY 287
Springfield, CO 81073",
SAM'S WEST INC.,SAM'S CLUB #6633,Fermented Malt Beverage Off (city),12/06/2022,4700 BOARDWALK DRIVE,Fort Collins,CO,80525,"4700 BOARDWALK DRIVE
Fort Collins, CO 80525
(40.52144, -105.065171)",1012
PAKIM SECOND CORP,DAE GEE #3,Hotel & Restaurant (city),11/11/2022,460 BROADWAY,Denver,CO,80203,"460 BROADWAY
Denver, CO 80203",
DEERHAMMER DISTILLING COMPANY LLC,DEERHAMMER DISTILLING COMPANY LLC,Manufacturer (distillery & rectifier),10/22/2022,321 E MAIN ST,Buena Vista,CO,81211,"321 E MAIN ST
Buena Vista, CO 81211
(38.842605, -106.129828)",1398
SPADE & SPARROWS WINE LTD,SPADE & SPARROWS,Winery Direct Shipper's Permit,10/24/2022,520 AIRPARK ROAD,Napa,CA,94558,"520 AIRPARK ROAD
Napa, CA 94558
(38.221651, -122.270342)",1172
PAIGE RIST,CUBANISIMO VINEYARDS,Winery Direct Shipper's Permit,11/06/2022,1754 BEST ROAD NW,Salem,OR,97304,"1754 BEST ROAD NW
Salem, OR 97304
(44.95622, -123.130616)",723
"PHO HUONG VIET, LLC",PHO HUONG VIET,Hotel & Restaurant (city),10/24/2022,1232 S HOVER ST # C200,Longmont,CO,80501,"1232 S HOVER ST # C200
Longmont, CO 80501
(40.179973, -105.130898)",85
TEGELE LLC,44TH CORNER LIQUORS,Liquor Store (city),10/12/2022,3007 WEST 44TH AVENUE,Denver,CO,80211,"3007 WEST 44TH AVENUE
Denver, CO 80211
(39.776632, -105.025413)",1444
PROVISIONS LLC,PROVISIONS,Tavern (city),10/21/2022,616 CLINTON ST,Ridgway,CO,81432,"616 CLINTON ST
Ridgway, CO 81432
(38.152424, -107.758122)",1061
SHELLABELLA ENTERPRISES INC,DOMENICS,Hotel & Restaurant (city),10/28/2022,931 E HARMONY RD #3,Fort Collins,CO,805257591,"931 E HARMONY RD #3
Fort Collins, CO 805257591
(40.52359, -105.060134)",1012
NORTH FORK CELLARS LLC,BIG B'S HARD CIDER,Winery Direct Shipper's Permit,03/19/2023,386 HIGH STREET,Hotchkiss,CO,81419,"386 HIGH STREET
Hotchkiss, CO 81419
(38.801778, -107.716787)",1443
MILE HIGH WINECELLARS LLC,MILE HIGH WINECELLARS,Liquor Store (city),11/05/2022,15400 W 64TH AVE #E-7,Arvada,CO,80007,"15400 W 64TH AVE #E-7
Arvada, CO 80007
(39.812472, -105.173112)",1008
"RAVA WINES, LLC",RAVA,Winery Direct Shipper's Permit,11/12/2022,6785 CRESTON ROAD,Paso Robles,CA,93446,"6785 CRESTON ROAD
Paso Robles, CA 93446
(35.571651, -120.574198)",1332
LEE & BITTERS LLC,BITTER BAR THE,Tavern (city),09/28/2023,835 WALNUT STREET,Boulder,CO,80302,"835 WALNUT STREET
Boulder, CO 80302
(40.015956, -105.284133)",85
SRJ INC,PAPPA'S GROCERY STORE,Fermented Malt Beverage Off (city),09/15/2022,2620 EAST 12TH AVENUE,Denver,CO,80206,"2620 EAST 12TH AVENUE
Denver, CO 80206
(39.735146, -104.955968)",1444
"TACO CORP WORLDWIDE, LLC",TACOPARTY,Takeout & Delivery Permit,10/31/2022,126 SOUTH 5TH STREET,Grand Junction,CO,81501,"126 SOUTH 5TH STREET
Grand Junction, CO 81501
(39.066572, -108.564421)",1015
ROBERT FOLEY LLC,ROBERT FOLEY VINEYARDS,Winery Direct Shipper's Permit,10/26/2022,1300 SUMMIT LAKE DR,Angwin,CA,945089774,"1300 SUMMIT LAKE DR
Angwin, CA 945089774
(38.597249, -122.452088)",1172
SFM LLC,SPROUTS FARMERS MARKET,Fermented Malt Beverage Off (city),12/15/2022,5650 ALLEN WAY SUITE 106,Castle Rock,CO,80108,"5650 ALLEN WAY SUITE 106
Castle Rock, CO 80108
(39.415285, -104.864707)",3133
APRO LLC,ROCKET #6507,Fermented Malt Beverage Off (city),10/18/2022,534 STATE HWY 105,Monument,CO,80132,"534 STATE HWY 105
Monument, CO 80132
(39.096105, -104.865396)",1447
FRANK & ROZE 9TH AVE LLC,FRANK & ROZE COFFEE CO,Beer & Wine (city),10/27/2022,4097 EAST 9TH AVENUE,Denver,CO,80220,"4097 EAST 9TH AVENUE
Denver, CO 80220
(39.731034, -104.939497)",1444
DHF HOLDINGS INC,NORTH VALLEY VINEYARDS & LA BIBLIOTECA WINE,Winery Direct Shipper's Permit,10/26/2022,801 NORTH SCOTT STREET,Carlton,OR,97111,"801 NORTH SCOTT STREET
Carlton, OR 97111
(45.300026, -123.182088)",2453
MK CELLARS LLC,SUMMITVINE,Winery Direct Shipper's Permit,10/25/2022,620 TRANCAS STREET,Napa,CA,94558,"620 TRANCAS STREET
Napa, CA 94558
(38.324863, -122.286813)",1172
RIAL DE MINAS III INC,REAL DE MINAS MEXICAN GRILL III,Hotel & Restaurant (city),10/14/2022,15795 EAST BRIARWOOD CIRCLE,Aurora,CO,80016,"15795 EAST BRIARWOOD CIRCLE
Aurora, CO 80016
(39.593307, -104.803469)",1395
LA PANDA II LLC,LA PANDA II,Hotel & Restaurant (city),11/02/2022,1118 MAIN ST,Longmont,CO,805013823,"1118 MAIN ST
Longmont, CO 805013823
(40.17797, -105.102435)",85
ASUKA RESTAURANT INC,ASUKA RAMEN & POKE,Beer & Wine (city),10/12/2022,5131 SOUTH YOSEMITE STREET,Greenwood Village,CO,80111,"5131 SOUTH YOSEMITE STREET
Greenwood Village, CO 80111
(39.623458, -104.885353)",1395
C2TELLURIDE LLC,WINE MINE AT PACIFIC STREET LIQUORS,Delivery Permit,,220 SOUTH DAVIS STREET,Telluride,CO,81435,"220 SOUTH DAVIS STREET
Telluride, CO 81435
(37.937547, -107.817633)",1069
RIVER RUN COFFEE COMPANY LLC,STEEP,Tavern (county),10/28/2022,"195 RIVER RUN ROAD UNITS B2, B3, B5",Dillon,CO,80435,"195 RIVER RUN ROAD UNITS B2, B3, B5
Dillon, CO 80435
(39.606497, -105.943369)",1070
EPIPHANY COS LLC,EPIPHANY,Tavern (city),10/19/2022,32 SOUTH TEJON STREET SUITE 200,Colorado Springs,CO,80903,"32 SOUTH TEJON STREET SUITE 200
Colorado Springs, CO 80903
(38.832648, -104.823595)",1447
GH HOLDINGS LP,SHALE OAK WINERY,Winery Direct Shipper's Permit,11/12/2022,3235 OAKDALE ROAD,Paso Robles,CA,93446,"3235 OAKDALE ROAD
Paso Robles, CA 93446
(35.565916, -120.753632)",1332
BARNARD-GRIFFIN INC,BARNARD GRIFFIN,Winery Direct Shipper's Permit,01/03/2023,878 TULIP LN,Richland,WA,99352,"878 TULIP LN
Richland, WA 99352
(46.25482, -119.299352)",2955
MALWA INCORPORATED,CANON WINE & SPIRITS,Liquor Store (city),10/18/2022,308 NORTH 16TH STREET SUITE A,Canon City,CO,81212,"308 NORTH 16TH STREET SUITE A
Canon City, CO 81212
(38.44846, -105.225876)",1448
DILLON COMPANIES LLC,CITY MARKET #44,Fermented Malt Beverage Off (city),01/20/2023,2600 NORTH 12TH STREET,Grand Junction,CO,81501,"2600 NORTH 12TH STREET
Grand Junction, CO 81501
(39.09109, -108.552343)",1015
HIGHLINE MINI MART LLC,HIGHLINE MINI MART,Fermented Malt Beverage Off (city),10/04/2022,15373 EAST 6TH AVENUE UNIT D,Aurora,CO,80011,"15373 EAST 6TH AVENUE UNIT D
Aurora, CO 80011
(39.725629, -104.809398)",1395
PURLUXE BEAUTY BAR 2 LLC,PURLUXE BEAUTY BAR,Beer & Wine (city),11/12/2022,1735 CENTRAL STREET,Denver,CO,80211,"1735 CENTRAL STREET
Denver, CO 80211
(39.759511, -105.007763)",1444
THOMAS C HOFFMAN,HERITAGE OAK WINERY,Winery Direct Shipper's Permit,11/09/2022,10100 EAST WOODBRIDGE ROAD,Acampo,CA,95220,"10100 EAST WOODBRIDGE ROAD
Acampo, CA 95220
(38.161268, -121.192258)",1181
VINTAGE WINE ESTATES INC,CAMERON HUGHES WINE,Winery Direct Shipper's Permit,12/06/2022,13300 BUCKMAN DRIVE,Hopland,CA,95449,"13300 BUCKMAN DRIVE
Hopland, CA 95449
(38.978761, -123.048435)",1168
PUB X LLC,CLANCY'S IRISH PUB,Hotel & Restaurant (city),10/28/2022,7000 W 38TH AVE,Wheat Ridge,CO,80033,"7000 W 38TH AVE
Wheat Ridge, CO 80033
(39.769391, -105.074605)",1008
ROYAL TRIANGLE LLC,OSCAR'S LIQUORS,Liquor Store (city),10/14/2022,838 SOUTH PRAIRIE AVENUE,Pueblo,CO,81005,"838 SOUTH PRAIRIE AVENUE
Pueblo, CO 81005
(38.252011, -104.643843)",34
BEST PIZZA LLC,MOD PIZZA,Beer & Wine (city),10/28/2022,4989 FACTORY SHOPS BOULEVARD UNIT 240,Castle Rock,CO,80104,"4989 FACTORY SHOPS BOULEVARD UNIT 240
Castle Rock, CO 80104
(39.411111, -104.872438)",3133
SAFEWAY STORES 45 INC,SAFEWAY STORE #1499,Fermented Malt Beverage Off (city),10/24/2022,2890 N POWERS BLVD,Colorado Springs,CO,80922,"2890 N POWERS BLVD
Colorado Springs, CO 80922
(38.873879, -104.720093)",1447
DILLON COMPANIES LLC,KING SOOPERS #101,Fermented Malt Beverage Off (city),09/17/2022,13700 COLORADO BOULEVARD,Thornton,CO,806027871,"13700 COLORADO BOULEVARD
Thornton, CO 806027871
(39.944843, -104.940172)",82
"DONALD PATZ WINE GROUP, LLC",MARITANA VINEYARDS,Winery Direct Shipper's Permit,11/03/2022,1200 AMERICAN WAY,Windsor,CA,95492,"1200 AMERICAN WAY
Windsor, CA 95492
(38.530037, -122.79989)",1339
MARTIN LE LLC,PHO KIMMIE,Hotel & Restaurant (city),10/09/2022,2841 WEST 120TH AVENUE #C100,Westminster,CO,80234,"2841 WEST 120TH AVENUE #C100
Westminster, CO 80234
(39.914135, -105.021802)",82
WTF! LLC,WTF!,Hotel & Restaurant (city),06/05/2023,3768 STATE HIGHWAY 52 UNIT A,Frederick,CO,80516,"3768 STATE HIGHWAY 52 UNIT A
Frederick, CO 80516
(40.087592, -104.994008)",1072
TARGET CORPORATION,TARGET T1776,Liquor Licensed Drug Store (county),12/20/2022,9390 WEST CROSS DRIVE,Littleton,CO,80123,"9390 WEST CROSS DRIVE
Littleton, CO 80123
(39.610528, -105.102748)",1008
RINGO ENTERPRISES INC,RINGO'S SUPER TRADING POST,Liquor Store (county),11/06/2022,23368 HIGHWAY 12,Trinidad,CO,81082,"23368 HIGHWAY 12
Trinidad, CO 81082",
BEYOND THE MOUNTAIN BREWING COMPANY LLC,BEYOND THE MOUNTAIN BREWING COMPANY,Manufacturer (brewery),10/25/2022,6035 LONGBOW DRIVE UNITS 109 & 110,Boulder,CO,80301,"6035 LONGBOW DRIVE UNITS 109 & 110
Boulder, CO 80301
(40.06447, -105.215212)",85
ER GOLF BUSINESS LLC,SPRING VALLEY GOLF CLUB,Hotel & Restaurant / Optional (county),11/01/2022,42350 CR 17-21,Elizabeth,CO,80107,"42350 CR 17-21
Elizabeth, CO 80107
(39.485094, -104.576795)",88
SUNCOR ENERGY SALES INC,EXXON,Fermented Malt Beverage Off (city),10/23/2022,9200 NORTH FEDERAL BOULEVARD,Federal Heights,CO,802215836,"9200 NORTH FEDERAL BOULEVARD
Federal Heights, CO 802215836
(39.863866, -105.025037)",82
GPM SOUTHEAST LLC,FAST MARKET #4591,Fermented Malt Beverage Off (city),10/19/2022,1310 WEST BAPTIST ROAD,Monument,CO,80132,"1310 WEST BAPTIST ROAD
Monument, CO 80132",
SAN LUIS VALLEY BREWING COMPANY LLC,SAN LUIS VALLEY BREWING COMPANY,Brew Pub (city),11/01/2022,428 SAN JUAN AVE,Alamosa,CO,811012554,"428 SAN JUAN AVE
Alamosa, CO 811012554
(37.468962, -105.867107)",83
CHANSCO INC,PETTYJOHNS LIQUOR & WINE,Liquor Store (city),11/03/2022,613 S BROADWAY,Boulder,CO,803035926,"613 S BROADWAY
Boulder, CO 803035926
(39.985087, -105.249583)",85
MSCC INC,CANYON CREST LIQUORS,Liquor Store (city),10/01/2022,4935 CENTENNIAL BLVD  SUITE E,Colorado Springs,CO,80919,"4935 CENTENNIAL BLVD SUITE E
Colorado Springs, CO 80919
(38.903503, -104.857416)",1447
BRINKER RESTAURANT CORPORATION,CHILI'S-COUNTY LINE,Hotel & Restaurant (county),09/27/2022,2070 E COUNTY LINE RD,Littleton,CO,80126,"2070 E COUNTY LINE RD
Littleton, CO 80126
(39.56608, -104.961174)",1395
FOOTHILLS PARK & RECREATION DISTRICT,FOOTHILLS FIELDHOUSE,Lodging & Entertainment (County),10/09/2022,3606 SOUTH INDEPENDENCE STREET,Denver,CO,80235,"3606 SOUTH INDEPENDENCE STREET
Denver, CO 80235
(39.65119, -105.103655)",1008
DOMAINE SERENE VINEYARDS & WINERY INC,DOMAINE SERENE VINEYARDS & WINERY INC,Importer (vinous & spirituous),12/02/2022,6555 NE HILLTOP LANE,Dayton,OR,97114,"6555 NE HILLTOP LANE
Dayton, OR 97114
(45.265479, -123.069826)",2453
GPM SOUTHEAST LLC,FAST MARKET #4587,Fermented Malt Beverage Off (city),11/11/2022,3038 SOUTH COLLEGE AVENUE,Fort Collins,CO,80525,"3038 SOUTH COLLEGE AVENUE
Fort Collins, CO 80525
(40.545492, -105.076953)",1012
DILLON COMPANIES LLC,KING SOOPERS #3,Fermented Malt Beverage Off (city),11/04/2022,6350 SHERIDAN BLVD,Arvada,CO,800036602,"6350 SHERIDAN BLVD
Arvada, CO 800036602
(39.811252, -105.053184)",82
FRONT RANGE FAST CASUAL ARVADA LLC,NEWK'S EATERY,Hotel & Restaurant (city),10/18/2022,7450 WEST 52ND AVENUE #304,Arvada,CO,80002,"7450 WEST 52ND AVENUE #304
Arvada, CO 80002
(39.791079, -105.080746)",1008
BOTANAS LOKAS LLC,BOTANAS LOKAS LLC,Beer & Wine (city),10/04/2022,2271 SOUTH PEORIA STREET,Aurora,CO,80014,"2271 SOUTH PEORIA STREET
Aurora, CO 80014
(39.675714, -104.847362)",1395
CHEERS WINE AND SPIRITS LLC,HIGH POINT LIQUOR,Liquor Store (city),11/20/2022,18674 EAST HAMPDEN AVENUE,Aurora,CO,80013,"18674 EAST HAMPDEN AVENUE
Aurora, CO 80013
(39.652953, -104.770505)",1395
THE CLUB TAP LLC,THE CLUB TAP LLC,Tavern (city),10/03/2022,212 MAIN STREET,Fort Morgan,CO,807012112,"212 MAIN STREET
Fort Morgan, CO 807012112
(40.249146, -103.801508)",1059
FORTUITY MANAGEMENT LTD LIABILITY CO,GENESEE WINE AND SPIRITS,Liquor Store (county),10/26/2022,25948 GENESEE TRAIL ROAD SUITE H,Golden,CO,80401,"25948 GENESEE TRAIL ROAD SUITE H
Golden, CO 80401
(39.709, -105.294041)",1008
DE BG INC,THE SPOTLIGHT,Tavern (city),09/10/2022,211 WEST NORTHERN AVENUE,Pueblo,CO,81004,"211 WEST NORTHERN AVENUE
Pueblo, CO 81004
(38.244136, -104.613173)",34
DION CORP,STOCKYARDS INN,Hotel & Restaurant (city),10/29/2022,4701 MARION STREET,Denver,CO,802162102,"4701 MARION STREET
Denver, CO 802162102",
KEYSTONE FOOD & BEVERAGE CO,RIVER COURSE GRILL,Hotel & Restaurant / Optional (county),10/29/2022,155 RIVER COURSE DR,Keystone,CO,80435,"155 RIVER COURSE DR
Keystone, CO 80435
(39.600722, -106.000149)",1070
DENVER PUB VENTURE II LLC,RINO BEER GARDEN,Hotel & Restaurant (city),08/28/2022,3800 WALNUT STREET,Denver,CO,80205,"3800 WALNUT STREET
Denver, CO 80205
(39.770396, -104.971773)",1444
BISHOP CIDER COMPANY LLC,BISHOP CIDER COMPANY,Winery Direct Shipper's Permit,10/05/2022,2777 IRVING BLVD SUITE 208,Dallas,TX,75207,"2777 IRVING BLVD SUITE 208
Dallas, TX 75207
(32.806164, -96.845837)",3162
THE LOVETT RESTAURANT GROUP,CHICKEN REBEL,Hotel & Restaurant (city),02/18/2023,3618 TEJON STREET,Denver,CO,80211,"3618 TEJON STREET
Denver, CO 80211
(39.767364, -105.011208)",1444
ROCCA FAMILY VINEYARDS LLC,ROCCA FAMILY VINEYARDS,Winery Direct Shipper's Permit,11/09/2022,129 DEVLIN ROAD,Napa,CA,94558,"129 DEVLIN ROAD
Napa, CA 94558
(38.239399, -122.268057)",1172
JOONAS GROUP LLC,JOONAS & BEAR DEN ASPEN,Hotel & Restaurant (city),11/20/2022,301 EAST HOPKINS AVENUE,Aspen,CO,81611,"301 EAST HOPKINS AVENUE
Aspen, CO 81611
(39.190039, -106.820392)",1063
MULLIGAN CHARLES G MULLIGAN KIMBERLEY O,HARMONY CELLARS,Winery Direct Shipper's Permit,12/17/2022,3255 HARMONY VALLEY RD,Harmony,CA,93435,"3255 HARMONY VALLEY RD
Harmony, CA 93435
(35.51233, -121.016589)",1332
MATSUHISA-ASPEN LLC,MATSUHISA-ASPEN LLC,Hotel & Restaurant (city),11/13/2022,303 E MAIN ST,Aspen,CO,816111929,"303 E MAIN ST
Aspen, CO 816111929
(39.190885, -106.820192)",1063
2 BIG SHOTS LLC,THE OWL SALOON,Hotel & Restaurant (city),10/18/2022,5026 EAST COLFAX AVENUE,Denver,CO,80220,"5026 EAST COLFAX AVENUE
Denver, CO 80220
(39.740076, -104.928428)",1444
JUMBOS SPORTS BAR AND GRILL INC,JUMBOS SPORTS BAR & GRILL,Tavern (city),10/20/2022,6111 WEST COLFAX AVENUE UNIT B,Lakewood,CO,80214,"6111 WEST COLFAX AVENUE UNIT B
Lakewood, CO 80214
(39.740376, -105.0642)",1008
VINTAGE WINE ESTATES INC,TAMARACK CELLARS,Winery Direct Shipper's Permit,11/20/2022,108 WEST BEECH AVENUE,Walla Walla,WA,99362,"108 WEST BEECH AVENUE
Walla Walla, WA 99362
(46.088723, -118.280338)",2743
TUMBLEWEED LIQUORS LLC,TUMBLEWOOD LIQUORS,Liquor Store (city),11/21/2022,150 COLUMBINE CT UNIT A,Parachute,CO,81635,"150 COLUMBINE CT UNIT A
Parachute, CO 81635
(39.454007, -108.046261)",1449
"TACO CORP WORLDWIDE, LLC",TACOPARTY,Hotel & Restaurant (city),10/31/2022,126 SOUTH 5TH STREET,Grand Junction,CO,81501,"126 SOUTH 5TH STREET
Grand Junction, CO 81501
(39.066572, -108.564421)",1015
HANDLEY CELLARS LP,HANDLEY CELLARS,Winery Direct Shipper's Permit,12/11/2022,3151 HIGHWAY 128,Philo,CA,954669468,"3151 HIGHWAY 128
Philo, CA 954669468
(39.119669, -123.516098)",1168
SMASHBURGER ACQUISITION-DENVER LLC,SMASHBURGER #1524,Beer & Wine (city),10/31/2022,"23890 EAST SMOKY HILL ROAD, SUITE 40",Aurora,CO,80016,"23890 EAST SMOKY HILL ROAD, SUITE 40
Aurora, CO 80016
(39.599226, -104.709904)",1395
ROCK BOTTOM GROUP LLC,ROCK BOTTOM RESTAURANT & BREWERY,Master File (Business),,19219 KATY FREEWAY SUITE 500,Houston,TX,77094,"19219 KATY FREEWAY SUITE 500
Houston, TX 77094
(29.784677, -95.704739)",2024
SHIFT WINE LLC,WINE SNOB,Winery Direct Shipper's Permit,10/05/2022,969 CARQUINEZ AVENUE,Glen Ellen,CA,95442,"969 CARQUINEZ AVENUE
Glen Ellen, CA 95442
(38.36394, -122.523585)",1339
PINNACLE COLFAX LLC,WINGSTOP OF MONTBELLO,Beer & Wine (city),12/12/2022,5125 CHAMBERS ROAD,Denver,CO,802396704,"5125 CHAMBERS ROAD
Denver, CO 802396704
(39.784773, -104.809802)",1444
DURANGO ARTS CENTER INC,DURANGO ARTS CENTER,Arts License (city),10/09/2022,802 EAST 2ND AVENUE,Durango,CO,813015426,"802 EAST 2ND AVENUE
Durango, CO 813015426
(37.272242, -107.879633)",1011
HB CONCEPTS LLC,CORIANDER,Hotel & Restaurant (city),04/26/2023,4968 NORTH TOWER ROAD,Denver,CO,80249,"4968 NORTH TOWER ROAD
Denver, CO 80249
(39.787242, -104.772009)",1444
TA OPERATING LLC,TA EXPRESS,Fermented Malt Beverage Off (city),11/12/2022,2222 HIGHWAY 6 & 50,Grand Junction,CO,815059406,"2222 HIGHWAY 6 & 50
Grand Junction, CO 815059406",
GARROD TRUST,COOPER GARROD ESTATE VINEYARDS,Winery Direct Shipper's Permit,10/12/2022,22645 GARROD ROAD,Saratoga,CA,95070,"22645 GARROD ROAD
Saratoga, CA 95070",
TEGH INC & 7-ELEVEN INC,7-ELEVEN STORE 36013B,Fermented Malt Beverage Off (city),10/05/2022,12060 EAST 120TH AVENUE,Commerce City,CO,80640,"12060 EAST 120TH AVENUE
Commerce City, CO 80640
(39.914355, -104.847233)",82
CH WINES LLC,COWHORN VINEYARD & GARDEN,Winery Direct Shipper's Permit,10/06/2022,1665 EASTVILLE ROAD,Jacksonville,OR,97530,"1665 EASTVILLE ROAD
Jacksonville, OR 97530",
MAC NATION CAFE LLC,MAC NATION CAFE,Hotel & Restaurant (county),11/03/2022,5510 PARMALEE GULCH ROAD,Indian Hills,CO,80454,"5510 PARMALEE GULCH ROAD
Indian Hills, CO 80454
(39.617122, -105.236063)",1008
TELLURIDE BPOE #692,TELLURIDE BPOE,Club License (city),12/01/2022,472 W PACIFIC AVE,Telluride,CO,81435,"472 W PACIFIC AVE
Telluride, CO 81435
(37.937542, -107.81577)",1069
HETTA GLOGG LLC,HETTA GLOGG,Winery Direct Shipper's Permit,11/05/2022,85 BROADWAY,Kingston,NY,12401,"85 BROADWAY
Kingston, NY 12401
(41.919966, -73.985304)",2182
"MCFARLAND OIL, LLC",D&S C STORE,Fermented Malt Beverage Off (city),11/04/2022,640 HIGHWAY 285 UNIT D & E,Fairplay,CO,80440,"640 HIGHWAY 285 UNIT D & E
Fairplay, CO 80440
(39.224656, -105.991442)",1062
CEDARVILLE VINEYARD & WINERY LLC,CEDARVILLE VINEYARD & WINERY,Winery Direct Shipper's Permit,10/30/2022,6320 MARESTAIL ROAD,Fair Play,CA,95684,"6320 MARESTAIL ROAD
Fair Play, CA 95684
(38.597214, -120.673164)",1187
"KATE'S COFFEE BAR, LLC",MODERN BREW,Hotel & Restaurant (city),09/10/2022,8221 SOUTH HOLLY STREET,Centennial,CO,80122,"8221 SOUTH HOLLY STREET
Centennial, CO 80122
(39.567574, -104.923043)",1395
BINO'S PIZZA LLC,BINO'S PIZZA LLC,Hotel & Restaurant (city),08/21/2022,318 COMANCHE STREET,Kiowa,CO,80117,"318 COMANCHE STREET
Kiowa, CO 80117
(39.346552, -104.465607)",88
