"point","permitnum","address","applicant","category","description","proposedusecode","proposedusedescription","permitteddiscretionary","landusedistrict","landusedistrictdescription","concurrent_loc","statuscurrent","applieddate","decisiondate","releasedate","mustcommencedate","canceledrefuseddate","decision","decisionby","sdabnumber","sdabhearingdate","sdabdecision","sdabdecisiondate","communitycode","communityname","ward","quadrant","latitude","longitude","locationcount","locationtypes","locationaddresses","locationsgeojson","locationswkt"
"POINT (-114.04859525242556 51.053384458358074)","DP2022-05927","658 1 AV NE","ROBERT PASHUK ARCHITECTURE","Change of Use - With Change to Site Plan","CHANGES TO SITE PLAN: PLACE OF WORSHIP - SMALL (FENCE HEIGHT)","C2280","PLACE OF WORSHIP - SMALL","Discretionary","MU-2 f3.0h16","Mixed Use - Active Frontage",,"In Circulation","2022-08-23T00:00:00.000",,,,,,,,,,,"BRD","BRIDGELAND/RIVERSIDE","9","NE","51.053","-114.049","2","Titled Parcel;Building","658 1 AV NE;658 1 AV NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0485953,51.0533845],[-114.048614,51.0535217]]}","MULTIPOINT ((-114.04859525242556 51.053384458358074),(-114.04861396694746 51.0535217325937))"
"POINT (-114.14983614634666 51.04905212556423)","DP2022-05926","66 WINDERMERE RD SW","GARAGE SUITES","Residential - Secondary Suite","NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE)","C1020; C1175","ACCESSORY RESIDENTIAL BUILDING; BACKYARD SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-23T00:00:00.000",,,,,,,,,,,"WLD","WILDWOOD","6","SW","51.049","-114.150","2","Titled Parcel;Building","66 WINDERMERE RD SW;66 WINDERMERE RD SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1498361,51.0490521],[-114.1497737,51.0491257]]}","MULTIPOINT ((-114.14983614634666 51.04905212556423),(-114.14977370217883 51.04912566070284))"
"POINT (-114.08353395176508 51.045374074489544)","DP2022-05925","840 9 ST SW",,"Signs - Permitted Use","NEW: SIGN - CLASS B (FASCIA SIGN)","C2680","SIGN - CLASS B","Permitted","CR20-C20/R20","Commercial Residential District",,"Released","2022-08-23T00:00:00.000","2022-09-01T00:00:00.000","2022-09-01T00:00:00.000","2025-09-01T00:00:00.000",,"Approval","Development Authority",,,,,"DNC","DOWNTOWN COMMERCIAL CORE","7","SW","51.045","-114.084","2","Titled Parcel;Building","840 9 ST SW;840 9 ST SW","{""type"":""MultiPoint"",""coordinates"":[[-114.083534,51.0453741],[-114.0833846,51.0454496]]}","MULTIPOINT ((-114.08353395176508 51.045374074489544),(-114.08338464814352 51.045449595979775))"
"POINT (-114.08230599490662 51.045277604819226)","DP2022-05924","916 9 AV SW",,"Signs - Permitted Use","NEW: SIGN - CLASS B (FASCIA SIGN)","C2680","SIGN - CLASS B","Permitted","CR20-C20/R20","Commercial Residential District",,"Released","2022-08-23T00:00:00.000","2022-09-01T00:00:00.000","2022-09-01T00:00:00.000","2025-09-01T00:00:00.000",,"Approval","Development Authority",,,,,"DNC","DOWNTOWN COMMERCIAL CORE","7","SW","51.045","-114.082","3","Titled Parcel;Building;Entryway","920 9 AV SW;920 9 AV SW;916 9 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.082306,51.0452776],[-114.082042,51.0454119],[-114.082042,51.0454119]]}","MULTIPOINT ((-114.08230599490662 51.045277604819226),(-114.08204196528953 51.04541189930118),(-114.08204196528953 51.04541189930118))"
"POINT (-114.10649064280548 51.023306813579595)","DP2022-05923","1934 34 AV SW",,"Renovations - Non-Residential","REVISION: RETAIL AND CONSUMER SERVICE (ADDING LIFT, CHANGES TO DP2021-8610)","C2515","RETAIL AND CONSUMER SERVICE","Permitted","MU-1 f3.0h16","Mixed Use - General",,"Hold","2022-08-23T00:00:00.000",,,,,,,,,,,"SOC","SOUTH CALGARY","8","SW","51.023","-114.106","2","Titled Parcel;Building","1934 34 AV SW;1934 34 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1064906,51.0233068],[-114.106502,51.0233797]]}","MULTIPOINT ((-114.10649064280548 51.023306813579595),(-114.1065019992855 51.02337971924952))"
"POINT (-114.0652831996823 51.04349488247049)","DP2022-05922","140 10 AV SW",,"Signs - Permitted Use","NEW: SIGN - CLASS B (FASCIA SIGN)","C2680","SIGN - CLASS B","Permitted","CC-X","Centre City Mixed Use District",,"Released","2022-08-23T00:00:00.000","2022-09-01T00:00:00.000","2022-09-01T00:00:00.000","2025-09-01T00:00:00.000",,"Approval","Development Authority",,,,,"BLN","BELTLINE","8","SW","51.043","-114.065","2","Titled Parcel;Building","140 10 AV SW;140 10 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0652832,51.0434949],[-114.0651119,51.0436294]]}","MULTIPOINT ((-114.0652831996823 51.04349488247049),(-114.06511188028881 51.04362943751901))"
"POINT (-114.04260542711818 51.03687265570823)","DP2022-05921","1814 ELIZABETH ST SE","SK2 DESIGN BUILD","Residential - Secondary Suite","NEW: BACKYARD SUITE (ABOVE GARAGE), ACCESSORY RESIDENTIAL BUILDING (GARAGE)","C1175","BACKYARD SUITE","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"RAM","RAMSAY","9","SE","51.037","-114.043","1","Titled Parcel","1814 ELIZABETH ST SE","{""type"":""Point"",""coordinates"":[-114.0426054,51.0368727]}","POINT (-114.04260542711818 51.03687265570823)"
"POINT (-114.14035416677264 51.161474724663435)","DP2022-05920","119 KINCORA HL NW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"KCA","KINCORA","2","NW","51.161","-114.140","2","Titled Parcel;Building","119 KINCORA HL NW;119 KINCORA HL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1403542,51.1614747],[-114.1403461,51.1613481]]}","MULTIPOINT ((-114.14035416677264 51.161474724663435),(-114.14034606249157 51.16134813443602))"
"POINT (-113.9567891492905 51.17104284023767)","DP2022-05919","110 RED SKY GR NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-08-22T00:00:00.000",,,,,,,,,,,"RSN","REDSTONE","5","NE","51.171","-113.957","2","Titled Parcel;Building","110 RED SKY GR NE;110 RED SKY GR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9567891,51.1710428],[-113.9567894,51.1709183]]}","MULTIPOINT ((-113.9567891492905 51.17104284023767),(-113.95678939435919 51.17091831724236))"
"POINT (-113.94780209242347 51.113985845590214)","DP2022-05918","19 MARTINDALE BV NE",,"Relaxation - New - Residential","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (GARAGE) - PARCEL COVERAGE","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"MRT","MARTINDALE","5","NE","51.114","-113.948","2","Titled Parcel;Building","19 MARTINDALE BV NE;19 MARTINDALE BV NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9478021,51.1139858],[-113.9478016,51.1138977]]}","MULTIPOINT ((-113.94780209242347 51.113985845590214),(-113.94780162043078 51.11389772006801))"
"POINT (-114.14402660369939 51.0376457027447)","DP2022-05917","3905 17 AV SW","ERIN BAUGH DESIGN","Change of Use - Permitted Use","CHANGE OF USE: OFFICE","C2110","OFFICE","Permitted","C-COR1 f5.0h26","Commercial - Corridor 1",,"Released","2022-08-22T00:00:00.000","2022-08-30T00:00:00.000","2022-08-30T00:00:00.000","2023-08-30T00:00:00.000",,"Approval","Development Authority",,,,,"GDL","GLENDALE","6","SW","51.038","-114.144","3","Titled Parcel;Building;Entryway","3939 17 AV SW;3939 17 AV SW;3905 17 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1440266,51.0376457],[-114.1442894,51.0370087],[-114.1433112,51.0368829]]}","MULTIPOINT ((-114.14402660369939 51.0376457027447),(-114.1442893765218 51.037008733488875),(-114.14331115662208 51.036882929895526))"
"POINT (-114.05388087866197 51.04539027436092)","DP2022-05916","#100 430 8 AV SE","STUDIO PRESBER ARCHITECTURE","Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: CONFERENCE AND EVENT FACILITY","C9999","OTHER","Discretionary","DC","Direct Control (1P2007)",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"DNE","DOWNTOWN EAST VILLAGE","7","SE","51.045","-114.054","3","Titled Parcel;Building;Building Suite","430 8 AV SE;430 8 AV SE;#100 430 8 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0538809,51.0453903],[-114.0538629,51.0455487],[-114.0538621,51.0455469]]}","MULTIPOINT ((-114.05388087866197 51.04539027436092),(-114.05386293684192 51.045548672731584),(-114.05386210768889 51.04554692910557))"
"POINT (-114.08209081753115 51.042092611568236)","DP2022-05915","914 12 AV SW",,"Change of Use - Permitted Use","CHANGE OF USE: RETAIL AND CONSUMER SERVICE","C2515","RETAIL AND CONSUMER SERVICE","Permitted","CC-X","Centre City Mixed Use District",,"Cancelled","2022-08-22T00:00:00.000",,,,"2022-08-31T00:00:00.000",,,,,,,"BLN","BELTLINE","8","SW","51.042","-114.082","3","Titled Parcel;Building;Entryway","906 12 AV SW;906 12 AV SW;914 12 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0820908,51.0420926],[-114.0824149,51.0422517],[-114.0825921,51.0421802]]}","MULTIPOINT ((-114.08209081753115 51.042092611568236),(-114.08241492606494 51.04225171760766),(-114.0825921204388 51.04218024096858))"
"POINT (-114.08999109013598 50.92497178493171)","DP2022-05914","497 SHAWNEE BV SW","BROWN & ASSOCIATES PLANNING GROUP","Development Design Guidelines","REVISION: SINGLE DETACHED DWELLING, SEMI-DETACHED DWELLING (TRACT DEVELOPMENT: 47 UNITS - PHASE 10)","C2640; C2730","SEMI-DETACHED DWELLING; SINGLE DETACHED DWELLING","Discretionary","DC","Direct Control (1P2007)",,"Under Review","2022-08-22T00:00:00.000",,,,,,,,,,,"SHS","SHAWNEE SLOPES","13","SW","50.925","-114.090","1","Titled Parcel","497 SHAWNEE BV SW","{""type"":""Point"",""coordinates"":[-114.0899911,50.9249718]}","POINT (-114.08999109013598 50.92497178493171)"
"POINT (-114.0512097843794 51.010344896316425)","DP2022-05913","607 MANITOU RD SE",,"Change of Use - Permitted Use","CHANGE OF USE: GENERAL INDUSTRIAL - LIGHT","C1685","GENERAL INDUSTRIAL - LIGHT","Permitted","I-G","Industrial - General",,"Cancelled","2022-08-22T00:00:00.000",,,,"2022-08-31T00:00:00.000",,,,,,,"MNI","MANCHESTER INDUSTRIAL","9","SE","51.010","-114.051","3","Titled Parcel;Building;Entryway","601 MANITOU RD SE;601 MANITOU RD SE;607 MANITOU RD SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0512098,51.0103449],[-114.0511029,51.0098675],[-114.051103,51.0099146]]}","MULTIPOINT ((-114.0512097843794 51.010344896316425),(-114.05110292567645 51.00986750448266),(-114.05110297742105 51.009914592967924))"
"POINT (-114.1853028049253 51.050943160222126)","DP2022-05912","145 STRADDOCK TC SW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-08-22T00:00:00.000",,,,,,,,,,,"STR","STRATHCONA PARK","6","SW","51.051","-114.185","2","Titled Parcel;Building","145 STRADDOCK TC SW;145 STRADDOCK TC SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1853028,51.0509432],[-114.1850996,51.0508463]]}","MULTIPOINT ((-114.1853028049253 51.050943160222126),(-114.18509957668141 51.05084625826801))"
"POINT (-114.18366702184153 51.083235119533605)","DP2022-05911","6511 34 AV NW","ARC SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"BOW","BOWNESS","1","NW","51.083","-114.184","2","Titled Parcel;Building","6511 34 AV NW;6511 34 AV NW","{""type"":""MultiPoint"",""coordinates"":[[-114.183667,51.0832351],[-114.1836655,51.0831575]]}","MULTIPOINT ((-114.18366702184153 51.083235119533605),(-114.18366547279776 51.08315750504202))"
"POINT (-114.08150228911138 50.94720217324931)","DP2022-05910","939 CANFORD CR SW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"CAN","CANYON MEADOWS","13","SW","50.947","-114.082","2","Titled Parcel;Building","939 CANFORD CR SW;939 CANFORD CR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0815023,50.9472022],[-114.0813363,50.9472251]]}","MULTIPOINT ((-114.08150228911138 50.94720217324931),(-114.0813363129538 50.94722508730541))"
"POINT (-114.18856262748616 51.0602052580133)","DP2022-05909","140 WESTPOINT GD SW","GLOBAL RAYMAC SURVEYING & ENGINEERING","Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING PERGOLA) - SEPARATION FROM MAIN RESIDENTIAL BUILDING","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-1","Residential - One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-09-01T00:00:00.000",,"2024-09-01T00:00:00.000",,"Approval","Development Authority",,,,,"WSP","WEST SPRINGS","6","SW","51.060","-114.189","2","Titled Parcel;Building","140 WESTPOINT GD SW;140 WESTPOINT GD SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1885626,51.0602053],[-114.1887388,51.0602185]]}","MULTIPOINT ((-114.18856262748616 51.0602052580133),(-114.1887388161084 51.06021848521395))"
"POINT (-113.9937168834375 51.02458289749027)","DP2022-05908","131 VALLEYVIEW CO SE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1N","Residential - Contextual Narrow Parcel One Dwelling",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"DOV","DOVER","9","SE","51.025","-113.994","2","Titled Parcel;Building","131 VALLEYVIEW CO SE;131 VALLEYVIEW CO SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9937169,51.0245829],[-113.9935559,51.0245798]]}","MULTIPOINT ((-113.9937168834375 51.02458289749027),(-113.99355592269261 51.02457975129755))"
"POINT (-114.11298989324202 50.94051782528693)","DP2022-05907","504 WOODHILL PL SW","W PANG SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"WOO","WOODLANDS","13","SW","50.941","-114.113","2","Titled Parcel;Building","504 WOODHILL PL SW;504 WOODHILL PL SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1129899,50.9405178],[-114.1129989,50.9406475]]}","MULTIPOINT ((-114.11298989324202 50.94051782528693),(-114.11299894398125 50.94064749580577))"
"POINT (-114.0887147313589 51.125479987286006)","DP2022-05906","88 BERMONDSEY RI NW","W PANG SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"BED","BEDDINGTON HEIGHTS","4","NW","51.125","-114.089","2","Titled Parcel;Building","88 BERMONDSEY RI NW;88 BERMONDSEY RI NW","{""type"":""MultiPoint"",""coordinates"":[[-114.0887147,51.12548],[-114.0888139,51.1253293]]}","MULTIPOINT ((-114.0887147313589 51.125479987286006),(-114.08881389781138 51.12532925513655))"
"POINT (-114.11499932789818 51.09400244744038)","DP2022-05905","4527 CHAPEL RD NW",,"Residential - Additions over 10 sq metres","ADDITION: SINGLE DETACHED DWELLING (MAIN FLOOR - FRONT AND REAR)","C1455; C2730","DECK; SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"CHW","CHARLESWOOD","4","NW","51.094","-114.115","2","Titled Parcel;Building","4527 CHAPEL RD NW;4527 CHAPEL RD NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1149993,51.0940024],[-114.1150833,51.0939541]]}","MULTIPOINT ((-114.11499932789818 51.09400244744038),(-114.11508334923832 51.09395405433468))"
"POINT (-114.08887008265344 51.09534383921358)","DP2022-05904","1216 NICOLA PL NW","W PANG SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: EAVES (EXISTING) - PROJECTION INTO SIDE SETBACK, DECK (EXISTING) - HEIGHT","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-31T00:00:00.000",,"2024-08-31T00:00:00.000",,"Approval","Development Authority",,,,,"NHV","NORTH HAVEN","4","NW","51.095","-114.089","2","Titled Parcel;Building","1216 NICOLA PL NW;1216 NICOLA PL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.0888701,51.0953438],[-114.0888085,51.0954313]]}","MULTIPOINT ((-114.08887008265344 51.09534383921358),(-114.088808519968 51.0954313193927))"
"POINT (-114.22053665775208 51.019688535043045)","DP2022-05903","2 DISCOVERY RIDGE HT SW",,"Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Permitted with a Relaxation","R-1","Residential - One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"DIS","DISCOVERY RIDGE","6","SW","51.020","-114.221","2","Titled Parcel;Building","2 DISCOVERY RIDGE HT SW;2 DISCOVERY RIDGE HT SW","{""type"":""MultiPoint"",""coordinates"":[[-114.2205367,51.0196885],[-114.2203397,51.0196271]]}","MULTIPOINT ((-114.22053665775208 51.019688535043045),(-114.22033970399453 51.01962706584132))"
"POINT (-114.20364461592726 51.13973076599583)","DP2022-05902","286 ARBOUR CREST DR NW","AXIOM GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - HEIGHT","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"ARB","ARBOUR LAKE","2","NW","51.140","-114.204","2","Titled Parcel;Building","286 ARBOUR CREST DR NW;286 ARBOUR CREST DR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2036446,51.1397308],[-114.2035265,51.1396517]]}","MULTIPOINT ((-114.20364461592726 51.13973076599583),(-114.20352654834412 51.13965174617365))"
"POINT (-114.10907090059412 51.008848884324536)","DP2022-05900","2048 50 AV SW","FORMED ALLIANCE ARCHITECTURE STUDIO","Residential - Multi-Family","NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (1 BUILDING, 5 UNITS), ACCESSORY RESIDENTIAL BUILDING (GARAGE)","C1020; C2626; C9999","ACCESSORY RESIDENTIAL BUILDING; SECONDARY SUITE; OTHER","Permitted","R-C2","Residential - Contextual One/Two Dwelling",,"Hold","2022-08-22T00:00:00.000",,,,,,,,,,,"ALT","ALTADORE","8","SW","51.009","-114.109","1","Titled Parcel","2048 50 AV SW","{""type"":""Point"",""coordinates"":[-114.1090709,51.0088489]}","POINT (-114.10907090059412 51.008848884324536)"
"POINT (-114.26652567538126 51.09200712187503)","DP2022-05899","14 VALLEY CREST CL NW","THIRD ROCK GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING PERGOLA) - SEPARATION FROM MAIN RESIDENTIAL BUILDING","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-31T00:00:00.000",,"2024-08-31T00:00:00.000",,"Approval","Development Authority",,,,,"VAL","VALLEY RIDGE","1","NW","51.092","-114.267","2","Titled Parcel;Building","14 VALLEY CREST CL NW;14 VALLEY CREST CL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2665257,51.0920071],[-114.2663893,51.0919487]]}","MULTIPOINT ((-114.26652567538126 51.09200712187503),(-114.26638925459184 51.09194874813929))"
"POINT (-114.1285413174203 51.15480803127107)","DP2022-05898","179 KINCORA DR NW","GLOBAL RAYMAC SURVEYING & ENGINEERING","Relaxation - Existing - Compliance Follow-Up","RELAXATION: AIR CONDITIONING EQUIPMENT (EXISTING) - PROJECTION INTO SIDE SETBACK","C1045","AIR CONDITIONING EQUIPMENT","Permitted with a Relaxation","R-1N","Residential - Narrow Parcel One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-31T00:00:00.000",,"2024-08-31T00:00:00.000",,"Approval","Development Authority",,,,,"KCA","KINCORA","2","NW","51.155","-114.129","2","Titled Parcel;Building","179 KINCORA DR NW;179 KINCORA DR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1285413,51.154808],[-114.1285398,51.1549212]]}","MULTIPOINT ((-114.1285413174203 51.15480803127107),(-114.12853978786215 51.15492120261777))"
"POINT (-114.11844667885917 51.07761880495767)","DP2022-05897","35 CRESTON CR NW","FORMED ALLIANCE ARCHITECTURE STUDIO","Residential - Multi-Family","NEW: ROWHOUSE BUILDING (1 BUILDING), SECONDARY SUITE (1 BUILDING, 5 UNITS), ACCESSORY RESIDENTIAL BUILDING (GARAGE)","C1020; C2540; C2626","ACCESSORY RESIDENTIAL BUILDING; ROWHOUSE BUILDING; SECONDARY SUITE","Permitted","R-CG","Residential - Grade-Oriented Infill",,"In Circulation","2022-08-22T00:00:00.000",,,,,,,,,,,"BNF","BANFF TRAIL","7","NW","51.078","-114.118","1","Titled Parcel","35 CRESTON CR NW","{""type"":""Point"",""coordinates"":[-114.1184467,51.0776188]}","POINT (-114.11844667885917 51.07761880495767)"
"POINT (-114.13163662951807 51.09541192791525)","DP2022-05896","3208 BREEN RD NW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO SIDE & REAR SETBACK","C1455","DECK","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-22T00:00:00.000","2022-08-26T00:00:00.000",,"2024-08-26T00:00:00.000",,"Approval","Development Authority",,,,,"BRE","BRENTWOOD","4","NW","51.095","-114.132","2","Titled Parcel;Building","3208 BREEN RD NW;3208 BREEN RD NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1316366,51.0954119],[-114.1315306,51.0955257]]}","MULTIPOINT ((-114.13163662951807 51.09541192791525),(-114.13153056595263 51.09552571253191))"
"POINT (-114.06876465038765 51.0118042218749)","DP2022-05894","312 46 AV SW",,"Relaxation - New - Residential","RELAXATION: RETAINING WALL - HEIGHT","C2535","RETAINING WALL","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-08-22T00:00:00.000",,,,,,,,,,,"EYA","ELBOYA","8","SW","51.012","-114.069","2","Titled Parcel;Building","312 46 AV SW;312 46 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0687647,51.0118042],[-114.0687113,51.0119112]]}","MULTIPOINT ((-114.06876465038765 51.0118042218749),(-114.06871125500787 51.01191122273971))"
"POINT (-114.2155511593647 51.15232117697858)","DP2022-05893","#600 8888 COUNTRY HILLS BV NW","KNIGHT SIGNS ALBERTA","Signs - Permitted Use","NEW: SIGN - CLASS B (FASCIA SIGN)","C2680","SIGN - CLASS B","Permitted","C-C2 f0.5h18","Commercial - Community 2",,"Released","2022-08-22T00:00:00.000","2022-09-09T00:00:00.000","2022-09-09T00:00:00.000","2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"RYV","ROYAL VISTA","1","NW","51.152","-114.216","2","Titled Parcel;Building","8888 COUNTRY HILLS BV NW;#600 8888 COUNTRY HILLS BV NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2155512,51.1523212],[-114.2157196,51.1538119]]}","MULTIPOINT ((-114.2155511593647 51.15232117697858),(-114.2157195723856 51.153811896081166))"
