"tradename","address","licencetypes","comdistnm","jobstatusdesc","jobcreated","longitude","latitude"
"ALFAGOMMA CANADA","4920 52 ST SE","WHOLESALER","STARFIELD","Renewal Licensed","2018-11-27T00:00:00.000","-113.95702313226386","51.01024800525675"
"TAYLOR CONSTRUCTION","#2 314 EXPLORATION AV SE","CONTRACTOR","RESIDUAL WARD 12 - SUB AREA 12A","Renewal Licensed","2014-06-20T00:00:00.000","-113.90204325038293","50.962932545961706"
"TARPON ENERGY SERVICES","7020 81 ST SE","CONTRACTOR","GREAT PLAINS EAST","Renewal Licensed","2006-12-28T00:00:00.000","-113.91631860500327","50.98980376123241"
"INERTIA ENVIRONMENTAL","6865 84 ST SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","GREAT PLAINS EAST","Renewal Licensed","2018-03-02T00:00:00.000","-113.91314313267615","50.991584160631064"
"REDLINE GLASS & METAL","#62 4216 54 AV SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","2018-01-18T00:00:00.000","-113.9738809082173","51.00411634218231"
"BENTO SUSHI","#240 540 3 ST SE","FOOD SERVICE - PREMISES","DOWNTOWN EAST VILLAGE","Renewal Licensed","2020-03-03T00:00:00.000","-114.05430040591341","51.04764868722423"
"CRESCENT HEIGHTS BBQ CHICKEN","1115 CENTRE ST NW","ALCOHOL BEVERAGE SALES (RESTAURANT)","CRESCENT HEIGHTS","Licensed","2022-07-20T00:00:00.000","-114.06281143258087","51.061813181919376"
"STARDIP.COM","4801 WESTWINDS DR NE","SECONDHAND DEALER","WESTWINDS","Renewal Licensed","2013-02-01T00:00:00.000","-113.96535420591974","51.09973212824557"
"BIG T'S BBQ & SMOKEHOUSE","2138 CROWCHILD TR NW","FOOD SERVICE - PREMISES (SEATING)","BANFF TRAIL","Renewal Licensed","2008-05-13T00:00:00.000","-114.11680095064297","51.07034700008022"
"K TOWN FRIED CHICKEN","919B CENTRE ST NW","OUTDOOR PATIO","CRESCENT HEIGHTS","Renewal Licensed","2019-06-19T00:00:00.000","-114.0630493265265","51.0603294731979"
"CTR REFRIGERATION AND FOOD STORE EQUIPMENT","4840 52 ST SE","FOOD SERVICE - PREMISES","STARFIELD","Renewal Licensed","2000-05-10T00:00:00.000","-113.95703578987602","51.01181738377068"
"ALTADIGITAL COMPUTER SERVICES","#5 3916 64 AV SE","RETAIL DEALER - PREMISES","FOOTHILLS","Renewal Licensed","2016-05-09T00:00:00.000","-113.97747991364983","50.99701768320162"
"MIDRISE SHELL","3 MILLRISE BV SW","TOBACCO RETAILER","MILLRISE","Renewal Licensed","2019-06-13T00:00:00.000","-114.07590062818737","50.92045401857851"
"BURGER KING #10889","11 CROWFOOT TC NW","RETAIL DEALER - PREMISES","ARBOUR LAKE","Renewal Licensed","2008-06-17T00:00:00.000","-114.19863379607658","51.12654980349782"
"CAFFE ROSSO","425 11 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","BELTLINE","Renewal Licensed","2012-05-28T00:00:00.000","-114.0541220083459","51.04195777405637"
"ACE CAREER COLLEGE","#215 100 4 AV SW","SCHOOL (PROV. APPROVED)","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2019-02-06T00:00:00.000","-114.06312723342953","51.04963130674952"
"WESTERN RIBBONS","4828 52 ST SE","MANUFACTURER","STARFIELD","Renewal Licensed","2017-12-21T00:00:00.000","-113.95703997742655","51.01218986802881"
"MAXIM TRUCK & TRAILER","6707 84 ST SE","WHOLESALER","GREAT PLAINS EAST","Renewal Licensed","2003-10-01T00:00:00.000","-113.91338664575636","50.993876753385464"
"WORKSHOP STUDIOS","#3 2501 ALYTH RD SE","RETAIL DEALER - PREMISES","ALYTH/BONNYBROOK","Renewal Licensed","2018-06-07T00:00:00.000","-114.02472530281712","51.031335922124576"
"BROKEN SPIRITS DISTILLERY","#4 3320 14 AV NE","FOOD SERVICE - PREMISES (SEATING)","FRANKLIN","Renewal Licensed","2020-01-30T00:00:00.000","-113.98651461062252","51.0656973781163"
"MORMAK EQUIPMENT","6969 84 ST SE","RETAIL DEALER - PREMISES","GREAT PLAINS EAST","Renewal Licensed","2020-07-07T00:00:00.000","-113.9129890561786","50.9905152105343"
"STAR PRODUCE","4956 52 ST SE","FOOD SERVICE - PREMISES","STARFIELD","Renewal Licensed","2001-04-23T00:00:00.000","-113.95702041062158","51.00910689453133"
"SHOPPERS DRUG MART #353","#1000 150 MILLRISE BV SW","RETAIL DEALER - PREMISES","MILLRISE","Renewal Licensed","2015-05-08T00:00:00.000","-114.07323490918583","50.915323009755035"
"HUFF N' PUFF SMOKE & CIGAR","2101B CENTRE ST NW","TOBACCO RETAILER","TUXEDO PARK","Licensed","2022-04-08T00:00:00.000","-114.06308492848613","51.07083296779158"
"MORMAK EQUIPMENT","6969 84 ST SE","MANUFACTURER","GREAT PLAINS EAST","Renewal Licensed","2020-07-07T00:00:00.000","-113.9129890561786","50.9905152105343"
"KEVIN GRAY INTERIORS","#27 5080 12A ST SE","DISTRIBUTION MANAGER","HIGHFIELD","Renewal Licensed","2018-01-25T00:00:00.000","-114.03487845259365","51.00726816988909"
"TARPON ENERGY SERVICES","7020 81 ST SE","MANUFACTURER","GREAT PLAINS EAST","Renewal Licensed","2006-12-28T00:00:00.000","-113.91631860500327","50.98980376123241"
"BELLEVA","#227 1982 KENSINGTON RD NW","PERSONAL SERVICE","WEST HILLHURST","Renewal Licensed","2021-04-01T00:00:00.000","-114.10491483435506","51.05288374960256"
"5 SENSES RAMEN & SUSHI BAR","634A 17 AV SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","BELTLINE","Renewal Licensed","2015-05-08T00:00:00.000","-114.07651641536287","51.038017370438155"
"ALL TRANS TRANSMISSION & AUTO","4809 17 AV SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","FOREST LAWN","Renewal Licensed","2006-05-24T00:00:00.000","-113.9648376042556","51.03736144129153"
"WOW LIQUOR","#7 5269 MEMORIAL DR SE","LIQUOR STORE","FOREST HEIGHTS","Renewal Licensed","2011-06-15T00:00:00.000","-113.95720491766394","51.052651411637704"
"ARGOS BUILDING SOLUTIONS","#7 417 53 AV SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","MANCHESTER INDUSTRIAL","Renewal Licensed","2021-03-02T00:00:00.000","-114.05551180988438","51.005519765103315"
"PRINT THREE 34","#210 333 5 AV SW","MANUFACTURER","DOWNTOWN COMMERCIAL CORE","Licensed","2021-11-01T00:00:00.000","-114.06961011027667","51.04827732357213"
"KUNGFU RESTAURANT","#402 19369 SHERIFF KING ST SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","SILVERADO","Renewal Licensed","2018-02-05T00:00:00.000","-114.07199444076551","50.87893638480493"
"DOUCETTE TRUCKING","4816 52 ST SE","FOOD SERVICE - PREMISES","STARFIELD","Renewal Licensed","2011-12-30T00:00:00.000","-113.95705102048794","51.01246887901501"
"HUFF N' PUFF SMOKE & CIGAR","2101B CENTRE ST NW","RETAIL DEALER - PREMISES","TUXEDO PARK","Licensed","2022-04-08T00:00:00.000","-114.06308492848613","51.07083296779158"
"MOBILE DOOR & CARPENTRY SERVICES","#9 7003 30 ST SE","RETAIL DEALER - PREMISES","FOOTHILLS","Renewal Licensed","2011-08-24T00:00:00.000","-113.9849786120809","50.99126753023804"
"MASTER BARBER SHOP","#6 920 NORTHMOUNT DR NW","PERSONAL SERVICE","COLLINGWOOD","Renewal Licensed","2006-03-30T00:00:00.000","-114.1036530133649","51.08668638021385"
"RIDERSONLY","#9 7130 FISHER RD SE","RETAIL DEALER - PREMISES","FAIRVIEW INDUSTRIAL","Renewal Licensed","2020-04-01T00:00:00.000","-114.06743233398855","50.9903440848162"
"CTR REFRIGERATION AND FOOD STORE EQUIPMENT","4840 52 ST SE","CONTRACTOR","STARFIELD","Renewal Licensed","2000-05-10T00:00:00.000","-113.95703578987602","51.01181738377068"
"YYC BEAUTY LOUNGE","10105 HIDDEN VALLEY DR NW","PERSONAL SERVICE (TATTOO)","HIDDEN VALLEY","Renewal Licensed","2019-04-24T00:00:00.000","-114.10541051362513","51.146564458791914"
"SAKALAM AUTOWORKS","#107 3360 26 ST NE","MOTOR VEHICLE REPAIR AND SERVICE (2-PROV N/R)","HORIZON","Licensed","2021-10-15T00:00:00.000","-113.99666802864027","51.08295071175528"
"KEY MECHANICAL","#17 1916B 30 AV NE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","SOUTH AIRWAYS","Renewal Licensed","2019-04-30T00:00:00.000","-114.01342642565243","51.08000516811297"
"MOBILE DOOR & CARPENTRY SERVICES","#9 7003 30 ST SE","WHOLESALER","FOOTHILLS","Renewal Licensed","2011-08-24T00:00:00.000","-113.9849786120809","50.99126753023804"
"NORMANDEAU INTERIORS","#109 6490 OLD BANFF COACH RD SW","RETAIL DEALER - PREMISES","PATTERSON","Pending Renewal","2012-10-31T00:00:00.000","-114.18074756563136","51.06115952809661"
"OPA! OF GREECE #113 EASTHILLS","#619 409 EAST HILLS BV SE","FOOD SERVICE - PREMISES (SEATING)","BELVEDERE","Renewal Licensed","2016-04-07T00:00:00.000","-113.90918463501315","51.039192027591405"
"LESS STRESS FOR BODY, MIND & SOUL","#220 19 ROYAL VISTA LI NW","RETAIL DEALER - PREMISES","ROYAL VISTA","Renewal Licensed","2019-06-25T00:00:00.000","-114.20491322618157","51.15101734436053"
"INDIAN OCEAN RESTAURANT","2102 GLENMORE CO SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","OGDEN","Licensed","2022-04-28T00:00:00.000","-113.99668328799193","50.9810530514906"
"GLAZIER ELECTRIC","7134 FISHER ST SE","RETAIL DEALER - PREMISES","FAIRVIEW INDUSTRIAL","Renewal Licensed","2001-01-08T00:00:00.000","-114.06924694679834","50.99080627769144"
"ARCHED AND AGELESS","6107 CENTRE ST SW","PERSONAL SERVICE (MICROBLADING)","MANCHESTER INDUSTRIAL","Licensed","2022-03-15T00:00:00.000","-114.06431502912832","50.99737223529616"
"THE VARSITY CLINIC","#102 4616 VALIANT DR NW","MASSAGE CENTRE (COMMERCIAL)","VARSITY","Pending Renewal","2000-09-18T00:00:00.000","-114.15340927756398","51.091438359402595"
"MCLEAN LUMBER SALES ALBERTA","#S 5717 84 ST SE","WHOLESALER","STARFIELD EAST","Renewal Licensed","1994-10-07T00:00:00.000","-113.91436693379866","51.00163146390567"
"PHIL'S RESTAURANTS","#50 5000 64 AV SE","FOOD SERVICE - PREMISES","FOOTHILLS","Renewal Licensed","2005-05-27T00:00:00.000","-113.96172938888454","50.9974599026239"
"KUNGFU RESTAURANT","#402 19369 SHERIFF KING ST SW","FOOD SERVICE - PREMISES (SEATING)","SILVERADO","Renewal Licensed","2018-02-05T00:00:00.000","-114.07199444076551","50.87893638480493"
"ARA AUTO","#2 3916 64 AV SE","MOTOR VEHICLE DEALER - PREMISES","FOOTHILLS","Licensed","2022-01-31T00:00:00.000","-113.97747991364983","50.99701768320162"
"EXCHANGE GIFTS & CONVENIENCE STORE","#250 300 5 AV SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2013-01-24T00:00:00.000","-114.06831051776395","51.04883440169486"
"MAXIM TRUCK & TRAILER","6707 84 ST SE","MOTOR VEHICLE DEALER - PREMISES","GREAT PLAINS EAST","Renewal Licensed","2003-10-01T00:00:00.000","-113.91338664575636","50.993876753385464"
"DAILY KING CONVENIENCE STORE","840 5 AV SW","TOBACCO RETAILER","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2007-05-22T00:00:00.000","-114.0805077624049","51.049167221616536"
"INDIAN OCEAN RESTAURANT","2102 GLENMORE CO SE","FOOD SERVICE - PREMISES (SEATING)","OGDEN","Licensed","2022-04-28T00:00:00.000","-113.99668328799193","50.9810530514906"
"INSPIRED A DIV OF WHOLE LEAF","4936 52 ST SE","FOOD SERVICE - PREMISES","STARFIELD","Renewal Licensed","2020-03-05T00:00:00.000","-113.95702739371852","51.00972294031595"
"ZEN CLEANING SERVICES YYC","#3 4750 106 AV SE","CLEANING SERVICE (COMMERCIAL & RESIDENTIAL)","EAST SHEPARD INDUSTRIAL","Licensed","2022-02-10T00:00:00.000","-113.96730365847637","50.95834520666873"
"MODERN TRUCK AND TRAILER REPAIR","6015 84 ST SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","STARFIELD EAST","Renewal Licensed","2018-09-07T00:00:00.000","-113.912940822568","51.0002166196494"
"MCCANN'S BUILDING MOVERS","6017 84 ST SE","CONTRACTOR","STARFIELD EAST","Renewal Licensed","2005-01-26T00:00:00.000","-113.912940822568","51.0002166196494"
"WE-CLEAN CANADA","#214 7 WESTWINDS CR NE","CLEANING SERVICE (COMMERCIAL ONLY)","WESTWINDS","Renewal Licensed","2013-05-31T00:00:00.000","-113.97023975399098","51.10595556556723"
"D&M TREATMENTS","#2 1235 17 AV SW","MASSAGE CENTRE (COMMERCIAL)","MOUNT ROYAL LOWER","Renewal Licensed","2020-04-21T00:00:00.000","-114.09080423817542","51.03760653285728"
"HIGH LINE BREWING","#113 1318 9 AV SE","RETAIL DEALER - PREMISES","INGLEWOOD","Renewal Licensed","2016-09-13T00:00:00.000","-114.03281667110504","51.04112225381788"
"NOODLE KING VIETNAMESE RESTAURANT","#119 2323 32 AV NE","ALCOHOL BEVERAGE SALES (RESTAURANT)","SOUTH AIRWAYS","Pending Renewal","2007-10-01T00:00:00.000","-114.00564304193621","51.08003537893462"
"C B DRIVE-IN","793 NORTHMOUNT DR NW","FOOD SERVICE - PREMISES (NO SEATING)","COLLINGWOOD","Renewal Licensed","1997-04-23T00:00:00.000","-114.0969775799475","51.08259563020525"
"OSTERIA DE MEDICI RESTAURANT","#4 201 10 ST NW","TOBACCO RETAILER","HILLHURST","Renewal Licensed","1997-03-14T00:00:00.000","-114.08636585960392","51.05276284056905"
"MEDICINE SHOPPE PHARMACY","#3105 230 EVERSYDE BV SW","FOOD SERVICE - PREMISES","EVERGREEN","Renewal Licensed","2011-05-20T00:00:00.000","-114.11007503133288","50.908706865114176"
"CANADA RUG","#3 2220 32 AV NE","RETAIL DEALER - PREMISES","NORTH AIRWAYS","Renewal Licensed","2018-07-05T00:00:00.000","-114.00756072354532","51.08219178623009"
"CALGARY CO-OP WINES & SPIRITS - #35 KINGSLAND","6907 MACLEOD TR SW","RETAIL DEALER - PREMISES","KINGSLAND","Renewal Licensed","2010-05-12T00:00:00.000","-114.07283081767787","50.991761244377464"
"KBM GROUP","1245 45 AV NE","CONTRACTOR","MCCALL","Renewal Licensed","2010-04-06T00:00:00.000","-114.03468020335696","51.09284299585194"
"HYRDA RIG CANADA","6771 84 ST SE","MANUFACTURER","GREAT PLAINS EAST","Renewal Licensed","2004-12-14T00:00:00.000","-113.91320112822211","50.99268017024817"
"AIR LIQUIDE CANADA","#100 2331 50 AV SE","RETAIL DEALER - PREMISES","VALLEYFIELD","Renewal Licensed","2014-04-28T00:00:00.000","-114.00610539349132","51.00820485490858"
"SPA BERRY STORE (THE)","4816 52 ST SE","WHOLESALER","STARFIELD","Renewal Licensed","2014-05-14T00:00:00.000","-113.95705102048794","51.01246887901501"
"MAXIM TRUCK & TRAILER","6707 84 ST SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","GREAT PLAINS EAST","Renewal Licensed","2003-10-01T00:00:00.000","-113.91338664575636","50.993876753385464"
"MOBILE DOOR & CARPENTRY SERVICES","#9 7003 30 ST SE","CONTRACTOR","FOOTHILLS","Renewal Licensed","2011-08-24T00:00:00.000","-113.9849786120809","50.99126753023804"
"KP TECHNOLOGIES","#2 3521 78 AV SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","FOOTHILLS","Licensed","2022-02-02T00:00:00.000","-113.9846226172844","50.98192138518755"
"INS MARKET - INTACT PLACE","#224 321 6 AV SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2017-04-19T00:00:00.000","-114.06938006428264","51.04738650622787"
"GREAT TASTE CHINESE RESTAURANT","#101 123 2 AV SE","OUTDOOR PATIO","CHINATOWN","Renewal Licensed","2011-06-06T00:00:00.000","-114.06127548249147","51.0509511927965"
"ENVIROTECH HEATING & COOLING","#1 539 QUEENSLAND DR SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","QUEENSLAND","Renewal Licensed","2018-04-04T00:00:00.000","-114.02532265414241","50.93976836059442"
"DAGU RICE NOODLE","#246 40 COUNTRY HILLS LD NW","FOOD SERVICE - PREMISES (SEATING)","COUNTRY HILLS","Renewal Licensed","2019-08-06T00:00:00.000","-114.07020909842758","51.1421514791462"
"MEGA SANJHA PUNJAB GROCERY STORE","#570 6520 FALCONRIDGE BV NE","FOOD SERVICE - PREMISES","TARADALE","Renewal Licensed","2020-05-01T00:00:00.000","-113.94499714789119","51.11161695244579"
"WIKA INSTRUMENTS","4932 52 ST SE","WHOLESALER","STARFIELD","Renewal Licensed","2001-11-06T00:00:00.000","-113.95700463680674","51.009861482551365"
"LA MOLIENDA FOODS","4824 52 ST SE","FOOD SERVICE - PREMISES","STARFIELD","Renewal Licensed","2015-02-26T00:00:00.000","-113.9570421354237","51.012291192675754"
"SAVE ON BOX","5614C BURBANK RD SE","FOOD SERVICE - PREMISES","BURNS INDUSTRIAL","Licensed","2021-11-08T00:00:00.000","-114.04456200857788","51.00482819458156"
"FERGUS & BIX RESTAURANT AND BEER MARKET","#2000 873 85 ST SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","WEST SPRINGS","Renewal Licensed","2008-06-25T00:00:00.000","-114.21204468661374","51.05990267277056"
"MARINA DOSA & TANDOORI GRILL","#301 3132 26 ST NE","FOOD SERVICE - PREMISES (SEATING)","SUNRIDGE","Renewal Licensed","2018-04-12T00:00:00.000","-113.99794712984992","51.079798807851695"
"GWAILO","1214C 9 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","INGLEWOOD","Licensed","2022-02-24T00:00:00.000","-114.03587584164212","51.042014449363926"
"VIA CIBO","#2 7929 11 ST SE","FOOD SERVICE - PREMISES (SEATING)","EAST FAIRVIEW INDUSTRIAL","Renewal Licensed","2016-09-19T00:00:00.000","-114.04283124508483","50.98400110293149"
"RUN LOUNGE (THE)","144 2 ST SW","SCHOOL (PROV. NOT REQUIRED)","CHINATOWN","Licensed","2022-02-22T00:00:00.000","-114.06671480441585","51.05252202764359"
"SPLASH N DASH AUTO CARE","#6 3610 29 ST NE","MOTOR VEHICLE REPAIR AND SERVICE (2-PROV N/R)","HORIZON","Move in Progress","2021-11-16T00:00:00.000","-113.99097042020314","51.085030917384266"
"HONG AN VIETNAMESE CUISINE","#230 4600 130 AV SE","FOOD SERVICE - PREMISES (SEATING)","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2016-04-01T00:00:00.000","-113.96898449450082","50.93299022031412"
"XIBIT CREATIVE RESOURCE MGMT","7805 FLINT RD SE","WAREHOUSING","FAIRVIEW INDUSTRIAL","Renewal Licensed","2019-09-09T00:00:00.000","-114.06936586021818","50.98381332930143"
"SPECTRUM SUPPLY CHAIN SOLUTIONS","#200 6060 90 AV SE","FOOD SERVICE - PREMISES","SECTION 23","Renewal Licensed","2017-09-27T00:00:00.000","-113.94929720742061","50.97334490630172"
"TRUSTORI","#1103 230 EVERSYDE BV SW","RETAIL DEALER - PREMISES","EVERGREEN","Renewal Licensed","2015-03-19T00:00:00.000","-114.11009531766939","50.90935609092938"
"BEST BUY MEDICAL SUPPLIES","#22 10221 15 ST NE","DISTRIBUTION MANAGER","STONEY 2","Pending Renewal","2016-07-12T00:00:00.000","-114.02584085339528","51.14523792981987"
"DOLLAR TREE","#112 10440 MACLEOD TR SE","FOOD SERVICE - PREMISES","WILLOW PARK","Pending Renewal","2010-10-28T00:00:00.000","-114.07062003217332","50.95924953608792"
"GREAT OUTDOORS (THE)","422 MEMORIAL DR NE","RETAIL DEALER - PREMISES","CRESCENT HEIGHTS","Renewal Licensed","2002-01-08T00:00:00.000","-114.05309307818614","51.0515869847209"
"LINDT","1403 4 ST SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2013-03-27T00:00:00.000","-114.07225211433847","51.03949917599494"
"SAVE ON BOX","5614C BURBANK RD SE","RETAIL DEALER - PREMISES","BURNS INDUSTRIAL","Licensed","2021-11-08T00:00:00.000","-114.04456200857788","51.00482819458156"
"SPECTRUM MASSAGE THERAPY & ACUPUNCTURE","#602 5920 1A ST SW","MASSAGE CENTRE (COMMERCIAL)","MANCHESTER INDUSTRIAL","Renewal Licensed","2021-03-15T00:00:00.000","-114.06691744609658","50.99998361580848"
"ALBERTA CHROME & GRINDING","4726 1 ST SE","WHOLESALER","MANCHESTER INDUSTRIAL","Renewal Licensed","2001-08-29T00:00:00.000","-114.06192406914563","51.00976033564991"
"WADEMADE BBQ","#7 4216 64 AV SE","FOOD SERVICE - NO PREMISES","FOOTHILLS","Renewal Licensed","2020-07-08T00:00:00.000","-113.97476164929905","50.99728006151206"
"LESS STRESS FOR BODY, MIND & SOUL","#220 19 ROYAL VISTA LI NW","PERSONAL SERVICE","ROYAL VISTA","Renewal Licensed","2019-06-25T00:00:00.000","-114.20491322618157","51.15101734436053"
"MEGA SANJHA PUNJAB GROCERY STORE","606 CITYSCAPE SQ NE","FOOD SERVICE - PREMISES","CITYSCAPE","Licensed","2022-03-03T00:00:00.000","-113.96884001946066","51.146834387197536"
"PRINT THREE 34","#210 333 5 AV SW","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","DOWNTOWN COMMERCIAL CORE","Licensed","2021-11-01T00:00:00.000","-114.06961011027667","51.04827732357213"
"TAN 2000","#401 8120 BEDDINGTON BV NW","PERSONAL SERVICE","BEDDINGTON HEIGHTS","Renewal Licensed","2013-02-20T00:00:00.000","-114.07464930235531","51.127020300817556"
"LAST BEST BREWING & DISTILLING EATERY & BREWPUB","607 11 AV SW","ENTERTAINMENT ESTABLISHMENT","BELTLINE","Renewal Licensed","2015-04-09T00:00:00.000","-114.0746042807776","51.04259663250798"
"GREAT TASTE CHINESE RESTAURANT","#101 123 2 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","CHINATOWN","Renewal Licensed","2011-06-06T00:00:00.000","-114.06127548249147","51.0509511927965"
"UPPER CANADA FOREST PRODUCTS","4715 52 AV SE","WHOLESALER","FOOTHILLS","Renewal Licensed","2007-09-10T00:00:00.000","-113.96508270860653","51.00733829664095"
"CHICKO CHICKEN","#925 9650 HARVEST HILLS BV NE","FOOD SERVICE - PREMISES (SEATING)","AURORA BUSINESS PARK","Licensed","2022-07-07T00:00:00.000","-114.06780785618813","51.140530131920215"
"MYO LAB","#300 227 10 ST NW","MASSAGE CENTRE (COMMERCIAL)","HILLHURST","Renewal Licensed","2017-11-21T00:00:00.000","-114.08627720046482","51.053714827708355"
"RENAISSANCE CAFE CALGARY","#100 550 11 AV SW","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Renewal Licensed","2020-03-13T00:00:00.000","-114.07369377968884","51.04295504665179"
"ALLSOLD.CA","514 42 AV SE","SECONDHAND DEALER","MANCHESTER INDUSTRIAL","Renewal Licensed","2011-08-22T00:00:00.000","-114.0517373179613","51.016155812168634"
"PRINT THREE 34","#210 333 5 AV SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Licensed","2021-11-01T00:00:00.000","-114.06961011027667","51.04827732357213"
"DOMINO'S PIZZA","6544 4 ST NE","RETAIL DEALER - PREMISES","HUNTINGTON HILLS","Pending Renewal","2021-07-16T00:00:00.000","-114.05592701778734","51.111688305296504"
"MRS. CLEAN / GARY'S PAINTING SERVICES","#112 7710 5 ST SE","CLEANING SERVICE (COMMERCIAL & RESIDENTIAL)","FAIRVIEW INDUSTRIAL","Renewal Licensed","2019-07-02T00:00:00.000","-114.04913359958593","50.98492525773827"
"ADVANPRO FURNACE AND DUCT CLEANING","11985 44 ST SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2017-09-20T00:00:00.000","-113.97255388188645","50.94385819205943"
"DAILY KING CONVENIENCE STORE","840 5 AV SW","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2007-05-22T00:00:00.000","-114.0805077624049","51.049167221616536"
"NOODLE KING VIETNAMESE RESTAURANT","#119 2323 32 AV NE","FOOD SERVICE - PREMISES (SEATING)","SOUTH AIRWAYS","Pending Renewal","2007-10-01T00:00:00.000","-114.00564304193621","51.08003537893462"
"MRS. CLEAN / GARY'S PAINTING SERVICES","#112 7710 5 ST SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","FAIRVIEW INDUSTRIAL","Renewal Licensed","2019-07-02T00:00:00.000","-114.04913359958593","50.98492525773827"
"MOBILE DOOR & CARPENTRY SERVICES","#9 7003 30 ST SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","2011-08-24T00:00:00.000","-113.9849786120809","50.99126753023804"
"BLACKLINE SAFETY","#100 803 24 AV SE","MANUFACTURER","RAMSAY","Renewal Licensed","2019-02-13T00:00:00.000","-114.04409531914422","51.03151814065861"
"TRUCKCESSORIES","4135 EDMONTON TR NE","RETAIL DEALER - PREMISES","GREENVIEW INDUSTRIAL PARK","Renewal Licensed","2016-05-03T00:00:00.000","-114.0528951700265","51.0893410385948"
"VIA CIBO","#2 7929 11 ST SE","OUTDOOR PATIO","EAST FAIRVIEW INDUSTRIAL","Renewal Licensed","2016-09-19T00:00:00.000","-114.04283124508483","50.98400110293149"
"MYO LAB","#300 227 10 ST NW","PERSONAL SERVICE (FITNESS CONDITIONING)","HILLHURST","Renewal Licensed","2017-11-21T00:00:00.000","-114.08627720046482","51.053714827708355"
"LAST BEST BREWING & DISTILLING EATERY & BREWPUB","607 11 AV SW","ALCOHOL BEVERAGE MANUFACTURER","BELTLINE","Renewal Licensed","2015-04-09T00:00:00.000","-114.0746042807776","51.04259663250798"
"PROMOTION AUTO & TRUCK SALES","#B 4053 OGDEN RD SE","MOTOR VEHICLE DEALER - PREMISES","ALYTH/BONNYBROOK","Renewal Licensed","2014-12-11T00:00:00.000","-114.02597240082163","51.01826612585972"
"AMAX AUTO BODY & REPAIR","#149 1807 60 ST SE","AUTO BODY SHOP","FOREST LAWN INDUSTRIAL","Renewal Licensed","2011-03-28T00:00:00.000","-113.94766458961452","51.03677677450395"
"COUNTRY HILLS FLOWERS","#256 388 COUNTRY HILLS BV NE","RETAIL DEALER - PREMISES","COUNTRY HILLS VILLAGE","Renewal Licensed","2019-04-18T00:00:00.000","-114.06632135986307","51.155462398039724"
"SPECTRUM SUPPLY CHAIN SOLUTIONS","#200 6060 90 AV SE","WAREHOUSING","SECTION 23","Renewal Licensed","2017-09-27T00:00:00.000","-113.94929720742061","50.97334490630172"
"A & W RESTAURANT","3663 12 AV NE","RETAIL DEALER - PREMISES","FRANKLIN","Renewal Licensed","2014-09-16T00:00:00.000","-113.98243838651621","51.06236452461058"
"CHANDA PRECISION MOTORWORKS","#101 519 34 AV SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","MANCHESTER INDUSTRIAL","Renewal Licensed","2012-07-10T00:00:00.000","-114.05209455509554","51.022973227414106"
"FIRE N ICE","854 16 AV SW","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","BELTLINE","Renewal Licensed","2011-01-24T00:00:00.000","-114.08063693488731","51.0383090052754"
"BIOI","#2 1336 9 AV SE","CONTRACTOR","INGLEWOOD","Renewal Licensed","2015-04-17T00:00:00.000","-114.03199943700562","51.040553474872475"
