"name","board","email","address","city","province","postal_cod","phone_no","fax_no","grades","postsecond","data_source","elem","junior_h","senior_h","the_geom"
"St. Wilfrid Elementary School","The Calgary Roman Catholic Separate School Division","stwilfrid@cssd.ab.ca","4225 44 AV NE","Calgary","AB","T1Y4Y1","(403) 500-2077",,"Elementary","N","N","Y","N","N","POINT (-113.9689943 51.0919265)"
"Deer Run School","The Calgary School Division","deerrun@cbe.ab.ca","2127 146 AV SE","Calgary","AB","T2J6P8","(403) 777-6840",,"Elementary","N","N","Y","N","N","POINT (-114.0094545 50.9215554)"
"Ian Bazalgette School","The Calgary School Division","ianbazalgette@cbe.ab.ca","3909 26 AV SE","Calgary","AB","T2B0C6","(403) 777-7360",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.977669 51.02983)"
"Huntington Hills School","The Calgary School Division","huntingtonhills@cbe.ab.ca","820 64 AV NW","Calgary","AB","T2K0M5","(403) 777-6650",,"Elementary","N","N","Y","N","N","POINT (-114.0774569 51.112209)"
"Our Lady of the Evergreens Catholic School","The Calgary Roman Catholic Separate School Division","ourladyevergreens@cssd.ab.ca","322 EVERRIDGE DR SW","Calgary","AB","T2Y0L5","(403) 500-2120",,"Elementary","N","N","Y","N","N","POINT (-114.1221942 50.9143738)"
"Grant MacEwan School","The Calgary School Division","grantmacewan@cbe.ab.ca","180 FALSHIRE DR NE","Calgary","AB","T3J3A5","(403) 777-6930",,"Elementary","N","N","Y","N","N","POINT (-113.9429503 51.1064276)"
"St. Philip School","The Calgary Roman Catholic Separate School Division","stphilip@cssd.ab.ca","13825 PARKSIDE DR SE","Calgary","AB","T2J5A8","(403) 500-2072",,"Elementary","N","N","Y","N","N","POINT (-114.0382746 50.9278826)"
"Thornhill Community Building Early Childhood Society","Thornhill Child Care Society","ecs@thornhillchildcare.com","6617 CENTRE ST NW","Calgary","AB","T2K4Y5","(403) 274-2335",,"ECS","N","N","N","N","N","POINT (-114.0640142 51.1118966)"
"CUPS One World Child Development Centre","Calgary Urban Project Society","oneworld@cupscalgary.com","1001 10 AV SW","Calgary","AB","T2R0B7","(403) 206-1052",,"ECS","N","N","N","N","N","POINT (-114.0843417 51.0436691)"
"Mount View School","The Calgary School Division","mountview@cbe.ab.ca","2004 4 ST NE","Calgary","AB","T2E3T8","(403) 777-6300",,"Elementary","N","N","Y","N","N","POINT (-114.0520619 51.0696254)"
"The Hamptons School","The Calgary School Division","hamptons@cbe.ab.ca","10330 HAMPTONS BV NW","Calgary","AB","T3A6G2","(403) 777-7300",,"Elementary","N","N","Y","N","N","POINT (-114.148507 51.1434457)"
"Montessori Alberta","2128607 Alberta Ltd.","admin@montessorialberta.com","1407 7 AV NW","Calgary","AB","T2N0Z3","(403) 970-8320",,"ECS","N","N","N","N","N","POINT (-114.0921227 51.058585)"
"Heritage Christian Academy","The Palliser School Division","heritage_info@pallisersd.ab.ca","2003 MCKNIGHT BV NE","Calgary","AB","T2E6L2","(403) 219-3201",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0101364 51.0921352)"
"Richmond School","The Calgary School Division","richmond@cbe.ab.ca","2701 22 ST SW","Calgary","AB","T2T5G5","(403) 777-8380",,"Elementary","N","N","Y","N","N","POINT (-114.1150386 51.0301327)"
"Peter Lougheed School","The Calgary School Division","peterlougheed@cbe.ab.ca","148 SADDLETREE CL NE","Calgary","AB","T3J5J1","(403) 817-3508",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9556832 51.1306696)"
"Braeside School","The Calgary School Division","braeside@cbe.ab.ca","1747 107 AV SW","Calgary","AB","T2W0C3","(403) 777-8470",,"Elementary","N","N","Y","N","N","POINT (-114.1016943 50.9566736)"
"Bonavista Children's Centre","Montessori Education Preschool & ECS Institute of Alberta",,"463 LAKE NEWELL CR SE","Calgary","AB","T2J3L5","(403) 255-8664",,"ECS","N","N","N","N","N","POINT (-114.0659082 50.9496686)"
"St. Jean Brebeuf School","The Calgary Roman Catholic Separate School Division","stjeanbrebeuf@cssd.ab.ca","5030 NORTHLAND DR NW","Calgary","AB","T2L2J6","(403) 500-2046",,"Junior High","N","N","N","Y","Y","POINT (-114.1402289 51.0978934)"
"One World Child Development Centre","Calgary Urban Project Society","oneworld@cupscalgary.com","622 11 AV SW","Calgary","AB","T2R0E2","(403) 290-5500",,"ECS","N","N","N","N","N","POINT (-114.0753473 51.0430083)"
"St. Teresa of Calcutta School","The Calgary Roman Catholic Separate School Division","stteresa@cssd.ab.ca","121 MIDLAKE BV SE","Calgary","AB","T2X1T7","(403) 500-2078",,"Elementary","N","N","Y","N","N","POINT (-114.0521172 50.9144204)"
"Ranchlands Montessori Children's Centre","Montessori Education Preschool & ECS Institute of Alberta",,"170 RANCH GLEN DR NW","Calgary","AB","T3G1E8","(403) 255-8664",,"ECS","N","N","N","N","N","POINT (-114.19334 51.1192342)"
"Monsignor J. S. Smith School","The Calgary Roman Catholic Separate School Division","msgrsmith@cssd.ab.ca","2919 DOUGLASDALE BV SE","Calgary","AB","T2Z2H9","(403) 500-2069",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9898639 50.9412117)"
"St. Michael School","The Calgary Roman Catholic Separate School Division","stmichael@cssd.ab.ca","4511 8 AV SW","Calgary","AB","T3C0G9","(403) 500-2021",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1515775 51.0447849)"
"Foothills Alliance ECS","Foothills Alliance Kindergarten Society","fapk@foothillsalliance.com","333 EDGEPARK BV NW","Calgary","AB","T3A4K4","(403) 547-2193",,"ECS","N","N","N","N","N","POINT (-114.1589237 51.136628)"
"Haultain Memorial School","The Calgary School Division","haultainmemorial@cbe.ab.ca","605 QUEENSLAND DR SE","Calgary","AB","T2J4S8","(403) 777-6860",,"Elementary","N","N","Y","N","N","POINT (-114.0233187 50.9395442)"
"Altadore School","The Calgary School Division","altadore@cbe.ab.ca","4506 16 ST SW","Calgary","AB","T2T4H9","(403) 777-6910",,"Elementary","N","N","Y","N","N","POINT (-114.0997332 51.0140027)"
"Oaks and Acorns Montessori Kindergarten","Montessori Projects of Alberta Ltd.","edudirector@oaksandacorns.com","500 MIDPARK WY SE","Calgary","AB","T2X3S3","(403) 873-2627",,"ECS","N","N","N","N","N","POINT (-114.0570496 50.9071773)"
"Almadina Language Charter Academy, Mountain View Campus","Almadina School Society",,"2031 SABLE DR SE","Calgary","AB","T2B1R9","(403) 543-5074",,"Elementary","N","N","Y","N","N","POINT (-113.986831 51.0322005)"
"St. Isabella School","The Calgary Roman Catholic Separate School Division","stisabella@cssd.ab.ca","855 COPPERFIELD BV SE","Calgary","AB","T2Z4W8","(403) 500-2123",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.935989 50.9105832)"
"Dr. Freda Miller School","The Calgary School Division","drfredamiller@cbe.ab.ca","211 EVERBROOK DR SW","Calgary","AB","T2Y0E8",,,"Unknown","N","N","N","N","N","POINT (-114.1160186 50.9208504)"
"Scenic Acres School","The Calgary School Division","scenicacres@cbe.ab.ca","50 SCURFIELD WY NW","Calgary","AB","T3L1T2","(403) 777-6193",,"Elementary","N","N","Y","N","N","POINT (-114.2156566 51.1200891)"
"New Brighton School","The Calgary School Division","newbrighton@cbe.ab.ca","30 NEW BRIGHTON DR SE","Calgary","AB","T2Z4B2","(403) 817-3516",,"Elementary","N","N","Y","N","N","POINT (-113.9537078 50.9194772)"
"Ted Harrison School","The Calgary School Division","TedHarrison@cbe.ab.ca","215 TARAVISTA WY NE","Calgary","AB","T3J4L1","(403) 817-3330",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9282542 51.1172328)"
"Greek Community School","Hellenic Society of Calgary and District","greekschool@calgaryhellenic.com","1 TAMARAC CR SW","Calgary","AB","T3C3B7","(403) 246-4553",,"Senior High","N","N","N","N","N","POINT (-114.1374937 51.0481739)"
"Dr. Roberta Bondar School","The Calgary School Division","drrobertabondar@cbe.ab.ca","1580 STRATHCONA DR SW","Calgary","AB","T3H5B1","(403) 817-3564",,"Elementary","N","N","Y","N","N","POINT (-114.2055305 51.0503367)"
"Marshall Springs School","The Calgary School Division","marshallsprings@cbe.ab.ca","1100 EVERRIDGE DR SW","Calgary","AB","T2Y4X5","(403) 817-3528",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1123004 50.9114448)"
"Monsignor Neville Anderson School","The Calgary Roman Catholic Separate School Division","mna.school@cssd.ab.ca","327 SANDARAC DR NW","Calgary","AB","T3K4B2","(403) 500-2094",,"Elementary","N","N","Y","N","N","POINT (-114.1041066 51.1391508)"
"Louise Dean School","The Calgary School Division","louisedean@cbe.ab.ca","120 23 ST NW","Calgary","AB","T2N2P1","(403) 777-7630",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.1146825 51.0531507)"
"Southwest Elementary Campus","Foundations for the Future Charter Academy Charter School Society","pam.brah@ffca-calgary.com","898 SYLVESTER CR SW","Calgary","AB","T2W0R7","(403) 259-3527",,"Elementary","N","N","Y","N","N","POINT (-114.0825466 50.9589807)"
"Hugh A. Bennett School","The Calgary School Division","hughabennett@cbe.ab.ca","40 SADDLELAKE WY NE","Calgary","AB","T3J0V1","(403) 817-3560",,"Elementary","N","N","Y","N","N","POINT (-113.9285483 51.131684)"
"Colonel Macleod School","The Calgary School Division","colonelmacleod@cbe.ab.ca","1610 6 ST NE","Calgary","AB","T2E3Y9","(403) 777-7500",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0476454 51.0661828)"
"Holy Family School","The Calgary Roman Catholic Separate School Division","holy.family@cssd.ab.ca","904 32 ST SE","Calgary","AB","T2A0Z1","(403) 500-2054",,"Elementary","N","N","Y","N","N","POINT (-113.9878638 51.0455362)"
"Horizon Heritage Arabic School","Horizon Academy Institute",,"1620 37 ST SW","Calgary","AB","T3C3P1","(403) 826-4655",,"Senior High","N","N","N","N","N","POINT (-114.1398144 51.0396737)"
"St. Rose of Lima Junior High School","The Calgary Roman Catholic Separate School Division","strose@cssd.ab.ca","2419 50 ST NE","Calgary","AB","T1Y1Z5","(403) 500-2071",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9622789 51.0758006)"
"Erin Woods School","The Calgary School Division","erinwoods@cbe.ab.ca","25 ERIN PARK DR SE","Calgary","AB","T2B2Z9","(403) 777-8140",,"Elementary","N","N","Y","N","N","POINT (-113.9657774 51.0226997)"
"Buffalo Rubbing Stone School","The Calgary School Division","buffalorubbingstone@cbe.ab.ca","1308 PANATELLA BV NW","Calgary","AB","T3K0X2","(403) 817-3536",,"Elementary","N","N","Y","N","N","POINT (-114.0873685 51.1683524)"
"Our Lady of Fatima","The Calgary Roman Catholic Separate School Division","ourladyoffatima@cssd.ab.ca","6320 TARALEA PA NE","Calgary","AB","T3J5C4","(403) 500-2112",,"Elementary","N","N","Y","N","N","POINT (-113.9379102 51.1163217)"
"Apple Tree Preschool","Trail Kids Ltd.","admin@trailkids.ca","#300 2335 162 AV SW","Calgary","AB","T2Y4S6","(403) 671-1922",,"ECS","N","N","N","N","N","POINT (-114.1110147 50.9052263)"
"University of Calgary - Main Campus",,"reginfo@ucalgary.ca","2975 UNIVERSITY WY NW","Calgary","AB",,"(403)220-5110",,,"Y","Y",,,,"POINT (-114.1301255 51.0754067)"
"Banff Trail School","The Calgary School Division","banfftrail@cbe.ab.ca","3232 COCHRANE RD NW","Calgary","AB","T2M4J3","(403) 777-6120",,"Elementary","N","N","Y","N","N","POINT (-114.1167588 51.0816395)"
"Chaparral School","The Calgary School Division","chaparral@cbe.ab.ca","24 CHAPALINA CL SE","Calgary","AB","T2X3S2","(403) 777-6424",,"Elementary","N","N","Y","N","N","POINT (-114.0449682 50.882964)"
"CLS Lord Shaughnessy Writing Centre","The Calgary School Division","chinooklearning@cbe.ab.ca","2336 53 AV SW","Calgary","AB","T3E1L2","(403) 777-7272",,"Unknown","N","N","N","N","N","POINT (-114.1139277 51.0065169)"
"Calgary Chinese Alliance School","Calgary Chinese Alliance School Society","chineseschool@calgarychinesealliance.org","150 BEDDINGTON BV NE","Calgary","AB","T3K2E2","(403) 274-7046",,"Senior High","N","N","N","N","N","POINT (-114.0676255 51.1257326)"
"Holy Trinity School","The Calgary Roman Catholic Separate School Division","holytrinity@cssd.ab.ca","1717 41 ST SE","Calgary","AB","T2A1L2","(403) 500-2032",,"Elementary","N","N","Y","N","N","POINT (-113.9749456 51.03897)"
"Calgary Jewish Academy","The Calgary Jewish Academy","officeadmin@cja.ab.ca","6700 KOOTENAY ST SW","Calgary","AB","T2V1P7","(403) 253-3992",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0926065 50.9934947)"
"Briar Hill School","The Calgary School Division","briarhill@cbe.ab.ca","1233 21 ST NW","Calgary","AB","T2N2L8","(403) 777-6140",,"Elementary","N","N","Y","N","N","POINT (-114.1114185 51.0631133)"
"James Short Memorial School","The Calgary School Division","jamesshortmemorial@cbe.ab.ca","6333 5 AV SE","Calgary","AB","T2A3V7","(403) 777-8170",,"Elementary","N","N","Y","N","N","POINT (-113.9427983 51.0478605)"
"Dalhousie School","The Calgary School Division","dalhousie@cbe.ab.ca","4440 DALLYN ST NW","Calgary","AB","T3A1K3","(403) 777-6030",,"Elementary","N","N","Y","N","N","POINT (-114.1513785 51.1065269)"
"Madeleine D' Houet Bilingual School","The Calgary Roman Catholic Separate School Division","madeleinedhouet@cssd.ab.ca","108 22 ST NW","Calgary","AB","T2N2M8","(403) 500-2008",,"Junior High","N","N","N","Y","Y","POINT (-114.1122383 51.0531936)"
"St. Anne Academic Centre","The Calgary Roman Catholic Separate School Division","stanne@cssd.ab.ca","1010 21 AV SE","Calgary","AB","T2G1N2","(403) 500-2012",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0389181 51.0351393)"
"Glenmore Christian Academy Elementary","GCA Educational Society","admin@gcaschool.com","16520 24 ST SW","Calgary","AB","T2Y4W2","(403) 254-9050",,"Elementary","N","N","Y","N","N","POINT (-114.115239 50.9039788)"
"Midnapore School","The Calgary School Division","midnapore@cbe.ab.ca","55 MIDPARK RI SE","Calgary","AB","T2X1L7","(403) 777-8680",,"Elementary","N","N","Y","N","N","POINT (-114.0551747 50.9150402)"
"Wilma Hansen School","The Calgary School Division","wilmahansen@cbe.ab.ca","963 QUEENSLAND DR SE","Calgary","AB",,"(403) 777-7430",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0188704 50.9322873)"
"Calgary Islamic School, Omar Bin Al-Khattab Campus","The Palliser School Division",,"225 28 ST SE","Calgary","AB","T2A5K4","(584) 353-8900",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9938098 51.050745)"
"Terry Fox School","The Calgary School Division","terryfox@cbe.ab.ca","139 FALSHIRE DR NE","Calgary","AB","T3J1P7","(403) 777-8800",,"Junior High","N","N","N","Y","Y","POINT (-113.945104 51.1046569)"
"Alex Ferguson School","The Calgary School Division","alexanderferguson@cbe.ab.ca","1704 26 ST SW","Calgary","AB","T3C1K5","(403) 777-8270",,"Elementary","N","N","Y","N","N","POINT (-114.1229836 51.0393638)"
"AADAC Youth Services","The Calgary School Division","AADAC@cbe.ab.ca","1005 17 ST NW","Calgary","AB","T2N2E5","(403) 297-4664",,"Unknown","N","N","N","N","N","POINT (-114.1016819 51.0612611)"
"Clear Water Academy","Clear Water Academy Foundation","btomiak@clearwateracademy.com","2521 DIEPPE AV SW","Calgary","AB","T3E7J9","(403) 217-8448",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.120974 51.019376)"
"Blessed Marie-Rose","The Calgary Roman Catholic Separate School Division","marierose@cssd.ab.ca","999 SHERWOOD BV NW","Calgary","AB","T3R1M9","(403) 500-2131",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1483237 51.1598895)"
"Glenmeadows School","The Calgary School Division","glenmeadows@cbe.ab.ca","4931 GROVE HILL RD SW","Calgary","AB","T3E4G4","(403) 777-5235",,"Elementary","N","N","Y","N","N","POINT (-114.1589291 51.0348618)"
"Janus Academy (Holy Cross Site)","Janus Academy Society","contact@janusacademy.org","8516 ATHABASCA ST SE","Calgary","AB","T2H1S1","(403) 262-3333",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.0562929 50.9774377)"
"William Roper Hull School","The Calgary School Division","williamroperhull@cbe.ab.ca","#Q 2266 WOODPARK AV SW","Calgary","AB","T2W2Z8","(403) 251-8022",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1138325 50.9483626)"
"Chief Justice Milvain School","The Calgary School Division","chiefjusticemilvain@cbe.ab.ca","3428 42 ST NE","Calgary","AB","T1Y6A3","(403) 777-6700",,"Elementary","N","N","Y","N","N","POINT (-113.97219 51.083686)"
"Project Trust","The Calgary School Division","discoveringchoices@cbde.ab.ca","2282 9 ST NW","Calgary","AB","T2M4P6",,,"Senior High","N","N","N","N","N","POINT (-114.0828403 51.0720702)"
"Thorncliffe School","The Calgary School Division","thorncliffe@cbe.ab.ca","5646 THORNTON RD NW","Calgary","AB","T2K3B9","(403) 777-6670",,"Elementary","N","N","Y","N","N","POINT (-114.0670966 51.1023231)"
"École du Nouveau-Monde","The Southern Francophone Education Region","nouveaumonde@francosud.ca","220 SCENIC ACRES DR NW","Calgary","AB","T3L0E7","(403) 910-3851",,"Elementary","N","N","Y","N","N","POINT (-114.215124 51.111596)"
"R. T. Alderman School","The Calgary School Division","rtalderman@cbe.ab.ca","725 MAPLETON DR SE","Calgary","AB","T2J1S1","(403) 777-7520",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0445879 50.9611594)"
"Aspen Hill Montessori School","Aspen Hill Montessori Casa","registrar@aspenhillmontessori.ca","742 85 ST SW","Calgary","AB","T3H4C7","(403) 246-2794",,"ECS","N","N","N","N","N","POINT (-114.2096251 51.0656831)"
"St. Joan of Arc Elementary/Junior High School","The Calgary Roman Catholic Separate School Division","st.joanofarc@cssd.ab.ca","7970 WENTWORTH DR SW","Calgary","AB","T3H0K2","(403) 500-2107",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.2072404 51.0571247)"
"CLS Lord Beaverbrook Writing Centre","The Calgary School Division","chinooklearning@cbe.ab.ca","9019 FAIRMOUNT DR SE","Calgary","AB","T2H0Z4","(403) 259-5585",,"Unknown","N","N","N","N","N","POINT (-114.0616396 50.9730998)"
"Aurora Learning Calgary","Aurora Learning Foundation (Calgary)","calgary.admin@sterling.education","5305 MCCALL WY NE","Calgary","AB","T2E7N7","(403) 277-9535",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0030345 51.1013393)"
"St. Joseph Elementary Junior High School","The Calgary Roman Catholic Separate School Division","stjoseph@cssd.ab.ca","2512 5 ST NW","Calgary","AB","T2M3C7","(403) 500-2009",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0733169 51.0747866)"
"Rundle School","The Calgary School Division","rundle@cbe.ab.ca","4120 RUNDLEHORN DR NE","Calgary","AB","T1Y4W9","(403) 777-6760",,"Elementary","N","N","Y","N","N","POINT (-113.9737217 51.0711823)"
"St. Gianna School","The Calgary Roman Catholic Separate School Division","stgianna@cssd.ab.ca","800 AUBURN BAY BV SE","Calgary","AB","T3M0H7","(403) 500-2135",,"Unknown","N","N","N","N","N","POINT (-113.968031 50.8955137)"
"Balmoral School","The Calgary School Division","balmoral@cbe.ab.ca","220 16 AV NW","Calgary","AB","T2M0H4","(403) 777-7330",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0664802 51.0678818)"
"Notre Dame High School","The Calgary Roman Catholic Separate School Division","notredame@cssd.ab.ca","11900 COUNTRY VILLAGE LI NE","Calgary","AB","T3K6E4","(403) 500-2109",,"Senior High","N","N","N","N","N","POINT (-114.065834 51.1576594)"
"Highwood School","The Calgary School Division","highwood@cbe.ab.ca","11 HOLMWOOD AV NW","Calgary","AB","T2K2G5","(403) 777-6200",,"Elementary","N","N","Y","N","N","POINT (-114.0765328 51.0922436)"
"Colonel J. Fred Scott School","The Calgary School Division","coloneljfredscott@cbe.ab.ca","171 WHITEHORN RD NE","Calgary","AB","T1Y3C4","(403) 777-6710",,"Elementary","N","N","Y","N","N","POINT (-113.9681644 51.0877669)"
"Pineridge School","The Calgary School Division","pineridge@cbe.ab.ca","1927 61 ST NE","Calgary","AB","T1Y4W6","(403) 777-6750",,"Elementary","N","N","Y","N","N","POINT (-113.9452293 51.0703248)"
"Bowness High School","The Calgary School Division","bowness@cbe.ab.ca","4627 77 ST NW","Calgary","AB","T3B2N6","(403) 286-5092",,"Senior High","N","N","N","N","N","POINT (-114.200251 51.0931753)"
"University of Calgary - Foothills Campus",,,"3330 HOSPITAL DR NW","Calgary","AB","T2N4N1","(403)220-4262",,,"Y","Y",,,,"POINT (-114.1342455 51.0660074)"
"McKenzie Towne School","The Calgary School Division","mckenzietowneSchool@cbe.ab.ca","679 PRESTWICK CI SE","Calgary","AB","T2Z0V3",,,"Elementary","N","N","Y","N","N","POINT (-113.9667175 50.9270487)"
"Master's College","The Palliser School Division",,"4414 CROWCHILD TR SW","Calgary","AB","T2T5J4","(403) 242-7034",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.1165459 51.0153024)"
"Holy Angels School","The Calgary Roman Catholic Separate School Division","holyangels@cssd.ab.ca","275 RIVERGLEN DR SE","Calgary","AB","T2C3T5","(403) 500-2101",,"Elementary","N","N","Y","N","N","POINT (-114.0100177 50.9740953)"
"Bishop O'Byrne High School","The Calgary Roman Catholic Separate School Division","bishopobyrne@cssd.ab.ca","333 SHAWVILLE BV SE","Calgary","AB","T2Y4H3","(403) 500-2103",,"Senior High","N","N","N","N","N","POINT (-114.0645668 50.8980918)"
"Branton School","The Calgary School Division","branton@cbe.ab.ca","2103 20 ST NW","Calgary","AB","T2M3W1","(403) 777-7440",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1090305 51.0712469)"
"Renfrew Thomas W. Buchanan Centre","Renfrew Educational Services Society","renfrew@renfreweducation.org","75 SUNPARK DR SE","Calgary","AB","T2X3V4","(403) 291-5038",,"Elementary","N","N","Y","N","N","POINT (-114.0560057 50.9019437)"
"Connaught School","The Calgary School Division","connaught@cbe.ab.ca","1121 12 AV SW","Calgary","AB","T2R0J8","(403) 777-8560",,"Elementary","N","N","Y","N","N","POINT (-114.0877162 51.0415327)"
"University Day Care Centre","University Child Care Centre Society","ucccecs@ucalgary.ca","450 CAMPUS PL NW","Calgary","AB",,"(403) 210-7682",,"ECS","N","N","N","N","N","POINT (-114.124606 51.0783496)"
"St. Benedict School","The Calgary Roman Catholic Separate School Division","stbenedict@cssd.ab.ca","10340 19 ST SW","Calgary","AB","T2V1R2","(403) 500-2053",,"Elementary","N","N","Y","N","N","POINT (-114.105447 50.9619937)"
"Asasa Academy","Asasa Learning",,"599 NORTHMOUNT DR NW","Calgary","AB","T2K3J6","(403) 285-5677",,"Elementary","N","N","Y","N","N","POINT (-114.0880221 51.0871733)"
"Sacred Heart Elementary School","The Calgary Roman Catholic Separate School Division","sacredheart@cssd.ab.ca","1523 13 AV SW","Calgary","AB","T3C0T6","(403) 500-2004",,"Elementary","N","N","Y","N","N","POINT (-114.0966365 51.0409205)"
"Annie Gale School","The Calgary School Division","anniegale@cbe.ab.ca","577 WHITERIDGE WY NE","Calgary","AB","T1Y4S8","(403) 777-7680",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9689428 51.0890726)"
"Calgary Home Education","The Calgary School Division","HomeEducation@cbe.ab.ca","5505 4A ST SW","Calgary","AB","T2V0Z7","(403) 777-8490",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0744439 51.004704)"
"Christine Meikle School","The Calgary School Division","christinemeikle@cbe.ab.ca","3525 50 ST NW","Calgary","AB","T3A2Y5","(403) 817-3524",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1610657 51.0845447)"
"Robert Warren School","The Calgary School Division","robertwarren@cbe.ab.ca","12424 ELBOW DR SW","Calgary","AB","T2W1H2","(403) 777-7690",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0848171 50.9425217)"
"River Valley School ECS","River Valley School Society","info@rivervalleyschool.ca","3127 BOWWOOD DR NW","Calgary","AB","T3B2E7","(403) 246-2275",,"Unknown","N","N","N","N","N","POINT (-114.1743441 51.0794694)"
"Providence Children's Centre - Hawkwood","Providence Child Development Society","general@providencechildren.com","555 HAWKWOOD BV NW","Calgary","AB","T3G3K2","(403) 255-5577",,"ECS","N","N","N","N","N","POINT (-114.1779644 51.1297025)"
"Belvedere Parkway School","The Calgary School Division","belvedereparkway@cbe.ab.ca","4631 85 ST NW","Calgary","AB","T3B2R8","(403) 777-6010",,"Elementary","N","N","Y","N","N","POINT (-114.2115592 51.0927168)"
"Rosscarrock School","The Calgary School Division","rosscarrock@cbe.ab.ca","1406 40 ST SW","Calgary","AB","T3C1W7","(403) 777-8390",,"Elementary","N","N","Y","N","N","POINT (-114.1447822 51.0412164)"
"Big Plans for Little Kids","Big Plans for Little Kids Ltd.","administrator@bigplans.org","4108 MONTGOMERY VW NW","Calgary","AB","T3B0L9","(403) 685-4229",,"ECS","N","N","N","N","N","POINT (-114.15309 51.0652944)"
"Mayland Heights School","The Calgary School Division","maylandheights@cbe.ab.ca","2324 MAUNSELL DR NE","Calgary","AB","T2E6A2","(403) 777-6290",,"Elementary","N","N","Y","N","N","POINT (-114.0072928 51.0589518)"
"St. Martha School","The Calgary Roman Catholic Separate School Division","stmartha@cssd.ab.ca","6020 4 AV NE","Calgary","AB","T2A4B1","(403) 500-2074",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9456359 51.0565433)"
"Abbeydale School","The Calgary School Division","Abbeydale@cbe.ab.ca","320 ABERGALE DR NE","Calgary","AB","T2A6W2","(403) 777-6970",,"Elementary","N","N","Y","N","N","POINT (-113.9298486 51.0566252)"
"Silver Springs School","The Calgary School Division","silversprings@cbe.ab.ca","7235 SILVER MEAD RD NW","Calgary","AB","T3B3V1","(403) 777-6070",,"Elementary","N","N","Y","N","N","POINT (-114.1908255 51.1057102)"
"Renert School","The Renert School Foundation","info@renertschool.ca","14 ROYAL VISTA LI NW","Calgary","AB","T3R0K4","(587) 353-1053",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.2028365 51.151837)"
"Canadian Montessori School West","The Canadian Montessori School Ltd.","admin@calgarymontessorischool.com","1112 70 AV SW","Calgary","AB","T2V0P6","(403) 252-3281",,"Unknown","N","N","N","N","N","POINT (-114.0882622 50.9907447)"
"Playcare ECS","Playcare ECS Ltd.","playcarecalgary@gmail.com","92 CANOVA RD SW","Calgary","AB","T2W2A7","(403) 590-0814",,"ECS","N","N","N","N","N","POINT (-114.0896059 50.9478864)"
"Cappy Smart School","The Calgary School Division","cappysmart@cbe.ab.ca","5808 MADIGAN DR NE","Calgary","AB","T2A4P5","(403) 777-8110",,"Elementary","N","N","Y","N","N","POINT (-113.9450677 51.0636931)"
"Delta West Academy","Delta West Academy Society","info@deltawestacademy.ca","414 11A ST NE","Calgary","AB","T2E4P3","(403) 290-0767",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0346249 51.0551077)"
"Glendale School","The Calgary School Division","glendale@cbe.ab.ca","2415 KELWOOD DR SW","Calgary","AB","T3E3Z8","(403) 777-8330",,"Elementary","N","N","Y","N","N","POINT (-114.14558 51.0324672)"
"Janet Johnstone School","The Calgary School Division","janetjohnstone@cbe.ab.ca","224 SHAWNESSY DR SW","Calgary","AB","T2Y1M1","(403) 777-8670",,"Elementary","N","N","Y","N","N","POINT (-114.080086 50.9093693)"
