"ref_date","geo","dguid","components_of_population","sex","age_group","uom","value"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","775"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","284"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","338"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","404"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","125"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-106"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-347"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-1277"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-1771"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-1588"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-1522"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net interprovincial migration","Both sexes","All ages","Persons","-308"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","811"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","602"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","967"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","493"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","845"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1264"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1412"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1273"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1208"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1207"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","988"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1004"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","985"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","802"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","795"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1279"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","910"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","908"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1143"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net intraprovincial migration","Both sexes","All ages","Persons","1016"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","27"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","30"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","84"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","53"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","797"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","99"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","44"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","302"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","433"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","330"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","607"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","335"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","421"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","186"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","704"
"2016/2017","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","209"
"2017/2018","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","95"
"2018/2019","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","345"
"2019/2020","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","160"
"2020/2021","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Net non-permanent residents","Both sexes","All ages","Persons","-487"
"2001/2002","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","764"
"2002/2003","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","789"
"2003/2004","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","835"
"2004/2005","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","900"
"2005/2006","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","833"
"2006/2007","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","997"
"2007/2008","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","1026"
"2008/2009","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","1045"
"2009/2010","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","1065"
"2010/2011","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","902"
"2011/2012","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","-717"
"2012/2013","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","-719"
"2013/2014","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","-717"
"2014/2015","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","-721"
"2015/2016","St. John's (CMA), Newfoundland and Labrador","2016S0503001","Residual deviation","Both sexes","All ages","Persons","-687"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3821"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3905"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4043"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3909"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3819"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3928"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4218"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4132"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4264"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4167"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4249"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4093"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3997"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4101"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","4005"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3918"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3890"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3915"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3984"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Births","Both sexes","All ages","Persons","3825"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2486"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2571"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2659"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2668"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2447"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2684"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2628"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2658"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2728"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2839"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2718"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2876"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","2881"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","3121"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","3010"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","3075"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","3233"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","3227"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","3312"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Deaths","Both sexes","All ages","Persons","3340"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1313"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1046"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1376"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1394"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1759"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","2264"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","2155"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1928"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1870"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1785"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1714"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","1708"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","2147"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","2043"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","4469"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","3584"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","4353"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","5411"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","5135"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Immigrants","Both sexes","All ages","Persons","2840"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","572"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","602"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","752"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","888"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","638"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","747"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","691"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","714"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","681"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","815"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","871"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","724"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","694"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","617"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","826"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","578"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","683"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","372"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","304"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Emigrants","Both sexes","All ages","Persons","234"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","320"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","355"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","516"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","432"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","424"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","551"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","452"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","433"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","399"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","427"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","442"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","385"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","435"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","370"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","396"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","469"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","384"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","395"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","497"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Returning emigrants","Both sexes","All ages","Persons","86"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","388"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","393"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","468"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","435"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","440"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","158"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","176"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","175"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","174"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","172"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","190"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","187"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","184"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","176"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","207"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","186"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","184"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","187"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","113"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Net temporary emigration","Both sexes","All ages","Persons","41"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","400"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","671"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-456"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-1593"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-620"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-868"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-107"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-98"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","935"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","625"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-638"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-754"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-875"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","-1162"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","104"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","1532"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","1456"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","1602"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","3227"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Net interprovincial migration","Both sexes","All ages","Persons","5594"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","979"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","382"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","-38"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","647"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","441"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1338"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1507"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1492"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1236"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1332"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1386"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1417"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1459"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1277"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1345"
"2016/2017","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","993"
"2017/2018","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1023"
"2018/2019","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1034"
"2019/2020","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","1018"
"2020/2021","Halifax (CMA), Nova Scotia","2016S0503205","Net intraprovincial migration","Both sexes","All ages","Persons","594"
"2001/2002","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1138"
"2002/2003","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","212"
"2003/2004","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","536"
"2004/2005","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","-90"
"2005/2006","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","246"
"2006/2007","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","-213"
"2007/2008","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","458"
"2008/2009","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1100"
"2009/2010","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1232"
"2010/2011","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","917"
"2011/2012","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1051"
"2012/2013","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","306"
"2013/2014","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","213"
"2014/2015","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","398"
"2015/2016","Halifax (CMA), Nova Scotia","2016S0503205","Net non-permanent residents","Both sexes","All ages","Persons","1644"
