"permit_number","location","additional_reference","parcel_number","permit_type","work_class","apply_date","issue_date","project_name","permit_details","work_description","valuation","sq_ft","number_of_units","owner","applicant","contractor","contractor_phone","company","tenant","lender","designer_of_record","total_fees"
"ELEC-2013-07722","9931 WILLOWS RD NE
REDMOND, WA 98052
(47.68972980900048, -122.14977953999971)","DIGIPEN FLOORS 1 & 3","9430050010","Electrical - OTC","Commercial","2013-08-22T00:00:00.000","2013-08-22T00:00:00.000","1912  Digipen","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07722","Connect (1) 60a 208v 3ph kiln/ (1) 60a 240v 1ph kiln. Customer Paid For:(2) New Circuit","1500","57734.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"122.78"
"CGP-2013-07220","17443 NE 70TH ST
REDMOND, WA 98052
(47.66750344100046, -122.10718144899971)",,"1225059101","Clear & Grade","None","2013-08-08T00:00:00.000","2013-08-22T00:00:00.000","Comcast Installation 70th and 174th","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/CGP-2013-07220","Comcast Installation in City Water Easement","0","0.00",,"Peter Koch","Aaron schmidt",,"8773852903","SEFNCO COMMUNICATIONS",,,,"1536.41"
"ELEC-2013-07788","17136 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","116TH ASSEMBLAGE LOT 33","6666830330","Electrical - OTC","Residential","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07788","install new security system Customer Paid For:(1) Fire Alarm","458","0.00",,,"ADT LLC",,"8668093421","ADT LLC",,,,"67.15"
"ELEC-2013-07798","10176 156TH CT NE
REDMOND, WA 98052
(47.68804507100049, -122.13146829999971)","MONDAVIO LOT 71-BLDG 32 UNIT 101","7090208888","Electrical - OTC","Multi-Family","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","Mondavio Lot 71","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07798","Fire Systems West will be adding a new Fire Alarm system to new townhouse. Customer Paid For:(1) Low Voltage","4478","10685.00",,,"Phi Le",,"2538331248","FIRE SYSTEMS WEST/ INC.",,,,"205.6"
"HYD-2013-07818","6101 152ND AVE NE
REDMOND, WA 98052
(47.66176967700051, -122.13790987899972)",,"9430500100","Hydrant Use","B - Truck or Container Vessel","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","BENJAMIN RUSH ELEMENTARY SCHOOL","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/HYD-2013-07818","Project: Benjamin Rush Elementary Location: 6101 152nd AvePurpose: Water Plants","0","0.00",,,,,,,,,,"1080.63"
"BLDG-2013-07806","6702 139TH AVE NE
REDMOND, WA 98052
(47.66578999000046, -122.15413977599968)","SIXTY-01 CONDOS LAKEVIEW-BLDG","7804198888","Multi-Family","Remodel","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","6001 CONDOS  ","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-07806","Emergency repair only - replace insulation and drywall as built in all common areas and hallways that was damaged.  Area of construction 40/000 sf.","200000","40000.00","0","DEIRDRE & ELIZABETH O'BRIEN","Brian Wilcut",,"2066320800","BELFOR USA GROUP/ INC.",,"None","Nathan Fritz","3626.82"
"FIRE-2013-07795","5001 150TH AVE NE
REDMOND, WA 98052
(47.653399498000454, -122.14093922899968)","NINTENDO OF AMERICA  1ST FLR ENTRY AREA","2552900015","Fire Alarm","Quick Start with Transmitter","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","6280 Nintendo of America","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-07795","Replace the existing STU transmitter with a AES radio transmitter.","0","0.00",,,"Ryan Aal",,"4257665461","CONVERGINT TECHNOLOGIES LLC",,,,"181.41"
"ELEC-2013-07789","10377 156TH PL NE
REDMOND, WA 98052
(47.68845801900051, -122.1315724479997)","MONDAVIO LOT 71-BLDG 21 UNITS 101-105","7090208888","Electrical - OTC","Multi-Family","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","Mondavio Lot 71","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07789","Fire Systems West will be adding a new fire alarm system in townhouse. Customer Paid For:(28) Fire Alarm","4406","10685.00",,,"Phi Le",,"2538331248","FIRE SYSTEMS WEST/ INC.",,,,"203.59"
"ELEC-2013-07790","10371 156TH PL NE
REDMOND, WA 98052
(47.68845115500051, -122.13157046099968)","MONDAVIO LOT 71 - BLDG 22 UNITS 101/102/103/104/105","7090208888","Electrical - OTC","Multi-Family","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","Mondavio Lot 71","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07790","Fire Systems West will be adding a new fire alarm panel to townhouse. Customer Paid For:(1) Low Voltage/ (28) Fire Alarm","4478","10685.00",,,"Michelle Dittman",,"2538331248","FIRE SYSTEMS WEST/ INC.",,,,"205.6"
"FIRE-2013-07792","4900 150TH AVE NE
REDMOND, WA 98052
(47.65301924500051, -122.14101988899972)","NINTENDO OF AMERICA  1ST FLR ELECTRICAL RM","1425059012","Fire Alarm","Quick Start with Transmitter","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","6280 Nintendo of America","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-07792","Replacement of the STU transmitter with AES radio.","0","0.00",,,"Ryan Aal",,"4257665461","CONVERGINT TECHNOLOGIES LLC",,,,"181.41"
"ELEC-2013-07804","10175 156TH CT NE
REDMOND, WA 98052
(47.688041961000465, -122.13154845699972)","MONDAVIO LOT 71-BLDG 33 UNITS 101-105","7090208888","Electrical - OTC","Multi-Family","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","Mondavio Lot 71","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07804","Fire Systems West will be adding a new Fire Alarm system to new townhouse. Customer Paid For:(1) Low Voltage","750462.85","9151.00",,,"Michelle Dittman",,"2538331248","FIRE SYSTEMS WEST/ INC.",,,,"204.65"
"ELEC-2013-07802","18600 UNION HILL RD
REDMOND, WA 98052
(47.6768691850005, -122.09146944299971)","MICROSOFT MILLENNIUM-BLDG E  RM 1010","5530400030","Electrical - OTC","Commercial","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","MICROSOFT MILLENNIUM-BLDG E","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07802","Audio visual upgrades to existing meeting space","38038.19","0.00",,,"Gregory Cavener",,"4258615564","SPL INTEGRATED SOLUTIONS",,,,"1042.54"
"ELEC-2013-07800","15120 NE 40TH ST
REDMOND, WA 98052
(47.645959210000456, -122.13889968899969)","MICROSOFT-BLDG 122  RM 1730","1425059054","Electrical - OTC","Commercial","2013-08-23T00:00:00.000","2013-08-23T00:00:00.000","972_MICROSOFT-BLDG 122","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07800","Audio visual upgrade to existing meeting space","39385","0.00",,,"Gregory Cavener",,"4258615564","SPL INTEGRATED SOLUTIONS",,,,"1068.89"
"ROW-2013-07752","9580 166TH AVE NE
REDMOND, WA 98052
(47.687079560000484, -122.1181194289997)",,"7200000652","Right of Way","Underground Improvements In Roadway","2013-08-22T00:00:00.000","2013-08-26T00:00:00.000","Frontier Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07752","Road bore for new 1.25 inch duct for service","0","0.00",,,"Marie Myers",,,,,,,"483.7"
"FIRE-2013-06710","4244 BEL-RED RD
REDMOND, WA 98052
(47.645215315000485, -122.11444703999967)","REDMOND BILINGUAL MONTESSORI SCHOOL","7525570200","Fire Sprinkler - Commercial","New System","2013-07-24T00:00:00.000","2013-08-26T00:00:00.000","Redmond Bilingual Montessori School","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-06710","Existing building - school on lower level/ residence above no stairs.  Light hazard - lower school/ upper - residential.","0","0.00",,"Tamer Erzurumlu","Chuck Bamford",,"4259563434","BRIMSTONE FIRE SAFETY MANAGEMENT LLC",,,"Chuck Bamford","483.78"
"ROW-2013-07197","NE 118TH STREET at 176TH AVE NE
REDMOND, WA 98052
(47.673829835000504, -122.1206693049997)",,"3275850050","Right of Way","Underground Improvements In Roadway","2013-08-08T00:00:00.000","2013-08-26T00:00:00.000","PSE-Gas","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07197","One at a time/ occupying north and southbound lanes of 176th Avenue NE to tie existing four-inch POE main located 23 feet east of center lane of 176th Avenue NE and extend to the east into Eastview Short Plat.One 2x4 hard surface cut anticipated.","0","0.00",,,"Aurelie Johannson",,,,,,,"483.7"
"PLUM-2013-07831","8436 167TH AVE NE
REDMOND, WA 98052
(47.67783836900048, -122.11795925599972)","The Retreat Lot 14","125059124","Plumbing - OTC","Residential","2013-08-26T00:00:00.000","2013-08-26T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-07831","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (4) Toilet/ (3) Bathtubs/ (1) Shower/Valve Replacement/ (2) Hose Bibs/ (1) Water Service","10000","2656.00",,"Robert Pantley","Angela Rozmyn",,"4254836827","GARY PROKASH PLUMBING INC",,,,"322.34"
"PLUM-2013-07832","8414 167TH AVE NE
REDMOND, WA 98052
(47.677672284000494, -122.11795720299972)","THE RETREAT LOT 12","7242800120","Plumbing - OTC","Residential","2013-08-26T00:00:00.000","2013-08-26T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-07832","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (4) Toilet/ (3) Bathtubs/ (1) Shower/Valve Replacement/ (2) Hose Bibs/ (1) Water Service","0","2604.00",,"Robert Pantley","Paul Beck",,"4254836827","GARY PROKASH PLUMBING INC",,,,"322.34"
"ROW-2013-07785","NE 76TH STREET and 188TH AVE NE
REDMOND, WA 98052
(47.673829835000504, -122.1206693049997)",,"1286300012","Right of Way","Miscellaneous","2013-08-23T00:00:00.000","2013-08-26T00:00:00.000","Frontier Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07785","Park at curb and access manholes in sidewalk to place new cable into Taylor Development.","0","0.00",,,"Mike Hakahan",,,,,,,"120.92"
"PLUM-2013-07834","8426 167TH AVE NE
REDMOND, WA 98052
(47.67776301900051, -122.1179579679997)","The Retreat Lot 13","7242890130","Plumbing - OTC","Residential","2013-08-26T00:00:00.000","2013-08-26T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-07834","(1) Kitchen Sink/ (1) Dishwasher/ (1) Garbage Disposal/ (1) Clothes Washer/ (5) Bathroom Sink/ (4) Toilet/ (2) Bathtubs/ (1) Shower/Valve Replacement/ (2) Hose Bibs/ (1) Water Service","8800","1870.00",,"Robert Pantley","Robin Murphy",,"4254836827","GARY PROKASH PLUMBING INC",,,,"308.91"
"ELEC-2013-07854","8509 154TH AVE NE
REDMOND, WA 98052
(47.678730792000465, -122.13470025299972)","WESTPARK-BLDG L STE 8509","9312000010","Electrical - OTC","Commercial","2013-08-26T00:00:00.000","2013-08-26T00:00:00.000","898 WESTPARK-BLDG L","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07854","The scope of this project is to add a fire signal expander/ notification/ and intiating devices for the purpose of tenant improvement","9330","21027.00",,,"Scott Jerke",,"2539261880","SMITH FIRE SYSTEMS MANAGEMENT LLC",,,,"370.01"
"ROW-2013-07201","7120 185TH AVE NE
REDMOND, WA 98052
(47.66881934100047, -122.09371984899968)",,"7198950010","Right of Way","Miscellaneous","2013-08-08T00:00:00.000","2013-08-26T00:00:00.000","Frontier Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07201","Frontier to enter existing underground system for fiber optic splice rearrangement","0","0.00",,,"Mike Hakahan",,,,,,,"120.92"
"ELEC-2013-07835","9931 WILLOWS RD NE
REDMOND, WA 98052
(47.68972980900048, -122.14977953999971)","DIGIPEN FLOORS 1 & 3","9430050010","Electrical - OTC","Commercial","2013-08-26T00:00:00.000","2013-08-26T00:00:00.000","1912  Digipen","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07835","(2) dedicated circuits/outlets/ extend (1) existing circuit to projector outlet. Customer Paid For:(3) New Circuit","1000","57734.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"72.59"
"ELEC-2013-07856","8509 154TH AVE NE
REDMOND, WA 98052
(47.678730792000465, -122.13470025299972)","898 WESTPARK-BLDG L","9312000010","Electrical - OTC","Commercial","2013-08-26T00:00:00.000","2013-08-26T00:00:00.000","898 WESTPARK-BLDG L","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07856","Demo service/ lighting/ and outlets.","25000","0.00",,,"Kevin Ullrich",,"2539841611","ABACUS ELECTRIC CO",,,,"787.37"
"BLDG-2013-05269","12298 171ST CT NE
REDMOND, WA 98052
(47.69580822900048, -122.11253703399973)","GLENSHIRE DIV 1 LOT 28","2801900280","Residential","New","2013-06-14T00:00:00.000","2013-08-26T00:00:00.000","Glenshire Div 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-05269","Construction of a new two-story/ fire sprinklered single family residence consisting of 3382 sq ft dwelling space/ 691 sq ft garage/ and 37 sq ft covered entry. Total area of construction 4110 sq ft","376598.77","4110.00","1",,"Carolyn Peterson",,"4252163400","CENTEX HOMES",,"None",,"24808.34"
"PLUM-2013-07874","11695 170TH CT NE
REDMOND, WA 98052
(47.6487075710005, -122.11344928799969)","PARKRIDGE LOT 15","6666830150","Plumbing - OTC","Residential","2013-08-27T00:00:00.000","2013-08-27T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-07874","(1) Kitchen Sink/ (1) Dishwasher/ (1) Clothes Washer/ (5) Bathroom Sink/ (3) Toilet/ (1) Bathtubs/ (2) Shower/Valve Replacement/ (1) Electric Water Heater/ (2) Hose Bibs/ (1) Water Service","367641.18","3343.00",,,"Toni Gorney",,"3607945557","UNITED PLUMBING",,,,"295.48"
"MECH-2013-07882","17096 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE AT THE WOODLANDS LOT 36","6666830360","Mechanical - OTC","Residential","2013-08-27T00:00:00.000","2013-08-27T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-07882","Customer Paid For:(2) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (8) Vent Fans","4000","3404.00",,,"Mark Schmidt",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"242.73"
"MECH-2013-07877","17076 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE LOT 38","6666830380","Mechanical - OTC","Residential","2013-08-27T00:00:00.000","2013-08-27T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-07877","Customer Paid For:(1) Air Conditioners","3000","2485.00",,,"Cassie Wharton",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"80.57"
"BLDG-2013-05442","16325 CLEVELAND ST
REDMOND, WA 98052
(47.6731795770005, -122.1222296199997)","TIPSY COW","7198800016","Commercial","Tenant Improvement","2013-06-19T00:00:00.000","2013-08-27T00:00:00.000","Tipsy Cow Restaurant","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-05442","Small scale restaurant/ full kitchen/ serving food/ beer/ wine and cocktails. Area of construction 1/320 sq ft","155000","1320.00",,"MATT TICKNOR","Keith Maurer",,"4257753822","R MILLER INC",,"None",,"3201.81"
"FIRE-2013-07891","3730 163RD AVE NE
REDMOND, WA 98052
(47.64377909300049, -122.12316988299972)","MICROSOFT BLDG 31  1ST FLR COOLER AREA","5503000230","Fire Sprinkler - Commercial","Quick Start","2013-08-27T00:00:00.000","2013-08-27T00:00:00.000","5118 MICROSOFT BLDG 31","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-07891","Relocating 1 Head","0","0.00",,,"Shaina Morgan",,"2539262290","PATRIOT FIRE PROTECTION INC",,,"Matt Greene","211.65"
"ELEC-2013-07903","8280 164TH AVE NE
REDMOND, WA 98052
(47.67649679300047, -122.12157964999972)","VALLEY FURNITURE","6719700055","Electrical - OTC","Mixed Use","2013-08-27T00:00:00.000","2013-08-27T00:00:00.000","Valley Furniture","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07903","Install new temp 277/480v service.  Extend feeders to tower crane/ (4) de-watering pumps/ concrete placing boom/ and (3) step-down transformer modules to distribute 120/20/ power to jobsite.","15250","0.00",,,"Sean Packer",,"2065257220","UNITY ELECTRIC LP",,,,"528.54"
"FIRE-2013-07259","17715 NE 113TH WAY
REDMOND, WA 98052
(47.7004391210005, -122.10336906199973)","HAZELWOOD LOT 15","3204930150","Fire Sprinkler - Residential","New System","2013-08-09T00:00:00.000","2013-08-27T00:00:00.000","HAZELWOOD","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-07259","Automatic fire sprinkler system installed throughout new single family residence. 32 Sprinkler devices","371482.3","3325.00",,,"Ryan Petty",,"2538537780","SPRINX FIRE PROTECTION INC",,,"Joseph Faulkner","483.78"
"ELEC-2013-07875","15291 NE 40TH ST
REDMOND, WA 98052
(47.64526899300046, -122.13729916899968)","MICROSOFT-BLDG 97 RM 4128","5503500020","Electrical - OTC","Commercial","2013-08-27T00:00:00.000","2013-08-27T00:00:00.000","6269 MICROSOFT BLDG 97/ STUDIO A","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07875","Install HR CATV drop for office 4128 for WO#563806 Customer Paid For:(1) Low Voltage","268","1219.00",,,"Jim Thomas",,"2067623311","MCKINSTRY ELECTRIC",,,,"72.59"
"MECH-2013-07939","12276 170TH CT NE
REDMOND, WA 98052
(47.6487075710005, -122.11344928799969)","GLENSHIRE DIV 1 LOT 13","2801900130","Mechanical - OTC","Residential","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","Glenshire Div 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-07939","Customer Paid For:(3) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (8) Vent Fans/ (1) Air Conditioners","314470.15","2783.00",,,"Cassie Wharton",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"278.17"
"BLDG-2013-05635","14870 NE 31ST WAY
REDMOND, WA 98052
(47.63858285500049, -122.1420194529997)","MICROSOFT-BLDG 113 1ST FLOOR","2499900010","Commercial","Tenant Improvement","2013-06-24T00:00:00.000","2013-08-28T00:00:00.000","1877 MICROSOFT-BLDG 113","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-05635","683 sq ft tenant improvement project. Providing doors with card readers throughout to secure areas of the first floor. All new doors freely egress in the path of travel. Microsoft Bldg 113 1st Floor.","35000","683.00",,,"John Kay",,,,,"None",,"1298.78"
"MECH-2013-07940","17180 NE 123RD ST
REDMOND, WA 98052
(47.710058879000485, -122.0984590919997)","GLENSHIRE DIV 1 LOT 2","2801900020","Mechanical - OTC","Residential","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","Glenshire Div 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-07940","Customer Paid For:(2) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (8) Vent Fans","350101.27","3127.00",,,"Cassie Wharton",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"242.73"
"ELEC-2013-07956","8469 169TH AVE NE
REDMOND, WA 98052
(47.67344914400047, -122.11514980099969)","SHAUGHNESSY HEIGHTS LOT 2","125059020","Electrical - OTC","Residential","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","SHAUGHNESSY HEIGHTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07956","New construction 1 ground ufer/ 1 low voltage/ and 1 new service.","6900","3227.00",,,"Jerome Rhoads",,"4258817920","MM COMFORT SYSTEMS",,,,"201.42"
"ROW-2013-07959","7625 140TH PL NE
REDMOND, WA 98052
(47.67289957200046, -122.15248970799968)",,"9512500040","Right of Way","Franchise Drop","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07959","Pull 56 feet from terminal/ trench 42 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ROW-2013-07961","18002 NE 30TH ST
REDMOND, WA 98052
(47.636799718000475, -122.09996982899969)",,"4376700690","Right of Way","Franchise Drop","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07961","Pull 55 feet from terminal/ trench 44 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"ELEC-2013-07953","16935 NE 84TH CT
REDMOND, WA 98052
(47.67793956000048, -122.15075871299968)","SHAUGHNESSY HEIGHTS LOT 23","7326100230","Electrical - OTC","Residential","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","SHAUGHNESSY HEIGHTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-07953","New construction single family residence - one ground ufer-per inspector visit/ one low voltage/ one new service","6900","3227.00",,,"David Sanchez",,"4258817920","MM COMFORT SYSTEMS",,,,"201.42"
"ROW-2013-07954","18945 NE 68TH ST
REDMOND, WA 98052
(47.66601929500047, -122.08529896999971)",,"9510860360","Right of Way","Franchise Drop","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07954","Trench 30 feet to power/ bore 22 feet","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"SIGN-2013-07664","6205 188TH LN NE
REDMOND, WA 98052
(47.662289356000485, -122.08849885899969)","EVANS CREEK AT WOODBRIGE","9510910590","Sign","Non-Illuminated","2013-08-21T00:00:00.000","2013-08-28T00:00:00.000","EVANS CREEK AT WOODBRIDGE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SIGN-2013-07664","Install freestanding sign to match separate sign on property","1205","0.00",,,"Angela Levenda",,"4253611562","VERTICAL VISUAL SOLUTIONS",,,,"96.06"
"ROW-2013-07957","7719 135TH PL NE
REDMOND, WA 98052
(47.6732498660005, -122.15920981799968)",,"5487310040","Right of Way","Franchise Drop","2013-08-28T00:00:00.000","2013-08-28T00:00:00.000","Frontier Misc Drop Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07957","Pull 52 feet from terminal/ trench 78 feet to power","0","0.00",,"Tim Jones","Marie Myers","Leif Pedersen","4253487735","Pacific Cable Construction/ Inc.",,,,"120.92"
"MECH-2013-08013","8271 154TH AVE NE
REDMOND, WA 98052
(47.67671938900048, -122.13441961599972)","MARKET READY STE D8271 - WESTPARK-BLDG D","225059189","Mechanical - OTC","Commercial","2013-08-29T00:00:00.000","2013-08-29T00:00:00.000","895 Westpark Bldg D","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08013","Replace 6 grills ","2250","18262.00",,,"Patrick Converse",,"4252227652","ALL STAR HEATING & A/C INC",,,,"132.41"
"BLDG-2013-06098","16330 CLEVELAND ST
REDMOND, WA 98052
(47.673169207000456, -122.12214896099971)","CENTER POINTE - LEASING OFFICE TRAILER","7198800086","Commercial","Accessory Structure","2013-07-08T00:00:00.000","2013-08-29T00:00:00.000","7024 CENTER POINTE MIXED USE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-06098","ADA ramp for a trailer.","2000","230.00",,,"Josh McDonald",,"2063208741","COMPASS GENERAL CONSTRUCTION I/ LLC",,"None",,"605.12"
"ELEC-2013-08050","16771 REDMOND WAY
REDMOND, WA 98052
(47.67248429300048, -122.11675224699968)","VALUE VILLAGE","1225059094","Electrical - OTC","Commercial","2013-08-30T00:00:00.000","2013-08-30T00:00:00.000","297 VALUE VILLAGE CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-08050","Install New Wall Signs and Connecting to Existing Circuits Customer Paid For:(3) Service - Altered/ (3) Illuminated Signs","2400","25941.00",,,"Bill Boad",,"3604936070","CAPITOL SIGN & AWNING",,,,"147.81"
"FIRE-2013-08749","9255 151ST AVE NE
Redmond, WA 
(47.68460906600046, -122.13936981999973)",,"7201700062","Fire Life Safety","Tenant","2013-09-19T00:00:00.000","2013-09-01T00:00:00.000","315 Vintage Motors","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-08749","VINTAGE MOTORS","0","0.00",,,,,,,,,,"400"
"MECH-2013-08075","11673 169TH PL NE
REDMOND, WA 98052
(47.67876767500047, -122.11420654799969)","PARKRIDGE LOT 10","6666830100","Mechanical - OTC","Residential","2013-09-03T00:00:00.000","2013-09-03T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-08075","Customer Paid For:(2) Gas Piping Only/ (1) Gas Water Heater/ (1) Heating Equipment Including Ductwork/ (9) Vent Fans","4000","4095.00",,,"General Contact Info",,"4254741630","BOBS HEATING & AIR CONDITIONING",,,,"258.84"
"FIRE-2013-08083","17760 NE 67TH CT
REDMOND, WA 98052
(47.66521961000046, -122.10385993499972)","MICROSOFT ARCADE RM 1208","5195500090","Fire Alarm","Quick Start No Transmitter","2013-09-03T00:00:00.000","2013-09-03T00:00:00.000","MICROSOFT ARCADE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-08083","Add (4) devices to existing fire alarm system.  Joint venture between SimplexGrinnnell and Cochran Electric.","0","1800.00",,,"Janet Stebbins",,"2062911468","SIMPLEXGRINN ELL LP",,,,"563.91"
"ROW-2013-07358","8384 167TH AVE NE
REDMOND, WA 98052
(47.67783940700048, -122.11799959099972)",,"7242800100","Right of Way","Underground Improvements In Roadway","2013-08-13T00:00:00.000","2013-09-03T00:00:00.000","PSE-Gas","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-07358","Occupying eastbound lane of NE 85th Street and southbound lane of 167th Avenue NE to tie into existing gas main at T01 on the south side of NE 85th Street.  Trench or bore east approximately 60 feet then south along 167th Avenue NE approximately 100 to T03 and south approximately 150 feet to T06 installing new gas main to new plat.","0","0.00",,,"Aurelie Johannson",,,,,,,"483.7"
