Permit Number,Location,Additional Reference,Permit Type,Work Class,Issue Date,Project Name,Permit Details,Work Description,Valuation,Number of Units,Owner,Applicant,Contractor,Company,Tenant,Total Fees,Zip Codes
MECH-2019-05301,"3017 177TH AVE NE
REDMOND, WA 98052
(47.637763, -122.103563)",,Mechanical - OTC,Residential,07/22/2019,20356_WEN WILLIAM,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05301,SOPA #59956 Paid for 1 Air Handler/Furnaces and 1 Air Conditioners,10000,,WILLIAM WEN,Greenwood Heating & AC,,GREENWOOD HEATING & A/C,,160.08,17806
ELEC-2019-04753,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG E,Electrical - OTC,Multi-Family,07/02/2019,Avalon Bay Eaves Campus-Bldg E,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04753,Avalon Bay Eaves Campus-Bldg E The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
ROW-2019-05386,"15550 NE TURING ST
REDMOND, WA 98052",,Right of Way,ROW,07/31/2019,ROW Comcast,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-05386,EMERGENCY REPAIR - Comcast has two 2in conduits and one 4in conduit.  Need to repair .875 dig and repair conduit and pull new .875 156' from manhole to vault.  Node print shows 156' between vaults.  On July 2/ placed 2in above ground conduit and ran aerial from light pole to light pole at intersection into the Comcast vault.  Once the 2in conduit is repaired/ temporary work that was performed will be immediately removed.,0,,,SUNSHINE CRABBS,,,,1813.44,
ELEC-2019-05098,"13488 NE 110TH PL
REDMOND, WA 98052",,Electrical - OTC,Residential,07/16/2019,_Terrene at 132nd-Lot 10,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05098,SOPA #59825  Terrene @ 132ND - Lot 10 - new construction stat wire Customer Paid For:(1) Low Voltage,250,,TERRENE,Karen Kliemann,,KLIEMANN BROTHERS HEATING & A/C,,121.73,
ELEC-2019-05140,"10901 176TH CIR NE
REDMOND, WA 98052
(47.697897, -122.109002)",,Electrical - OTC,Commercial,07/12/2019,Emerald Heights-Corwin Center Tub Room,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05140,SOPA #59873 Emerald Heights - Corwin Center - 2nd floor tub room. Connect 2 HVAC low voltage wires Customer Paid For:(2) Low Voltage,500,,EASTSIDE RETIREMENT ASSN,Irina Ticu,,UNIVERSAL MECHANICAL SRVC CO INC,,84.42,17806
MECH-2019-04874,"10901 176TH CIR NE
REDMOND, WA 98052
(47.697897, -122.109002)",,Mechanical Plan Review,Commercial,07/10/2019,Emerald Heights-Corwin Center Tub Room,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04874,Emerald Heights - Corwin Center - 2nd floor tub room - Install ductless heat pump split system and energy recovery ventilator.  Customer paid for (1) heat pump/ (1) ductless head and (1) air handler.,14718,,EASTSIDE RETIREMENT ASSN,Irina Ticu,,UNIVERSAL MECHANICAL SERVICE CO INC,,615.74,17806
FIRE-2019-05439,"9940 137TH PL NE
KIRKLAND, WA 98033
(47.689181, -122.158163)",,Fire Sprinkler - Residential,New System,07/30/2019,_FU Shortplat-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05439,FU Lot 2- Install new wet single riser/ 31 head automatic fire sprinkler system. This is a passive purge system/ with atleast 1 tie-in in each floor if possible. Lot 1 and lot 2 are identical mirrored system.,0,,Yizhen Fu,Kevin Liu,,MOORE FIRE PROTECTION,,548.48,17373
MECH-2019-05398,"11008 178TH CT NE
REDMOND, WA 98052
(47.699022, -122.101779)",,Mechanical - OTC,Residential,07/24/2019,9696_GRAY BRIAN D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05398,Gray Residence - Change out existing furnace and AC unit.  Customer paid for (1) furnace and (1) air conditioner.,6500,,BRIAN D+KRISTEN GRAY,Jenah Barlow,,MM COMFORT SYSTEMS,,160.08,17806
MECH-2019-05250,"15415 NE 108TH PL
REDMOND, WA 98052
(47.697974, -122.132999)",,Mechanical - OTC,Residential,07/18/2019,8986_HAMANAKA SHINSUKE+YUMIKO,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05250,SOPA #59933 outside/garage 425 885 1224 Paid for 1 Air Conditioners,5600,,Shinsuke Hamanaka,Patty Rice,,OVERLAKE HTG A/C & SHTMTL LLC,,127.52,17806
,,,,,,,,,,,,,,,,,
ELEC-2019-05414,"16630 REDMOND WAY
REDMOND, WA 98052
(47.673069, -122.118718)",,Electrical - OTC,Commercial,07/25/2019,23823_ANDERSON PARK HOTEL,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05414,SOPA #59994 - Anderson Park Hotel Signal Mod at intersection - modification to traffic signal and street lighting at Redmond Way and 166th Ave NE Customer Paid For:(1) Circuits - 2533835022,127094,,,Mark Stephens,,TOTEM ELECTRIC OF TACOMA INC,,2911.32,17806
ELEC-2019-05583,"8851 166TH AVE NE
REDMOND, WA 98052
(47.681606, -122.11916)",,Electrical - OTC,Multi-Family,07/31/2019,Panorama Village- Bldg A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05583,Panorama Village - Unit A 105 - Christopher Gillette - Altering 2 circuits and adding 1 - Can lights and microwave - Customer Paid For: (3) Circuits,1000,,Christopher Gillette,Steven Smith,,SMITH ELECTRIC,,84.42,17806
PLUM-2019-05214,"16225 NE 112TH CT
REDMOND, WA 98052
(47.700666, -122.122095)",,Plumbing - OTC,Residential,07/17/2019,8692_HARBIN SCOTT,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05214,SOPA #59912 - Scott Harbin residence 360-659-2153 - Customer paid for (1) shower valve replacement/ (2) bathroom sinks/ (1) toilet,11590,,SCOTT HARBIN,Adam Mika,,ADAMS PLUMBING AND FIRE SYS LLC,,226.06,17806
ELEC-2019-05203,"17275 NE 67TH CT
REDMOND, WA 98052
(47.665282, -122.109725)",,Electrical - OTC,Commercial,07/17/2019,102_GOOGLE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05203,SOPA #59907 - Google Fitness Center - install assist button in fitness center. titan electric job #1936243 Customer Paid For:(1) Low Voltage,600,,,Titan Electric,,TITAN ELECTRIC,,84.42,17806
ELEC-2019-05469,"15120 NE 40TH ST
REDMOND, WA 98052
(47.645969, -122.138973)",,Electrical - OTC,Commercial,07/29/2019,972_MICROSOFT-BLDG 122,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05469,SOPA #60032 - Microsoft bldg. 122 Rm P1060 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
MECH-2019-05513,"14924 NE 74TH CT
REDMOND, WA 98052
(47.671253, -122.141142)",,Mechanical - OTC,Residential,07/29/2019,13536_VENKATACHALAM VIVEK,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05513,SOPA #60063 - Venkat residence  - garage/425 885 1224 Customer paid for (1) gas water heater,1495,,Vivek Venkatachalam,Patty Rice,,OVERLAKE HTG A/C & SHTMTL LLC,,127.52,17806
ELEC-2019-04759,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG J,Electrical - OTC,Multi-Family,07/02/2019,Avalon Bay Eaves Campus-Bldg J,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04759,Avalon Bay Eaves Campus-Bldg J - The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
WTR-2019-05408,"16525 NE 47TH ST
REDMOND, WA 98052",Lot 10,Water Meter,Install - Residential,07/30/2019,Duke's Landing,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/WTR-2019-05408,RNEW - Dukes Landing - Lot 10 - Gardner Plan - Contemporary Elevation - Construction of a new 2 story plus basement/ garage right/ fire sprinkled single-family residence including 3/517 sf of dwelling area/ a 762 sf garage/ a 87 sf covered entry porch/ a 101 sf balcony and a 241 sf covered porch. Total area of construction = 4/708 sf.,465644.15,,TOLL BROS./ INC.,Kyle Jesus,,,,11308.48,
MECH-2019-05184,"15301 NE 90TH ST
REDMOND, WA 98052
(47.682205, -122.135665)",170,Mechanical - OTC,Commercial,07/16/2019,EMB Management-Suite 170,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05184,EMB-Suite 170 Add new supply and return grilles/ add 2 exhaust fans and branch ducting. Paid for 2 Ductwork system and 2 exhaust fans,9250,,KEPPEL-KBS WESTPARK LLC/ATT,Jeff Saether,,TEAM MECHANICAL INC,,318.41,17806
ELEC-2019-05415,"15001 NE 36TH ST
REDMOND, WA 98052
(47.641047, -122.139335)",B-1,Electrical - OTC,Commercial,07/30/2019,405_HONEYWELL-BLDG 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05415,SOPA #59995 - Honeywell BLDG 1 - Update Fire Alarm System to comply with Current NEC/ WAC codes. Install new Fire Alarm Panel/ Install new Fire Alarm Devices/ install 2 new NAC circuits/ provide 120v power to new Fire Alarm Panel Customer Paid For:(15) Circuits/ (1) Subpanel/ (1) Fire Alarm 206-31-0946,25000,,MICROSOFT CORPORATION,Barbara Trochmann,Cochran/ Inc,COCHRAN INC,,899.65,17806
ELEC-2019-04909,"16481 NE 47TH ST
REDMOND, WA 98052",,Electrical - OTC,Residential,07/03/2019,_Duke's Landing-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04909,SOPA #59703 Duke's Landing � Lot 5 �NEW 200 AMP SFR AND UFER Customer Paid For:(1) Service - New/ (1) Ground Ufer - per inspector visit,10000,,TOLL BROS./ INC.,Provident Electric,,PROVIDENT ELECTRIC INC,,262.21,
MECH-2019-05040,"17607 NE 34TH CT
REDMOND, WA 98052
(47.641036, -122.105136)",,Mechanical - OTC,Residential,07/10/2019,14703_BULL PETER A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05040,AC Add on. Paid for 1 Air Conditioner,6500,,PETER BULL,Permits MM Comfort,,MM COMFORT SYSTEMS,,127.52,17806
PLUM-2019-04647,"2010 148TH AVE NE
REDMOND, WA 98052
(47.627929, -122.143029)",,Plumbing Plan Review,Commercial,07/31/2019,Sears Auto Center-Retail Improvements,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04647,OTC - Sears Auto Center - Demo existing building waste / vent/ water piping.  Install new future sewer/ grease waste/ water piping.  Replace existing roof drain.  Customer paid for (1) backflow preventer/ (1) drinking fountain/ (6) electric water heaters/ (1) floor drain/ (3) hose bibs/ (1) roof drain/ (6) bathroom sinks/ (6) toilets/ (1) water service/ (1) water piping repair / replace.,104998,,,Mark Yurczyk,,NORTH COAST PLUMBING,,1628.25,17806
ELEC-2019-04859,"17402 NE 22ND ST
REDMOND, WA 98052
(47.629461, -122.108222)",,Electrical - OTC,Residential,07/02/2019,15392_TRAVIS JAMES & JOANNE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04859,SOPA# 59668 - Jim Travis 800.840.3346 - Adding circuit for 3-zone ductless heat pump - Customer Paid For: (1) Circuit,500,,James Travis,Lucinda Honeycutt,,BOBS HEATING & AIR CNDTNG LLC,,195.32,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
MECH-2019-05382,"2814 182ND AVE NE
REDMOND, WA 98052
(47.635452, -122.097831)",,Mechanical - OTC,Residential,07/24/2019,15159_RYMES DANIEL+EVA HALKOVA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05382,SOPA #59984 - Halkova residence - Customer paid for (1) Air Handler 425-493-5353,3610.28,,Eva Halkova,Bel-Red Energy Solutions LLC,Bel-Red Energy Solutions LLC,BEL-RED ENERGY SOLUTIONS LLC,,127.52,17806
PLUM-2019-05442,"15325 REDMOND WAY
REDMOND, WA 98052
(47.674882, -122.136628)",BLDG E,Plumbing - OTC,Multi-Family,07/26/2019,1837_Gates of Redmond-Bldg E,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05442,SOPA #60015 - Gates of Redmond BLDG E Unit 221 - Hall Closet - Customer paid for (1) Electric water heater,1296,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
FIRE-2016-07994,"9042 WILLOWS RD NE
REDMOND, WA 98052
(47.683385, -122.143529)",,Fire Life Safety,Tenant,07/01/2019,Accurate Auto Body,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2016-07994,Accurate Auto Body,0,,,,,,,2207.38,17806
MECH-2019-05087,"2452 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.632313, -122.089324)",,Mechanical - OTC,Residential,07/11/2019,17332_COOPER ANGELA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05087,SOPA #59817 - Cooper Residence - 425-275-5153 - Install new A/C unit.  Customer paid for (1) air conditioner.,6900,,ANDREW COOPER,Erin & Gary Pollard,,KINGS HEATING INC,,127.52,17806
ELEC-2019-05065,"10675 WILLOWS RD NE
REDMOND, WA 98052
(47.695889, -122.15162)",275,Electrical - OTC,Commercial,07/11/2019,1614_WILLOW CREEK CORPORATE CENTER-BLDG B,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05065,SOPA #59786 Suite 275 Beacon Chamber Power Install 2nd floor 425-429-5233 (6) 120V 20A connections; (2) 208V 30A connections; (2) 120V 30A connections JOB 7007932 Customer Paid For:(10) Circuits,6141,,Preylock Redmond LLC,Prime Electric,,PRIME ELECTRIC INC,,325.97,17806
ELEC-2019-05564,"18300 REDMOND WAY
REDMOND, WA 98052
(47.663163, -122.097095)",100,Electrical - OTC,Commercial,07/31/2019,Cashman Suite 100,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05564,SOPA #60099  Cashman Suite 100 - Remove and reinstall existing lighting/ relamp existing troffers/ and 2 new GFCI receptacels. Customer Paid For:(1) Circuits,5140,,,Shawn Guerrero,,TRI-NAR INC,,299.16,17806
ROW-2019-04669,"17127 NE 96TH PL
REDMOND, WA 98052
(47.687071, -122.110971)",,Right of Way,ROW,07/05/2019,ROW Comcast,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04669,Starting from ped located between 17119 and 17111/ bore 76 feet east crossing driveway for 17119/ go 42 feet se to power box of house 17127.,0,,,Jourden Lawrence,,,,508.21,17806
ELEC-2019-05026,"16905 NE 122ND ST
REDMOND, WA 98052
(47.709225, -122.114366)",,Electrical - OTC,Residential,07/10/2019,Morris Short Plat,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05026,SOPA #59761 extend existing circuit for street light Customer Paid For:(1) altered service.,25132,,,Mark Stephens,,TOTEM ELECTRIC OF TACOMA INC,,228.75,17806
ELEC-2019-04764,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG P,Electrical - OTC,Multi-Family,07/02/2019,1312_Avalon Bay Eaves Campus Bldg P,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04764,Avalon Bay Eaves Campus Bldg P-The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
PLUM-2019-05177,"9420 177TH PL NE
REDMOND, WA 98052
(47.683698, -122.103689)",3,Plumbing - OTC,Multi-Family,07/16/2019,Ashford Park II - BLDG 34 Unit 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05177,SOPA #59888 - BLDG 34 Unit 3 Sun Residence garage (1) electric water heater 4256367084,1536,,Xiaoquin Sun,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
FIRE-2019-05290,"6910 141ST CT NE
REDMOND, WA 98052",,Fire Sprinkler - Residential,New System,07/23/2019,_Grass Lawn-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05290,Grass Lawn-Lot 3 Install automatic flow through fire sprinkler system in new SFR construction per City Of Redmond and NFPA 13D. 31 Heads,0,,MILESTONE NORTHWEST LLC,Dean Olsen,,NOR TECH FIRE PROTECTION INC,,548.48,
PLUM-2019-05443,"15325 REDMOND WAY
REDMOND, WA 98052
(47.674882, -122.136628)",BLDG R 289,Plumbing - OTC,Multi-Family,07/26/2019,1829_Gates of Redmond-Bldg R,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05443,sopa #60017 4256367084 BLDG R UNIT 289 HALL CLOSET  4256367084 Paid for 1 Electric Water Heater,1296,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
ELEC-2019-04876,"18600 UNION HILL RD
REDMOND, WA 98052
(47.676868, -122.091461)",,Electrical - OTC,Commercial,07/03/2019,1925_MILLENNIUM-BLDG E,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04876,SOPA #59672 - Microsoft Millenium E UPS TIA Room 2601 Andrew 206-450-0176 - Provide and install alarm monitoring for (13) alarm points - EPO buttons and covers. Customer Paid For:(13) Low Voltage,18998.89,,MICROSOFT CORPORATION,Kaitlyn Omli,Cochran/ Inc,COCHRAN INC,,670.3,17806
MECH-2019-05307,"5919 159TH CT NE
REDMOND, WA 98052
(47.660682, -122.1285)",,Mechanical - OTC,Residential,07/19/2019,13648_STRUSS WOLFGANG,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05307,OTC - Struss residence AC add on - Customer paid for (1) Air conditioner,5500,,WOLFGANG STRUSS,Permits MM Comfort,,MM COMFORT SYSTEMS,,127.52,17806
SWR-2019-04881,"12090 159TH CT NE
REDMOND, WA 98052",Lot 158,Side Sewer,Connection,07/12/2019,Greystone PRD Phase 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2019-04881,RNEW � Greystone IV � Lot 158 � Plan #4867 B - Construction of a new 2 story/ Garage Right/ fire sprinkled single-family residence including 3/806 sf of dwelling area/ a 443sf garage/ a 65 sf covered entry porch and a 244 sf covered Patio. Total area of construction = 4/558 sf.,0,,,Monika Konrad,Kevin Hager,Builders Supply,,1437.32,
SIGN-2019-05332,"15551 NE TURING ST
REDMOND, WA 98052",,Sign,Illuminated,07/23/2019,Parkside Apartments Sign,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SIGN-2019-05332,SOPA #59960 - Parkside Apartments Sign Installation of (1) illuminated wall sign on the east elevation of 156th Ave NE - Customer paid for (1) wall sign 425-361-1562,3700,,,Angela Levenda,,VERTICAL VISUAL SOLUTIONS,,241.12,
PLUM-2019-05053,"2942 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.636567, -122.093882)",,Plumbing - OTC,Residential,07/10/2019,17351_WILEY ALAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05053,Wiley Residence - Install new 1in water line to shed to feed a new hose bib. Customer paid for (1) hose bib.,1000,,B ALAN+CHERYL L WILEY,Tim Mcallister,,ROBERTS GROUP,,127.74,17806
WTR-2019-05406,"16481 NE 47TH ST
REDMOND, WA 98052",Lot 5,Water Meter,Install - Residential,07/30/2019,Duke's Landing,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/WTR-2019-05406,RNEW � Duke's Landing � Lot 5 � Enatai Craftsman - Construction of a new 2-stories + basement/ garage right/ fire sprinkled single-family residence including 3/934 sf of dwelling area/ a 680 sf garage/ a 64 sf covered entry porch/ a 146 sf porte cochere/ a 92 sf covered front deck and a 290 sf covered rear porch. Total area of construction = 5/206 sf.,518730.58,,TOLL BROS./ INC.,Kyle Jesus,,,,11308.48,
PLUM-2019-05261,"7001 OLD REDMOND RD
REDMOND, WA 98052
(47.668257, -122.134225)",BLDG D 315,Plumbing - OTC,Multi-Family,07/18/2019,Olde Redmond Place-Bldg D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05261,SOPA #59939 Unit # BLDG D 315 OLDE REDMOND PLACE Paid for 1 Electric Water Heater,1271,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
ELEC-2019-05185,"15301 NE 90TH ST
REDMOND, WA 98052
(47.682205, -122.135665)",170,Electrical - OTC,Commercial,07/16/2019,EMB Management-Suite 170,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05185,EMB-Suite 170 Relocate 2 existing thermostats. Paid for 2 low voltage,300,,KEPPEL-KBS WESTPARK LLC/ATT,Jeff Saether,,TEAM MECHANICAL INC,,84.42,17806
ELEC-2019-04892,"9825 WILLOWS RD NE
REDMOND, WA 98052
(47.688454, -122.148664)",120,Electrical - OTC,Commercial,07/03/2019,Microsoft-IEC,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04892,SOPA #59689 - MS IEC Level 1 Unit 120 - Masoud Mohamed 206-963-7014 - Provide and install (26) Cat6 1-port/ 2-port/ and 3-port data locations. Customer Paid For:(26) Low Voltage,8724.15,,MICROSOFT CORPORATION,Kaitlyn Omli,Cochran/ Inc,COCHRAN INC,Nancy Chen,395.15,17806
ELEC-2019-05483,"16221 NE 72ND WAY
REDMOND, WA 98052
(47.66957, -122.123309)",,Electrical - OTC,Commercial,07/29/2019,1896_REDMOND TOWN CENTER OFFICES-BLDG 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05483,SOPA #60045 - Microsoft RTC-3 Rm 125 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs.  Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
BLDG-2019-03513,"18700 NE 65TH ST
REDMOND, WA 98052
(47.665117, -122.090949)",,Commercial,Exterior Alteration,07/15/2019,Genie-Bldg 6 Fiber Laser,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03513,CALT - Genie Building 6 - Fiber Laser Installation - Install new equipment including laser/ dust collector/ cycle loader/ two exterior tanks on existing concrete slab. New interior foundation patch to accommodate new equipment. New exterior concrete for outdoor tanks. Area of work 4/000 SF.,31000,,Redmond Corporate Park,Sara Davis,Skye Industrial Inc,SKYE INDUSTRIAL INC,,2120.02,17806
SWR-2019-04394,"15551 NE TURING ST
REDMOND, WA 98052",,Side Sewer,Connection,07/10/2019,Esterra Park Apartments-Blocks 5/ 6A/ 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2019-04394,Block 9 - SE Connection,0,,,Brian Dennis,,,,277.32,
ELEC-2019-04607,"4514 154TH PL NE
REDMOND, WA 98052
(47.651436, -122.135146)",,Electrical - OTC,Commercial,07/01/2019,4647_MICROSOFT-BLDG 84,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04607,SOPA #59537 - Microsoft BLDG 84 Rm 2485 UPS Inspection 425-766-1801 - Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ELEC-2019-05118,"17530 NE 120TH WAY
REDMOND, WA 98052
(47.70833, -122.10593)",,Electrical - OTC,Residential,07/12/2019,16611_BALDWIN RYAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05118,SOPA #59855 - Baldwin Residence - Garage and outside - 206-248-7900 - Run electrical circuit and install a 4 ton AC unit Customer Paid For:(1) Circuits,300,,RYAN & DANILEE BALDWIN,Jaimie How,,BRENNAN HEATING & AIR CONDITIONING,,195.32,17806
BLDG-2019-05488,"16701 NE 80TH ST
REDMOND, WA 98052
(47.674879, -122.117404)",,Commercial,Tenant Improvement,07/26/2019,Nelson Chiropractic Remodel,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-05488,Expedited TI - Nelson Chropractic Remodel Suite 103 - Demo of non-load bearing walls to open up office space.  Demo of addition of non-load bearing walls and addition of walls to create new layout.  Total area of work = 752 SQ Ft,11000,,ADRS LLC,Sabrina Addison,Sound Property Partners,SOUND PROPERTY PARTNERS,,1075.5,17806
PLUM-2019-05330,"16632 NE 44TH WAY
REDMOND, WA 98052
(47.648626, -122.118311)",,Plumbing - OTC,Residential,07/22/2019,14386_RICHDALE PAMELA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05330,OTC - Rangan residence - Customer paid for (1) shower/valve replacement/ (1) bathroom sink/ (1) toilet,4000,,Nagendran Rangan,Nagendran Rangan,,BETTER CHOICE CONSTRUCTION LLC,,193.29,17806
ELEC-2019-05116,"15701 NE 39TH ST
REDMOND, WA 98052
(47.644915, -122.128098)",,Electrical - OTC,Commercial,07/22/2019,1166_MICROSOFT-BLDG 18,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05116,SOPA #59854 - Microsoft - BLDG 18 - Add one card reader to room 1220 - Customer Paid For:(1) Low Voltage,2894,,MICROSOFT CORPORATION,Aimee Curley,,JOHNSON CONTROLS SEC SOL LLC,,179.27,17806
MECH-2019-05089,"11746 175TH PL NE
REDMOND, WA 98052
(47.705596, -122.105855)",,Mechanical - OTC,Residential,07/11/2019,21436_TILLEY DENNIS,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05089,SOPA #59802 Paid for 1 Gas Water Heater,2210.21,,DENNIS L+DANIELLE R TILLEY,Bel-Red Energy Solutions LLC,Bel-Red Energy Solutions LLC,BEL-RED ENERGY SOLUTIONS LLC,,127.52,17806
,,,,,,,,,,,,,,,,,
TREE-2019-04802,"8520 154TH AVE NE
REDMOND, WA 98052
(47.679263, -122.134675)",,Tree Removal,All Others,07/01/2019,2019 Tree Removal,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/TREE-2019-04802,Approval to remove (1) dying sweetgum tree 18in DBH from the landscape island north of the building. Tree replacement is required at a ratio of 1:1 for each tree removed and the tree replacement shall be planted in the same location. The replacement shall be primarily native evergreens 6-8� tall in height and/or native deciduous trees 2.5� caliper in size.,0,,KEPPEL-KBS WESTPARK LLC/ATT,Tim (Timothy) Hawkins,,,,100.7,17806
ELEC-2019-04913,"11431 174TH AVE NE
REDMOND, WA 98052",,Electrical - OTC,Residential,07/08/2019,_Hawthorne Lane-Lot 25,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04913,SOPA #59708 -Lot 25 Ken Miller 206.396.5484 -  new sfr Customer Paid For:(1) Low Voltage/ (1) Temporary Service/ (1) Service - New/ (1) Ground Ufer - per inspector visit,8000,,Rick Burnstead,Karl Browne,,REC RESIDENTIAL ELECTRIC INC,,322.42,
ELEC-2019-04836,"18125 NE 105TH CT
REDMOND, WA 98052
(47.693887, -122.098772)",,Electrical - OTC,Residential,07/01/2019,9825_KANNAM SHYAM,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04836,OTC - Syam residence - Whole house All devices to be replaced - Replace sub-panel - Kitchen Retrofit - Customer Paid For: (1) Service - Altered,14000,,Shyam Kannam,Chris Dodd,E&H POWER SYSTEMS LLC,E&H POWER SYSTEMS LLC,,228.75,17806
