Location,Apply Date,Issue Date,Project Name,Permit Details,Work Description,Valuation,Sq Ft,Company,Zip Codes
"13416 NE 102ND ST
KIRKLAND, WA 98033",12/07/2015,02/23/2016,Heathers Ridge-Lot 30,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09209,RNEW Heathers Ridge Lot 30 :  SFR/ 2-STORY FIRE- SPRINKLERED.  1748 SF DWELLING/ 227 SF GARAGE/ 60 SF COVERED PORCH/ 63 SF COVERED PATIO.  2098 SF TOTAL.  Zero Lot Line  Plan Duet Elevation inBin EH17 garage right.,210545.58,2098,QUADRANT HOMES,
"12322 167TH PL NE
REDMOND, WA 98052",12/07/2015,01/07/2016,Hedgewood East-Lot 13,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09207,RNEW Hedgewood East lot 13 RNEW: SFR/ 2-STORY/ fire sprinklered .  2/802 SF DWELLING/ 429 SF GARAGE/ 186 SF COVERED PORCH+ ALT AREA)/ 274 SF COVERED PATIO.  3/591 SF TOTAL. Plan G271/ HG12 Elevation inCin garage left.,348434.82,3591,QUADRANT HOMES,
"12231 167TH PL NE
REDMOND, WA 98052",12/07/2015,01/07/2016,Hedgewood East-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09206,RNEW: Hedgewood East Lot 3   SFR/ 2-STORY fire sprinklered  2/720 SF DWELLING/ 442 SF GARAGE/ 46 SF COVERED PORCH/ 97 SF COVERED DECK.  3/305 SF TOTAL.  Plan 260 HG14 Elevation inBin garage right.,329011,3305,QUADRANT HOMES,
"13406 NE 102ND ST
KIRKLAND, WA 98033",12/07/2015,02/23/2016,Heathers Ridge-Lot 29,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09208,RNEW  Heathers Ridge Lot 29 SFR/ 2-STORY FIRE-SPRINKLERED.  2094 SF DWELLING/ 392 SF GARAGE/ 107 SF COVERED PORCH/ 76 SF COVERED PATIO.  2669 SF TOTAL. Zero Lot Line Plan Duet Elevation inBin EH20 garage right.,259154.64,2669,QUADRANT HOMES,
"15793 NE 114TH WAY
REDMOND, WA 98052",12/04/2015,01/25/2016,Sequoia Glen-Lot 13,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09151,RNEW - Sequoia Glen Lot 13 Whittier Plan Colonial Elevation Garage Left . Construction of a fire-sprinklered attached single-family residence consisting of: 1/791 SF dwelling with 281 SF garage/ 75 SF covered deck/ and 143 SF covered porch - 2/290 SF total.,222400.66,2290,TOLL BROS INC,
"15795 NE 114TH WAY
REDMOND, WA 98052",12/04/2015,01/25/2016,Sequoia Glen-Lot 12,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09149,RNEW Sequoia Glen Lot 12 Zero Lot Line Wallingford Plan Colonial Elevation. Garage left  Construction of a fire-sprinklered attached single-family residence consisting of: 1/648 SF dwelling with 414 SF garage and 68 SF covered porch - 2/130 SF total.,204681.88,2130,TOLL BROS INC,
"15791 NE 114TH WAY
REDMOND, WA 98052",12/04/2015,01/25/2016,Sequoia Glen-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09152,RNEW - Sequoia Glen Lot 14 Wedgewood Plan Colonial Elevation. Construction of a fire-sprinklered attached single-family residence consisting of: 1/873 SF dwelling with 351 SF garage and 94 SF covered porch - 2/318 SF total.,228335.18,2318,TOLL BROS INC,
"11880 155TH AVE NE
REDMOND, WA 98052",12/01/2015,02/09/2016,Crestview-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09067,RNEW - Crestview Lot 7 - Frazier inTudorin Garage right - New single family residence two story fire sprinklered SFR consisting of 3669 sq ft dwelling/ 43 sq ft covered porch/ 113 sq ft covered deck and 844 sq ft garage.  Total area of work 4/669.,452587.44,4669,TOLL WA LP,
"3230 175TH CT NE
REDMOND, WA 98052
(47.639096, -122.106472)",12/01/2015,04/20/2016,Britton David,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09064,RNEW Britton David- Construction of new fire sprinklered 2-story w/basement single-family residence consisting of: 4/239 sq ft dwelling/ 427 sq ft covered deck/porch/ 163 sq ft uncovered deck and 608 sq ft garage. Total area of work 5/437 sq ft.,525788.19,5437,CRAFTSMAN GROUP LLC,17806
"11780 155TH AVE NE
REDMOND, WA 98052",11/30/2015,03/28/2016,Crestview-Lot 28,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09038,RNEW - Crestview - Lot 28 - New single family residence two story plus basement/ fire sprinklered SFR consisting of 3570 sq ft dwelling/ 69 sq ft covered porch/ 92 sq ft covered deck and 896 sq ft garage.  Total area of work 4627  - Enatai incraftsmanin Garage right.,444043.6,4627,TOLL WA LP,
"11792 155TH AVE NE
REDMOND, WA 98052",11/30/2015,05/19/2016,Crestview-Lot 29,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09041,RNEW - Crestview - Lot 29 - New single family residence two story plus basement/ fire sprinklered SFR consisting of 3669 sq ft dwelling/ 48 sq ft covered porch/ 113 sq ft covered deck and 844 sq ft garage.  Total area of work 4674 Frazier inTudorin Garage right.,452837.44,4674,TOLL WA LP,
"10302 134TH PL NE
KIRKLAND, WA 98033
(47.692631, -122.162586)",11/25/2015,03/02/2016,Heathers Ridge-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-09011,RNEW EARLY MODEL.  RNEW:  SFR/ 2-STORY FIRE-SPRINKLERED.  2254 SF DWELLING/ 430 SF GARAGE/ 97 SF COVERED PORCH.  2781 SF TOTAL.  Plan G222  DH11 inEin garage left.,274302.44,2781,QUADRANT HOMES,17373
"15552 NE 118TH WAY
REDMOND, WA 98052",11/24/2015,02/10/2016,Crestview-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08972,RNEW Crestview Lot 2- New single family residence two story fire sprinklered SFR consisting of 3/245 sq ft dwelling/ 421 sq ft garage/ 136 sq ft front porch and 124 sq ft second fl deck. Area of work 3/926 sq ft.  Plan- Ballard garage right.,392424.1,3926,TOLL WA LP,
"11827 160TH AVE NE
REDMOND, WA 98052",11/24/2015,12/10/2015,Greystone West-Lot 123,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08960,RNEW Greystone West Lot 123- New construction of 2 story fire sprinklered single Family residence.  Permit Lot Specific (Plan #4058 B modified Garage Left). Dwelling: 3/610 sq.ft.  Covered porch: 65 sq.ft.   Garage: 445 sq. ft.   =Total: 4120 sq. ft.,424350.1,4120,GREYSTONE BUILDERS LLC,
"11752 155TH AVE NE
REDMOND, WA 98052",11/24/2015,02/10/2016,Crestview-Lot 26,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08973,RNEW Crestview Lot 26 New single family residence two story fire sprinklered SFR consisting of 3830 sq ft dwelling/ 81 sq ft covered porch/ 92 sq ft covered deck and 667 sq ft garage.  Total area of work 4670  Plan- Enatai intraditionalin Garage right.,463773.1,4670,TOLL WA LP,
"11862 155TH AVE NE
REDMOND, WA 98052",11/19/2015,02/26/2016,Crestview-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08879,RNEW - Crestview Lot 5 - Frazier Plan - Garage Right - Construction of new fire sprinklered 2-story w/basement single family residence consisting of 3/679 SF dwelling/ 844 SF garage/ 48 SF covered porch/ and 113 SF covered deck. Total 4/684 SF.,453951.04,4684,TOLL WA LP,
"15780 NE 114TH WAY
REDMOND, WA 98052
(47.711082, -122.12886)",11/17/2015,03/10/2016,Sequoia Glen Executive-Lot 20,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08814,Sequoia Glen Executive Lot 20.  Plan - Ashlund 1230-0 garage right. New 2-story single-family residence consisting of: 3/010 sf dwelling/ 152 sf covered porch/ and 419 sf garage.  Total area of construction 3/581 sf.,360768.7,3581,TOLL BROS INC,17806
"15789 NE 114TH WAY
REDMOND, WA 98052",11/13/2015,01/25/2016,Sequoia Glen-Lot 11,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08750,RNEW Sequoia Glen Lot 11 Leota Plan Shingle Elevation . Construction of a 2-story fire sprinklered single-family residence consisting of: 2/665 SF dwelling/ 429 SF garage/ and 44 SF covered porch - 3/138 SF total.,317378.5,3138,TOLL BROS INC,
"11509 157TH CT NE
REDMOND, WA 98052",11/13/2015,05/11/2016,Sequoia Glen Executive-Lot 10,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08757,RNEW - Sequoia Glen Executive - Lot 10 -  Sahalee Elevation Garage Left - New 2 story w/basement fire-sprinklered single family residence with 4247 SF dwelling/ 446 sq ft garage/ 27 sf covered front porch/ 154 SF uncovered rear deck. Total 4874 SF.,499381.42,4874,TOLL WA LP,
"11539 157TH CT NE
REDMOND, WA 98052",11/13/2015,05/09/2016,Sequoia Glen Executive-Lot 11,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08758,RNEW - Sequoia Glen Executive - Lot 11 - 2 story fire sprinklered single family residence/ model Tacoma/ plan 1372-0 Garage left with 4/368 sq ft. of living space with a 660 sq ft garage/ 138 sq ft of covered porch and 295 sq ft of uncovered deck/patio.  Total area of work = 5/461.,533036.23,5461,TOLL BROS INC,
"15760 NE 114TH WAY
REDMOND, WA 98052
(47.711083, -122.129011)",11/13/2015,05/11/2016,Sequoia Glen Executive-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08759,RNEW - Sequoia Glen Executive - Lot 19 - 2 story fire sprinklered single family residence/ model Ballard/ plan 1368-0 Garage Right with 3/238 sf dwelling/ 421 sf garage/ 124 sf uncovered deck/ and 125 sf covered porch.  Total area of construction 3/908 sf. 4.25.16 Revision #1 - Ballard plan - elevation change.RNEW - Sequoia Glen Executive - Lot 19 - 2 story fire sprinklered single family residence/ model Ballard/ plan 1368-0 Garage Right with 3/245 sf dwelling/ 421 sf garage/ 124 sf uncovered deck/ and 146 sf covered porch.  Total area of construction 3/936 sf.,391516.7,3936,TOLL BROS INC,17806
"15607 NE 62ND ST
REDMOND, WA 98052",11/09/2015,02/02/2016,Naslund Short Plat-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08559,RNEW - Naslund - Lot 2 - Plan# 5040.3.1 (5040B) - Construction of a new 2 story fire sprinkled/ garage right/ single family basic consisting of 4494 sf dwelling space/ 289 sf covered patios/ 178 sf covered porch/  and a 627 sf garage. Total are of construction = 5/588 sf.,550700.14,5588,,
"12140 164TH CT NE
REDMOND, WA 98052",11/05/2015,12/03/2015,Hedgewood-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08490,RNEW: Hedgewood - Lot 5 - 2-STORY - Garage Right - H340 - HG16 - Fire Sprinklered Single Family Residence.  3454 SF DWELLING SPACE/ 594 SF GARAGE/ 41 SF COVERED PORCH. 4/089 SF TOTAL.,412170.04,4089,QUADRANT HOMES,
"9883 137TH PL NE
KIRKLAND, WA 98033",10/29/2015,12/02/2015,Willow Hill-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08290,RNEW Willow Hill Lot 8- new construction of 2 story fire sprinklered SFR consisting of 1554 sq ft dwelling/ 345 sq ft garage/ 50 sq ft rear covered patio/ and 50 sq ft covered porch. Plan 1554-02 MOD A garage right.  Total area of work 1/999 sq ft.,192853.94,1999,RM HOMES LLC,
"10271 134TH PL NE
KIRKLAND, WA 98033",10/29/2015,12/22/2015,Heathers Ridge-Lot 36,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08306,RNEW - Heathers Ridge - Lot 36 - H-Series plans - ID VHE1 - Elevation A - Garage Right - Construction of new fire sprinkleres single family residence. 3112 SF Dwelling/ 430 SF garage/ 40 SF Covered Porch.,366999.32,3582,QUADRANT HOMES,
"16632 NE 122ND ST
REDMOND, WA 98052
(47.709232, -122.117642)",10/29/2015,11/25/2015,Hedgewood East-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08303,Hedgewood East-Lot 14 - Plan ID HG07 - Elevation A - Garage Left - Construction of a new two-story/ fire sprinklered/ single family residence consisting of 3/477 sq ft dwelling space/ 604 sq ft garage/ 40 sq ft covered porch/ 165 SF rear covered porch. Total area of construction 4/286 sq ft.,423360.32,4286,QUADRANT HOMES,17806
"9959 137TH PL NE
KIRKLAND, WA 98033",10/29/2015,12/02/2015,Willow Hill-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08291,RNEW Willow Hill Lot 3- New construction of a 1554 sqft single family dwelling with 345 sqft attached garage/ 50 sq ft covered rear patio/ 50 sqft front covered porch/ . Includes 13-D firesprinkler system/ plan name is 1554/ garage right. Area of construction 1/999 sq ft. Plan 1554-02-MOD C garage right,192853.94,1999,RM HOMES LLC,
"11569 157TH CT NE
REDMOND, WA 98052",10/28/2015,04/22/2016,Sequoia Glen Executive-Lot 13,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08261,RNEW - Sequoia Glen Executive - Lot 13 - Colonial Elevation - New fire sprinklered/2 story w/ basement single family residence - Garage Right;  Including 3/805 sq ft Dwelling area/ 445 sq ft Garage/ 136 sq ft of Covered Porch/  and 214 sq ft of uncovered deck.  Total area of work = 4/600 sq ft.,457886.4,4600,TOLL WA LP,
"11930 160TH AVE NE
REDMOND, WA 98052",10/27/2015,11/23/2015,Greystone West-Lot 133,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08231,RNEW Greystone Div III West Lot 133- construction of two story fire sprinklered SFR consisting of 3/592 sq ft/ covered porch 69 sq ft/ garage 583 sq ft for a total 4244 sq ft.  BPLN2015-01595 Plan 4138B garage right,428465.82,4244,GREYSTONE BUILDERS LLC,
"11958 160TH AVE NE
REDMOND, WA 98052",10/27/2015,11/25/2015,Greystone West-Lot 134,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08232,Greystone PH III West-Lot 134 - Permit from registered BASIC #BPLN-2013-01562 (Plan 5138A) Construction of a new two story/ fire sprinklered single family residence consisting of 4/157 sq ft dwelling space/ 93 sq ft covered front porch/ 86 sq ft covered rear porch/ and 638 sq ft garage. Total of 4/974 sq ft.,499243.72,4974,GREYSTONE BUILDERS LLC,
"10312 134TH PL NE
KIRKLAND, WA 98033",10/27/2015,12/22/2015,Heathers Ridge-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08220,RNEW - Heathers Ridge - Lot 1 - Plan G251 DHE9 Series A - Garage Left - SFR/ 2-STORY FIRE-SPRINKLERED.  2518 SF DWELLING/ 412 SF GARAGE/ 150 SF COVERED PORCH.  3080 SF TOTAL.,305579.28,3080,QUADRANT HOMES,
"11848 162ND CT NE
REDMOND, WA 98052",10/20/2015,11/05/2015,Greystone East-Lot 93,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08037,Greystone III East-Lot 93 - Construction of a zero-lot-line/ fire-sprinklered/ two-story/ single family home consisting of 1/582 sq ft dwelling space/ 36 sq ft covered porch and 292 sq ft garage. Total of 1/910 sq ft.   Plan #200133.0A Garage Left,190498.32,1910,GREYSTONE BUILDERS LLC,
"11852 162ND CT NE
REDMOND, WA 98052",10/20/2015,11/04/2015,Greystone East-Lot 94,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08036,RNEW - Greystone East Lot 94 - New construction of fire-sprinklered zero lot line single-family residence. From registered basic (Plan #2001.3.0A garage right). Dwelling: 1/582 sq.ft.  Covered porch: 36 sq.ft.   Garage: 292 sq.ft.  Total: 1/910 sq.ft.,190498.32,1910,GREYSTONE BUILDERS LLC,
"15993 NE 118TH CT
REDMOND, WA 98052",10/20/2015,11/05/2015,Greystone West-Lot 120,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-08035,RNEW Greystone West Lot 120-New construction of 2 story fire sprinklered SFR consisting of 3651 sq ft dwelling/ 65 sq ft covered porch and 465 sq ft garage. Registered basic BPLN-2013-01560 Plan #4058.3 B garage left. Total square footage 4181 SQFT.,429773.86,4181,GREYSTONE BUILDERS LLC,
"12119 164TH CT NE
REDMOND, WA 98052",10/15/2015,11/25/2015,Hedgewood-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07902,RNEW Hedgewood Lot 7- 2 story fire sprinklered SFR consisting 2776 sq ft dwelling/ 419 sq ft garage/ 27 sq ft covered porch/ 64 sq ft uncovered deck.  3286 sq ft total. Plan E277 77HG A left,330934.06,3286,,
"9863 137TH PL NE
KIRKLAND, WA 98033
(47.688973, -122.183113)",10/14/2015,06/09/2016,Willow Hill-Lot 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07856,RNEW Willow Hill Lot 9- New construction of a 2501 sqft single family dwelling with 382 sqft attached garage/ 81 sqft front covered porch/ and 150 sqft rear covered porch. Includes 13-D firesprinkler system/ plan name is 2501-C/ garage left. Area of construction 3/114 sq ft.,306449.16,3114,RM HOMES LLC,17373
"13710 NE 100TH CT
KIRKLAND, WA 98033
(47.689493, -122.157036)",10/14/2015,12/28/2015,Benjamin Estates-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07861,RNEW - Benjamin Estates Lot 5 - New construction of a 2 story/ fire sprinklered SFR. 2501 sqft single family dwelling with 382 sqft attached garage/ 81 sqft front covered porch/ and 150 sqft rear covered porch. Includes 13-D firesprinkler system/ plan name is 2501-A/ garage left. Area of construction 3/114 sq ft.,306449.16,3114,RM HOMES LLC,17373
"9981 137TH PL NE
KIRKLAND, WA 98033",10/14/2015,12/30/2015,Willow Hill-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07859,RNEW - Willow Hill Lot 2 - New construction of a 2501 sq ft single family dwelling with 469 sq ft attached garage/ 81 sq ft front covered porch/ and 150 sq ft rear covered porch.  Includes 13-D fire sprinkler system/ plan name is 2501-B 35/ Garage Left. Area of construction = 3201 sq ft.,310181.46,3201,RM HOMES LLC,
"13688 NE 100TH CT
KIRKLAND, WA 98033
(47.689493, -122.157104)",10/14/2015,12/21/2015,Benjamin Estates-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07855,RNEW - Benjamin Estates-Lot 7 - Plan 2501-02 Mod B Garage Right - Construction of a two-story/ fire-sprinklered/ single family residence consisting of 2501 sq ft living space/ 81 sq ft front covered porch/ 150 sq ft rear covered porch and 382 sq ft garage. Total area of construction 3/114 sq ft.,306449.16,3114,RM HOMES LLC,17373
"9907 137TH PL NE
KIRKLAND, WA 98033",10/14/2015,12/02/2015,Willow Hill-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07858,RNEW - Willow Hill Lot 6 - New construction of a 2501 sq ft single family dwelling with 469 sq ft attached garage/ 81 sq ft front covered porch/ and 150 sq ft rear covered porch.  Includes 13-D fire sprinkler system/ plan name is 2501-C 35/ Garage Right. Area of construction = 3201 sq ft.,310181.46,3201,RM HOMES LLC,
"9937 137TH PL NE
KIRKLAND, WA 98033",10/14/2015,12/30/2015,Willow Hill-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07857,RNEW Willow Hill Lot 4- New construction of a 2501 sqft single family dwelling with 469 sqft attached garage/ 81 sqft front covered porch/ and 150 sqft rear covered porch. Includes 13-D firesprinkler system/ plan name is 2501-A 35 / garage right. Area of construction 3/201 sq ft.,310181.46,3201,RM HOMES LLC,
"15988 NE 118TH CT
REDMOND, WA 98052",10/13/2015,11/02/2015,Greystone West-Lot 118,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07823,RNEW BASIC - Greystone West - Lot 118 - New construction of single Family residence.  Permit from registered basic #BPLN2013-01560(Plan #4058.3.0A).Dwelling: 3/598 sq.ft.  Covered porch: 52 sq.ft.   Garage: 465 sq. ft.  Total: 4/115 sq. ft.,423221.78,4115,GREYSTONE BUILDERS LLC,
"15989 NE 118TH CT
REDMOND, WA 98052",10/13/2015,10/23/2015,Greystone West-Lot 119,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07820,RNEW Greystone Div III West Lot 119- Plan 4010 B Garage R-New two story single-family residence fire sprinklered consisting of: 3/621 sf dwelling/ 50 sf covered porch/deck/ and 579 sf attached garage.  4250	 sf total.,430573.66,4250,GREYSTONE BUILDERS LLC,
"15992 NE 118TH CT
REDMOND, WA 98052",10/13/2015,10/23/2015,Greystone West-Lot 117,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07822,RNEW BASIC - Greystone West - Lot 117 - New construction of single Family residence.  Permit from registered basic #BPLN2013-01553 (Plan #4010A).Dwelling: 3/605 sq.ft.  Covered porch: 81 sq.ft.   Garage: 579 sq. ft.  Total: 4/265 sq. ft.,430341.9,4265,GREYSTONE BUILDERS LLC,
"5443 160TH PL NE
REDMOND, WA 98052",10/13/2015,03/15/2016,Forman Property-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07818,Forman Lot 4 (Timbers At Marymoor) Construction of fire sprinklered 2 story w/ basement SFR PLan A Garage R- Dwelling of 4/660/ 462 sq ft garage/ 93 sq ft front covered porch and 246 sq ft uncovered deck. Total sq ft is 5/461.,552915.3,5461,STEVE BURNSTEAD CONSTRUCTION LLC,
"16628 NE 122ND ST
REDMOND, WA 98052
(47.70923, -122.118)",10/08/2015,11/10/2015,Hedgewood East-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07685,Hedgewood East-Lot 1 - Construction of a new two-story/ fire sprinklered/ single family residence consisting of 4070 sq ft dwelling space/ 635 sq ft garage/ 37 sq ft covered porch and 193 sq ft covered deck. Total area of construction 4/935 sq ft. Plan Name H390/ Plan ID HG17/ Elevation A/ Left Elevation,491976.7,4935,QUADRANT HOMES,17806
"10301 134TH PL NE
KIRKLAND, WA 98033",10/06/2015,12/17/2015,Heathers Ridge-Lot 37,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07513,Heather's Ridge-Lot 37 - Plan H241 VHE7 - Construction of a new two-story/ fire-sprinkled single family home consisting of 2/559 sq ft dwelling space/ 464 sq ft garage/ 36 sq ft covered porch. Total of 3/059 sq ft.,306675.84,3059,QUADRANT HOMES,
"13668 NE 100TH CT
KIRKLAND, WA 98033
(47.689492, -122.157166)",09/29/2015,12/21/2015,Benjamin Estates-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07329,RNEW - Benjamin Estates - Lot 8 - New construction of a 2242sq ft single family dwelling with a 425 sq ft attached garage/ 76 sq ft front covered porch/ and 132 sq ft rear covered porch.  Includes a 13-D fire-sprinkler system/ plan name is 2250-C/ Garage right. Area of construction = 2875 sq ft.,278301.62,2875,RM HOMES LLC,17373
"13698 NE 100TH CT
KIRKLAND, WA 98033
(47.689493, -122.157073)",09/29/2015,12/21/2015,Benjamin Estates-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07326,RNEW - Benjamin Estates Lot 6 - Elevation 2250-B Garage Left - Construction of new fire sprinklered SFR consisting of 2250 SF dwelling/ 425 SF garage/ 36 SF covered front porch/ 132 SF covered rear patio. Total area of work 2/843 SF.,277192.5,2843,RM HOMES LLC,17373
"13732 NE 100TH CT
KIRKLAND, WA 98033
(47.689493, -122.156968)",09/29/2015,12/21/2015,Benjamin Estates-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07327,RNEW - Benjamin Estates - Lot 4 - new construction of a 2250 sq ft single family dwelling with 425 sq ft attached garage/ 31 sq ft front coverage porch/ and 132 sq ft rear covered porch.  Includes 13-D fire-sprinkler system/ plan name is 2250-A/ Garage right.  Area of construction = 2838 sq ft.,276942.5,2838,RM HOMES LLC,17373
"0 No
Address REDMOND, WA 98052",09/24/2015,10/20/2015,Forman Property-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07223,RNEW - Forman Lot 5 - Construction of New Single Family Residence 2-stories w/basement/ Plan B - Main FF 1660 SF/ Upper FF 1685 SF/  Lower FF 998 SF/ Garage 488 SF/ Un-Covered Rear Patio/Deck (above) 225 SF/ Front Porch 80 SF  Total: 5/136 SF,517267.93,5136,STEVE BURNSTEAD CONSTRUCTION LLC,
"11579 157TH CT NE
REDMOND, WA 98052",09/23/2015,03/09/2016,Sequoia Glen-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07199,RNEW - Sequoia Glen - Executive lot 14 - Ballard Plan New single family residence/ consisting of 4171 sq ft of new dwelling space/ a new 406 sq ft garage/ new 217 sq ft of covered patio and  220 sq ft of uncovered deck/patio.  Total of 5014 sq ft.,501252.96,5014,TOLL BROS INC,
"17320 NE 36TH ST
REDMOND, WA 98052
(47.642328, -122.108198)",09/18/2015,11/30/2015,Redmond Short Plat-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07103,Redmond Short Plat Lot 2 - Construction of a new two story/ fire sprinklered single family residence consisting of 4043 living space/ 227 sq ft covered porch and patio/ and 677 sq ft garage. Total area of construction 4947 sq ft,490621.78,4947,D MITCHELL HOMES INC,17806
"11490 158TH AVE NE
REDMOND, WA 98052",09/17/2015,12/04/2015,Sequoia Glen-Lot 15,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07067,RNEW Sequoia Glen Lot 15 Corliss Plan Colonial Elevation LH. Construction of a 2-story fire sprinklered single-family residence consisting of: 1/792 SF dwelling with 417 SF garage and 23 SF covered porch - 2/232 SF total.,218596.42,2232,TOLL BROS INC,
"12160 164TH CT NE
REDMOND, WA 98052",09/16/2015,11/19/2015,Hedgewood-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-07029,Hedgewood-Lot 3 - Plan H330 FG04 - Construction of a new two story/ fire-sprinklered single family home consisting of 3376 sq ft dwelling space/ 521 sq ft garage/ 63 sq ft covered porch/ 135 sq ft covered patio.  Total area of construction 4095 sq ft,408202.26,4095,QUADRANT CORPORATION THE,
"10172 134TH PL NE
KIRKLAND, WA 98033",09/10/2015,11/19/2015,Heathers Ridge-Lot 12,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06898,RNEW - Heathers Ridge - Lot 12 - 425-440-0425 - Early model / SFR/ 2 story fire-sprinklered.  1918 SF Dwelling/ 412 SF Garage/ 80 SF covered porch.  2410 SF Total.  Plan G181 - PlanID DHE4 - Elevation C.,235263.28,2410,QUADRANT HOMES,
"10152 134TH PL NE
KIRKLAND, WA 98033",09/08/2015,10/08/2015,Heathers Ridge-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2015-06828,RNEW - Plan DHE4 - Elevation A 2-Story fire-sprinklered 1/908 sq ft dwelling/ 73 sq ft covered porch/ and 412 sq ft garage.  Total = 2/393 sq ft.,233799.68,23930,QUADRANT HOMES,
