"rowid","permit_number","property_address","street_number","street_direction","street_name","street_type","unit_number","council_district","issued_date","issued_year","issued_month","finaled_date","finaled_year","finaled_month","permit_year","status","description","value","use","icc_value","type_of_work","contractor_name","contractor_address","cofo_date","parcel_number","total_sq_ft","applicant","number_of_dwellings","number_of_dwelling_units","residential_permit","latitude","longitude","location"
"BLD2017-01947","BLD2017-01947","9638 E THEIA DR","9638","E","THEIA","DR",,"6","2017-04-05T00:00:00.000","2017","Apr","2017-08-16T00:00:00.000","2017","Aug","2017","Issued","MASTER PLAN #145.2410 FOR A ONE STORY 2405 S.F. WITH A 3 CAR GARAGE WITH SOME 2 CAR GARAGE OPTIONS.INSULATION IN THE ATTIC TO BE 9"" THICK WITH INTUMESCENT COATING. SEE ADDENDUM MST2015-00158 and MST2015-00204. SEE ADDENDUM MST2016-00199 FOR REVISIONS TO MASTER. CHANGES TO SLIDING GLASS DOORS,OUTDOOR LIVING KITCHEN AND INTERIOR DOORS.ALSO TO CEILING HEIGHTS AND PLATES.",,"RES","324021.51","Res (SFR) -- Single Family (Detached)","MERITAGE HOMES CONSTRUCTION INC","17851 N 85TH ST, STE 300 SCOTTSDALE AZ 85255 ","2017-08-14T00:00:00.000","31215246",,"ADAM VENETIS","1","1","Y","33.318933","-111.625473","POINT (-111.625473 33.318933)"
"PMT17-07009","PMT17-07009","3453 S 96TH ST MESA","3453","S","96TH","ST",,"6","2018-03-01T00:00:00.000","2018","Mar",,,,"2017","Issued","SUPER EXPEDITE: Installing a HIGH Pile Racking System at a Water bottling warehouse.   High-Piled combustible storage is at Grid F between grids 16 and 19.","78000","COM",,"Other Commercial","IRONMAN INSTALLATION & MORE","10622 W MONTA VISTA RD",,"30404930",,"Scout Services LLC",,,"N","33.352843","-111.626365","POINT (-111.626365 33.352843)"
"BLD2016-05539","BLD2016-05539","926 S KACHINA ","926","S","KACHINA",,,"4","2016-08-24T00:00:00.000","2016","Aug","2016-09-13T00:00:00.000","2016","Sep","2016","Finaled","ELECTRICAL PERMIT TO REPLACE CURRENT WITH A 200AMP UPGRADE SERVICE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.",,"COM","0","Com (OTH) -- Electrical","ONE WAY ELECTRIC INC","2010 W PARKSIDE LN SUITE 150 PHOENIX AZ 85027 ",,"13906106",,"ONE WAY ELECTRIC INC",,,"N","33.398304","-111.789269","POINT (-111.789269 33.398304)"
"BLD2016-05568","BLD2016-05568","2130 E UNIVERSITY DR","2130","E","UNIVERSITY","DR",,"1","2016-08-25T00:00:00.000","2016","Aug","2016-11-28T00:00:00.000","2016","Nov","2016","Finaled","PBI PER CSP- NEW CORRIDOR FOR 4 EXISTING CLASSROOMS TO ADD ELECTRICAL PANEL AND ELEC TO NEW PARTITIONS - ACOUSTICAL DROP CEILINGS AT FOYER .","20000","COM","0","Com (OTH) -- Renovations/Remodels","BGK CONSTRUCTION INC","1739 N SILVERADO MESA AZ 85205 ",,"14009002Y",,"PETER KNUDSON",,,"N","33.423176","-111.784872","POINT (-111.784872 33.423176)"
"BLD2017-01948","BLD2017-01948","9921 E THEIA DR","9921","E","THEIA","DR",,"6","2017-04-05T00:00:00.000","2017","Apr","2017-08-07T00:00:00.000","2017","Aug","2017","Issued","MASTER PLAN #135.1780 FOR A SINGLE STORY 1802 S.F. WITH A 2 CAR GARAGE AND POST TENSION SLABS. UNVENTED FOAM INSULATION IN THE ATTIC NEEDS INTUMESCENT COATING. SEE ADDENDA BLD2016-00201 FOR REVISIONS TO MASTER.  CHANGES TO SLIDING GLASS DOORS,OUTDOOR LIVING KITCHEN AND INTERIOR DOORS.ALSO TO CEILING HEIGHTS AND PLATES.",,"RES","241535.97","Res (SFR) -- Single Family (Detached)","MERITAGE HOMES CONSTRUCTION INC","17851 N 85TH ST, STE 300 SCOTTSDALE AZ 85255 ","2017-08-03T00:00:00.000","31215008",,"ADAM VENETIS","1","1","Y","33.318595","-111.618894","POINT (-111.618894 33.318595)"
"BLD2017-01949","BLD2017-01949","5320 S GREGOR ","5320","S","GREGOR",,,"6","2017-04-05T00:00:00.000","2017","Apr","2017-08-15T00:00:00.000","2017","Aug","2017","Issued","MASTER PLAN #135.1780 FOR A SINGLE STORY 1802 S.F. WITH A 2 CAR GARAGE AND POST TENSION SLABS. UNVENTED FOAM INSULATION IN THE ATTIC NEEDS INTUMESCENT COATING. SEE ADDENDA BLD2016-00201 FOR REVISIONS TO MASTER.  CHANGES TO SLIDING GLASS DOORS,OUTDOOR LIVING KITCHEN AND INTERIOR DOORS.ALSO TO CEILING HEIGHTS AND PLATES.",,"RES","241194.39","Res (SFR) -- Single Family (Detached)","MERITAGE HOMES CONSTRUCTION INC","17851 N 85TH ST, STE 300 SCOTTSDALE AZ 85255 ","2017-08-13T00:00:00.000","31215070",,"ADAM VENETIS","1","1","Y","33.318866","-111.618678","POINT (-111.618678 33.318866)"
"PMT17-00190","PMT17-00190","1452 S ELLSWORTH RD 594 MESA","1452","S","ELLSWORTH","RD","594","6","2017-07-26T00:00:00.000","2017","Jul","2017-10-31T00:00:00.000","2017","Oct","2017","Finaled","ALL INCLUSIVE PERMIT FOR PARK MODEL SET, AWNING AND ARIZONA ROOM.  PARK MODEL SHALL NOT BE OCCUPIED UNTIL ALL STRUCTURES ARE COMPLETE AND FINAL INSPECTION IS PERFORMED.
INSTALLATION OF 12'  X 32'9"" 2016 CAVCO TUSCANY PARK MODEL (SERIAL #CFPUS3531G1211697) WITH A/C IN REAR. NO GAS OR LP TANKS. CONSTRUCT 442 SF ARIZONA ROOM UNDER NEW AWNING (ENGINEERING PROVIDED BY METALS BUILDING PRODUCTS) WITH ELECTRIC AND PLUMBING FOR BATHROOM, WASHER/DRYER ON RAISED DECK WITH TJI JOISTS. MIN (1) 9' X 18' UNOBSTRUCTED PAVED PARKING SPACE REQUIRED BEHIND FRONT SETBACK. 35' X 64'29"" LOT. MIN SETBACKS: 5' FRONT, 15' REAR BSL & PUE, 3' SIDES. APPROVED AS NOTED","25163.06","RES",,"New Park Model","CAL-AM CONSTRUCTION SERVICES","385 CLINTON ST",,"21873594",,,,,"N","33.389137","-111.634032","POINT (-111.634032 33.389137)"
"BLD2016-01958","BLD2016-01958","1446 W 6TH ST","1446","W","6TH","ST",,"3","2016-03-28T00:00:00.000","2016","Mar","2016-09-29T00:00:00.000","2016","Sep","2016","Finaled","UPGRADE ELECTRICAL PANEL TO 200 AMP SES","800","RES","0","Res (OTH) -- Electrical",,"   ",,"13562019",,"PAULINO GOMEZ",,,"N","33.426082","-111.862307","POINT (-111.862307 33.426082)"
"BLD2016-05591","BLD2016-05591","7449 E HAMPTON AVE","7449","E","HAMPTON","AVE",,"6","2016-09-28T00:00:00.000","2016","Sep",,,,"2016","Finaled","ADDENDA- MAIN PERMIT #BLD2016-01558. RELOCATE PARKING ISLAND AND CHANGE INVERT ELEVATIONS.",,"COM","0","Res (OTH) -- Renovations/Remodels","JOKAKE CONSTRUCTION SERVICES, INC","5013 E WASHINGTON ST SUITE 100 PHOENIX AZ 85034 ",,"21856935",,"BUTLER DESIGN GROUP",,,"N","33.390971","-111.671773","POINT (-111.671773 33.390971)"
"BLD2016-05624","BLD2016-05624","3117 E QUARTZ ST","3117","E","QUARTZ","ST",,"1","2016-09-07T00:00:00.000","2016","Sep","2017-03-13T00:00:00.000","2017","Mar","2016","Finaled","MASTER PLAN # 4004 LEHI CROSSING. SINGLE STORY RESIDENCE. WOOD FRAMED, TRUSSES, POST-TENSION SLAB, STUCCO, CONCRETE TILE, OPT. STONE VENEER. 2009 IECC COMPLIANCE CERT. PROVIDED.  SEE ADDENDA #MST2012-00108 FOR  MINOR CHANGES TO INTERIOR AND EXTERIOR.  STRUCTURAL CHANGES TO ROOF AREA AND CALCS DUE TO PLAN REDUCTION.",,"RES","287260.75","Res (SFR) -- Single Family (Detached)","WILLIAM LYON HOMES INC","8840 E CHAPARRAL RD STE200 SCOTTSDALE AZ 85250 ","2017-03-09T00:00:00.000","14119474",,"WILLIAM LYON HOMES INC","1","1","Y","33.476317","-111.763422","POINT (-111.763422 33.476317)"
"PMT17-02524","PMT17-02524","3405 N HIGLEY RD MESA","3405","N","HIGLEY","RD",,"5","2019-03-04T00:00:00.000","2019","Mar","2019-08-06T00:00:00.000","2019","Aug","2017","C of O Issued","Lot 98 - SUNSHINE ACRES - NEW 2,571 SF SINGLE STORY HOUSE WITH 3 CAR GARAGE AND ATTACHED RV GARAGE.","421185.17","RES","427140.48","Single Family (Detached)",,,"2019-08-06T00:00:00.000","14140001A",,"Jon Markwell","1","1","Y","33.477318","-111.718134","POINT (-111.718134 33.477318)"
"BLD2016-05671","BLD2016-05671","1860 S STAPLEY DR","1860","S","STAPLEY","DR",,"3","2016-10-18T00:00:00.000","2016","Oct",,,,"2016","Issued","INSTALL AUTOMATIC KITCHEN HOOD SUPRESSION SYSTEM",,"COM","0","Com (OTH) -- Fire Sprinklers","METRO FIRE EQUIPMENT INC","63 S HAMILTON PL GILBERT AZ 85233 ",,"13911001Q",,"JOSE CASTANON -METRO FIRE EQUIPMENT",,,"N","33.381381","-111.806972","POINT (-111.806972 33.381381)"
"BLD2016-05711","BLD2016-05711","1356 S SPUR ","1356","S","SPUR",,,"4","2016-08-31T00:00:00.000","2016","Aug","2016-09-02T00:00:00.000","2016","Sep","2016","Finaled","ELECTRICAL PERMIT TO REPLACE 200AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.","1500","RES","0","Res (OTH) -- Electrical","XCEED ENERGY SOLUTIONS","1872 E MEGAN ST GILBERT AZ 85295 ",,"13907094",,"XCEED ENERGY",,,"N","33.390042","-111.800956","POINT (-111.800956 33.390042)"
"BLD2016-05760","BLD2016-05760","318 S DOBSON RD","318","S","DOBSON","RD","101","3","2016-09-29T00:00:00.000","2016","Sep",,,,"2016","Issued","FIRE ALARM EXPANSION- NEW NACPS LOCATED AT EXISTING FACP AND H/S NOTIFICATION ADDED IN SUITE 101.","7087.5","COM","0","Com (OTH) -- Fire Alarms","SIGNAL ONE FIRE & COMMUNICATION LLC","6100 S MAPLE AVE #118 TEMPE AZ 85283 ",,"13437017C",,"SIGNAL ONE FIRE & COMMUNICATION LLC",,,"N","33.40894","-111.875593","POINT (-111.875593 33.40894)"
"PMT17-02554","PMT17-02554","8833 E DALLAS ST MESA","8833","E","DALLAS","ST",,"5","2017-08-11T00:00:00.000","2017","Aug",,,,"2017","Finaled","panel change out 200 amp to 200 amp at existing sfr, to be installed per 2005 NEC and SRP specificiations","0","RES",,"Electrical","MAXIMUM ELECTRIC","1951 W Mulberry Dr",,"21807266",,"bryant scatena",,,"N","33.427619","-111.640179","POINT (-111.640179 33.427619)"
"BLD2017-01951","BLD2017-01951","7603 E DARTMOUTH ST","7603","E","DARTMOUTH","ST",,"5","2017-04-18T00:00:00.000","2017","Apr",,,,"2017","Issued","CONSTRUCT A 380 SF SWIMMING POOL NO SPA/NO HEAT. ENGINEERING PROVIDED BY: AMMTEC CONSULTANTS PLLC - ALAN E MONEY #30895","25400","RES","0","Res (MSC) -- Swimming Pool",,"   ",,"21809143",,"DOLPHIN POOLS",,,"N","33.428273","-111.667201","POINT (-111.667201 33.428273)"
"PMT17-00193","PMT17-00193","2847 S COPPERWOOD MESA","2847","S","COPPERWOOD",,,"6","2017-08-21T00:00:00.000","2017","Aug","2018-04-02T00:00:00.000","2018","Apr","2017","C of O Issued","3213 S.F. CUSTOM 1-STORY SFR. 2196 S.F. LIVABLE 3-CAR GARAGE, 2 BEDROOM + DEN, PATIO, PORCH. FRAME CONSTRUCTION 2X6 @ 16"" O.C. R-19 BATT INSULATION IN WALLS, CONCRETE TILE ROOF ON PRE-ENGINEERED TRUSSES @ 24"" O.C. WITH R-38  BATT / CELLULOSE ATTIC INSULATION. 200 AMPS PANEL, 3/4"" WATER METER WATER DL= 70'-4"". ALL ELECTRICAL APPLIANCES.  HOME LOCATED WITHIN AIRPORT PROXIMITY NOISE ATTEUATION IS REQUIRED. AZ REGISTRANMT SHALL CERTIFY MAX. INDOOR NOISE LEVEL OF 45dB - SEE 3RD PARTY SPECIAL INSPECTIONS FORM.","314132.76","RES",,"Single Family (Detached)","FARNSWORTH HOMES","2351 S SIGNAL BUTTE","2018-04-02T00:00:00.000","31207910",,"Farnsworth Homes Inc","0","0","Y","33.360891","-111.584374","POINT (-111.584374 33.360891)"
"PMT17-02579","PMT17-02579","5345 E MCLELLAN RD 8 MESA","5345","E","MCLELLAN","RD","8","5","2017-10-03T00:00:00.000","2017","Oct","2019-06-12T00:00:00.000","2019","Jun","2017","C of C Issued","CONSTRUCT A 56 SF SPA WITH HEAT BY SEPERATE PERMIT. EXISTING SWIMMING POOL.","10000","RES",,"Spa",,,,"14145518",,"Neal Kavanagh",,,"N","33.442646","-111.714747","POINT (-111.714747 33.442646)"
"PMT17-07122","PMT17-07122","5001 E MAIN ST 820 MESA","5001","E","MAIN","ST","820","2","2018-03-05T00:00:00.000","2018","Mar","2018-03-06T00:00:00.000","2018","Mar","2017","Finaled","REBUILD EXISTING FRONT DECK WITH NEW TREX DECK OVER STEEL STUD FRAME WITH 36"" IRON RAILING. NO WORK BEING DONE ON PARK MODEL REF PERMIT #BLD2006-01095 OR ARIZONA ROOM REF PERMIT #BLD2006-02254. MIN SETBACKS ARE: FRONT 4', REAR 5', PARK MODEL SIDE 0', AWNING SIDE 3'. MIN (1) 9' X 18' PAVED UBOBSTRUCTED PARKING SPACE. APPROVED AS NOTED","0","RES",," ",,,,"14074532",,"s and s builders",,,"N","33.414375","-111.724678","POINT (-111.724743 33.413033)"
"BLD2016-04014","BLD2016-04014","4736 S ANITOLE WAY","4736","S","ANITOLE","WAY",,"6","2016-07-07T00:00:00.000","2016","Jul",,,,"2016","Issued","INSTALLATION OF 29' OF 2"" PE FROM GAS METER TO 400K BTU POOL HEATER, 87' OF 1-1/4"" PE GASLINE FROM MAIN LINE TO 35K BTU OUTDOOR FIREPIT, 17' OF 3/4"" PE GASLINE FROM MAIN LINE TO 50K BTU OUTDOOR BBQ, ALL TO BE INSTALLED A MIN OF 18"" WITH COPPER TRACER WIRE AND PER 2006 IFGC AND SW GAS REQUIREMENTS. SW GAS AREA METER MAY NEED TO BE UPGRADED.","1000","RES","0","Res (OTH) -- Plumbing","RP GAS PIPING","731 N 19TH AVE PHOENIX AZ 85009 ",,"30494082",,"RP GAS PIPING",,,"N","33.329097","-111.604133","POINT (-111.604133 33.329097)"
"BLD2016-05774","BLD2016-05774","729 N REGENT ","729","N","REGENT",,,"2","2016-09-22T00:00:00.000","2016","Sep","2016-11-04T00:00:00.000","2016","Nov","2016","Finaled","SWIMMING POOL: 368 SQ FT WITH 25 SQ FT WATERFALL 3' HIGH, NO SPA/NO HEAT. 
PLANS ENGINEERED SEALED BY ARIZONA REGISTERED PROFESSIONAL ENGINEER #30895 ALAN MONEY ON 01/13/2016.
""THESE PLANS CONFORM TO THE REQUIREMENTS OF THE MESA RESIDENTIAL CODE INCLUDING APPENDIX ""G"" WITH ALL CITY OF MESA AMENDMENTS"", SAFETY GLAZING SHALL BE REQUIRED WITHIN 5' OF WATERS EDGE FROM SWIMMING POOL OR SPA, PER 2006 IRC.
","19400","RES","0","Res (MSC) -- Swimming Pool","CALIFORNIA POOLS & SPAS","4320 W CHANDLER BLVD #1 MESA AZ 85226 ",,"14016030",,"CALIFORNIA POOLS & SPAS",,,"N","33.428995","-111.724703","POINT (-111.724703 33.428995)"
"BLD2017-01952","BLD2017-01952","10511 E MEDINA AVE","10511","E","MEDINA","AVE",,"6","2017-04-04T00:00:00.000","2017","Apr","2017-05-22T00:00:00.000","2017","May","2017","Finaled","SWIMMING POOL: 400 SQ FT, NO SPA/NO HEAT. PLANS ENGINEERED SEALED BY ARIZONA REGISTERED PROFESSIONAL ENGINEER #30895 ALAN MONEY ON 03/14/17.
""THESE PLANS CONFORM TO THE REQUIREMENTS OF THE MESA RESIDENTIAL CODE INCLUDING APPENDIX ""G"" WITH ALL CITY OF MESA AMENDMENTS"", SAFETY GLAZING SHALL BE REQUIRED WITHIN 5' OF WATERS EDGE FROM SWIMMING POOL OR SPA, PER 2006 IRC.
","26500","RES","0","Res (MSC) -- Swimming Pool",,"   ",,"31213011",,"DOLPHIN POOLS",,,"N","33.371976","-111.607822","POINT (-111.607822 33.371976)"
"BLD2004-02226","BLD2004-02226","1167 N 80TH ST","1167","N","80TH","ST",,"0","2004-03-17T00:00:00.000","2004","Mar","2005-01-26T00:00:00.000","2005","Jan","2004","Finaled","ELECTRIC PERMIT FOR TRAFFIC SIGNAL CONTROL BOX - CITY OF MESA - NO FEES",,"COM","0",,,,,"TRAFFIC SIGNAL",,,,,"N",,,
"BLD2016-02313","BLD2016-02313","1915 E BROADWAY RD","1915","E","BROADWAY","RD","59","4","2016-04-14T00:00:00.000","2016","Apr","2016-07-07T00:00:00.000","2016","Jul","2016","Finaled","FIRE DAMAGE - ENTIRE APARTMENT WITH ELECTRIC ","20100","COM","0","Com (OTH) -- Renovations/Remodels","ORANGE CONSTRUCTION LLC","1272 N TUCANA CT GILBERT AZ 85234 ",,"13901049H",,"ORANGE CONSTRUCTION LLC",,,"N","33.407627","-111.789547","POINT (-111.789575 33.407006)"
"BLD2016-04027","BLD2016-04027","7629 E REGINA ST","7629","E","REGINA","ST",,"5","2016-07-26T00:00:00.000","2016","Jul","2016-07-28T00:00:00.000","2016","Jul","2016","Finaled","INSTALLATION OF 80' OF 1-1/2"" PE GASLINE BURIED 18"" WITH COPPER TRACER WIRE TO 400K BTU POOL HEATER, TO BE INSTALLED PER 2006 IFGC AND CITY OF MESA GAS REQUIREMENTS. TOTAL BTU'S = 500K UPGRADE TO 400 CLASS GAS METER.","500","RES","0","Res (OTH) -- Plumbing","GAS PIPING INC","1950 E DEER VALLEY RD SUITE B PHOENIX AZ 85024 ",,"21920008",,"GAS PIPING INC",,,"N","33.478304","-111.667129",
"BLD2016-07103","BLD2016-07103","5429 S CHATSWORTH ","5429","S","CHATSWORTH",,,"6","2016-11-29T00:00:00.000","2016","Nov","2016-12-05T00:00:00.000","2016","Dec","2016","Finaled","INSTALL GAS LINE FROM STUBOUT TO BBQ. 12 FT OF 3/4"" P.E.. 50K BTU","500","RES","0","Res (OTH) -- Plumbing","MILLENNIUM GAS SERVICES LLC","6902 E PARKWAY NORTE MESA AZ 85212 ",,"30435127",,"MILLENNIUM GAS SERVICES LLC",,,"N","33.316562","-111.614228","POINT (-111.614235 33.316565)"
"PMT22-01967","PMT22-01967","8700 E UNIVERSITY DR 3317 MESA","8700","E","UNIVERSITY","DR","3317","5","2022-02-23T00:00:00.000","2022","Feb",,,,"2022","Issued","CITY OF MESA ZONING CLEARANCE PERMIT ONLY FOR INSTALLATION OF 24' X 44' 2022 IN-GROUND SET CAVCO MH (SERIAL # CAV130AZ2225224A/B) WITH A/C AT REAR. NO GAS OR LP TANKS. (1) 11' X 44' ATTACHED AWNING PER ICC #4244-C. NO OTHER ACCESSORY STRUCTURES AT THIS TIME. MIN 1-1/2"" (18' X 18', 9' X 31', 14' X 20', 11' X 24') UNOBSTRUCTED PAVED PARKING SPACE REQUIRED BEHIND FRONT SETBACK.  41' X 56' INTERIOR LOT. MIN SETBACKS: 7' FRONT MEASURED FROM EDGE OF ASPHALT, 5' REAR, 3' SIDES APPROVED AS NOTED.  SEPARATE PERMIT/APPROVAL IS REQUIRED FROM STATE OFFICE OF MANUFACTURED HOUSING FOR INSTALLATION AND SET UP.","0","RES",,"New Mobile Home","DVMHS INC","675 e linda ave",,"21807098F",,"Robert A Spafford",,,"N","33.42656","-111.64421","POINT (-111.643484 33.422602)"
"BLD2016-02330","BLD2016-02330","2023 W GUADALUPE RD","2023","W","GUADALUPE","RD","14","3","2016-04-26T00:00:00.000","2016","Apr",,,,"2016","Finaled","DEFFERED SUBMITTAL (BLD2016-01122) - INSTALLATION OF A FIRE SUPPRESSION SYSTEM IN TYPE I HOOD","0","COM","0","Com (OTH) -- Deferred Other","FIRE SYSTEM SPECIALISTS","PO BOX 64174 PHOENIX AZ 85082 ",,"30286513A",,"FIRE SYSTEM SPECIALISTS",,,"N","33.362555","-111.877135","POINT (-111.877135 33.362555)"
"BLD2017-00782","BLD2017-00782","1131 S STAPLEY DR","1131","S","STAPLEY","DR",,"4","2017-03-03T00:00:00.000","2017","Mar",,,,"2017","Finaled","DEFERRED HOOD SYSTEM. REF BLD2016-05515",,"COM","0","Com (OTH) -- Deferred Other","METRO FIRE EQUIPMENT INC","63 S HAMILTON PL GILBERT AZ 85233 ",,"13905004K",,"JOSE CASTANON -METRO FIRE EQUIPMENT",,,"N","33.394198","-111.805055","POINT (-111.805055 33.394198)"
"PMT17-07235","PMT17-07235","10729 E SEBRING AVE MESA","10729","E","SEBRING","AVE",,"6","2017-12-21T00:00:00.000","2017","Dec","2018-07-03T00:00:00.000","2018","Jul","2017","C of O Issued","CALATLANTIC HOMES MASTER PLAN #4927 EASTMARK DU 7N PARCEL 9. FRAME BUILT SINGLE STORY SINGLE FAMILY RESIDENCE WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. 4 BEDROOM. 3 CAR TANDEM GARAGE. MST2017-00020 ADDED POST TENSION SLAB TO COVERED PATIO AND PORCH.","390908.47","RES",,"Moving/Relocating","HSP ARIZONA INC","6710 N SCOTTSDALE RD","2018-07-03T00:00:00.000","30494357",,"PAM WILSON",,,"N","33.333188","-111.602462","POINT (-111.602462 33.333188)"
"BLD2014-01481","BLD2014-01481","1337 S ALMA SCHOOL RD","1337","S","ALMA SCHOOL","RD",,"3","2016-09-19T00:00:00.000","2016","Sep",,,,"2014","Issued","EXTERIOR REMODEL OF COMMERCIAL CENTER.   THIS REMODEL CONSISTS OF PHASE ONE REMODEL OF ADDRESS 1337 S ALMA SCHOOL ROAD.  WORK INCLUDES THE CREATION OF INDIVIDUAL UNIQUE ENTRANCES, CANOPIES AND ENTRY DESIGNS UTILIZING UPSCALE MATERIALS TO CREATE A DRAMATIC ENTRY. MINOR REDESIGN OF EXISTING DRIVE AND NEW LANDSCAPE MATERIALS.  COVERTING EXISTING RETAIL SHOPPIN CENTER INTO PROFESSIONAL OFFICES.  FIRE SPRINKLERS DEFERRED. SPECIAL INSPECTIONS ARE REQUIRED.","60000","COM","0","Com (OTH) -- Renovations/Remodels","JERI CO CONSTRUCTION MANAGEMENT INC","2920 E CAMELBACK RD STE 200 PHOENIX AZ 85016 ",,"13423028B",,"PAUL ALMOND ARCHITECT",,,"N","33.389765","-111.854044","POINT (-111.854044 33.389765)"
"BLD2016-02057","BLD2016-02057","1960 W BASELINE RD","1960","W","BASELINE","RD","104","3","2016-03-31T00:00:00.000","2016","Mar",,,,"2016","Issued","PLUMBING PERMIT TO REPAIR GASLINE TO EXISTING BUILDING, AND FD CONNECTION TO BE INSTALLED PER 2006 IPC AND CITY OF MESA GAS REQUIREMENTS. GAS PRESSURE TEST REQUIRED. NO PLANS REQUIRED.
","1500","COM","0","Com (OTH) -- Plumbing","EAGLE PLUMBING SERVICE","613 S MARINA GILBERT AZ 85232 ",,"30502428T",,"EAGLE PLUMBING SERVICE",,,"N","33.378779","-111.876886","POINT (-111.876886 33.378779)"
"BLD2016-04068","BLD2016-04068","2210 W SOUTHERN AVE","2210","W","SOUTHERN","AVE",,"3","2016-06-23T00:00:00.000","2016","Jun","2016-07-11T00:00:00.000","2016","Jul","2016","Finaled","DEMO PERMIT - DEMOLITION OF BUILDING & SITE CLEAN UP.  CONTRACTOR IS RESPONSIBLE FOR THE CAP OFF OF ALL UTILITIES AND REMOVAL OF ALL DEBRIS.  NO PLANS REQUIRED. MARICOPA COUNTY DUST CONTROL PERMIT RECEIVED. REF BLD2016-02212",,"COM","0","Com (MSC) -- Demolition","RESTORE 1 INC","7033 E GREENWAY PKWY STE 110 SCOTTSDALE AZ 85254 ",,"13442396",,"ROBERT KUBICEK ARCHITECT",,,"N","33.39326","-111.878689","POINT (-111.878689 33.39326)"
"BLD2016-05902","BLD2016-05902","1457 W SOUTHERN AVE","1457","W","SOUTHERN","AVE","13","3","2016-09-08T00:00:00.000","2016","Sep","2017-01-23T00:00:00.000","2017","Jan","2016","Finaled","INTERIOR DEMO OF PARTITION WALL AND CEILING GRID. REF BLD2016-05435","2000","COM","0","Com (OTH) -- Renovations/Remodels","JMW CONSTRUCTION CO., INC.","P.O. BOX 50069 PHOENIX AZ 85076 ",,"13426810",,"JMW CONSTRUCTION CO., INC.",,,"N","33.392185","-111.862295","POINT (-111.862295 33.392185)"
"BLD2017-01955","BLD2017-01955","11323 E FAIRBROOK ST","11323","E","FAIRBROOK","ST",,"5","2017-04-10T00:00:00.000","2017","Apr","2017-05-05T00:00:00.000","2017","May","2017","Finaled","SWIMMING POOL: 595 SQ FT, NO SPA/NO HEAT. PLANS ENGINEERED SEALED BY ARIZONA REGISTERED PROFESSIONAL ENGINEER #58912 JESSE LIGHT ON 3/18/15.
""THESE PLANS CONFORM TO THE REQUIREMENTS OF THE MESA RESIDENTIAL CODE INCLUDING APPENDIX ""G"" WITH ALL CITY OF MESA AMENDMENTS"", SAFETY GLAZING SHALL BE REQUIRED WITHIN 5' OF WATERS EDGE FROM SWIMMING POOL OR SPA, PER 2006 IRC.

","18000","RES","0","Res (MSC) -- Swimming Pool",,"   ",,"22008063",,"KC NELSON",,,"N","33.435379","-111.586899","POINT (-111.586902 33.435385)"
"PMT17-07356","PMT17-07356","220 S 63RD ST MESA","220","S","63RD","ST",,"2","2017-12-18T00:00:00.000","2017","Dec",,,,"2017","Issued","REPAIR GAS LINE - PLUMBING PERMIT TO REPAIR GASLINE TO EXISTING BUSINESS, TO BE INSTALLED PER 2006 IPC AND CITY OF MESA GAS REQUIREMENTS. GAS PRESSURE TEST REQUIRED. NO PLANS REQUIRED.","0","COM",,"Other Commercial","TEMPE MECHANICAL","3385 N NEVADA ST",,"14157086B",,,,,"N","33.41124","-111.694591","POINT (-111.694591 33.41124)"
"BLD2016-07162","BLD2016-07162","11455 E PERSIMMON AVE","11455","E","PERSIMMON","AVE",,"6","2016-11-28T00:00:00.000","2016","Nov",,,,"2016","Issued","P.E. GAS LINE TO 400,000 BTU POOL HEATER, TO BE RUN 130' OF 1 1/2"" ALL 18"" UNDERGROUND, WITH 18 GAUGE TRACER WIRE & APPROVED TRANSITION RISER. SOUTHWEST GAS SERVICE.","1000","RES","0","Res (OTH) -- Plumbing","RP GAS PIPING","731 N 19TH AVE PHOENIX AZ 85009 ",,"30401809",,"RP GAS PIPING",,,"N","33.352305","-111.586436","POINT (-111.586436 33.352305)"
"BLD2017-03754","BLD2017-03754","4060 E GRANDVIEW ST","4060","E","GRANDVIEW","ST",,"5","2017-05-22T00:00:00.000","2017","May","2017-06-06T00:00:00.000","2017","Jun","2017","Finaled","ELECTRICAL PERMIT TO UPGRADE PANEL FROM 200 AMP TO 400 AMP PANEL. NEW PANEL SHALL BE INSTALLED PER CODE AND SRP STANDARDS.","1500","RES","0","Res (OTH) -- Electrical","SUNDROP SOLAR","415 S 48TH ST  TEMPE AZ 85281 ",,"14132034",,"SUNDROP SOLAR",,,"N","33.440204","-111.742854","POINT (-111.742854 33.440204)"
