"inventory_id","department","name","description","data_classfication","creation_date","publication_status","dataset_id","dataset_link","domain","category","contact_email","source_system","data_change","data_classification_comment"
"176","Parks, Recreation and Community Facilities","Tree Inventory","Inventory of trees in city parks, basins, facilities","Not Documented",,"Not Documented",,,,"Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov","Arbor Access","Not Documented",
"177","Parks, Recreation and Community Facilities","Property Irrigation","Basin, Park, Sports Fields, Properities watered","Not Documented",,"Not Documented",,,,"Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov","Spreadsheets","Not Documented",
"178","Parks, Recreation and Community Facilities","PRCF Misc Information","Misc information collected about safety inspections, park ranger visits, warnings, voluneers, etc.","Not Documented",,"Not Documented",,,,"Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov","Spreadsheets","Not Documented",
"101","Municipal Court","Municipal Court - Time to Disposition","This dataset describes the time to dispose of or otherwise resolve court cases assigned to City of Mesa Municipal Court. Visit https://www.azcourts.gov/Portals/27/CourtServices/CaseProcessingStandardsProject/AZCaseProcessingTimeStandardsSummaryChart03222018.pdf for Arizona Case Processing Time Standards Summary Chart. Note that Mesa Municipal Court does not handle all case types listed.","Public","2019-04-11T13:20:00.000","published","45c7-6hue","https://citydata.mesaaz.gov/d/45c7-6hue","citydata.mesaaz.gov","Municipal Court",,,"Monthly",
"102","Municipal Court","Municipal Court - Website Analytics","Web statistics for https://ecourt.mesaaz.gov/","Public","2019-03-26T16:49:00.000","published","4z6v-w5y3","https://citydata.mesaaz.gov/d/4z6v-w5y3","citydata.mesaaz.gov","Municipal Court",,,"Daily",
"103","Municipal Court","Municipal Court - Individuals Served","Information about the waiting times for individuals served in person at the Municipal Court. Data sourced from QMATIC System, Waiting Time Queue.","Public","2019-04-15T15:12:00.000","published","hqds-ku9m","https://citydata.mesaaz.gov/d/hqds-ku9m","citydata.mesaaz.gov","Municipal Court",,,"Monthly",
"104","Municipal Court","Municipal Court - Service Call Management","This dataset provides information regarding the number of telephone calls that are handled by the Court’s IVR (Interactive Voice Response) system and the Court’s Resources (Agents). Includes automatic Call Distribution Inbound Services (queue) Call Detail Data. Information includes call totals, duration and service level statistics. Information in this dataset is used for calculation of Court performance measures. See Municipal Court - Telephone IVR Activity at https://citydata.mesaaz.gov/dataset/Municipal-Court-Telephone-IVR-Activity/rhh7-97hu for additional information.","Public","2019-04-02T12:59:00.000","published","werh-pdx7","https://citydata.mesaaz.gov/d/werh-pdx7","citydata.mesaaz.gov","Municipal Court",,,"Daily",
"105","Municipal Court","Municipal Court - Time to Disposition","This dataset describes the time to dispose of or otherwise resolve court cases assigned to City of Mesa Municipal Court. Visit https://www.azcourts.gov/Portals/27/CourtServices/CaseProcessingStandardsProject/AZCaseProcessingTimeStandardsSummaryChart03222018.pdf for Arizona Case Processing Time Standards Summary Chart. Note that Mesa Municipal Court does not handle all case types listed.","Public","2019-07-18T09:32:00.000","published","3mcz-cfyz","https://data.mesaaz.gov/d/3mcz-cfyz","data.mesaaz.gov","Public Safety","xMunicipalCourtData@MesaAZ.gov",,"Monthly",
"106","Office of Management and Budget","Citywide Datasets Created and Published","Information about the number of citywide datasets published to the public used for Office of Management and Budget performance measure. More detailed information about all published assets including datasets, charts, maps, etc. is available at: https://data.mesaaz.gov/dataset/All-Published-Assets/b8xs-kyt6","Public","2019-06-20T09:23:00.000","published","etyq-gs9t","https://citydata.mesaaz.gov/d/etyq-gs9t","citydata.mesaaz.gov","Office of Management and Budget",,,"Daily",
"107","Office of Management and Budget","Open Budget Expenses","Listing of the adopted budget, amended budget, and City expenditures tied to budgetary accounts. This includes the accounting string that describes which fund, organizational department and the activity rollup of the department for the corresponding adopted budget, amended budget, and actual expenditures.

The data contained on this website is for informational purposes only and represents adopted budget, amended budget, expenditures, and year end estimates of the City of Mesa. The data does not include internal transfers or accounting adjustments. The data as represented is unaudited and may contain omissions. For audited financial statements please reference the Comprehensive Annual Financial Report (CAFR). Certain Activity assignments may change mid-year. This year-to-date information is updated monthly and represents the most current activity assignment regardless of the assignment at the time of the transaction.","Public","2018-02-08T14:46:00.000","published","29q3-4ewh","https://data.mesaaz.gov/d/29q3-4ewh","data.mesaaz.gov","Financials","xOfficeOfManagementAndBudgetData@MesaAZ.gov",,"monthly",
"108","Office of Management and Budget","Open Budget Revenues","Listing of the adopted revenue budget, actual collected revenue tied to budgetary accounts, and year end estimates. This includes the accounting string that describes which fund, organizational department and the activity rollup of the department for the corresponding adopted budget, amended budget, and actual expenditures.

The data contained on this website is for informational purposes only and represents adopted budget, revenues, and year end estimates of the City of Mesa. The data does not include internal transfers or accounting adjustments. The data as represented is unaudited and may contain omissions. For audited financial statements please reference the Comprehensive Annual Financial Report (CAFR). Certain Activity assignments may change mid-year. This year-to-date information is updated monthly and represents the most current activity assignment regardless of the assignment at the time of the transaction.","Public","2018-02-08T14:43:00.000","published","69ew-t3nx","https://data.mesaaz.gov/d/69ew-t3nx","data.mesaaz.gov","Financials","xOfficeOfManagementAndBudgetData@MesaAZ.gov",,"monthly",
"109","Office of Management and Budget","Mesa Capital Project Phases - Sheet1","Used by Capital Budget Summary in Open Budget module","Public","2018-02-20T10:47:00.000","published","8c9y-uvxb","https://data.mesaaz.gov/d/8c9y-uvxb","data.mesaaz.gov","Financials","xOfficeOfManagementAndBudgetData@MesaAZ.gov",,"monthly",
"110","Office of Management and Budget","CIP Budget","Listing of all financially active City project budgets and expenses from FIN’s budget structure 37 data. This data includes transactions paid by check as well as payroll transactions and transactions paid by wire or electronic draft, and the total project budget associated with projects.  The dataset will be pulled once a month for Socrata, and the dataset will represent a point in time as the budget structure will be a live data set.

The data contained on this website is for informational purposes only and represents budget and expenditure transactions of the City of Mesa. The data includes check payments as well as payroll transactions and transactions paid by wire or electronic draft. The data as represented is unaudited and may contain omissions. For audited financial statements please reference the Comprehensive Annual Financial Report (CAFR). Payments that are voided in a subsequent Fiscal Year may appear as a negative amount.  Certain Activity assignments may change mid-year. This year-to-date information is updated monthly and represents the most current activity assignment regardless of the assignment at the time of the transaction.","Public","2018-02-14T14:21:00.000","published","9bk7-3e9s","https://data.mesaaz.gov/d/9bk7-3e9s","data.mesaaz.gov","Financials","xOfficeOfManagementAndBudgetData@MesaAZ.gov",,"monthly",
"111","Office of Management and Budget","Homeowners Comparison","One key analytical tool used by the City Council and City staff is a comparison of the average costs incurred by homeowners in several cities throughout the Valley. The average charges for the current fiscal year for various cities are compared with the average costs for the current fiscal year in the City of
Mesa. While some neighboring municipalities have a different resource mix than Mesa, bringing them all together allows for comparison to ensure that Mesa remains an affordable place to live, work and play. Sources include applicable Tax Year Limited Property Value, Maricopa County Assessor's Office, and Maricopa County Tax Levy and Rates page. 
The Average Homeowner’s Annual Cost Comparison Notes:
• The City of Mesa and the Town of Gilbert are the only municipalities that do not have a primary
property tax. All other revenue sources exist in all municipalities.
• Estimated city sales taxes paid is based on average household expenditures from the Bureau of Labor
and Statistics Consumer Expenditure Survey applied to each city’s sales tax rate. Some cities have
different rates for different taxable items. Mesa does not collect sales tax on the sale of food for
consumption at home.
• Comparisons are determined using a standard service level for all cities.
• Standard solid waste charges are for twice per week garbage (and recyclables where applicable)
collection using 90 gallon barrels. Solid Waste residential charges include a Green and Clean fee for
Mesa.
• Other city’s environmental fees are included as applicable.
• Charges are based on FY 16/17 annual average usage of 8,900 water gallons per month, ranging from
6,000 in winter to 12,000 in summer.
• Wastewater charges are based on the average consumption of water during the winter months.
SEE ATTACHMENT FOR ADDITIONAL INFORMATION","Public","2018-05-03T16:26:00.000","published","annh-6khi","https://data.mesaaz.gov/d/annh-6khi","data.mesaaz.gov","City Operations","xOfficeOfManagementAndBudgetData@MesaAZ.gov",,"annually",
"112","Office of Management and Budget","City Revenues","Listing of all City revenues per department. This data includes transactions received by check and cash. Includes record date, customer, amount and the accounting string that describes which fund and organizational department benefited from the transaction.  The data contained on this website is for informational purposes only and represents revenue transactions of the City of Mesa. The data includes transactions received by check and cash. The data as represented is unaudited and may contain omissions. For audited financial statements please reference the Comprehensive Annual Financial Report (CAFR). Certain Mesa customer names have been redacted for confidentiality and safety issues; therefore not all customer names are represented. Certain Activity assignments may change mid-year. This year-to-date information is updated monthly and represents the most current activity assignment regardless of the assignment at the time of the transaction.","Public","2018-01-23T06:59:00.000","published","ntuh-v7ru","https://data.mesaaz.gov/d/ntuh-v7ru","data.mesaaz.gov","Financials","xOfficeOfManagementAndBudgetData@MesaAZ.gov",,"monthly",
"113","Office of Management and Budget","CIP Project Details","CIP Project Details used by Capital Budget Summary within Open Budget module.","Public","2018-02-14T17:35:00.000","published","q6d9-b6h2","https://data.mesaaz.gov/d/q6d9-b6h2","data.mesaaz.gov","Financials","xOfficeOfManagementAndBudgetData@MesaAZ.gov",,"monthly",
"142","US Census","Census Variables (1-Year Estimates)","Selected American Community Survey variables from Mesa and other nearby municipalities. This dataset uses 1-year estimates. For data news and release schedule see https://www.census.gov/programs-surveys/acs/news/data-releases.html?#","Public","2019-06-11T15:21:00.000","published","5e2a-74de","https://data.mesaaz.gov/d/5e2a-74de","data.mesaaz.gov","External Data","OpenData.Info@mesaaz.gov",,"Annual",
"114","Office of Management and Budget","City Expenditures","Listing of all City expenses per department. This data includes transactions paid by check as well as payroll transactions and transactions paid by wire or electronic draft. Includes record date, payee, amount and the accounting string that describes which fund, organizational department and the activity roll up of the department that benefited from the transaction.  The data contained on this website is for informational purposes only and represents expenditure transactions of the City of Mesa. The data includes check payments as well as payroll transactions and transactions paid by wire or electronic draft. The data as represented is unaudited and may contain omissions. For audited financial statements please reference the Comprehensive Annual Financial Report (CAFR). Certain Mesa vendor and customer names have been redacted for confidentiality and safety issues; therefore, not all vendor or customer names are represented. Payments that are voided in a subsequent Fiscal Year may appear as a negative amount. Certain Activity assignments may change mid-year. This year-to-date information is updated monthly and represents the most current activity assignment regardless of the assignment at the time of the transaction.","Public","2018-02-12T10:21:00.000","published","vdg8-dx96","https://data.mesaaz.gov/d/vdg8-dx96","data.mesaaz.gov","Financials","xOfficeOfManagementAndBudgetData@MesaAZ.gov",,"monthly",
"115","Parks, Recreation and Community Facilities","Dobson Ranch Golf Rounds","Amount of Golf Rounds played at Dobson Ranch Golf Course","Public","2018-05-22T12:25:00.000","published","24g5-hb8k","https://data.mesaaz.gov/d/24g5-hb8k","data.mesaaz.gov","Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov",,"monthly",
"116","Parks, Recreation and Community Facilities","Parks Locations And Amenities","Information about location and amenities available at developed city parks, park open spaces (basins) maintained by the City of Mesa. Pools, Recreation Centers and other public gathering facilities owned and/or maintained by the City of Mesa's Parks Department such as convention center, amphitheater and cemetery are also listed. Additional information available at https://www.mesaparks.com/parks-facilities/parks/park-rules-regulations. A GIS ParkFinder application is also available at http://gis.mesaaz.gov/ParkFinder/. 

For more information about park open spaces and basins (non-developed city parks) please visit: https://www.mesaparks.com/parks-facilities/parks/park-open-spaces-and-basins","Public","2018-08-08T15:20:00.000","published","djym-pkpp","https://data.mesaaz.gov/d/djym-pkpp","data.mesaaz.gov","Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov",,"as needed",
"117","Parks, Recreation and Community Facilities","PRCF Permitted Uses of Managed Facilities","The number of Permitted uses of PRCF Managed Facilities; Facility Rentals, includes ramadas, open space, recreation centers, youth and adult sports and aquatics.","Public","2018-05-22T13:13:00.000","published","e223-3qbw","https://data.mesaaz.gov/d/e223-3qbw","data.mesaaz.gov","Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov",,"monthly",
"118","Parks, Recreation and Community Facilities","Recreation and Aquatics Participation","Participation numbers for our Recreation & Aquatics; including Recreation Centers: Red Mountain Center, Webster, Jefferson, and Eagles. It includes programming and all aquatic participation numbers by season. Seasons are defined as: Spring = Jan - Apr, Summer = May - Aug and Fall = Sep - Dec.","Public","2018-05-22T11:03:00.000","published","jk93-3pky","https://data.mesaaz.gov/d/jk93-3pky","data.mesaaz.gov","Recreation & Culture","xParksRecreationAndCommunityFacilitiesData@MesaAZ.gov",,"Season (Spring, Summer, Fall)",
"119","Police","Traffic Accidents","Traffic accidents reported to Mesa Police Department","Public","2018-01-25T07:18:00.000","published","24df-s3cy","https://data.mesaaz.gov/d/24df-s3cy","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"daily",
"120","Police","Crime Reporting Statistics","The Uniform Crime Reporting Program collects statistics on the number of offenses known to City of Mesa Police Department. Address and Location data are not exact location of incidents and have been rounded to nearest hundred block. Lat/Long are approximations only based on rounded hundred block. 

Part 1 offenses are reported monthly and are chosen by the Federal Bureau of Investigation (FBI) because they are serious crimes, they occur with regularity in all areas of the country, and they are likely to be reported to police. Part I offenses are defined as: Criminal homicide, Forcible Rape, Robbery, Aggravated Assault, Burglary (breaking or entering), Larceny-theft (except motor vehicle theft), Motor vehicle theft and Arson.","Public","2018-01-25T17:26:00.000","published","37q9-d27y","https://data.mesaaz.gov/d/37q9-d27y","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"monthly",
"121","Police","Police Incidents","Incidents based on initial police reports taken by officers when responding to calls for service. Data is modified for public use. Address and Location are not exact locations of incidents and have been rounded to nearest hundred block. Lat/Long are approximations only based on rounded hundred block. Incidents reported in this dataset may not correlate with 911 Events datasets and calls for Police service. 

The City of Mesa does not disclose information that is inflammatory in nature that impacts our citizens. Crimes reported in this data set have not been adjudicated in a court of law for final determination. 

Although sensitive crimes are included, the approximate address are NOT included. Therefore aggregate totals of crimes are accurate, without providing sensitive information. Addresses are not included for: sexual abuse, sexual assault, suicide, incest, molestation of a child or homicide. 

Similar information is also provided through the CrimeReports website, a 3rd party service that visually reviews crime data for Mesa and outlining areas. 

Some of the data fields provided are used to report to the Federal Bureau of Investigation. For a listing of data fields and description please see their UCR Program Data Collections page. Alternatively, please see the Bureau of Justice Statistics NIBRS website for a listing of data fields.","Public","2018-01-25T12:37:00.000","published","39rt-2rfj","https://data.mesaaz.gov/d/39rt-2rfj","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"Daily",
"122","Police","Misdemeanor Jail Inmate Housing","Misdemeanor jail inmate housing (incidents by location, month, fiscal year) beginning from fiscal year 2011/2012, and includes information relating to those individuals housed at CoreCivic beginning July 2017. No individually identifiable information is included in this data extract.

This data will be posted one month behind when the period closes due to the data collection process.","Public","2018-01-23T11:06:00.000","published","47rn-g9qv","https://data.mesaaz.gov/d/47rn-g9qv","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"monthly",
"123","Police","Police Computer Aided Dispatch Events","All call data dispatched to Mesa Police or observed by on site officers. Calls are modified for public use, obfuscating the address number through rounding it to the 100 block. Note that these are calls for service and may not necessarily correspond to the data located in the Police Incidents dataset. Crimes reported in this data set have not been adjudicated in a court of law for final determination.

Sensitive crimes are listed but the address of their occurrence will NOT be included. In this way aggregate totals of crimes will be accurate, without providing sensitive information. Addresses where the following crime types occur will NOT be captured: Sexual abuse, Sexual assault, Suicide, Incest, Molestation of a child and Homicide.

Emergency (E) Calls: Life threatening or confrontations which may threaten life or safety of a person. 

Priority One Call: In progress crime that could result in a threat to injure or possible major property loss or immediate apprehension of a suspect. Accidents with injury or other traffic incidents that create a traffic hazard.

Priority Two Calls: Minor in-progress/just occurred calls, where there is no threat of injury or major property loss.

Priority Three Calls: Nuisance calls, civil standbys, delayed reports where reporting party (RP) is at public location. 

Priority Four Calls: Calls where a delay will not result in a crime occurring or the loss of an apprehension or an injured person not receiving aid. 

Priority Five Calls: Calls with no time requirement for dispatch. Calls where a delay will not result in a crime occurring or the loss of an apprehension or an injured person not receiving aid where the priority is approved by a supervisor.

Priority Six Calls: On-view calls. An officer on view or officer initiated case.","Public","2018-01-25T09:12:00.000","published","4k95-x7aw","https://data.mesaaz.gov/d/4k95-x7aw","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"daily",
"124","Police","Part I Crime Summary Per 1,000 Residents","The Uniform Crime Reporting (UCR) Program collects statistics on the number of offenses known to City of Mesa Police Department.  In Part I, the UCR indexes reported incidents of crimes that are broken into two categories: violent and property crimes. Aggravated assault, forcible rape, murder, and robbery are classified as violent, while arson, burglary, larceny-theft, and motor vehicle theft are classified as property crimes. City of Mesa population 2011-2016 based on U.S. Census estimates; 2017-2025 based on Maricopa County Association of Governments (MAG) estimates","Public","2018-03-30T09:06:00.000","published","an3s-ueje","https://data.mesaaz.gov/d/an3s-ueje","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"monthly",
"125","Police","Police Employee Staffing Sworn and Civilian","Historical staffing counts of employees in police department by calendar year. Typically Full Time Equivalent (FTE) count is approved annually by City Council as part of the city's budget process.","Public","2018-03-29T10:40:00.000","published","bdtv-tbrq","https://data.mesaaz.gov/d/bdtv-tbrq","data.mesaaz.gov","City Operations","xPoliceData@MesaAZ.gov",,"annually",
"126","Police","Police Community Outreach Events","This dataset lists the community events in which MPD personnel were asked to attend to discuss issues of concern to the citizens of Mesa. This dataset will be updated monthly.","Public","2018-04-26T15:24:00.000","published","keis-sum4","https://data.mesaaz.gov/d/keis-sum4","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"monthly",
"127","Police","Police Patrol Shift Bid Positions","Officer positions assigned to street patrol. Generally position count is as of August for the given year.","Public","2018-03-28T17:16:00.000","published","mdcd-rjsu","https://data.mesaaz.gov/d/mdcd-rjsu","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"annually",
"128","Police","Police Case Clearance Rates","Case clearance rates as reported monthly to the FBI’s Uniform Crime Reporting (UCR) program. A case is considered “cleared” when it is cleared by arrest or exceptional means. Cases credited as “cleared” in a given month or year may have been opened in a previous month or year. For this reason, the clearance rate for a given period may be above 100%. For information and definitions about calculating clearance rates visit https://ucr.fbi.gov/crime-in-the-u.s/2016/crime-in-the-u.s.-2016/topic-pages/clearances","Public","2018-04-24T10:31:00.000","published","qfvx-zvas","https://data.mesaaz.gov/d/qfvx-zvas","data.mesaaz.gov","Public Safety","xPoliceData@MesaAZ.gov",,"monthly",
"129","Public Information and Communications","Monthly Pageview Statistics","Web analytics for www.mesaaz.gov","Public","2018-02-21T16:03:00.000","published","37kq-yjt4","https://data.mesaaz.gov/d/37kq-yjt4","data.mesaaz.gov","City Operations","xPublicInformationAndCommunicationsData@MesaAZ.gov",,"monthly",
"130","Public Information and Communications","Ticket Sales Ice Rink at City Plaza","Types of tickets sold at City of Mesa’s plaza ice rink, part of the seasonal Merry Main Street events. Typical hours of operation are M-F 5-10pm, Sa-Su 12-10pm. Hours of operation may vary depending on weather and attendance patterns (i.e. early close, ice conditions, maintenance issues, etc.).","Public","2018-12-11T12:17:00.000","published","bca4-y9b7","https://data.mesaaz.gov/d/bca4-y9b7","data.mesaaz.gov","Recreation & Culture","xPublicInformationAndCommunicationsData@mesaaz.gov",,"Daily, during event","Non public fields are redacted"
"131","Public Information and Communications","Paying Skaters - Ice Rink at City Plaza","Aggregated daily counts of number of paid skaters at City of Mesa’s plaza ice rink, part of the seasonal Merry Main Street events during 2015 - 2017.  This dataset has been superseded by the Ticket Sales Ice Rink at City Plaza dataset that includes detailed information about each transaction beginning in 2017. https://data.mesaaz.gov/Recreation-Culture/Ticket-Sales-Ice-Rink-at-City-Plaza/bca4-y9b7 

Typical hours of operation are M-F 5-10pm, Sa-Su 12-10pm. Hours of operation may vary depending on weather and attendance patterns (i.e. early close, ice conditions, maintenance issues, etc.).","Public","2018-12-06T13:47:00.000","published","gd7v-yqei","https://data.mesaaz.gov/d/gd7v-yqei","data.mesaaz.gov","Recreation & Culture","xPublicInformationAndCommunicationsData@mesaaz.gov",,"Daily, during event",
"132","State of Arizona and/or Maricopa Association of Governments","City of Mesa Population","2011-2018 based on estimates provided by AZ Office of Economic Development found at https://population.az.gov/population-estimates. 
2019-2025 based on Maricopa County Association of Governments (MAG) estimates found at http://www.azmag.gov/Programs/Maps-and-Data/Population-Housing/Population-Projections. Visit: https://geo.azmag.gov/maps/azdemographics/ and 
https://population.az.gov/population-estimates for information. Other population estimates can be found at https://factfinder.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=ACS_16_5YR_DP05&prodType=table","Public","2018-04-02T09:11:00.000","published","89tz-2g4j","https://data.mesaaz.gov/d/89tz-2g4j","data.mesaaz.gov","Neighborhoods","Opendata.Info@mesaaz.gov",,"annually",
"143","US Census","Census Variables (5-Year Estimates)","Selected American Community Survey (https://www.census.gov/programs-surveys/acs) variables from Mesa and other nearby municipalities. This dataset uses 5-year estimates, is the most reliable estimates available, inlcudes the largest sample size and provides data for all areas including census tracts. This dataset is released annually: 2009-present. This dataset is best used when precision is more important than currency, analyzing very small populations, examining tracts and other smaller geographies because 1-year estimates are not available.","Public","2019-06-11T15:23:00.000","published","im7p-3k8r","https://data.mesaaz.gov/d/im7p-3k8r","data.mesaaz.gov","External Data","OpenData.Info@mesaaz.gov",,"Annual",
"133","Transit Services","Bus Ridership","***NOTE: There are problems with data accuracy on bus ridership counts for June 2019, July 2109, and August 2019 as Phoenix and Valley Metro attempt to integrate new hardware with the existing system. For Mesa this is clearly impacting routes 156, 531, and 541, however, there are minor anomalies with some of the other routes. 

Breakdown of bus service ridership on a monthly basis per route in Mesa (data lags for approximately 30 days) and data is provided by Valley Metro, an external agency who is responsible for both bus service and light rail in Mesa. For a regional view of both bus service and light rail ridership, please go to their website, under their Publications/Reports section. Valley Metro tracks bus riders as they board. Bus service expands the scope and range of light rail, in addition to being a geographically more flexible means of public transportation in comparison to light rail. 

The data set captures information starting in July 2013. Effective October 24, 2016, AZ Link has been consolidated with route 112, and the Main Street Link consolidated with route 40.",,"2019-06-03T10:34:00.000","published","nmjv-498y","https://data.mesaaz.gov/d/nmjv-498y","data.mesaaz.gov","Planes, Trains & Automobiles","xTransitServicesData@MesaAZ.gov",,"Monthly",
"134","Transit Services","Light Rail Ridership","Breakdown of light rail ridership on a monthly basis per station in Mesa (data lags for approximately 30 days) and is provided by Valley Metro, an external agency who is responsible for both light rail and bus services in Mesa. For a regional view of both light rail and bus ridership, please go to their website, under their Publications/Reports section. Valley Metro uses APC (Automatic People Counter) technology to generate the number of riders that they report on.","Public","2019-06-04T14:29:00.000","published","pdpe-wbxu","https://data.mesaaz.gov/d/pdpe-wbxu","data.mesaaz.gov","Planes, Trains & Automobiles","xTransitServicesData@MesaAZ.gov",,"Monthly",
"135","Transportation","Transportation Graffiti","Graffiti abated with location, date of abatement and square footage abated. Data is from October 2015 to present. Days to abatement information is calculated based on receipt during normal workday. See attachment for how ""normal workday"" information is calculated. Calculated workday request was received by the city staff. Normal workday is generally defined as M-Th excluding holidays. Go to https://citylink.mesaaz.gov/Create to report graffiti or find the link to download an app for your mobile device that you can use to report graffiti.","Public","2018-11-26T17:57:00.000","published","cu8w-2sp7","https://citydata.mesaaz.gov/d/cu8w-2sp7","citydata.mesaaz.gov","Transportation",,,"Monthly",
"136","Transportation","Streetlight Fixtures","This feature class identifies all streetlight fixtures within the boundary of the City of Mesa, including portions of other bordering agencies. A streetlight fixture includes the lamp, pole, and photocell, if present. Data are stored as a point geometry type feature class in the City Enterprise Geodatabase. The projected coordinate system is NAD 1983 State Plane Arizona Central FIPS 0202 Feet.","Public","2018-11-21T08:03:00.000","published","jrtd-htue","https://citydata.mesaaz.gov/d/jrtd-htue","citydata.mesaaz.gov","Transportation",,,"Daily","Field for employee name that modified record is hidden"
"137","Transportation","Traffic Counts","The Average Weekday Traffic Volume is a count of the number of vehicle axle pairs (a car has 2 axles) passing through a given location on an average weekday. This is the traffic volume over a one-day weekday period and is a summary of the data that is collected in 15-minute intervals. The 15-minute interval traffic volumes for a particular location are available through Mesa’s Interactive Traffic Count Map application at https://gis.mesaaz.gov/TrafficCounts","Public","2018-01-30T15:48:00.000","published","4pai-2bwn","https://data.mesaaz.gov/d/4pai-2bwn","data.mesaaz.gov","Planes, Trains & Automobiles","xTransportationData@MesaAZ.gov",,"yearly",
"138","Transportation","Bicycle Facilities","This dataset contains the city-wide network of on-street bike facilities and off-street shared-use facilities. An on-street bike lane is an area of the roadway designated by signing, striping, and pavement markings for the exclusive use by bicyclists. An on-street bike route is a roadway designated by signing where bicycling conditions are favorable and which directly connect destinations and other multi-modal uses. Off-street facilities are categorized as paved shared-use paths, paved canal paths, and unpaved canal paths. These facilities are exclusive to non-motorized users and have minimal vehicular traffic. Paved and unpaved canal paths are located along canal access roads while the paved shared-use path designation captures all other off-street shared-use path facilities. This data is updated annually and reflects current facilities.","Public","2018-10-02T17:35:00.000","published","8tqq-spw7","https://data.mesaaz.gov/d/8tqq-spw7","data.mesaaz.gov","Recreation & Culture","xTransportationData@mesaaz.gov",,"Annually",
"139","Transportation","Transportation Graffiti","Graffiti abated with location, date of abatement and square footage abated.Data is from October 2015 to present. Days to abatement information is calculated based on receipt during normal workday. See attachment for how ""normal workday"" information is calculated. Calculated workday request was received by the city staff. Normal workday is generally defined as M-Th excluding holidays.

Go to https://citylink.mesaaz.gov/Create to report graffiti or find the link to download an app for your mobile device that you can use to report graffiti.","Public","2018-01-26T13:38:00.000","published","9spb-749m","https://data.mesaaz.gov/d/9spb-749m","data.mesaaz.gov","Neighborhoods","xTransportationData@MesaAZ.gov",,"monthly",
"140","Transportation","Streetlight Fixtures","This feature class identifies all streetlight fixtures within the boundary of the City of Mesa, including portions of other bordering agencies. A streetlight fixture includes the lamp, pole, and photocell, if present. Data are stored as a point geometry type feature class in the City Enterprise Geodatabase. The projected coordinate system is NAD 1983 State Plane Arizona Central FIPS 0202 Feet.","Public","2019-02-28T16:31:00.000","published","dm4g-y5j4","https://data.mesaaz.gov/d/dm4g-y5j4","data.mesaaz.gov","Planes, Trains & Automobiles","xTransportationData@mesaaz.gov",,"Daily",
"141","Transportation","Transportation Pavement Inventory","This feature class identifies all roadways and parking areas that are maintained by the City of Mesa. This includes streets, intersections, parking lots, paved alleys, unpaved alleys, and dirt roads. Data are stored as a line geometry type feature class in the City Enterprise Geodatabase. The projected coordinate system is NAD 1983 State Plane Arizona Central FIPS 0202 Feet.","Public","2018-11-26T08:38:00.000","published","2gx3-zdvf","https://citydata.mesaaz.gov/d/2gx3-zdvf","citydata.mesaaz.gov","Transportation",,,"Weekly",
"179","Transportation","Transportation Work Orders","Information about maintance work orders by transportation staff","Not Documented",,"Not Documented",,,,"Planes, Trains & Automobiles","xTransportationData@MesaAZ.gov",,"Daily",
"180","Transportation","Temporary Traffic Control Permits","Information about permits issued for temporary traffic control barricades for events, construction, traffic re-routing, etc.","Not Documented",,"Not Documented",,,,"Planes, Trains & Automobiles","xTransportationData@MesaAZ.gov",,"Daily",
"145","Water Resources","Water Valve Maintenance","This data represents all information concerning valves maintained by the Water Resources department.","Sensitive","2018-11-20T11:52:00.000","published","9rhp-xjhb","https://data.mesaaz.gov/d/9rhp-xjhb","data.mesaaz.gov","Energy & Utilities","xWaterResources@mesaaz.gov",,"Daily","Fields denoting valve latitude, location, longitude and critical are recommended by the department as “sensitive” information because someone with malicious intent may be able to do real damage and/or harm to public infrastructure and water operations"
"146","Water Resources","Water Consumption","Monthly total water Consumption data broken down by Rate Classification (i.e. Residential, Commercial, Other, or Interdepartmental)","Public","2018-01-23T08:36:00.000","published","evfd-t4ta","https://data.mesaaz.gov/d/evfd-t4ta","data.mesaaz.gov","Energy & Utilities","xWaterResourcesData@MesaAZ.gov",,"monthly",
