"ident","sex","age","race","education","income","location","respondent_type","health_priority","other_priority"
"R_1GPLKVEnFgVEjR16","Female","18 to 43",,"Did Not Finish High School","Less than $24,999",,"Resident","Poor Dental Hygiene",
"R_1GPLKVEnFgVEjR17","Female","18 to 43",,"Did Not Finish High School","Less than $24,999",,"Resident","Respiratory / Lung Disease",
"R_1GZ9azlBaxmfaX91","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Twentynine Palms","Resident","Delay In Access To Health Care","Violent Crime"
"R_1GZ9azlBaxmfaX92","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Twentynine Palms","Resident","Diabetes","Property Crime"
"R_1GZ9azlBaxmfaX93","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Twentynine Palms","Resident","Sexually Transmitted Disease (STDs)","Unemployment / Underemployment"
"R_1GZ9azlBaxmfaX94","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Twentynine Palms","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Child Abuse"
"R_1GZ9azlBaxmfaX95","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Twentynine Palms","Resident","Disabilities (Hearing Loss, Blindness, Etc.)","Rape / Sexual Assault"
"R_1JDExcMB6EL9d9R7",,,,,,,"Resident",,
"R_1GZ9azlBaxmfaX97","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)",,"Twentynine Palms","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1H5Y0f5EfViugs41","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","Fontana","Resident","Asthma","Low Reading Levels"
"R_1H5Y0f5EfViugs42","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","Fontana","Resident","Sexually Transmitted Disease (STDs)","Unemployment / Underemployment"
"R_1H5Y0f5EfViugs43","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","Fontana","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","High Housing Costs (Purchase or Rental)"
"R_1H5Y0f5EfViugs44","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","Fontana","Resident","Poor Dental Hygiene","Low English Literacy"
"R_1H5Y0f5EfViugs45","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","Fontana","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Domestic Violence"
"R_1H5Y0f5EfViugs46","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","Fontana","Resident","Obesity / Overweight",
"R_1H5Y0f5EfViugs47","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","Fontana","Resident",,
"R_1H6JUSWOu5toCQn1","Female","44 to 64",,"Some College (Degree Not Complete)","$75,000 - $99,999","Apple Valley","Resident","Delay In Access To Health Care","Violent Crime"
"R_1H6JUSWOu5toCQn2","Female","44 to 64",,"Some College (Degree Not Complete)","$75,000 - $99,999","Apple Valley","Resident","Shortage of Health Professionals","Property Crime"
"R_1H6JUSWOu5toCQn3","Female","44 to 64",,"Some College (Degree Not Complete)","$75,000 - $99,999","Apple Valley","Resident","Suicide","Homelessness"
"R_1H6JUSWOu5toCQn4","Female","44 to 64",,"Some College (Degree Not Complete)","$75,000 - $99,999","Apple Valley","Resident","Cancer","Unemployment / Underemployment"
"R_1H6JUSWOu5toCQn5","Female","44 to 64",,"Some College (Degree Not Complete)","$75,000 - $99,999","Apple Valley","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Child Abuse"
"R_1H6JUSWOu5toCQn6","Female","44 to 64",,"Some College (Degree Not Complete)","$75,000 - $99,999","Apple Valley","Resident","Poor Nutrition / Diet",
"R_1H6JUSWOu5toCQn7","Female","44 to 64",,"Some College (Degree Not Complete)","$75,000 - $99,999","Apple Valley","Resident","Obesity / Overweight",
"R_1H7VoxvOwDeMqmI1","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$25,000 - $49,999","Ontario","Resident","Not Having A Usual Source of Care","Violent Crime"
"R_1H7VoxvOwDeMqmI2","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$25,000 - $49,999","Ontario","Resident","Not Having Health Insurance Coverage","Property Crime"
"R_1H7VoxvOwDeMqmI3","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$25,000 - $49,999","Ontario","Resident","Limited Access To Healthy Foods","Homelessness"
"R_1H7VoxvOwDeMqmI4","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$25,000 - $49,999","Ontario","Resident","Asthma","Unemployment / Underemployment"
"R_1H7VoxvOwDeMqmI5","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$25,000 - $49,999","Ontario","Resident","Air Quality","Poverty"
"R_1H7VoxvOwDeMqmI6","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$25,000 - $49,999","Ontario","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1H7VoxvOwDeMqmI7","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$25,000 - $49,999","Ontario","Resident","Obesity / Overweight",
"R_1HdxnJzMpT8sArp1","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","Less than $24,999","San Bernardino City","Resident","Low Physical Activity","Homelessness"
"R_1HdxnJzMpT8sArp2","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","Less than $24,999","San Bernardino City","Resident","Teen Pregnancy","High Housing Costs (Purchase or Rental)"
"R_1HdxnJzMpT8sArp3","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","Less than $24,999","San Bernardino City","Resident","Infant Mortality","Poor Student-Teacher Ratios"
"R_1HdxnJzMpT8sArp4","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","Less than $24,999","San Bernardino City","Resident","Environmental Pollution","Domestic Violence"
"R_1HdxnJzMpT8sArp5","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","Less than $24,999","San Bernardino City","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Child Abuse"
"R_1HdxnJzMpT8sArp6","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","Less than $24,999","San Bernardino City","Resident","Traffic Injuries",
"R_3HplDDqmBFHFJMx2",,,,,,,"Resident",,
"R_1HdxnJzMpT8sArp7","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","Less than $24,999","San Bernardino City","Resident","Poor Nutrition / Diet",
"R_1HyJ6uuKViCZ7UZ1","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Ontario","Resident","Diabetes","Homelessness"
"R_1HyJ6uuKViCZ7UZ2","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Ontario","Resident","Suicide","Poverty"
"R_1HyJ6uuKViCZ7UZ3","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Ontario","Resident","Air Quality","Domestic Violence"
"R_1HyJ6uuKViCZ7UZ4","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Ontario","Resident","Cardivascular Disease (Heart Attacks, Etc.)","Child Abuse"
"R_1HyJ6uuKViCZ7UZ5","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Ontario","Resident","Cancer","Rape / Sexual Assault"
"R_1HyJ6uuKViCZ7UZ6","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Ontario","Resident","Teen Pregnancy",
"R_1HyJ6uuKViCZ7UZ7","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Ontario","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1I4MCr9Fzeoa0Ec1","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Rancho Cucamonga","Resident","Delay In Access To Health Care","Homelessness"
"R_1I4MCr9Fzeoa0Ec2","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Rancho Cucamonga","Resident","Suicide","Unemployment / Underemployment"
"R_1I4MCr9Fzeoa0Ec3","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Rancho Cucamonga","Resident","Cancer","Poverty"
"R_1I4MCr9Fzeoa0Ec4","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Rancho Cucamonga","Resident","Teen Pregnancy","High Housing Costs (Purchase or Rental)"
"R_1I4MCr9Fzeoa0Ec5","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Rancho Cucamonga","Resident","Infant Mortality","Gun Violence"
"R_1I4MCr9Fzeoa0Ec6","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Rancho Cucamonga","Resident","Disabilities (Hearing Loss, Blindness, Etc.)",
"R_1I4MCr9Fzeoa0Ec7","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Rancho Cucamonga","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1I4ndrLhsupCryJ1","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","More than $150,000","Upland","Resident","Low Physical Activity","Poor High School Graduation Rates"
"R_1I4ndrLhsupCryJ2","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","More than $150,000","Upland","Resident","Suicide","Violent Crime"
"R_1I4ndrLhsupCryJ3","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","More than $150,000","Upland","Resident","Air Quality","Homelessness"
"R_1I4ndrLhsupCryJ4","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","More than $150,000","Upland","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Poverty"
"R_1I4ndrLhsupCryJ5","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","More than $150,000","Upland","Resident","Traffic Injuries","Gun Violence"
"R_1I4ndrLhsupCryJ6","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","More than $150,000","Upland","Resident","Obesity / Overweight",
"R_1I4ndrLhsupCryJ7","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","More than $150,000","Upland","Resident",,
"R_1IEi4vBjYzNSmC11","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Other/Not Listed (In San Bernardino County)","Resident","Low Physical Activity","Violent Crime"
"R_1IEi4vBjYzNSmC12","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Other/Not Listed (In San Bernardino County)","Resident","Suicide","Property Crime"
"R_1IEi4vBjYzNSmC13","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Other/Not Listed (In San Bernardino County)","Resident","High Blood Pressure","Homelessness"
"R_1KlOncW5qc9hZFr1","Female","18 to 43",,,,"San Bernardino City","Resident","Not Having Health Insurance Coverage","Violent Crime"
"R_1IEi4vBjYzNSmC14","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Other/Not Listed (In San Bernardino County)","Resident","Sexually Transmitted Disease (STDs)","Unemployment / Underemployment"
"R_1IEi4vBjYzNSmC15","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Other/Not Listed (In San Bernardino County)","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Gun Violence"
"R_1IEi4vBjYzNSmC16","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Other/Not Listed (In San Bernardino County)","Resident","Poor Nutrition / Diet",
"R_1IEi4vBjYzNSmC17","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","$50,000 - $74,999","Other/Not Listed (In San Bernardino County)","Resident","Obesity / Overweight",
"R_1ILxe0umaQrXdOb1","Male","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident","Low Physical Activity","Homelessness"
"R_1ILxe0umaQrXdOb2","Male","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident","Cancer","Low School Attendance"
"R_1ILxe0umaQrXdOb3","Male","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident","Sexually Transmitted Disease (STDs)","Poverty"
"R_1ILxe0umaQrXdOb4","Male","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident","Disabilities (Hearing Loss, Blindness, Etc.)","Child Abuse"
"R_1ILxe0umaQrXdOb5","Male","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident","Poor Nutrition / Diet",
"R_1ILxe0umaQrXdOb6","Male","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident",,
"R_1ILxe0umaQrXdOb7","Male","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident",,
"R_1IMLEZ8GeTEvApa1","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Did Not Finish High School","Less than $24,999","Fontana","Resident","Diabetes","Property Crime"
"R_1IMLEZ8GeTEvApa2","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Did Not Finish High School","Less than $24,999","Fontana","Resident","Asthma","Homelessness"
"R_1IMLEZ8GeTEvApa3","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Did Not Finish High School","Less than $24,999","Fontana","Resident","Air Quality","Poor School Drop Out Rates"
"R_1IMLEZ8GeTEvApa4","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Did Not Finish High School","Less than $24,999","Fontana","Resident","High Blood Pressure","Domestic Violence"
"R_1IMLEZ8GeTEvApa5","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Did Not Finish High School","Less than $24,999","Fontana","Resident","Disabilities (Hearing Loss, Blindness, Etc.)","Gun Violence"
"R_1IMLEZ8GeTEvApa6","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Did Not Finish High School","Less than $24,999","Fontana","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1IMLEZ8GeTEvApa7","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Did Not Finish High School","Less than $24,999","Fontana","Resident",,
"R_1IMeUpaMCUb8roY1","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","Delay In Access To Health Care","Homelessness"
"R_1IMeUpaMCUb8roY2","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","Not Having Health Insurance Coverage","Unemployment / Underemployment"
"R_1IMeUpaMCUb8roY3","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","Shortage of Health Professionals","Poverty"
"R_1IMeUpaMCUb8roY4","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","Diabetes","Low College Readiness"
"R_1IMeUpaMCUb8roY5","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","Cancer","Poor Student-Teacher Ratios"
"R_1IMeUpaMCUb8roY6","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident","Disabilities (Hearing Loss, Blindness, Etc.)",
"R_1IMeUpaMCUb8roY7","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Undergraduate Degree","$25,000 - $49,999","Rialto","Resident",,
"R_1IQ70hy03pDR4kZ1","Male","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","Less than $24,999","Chino","Resident","Limited Access To Healthy Foods","Low Reading Levels"
"R_1IQ70hy03pDR4kZ2","Male","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","Less than $24,999","Chino","Resident","Low Physical Activity","Unemployment / Underemployment"
"R_1IQ70hy03pDR4kZ3","Male","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","Less than $24,999","Chino","Resident","Asthma","Low College Readiness"
"R_1IQ70hy03pDR4kZ4","Male","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","Less than $24,999","Chino","Resident","Air Quality","Poor School Drop Out Rates"
"R_1IQ70hy03pDR4kZ5","Male","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","Less than $24,999","Chino","Resident","Disabilities (Hearing Loss, Blindness, Etc.)","Walkability / Bikability"
"R_1IQ70hy03pDR4kZ6","Male","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","Less than $24,999","Chino","Resident","Environmental Pollution",
"R_1IQ70hy03pDR4kZ7","Male","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","Less than $24,999","Chino","Resident",,
"R_1ISgS4xV80Z2mgO1",,,,,,,"Resident",,
"R_1ISgS4xV80Z2mgO2",,,,,,,"Resident",,
"R_1ISgS4xV80Z2mgO3",,,,,,,"Resident",,
"R_1ISgS4xV80Z2mgO4",,,,,,,"Resident",,
"R_1ISgS4xV80Z2mgO5",,,,,,,"Resident",,
"R_1ISgS4xV80Z2mgO6",,,,,,,"Resident",,
"R_1ISgS4xV80Z2mgO7",,,,,,,"Resident",,
"R_1ITt49gBaLu0DnO1","Female","18 to 43","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Undergraduate Degree","$75,000 - $99,999","Victorville","Resident","Not Having Health Insurance Coverage","Traffic Injuries"
"R_1ITt49gBaLu0DnO2","Female","18 to 43","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Undergraduate Degree","$75,000 - $99,999","Victorville","Resident","Diabetes","Violent Crime"
"R_1ITt49gBaLu0DnO3","Female","18 to 43","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Undergraduate Degree","$75,000 - $99,999","Victorville","Resident","Sexually Transmitted Disease (STDs)","Property Crime"
"R_1ITt49gBaLu0DnO4","Female","18 to 43","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Undergraduate Degree","$75,000 - $99,999","Victorville","Resident","Teen Pregnancy","Homelessness"
"R_1ITt49gBaLu0DnO5","Female","18 to 43","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Undergraduate Degree","$75,000 - $99,999","Victorville","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Gun Violence"
"R_1ITt49gBaLu0DnO6","Female","18 to 43","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Undergraduate Degree","$75,000 - $99,999","Victorville","Resident","Traffic Injuries",
"R_1ITt49gBaLu0DnO7","Female","18 to 43","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Undergraduate Degree","$75,000 - $99,999","Victorville","Resident","Poor Nutrition / Diet",
"R_1IXgkV6tJZnlHfS1","Female","44 to 64","Multiple Races or Biracial","Undergraduate Degree","$25,000 - $49,999","Twentynine Palms","Resident","Diabetes","Violent Crime"
"R_1IXgkV6tJZnlHfS2","Female","44 to 64","Multiple Races or Biracial","Undergraduate Degree","$25,000 - $49,999","Twentynine Palms","Resident","Suicide","Domestic Violence"
"R_1IXgkV6tJZnlHfS3","Female","44 to 64","Multiple Races or Biracial","Undergraduate Degree","$25,000 - $49,999","Twentynine Palms","Resident","Sexually Transmitted Disease (STDs)","Gun Violence"
"R_1IXgkV6tJZnlHfS4","Female","44 to 64","Multiple Races or Biracial","Undergraduate Degree","$25,000 - $49,999","Twentynine Palms","Resident","Environmental Pollution","Child Abuse"
"R_1IXgkV6tJZnlHfS5","Female","44 to 64","Multiple Races or Biracial","Undergraduate Degree","$25,000 - $49,999","Twentynine Palms","Resident","Poor Dental Hygiene","Rape / Sexual Assault"
"R_1IXgkV6tJZnlHfS6","Female","44 to 64","Multiple Races or Biracial","Undergraduate Degree","$25,000 - $49,999","Twentynine Palms","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1IXgkV6tJZnlHfS7","Female","44 to 64","Multiple Races or Biracial","Undergraduate Degree","$25,000 - $49,999","Twentynine Palms","Resident","Obesity / Overweight",
"R_1IXkJcet2JJWRez1","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)",,,,"Resident","Limited Access To Healthy Foods","Poor High School Graduation Rates"
"R_1IXkJcet2JJWRez2","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)",,,,"Resident","Suicide","Violent Crime"
