"granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","fiscal_year_issued","award_amount","grantee_name","address_line_1","address_line_2","city","st","zip"
"Children and Families","03440-30044-15-VAEYC","Child Development Services Training","Federal","93.575","2014-10-01T00:00:00.000","2014-12-31T00:00:00.000","2015","5000.00","Vermont Assoc for the Education of","PO Box 464",,"Waterbury","VT","05676"
"Children and Families","03440-39012-15-OR","SNAP","Federal","10.561","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","38322.00","Vermont Foodbank","33 Parker Road","Wilson Industrial Park","Barre","VT","05641"
"Children and Families","03440-40003-15-CSBG","ANTI-POVERTY PROGRAMS","Federal","93.569","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","927019.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-40003-15-ELCG3","Early Childhood Leadership Institute","Federal","93.576","2014-10-01T00:00:00.000","2017-12-31T00:00:00.000","2015","646375.00","Snelling Center for Government","130 S Willard St",,"Burlington","VT","05401"
"Children and Families","03440-43001-15-CSBG","ANTI-POVERTY PROGRAMS","Federal","93.569","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","569386.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-43002-15-CSBG","ANTI-POVERTY PROGRAMS","Federal","93.569","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","608436.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-43003-15-CSBG","ANTI-POVERTY","Federal","93.569","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","936151.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-43004-15-CSBG","Anti-Poverty Programs","Federal","93.569","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","586155.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-43005-15-CSBG","Anti-Poverty","Federal","93.569","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","496596.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-44024-15-OR","SNAP","Federal","10.561","2014-10-01T00:00:00.000","2015-09-30T00:00:00.000","2015","2500.00","Our Place Drop In Center","PO Box 852",,"Bellows Falls","VT","05101"
"Children and Families","03440-20395-CSJ15","Post-Secondary Education Support","General",,"2014-09-01T00:00:00.000","2015-08-31T00:00:00.000","2015","124161.00","College of ST Joseph in Vermont","71 Clement Rd",,"Rutland","VT","05701"
"Children and Families","03440-20411-BARJ15","Balanced and Restorative Justice","General",,"2014-09-01T00:00:00.000","2015-06-30T00:00:00.000","2015","114168.12","Chittenden County Court Diversion","184 King St",,"Burlington","VT","05401-4534"
"Children and Families","03440-30085-15-CCV","Child care development fund","Federal","93.575","2014-09-01T00:00:00.000","2015-06-30T00:00:00.000","2015","49038.00","Vermont State Colleges","% Debbie Clark","Community College of VT","Montpelier","VT","05601-0489"
"Children and Families","03440-30085-15-CCV","Child care development fund","Federal","93.596","2014-09-01T00:00:00.000","2015-06-30T00:00:00.000","2015","304231.00","Vermont State Colleges","% Debbie Clark","Community College of VT","Montpelier","VT","05601-0489"
"Children and Families","03440-32318-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","31680.00","Arlington Area Childcare Inc","426 E Arlington Rd",,"Arlington","VT","05250"
"Children and Families","03440-32318-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","38720.00","Arlington Area Childcare Inc","426 E Arlington Rd",,"Arlington","VT","05250"
"Children and Families","03440-32322-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","58342.00","United Children's Services of Bennington","% United Counseling Service","PO Box 588","Bennington","VT","05201"
"Children and Families","03440-32322-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","71308.00","United Children's Services of Bennington","% United Counseling Service","PO Box 588","Bennington","VT","05201"
"Children and Families","03440-32323-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","21150.00","Bristol Family Center","16 Orchard Terrace",,"Bristol","VT","05443"
"Libraries","01130_SMITH_FY15-013","FY15  Performers Grant","Special",,"2015-02-01T00:00:00.000","2015-10-31T00:00:00.000","2015","100.00","Pope Memorial Library","PO Box 260",,"Danville","VT","05828"
"Children and Families","03440-32323-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","25850.00","Bristol Family Center","16 Orchard Terrace",,"Bristol","VT","05443"
"Children and Families","03440-32324-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","25110.00","Burlington Childrens Space","241 N Winooski Ave #1",,"Burlington","VT","05401"
"Children and Families","03440-32324-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","30690.00","Burlington Childrens Space","241 N Winooski Ave #1",,"Burlington","VT","05401"
"Children and Families","03440-32325-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","28800.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-32325-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","35200.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-32328-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","22500.00","Greater Burlington YMCA","266 College St",,"Burlington","VT","05401"
"Children and Families","03440-32328-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","27500.00","Greater Burlington YMCA","266 College St",,"Burlington","VT","05401"
"Children and Families","03440-32330-1516-SFG","Strengthening Families","Federal","93.576","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","46485.00","Mary Johnson Children's Center","81 Water St",,"Middlebury","VT","05753"
"Children and Families","03440-32330-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","56815.00","Mary Johnson Children's Center","81 Water St",,"Middlebury","VT","05753"
"Children and Families","03440-32331-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","13500.00","Washington County Mental Health Serv","PO Box 647",,"Montpelier","VT","056010647"
"Children and Families","03440-32331-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","16500.00","Washington County Mental Health Serv","PO Box 647",,"Montpelier","VT","056010647"
"Children and Families","03440-32337-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","906.00","Rutland Community Programs","PO Box 222",,"Rutland","VT","05702"
"Children and Families","03440-32337-1516-SFG","Strengthening Families","Federal","84.412","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","52306.00","Rutland Community Programs","PO Box 222",,"Rutland","VT","05702"
"Children and Families","03440-32337-1516-SFG","Strengthening Families","Special",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","65038.00","Rutland Community Programs","PO Box 222",,"Rutland","VT","05702"
"Children and Families","03440-32338-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","32400.00","Trinity Children's Center Inc","34 Fletcher Place",,"Burlington","VT","05401"
"Children and Families","03440-32338-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","39600.00","Trinity Children's Center Inc","34 Fletcher Place",,"Burlington","VT","05401"
"Children and Families","03440-32340-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","13860.00","Puffer Child Care Center","PO Box 537",,"Morrisville","VT","05661"
"Children and Families","03440-32340-1516-SFG","Strengthening Families","Special",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","16940.00","Puffer Child Care Center","PO Box 537",,"Morrisville","VT","05661"
"Children and Families","03440-32341-1516-SFG","Strenthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","32760.00","Pine Forest Inc","208 Flynn Ave  Suite 2F",,"Burlington","VT","05401"
"Children and Families","03440-32341-1516-SFG","Strenthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","40040.00","Pine Forest Inc","208 Flynn Ave  Suite 2F",,"Burlington","VT","05401"
"Children and Families","03440-32360-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","23535.00","Brattleboro Retreat","Office of Continuing Education","PO Box 803","Brattleboro","VT","05302"
"Children and Families","03440-32360-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","28765.00","Brattleboro Retreat","Office of Continuing Education","PO Box 803","Brattleboro","VT","05302"
"Children and Families","03440-32361-1516-SFG","Strengthening Familes","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","19800.00","Sunrise Family Resource Center","244 Union Street",,"Bennington","VT","05201"
"Children and Families","03440-32361-1516-SFG","Strengthening Familes","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","24200.00","Sunrise Family Resource Center","244 Union Street",,"Bennington","VT","05201"
"Children and Families","03440-32362-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","81000.00","Brattleboro Town School District","% Windham SE Superv Union","53 Green St","Brattleboro","VT","05301"
"Children and Families","03440-32362-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","99000.00","Brattleboro Town School District","% Windham SE Superv Union","53 Green St","Brattleboro","VT","05301"
"Children and Families","03440-32363-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","33300.00","Lund Family Center","76 Glen Rd","PO Box 4009","Burlington","VT","05406"
"Children and Families","03440-32363-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","40700.00","Lund Family Center","76 Glen Rd","PO Box 4009","Burlington","VT","05406"
"Children and Families","03440-32365-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","9000.00","King Street Center, Inc.","PO Box 1615",,"Burlington","VT","05402"
"Children and Families","03440-10053-15","REACH UP","Federal","93.558","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","44922.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-32365-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","11000.00","King Street Center, Inc.","PO Box 1615",,"Burlington","VT","05402"
"Children and Families","03440-32366-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","13500.00","Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055"
"Children and Families","03440-32366-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","16500.00","Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055"
"Children and Families","03440-32367-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","6300.00","Lamoille Family Center","480 Cady's Falls Rd",,"Morrisville","VT","05661"
"Children and Families","03440-32367-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","7700.00","Lamoille Family Center","480 Cady's Falls Rd",,"Morrisville","VT","05661"
"Children and Families","03440-32369-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","49500.00","Rutland County Parent/Child Center","61 Pleasant St",,"Rutland","VT","05701"
"Children and Families","03440-32369-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","60500.00","Rutland County Parent/Child Center","61 Pleasant St",,"Rutland","VT","05701"
"Children and Families","03440-32370-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","22500.00","Springfield Area Parent Child Center","6 Main St",,"N Springfield","VT","05150"
"Children and Families","03440-32370-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","27500.00","Springfield Area Parent Child Center","6 Main St",,"N Springfield","VT","05150"
"Children and Families","03440-32371-1516-SFG","Strengthening Families","Federal","93.576","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","81000.00","Little Dippers Doodle Children's Ctr LLC","1198 Industrial Parkway",,"ST Johnsbury","VT","05819"
"Children and Families","03440-32371-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","99000.00","Little Dippers Doodle Children's Ctr LLC","1198 Industrial Parkway",,"ST Johnsbury","VT","05819"
"Children and Families","03440-32373-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","61700.00","Family Center of Washington County","383 Sherwood Dr",,"Montpelier","VT","05602"
"Children and Families","03440-32373-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","75408.00","Family Center of Washington County","383 Sherwood Dr",,"Montpelier","VT","05602"
"Children and Families","03440-32374-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","60300.00","Creative Minds Children's Center","Jody Marquis Inc","PO Box 31","Newport Ctr","VT","05857"
"Children and Families","03440-32374-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","73700.00","Creative Minds Children's Center","Jody Marquis Inc","PO Box 31","Newport Ctr","VT","05857"
"Children and Families","03440-32376-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","20700.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-32376-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","25300.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-32377-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","4500.00","Garland School Inc","PO Box 2426",,"W Brattleboro","VT","05303"
"Children and Families","03440-32377-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","5500.00","Garland School Inc","PO Box 2426",,"W Brattleboro","VT","05303"
"Children and Families","03440-32378-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","16812.00","New Beginnings Child Care Center","PO Box 4053",,"St Johnsbury","VT","05819"
"Children and Families","03440-32378-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","20548.00","New Beginnings Child Care Center","PO Box 4053",,"St Johnsbury","VT","05819"
"Children and Families","03440-32379-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","23400.00","Otter Creek Child Center Inc","150 Weybridge St",,"Middlebury","VT","05753"
"Children and Families","03440-32379-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","28600.00","Otter Creek Child Center Inc","150 Weybridge St",,"Middlebury","VT","05753"
"Children and Families","03440-32380-1516-SFG","Strengtening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","18900.00","Stay & Play Daycare Center","214 Charles St",,"Lyndonville","VT","05851"
"Children and Families","03440-32380-1516-SFG","Strengtening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","23100.00","Stay & Play Daycare Center","214 Charles St",,"Lyndonville","VT","05851"
"Children and Families","03440-32381-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","54900.00","Vermont Achievement Center","88 Park St",,"Rutland","VT","05702"
"Children and Families","03440-32381-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","67100.00","Vermont Achievement Center","88 Park St",,"Rutland","VT","05702"
"Children and Families","03440-32383-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","9000.00","Watch Them Grow Childcare Center","36 Oxbow Dr",,"Bradford","VT","05033"
"Children and Families","03440-32383-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","11000.00","Watch Them Grow Childcare Center","36 Oxbow Dr",,"Bradford","VT","05033"
"Children and Families","03440-32384-1516-SFG","Strengthening Families","Global Comm.","93.778","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","16200.00","Windham Child Care Providers Association","130 Birge St",,"Brattleboro","VT","05301"
"Children and Families","03440-32384-1516-SFG","Strengthening Families","General",,"2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","19800.00","Windham Child Care Providers Association","130 Birge St",,"Brattleboro","VT","05301"
"Children and Families","03440-33002-15-VNA CGI","Vermont Head Start Collaborative","Federal","93.600","2014-09-01T00:00:00.000","2014-09-26T00:00:00.000","2015","7651.00","Visiting Nurse Association of Chittenden","1110 Prim Rd Ste 1",,"Colchester","VT","05446"
"Children and Families","03440-40001-15-ELCG4","Expanding Strengthening Families Child Care Program","Federal","93.576","2014-09-01T00:00:00.000","2016-06-30T00:00:00.000","2015","510000.00","Permanent Fund for Vermonts Children Inc","C/O Vermont Community Foundation","3 Court St","Middlebury","VT","05753"
"Children and Families","03440-40004-15-ELCG7","RACE TO THE TOP EARLY LEARNING CHALLENGE GRANT","Federal","84.412","2014-09-01T00:00:00.000","2016-08-31T00:00:00.000","2015","269463.00","Mary Johnson Children's Center","81 Water St",,"Middlebury","VT","05753"
"Children and Families","03440-42151-15-CAPSTN","Barre Reach Ahead Financial Empowerment Pilot","Federal","93.569","2014-09-01T00:00:00.000","2015-09-30T00:00:00.000","2015","30000.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-11026-15-FSH","Family Supportive Housing Program","General",,"2014-08-01T00:00:00.000","2015-06-30T00:00:00.000","2015","56448.00","Brattleboro Housing Authority","PO Box 2275",,"Brattleboro","VT","05303"
"Children and Families","03440-20399-15 VKAP","KINSHIP PEER NAVIGATOR SVCS","General",,"2014-08-01T00:00:00.000","2015-06-30T00:00:00.000","2015","30000.00","Vermont Kin As Parents, Inc.","33 Blair park Rd Ste 100B","PO Box 415","Williston","VT","05495"
"Children and Families","03440-20404CJA15","Purchase of Various Recoding Equipment","Federal","93.643","2014-08-01T00:00:00.000","2015-11-30T00:00:00.000","2015","5315.17","Bennington County Association Against","439 Main Street","PO Box 163","Bennington","VT","05201"
"Children and Families","03440-20405CJA15","Balanced & Restorative Registration Fees","Federal","93.643","2014-08-01T00:00:00.000","2015-11-30T00:00:00.000","2015","5000.00","Caledonia/S Essex SIU","Lisa Warren, SA Caledonia County","PO Box 272","St Johnsbury","VT","05819"
"Children and Families","03440-20407CJA15","Training in Juvenile Law","Federal","93.643","2014-08-01T00:00:00.000","2015-11-30T00:00:00.000","2015","6098.00","Vermont State Defender General's Office-","6 Baldwin St 4th Fl",,"Montpelier","VT","05633-3301"
"Children and Families","03440-20408 CJA15","SANE Professional Devlopment Training","Federal","93.643","2014-08-01T00:00:00.000","2015-11-30T00:00:00.000","2015","12990.00","Vermont Network Against Domestic","63 Barre Street",,"Montpelier","VT","05602"
"Children and Families","03440-20409-IFBS15","IFBS","Global Comm.",,"2014-08-01T00:00:00.000","2015-12-31T00:00:00.000","2015","148750.00","Easter Seals New Hampshire","641 Comstock Rd Ste 1",,"Berlin","VT","056029194"
"Children and Families","03440-20410CJA15","Emergency Funding for new location","Federal","93.643","2014-08-01T00:00:00.000","2014-12-31T00:00:00.000","2015","3658.30","Child First Advocacy Center","PO Box 6822",,"Rutland","VT","05702-6822"
"Children and Families","03440-30047-15-VCCPA","STARS Program","Federal","93.575","2014-08-01T00:00:00.000","2016-07-31T00:00:00.000","2015","30000.00","Vermont Childcare Providers Association","PO BOX 1002",,"WILLISTON","VT","05495"
"Children and Families","03440-31001-15-MJCC","STARS PROGRAM","Federal","93.596","2014-08-01T00:00:00.000","2015-06-30T00:00:00.000","2015","150032.00","Mary Johnson Children's Center","81 Water St",,"Middlebury","VT","05753"
"Children and Families","03440-40002-15-ELCG14","Child Care Apprenticeships","Federal","84.412","2014-08-01T00:00:00.000","2016-06-30T00:00:00.000","2015","313685.00","Vermont Child Care Industry & Careers","145 Pine Haven Shores Rd Ste 1137",,"Shelburne","VT","05482-7703"
"Children and Families","03440-10148-15","Prevent Homelessness","General",,"2014-07-24T00:00:00.000","2015-06-30T00:00:00.000","2015","117824.00","Springfield Supported Housing , Inc","12 Valley St # 1","PO Box 178","Springfield","VT","05156"
"Children and Families","03440-10140-15","Prevent Homelessness","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","251708.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-10141-15","Prevent Homelessness","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","872150.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-10142-15","Resolve Homelessness","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","101994.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-10143-15","Resolve Homelessness","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","175074.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-10144-15","Resolve Homelessness","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","152803.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-10145-15","Prevent Homelessness","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","238893.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-10149-15","HOMELESSNESS PREVENTION","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","162620.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-10150-15","Prevent Homelessness","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","81156.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-10151-15","Prevent Homelessness","General",,"2014-07-21T00:00:00.000","2015-06-30T00:00:00.000","2015","143144.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-30013-15-VCCICC","Child Care Apprenticeship Program","Federal","93.596","2014-07-15T00:00:00.000","2015-06-30T00:00:00.000","2015","247670.00","Vermont Child Care Industry & Careers","145 Pine Haven Shores Rd Ste 1137",,"Shelburne","VT","05482-7703"
"Children and Families","03440-40202-15-MBDP","MICRO BUSINESS DEVELOPMENT","Federal","10.561","2014-07-14T00:00:00.000","2015-06-30T00:00:00.000","2015","13620.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-40202-15-MBDP","MICRO BUSINESS DEVELOPMENT","General",,"2014-07-14T00:00:00.000","2015-06-30T00:00:00.000","2015","59774.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-10025-15","Reach-Up","Federal","93.558","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","545080.00","Committee on Temporary Shelter","PO Box 1616",,"Burlington","VT","05402"
"Children and Families","03440-10027-15","Reach Up Housing Management","Federal","93.558","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","84025.00","Samaritan House Inc","20 Kingman ST Ste 1",,"ST Albans","VT","05478"
"Children and Families","03440-10027-15","Reach Up Housing Management","General",,"2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","84025.00","Samaritan House Inc","20 Kingman ST Ste 1",,"ST Albans","VT","05478"
"Children and Families","03440-10036-15","HOUSING SERVICES","Special",,"2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","21903.00","Springfield Supported Housing , Inc","12 Valley St # 1","PO Box 178","Springfield","VT","05156"
"Children and Families","03440-10040-15","Transitional Housing","Federal","93.558","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","528240.00","Lund Family Center","76 Glen Rd","PO Box 4009","Burlington","VT","05406"
"Children and Families","03440-10072-15","REACH UP","Federal","93.558","2014-07-01T00:00:00.000","2016-06-30T00:00:00.000","2015","107760.00","Groundworks Collaborative Inc","dba Morningside Shelter","PO Box 370","Brattleboro","VT","05302-0370"
"Children and Families","03440-10147-15","Resolve Homelessness","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","379376.00","Homeless Prevention Center","56 Howe St - Patch Place","Bldg A, Box 7","Rutland","VT","05701"
"Children and Families","03440-10237-15-CN","Child Nutrition Services","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","46844.00","Hunger Free Vermont, Inc","38 Eastwood Dr Ste 100",,"S Burlington","VT","05403"
"Children and Families","03440-11021-15-FSH-HPC","FAMILY SUPPORTIVE HOUSING","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","130000.00","Homeless Prevention Center","56 Howe St - Patch Place","Bldg A, Box 7","Rutland","VT","05701"
"Mental Health","03150-A5087","Housing","Global Comm.",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","130000.00","Vermont State Housing Authority","1 Prospect St",,"Montpelier","VT","05602"
"Children and Families","03440-11022-15-FSH-WPC","FAMILY SUPPORTED HOUSING","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","130000.00","Winston Prouty Early Learning Center","20 Winston Prouty Way",,"Brattleboro","VT","05301"
"Children and Families","03440-11023-15-FSH-COTS","FAMILY SUPPORTIVE HOUSING","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","130000.00","Committee on Temporary Shelter","PO Box 1616",,"Burlington","VT","05402"
"Children and Families","03440-11024-15-FSH-HAVEN","Family Supportive Housing","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","65000.00","Upper Valley Haven Inc","713 Hartford Ave",,"White River Junction","VT","05001"
"Children and Families","03440-11025-15-FSH-NEKCA","Family Supportive Housing Program","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","65000.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-20039-VFAFA14","Operating Expenses of VFAFA","General",,"2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","2015","11250.00","Vermont Foster/Adoptive Family Assoc","PO Box 220",,"Graniteville","VT","05654"
