"grantee_name","address_line_1","address_line_2","city","state","zip","state_of_vermont_granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","award_amount","year","location_1"
"Greater Burlington YMCA","266 College St",,"Burlington","VT","05401","Children and Families","03440-32328-11/12-SFG","High quality early care, eduation and afterschool programs","General Fund",,"2011-11-07T00:00:00.000","2012-12-31T00:00:00.000","5865.00","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Project Against Violent Encounters","PO Box 227",,"Bennington","VT","05201","Crime Victims' Services Center","02160-12VOCA05","OVC FY12 VOCA Victim Assistance Formula","Federal Fund","16.575","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","16862.00","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Windsor Southeast Supervisory Union","105 Main St Ste 200",,"Windsor","VT","05089","Education Agency","05100-4757S0521201","SCHOOL IMPROVEMENT GRANTS RECOVERY ACT","Federal Fund","84.388","2011-08-04T00:00:00.000","2012-06-30T00:00:00.000","256300.00","2012-01-01T00:00:00.000","
Windsor, VT 05089
(43.48449289300049, -72.41866844599963)"
"Orange North Supervisory Union","111 Brush Hill Rd",,"Williamstown","VT","05679","Education Agency","05100-4228S0291301","IDEA-B PRESCHOOL REGULAR GRANT","Federal Fund","84.173","2012-08-06T00:00:00.000","2013-06-30T00:00:00.000","5551.00","2013-01-01T00:00:00.000","
Williamstown, VT 05679
(44.11408419000048, -72.54042853499965)"
"Gervais Family Farms Inc","6001 Boston Post Road",,"Enosburg Falls","VT","05450","Agriculture, Food&Mrkts Agency","02200-ARM-AGO-CSA-006","Install Conservation Practices on farm to address Critical Source Areas for Phosphorus","General Fund",,"2012-08-30T00:00:00.000","2016-12-31T00:00:00.000","16485.53","2013-01-01T00:00:00.000","
Enosburg Falls, VT 05450
(44.90240722700048, -72.79092679199965)"
"OUR House of Central VT Inc","38 Summer St",,"Barre","VT","05641","Crime Victims' Services Center","02160-12CAC06","Child Advocacy Center Grant","Special Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","15000.00","2012-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Chittenden County Reg Planning Comm","110 W Canal St Ste 202",,"Winooski","VT","05404","Public Safety","02140-31014C-003","2012 Emergency Management Performance Grant Program","Federal Fund","97.042","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","50000.00","2013-01-01T00:00:00.000","
Winooski, VT 05404
(44.49460673600049, -73.18556626199967)"
"Vermont Network Against Domestic","PO Box 405",,"Montpelier","VT","05601","Health","03420-6091S","Sexual Assault Nurse Examiner Program (SANE)","Federal Fund","93.991","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","26711.00","2013-01-01T00:00:00.000","
Montpelier, VT 05601
(44.260854131000485, -72.57848643799963)"
"Windham Southwest Supervisory Union","211 Rte 9-W",,"Wilmington","VT","053639500","Health","03420-A13074S","Windham Southwest Supervisory Union","Federal Fund","93.959","2012-08-01T00:00:00.000","2013-06-30T00:00:00.000","35118.00","2013-01-01T00:00:00.000","
Wilmington, VT 053639500
(42.87423008400049, -72.89275926899967)"
"Bennington County Conservation District","PO Box 505",,"Bennington","VT","05201","Environmental Conservation","06140-WG08-12","Woodford river corridor planning","Other Fund",,"2012-04-30T00:00:00.000","2013-05-30T00:00:00.000","15000.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"North Troy Village Treasurer","Fire Dept","PO Box 622","N Troy","VT","05859","Public Safety","02140-71115-287","Public Safety Interoperable Communications Grant Program","Federal Fund","11.555","2011-07-07T00:00:00.000","2011-10-15T00:00:00.000","11068.00","2012-01-01T00:00:00.000","
N Troy, VT 05859
(44.95944846000049, -72.41783854999966)"
"Central Vermont Community Action","195 US Rte 302-Berlin",,"Barre","VT","05641","Children and Families","03440-10013-12","Reach Up Worksite Placement Services","General Fund",,"2011-07-01T00:00:00.000","2012-09-30T00:00:00.000","25500.00","2012-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Community Health Center of Burlington","617 Riverside Ave Ste 200",,"Burlington","VT","05401","Health","03420-5821S","STD Testing and Treatment","Federal Fund","93.770","2011-12-30T00:00:00.000","2012-12-31T00:00:00.000","34510.00","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Southwestern Vermont Health Care Corp","100 Hospital Dr East","Box 62","Bennington","VT","05201","Health","03420-5953S","SOUTHWESTERN VERMONT HEALTH CARE CORPORATION","GC Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","30000.00","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Gifford Medical Center Inc","General Accounting","PO Box 2000","Randolph","VT","05060","Disabilities Aging Ind. Living","03460-6-1741","provide adult day servcies to older people","Special Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","15778.98","2012-01-01T00:00:00.000","
Randolph, VT 05060
(43.94916081600047, -72.66939698799968)"
"B&B LLC","263 Cook Rd",,"St Albans","VT","05478","Agriculture, Food&Mrkts Agency","02200-ARM-CEAP-2012-036","Captial Equipment Assistance Program","Other Fund",,"2013-04-25T00:00:00.000","2015-12-31T00:00:00.000","55385.00","2013-01-01T00:00:00.000","
St Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Southwest VT Regional Technical School","321 Park St",,"Bennington","VT","05201","Education Agency","05100-4318V0091202","PERKINS BASIC GRANT","Federal Fund","84.048","2011-10-01T00:00:00.000","2012-06-30T00:00:00.000","158754.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Hartford Town Treasurer","Municipal Bldg","171 Bridge St","White River Jct","VT","05001","Housing & Comm Development","07110-DTF 2011-09","WRJ Pedestrian & Streetscape Improvements","Other Fund",,"2011-06-27T00:00:00.000","2013-12-27T00:00:00.000","18874.00","2013-01-01T00:00:00.000","
White River Jct, VT 05001
(43.659852970000486, -72.34645879999965)"
"Montpelier City Treasurer","Montpelier Fire Department","39 Main St","Montpelier","VT","05602","Public Safety","02140-78132-023","Homeland Security Grant Program","Federal Fund","97.067","2011-09-28T00:00:00.000","2011-12-31T00:00:00.000","2364.05","2012-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Connecticut River Transit Inc","The Current","706 Rockingham Rd","Bellows Falls","VT","05101","Public Transit","08143-GR0145","FY12 FTA PUBLIC TRANSIT COMBINED AGREEMENTS","Special Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","486796.00","2012-01-01T00:00:00.000","
Bellows Falls, VT 05101
(43.143123191000484, -72.45805592099964)"
"United States Dept of the Interior","PO Box 71362",,"Philadelphia","PA","19176-1362","Forests, Parks & Recreation","06130-USGS-13","OPERATE AND MAINTAIN TWO STREAM GAUGE STATIONS ON THE EAST SLOPE OF MOUNT MANSFIELD.","Federal Fund","10.664","2012-11-01T00:00:00.000","2013-09-30T00:00:00.000","15000.00","2013-01-01T00:00:00.000","
Philadelphia, PA 19176-1362
(39.912722215000485, -75.23213623299966)"
"Women's Freedom Center","PO Box 933",,"Brattleboro","VT","05302","Crime Victims' Services Center","02160-13DVSV11","State of Vermont Anti-Violence","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","65463.00","2013-01-01T00:00:00.000","
Brattleboro, VT 05302
(42.85464089600049, -72.55918592399962)"
"Monkton Town Treasurer","PO Box 12",,"Monkton","VT","05469","Transportation Agency","08131-P01424","Town of Monkton TH3 Shim/Pave","Special Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","114968.00","2013-01-01T00:00:00.000","
Monkton, VT 05469
(44.255753094000454, -73.11209656399967)"
"The Sculpted Tree","32 Gosse Court Suite 3",,"Burlington","VT","05401","Agriculture, Food&Mrkts Agency","02200-WLEB-12","Equipment purchase to scale up production.","Special Fund",,"2013-06-12T00:00:00.000","2014-06-11T00:00:00.000","5629.00","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Green Mtn Kids After School Program Inc","PO Box 157",,"Morrisville","VT","05661","Children and Families","03440-30175-12-AQI","Increase capacity of quality child care programs for school-aged children","Federal Fund","93.575","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","3000.00","2012-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"Vermont Technical College","PO Box 500",,"Randolph Center","VT","050610500","Housing & Comm Development","07110-VTP-CT-12-002","VTP Training Grant","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","195419.54","2012-01-01T00:00:00.000","
Randolph Center, VT 050610500
(43.94151113400045, -72.60714903099966)"
"Lyndon State College","PO Box 919",,"Lyndonville","VT","05851","Education Agency","05100-3486R1171301","EARLY MATH - FUNDING FOR THE EAST CENTRAL VT LITERACY CONSORTIUM/READING RECOVERY","Special Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","52772.28","2013-01-01T00:00:00.000","
Lyndonville, VT 05851
(44.54575614200047, -72.01473935499968)"
"Wilmington Town Treasurer","PO Box 217",,"Wilmington","VT","05363","AOT Maintenance Headquarters","08131-FE0576","Town of Wilmington FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2014-03-01T00:00:00.000","80084.33","2012-01-01T00:00:00.000","
Wilmington, VT 05363
(42.88499075900046, -72.86130719099964)"
"Washington County Youth Service Bureau","PO Box 627",,"Montpelier","VT","05601","Health","03420-A12083P","Substance abuse treatment services","GC Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","68000.00","2012-01-01T00:00:00.000","
Montpelier, VT 05601
(44.260854131000485, -72.57848643799963)"
"Vermont Center for Geographic Info Inc","58 South Main St Ste 2",,"Waterbury","VT","05676","Finance & Management","01110_2011 ACT 63 SEC. B.122","2011 Act 63 Sec. B.122","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","378700.00","2012-01-01T00:00:00.000","
Waterbury, VT 05676
(44.3421404930005, -72.76712919699963)"
"MT Holly Town School District","% Rutland-Windsor Supervisory Union","609 Rt 103 S","Ludlow","VT","05149","Treasurer's Office","01260-201308A","US Forest Service Receipt payments to schools FY2013","Federal Fund","10.665","2013-02-25T00:00:00.000","2015-01-31T00:00:00.000","2637.19","2013-01-01T00:00:00.000","
Ludlow, VT 05149
(43.41627196100046, -72.69694866799966)"
"Vermont River Conservancy","29 Main St",,"Montpelier","VT","05602","Environmental Conservation","06140-2013-ERP-3-05","River corridor easement","Other Fund",,"2013-01-24T00:00:00.000","2014-12-31T00:00:00.000","40573.00","2013-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Enosburg Town Treasurer","PO Box 465",,"Enosburg Falls","VT","05450","Housing & Comm Development","07110MP-2013-ENOSBURG-00081","Municipal Plan Merger","Special Fund",,"2012-12-01T00:00:00.000","2014-05-16T00:00:00.000","14600.00","2013-01-01T00:00:00.000","
Enosburg Falls, VT 05450
(44.90240722700048, -72.79092679199965)"
"Addison Rutland Supervisory Union","49 Main St",,"Fair Haven","VT","05743","Education Agency","05100-5555S0041201","TOBACCO USE PREVENTION","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","15914.00","2012-01-01T00:00:00.000","
Fair Haven, VT 05743
(43.64621399700047, -73.27147571099965)"
"Family Center of Washington County","383 Sherwood Dr",,"Montpelier","VT","05602","Education Agency","05100-3243R4401301","EARLY EDUCATION INITIATIVE","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","10000.00","2013-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Addison Rutland Supervisory Union","49 Main St",,"Fair Haven","VT","05743","Education Agency","05100-4257S0041301","SCHOOL IMPROVEMENT GRANT","Federal Fund","84.377","2012-07-01T00:00:00.000","2012-09-30T00:00:00.000","19447.00","2013-01-01T00:00:00.000","
Fair Haven, VT 05743
(43.64621399700047, -73.27147571099965)"
"Lamoille County Field Days","PO Box 309",,"Hyde Park","VT","05655","Agriculture, Food&Mrkts Agency","02200-ST-08","STIPEND - Operating costs and plant improvements","General Fund",,"2013-06-12T00:00:00.000","2013-12-31T00:00:00.000","12792.00","2013-01-01T00:00:00.000","
Hyde Park, VT 05655
(44.61892603400048, -72.58650731899962)"
"Kingdom Recovery Center 'D'","297 Summer St",,"ST Johnsbury","VT","05819","Health","03420-A13023S","KINGDOM RECOVERY CENTER, INC","GC Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","59991.00","2013-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Turning Point Center of Central Vermont","PO Box 887",,"Barre","VT","05641","Health","03420-A13026S","TURNING POINT RECOVERY CENTER OF CENTRAL VT","GC Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","59991.00","2013-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Vermont Adult Learning","60 S Main St",,"Waterbury","VT","05676","Disabilities Aging Ind. Living","03460-5-1832","Employment & training support services for Reach Up","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","788600.00","2013-01-01T00:00:00.000","
Waterbury, VT 05676
(44.3421404930005, -72.76712919699963)"
"Shaftsbury Town Treasurer","PO Box 178",,"Shaftsbury","VT","05262","AOT Maintenance Headquarters","08131-FE0692","Town of Shaftsbury FEMA 4022 Disaster Repairs","Federal Fund","97.036","2011-09-01T00:00:00.000","2013-11-04T00:00:00.000","44084.19","2012-01-01T00:00:00.000","
Shaftsbury, VT 05262
(42.97674424000047, -73.20496671099966)"
"Danby Town Treasurer","PO Box 231",,"Danby","VT","05739","Transportation Agency","08131-P01409","Town of Danby TH1 Shim/Pave","Special Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","65158.68","2013-01-01T00:00:00.000","
Danby, VT 05739
(43.36457074100048, -73.02983691999964)"
"Vershire Town Treasurer","6894 VT Rte 113",,"Vershire","VT","050799703","AOT Maintenance Headquarters","08131-FE0588","Town of Vershire FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","6319.09","2012-01-01T00:00:00.000","
Vershire, VT 050799703
(44.00368381600049, -72.37843663799964)"
"Women's Freedom Center","PO Box 933",,"Brattleboro","VT","05302","Crime Victims' Services Center","02160-11VOCA11","VOCA FY11","Federal Fund","16.575","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","17966.00","2012-01-01T00:00:00.000","
Brattleboro, VT 05302
(42.85464089600049, -72.55918592399962)"
"Chittenden Town School District","% Rutland Northeast Sup Union","49 Court Dr","Brandon","VT","05733","Treasurer's Office","01260-20127D","US Forest Service Receipt payments to schools FY2012","Federal Fund","10.665","2012-02-25T00:00:00.000","2014-01-31T00:00:00.000","24919.69","2012-01-01T00:00:00.000","
Brandon, VT 05733
(43.810720250000486, -73.09339565999966)"
"Hyde Park Town Treasurer","PO Box 98",,"Hyde Park","VT","05655","AOT Project Development","08126-SW0067","purchase self enclosed power sweeper","Federal Fund","20.205","2011-07-14T00:00:00.000","2012-09-05T00:00:00.000","12000.00","2012-01-01T00:00:00.000","
Hyde Park, VT 05655
(44.61892603400048, -72.58650731899962)"
"Lamoille North Supervisory Union","95 Cricket Hill Rd",,"Hyde Park","VT","05655","Education Agency","05100-3213S0251301","BEST","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","7781.61","2013-01-01T00:00:00.000","
Hyde Park, VT 05655
(44.61892603400048, -72.58650731899962)"
"Rutland Community Programs","PO Box 222",,"Rutland","VT","05702","Health","03420-5744S","Tobacco Control and Prevention","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","46000.00","2012-01-01T00:00:00.000","
Rutland, VT 05702
(43.60772159400045, -72.98202882499965)"
"Essex Caledonia Supervisory Union","PO Box 255",,"Concord","VT","05824","Education Agency","05100-3243S0181301","EARLY EDUCATION INITIATIVE","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","10000.00","2013-01-01T00:00:00.000","
Concord, VT 05824
(44.4403289280005, -71.89205812499966)"
"Pittsfield Town School District","% Windsor Northwest Sup Union","PO Box 395","Bethel","VT","05032-0395","Treasurer's Office","01260-201312C","US Forest Service Receipt payments to schools FY2013","Federal Fund","10.665","2013-02-25T00:00:00.000","2015-01-31T00:00:00.000","6041.99","2013-01-01T00:00:00.000","
Bethel, VT 05032-0395
(43.8332422900005, -72.63455732499966)"
"Bellows Falls Area Development Corp","2 Church Street",,"Bellows Falls","VT","05101","BGS Capital Projects","01181-73-RED-005","2012 REGIONAL ECON DEVELOPMENT - Planning/engineering/building assessment ""The Island""","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","25000.00","2013-01-01T00:00:00.000","
Bellows Falls, VT 05101
(43.143123191000484, -72.45805592099964)"
"Washington County Youth Service Bureau","PO Box 627",,"Montpelier","VT","05601","Human Services Agency","03400-06AFHVT","Vermont Youth Development Corps/Manage community volunteers","Federal Fund","94.006","2012-09-01T00:00:00.000","2013-08-31T00:00:00.000","230821.00","2013-01-01T00:00:00.000","
Montpelier, VT 05601
(44.260854131000485, -72.57848643799963)"
"Jericho Town Treasurer","PO Box 67",,"Jericho","VT","05465","Transportation Agency","08131-BC1438","THS50013 BC1438 Town of Jericho Highway Structures Grant TH1 Br17 Eng. Only","Special Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","19841.00","2013-01-01T00:00:00.000","
Jericho, VT 05465
(44.4811980500005, -72.96377980199964)"
"ST Albans City Treasurer","PO Box 867",,"ST Albans","VT","05478","Public Safety","02140-41060-012","2012 Recruitment & Retention Project","Federal Fund","17.261","2012-04-26T00:00:00.000","2013-06-30T00:00:00.000","2819.00","2012-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Vermont State Health Dept-","108 Cherry St",,"Burlington","VT","05401","Public Safety","02140-1213-6500","FFY 2013 VDH CPS Program (2011)","Federal Fund","20.613","2013-04-25T00:00:00.000","2013-09-30T00:00:00.000","98000.00","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Addison Northeast Supervisory Union","72 Munsill Ave Ste 101",,"Bristol","VT","05443","Education Agency","05100-3350S0011301","TO SUPPORT THE WORK OF THE LEAGUE OF INNOVATIVE SCHOOLS WITHIN THE MT. ABRAHAM UMHSD #28","Other Fund",,"2013-01-01T00:00:00.000","2013-06-30T00:00:00.000","7000.00","2013-01-01T00:00:00.000","
Bristol, VT 05443
(44.13926349700046, -73.04528775999967)"
"Bennington County Sheriff's Dept","212 Lincoln ST","PO Box 4207","Bennington","VT","05201","Public Safety","02140-12313-004","2013 Mobile Enforcement Team","Special Fund",,"2012-08-06T00:00:00.000","2013-06-30T00:00:00.000","70000.00","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Windham County Sheriff's Department","11 Jail St","PO Box 266","Newfane","VT","05345","Public Safety","02140-1112-2139","2012 FFY Highway Safety Any Time","Federal Fund","20.600","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","12500.00","2012-01-01T00:00:00.000","
Newfane, VT 05345
(42.99563197900045, -72.64763720099967)"
"Stagecoach Transportation Services Inc","PO Box 356",,"Randolph","VT","05060","Public Transit","08143-GR0146","2012 FTA & state funds","Federal Fund","20.500","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","207200.00","2012-01-01T00:00:00.000","
Randolph, VT 05060
(43.94916081600047, -72.66939698799968)"
"Starksboro Town Treasurer","Starksboro Public Library","PO Box 124","Starksboro","VT","05487","Libraries","01130_PL_FFY12-00116","FY12 Resource Sharing Grant","Federal Fund","45.310","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","55.00","2012-01-01T00:00:00.000","
Starksboro, VT 05487
(44.246863213000495, -73.00976733899967)"
"Vermont Network Against Domestic","PO Box 405",,"Montpelier","VT","05601","Crime Victims' Services Center","02160-11RURAL06","2011 Vermont  Rural DV  Grant","Federal Fund","16.589","2011-10-01T00:00:00.000","2014-09-30T00:00:00.000","159039.00","2012-01-01T00:00:00.000","
Montpelier, VT 05601
(44.260854131000485, -72.57848643799963)"
"Court Administrator's Office","111 State Street",,"Montpelier","VT","05609-0701","Crime Victims' Services Center","02160-12STOP10","2012 STOP Violence Against Women Act Formula Grant","Federal Fund","16.598","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","39943.00","2013-01-01T00:00:00.000","
Montpelier, VT 05609-0701
(44.2607734390005, -72.57849806599967)"
"Montpelier City Treasurer","City Hall","39 Main St, Ste #2","Montpelier","VT","05602","Public Safety","02140-0912-3526","2012 FFY Equipment Incentives","Federal Fund","20.609","2011-12-09T00:00:00.000","2012-09-30T00:00:00.000","5000.00","2012-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160","Vermont Health Access","03410-6105-13","Evaluation of provider practice components of Blueprint For Health project","GC Fund","93.778","2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","1884517.52","2012-01-01T00:00:00.000","
Burlington, VT 05405-0160
(44.4833680640005, -73.21934725299963)"
"Hartford Town Treasurer","Municipal Bldg","171 Bridge St","White River Jct","VT","05001","Public Safety","02140-1113-5015","FFY 2013 DUI Enforcement (164) Grant","Federal Fund","20.608","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
White River Jct, VT 05001
(43.659852970000486, -72.34645879999965)"
"Planned Parenthood of Northern New","183 Talcott Rd Ste 101",,"Williston","VT","05495","Health","03420-5726S","Support family planning","Federal Fund","93.667","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","327504.00","2012-01-01T00:00:00.000","
Williston, VT 05495
(44.436887683000464, -73.10777762899966)"
"Wilmington Town Treasurer","Wilmington Police Dept",,"Wilmington","VT","05363","Public Safety","02140-79252-016","Homeland Security Grant Program","Federal Fund","97.067","2011-07-12T00:00:00.000","2011-12-31T00:00:00.000","22460.00","2012-01-01T00:00:00.000","
Wilmington, VT 05363
(42.88499075900046, -72.86130719099964)"
"Morristown Town Treasurer","PO Box 748",,"Morrisville","VT","05661","AOT Maintenance Headquarters","08131-FE0515","Town of Morristown FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","17927.99","2012-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"Orange East Supervisory Union","PO Box 396",,"Bradford","VT","05033","Education Agency","05100-3243S0271201","EARLY EDUCATION INITIATIVE","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","30000.00","2012-01-01T00:00:00.000","
Bradford, VT 05033
(43.99925003900046, -72.15923685799964)"
"K-Tor, LLC","199 Oak Circle",,"Colchester","VT","05446","Housing & Comm Development","07110-VGTP016","VGTP Export Promotion Grant","Federal Fund","11.113","2012-01-01T00:00:00.000","2012-01-22T00:00:00.000","3000.00","2012-01-01T00:00:00.000","
Colchester, VT 05446
(44.540659450000476, -73.19994822999968)"
"Orleans County Sheriff","PO Box 355",,"Newport","VT","05855-0355","Public Safety","02140-1213-2124","FFY 2013 Highway Safety Enforcement (402) Grant","Federal Fund","20.600","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","14000.00","2013-01-01T00:00:00.000","
Newport, VT 05855-0355
(44.93542676800047, -72.20749978099963)"
"Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055","Children and Families","03440-32366-11/12-SFG","Access to quaity early care, education and afterschool programs","Federal Fund","93.575","2011-11-07T00:00:00.000","2012-12-31T00:00:00.000","15072.75","2012-01-01T00:00:00.000","
Norwich, VT 05055
(43.7401008760005, -72.30243954899964)"
"Milton Community Youth Coalition Inc","PO Box 543",,"Milton","VT","05468","Health","03420-5742S","Tobacco Control and Prevention","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","40480.00","2012-01-01T00:00:00.000","
Milton, VT 05468
(44.66029917600048, -73.13747574099966)"
"Blue Mountain Union School District # 21","% Blue Mountain Sup Union","2420 Rte 302","Wells River","VT","05081","Education Agency","05100-3243U0211201","EARLY EDUCATION INITIATIVE","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","25000.00","2012-01-01T00:00:00.000","
Wells River, VT 05081
(44.15027374100049, -72.08409867699964)"
"Washington County Youth Service Bureau","Working With Youth Conference","38 Elm Street","Montpelier","VT","05601","Health","03420-6050S","Personal Responsibility in Education","Federal Fund","93.092","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","66500.00","2013-01-01T00:00:00.000","
Montpelier, VT 05601
(44.260854131000485, -72.57848643799963)"
"Shelburne Town Treasurer","PO Box 88",,"Shelburne","VT","05482","Public Safety","02140-1213-2131","FFY 2013 Highway Safety Enforcement (402) TRI Town","Federal Fund","20.600","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","17000.00","2013-01-01T00:00:00.000","
Shelburne, VT 05482
(44.389092623000465, -73.21520788899966)"
"Champlain Islands Parent-Child Center","South Hero Children's Center","114 South St","S Hero","VT","05486","Education Agency","05100-4458R9171301","TEAM NUTRITION - GMHK CHALLENGE","Federal Fund","10.574","2012-10-01T00:00:00.000","2013-04-30T00:00:00.000","500.00","2013-01-01T00:00:00.000","
S Hero, VT 05486
(44.64525676700049, -73.30917732299963)"
"Skinner,Mark Library","PO Box 438",,"Manchester","VT","05254","Libraries","01130_PLFW_FFY11-01","First Wednesday grant","Federal Fund","45.310","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","400.00","2012-01-01T00:00:00.000","
Manchester, VT 05254
(43.163540372000455, -73.07334780499963)"
"Vermont Historical Society","60 Washington St",,"Barre","VT","05641","Finance & Management","01110_2011 ACT 63 SEC. B.809","2011Act 63 Sec. B.809","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","807694.00","2012-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Franklin County Sheriffs Dept","387 Lincoln Ave",,"St Albans","VT","05478","Public Safety","02140-71220-003","FFY 11 State Homeland Security Grant Program","Federal Fund","97.067","2012-09-07T00:00:00.000","2014-08-31T00:00:00.000","30000.00","2013-01-01T00:00:00.000","
St Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Chittenden County Sheriff's Dept","PO Box 1426",,"Burlington","VT","05402","Public Safety","02140-1113-5007","FFY 2013 DUI Enforcement (164) Grant","Federal Fund","20.608","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","6000.00","2013-01-01T00:00:00.000","
Burlington, VT 05402
(44.48075920400049, -73.21366975699965)"
"Chittenden County Transportation Auth","15 Industrial Parkway",,"Burlington","VT","05401","Public Transit","08143-GR0192","GR0192 FTA & State Funds FY2013","Federal Fund","20.509","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","2547462.00","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Manchester Town Treasurer","6039 Main St",,"Manchester Center","VT","05255","Public Safety","02140-79152-551","FFY09 State Homeland Security Grant Program","Federal Fund","97.067","2012-10-31T00:00:00.000","2013-01-15T00:00:00.000","15000.00","2013-01-01T00:00:00.000","
Manchester Center, VT 05255
(43.17762253500047, -73.04552673499967)"
