"ticket_type","race","gender","dob","issued_at","stop_based_on","search_based_on","contraband_evidence","outcome_of_stop"
"Traffic","W=White","Female - F","1958-09-29T00:00:00.000","2018-09-12T14:11:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1958-11-01T00:00:00.000","2018-12-31T07:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1958-11-24T00:00:00.000","2018-06-17T09:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1958-12-08T00:00:00.000","2018-10-26T13:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1958-12-15T00:00:00.000","2018-10-10T19:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1958-12-16T00:00:00.000","2018-10-04T19:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1959-01-05T00:00:00.000","2018-10-04T12:13:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1959-02-09T00:00:00.000","2018-01-19T18:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1959-02-20T00:00:00.000","2018-10-03T11:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-02-23T00:00:00.000","2018-11-24T13:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-03-19T00:00:00.000","2018-05-21T14:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-04-01T00:00:00.000","2018-10-20T20:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-04-11T00:00:00.000","2018-04-21T17:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-05-25T00:00:00.000","2018-11-16T14:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1959-06-28T00:00:00.000","2018-11-22T11:29:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1959-07-15T00:00:00.000","2018-05-29T15:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-07-22T00:00:00.000","2018-04-29T14:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-07-22T00:00:00.000","2018-04-29T14:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-09-04T00:00:00.000","2018-10-16T12:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-09-04T00:00:00.000","2018-10-16T12:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-09-09T00:00:00.000","2018-02-22T14:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-09-21T00:00:00.000","2018-05-02T08:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-09-28T00:00:00.000","2018-10-15T22:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-11-24T00:00:00.000","2018-08-30T19:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1959-11-26T00:00:00.000","2018-10-06T19:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1959-12-07T00:00:00.000","2018-07-20T07:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1960-01-20T00:00:00.000","2018-10-29T11:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1960-02-20T00:00:00.000","2018-10-17T12:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1960-02-21T00:00:00.000","2018-06-05T13:07:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-03-26T00:00:00.000","2018-08-24T14:40:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-03-28T00:00:00.000","2018-12-22T08:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-03-28T00:00:00.000","2018-12-22T08:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-04-07T00:00:00.000","2018-06-09T08:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-04-07T00:00:00.000","2018-08-07T10:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1960-04-07T00:00:00.000","2018-03-05T13:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1960-04-29T00:00:00.000","2018-08-02T09:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-05-03T00:00:00.000","2018-05-24T12:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1960-05-11T00:00:00.000","2018-05-30T10:37:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1960-05-18T00:00:00.000","2018-05-31T20:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-05-20T00:00:00.000","2018-08-06T17:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1960-06-08T00:00:00.000","2018-02-03T19:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1960-06-17T00:00:00.000","2018-08-06T15:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1960-07-18T00:00:00.000","2018-12-21T21:59:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1960-07-21T00:00:00.000","2018-05-29T14:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-07-22T00:00:00.000","2018-09-03T08:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1960-07-28T00:00:00.000","2018-07-28T23:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1960-08-03T00:00:00.000","2018-12-07T22:47:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1960-08-15T00:00:00.000","2018-10-12T20:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1960-08-28T00:00:00.000","2018-11-07T11:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-10-01T00:00:00.000","2018-08-16T15:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-10-04T00:00:00.000","2018-05-11T07:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-10-06T00:00:00.000","2018-05-30T11:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-10-08T00:00:00.000","2018-08-15T14:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-10-27T00:00:00.000","2018-11-21T12:40:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1960-12-28T00:00:00.000","2018-03-21T14:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-02-02T00:00:00.000","2018-12-11T11:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-03-10T00:00:00.000","2018-09-06T09:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-03-29T00:00:00.000","2018-08-20T11:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1961-04-09T00:00:00.000","2018-09-19T18:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1961-04-20T00:00:00.000","2018-07-15T13:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-04-27T00:00:00.000","2018-12-16T07:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1961-05-25T00:00:00.000","2018-05-22T14:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1961-05-25T00:00:00.000","2018-05-22T14:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1961-05-29T00:00:00.000","2018-11-24T08:37:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-06-04T00:00:00.000","2018-10-31T16:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1961-08-28T00:00:00.000","2018-11-21T08:04:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1961-09-15T00:00:00.000","2018-05-29T11:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-09-20T00:00:00.000","2018-11-11T09:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-09-25T00:00:00.000","2018-02-09T19:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-09-25T00:00:00.000","2018-02-10T09:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-09-26T00:00:00.000","2018-03-12T12:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1961-09-27T00:00:00.000","2018-08-07T14:15:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1961-10-04T00:00:00.000","2018-08-24T12:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1961-10-11T00:00:00.000","2018-07-11T10:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-10-14T00:00:00.000","2018-08-16T11:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1961-11-02T00:00:00.000","2018-08-03T11:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1961-11-03T00:00:00.000","2018-08-24T17:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1961-11-07T00:00:00.000","2018-12-08T20:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1961-12-28T00:00:00.000","2018-12-24T12:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1962-01-11T00:00:00.000","2018-08-29T06:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1962-01-30T00:00:00.000","2018-06-06T07:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-02-28T00:00:00.000","2018-05-02T11:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-03-25T00:00:00.000","2018-05-25T12:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-03-29T00:00:00.000","2018-06-08T12:14:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-04-18T00:00:00.000","2018-08-15T19:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-04-19T00:00:00.000","2018-08-07T21:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1962-04-19T00:00:00.000","2018-04-18T11:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1962-04-19T00:00:00.000","2018-08-03T23:21:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1962-05-07T00:00:00.000","2018-06-19T14:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-05-15T00:00:00.000","2018-11-18T08:34:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1962-06-04T00:00:00.000","2018-11-30T19:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1962-06-10T00:00:00.000","2018-06-14T10:13:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1962-07-17T00:00:00.000","2018-08-06T13:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-07-19T00:00:00.000","2018-08-03T07:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-07-28T00:00:00.000","2018-04-05T11:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-09-17T00:00:00.000","2018-12-05T14:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1962-09-17T00:00:00.000","2018-11-09T13:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-09-26T00:00:00.000","2018-08-10T19:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-09-30T00:00:00.000","2018-10-30T12:42:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-10-01T00:00:00.000","2018-08-23T12:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1962-10-02T00:00:00.000","2018-10-29T12:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1962-10-19T00:00:00.000","2018-09-14T21:04:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-10-25T00:00:00.000","2018-06-12T20:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-11-04T00:00:00.000","2018-12-29T10:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1962-11-24T00:00:00.000","2018-12-22T18:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-11-26T00:00:00.000","2018-10-03T09:42:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-12-04T00:00:00.000","2018-10-19T16:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-12-17T00:00:00.000","2018-07-21T20:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1962-12-31T00:00:00.000","2018-02-20T14:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-01-31T00:00:00.000","2018-12-28T16:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1963-02-02T00:00:00.000","2018-07-28T23:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-03-19T00:00:00.000","2018-07-13T17:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-03-20T00:00:00.000","2018-08-17T13:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1963-03-21T00:00:00.000","2018-08-07T12:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1963-04-09T00:00:00.000","2018-06-30T09:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-04-17T00:00:00.000","2018-07-27T14:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1963-06-19T00:00:00.000","2018-12-21T23:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-06-26T00:00:00.000","2018-04-23T10:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-07-07T00:00:00.000","2018-10-07T17:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-07-16T00:00:00.000","2018-06-21T13:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1963-07-25T00:00:00.000","2018-08-04T09:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1963-08-06T00:00:00.000","2018-12-05T10:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-08-24T00:00:00.000","2018-08-07T12:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-09-04T00:00:00.000","2018-10-05T20:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1963-09-04T00:00:00.000","2018-09-28T21:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1963-09-17T00:00:00.000","2018-08-24T17:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1963-09-24T00:00:00.000","2018-09-08T10:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-10-03T00:00:00.000","2018-08-29T06:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-11-08T00:00:00.000","2018-02-22T06:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1963-12-24T00:00:00.000","2018-02-19T08:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-01-10T00:00:00.000","2018-04-09T16:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1964-01-18T00:00:00.000","2018-06-01T17:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1964-01-19T00:00:00.000","2018-06-01T13:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1964-02-22T00:00:00.000","2018-11-13T12:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-02-23T00:00:00.000","2018-12-20T13:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-02-26T00:00:00.000","2018-03-21T12:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1964-04-18T00:00:00.000","2018-12-21T16:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1964-04-23T00:00:00.000","2018-12-19T12:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-04-28T00:00:00.000","2018-08-24T13:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-05-03T00:00:00.000","2018-02-28T12:40:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1964-05-27T00:00:00.000","2018-07-18T11:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1964-06-29T00:00:00.000","2018-08-11T18:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1964-07-04T00:00:00.000","2018-06-16T09:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-08-04T00:00:00.000","2018-09-08T18:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-08-06T00:00:00.000","2018-08-07T13:42:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-08-06T00:00:00.000","2018-08-07T13:42:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-08-16T00:00:00.000","2018-08-03T08:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1964-08-27T00:00:00.000","2018-01-05T21:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1964-09-01T00:00:00.000","2018-12-07T17:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-09-01T00:00:00.000","2018-12-07T17:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-10-07T00:00:00.000","2018-11-01T15:14:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1964-10-07T00:00:00.000","2018-11-01T15:14:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1964-10-16T00:00:00.000","2018-07-25T05:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1964-10-26T00:00:00.000","2018-07-23T07:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1964-10-27T00:00:00.000","2018-01-23T14:42:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1964-11-03T00:00:00.000","2018-08-02T11:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1964-11-03T00:00:00.000","2018-08-02T11:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1964-11-08T00:00:00.000","2018-09-04T10:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1964-12-10T00:00:00.000","2018-10-02T15:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-01-20T00:00:00.000","2018-12-27T10:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-01-20T00:00:00.000","2018-12-27T10:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-01-23T00:00:00.000","2018-03-29T07:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-01-24T00:00:00.000","2018-10-16T13:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1965-02-22T00:00:00.000","2018-08-06T08:14:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1965-02-24T00:00:00.000","2018-09-07T13:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-03-02T00:00:00.000","2018-02-09T17:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-03-27T00:00:00.000","2018-05-26T13:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-04-10T00:00:00.000","2018-02-18T16:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-04-19T00:00:00.000","2018-05-22T07:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1965-06-19T00:00:00.000","2018-12-04T18:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-07-13T00:00:00.000","2018-05-21T12:37:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-07-13T00:00:00.000","2018-10-03T12:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-07-13T00:00:00.000","2018-10-03T12:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1965-07-23T00:00:00.000","2018-10-25T21:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1965-07-25T00:00:00.000","2018-01-21T18:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1965-08-08T00:00:00.000","2018-01-04T13:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-08-08T00:00:00.000","2018-10-26T22:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-08-22T00:00:00.000","2018-11-24T09:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1965-08-31T00:00:00.000","2018-10-24T09:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
